"Name","TeamAbbreviation","GamesPlayed","Minutes","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtPoints","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked","Usage"
"Christian Braun","DEN",79,2675,5515,1218,387,597,0.6482412060301508,89,224,0.39732142857142855,0.3991031390134529,177,590,184,237,30,0.7622739018087855,0.8060109289617486,0.8876404494382022,0.2728380024360536,0.5927517073170732,0.6339829476248477,0.6663019693654267,42,61,0.10217755443886097,1,0.004464285714285714,15.932746196957565
"Bam Adebayo","MIA",78,2674,5301,1409,461,892,0.5168161434977578,79,221,0.3574660633484163,0.35909090909090907,250,558,364,210,27,0.6052060737527115,0.6611374407582938,0.8860759493670886,0.1985624438454627,0.5108589579524679,0.5206648697214735,0.5574940523394132,78,44,0.04932735426008968,2,0.00904977375565611,23.88963660834455
"Ivica Zubac","LAC",80,2624,5312,1340,592,942,0.6284501061571125,0,0,0,0,156,832,352,0,0,0.7027027027027027,0.8421052631578947,0,0,0.5359506369426752,0.6284501061571125,0.6429942418426103,196,58,0.06157112526539278,0,0,19.558306842897775
"Jayson Tatum","BOS",72,2624,5300,1932,412,737,0.5590230664857531,250,728,0.3434065934065934,0.3443526170798898,358,288,536,345,405,0.34951456310679613,0.35910224438902744,0.46,0.4969283276450512,0.5285335728952772,0.5372013651877133,0.5824710894704809,22,49,0.06648575305291723,7,0.009615384615384616,30.682384193923294
"Jaden McDaniels","MIN",82,2614,5231,1000,298,531,0.5612052730696798,100,303,0.33003300330033003,0.3333333333333333,104,364,232,285,15,0.610738255033557,0.6842105263157895,0.95,0.36330935251798563,0.5552837545126355,0.5371702637889688,0.5625704622322435,64,42,0.07909604519774012,0,0,16.393716577540108
"Keegan Murray","SAC",76,2610,5324,942,210,371,0.5660377358490566,154,449,0.3429844097995546,0.34375,60,274,146,456,6,0.6523809523809524,0.7210526315789474,0.987012987012987,0.5475609756097561,0.5429478829389788,0.5378048780487805,0.5554245283018868,40,25,0.0673854447439353,3,0.0066815144766146995,15.133333333333333
"Zach LaVine","SAC",74,2603,5399,1724,386,687,0.5618631732168851,239,536,0.4458955223880597,0.4458955223880597,235,382,390,390,327,0.4948186528497409,0.5013123359580053,0.5439330543933054,0.4382665576451349,0.549719884009942,0.6087489779231399,0.6379567486950037,10,45,0.06550218340611354,3,0.005597014925373134,25.68868237636907
"Shai Gilgeous-Alexander","OKC",76,2598,5441,2484,697,1221,0.5708435708435708,163,435,0.37471264367816093,0.37557603686635943,601,296,1098,171,318,0.21233859397417504,0.2173274596182085,0.3496932515337423,0.26268115942028986,0.5212742034313725,0.5685386473429952,0.631701030927835,32,75,0.06142506142506143,2,0.004597701149425287,34.356725146198826
"Michael Porter Jr.","DEN",77,2593,5369,1398,335,559,0.5992844364937389,193,489,0.3946830265848671,0.40124740124740127,149,496,174,534,45,0.7402985074626866,0.8857142857142857,0.9222797927461139,0.4666030534351145,0.5484798557692308,0.5958969465648855,0.6166077738515902,110,43,0.07692307692307693,5,0.010224948875255624,20.226007206026857
"Derrick White","BOS",76,2574,5165,1248,159,268,0.5932835820895522,265,691,0.3835021707670043,0.3835021707670043,135,148,170,642,153,0.46540880503144655,0.48366013071895425,0.8075471698113208,0.7205422314911366,0.535680031282586,0.5802919708029197,0.6054421768707483,12,21,0.07835820895522388,2,0.002894356005788712,19.921002919457326
"Dyson Daniels","ATL",76,2571,5469,1073,375,687,0.5458515283842795,80,235,0.3404255319148936,0.34934497816593885,83,388,362,225,15,0.5173333333333333,0.5623188405797102,0.9375,0.25488069414316705,0.5547978405315614,0.5368763557483731,0.5452235772357723,60,42,0.0611353711790393,3,0.01276595744680851,18.165869218500795
"Nikola Jokić","DEN",70,2571,5390,2071,648,1033,0.6272991287512101,138,330,0.41818181818181815,0.44155844155844154,361,846,450,357,57,0.6527777777777778,0.7356521739130435,0.8623188405797102,0.2421129860601614,0.5152626871257485,0.6272927366104182,0.6641983258209916,146,62,0.060019361084220714,1,0.0030303030303030303,29.161205766710353
"Austin Reaves","LAL",73,2550,5203,1475,277,506,0.5474308300395256,200,531,0.3766478342749529,0.3824091778202677,321,244,310,432,168,0.4404332129963899,0.45018450184501846,0.72,0.5120540019286403,0.5247624148003895,0.5564127290260367,0.6151898734177215,12,43,0.08498023715415019,4,0.007532956685499058,23.533483301609277
"Toumani Camara","POR",78,2548,5192,882,193,356,0.5421348314606742,135,360,0.375,0.37604456824512533,91,254,132,387,18,0.6580310880829016,0.8037974683544303,0.9555555555555556,0.5027932960893855,0.5768768518518519,0.5523743016759777,0.5705045278137129,70,26,0.07303370786516854,2,0.005555555555555556,14.580922466523392
"Pascal Siakam","IND",78,2548,5246,1578,487,858,0.5675990675990676,126,324,0.3888888888888889,0.39009287925696595,226,574,400,369,9,0.5893223819301848,0.640625,0.9761904761904762,0.27411167512690354,0.5230885690093141,0.571912013536379,0.5995440729483282,78,41,0.047785547785547784,4,0.012345679012345678,24.530577088716626
"Brook Lopez","MIL",80,2546,5231,1041,255,401,0.6359102244389028,139,373,0.3726541554959786,0.3726541554959786,114,380,130,411,6,0.7450980392156863,0.8636363636363636,0.9856115107913669,0.4819121447028424,0.5458024547803617,0.5988372093023255,0.6256009615384616,70,20,0.04987531172069826,0,0,15.991620111731843
"Karl-Anthony Towns","NYK",72,2517,5107,1759,497,877,0.5667046750285063,142,338,0.42011834319526625,0.42011834319526625,339,582,412,414,12,0.5855130784708249,0.6995192307692307,0.971830985915493,0.2781893004115226,0.5549132107023411,0.5843621399176955,0.6335988414192614,162,81,0.09236031927023945,2,0.005917159763313609,27.21606648199446
"Bub Carrington","WAS",82,2458,5142,807,162,341,0.4750733137829912,138,407,0.33906633906633904,0.3399014778325123,69,156,168,276,138,0.48148148148148145,0.484472049689441,0.6666666666666666,0.5441176470588235,0.5144071715817694,0.49331550802139035,0.5134271099744245,2,22,0.06451612903225806,1,0.002457002457002457,15.921257123122087
"Cade Cunningham","DET",70,2452,5104,1830,535,1039,0.5149181905678537,149,418,0.35645933014354064,0.35990338164251207,313,244,826,255,192,0.22803738317757008,0.23193916349809887,0.5704697986577181,0.2868908716540837,0.5075618457300275,0.5205902539464653,0.5627329192546584,18,98,0.09432146294513956,2,0.004784688995215311,33.00602928509905
"Tyrese Haliburton","IND",73,2451,5083,1359,258,444,0.581081081081081,218,562,0.3879003558718861,0.3935018050541516,189,202,314,345,309,0.39147286821705424,0.39763779527559057,0.5275229357798165,0.558648111332008,0.5185055331991951,0.5815109343936382,0.6105022831050229,8,18,0.04054054054054054,5,0.008896797153024912,21.50231399074404
"Coby White","CHI",74,2450,5243,1509,292,537,0.5437616387337058,216,584,0.3698630136986301,0.375,277,196,388,492,156,0.3356164383561644,0.33676975945017185,0.7592592592592593,0.5209634255129348,0.5515994609164421,0.5495093666369313,0.5998396150761829,2,72,0.1340782122905028,5,0.008561643835616438,24.323861691201643
"LeBron James","LAL",70,2444,4980,1710,502,874,0.5743707093821511,149,396,0.37626262626262624,0.37817258883248733,259,384,620,309,138,0.38247011952191234,0.3983402489626556,0.6912751677852349,0.31181102362204727,0.5238167192429022,0.5712598425196851,0.6028995756718529,40,50,0.057208237986270026,1,0.0025252525252525255,30.260303687635574
"Domantas Sabonis","SAC",70,2429,4978,1337,462,737,0.6268656716417911,65,156,0.4166666666666667,0.4166666666666667,218,582,342,192,3,0.6298701298701299,0.773936170212766,0.9846153846153847,0.17469204927211646,0.5575202610669693,0.6265397536394177,0.6560353287536801,172,59,0.08005427408412483,0,0,21.661931818181817
"Jamal Murray","DEN",67,2418,4974,1436,375,724,0.5179558011049724,156,397,0.3929471032745592,0.3969465648854962,218,266,484,288,180,0.3546666666666667,0.3643835616438356,0.6153846153846154,0.3541480820695807,0.5088613249776186,0.5432649420160571,0.5796568627450981,20,44,0.06077348066298342,2,0.005037783375314861,24.06521353889775
"Alperen Sengun","HOU",76,2394,4878,1451,546,1053,0.5185185185185185,21,90,0.23333333333333334,0.23595505617977527,296,516,576,60,3,0.4725274725274725,0.5397489539748954,0.9523809523809523,0.07874015748031496,0.5180068121104184,0.505249343832021,0.5434456928838951,136,84,0.07977207977207977,0,0,26.53806047966632
"Rudy Gobert","MIN",72,2388,4772,866,341,510,0.6686274509803921,0,0,0,0,184,482,200,0,0,0.7067448680351907,0.9233716475095786,0,0,0.6412029411764706,0.6686274509803921,0.6818897637795276,160,54,0.10588235294117647,0,0,13.205479452054794
"Dillon Brooks","HOU",75,2388,4838,1053,198,426,0.4647887323943662,186,469,0.39658848614072495,0.3974358974358974,99,176,220,537,21,0.4444444444444444,0.4808743169398907,0.9623655913978495,0.524022346368715,0.5245477966101695,0.5329608938547487,0.5542105263157895,30,35,0.08215962441314555,1,0.0021321961620469083,17.974372476742147
"Tobias Harris","DET",73,2306,4765,1002,293,541,0.5415896487985212,91,264,0.3446969696969697,0.3446969696969697,143,316,270,255,18,0.5392491467576792,0.5745454545454546,0.9340659340659341,0.3279503105590062,0.5234018238993711,0.5335403726708075,0.5702054794520548,36,46,0.08502772643253234,0,0,17.711021009952084
"Jalen Brunson","NYK",65,2301,4625,1690,433,803,0.539227895392279,152,397,0.38287153652392947,0.38287153652392947,368,204,662,210,246,0.23556581986143188,0.23665893271461716,0.4605263157894737,0.3308333333333333,0.5070558749999999,0.5508333333333333,0.6031002162941601,4,43,0.053549190535491904,7,0.017632241813602016,29.561068702290076
"Darius Garland","CLE",75,2301,4796,1544,342,645,0.5302325581395348,212,529,0.4007561436672968,0.4015151515151515,224,226,458,363,273,0.3304093567251462,0.3353115727002967,0.5707547169811321,0.4505962521294719,0.5330151777970512,0.5621805792163543,0.5990639625585024,10,41,0.06356589147286822,2,0.003780718336483932,27.010119595216192
"Jarrett Allen","CLE",82,2296,4757,1103,452,635,0.7118110236220473,0,5,0,0,199,746,158,0,0,0.8252212389380531,0.9467005076142132,0,0.0078125,0.6218953100158983,0.70625,0.7209150326797386,116,47,0.07401574803149606,0,0,15.917914586799776
"Chris Paul","SAS",82,2292,4721,723,109,212,0.5141509433962265,140,371,0.37735849056603776,0.3794037940379404,85,48,170,207,213,0.22018348623853212,0.2222222222222222,0.4928571428571429,0.6363636363636364,0.5136953206239168,0.5471698113207547,0.5707317073170731,2,6,0.02830188679245283,3,0.008086253369272238,13.999243284146804
"Anfernee Simons","POR",70,2292,4650,1348,264,532,0.49624060150375937,215,593,0.3625632377740304,0.3644067796610169,175,98,430,393,252,0.1856060606060606,0.18773946360153257,0.6093023255813953,0.5271111111111111,0.5145404332129965,0.5213333333333333,0.5541666666666667,6,55,0.10338345864661654,9,0.01517706576728499,24.80562754535357
"Giannis Antetokounmpo","MIL",67,2289,4705,2036,779,1256,0.6202229299363057,14,63,0.2222222222222222,0.22580645161290322,436,668,890,21,21,0.4287548138639281,0.46518105849582175,0.5,0.047763457164518575,0.5893332953682613,0.6065200909780136,0.6280074028377545,122,76,0.06050955414012739,0,0,35.27708051747442
"Malik Beasley","DET",82,2283,4780,1336,142,305,0.46557377049180326,319,766,0.4164490861618799,0.418086500655308,95,180,104,897,60,0.6338028169014085,0.6870229007633588,0.9373040752351097,0.715219421101774,0.5255578199052132,0.5793650793650794,0.5888888888888889,22,21,0.06885245901639345,8,0.010443864229765013,22.197640117994098
"Kentavious Caldwell-Pope","ORL",77,2279,4507,673,126,214,0.5887850467289719,113,330,0.3424242424242424,0.3424242424242424,82,176,76,315,24,0.6984126984126984,0.7154471544715447,0.9292035398230089,0.6066176470588235,0.5419916051660517,0.5431985294117647,0.5673076923076923,6,9,0.04205607476635514,1,0.0030303030303030303,12.353629976580796
"Nikola Vučević","CHI",73,2278,4870,1349,421,717,0.5871687587168759,129,321,0.40186915887850466,0.403125,120,638,204,384,3,0.7577197149643705,0.8506666666666667,0.9922480620155039,0.3092485549132948,0.5240337512054002,0.5920038535645472,0.6126248864668483,92,38,0.05299860529986053,0,0,22.534170668636868
"Payton Pritchard","BOS",80,2271,4478,1144,154,240,0.6416666666666667,255,626,0.4073482428115016,0.413290113452188,71,76,232,615,150,0.24675324675324675,0.26573426573426573,0.803921568627451,0.7228637413394919,0.5295820257611241,0.6195150115473441,0.632630410654828,22,22,0.09166666666666666,16,0.025559105431309903,19.00986269580352
"Kevin Durant","PHX",62,2265,4635,1647,432,752,0.574468085106383,160,372,0.43010752688172044,0.43010752688172044,303,374,490,426,54,0.43287037037037035,0.44,0.8875,0.3309608540925267,0.49214443950177933,0.597864768683274,0.6422986708365911,14,29,0.03856382978723404,3,0.008064516129032258,28.82087502452423
"Stephen Curry","GSW",70,2252,4703,1718,253,474,0.5337552742616034,311,784,0.39668367346938777,0.3979460847240051,279,242,264,657,276,0.4782608695652174,0.491869918699187,0.7041800643086816,0.6232114467408585,0.5186056270096463,0.571939586645469,0.6170289855072464,14,36,0.0759493670886076,11,0.01403061224489796,29.19369786839666
"Shaedon Sharpe","POR",72,2252,4608,1335,352,632,0.5569620253164557,147,472,0.3114406779661017,0.3141025641025641,190,288,416,312,129,0.4090909090909091,0.44171779141104295,0.7074829931972789,0.427536231884058,0.5471275046382189,0.5185688405797102,0.5526097763048882,52,46,0.07278481012658228,2,0.00423728813559322,25.541533245432284
"De'Aaron Fox","SAS",62,2241,4662,1459,421,782,0.5383631713554987,118,381,0.30971128608923887,0.3113456464379947,263,268,574,237,117,0.3182897862232779,0.32923832923832924,0.6694915254237288,0.3276010318142734,0.5126123169681309,0.5141874462596733,0.5585758039816233,28,54,0.06905370843989769,2,0.005249343832020997,28.0751708428246
"Jalen Williams","OKC",69,2237,4688,1490,441,828,0.532608695652174,124,340,0.36470588235294116,0.363905325443787,236,348,534,291,81,0.3945578231292517,0.40559440559440557,0.782258064516129,0.2910958904109589,0.5282872641509434,0.5368150684931506,0.5724191063174114,24,56,0.06763285024154589,3,0.008823529411764706,27.509505703422054
"Donovan Mitchell","CLE",71,2232,4636,1701,352,687,0.512372634643377,233,633,0.36808846761453395,0.37042925278219396,298,156,548,378,321,0.2215909090909091,0.2287390029325513,0.5407725321888412,0.47954545454545455,0.5321022501906941,0.531439393939394,0.5744391570360299,22,44,0.06404657933042213,6,0.009478672985781991,30.78095238095238
"Harrison Barnes","SAS",82,2228,4565,1011,191,323,0.5913312693498453,156,360,0.43333333333333335,0.43454038997214484,161,224,158,459,9,0.5863874345549738,0.6473988439306358,0.9807692307692307,0.527086383601757,0.5712854166666667,0.6222547584187409,0.6531007751937985,36,27,0.08359133126934984,1,0.002777777777777778,15.993788819875775
"Julius Randle","MIN",69,2226,4468,1288,347,625,0.5552,108,314,0.34394904458598724,0.3450479233226837,270,310,384,273,51,0.44668587896253603,0.4952076677316294,0.8425925925925926,0.3343982960596379,0.5429456823027718,0.5420660276890309,0.5913682277318641,68,58,0.0928,2,0.006369426751592357,25.315208825847126
"Amen Thompson","HOU",69,2225,4516,970,363,606,0.599009900990099,25,91,0.27472527472527475,0.2808988764044944,169,380,346,72,3,0.5234159779614325,0.5900621118012422,0.96,0.13055954088952654,0.5633235549132948,0.5746054519368723,0.5995055624227441,82,45,0.07425742574257425,0,0,17.720808383233532
"Jaren Jackson Jr.","MEM",74,2207,4720,1639,445,824,0.5400485436893204,146,389,0.37532133676092544,0.3802083333333333,311,402,488,417,21,0.451685393258427,0.4785714285714286,0.952054794520548,0.32069249793899424,0.5031537593984962,0.5474031327287716,0.5908435472242249,50,85,0.10315533980582524,2,0.005141388174807198,28.34254143646409
"Desmond Bane","MEM",69,2205,4719,1325,328,599,0.5475792988313857,164,418,0.3923444976076555,0.3923444976076555,177,278,378,312,180,0.42378048780487804,0.4384858044164038,0.6341463414634146,0.4110127826941986,0.5298482517482518,0.5644051130776795,0.5967153284671532,22,69,0.11519198664440734,7,0.01674641148325359,23.19454679439941
"Naz Reid","MIN",80,2200,4463,1138,251,461,0.544468546637744,175,462,0.3787878787878788,0.3804347826086957,111,322,180,483,42,0.6414342629482072,0.7285067873303167,0.92,0.5005417118093174,0.5384734527687297,0.5563380281690141,0.5772357723577236,60,41,0.08893709327548807,0,0,21.569790431000396
"Tyus Jones","PHX",81,2174,4414,829,140,282,0.49645390070921985,166,401,0.4139650872817955,0.4139650872817955,51,110,170,435,63,0.39285714285714285,0.40441176470588236,0.8734939759036144,0.5871156661786238,0.5230777859237536,0.5695461200585652,0.5846262341325811,8,16,0.05673758865248227,10,0.02493765586034913,16.35657329789409
"Myles Turner","IND",72,2174,4448,1120,234,417,0.5611510791366906,156,394,0.39593908629441626,0.39593908629441626,184,396,72,459,9,0.8461538461538461,0.9383886255924171,0.9807692307692307,0.48581997533908755,0.5338036991368681,0.5770653514180024,0.6100217864923747,46,37,0.08872901678657075,0,0,21.251789732051545
"Evan Mobley","CLE",71,2167,4502,1316,420,676,0.621301775147929,85,230,0.3695652173913043,0.37117903930131,221,538,302,228,27,0.6404761904761904,0.7231182795698925,0.8941176470588236,0.25386313465783666,0.5879053370786518,0.6043046357615894,0.6357487922705314,96,51,0.07544378698224852,0,0,23.297137216189537
"Taurean Prince","MIL",80,2166,4464,656,88,179,0.49162011173184356,147,335,0.4388059701492537,0.44144144144144143,39,136,40,435,6,0.7727272727272727,0.8095238095238095,0.9863945578231292,0.6517509727626459,0.56581923828125,0.6001945525291829,0.6123595505617978,8,20,0.11173184357541899,2,0.005970149253731343,12.6048700634336
"Stephon Castle","SAS",81,2162,4469,1190,328,655,0.500763358778626,95,333,0.2852852852852853,0.2887537993920973,249,302,354,225,60,0.4603658536585366,0.49185667752442996,0.7894736842105263,0.33704453441295545,0.5551433298862462,0.47621457489878544,0.5219298245614035,42,65,0.09923664122137404,1,0.003003003003003003,25.976331360946745
"Deni Avdija","POR",72,2161,4411,1219,277,501,0.5528942115768463,125,342,0.3654970760233918,0.36656891495601174,290,248,306,318,57,0.44765342960288806,0.4940239043824701,0.848,0.40569395017793597,0.5670680992736078,0.5510083036773428,0.6065737051792829,52,65,0.12974051896207583,0,0,23.22467986030268
"Jaylen Brown","BOS",63,2158,4363,1398,402,760,0.5289473684210526,116,358,0.3240223463687151,0.3240223463687151,246,310,494,252,96,0.3855721393034826,0.4068241469816273,0.7241379310344828,0.32021466905187834,0.5183453363228699,0.5152057245080501,0.55622009569378,42,67,0.0881578947368421,1,0.002793296089385475,28.681385456755116
"Tim Hardaway Jr.","DET",77,2153,4434,844,108,223,0.484304932735426,168,457,0.3676148796498906,0.3676148796498906,124,176,40,465,39,0.8148148148148148,0.8301886792452831,0.9226190476190477,0.6720588235294118,0.5376124814264487,0.5294117647058824,0.5708446866485014,4,16,0.07174887892376682,3,0.006564551422319475,15.468409586056644
"Bennedict Mathurin","IND",72,2149,4439,1156,293,565,0.5185840707964602,98,288,0.3402777777777778,0.34385964912280703,276,342,244,210,84,0.5836177474402731,0.6309963099630996,0.7142857142857143,0.3376318874560375,0.5430695294117647,0.5158264947245017,0.5744255744255744,44,67,0.11858407079646018,0,0,22.96476306196841
"Spencer Dinwiddie","DAL",79,2136,4407,872,175,356,0.49157303370786515,109,326,0.3343558282208589,0.3353846153846154,195,74,276,180,147,0.21142857142857144,0.21637426900584794,0.5504587155963303,0.4780058651026393,0.5132155455904335,0.4963343108504399,0.5563380281690141,8,21,0.05898876404494382,2,0.006134969325153374,18.020408163265305
"Scottie Barnes","TOR",65,2134,4428,1252,398,783,0.508301404853129,76,280,0.2714285714285714,0.27636363636363637,228,360,436,168,60,0.45226130653266333,0.47745358090185674,0.7368421052631579,0.2634054562558796,0.521427741020794,0.4816556914393227,0.520066889632107,42,38,0.04853128991060025,2,0.007142857142857143,27.125984251968504
"Max Christie","DAL",78,2127,4326,749,137,276,0.4963768115942029,115,314,0.3662420382165605,0.36977491961414793,130,166,108,330,15,0.6058394160583942,0.6240601503759399,0.9565217391304348,0.5322033898305085,0.5387099827882961,0.5245762711864407,0.567629179331307,8,36,0.13043478260869565,3,0.009554140127388535,15.453410981697171
"Josh Giddey","CHI",70,2117,4500,1022,266,520,0.5115384615384615,105,278,0.3776978417266187,0.37545126353790614,175,220,312,282,33,0.41353383458646614,0.43824701195219123,0.8952380952380953,0.3483709273182957,0.5536106649937265,0.5307017543859649,0.5677777777777778,30,64,0.12307692307692308,2,0.007194244604316547,21.879968203497615
"Fred VanVleet","HOU",60,2113,4247,844,128,298,0.42953020134228187,159,461,0.34490238611713664,0.3502202643171806,111,60,196,297,180,0.234375,0.23622047244094488,0.6226415094339622,0.6073781291172595,0.5124106267029973,0.48287220026350464,0.5116279069767442,2,17,0.05704697986577181,5,0.010845986984815618,17.933917197452228
"Keyonte George","UTA",67,2108,4373,1125,185,412,0.44902912621359226,174,507,0.3431952662721893,0.3431952662721893,233,158,212,339,183,0.42702702702702705,0.441340782122905,0.6494252873563219,0.5516866158868335,0.5041274175824175,0.485310119695321,0.5390549662487946,12,63,0.1529126213592233,8,0.015779092702169626,24.200913242009133
"Dennis Schröder","BKN",75,2106,4281,980,209,456,0.4583333333333333,127,371,0.3423180592991914,0.3460490463215259,181,102,316,288,93,0.24401913875598086,0.24519230769230768,0.7559055118110236,0.4486094316807739,0.5024139705882352,0.4830713422007255,0.5276872964169381,2,50,0.10964912280701754,7,0.018867924528301886,21.784615384615385
"Damian Lillard","MIL",58,2093,4336,1447,247,468,0.5277777777777778,197,524,0.37595419847328243,0.37884615384615383,362,78,416,339,252,0.15789473684210525,0.1598360655737705,0.5736040609137056,0.5282258064516129,0.5370647357723578,0.546875,0.6205550737207285,6,33,0.07051282051282051,10,0.019083969465648856,27.460815047021942
"Russell Westbrook","DEN",75,2092,4388,994,279,540,0.5166666666666667,94,291,0.3230240549828179,0.32413793103448274,154,236,322,243,39,0.4229390681003584,0.46825396825396826,0.8617021276595744,0.35018050541516244,0.5576127261761158,0.5054151624548736,0.5304162219850587,54,52,0.0962962962962963,1,0.003436426116838488,23.69372990353698
"Kelly Oubre Jr.","PHI",60,2078,4189,906,277,499,0.5551102204408818,71,242,0.29338842975206614,0.29338842975206614,139,296,258,207,6,0.5342960288808665,0.6040816326530613,0.971830985915493,0.3265856950067476,0.5638510796221322,0.5175438596491229,0.5538555691554468,64,63,0.12625250501002003,3,0.012396694214876033,19.028425965210012
"Luguentz Dort","OKC",71,2073,4322,719,88,180,0.4888888888888889,170,413,0.4116222760290557,0.4116222760290557,33,118,58,489,21,0.6704545454545454,0.7375,0.9588235294117647,0.6964586846543002,0.5643712328767123,0.5784148397976391,0.5874183006535948,16,23,0.12777777777777777,0,0,13.580499795165915
"Nickeil Alexander-Walker","MIN",82,2073,4188,773,129,246,0.524390243902439,141,370,0.3810810810810811,0.38524590163934425,92,158,100,417,6,0.6124031007751938,0.6475409836065574,0.9858156028368794,0.6006493506493507,0.5483107843137255,0.5527597402597403,0.5799396681749623,14,19,0.07723577235772358,4,0.010810810810810811,16.000841042893185
"Onyeka Okongwu","ATL",74,2064,4407,988,340,535,0.6355140186915887,48,148,0.32432432432432434,0.32653061224489793,164,522,158,144,0,0.7676470588235295,0.9321428571428572,1,0.21669106881405564,0.5931729446935725,0.6032210834553441,0.6341463414634146,120,50,0.09345794392523364,0,0,17.32801595214357
"Malik Monk","SAC",65,2054,4260,1117,273,511,0.5342465753424658,139,428,0.3247663551401869,0.3270588235294118,154,242,304,342,75,0.4432234432234432,0.44814814814814813,0.8201438848920863,0.45580404685835996,0.5205039037433156,0.512779552715655,0.547783251231527,6,47,0.09197651663405088,7,0.016355140186915886,24.174236168455824
"Jaylen Wells","MEM",79,2043,4359,821,148,283,0.5229681978798587,138,391,0.35294117647058826,0.35294117647058826,111,196,100,375,39,0.6621621621621622,0.7153284671532847,0.9057971014492754,0.5801186943620178,0.5488485714285715,0.526706231454006,0.5607923497267759,22,29,0.10247349823321555,4,0.010230179028132993,15.831186843669506
