"Name","TeamAbbreviation","GamesPlayed","Minutes","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtPoints","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked","Usage"
"Scottie Barnes","TOR",74,2617,5157,1134,401,739,0.5426251691474966,58,193,0.3005181347150259,0.30158730158730157,158,344,458,147,27,0.428927680798005,0.4985507246376812,0.8448275862068966,0.20708154506437768,0.5011738660907127,0.5236051502145923,0.5543052837573386,112,37,0.05006765899864682,1,0.0051813471502590676,19.277509572165805
"Harrison Barnes","SAC",77,2587,5356,1265,249,474,0.5253164556962026,142,360,0.39444444444444443,0.39444444444444443,341,282,216,405,21,0.5662650602409639,0.6025641025641025,0.9507042253521126,0.4316546762589928,0.5237226618705035,0.5539568345323741,0.6221449851042701,30,47,0.09915611814345991,1,0.002777777777777778,18.774010355770837
"Pascal Siakam","TOR",68,2578,5101,1551,521,989,0.5267947421638018,75,218,0.3440366972477064,0.3456221198156682,284,304,738,213,12,0.29174664107485604,0.3095723014256619,0.9466666666666667,0.18061309030654515,0.48189792703150913,0.5248550124275062,0.5653284671532847,60,61,0.06167846309403438,0,0,26.200135226504397
"Julius Randle","NYK",72,2544,5112,1447,392,856,0.45794392523364486,120,390,0.3076923076923077,0.3076923076923077,303,284,500,288,72,0.3622448979591837,0.40226628895184136,0.8,0.3130016051364366,0.5133513253012048,0.4590690208667737,0.5077355836849508,78,66,0.07710280373831775,0,0,28.45195425840587
"Tobias Harris","PHI",73,2543,5037,1257,392,747,0.5247657295850067,101,275,0.36727272727272725,0.3686131386861314,170,348,436,270,33,0.44387755102040816,0.46900269541778977,0.8910891089108911,0.2690802348336595,0.5069233594515181,0.5318003913894325,0.5670897552130553,42,70,0.09370816599732262,1,0.0036363636363636364,21.908698777857655
"Jalen Brunson","DAL",79,2524,4930,1285,412,756,0.544973544973545,94,252,0.373015873015873,0.373015873015873,179,216,608,228,54,0.2621359223300971,0.26405867970660146,0.8085106382978723,0.25,0.4715871031746032,0.5486111111111112,0.5831050228310503,6,38,0.05026455026455026,0,0,22.119229371137767
"Buddy Hield","IND",81,2499,5133,1265,184,382,0.4816753926701571,262,716,0.3659217877094972,0.36554621848739494,111,162,206,666,120,0.44021739130434784,0.46551724137931033,0.8473282442748091,0.6520947176684881,0.5256783105022831,0.5255009107468124,0.5438981562774363,20,45,0.11780104712041885,12,0.01675977653631285,22.002724795640326
"Nikola Jokic","DEN",74,2476,5065,2004,667,1023,0.6520039100684262,97,288,0.3368055555555556,0.34035087719298246,379,774,560,267,24,0.5802098950524738,0.6592844974446337,0.9175257731958762,0.21967963386727687,0.48720626911314985,0.6197559115179252,0.6630944407233758,160,66,0.06451612903225806,0,0,31.451899183528575
"Karl-Anthony Towns","MIN",74,2476,5159,1818,492,848,0.5801886792452831,150,366,0.4098360655737705,0.4098360655737705,384,528,456,399,51,0.5365853658536586,0.6096997690531177,0.8866666666666667,0.3014827018121911,0.5356033800494642,0.5906095551894563,0.6442307692307693,118,90,0.10613207547169812,2,0.00546448087431694,27.65196662693683
"Anthony Edwards","MIN",72,2466,5109,1533,334,643,0.5194401244167963,215,602,0.35714285714285715,0.35833333333333334,220,244,424,357,288,0.3652694610778443,0.37423312883435583,0.5534883720930233,0.4835341365461847,0.5559427192276749,0.5273092369477912,0.5593406593406594,16,46,0.07153965785381027,0,0,26.704447879100123
"Fred VanVleet","TOR",65,2462,4908,1320,200,455,0.43956043956043955,242,642,0.37694704049844235,0.3805031446540881,194,90,310,432,294,0.225,0.22613065326633167,0.5950413223140496,0.585232452142206,0.4969120975160994,0.5132178669097539,0.5506756756756757,2,41,0.09010989010989011,10,0.01557632398753894,23.840592488097336
"Terry Rozier","CHA",73,2458,5078,1408,296,574,0.5156794425087108,222,593,0.37436762225969644,0.376271186440678,150,260,332,558,108,0.4391891891891892,0.4676258992805755,0.8378378378378378,0.508140531276778,0.5273261822871883,0.5389888603256212,0.5700325732899023,36,37,0.06445993031358885,9,0.01517706576728499,23.18739054290718
"Gary Trent Jr.","TOR",70,2448,4906,1283,241,541,0.4454713493530499,209,545,0.3834862385321101,0.3856088560885609,174,198,284,480,147,0.4107883817427386,0.4125,0.7655502392344498,0.501841620626151,0.5011055504162812,0.5105893186003683,0.5424164524421594,2,38,0.07024029574861368,6,0.011009174311926606,21.75364610788965
"Darius Garland","CLE",68,2430,4856,1473,368,719,0.5118219749652295,174,454,0.3832599118942731,0.3835920177383592,215,192,544,255,267,0.2608695652173913,0.26519337016574585,0.4885057471264368,0.38704177323103156,0.5097144759450172,0.5362318840579711,0.5696850393700787,12,50,0.06954102920723226,1,0.0022026431718061676,27.764533284430588
"Franz Wagner","ORL",79,2429,4992,1197,360,704,0.5113636363636364,96,271,0.35424354243542433,0.35424354243542433,189,382,338,240,48,0.5305555555555556,0.5472779369627507,0.8333333333333334,0.27794871794871795,0.5151161025641026,0.5169230769230769,0.5577819198508853,22,84,0.11931818181818182,1,0.0036900369003690036,21.199715201139195
"LaMelo Ball","CHA",75,2422,5112,1508,318,689,0.46153846153846156,220,565,0.3893805309734513,0.3914590747330961,212,168,468,495,165,0.2641509433962264,0.27722772277227725,0.75,0.45055821371610844,0.522830345659164,0.5167464114832536,0.5521064301552107,30,51,0.07402031930333818,0,0,27.662157474852584
"James Harden","PHI",65,2420,4904,1432,259,544,0.47610294117647056,148,448,0.33035714285714285,0.33035714285714285,470,98,420,114,330,0.1891891891891892,0.20164609053497942,0.25675675675675674,0.45161290322580644,0.52228125,0.4848790322580645,0.5847808105872622,32,90,0.16544117647058823,3,0.006696428571428571,27.216231036373607
"Nikola Vucevic","CHI",73,2418,4925,1288,442,823,0.5370595382746051,104,331,0.31419939577039274,0.3161094224924012,92,630,254,312,0,0.7126696832579186,0.8181818181818182,1,0.28682842287694976,0.5062561631944444,0.5181975736568457,0.5336378737541528,114,45,0.054678007290400975,1,0.0030211480362537764,24.741315594974132
"RJ Barrett","NYK",70,2417,4840,1402,349,790,0.4417721518987342,138,404,0.3415841584158416,0.3424317617866005,290,278,420,378,36,0.3982808022922636,0.4088235294117647,0.9130434782608695,0.33835845896147404,0.5386690855704699,0.4656616415410385,0.5098181818181818,18,104,0.13164556962025317,1,0.0024752475247524753,27.41153224357823
"Royce O'Neale","UTA",77,2406,4848,570,84,138,0.6086956521739131,119,306,0.3888888888888889,0.3901639344262295,45,114,54,351,6,0.6785714285714286,0.7307692307692307,0.9831932773109243,0.6891891891891891,0.5507533860045146,0.5912162162162162,0.6089743589743589,12,14,0.10144927536231885,1,0.0032679738562091504,9.983573644825698
"Keldon Johnson","SAS",75,2392,4956,1278,312,612,0.5098039215686274,159,399,0.39849624060150374,0.39949748743718594,177,402,222,462,15,0.6442307692307693,0.7027972027972028,0.9685534591194969,0.39465875370919884,0.5228459861248761,0.5445103857566765,0.5761947700631199,52,62,0.10130718954248366,1,0.002506265664160401,21.31322094055013
"Aaron Gordon","DEN",75,2376,4845,1126,347,574,0.6045296167247387,87,260,0.3346153846153846,0.33984375,171,436,258,222,39,0.6282420749279539,0.7077922077922078,0.8505747126436781,0.3117505995203837,0.5517837951807228,0.5725419664268585,0.6047261009667024,78,52,0.09059233449477352,0,0,19.743922805715346
"Dejounte Murray","SAS",68,2366,4911,1438,477,947,0.5036958817317846,96,294,0.32653061224489793,0.32653061224489793,196,180,774,201,87,0.18867924528301888,0.1939655172413793,0.6979166666666666,0.23690572119258663,0.5041422177419355,0.500402900886382,0.5334821428571429,26,56,0.059134107708553325,2,0.006802721088435374,27.277608734562378
"Evan Fournier","NYK",80,2358,4747,1125,161,346,0.4653179190751445,241,619,0.3893376413570275,0.3912337662337662,80,154,168,636,87,0.4782608695652174,0.49044585987261147,0.8796680497925311,0.6414507772020726,0.526207232049948,0.5414507772020726,0.5561072492552135,8,28,0.08092485549132948,3,0.004846526655896607,20.52796750969171
"Patty Mills","BKN",81,2346,4815,923,97,226,0.42920353982300885,227,568,0.3996478873239437,0.40176991150442476,48,120,74,630,51,0.6185567010309279,0.631578947368421,0.9251101321585903,0.7153652392947103,0.5318028445006321,0.551007556675063,0.5643382352941176,4,15,0.06637168141592921,10,0.017605633802816902,16.41404805914972
"Devin Booker","PHX",68,2345,4866,1822,479,943,0.5079533404029692,183,478,0.38284518828451886,0.38526315789473686,315,382,576,348,201,0.3987473903966597,0.4081196581196581,0.6338797814207651,0.33638282899366645,0.48628420310296194,0.5302603800140746,0.5744748567791216,22,53,0.05620360551431601,6,0.012552301255230125,31.941622021060407
"Reggie Jackson","LAC",75,2337,4716,1263,312,710,0.4394366197183099,167,512,0.326171875,0.32745098039215687,138,128,496,294,207,0.20512820512820512,0.2064516129032258,0.5868263473053892,0.41898527004909986,0.49380353037766833,0.4603109656301146,0.4857142857142857,4,36,0.05070422535211268,2,0.00390625,27.95350609756098
"Herbert Jones","NOP",78,2335,4723,742,217,407,0.5331695331695332,57,169,0.33727810650887574,0.3392857142857143,137,274,160,171,0,0.631336405529954,0.6748768472906403,1,0.2934027777777778,0.5565833913043479,0.5251736111111112,0.5703245749613601,28,55,0.13513513513513514,0,0,13.87906976744186
"Evan Mobley","CLE",69,2331,4622,1034,399,738,0.540650406504065,23,92,0.25,0.25274725274725274,167,520,278,66,3,0.6516290726817042,0.7162534435261708,0.9565217391304348,0.1108433734939759,0.525044933655006,0.522289156626506,0.549468085106383,72,50,0.06775067750677506,0,0,20.615384615384617
"Andrew Wiggins","GSW",73,2330,4748,1256,318,620,0.5129032258064516,157,399,0.39348370927318294,0.39348370927318294,149,316,320,423,48,0.4968553459119497,0.535593220338983,0.8980891719745223,0.3915603532875368,0.5041527968596664,0.543179587831207,0.5607142857142857,46,41,0.06612903225806452,2,0.005012531328320802,22.92637465051258
"Kentavious Caldwell-Pope","WAS",77,2329,4725,1018,202,422,0.4786729857819905,159,408,0.3897058823529412,0.3916256157635468,137,250,154,435,42,0.6188118811881188,0.6377551020408163,0.9119496855345912,0.491566265060241,0.5102211352657005,0.5307228915662651,0.5639013452914798,12,20,0.04739336492890995,3,0.007352941176470588,18.920987181939925
"Zach LaVine","CHI",67,2328,4747,1635,380,711,0.5344585091420534,185,475,0.3894736842105263,0.3894736842105263,320,266,494,315,240,0.35,0.3537234042553192,0.5675675675675675,0.40050590219224286,0.5374406672297297,0.5543844856661045,0.6031390134529148,8,61,0.08579465541490858,0,0,28.93576222435283
"Alec Burks","NYK",81,2318,4585,944,128,339,0.3775811209439528,157,389,0.40359897172236503,0.40359897172236503,217,110,146,354,117,0.4296875,0.44715447154471544,0.7515923566878981,0.5343406593406593,0.5064453296703297,0.4993131868131868,0.5598086124401914,10,27,0.07964601769911504,1,0.002570694087403599,17.580125165939695
"Terance Mann","LAC",81,2317,4665,872,258,482,0.5352697095435685,76,208,0.36538461538461536,0.37438423645320196,128,268,248,192,36,0.5193798449612403,0.5630252100840336,0.8421052631578947,0.30144927536231886,0.5292423865300147,0.5391304347826087,0.5714285714285714,40,44,0.0912863070539419,0,0,16.14195764167144
"Luka Doncic","DAL",65,2301,4530,1847,440,834,0.5275779376498801,201,569,0.3532513181019332,0.3538732394366197,364,94,786,132,471,0.10681818181818181,0.11190476190476191,0.21890547263681592,0.40555951532430506,0.4876517179670723,0.5285103349964362,0.5696594427244582,40,41,0.049160671462829736,3,0.005272407732864675,37.6728565784275
"Joel Embiid","PHI",68,2297,4575,2079,573,1083,0.5290858725761773,93,251,0.3705179282868526,0.372,654,588,558,198,81,0.5130890052356021,0.55893536121673,0.7096774193548387,0.18815592203898052,0.4935069392348087,0.5341079460269865,0.6141078838174274,94,80,0.07386888273314866,2,0.00796812749003984,38.22642268248542
"Marcus Smart","BOS",71,2296,4659,861,181,358,0.505586592178771,119,360,0.33055555555555555,0.3324022346368715,142,132,230,327,30,0.36464088397790057,0.38823529411764707,0.9159663865546218,0.5013927576601671,0.509729469273743,0.5006963788300836,0.5408291457286433,22,28,0.0782122905027933,0,0,18.21476254053023
"Jordan Poole","GSW",76,2283,4663,1405,263,478,0.5502092050209205,211,580,0.36379310344827587,0.3652173913043478,246,218,308,447,186,0.4144486692015209,0.42248062015503873,0.7061611374407583,0.5482041587901701,0.5163155534351145,0.5477315689981096,0.5975924333619949,10,52,0.1087866108786611,5,0.008620689655172414,25.813241484883278
"Will Barton","DEN",71,2276,4642,1043,235,466,0.5042918454935622,157,430,0.36511627906976746,0.36596736596736595,102,234,236,363,108,0.4978723404255319,0.527027027027027,0.7707006369426752,0.4799107142857143,0.5129531284916201,0.5251116071428571,0.5467436974789915,26,43,0.09227467811158799,4,0.009302325581395349,20.879333720705016
"Desmond Bane","MEM",76,2266,4641,1384,280,578,0.4844290657439446,228,523,0.4359464627151052,0.4367816091954023,140,334,226,570,114,0.5964285714285714,0.6139705882352942,0.8333333333333334,0.4750227066303361,0.5161841363636364,0.5649409627611263,0.5883116883116883,16,58,0.10034602076124567,10,0.019120458891013385,23.232323232323232
"Donovan Mitchell","UTA",67,2266,4589,1733,385,722,0.5332409972299169,232,654,0.3547400611620795,0.3563748079877112,267,136,634,336,360,0.17662337662337663,0.1827956989247312,0.4827586206896552,0.4752906976744186,0.49603093498904316,0.532703488372093,0.5752831445702865,26,46,0.06371191135734072,1,0.0015290519877675841,32.8125
"Jonas Valanciunas","NOP",74,2240,4473,1314,453,780,0.5807692307692308,57,158,0.36075949367088606,0.36075949367088606,237,568,338,168,3,0.6269315673289183,0.7675675675675676,0.9824561403508771,0.16844349680170576,0.5061462153518124,0.57409381663113,0.6157450796626054,166,41,0.052564102564102565,0,0,24.335418295543395
"Monte Morris","DEN",75,2239,4532,945,250,459,0.5446623093681917,124,314,0.39490445859872614,0.39490445859872614,73,236,264,348,24,0.472,0.47580645161290325,0.9354838709677419,0.40620957309184996,0.4991445666235446,0.5640362225097024,0.5835396039603961,4,32,0.06971677559912855,2,0.006369426751592357,17.617816663352556
"Jaylen Brown","BOS",66,2220,4479,1559,410,753,0.5444887118193891,166,464,0.3577586206896552,0.3593073593073593,241,386,434,378,120,0.47073170731707314,0.48737373737373735,0.7590361445783133,0.38126540673788,0.5072871499176277,0.5414954806902219,0.574648928307465,28,92,0.12217795484727756,4,0.008620689655172414,30.38728897715988
"Stephen Curry","GSW",64,2211,4573,1630,250,474,0.5274261603375527,285,750,0.38,0.3825503355704698,275,184,316,489,366,0.368,0.3709677419354839,0.5719298245614035,0.6127450980392157,0.5125184253915911,0.5535130718954249,0.6018031555221638,4,31,0.06540084388185655,8,0.010666666666666666,29.93568505164685
"Jrue Holiday","MIL",67,2208,4567,1225,346,633,0.5466034755134281,132,321,0.411214953271028,0.411214953271028,137,136,556,171,225,0.19653179190751446,0.20178041543026706,0.4318181818181818,0.33647798742138363,0.506091544117647,0.570230607966457,0.5893719806763285,18,40,0.0631911532385466,2,0.006230529595015576,23.6734693877551
"Giannis Antetokounmpo","MIL",67,2204,4618,2002,618,1003,0.6161515453639083,71,242,0.29338842975206614,0.29583333333333334,553,534,702,90,123,0.4320388349514563,0.46760070052539404,0.4225352112676056,0.19437751004016066,0.53850946817083,0.5819277108433735,0.6343472750316856,94,63,0.06281156530408774,0,0,34.927113702623906
"Kyle Kuzma","WAS",66,2204,4442,1130,295,561,0.5258467023172906,128,375,0.3413333333333333,0.34316353887399464,156,290,300,339,45,0.4915254237288136,0.5272727272727272,0.8828125,0.40064102564102566,0.49571909871244635,0.5202991452991453,0.5469506292352372,40,34,0.06060606060606061,1,0.0026666666666666666,24.420967086550185
"Derrick White","BOS",75,2199,4487,992,222,431,0.5150812064965197,115,369,0.3116531165311653,0.3125,203,178,266,288,57,0.4009009009009009,0.41013824884792627,0.8347826086956521,0.46125,0.5083320400500626,0.493125,0.5478841870824054,10,27,0.06264501160092807,2,0.005420054200542005,20.07897334649556
"Kevin Huerter","ATL",74,2188,4489,892,185,349,0.5300859598853869,160,411,0.38929440389294406,0.39119804400978,42,192,178,432,48,0.518918918918919,0.5454545454545454,0.9,0.5407894736842105,0.5211379287598945,0.5592105263157895,0.569693094629156,18,22,0.06303724928366762,1,0.0024330900243309003,17.22233182087197
"Devonte' Graham","NOP",76,2162,4360,902,104,252,0.4126984126984127,192,563,0.3410301953818828,0.34229390681003585,118,64,144,435,141,0.3076923076923077,0.32,0.7552083333333334,0.69079754601227,0.5159467243510506,0.48098159509202454,0.513840830449827,8,20,0.07936507936507936,3,0.0053285968028419185,19.608634254589468
"Tyler Herro","MIA",66,2151,4294,1367,326,683,0.4773060029282577,175,439,0.39863325740318906,0.40229885057471265,190,218,434,372,153,0.3343558282208589,0.34169278996865204,0.7085714285714285,0.39126559714795006,0.48921545372866126,0.5245098039215687,0.5583881578947368,14,63,0.09224011713030747,12,0.02733485193621868,28.692594124948283
"CJ McCollum","NOP",62,2145,4328,1370,354,695,0.5093525179856115,182,469,0.3880597014925373,0.3880597014925373,116,180,528,360,186,0.2542372881355932,0.26011560693641617,0.6593406593406593,0.4029209621993127,0.49417985395189007,0.538659793814433,0.5543390105433901,16,56,0.08057553956834532,1,0.0021321961620469083,27.554744525547445
"Khris Middleton","MIL",66,2141,4511,1325,290,587,0.4940374787052811,162,434,0.37327188940092165,0.3741339491916859,259,192,388,306,180,0.3310344827586207,0.3404255319148936,0.6296296296296297,0.4250734573947111,0.493110931372549,0.5220372184133203,0.5750883392226148,16,35,0.059625212947189095,11,0.02534562211981567,26.06980871622954
"Jordan Clarkson","UTA",79,2141,4297,1266,276,516,0.5348837209302325,190,597,0.31825795644891125,0.31932773109243695,144,122,430,384,186,0.2210144927536232,0.23106060606060605,0.6736842105263158,0.5363881401617251,0.4958537387387387,0.5040431266846361,0.5360780984719864,24,33,0.06395348837209303,7,0.011725293132328308,26.42005255710532
"Chris Paul","PHX",65,2139,4386,958,300,537,0.5586592178770949,63,199,0.3165829145728643,0.3197969543147208,169,58,542,78,111,0.09666666666666666,0.09731543624161074,0.4126984126984127,0.2703804347826087,0.45659918032786884,0.5360054347826086,0.5751515151515152,4,11,0.020484171322160148,1,0.005025125628140704,20.152640264026402
"Malik Monk","LAL",76,2139,4469,1048,218,384,0.5677083333333334,173,442,0.3914027149321267,0.3886363636363636,93,238,198,432,87,0.5458715596330275,0.5666666666666667,0.8323699421965318,0.5351089588377724,0.5353598300970874,0.5780871670702179,0.5965714285714285,16,26,0.06770833333333333,8,0.01809954751131222,19.987971130713714
"Jalen Green","HOU",67,2138,4493,1157,249,496,0.5020161290322581,157,458,0.34279475982532753,0.3435448577680525,188,218,280,312,159,0.43775100401606426,0.45041322314049587,0.6624203821656051,0.480083857442348,0.5395710388247639,0.5078616352201258,0.5461026615969582,14,85,0.17137096774193547,6,0.013100436681222707,23.84970865983524
"Domantas Sabonis","SAC",62,2136,4337,1171,404,648,0.6234567901234568,39,125,0.312,0.312,246,498,310,114,3,0.6163366336633663,0.7073863636363636,0.9743589743589743,0.16170763260025872,0.536325808538163,0.5983182406209573,0.6377995642701525,104,45,0.06944444444444445,1,0.008,22.60887260887261
"Seth Curry","BKN",64,2134,4247,960,202,365,0.5534246575342465,158,374,0.42245989304812837,0.42245989304812837,82,188,216,393,81,0.46534653465346537,0.46766169154228854,0.8291139240506329,0.5060893098782138,0.49373755074424897,0.5940460081190798,0.6153846153846154,2,10,0.0273972602739726,3,0.008021390374331552,18.606627017841973
"Kyle Lowry","MIA",63,2133,4279,844,132,245,0.5387755102040817,144,382,0.3769633507853403,0.38095238095238093,148,80,184,282,150,0.30303030303030304,0.3125,0.6527777777777778,0.6092503987240829,0.5152777331189711,0.5550239234449761,0.5970254957507082,8,17,0.06938775510204082,3,0.007853403141361256,18.214062174003754
"Bojan Bogdanovic","UTA",69,2131,4306,1248,241,460,0.5239130434782608,181,468,0.38675213675213677,0.38675213675213677,223,274,208,498,45,0.5684647302904564,0.6088888888888889,0.9171270718232044,0.5043103448275862,0.5169671336206897,0.5522629310344828,0.5963391136801541,32,58,0.12608695652173912,3,0.00641025641025641,23.693379790940767
"Jaren Jackson Jr.","MEM",78,2126,4396,1272,302,635,0.4755905511811024,128,401,0.3192019950124688,0.32,284,340,264,378,6,0.5629139072847682,0.6227106227106227,0.984375,0.38706563706563707,0.5137370889748549,0.4768339768339768,0.5362869198312237,58,88,0.13858267716535433,10,0.02493765586034913,25.524068322981364
"Rudy Gobert","UTA",66,2120,4247,1027,362,504,0.7182539682539683,0,4,0,0,303,524,200,0,0,0.7237569060773481,0.9424460431654677,0,0.007874015748031496,0.5656489130434782,0.7125984251968503,0.7212078651685393,168,47,0.09325396825396826,1,0.25,17.08273158654838
"Ayo Dosunmu","CHI",77,2110,4332,679,208,349,0.5959885386819485,70,186,0.3763440860215054,0.372972972972973,53,238,178,207,3,0.5721153846153846,0.5862068965517241,0.9857142857142858,0.34766355140186916,0.5751927902621723,0.5850467289719626,0.5987654320987654,10,34,0.09742120343839542,1,0.005376344086021506,14.121338912133892
"Christian Wood","HOU",68,2094,4380,1218,309,542,0.5701107011070111,131,336,0.3898809523809524,0.38922155688622756,207,374,244,333,60,0.6051779935275081,0.6977611940298507,0.8473282442748091,0.3826879271070615,0.5353812214611872,0.5757403189066059,0.5918367346938775,82,48,0.08856088560885608,0,0,23.71939930055544
"Cade Cunningham","DET",64,2088,4237,1114,315,668,0.47155688622754494,114,363,0.3140495867768595,0.3157894736842105,142,148,482,243,99,0.23492063492063492,0.24262295081967214,0.7105263157894737,0.35208535402521823,0.4957661478599222,0.4713870029097963,0.5022644927536232,20,70,0.10479041916167664,7,0.01928374655647383,27.761627906976745
"LeBron James","LAL",56,2084,4280,1695,479,773,0.6196636481241915,161,448,0.359375,0.359375,254,390,568,270,213,0.407098121085595,0.42951541850220265,0.5590062111801242,0.3669123669123669,0.5304985655737705,0.5900900900900901,0.625,50,44,0.056921086675291076,2,0.004464285714285714,32.59400084495141
"De'Aaron Fox","SAC",59,2084,4362,1367,442,843,0.5243179122182681,74,249,0.2971887550200803,0.2971887550200803,261,190,694,123,99,0.2149321266968326,0.21541950113378686,0.5540540540540541,0.22802197802197802,0.4919346611721611,0.5064102564102564,0.5516545601291364,2,46,0.054567022538552785,3,0.012048192771084338,28.80245649948823
"D'Angelo Russell","MIN",65,2077,4347,1176,225,457,0.4923413566739606,176,518,0.33976833976833976,0.3424124513618677,198,126,324,333,195,0.28,0.2876712328767123,0.6306818181818182,0.5312820512820513,0.5165390319258496,0.5015384615384615,0.5403525046382189,12,25,0.05470459518599562,2,0.003861003861003861,25.167037861915368
"Davion Mitchell","SAC",75,2076,4257,861,251,523,0.47992351816443596,101,320,0.315625,0.32063492063492066,56,116,386,201,102,0.23107569721115537,0.232,0.6633663366336634,0.37959667852906287,0.4947176821983274,0.4774614472123369,0.4891922639362912,2,39,0.0745697896749522,2,0.00625,20.782754290498115
"Cole Anthony","ORL",65,2059,4224,1062,225,521,0.43186180422264875,132,391,0.3375959079283887,0.3393316195372751,216,108,342,264,132,0.24,0.2465753424657534,0.6666666666666666,0.42872807017543857,0.49245104510451043,0.46381578947368424,0.5187007874015748,12,38,0.07293666026871401,6,0.015345268542199489,24.957912457912457
"Mike Conley","UTA",72,2058,4108,986,175,377,0.46419098143236076,169,414,0.4082125603864734,0.40875912408759124,129,90,260,264,243,0.2571428571428571,0.26011560693641617,0.5207100591715976,0.5233881163084703,0.4877065355329949,0.5417193426042983,0.5694444444444444,4,25,0.06631299734748011,3,0.007246376811594203,21.094250908313743
"Justin Holiday","SAC",74,2057,4194,749,84,180,0.4666666666666667,177,482,0.36721991701244816,0.367983367983368,50,132,36,510,21,0.7857142857142857,0.8461538461538461,0.96045197740113,0.7280966767371602,0.5412267019667171,0.5279456193353474,0.5413642960812772,12,15,0.08333333333333333,2,0.004149377593360996,16.06689246401355
"Jae'Sean Tate","HOU",78,2056,4271,919,300,527,0.5692599620493358,63,202,0.3118811881188119,0.3118811881188119,130,294,306,177,12,0.49,0.5632183908045977,0.9365079365079365,0.27709190672153633,0.5378495192307692,0.5411522633744856,0.5686881188118812,78,55,0.10436432637571158,1,0.0049504950495049506,19.857412455441395
"Kevin Durant","BKN",55,2047,4253,1643,463,815,0.5680981595092025,115,300,0.38333333333333336,0.38333333333333336,372,462,464,192,153,0.49892008639308855,0.5054704595185996,0.5565217391304348,0.26905829596412556,0.47970664272890484,0.5699551569506727,0.6311919504643962,12,36,0.044171779141104296,2,0.006666666666666667,31.526360544217688
"Duncan Robinson","MIA",79,2043,4037,863,58,102,0.5686274509803921,232,624,0.3717948717948718,0.3717948717948718,51,96,20,669,27,0.8275862068965517,0.8421052631578947,0.9612068965517241,0.859504132231405,0.5533118457300276,0.559228650137741,0.5736278447121821,2,11,0.10784313725490197,8,0.01282051282051282,17.763592339863525
"Clint Capela","ATL",74,2042,4165,820,370,603,0.6135986733001658,0,1,0,0,80,566,174,0,0,0.7648648648648648,0.9370860927152318,0,0.0016556291390728477,0.6213353233830846,0.6125827814569537,0.6038291605301914,136,38,0.06301824212271974,0,0,15.253164556962025
"Bobby Portis","MIL",72,2028,4182,1052,284,533,0.5328330206378987,133,338,0.39349112426035504,0.3970149253731343,85,316,252,399,0,0.5563380281690141,0.6869565217391305,1,0.3880597014925373,0.5244862903225807,0.5551090700344432,0.5711183496199783,108,46,0.08630393996247655,2,0.005917159763313609,21.27973058303515
"Al Horford","BOS",69,2005,4002,701,177,304,0.5822368421052632,89,265,0.33584905660377357,0.33584905660377357,80,240,114,261,6,0.6779661016949152,0.7792207792207793,0.9775280898876404,0.46572934973637964,0.5133463093145869,0.5456942003514939,0.5745901639344262,46,13,0.04276315789473684,0,0,15.073693613220188
"Kelly Oubre Jr.","CHA",76,1999,4153,1137,219,379,0.5778364116094987,191,553,0.3453887884267631,0.3466424682395644,126,268,170,534,39,0.6118721461187214,0.6871794871794872,0.9319371727748691,0.5933476394849786,0.5531869892473118,0.5423819742489271,0.5634291377601586,48,40,0.10554089709762533,3,0.0054249547920434,22.76577721304532
"Steven Adams","MEM",76,1999,4066,528,210,383,0.5483028720626631,0,1,0,0,108,206,214,0,0,0.49047619047619045,0.7202797202797203,0,0.0026041666666666665,0.5755838120104438,0.546875,0.5605095541401274,134,44,0.11488250652741515,0,0,12.043720354712312
"Deni Avdija","WAS",82,1984,4010,685,168,320,0.525,82,259,0.3166023166023166,0.3178294573643411,103,198,138,231,15,0.5892857142857143,0.6265822784810127,0.9390243902439024,0.4473229706390328,0.5131781141868512,0.5025906735751295,0.534375,20,37,0.115625,2,0.007722007722007722,16.35913591359136
"P.J. Tucker","MIA",71,1981,3895,539,127,235,0.5404255319148936,80,193,0.41450777202072536,0.41450777202072536,45,208,46,237,3,0.8188976377952756,0.9203539823008849,0.9875,0.45093457943925236,0.5266081775700934,0.5771028037383178,0.5897155361050328,28,14,0.059574468085106386,4,0.02072538860103627,11.908014571948998
"Isaac Okoro","CLE",67,1981,3923,588,152,274,0.5547445255474452,55,157,0.3503184713375796,0.3503184713375796,119,218,86,156,9,0.7171052631578947,0.7517241379310344,0.9454545454545454,0.3642691415313225,0.6210140371229699,0.5440835266821346,0.588,14,29,0.10583941605839416,2,0.012738853503184714,12.607320379575238
"Spencer Dinwiddie","DAL",67,1980,3946,919,194,405,0.47901234567901235,112,330,0.3393939393939394,0.34146341463414637,195,78,310,180,156,0.20103092783505155,0.2074468085106383,0.5357142857142857,0.4489795918367347,0.49437984972677596,0.4925170068027211,0.5433491686460807,12,39,0.0962962962962963,1,0.0030303030303030303,21.422101449275363
