"Name","TeamAbbreviation","GamesPlayed","Minutes","FTA","Technical Free Throw Trips","TwoPtShootingFoulsDrawn","2pt And 1 Free Throw Trips","ThreePtShootingFoulsDrawn","3pt And 1 Free Throw Trips","NonShootingFoulsDrawn","ShootingFoulsDrawnPct","TwoPtShootingFoulsDrawnPct","ThreePtShootingFoulsDrawnPct"
"Michael Porter Jr.","DEN",77,2593,194,2,77,15,10,3,15,0.07788719785138765,0.12399355877616747,0.020161290322580645
"Derrick White","BOS",76,2574,161,2,54,10,9,0,17,0.06225296442687747,0.17307692307692307,0.012857142857142857
"Dyson Daniels","ATL",76,2571,140,0,70,14,0,0,6,0.07157464212678936,0.09421265141318977,0
"Nikola Jokić","DEN",70,2571,451,10,168,56,6,0,72,0.1174881836596894,0.1467248908296943,0.017857142857142856
"Austin Reaves","LAL",73,2550,366,19,139,38,15,3,35,0.13391304347826086,0.22899505766062603,0.027624309392265192
"Toumani Camara","POR",78,2548,126,0,57,11,1,1,11,0.07611548556430446,0.1417910447761194,0.002777777777777778
"Pascal Siakam","IND",78,2548,308,0,151,39,2,1,21,0.11814671814671815,0.1556701030927835,0.006153846153846154
"Brook Lopez","MIL",80,2546,138,0,73,22,0,0,7,0.08848484848484849,0.16150442477876106,0
"Karl-Anthony Towns","NYK",72,2517,409,13,218,64,1,0,11,0.15985401459854015,0.21144519883608148,0.0029498525073746312
"Bub Carrington","WAS",82,2458,85,5,29,9,2,1,13,0.04031209362808843,0.08033240997229917,0.004901960784313725
"Cade Cunningham","DET",70,2452,370,24,161,39,4,0,27,0.10423246999368288,0.13867355727820843,0.009478672985781991
"Tyrese Haliburton","IND",73,2451,222,26,78,21,4,2,30,0.07699530516431925,0.15568862275449102,0.0070921985815602835
"Coby White","CHI",74,2450,307,15,124,35,8,2,31,0.10855263157894737,0.19808306709265175,0.013559322033898305
"LeBron James","LAL",70,2444,331,5,149,33,3,0,25,0.10943124550035997,0.1505050505050505,0.007518796992481203
"Domantas Sabonis","SAC",70,2429,289,0,133,34,0,0,27,0.13407258064516128,0.1590909090909091,0
"Jamal Murray","DEN",67,2418,246,19,82,18,7,0,32,0.07466442953020135,0.10406091370558376,0.017326732673267328
"Alperen Sengun","HOU",76,2394,428,0,190,42,0,0,44,0.14717273431448488,0.1582014987510408,0
"Rudy Gobert","MIN",72,2388,273,0,129,24,0,0,20,0.2097560975609756,0.2097560975609756,0
"Dillon Brooks","HOU",75,2388,122,1,51,12,1,0,15,0.05561497326203209,0.10967741935483871,0.002127659574468085
"Tobias Harris","DET",73,2306,166,3,83,20,1,0,7,0.09666283084004602,0.13741721854304637,0.0037735849056603774
"Jalen Brunson","NYK",65,2301,448,20,164,42,14,4,55,0.13298271975957926,0.1772972972972973,0.03201970443349754
"Darius Garland","CLE",75,2301,255,10,101,24,6,1,26,0.08446215139442231,0.13988919667590027,0.009380863039399626
"Jarrett Allen","CLE",82,2296,277,0,126,28,0,0,27,0.17073170731707318,0.17189631650750342,0
"Chris Paul","SAS",82,2292,92,25,8,1,6,2,21,0.02356902356902357,0.0365296803652968,0.016
"Anfernee Simons","POR",70,2292,194,22,75,18,7,1,12,0.06823925863521482,0.1273344651952462,0.010033444816053512
"Giannis Antetokounmpo","MIL",67,2289,707,0,352,92,1,0,41,0.22341772151898734,0.23218997361477572,0.015625
"Malik Beasley","DET",82,2283,140,16,44,12,8,2,16,0.046889089269612265,0.13056379821958458,0.010362694300518135
"Kentavious Caldwell-Pope","ORL",77,2279,95,29,23,9,2,0,12,0.044642857142857144,0.10087719298245613,0.006024096385542169
"Nikola Vučević","CHI",73,2278,149,0,70,21,0,0,14,0.06439742410303588,0.09138381201044386,0
"Payton Pritchard","BOS",80,2271,84,4,17,4,7,3,18,0.027180067950169876,0.06719367588932806,0.011111111111111112
"Kevin Durant","PHX",62,2265,361,5,146,37,7,1,40,0.1234866828087167,0.16957026713124274,0.018518518518518517
"Stephen Curry","GSW",70,2252,299,18,89,25,17,6,47,0.0795198799699925,0.1654275092936803,0.021383647798742137
"Shaedon Sharpe","POR",72,2252,242,3,119,33,1,0,16,0.10075566750629723,0.16573816155988857,0.0021141649048625794
"De'Aaron Fox","SAS",62,2241,318,0,149,27,4,0,17,0.1186966640806827,0.16482300884955753,0.01038961038961039
"Jalen Williams","OKC",69,2237,299,4,154,34,0,0,10,0.11956521739130435,0.16244725738396623,0
"Donovan Mitchell","CLE",71,2232,362,13,126,29,22,2,34,0.10299234516353514,0.16071428571428573,0.033690658499234305
"Harrison Barnes","SAS",82,2228,199,0,100,16,1,0,6,0.13151041666666666,0.2457002457002457,0.002770083102493075
"Julius Randle","MIN",69,2226,335,0,154,32,3,0,25,0.1475563909774436,0.20615796519410978,0.00946372239747634
"Amen Thompson","HOU",69,2225,247,0,125,23,0,0,10,0.15644555694618273,0.1765536723163842,0
"Jaren Jackson Jr.","MEM",74,2207,398,0,187,48,3,1,33,0.13968957871396895,0.19418483904465214,0.005128205128205128
"Desmond Bane","MEM",69,2205,198,20,76,22,4,1,22,0.074487895716946,0.11638591117917305,0.009501187648456057
"Naz Reid","MIN",80,2200,143,2,68,20,0,0,13,0.07003089598352215,0.13359528487229863,0
"Tyus Jones","PHX",81,2174,57,0,13,0,5,3,11,0.025787965616045846,0.04406779661016949,0.01240694789081886
"Myles Turner","IND",72,2174,238,0,116,25,1,0,15,0.12956810631229235,0.2283464566929134,0.002531645569620253
"Evan Mobley","CLE",71,2167,305,1,159,45,1,0,14,0.15588235294117647,0.20126582278481012,0
"Taurean Prince","MIL",80,2166,48,3,12,3,2,1,10,0.026717557251908396,0.06382978723404255,0.005952380952380952
"Stephon Castle","SAS",81,2162,344,0,176,40,0,0,16,0.15658362989323843,0.2225031605562579,0
"Deni Avdija","POR",72,2161,372,1,187,48,2,2,22,0.1924643584521385,0.2921875,0.005847953216374269
"Jaylen Brown","BOS",63,2158,322,3,156,41,4,1,18,0.12944983818770225,0.1782857142857143,0.0110803324099723
"Tim Hardaway Jr.","DET",77,2153,145,7,42,12,15,4,13,0.07905686546463246,0.16600790513833993,0.03205128205128205
"Bennedict Mathurin","IND",72,2149,332,6,156,28,2,0,18,0.1607324516785351,0.22510822510822512,0.006896551724137931
"Spencer Dinwiddie","DAL",79,2136,243,4,108,29,12,2,10,0.1556420233463035,0.2482758620689655,0.03571428571428571
"Scottie Barnes","TOR",65,2134,302,10,136,25,0,0,22,0.11584327086882454,0.15212527964205816,0
"Max Christie","DAL",78,2127,152,2,69,15,2,1,13,0.11007751937984496,0.20909090909090908,0.006349206349206349
"Josh Giddey","CHI",70,2117,224,0,107,21,0,0,16,0.12104072398190045,0.17656765676567657,0
"Fred VanVleet","HOU",60,2113,136,11,42,8,4,0,20,0.05771643663739021,0.12650602409638553,0.008602150537634409
"Keyonte George","UTA",67,2108,285,7,117,32,11,0,22,0.1252465483234714,0.23541247484909456,0.019342359767891684
"Dennis Schröder","BKN",75,2106,216,11,70,14,2,0,36,0.08135593220338982,0.13671875,0.005361930294906166
"Damian Lillard","MIL",58,2093,393,16,115,21,36,5,36,0.135183527305282,0.20462633451957296,0.06486486486486487
"Russell Westbrook","DEN",75,2092,233,0,110,21,0,0,17,0.11956521739130435,0.17488076311605724,0
"Kelly Oubre Jr.","PHI",60,2078,185,1,94,30,2,0,10,0.11895910780669144,0.1669626998223801,0.00819672131147541
"Luguentz Dort","OKC",71,2073,46,0,25,8,0,0,2,0.040983606557377046,0.12690355329949238,0
"Nickeil Alexander-Walker","MIN",82,2073,118,6,44,15,4,1,15,0.07407407407407407,0.16,0.010723860589812333
"Onyeka Okongwu","ATL",74,2064,216,0,103,24,0,0,17,0.13517060367454067,0.16775244299674266,0
"Malik Monk","SAC",65,2054,178,5,76,21,3,0,18,0.07923771313941826,0.13427561837455831,0.0069605568445475635
"Jaylen Wells","MEM",79,2043,135,0,50,14,7,1,16,0.07960893854748603,0.15673981191222572,0.017632241813602016
"Jalen Duren","DET",78,2035,242,0,119,28,0,0,15,0.18681318681318682,0.18681318681318682,0
"Jalen Wilson","BKN",79,2031,165,12,61,11,0,0,22,0.09104477611940298,0.19805194805194806,0
"Miles Bridges","CHA",64,2029,254,9,123,35,5,2,12,0.10847457627118644,0.16918844566712518,0.011037527593818985
"Davion Mitchell","MIA",74,2027,84,1,37,13,0,0,11,0.074,0.12802768166089964,0
"Franz Wagner","ORL",60,2023,311,7,136,19,2,0,21,0.1078125,0.1468682505399568,0.005649717514124294
"Quentin Grimes","PHI",75,2013,214,5,72,21,14,4,27,0.09626274065685164,0.15894039735099338,0.030232558139534883
"Jordan Poole","WAS",68,2001,274,12,90,13,12,4,35,0.08939526730937773,0.1761252446183953,0.01904761904761905
"Devin Vassell","SAS",64,1983,120,2,55,20,7,2,6,0.06673842841765339,0.1111111111111111,0.016129032258064516
"Draymond Green","GSW",68,1983,147,0,57,16,0,0,25,0.10363636363636364,0.1875,0
"Klay Thompson","DAL",72,1965,74,8,25,7,3,0,7,0.031180400890868598,0.07309941520467836,0.00539568345323741
"Tyrese Maxey","PHI",52,1960,289,15,121,38,2,0,34,0.10459183673469388,0.17385057471264367,0.004166666666666667
"Norman Powell","LAC",60,1958,265,3,96,12,16,4,21,0.10758885686839577,0.15973377703826955,0.03636363636363636
"Yves Missi","NOP",73,1956,204,0,108,20,0,0,4,0.18652849740932642,0.18685121107266436,0
"Keon Ellis","SAC",80,1948,86,1,31,9,6,0,8,0.07520325203252033,0.18787878787878787,0.01834862385321101
"Bilal Coulibaly","WAS",59,1948,185,1,97,26,0,0,8,0.13956834532374102,0.2059447983014862,0
"Kyle Kuzma","MIL",65,1936,202,2,95,18,2,1,11,0.10475161987041037,0.15522875816993464,0.006369426751592357
"Julian Champagnie","SAS",82,1932,94,2,27,7,16,4,2,0.05763688760806916,0.13170731707317074,0.026584867075664622
"Keon Johnson","BKN",79,1925,139,3,64,13,1,0,9,0.07821901323706378,0.14918414918414918,0.0024875621890547263
"Naji Marshall","DAL",69,1919,160,1,80,18,0,0,9,0.10335917312661498,0.14388489208633093,0
"Guerschon Yabusele","PHI",70,1896,138,1,62,13,0,0,12,0.10130718954248366,0.1834319526627219,0
"Jrue Holiday","BOS",62,1896,77,0,29,7,1,0,12,0.050335570469798654,0.10034602076124567,0.003257328990228013
"Gary Trent Jr.","MIL",74,1893,92,2,32,6,8,3,6,0.05813953488372093,0.128,0.0182648401826484
"Josh Green","CHA",68,1887,72,0,25,4,6,1,5,0.06935123042505593,0.12886597938144329,0.023715415019762844
"Anthony Black","ORL",78,1887,197,0,91,25,1,0,17,0.1339155749636099,0.18533604887983707,0.00510204081632653
"Andrew Nembhard","IND",65,1881,136,1,55,11,0,0,18,0.09433962264150944,0.13480392156862744,0
"Nic Claxton","BKN",70,1880,154,0,67,16,0,0,15,0.10823909531502424,0.11204013377926421,0
"Cason Wallace","OKC",68,1876,37,0,18,7,0,0,4,0.036,0.06164383561643835,0
"Derrick Jones Jr.","LAC",77,1873,118,0,62,18,0,0,6,0.09794628751974724,0.1497584541062802,0
"RJ Barrett","TOR",58,1869,311,1,163,33,1,1,7,0.1474820143884892,0.2022332506203474,0.0032679738562091504
"Rui Hachimura","LAL",59,1869,113,0,60,11,0,0,2,0.096,0.15873015873015872,0
"Buddy Hield","GSW",82,1864,64,8,13,5,9,3,7,0.0275,0.053061224489795916,0.016216216216216217
"Trey Murphy III","NOP",53,1854,230,11,103,26,1,0,22,0.1134133042529989,0.21548117154811716,0.002277904328018223
"Zaccharie Risacher","ATL",75,1843,149,3,67,17,5,0,6,0.08633093525179857,0.13814432989690723,0.014326647564469915
"Andrew Wiggins","MIA",60,1842,257,2,107,22,17,8,14,0.13319011815252416,0.18641114982578397,0.047619047619047616
"Isaiah Collier","UTA",71,1839,154,0,67,16,0,0,18,0.11056105610561057,0.15331807780320367,0
"Keldon Johnson","SAS",77,1838,194,0,101,32,0,0,12,0.12038140643623362,0.17876106194690267,0
"Royce O'Neale","PHX",75,1837,26,0,11,2,0,0,3,0.018998272884283247,0.07971014492753623,0
"P.J. Washington","DAL",57,1835,198,0,92,19,1,0,15,0.12584573748308525,0.1843687374749499,0.004166666666666667
"CJ McCollum","NOP",56,1832,173,3,69,14,5,1,17,0.06987724268177525,0.11577181208053691,0.01079913606911447
"Dorian Finney-Smith","LAL",63,1821,45,1,13,3,1,0,9,0.03139013452914798,0.09923664122137404,0.0031746031746031746
"Haywood Highsmith","MIA",74,1818,43,0,18,5,0,0,5,0.04455445544554455,0.10526315789473684,0
"Alex Sarr","WAS",67,1814,165,0,78,11,0,0,9,0.08715083798882682,0.1407942238267148,0
"Kyrie Irving","DAL",50,1804,214,18,85,25,7,0,18,0.09090909090909091,0.13157894736842105,0.01912568306010929
"Kyshawn George","WAS",68,1802,93,1,39,7,0,0,10,0.06747404844290658,0.17410714285714285,0
"Cameron Johnson","BKN",57,1800,225,14,74,16,9,1,27,0.10209102091020911,0.18639798488664988,0.021634615384615384
"Duncan Robinson","MIA",74,1786,53,4,10,2,8,1,5,0.02654867256637168,0.05319148936170213,0.0163265306122449
"Kris Dunn","LAC",74,1783,22,0,8,2,0,0,4,0.01805869074492099,0.0365296803652968,0
"Luka Dončić","LAL",50,1769,395,2,172,44,14,1,27,0.1595197255574614,0.25595238095238093,0.02834008097165992
"Scoot Henderson","POR",66,1759,206,0,86,14,2,0,22,0.11594202898550725,0.18695652173913044,0.006688963210702341
"Wendell Carter Jr.","ORL",68,1758,175,0,81,17,0,0,15,0.14620938628158844,0.20454545454545456,0
"Collin Sexton","UTA",63,1758,251,7,118,31,0,0,19,0.12368972746331237,0.17276720351390923,0
"Mike Conley","MIN",71,1756,90,13,21,1,8,0,6,0.05846774193548387,0.11797752808988764,0.025157232704402517
"Amir Coffey","LAC",72,1748,129,3,59,10,1,0,6,0.10714285714285714,0.1891025641025641,0.004032258064516129
"Jimmy Butler","GSW",55,1746,392,10,175,37,2,0,30,0.24081632653061225,0.27821939586645467,0.018867924528301886
"Aaron Wiggins","OKC",76,1744,89,0,44,9,0,0,5,0.057667103538663174,0.10377358490566038,0
"Walker Kessler","UTA",58,1740,152,0,79,28,0,0,11,0.16808510638297872,0.18160919540229886,0
"De'Andre Hunter","CLE",64,1740,254,2,87,15,5,2,41,0.10991636798088411,0.19506726457399104,0.01278772378516624
"Ochai Agbaji","TOR",64,1739,48,0,21,5,1,0,3,0.039927404718693285,0.0707070707070707,0.003937007874015748
"Brandin Podziemski","GSW",64,1716,95,0,41,10,1,0,9,0.06354009077155824,0.1168091168091168,0.0032258064516129032
"Jabari Smith Jr.","HOU",57,1716,126,0,49,9,3,1,15,0.08552631578947369,0.14893617021276595,0.010752688172043012
"Anthony Davis","DAL",51,1706,369,3,164,42,1,0,39,0.15972894482090996,0.18061674008810572,0.008
"Bradley Beal","PHX",53,1702,137,0,55,8,2,1,16,0.07681940700808626,0.11530398322851153,0.007547169811320755
"Georges Niang","ATL",79,1697,58,0,18,7,1,0,13,0.030063291139240507,0.08108108108108109,0.0024390243902439024
"Jakob Poeltl","TOR",57,1686,144,0,69,21,0,0,13,0.11004784688995216,0.11057692307692307,0
"Scotty Pippen Jr.","MEM",79,1683,171,2,82,24,1,1,14,0.12710566615620214,0.18937644341801385,0.004545454545454545
"Kevin Huerter","CHI",69,1679,49,1,21,3,1,0,3,0.03531300160513644,0.09090909090909091,0.002551020408163265
"Santi Aldama","MEM",65,1660,94,0,41,12,6,2,5,0.0662739322533137,0.1168091168091168,0.012195121951219513
"AJ Green","MIL",73,1659,27,1,3,2,4,0,5,0.016317016317016316,0.04838709677419355,0.010899182561307902
"Al Horford","BOS",60,1659,38,0,16,2,0,0,4,0.03368421052631579,0.09937888198757763,0
"Terry Rozier","MIA",64,1658,108,5,43,8,5,1,7,0.0712166172106825,0.11878453038674033,0.016025641025641024
"Peyton Watson","DEN",68,1657,137,0,67,13,0,0,8,0.13900414937759337,0.1936416184971098,0
"Moses Moody","GSW",74,1649,133,1,55,9,9,1,3,0.10289389067524116,0.19855595667870035,0.02608695652173913
"Tristan da Silva","ORL",74,1629,63,0,30,6,0,0,5,0.05917159763313609,0.11194029850746269,0
"Donte DiVincenzo","MIN",62,1606,63,4,19,1,3,2,9,0.03588907014681892,0.10919540229885058,0.00683371298405467
"Isaiah Joe","OKC",74,1604,56,2,17,5,6,1,5,0.03642384105960265,0.12686567164179105,0.010638297872340425
"Corey Kispert","WAS",61,1602,88,5,32,4,7,2,4,0.06521739130434782,0.12167300380228137,0.020895522388059702
"Caris LeVert","ATL",64,1596,155,1,67,16,4,2,13,0.10889570552147239,0.1830601092896175,0.013986013986013986
"Miles McBride","NYK",64,1593,64,2,19,1,6,3,7,0.04401408450704225,0.07509881422924901,0.01904761904761905
"Isaiah Hartenstein","OKC",57,1590,117,0,56,13,0,0,9,0.10707456978967496,0.1111111111111111,0
"Gradey Dick","TOR",54,1587,155,5,58,5,5,0,13,0.08936170212765958,0.15508021390374332,0.015105740181268883
"Paolo Banchero","ORL",46,1582,385,5,194,47,3,0,15,0.18567389255419417,0.24681933842239187,0.01090909090909091
"Patrick Williams","CHI",63,1576,83,0,39,8,1,0,5,0.072992700729927,0.14181818181818182,0.003663003663003663
"Obi Toppin","IND",79,1545,114,1,47,12,2,0,13,0.0770440251572327,0.14114114114114115,0.006600660066006601
"Grayson Allen","PHX",64,1544,114,0,41,6,6,2,11,0.08901515151515152,0.23563218390804597,0.01694915254237288
"Ziaire Williams","BKN",63,1541,123,3,43,5,5,1,14,0.08377896613190731,0.16796875,0.013114754098360656
"Sam Hauser","BOS",71,1541,11,1,4,2,0,0,2,0.008403361344537815,0.05194805194805195,0
"Victor Wembanyama","SAS",46,1527,189,0,80,21,6,2,19,0.09347826086956522,0.15594541910331383,0.014742014742014743
"Gabe Vincent","LAL",72,1525,21,0,6,1,0,0,5,0.01411764705882353,0.05172413793103448,0
"Jonas Valančiūnas","SAC",81,1524,165,0,79,16,0,0,12,0.1144927536231884,0.12098009188361408,0
"Jerami Grant","POR",47,1524,166,2,60,9,13,4,10,0.11374407582938388,0.182370820668693,0.039473684210526314
"Kyle Filipowski","UTA",72,1522,143,0,72,18,1,1,8,0.12762237762237763,0.20454545454545456,0.004545454545454545
"Ja Morant","MEM",50,1519,319,4,153,39,1,0,21,0.15338645418326693,0.21309192200557103,0.0034965034965034965
"Matas Buzelis","CHI",80,1511,108,0,57,10,0,0,1,0.0946843853820598,0.16964285714285715,0
"LaMelo Ball","CHA",47,1505,229,13,91,20,4,0,23,0.08812615955473098,0.16666666666666666,0.007518796992481203
"Dalton Knecht","LAL",78,1494,84,5,30,4,5,0,3,0.05952380952380952,0.12345679012345678,0.014492753623188406
"Kevin Porter Jr.","MIL",75,1482,169,0,59,12,13,2,14,0.10140845070422536,0.11302681992337164,0.06914893617021277
"D'Angelo Russell","BKN",58,1481,145,4,57,10,5,2,12,0.09011627906976744,0.1753846153846154,0.013774104683195593
"Lauri Markkanen","UTA",47,1476,185,14,63,13,5,0,23,0.09006622516556291,0.1794871794871795,0.012376237623762377
"Luke Kennard","MEM",65,1472,57,11,9,2,6,2,10,0.033936651583710405,0.05084745762711865,0.022641509433962263
"Jamal Shead","TOR",75,1467,69,1,35,15,1,0,5,0.06857142857142857,0.11627906976744186,0.004464285714285714
"Aaron Gordon","DEN",51,1447,179,0,92,17,0,0,5,0.16083916083916083,0.23,0
"Isaiah Stewart","DET",72,1434,87,0,40,11,0,0,8,0.11661807580174927,0.13793103448275862,0
"Brice Sensabaugh","UTA",71,1432,73,2,35,12,2,1,5,0.0593900481540931,0.14,0.005361930294906166
"Goga Bitadze","ORL",70,1430,133,0,56,11,0,0,14,0.14583333333333334,0.15730337078651685,0
"Kel'el Ware","MIA",64,1422,67,0,34,7,0,0,3,0.06924643584521385,0.08947368421052632,0
"Tari Eason","HOU",57,1420,104,0,48,11,1,0,8,0.08249158249158249,0.11735941320293398,0.005405405405405406
"Zach Edey","MEM",66,1416,127,0,65,24,0,0,9,0.13771186440677965,0.15476190476190477,0
"T.J. McConnell","IND",79,1415,77,0,31,5,0,0,10,0.047692307692307694,0.051580698835274545,0
"Terance Mann","ATL",67,1414,68,0,31,7,1,0,5,0.07322654462242563,0.11355311355311355,0.006097560975609756
"Ryan Dunn","PHX",74,1410,39,0,18,2,1,0,1,0.038461538461538464,0.07860262008733625,0.0037735849056603774
"Sam Merrill","CLE",71,1401,29,0,4,0,2,0,8,0.011655011655011656,0.06666666666666667,0.0027100271002710027
"Ayo Dosunmu","CHI",46,1394,79,2,34,10,0,0,9,0.07188160676532769,0.11971830985915492,0
"Ty Jerome","CLE",70,1393,148,2,73,22,1,0,9,0.11044776119402985,0.17548076923076922,0.003937007874015748
"Julian Strawther","DEN",65,1384,90,0,30,7,4,0,13,0.06627680311890838,0.125,0.014652014652014652
"Nick Smith Jr.","CHA",60,1369,46,6,14,3,1,0,6,0.02586206896551724,0.05128205128205128,0.003257328990228013
"Jaime Jaquez Jr.","MIA",66,1368,142,1,71,16,1,1,7,0.13926499032882012,0.17839195979899497,0.008403361344537815
"Jeremy Sochan","SAS",54,1367,125,0,61,17,0,0,10,0.11937377690802348,0.14558472553699284,0
"Nicolas Batum","LAC",78,1367,21,0,8,2,1,0,2,0.036734693877551024,0.1951219512195122,0.004901960784313725
"Jose Alvarado","NOP",56,1366,74,5,31,9,2,0,3,0.060550458715596334,0.13247863247863248,0.006430868167202572
"Luke Kornet","BOS",73,1361,97,0,50,9,0,0,3,0.1557632398753894,0.15723270440251572,0
"Trey Lyles","SAC",69,1349,80,0,37,6,0,0,6,0.09135802469135802,0.2215568862275449,0
"Jake LaRavia","SAC",66,1349,115,0,51,7,0,0,10,0.13385826771653545,0.21338912133891214,0
"Bogdan Bogdanović","LAC",54,1348,66,2,25,4,3,1,6,0.05436893203883495,0.11160714285714286,0.010309278350515464
"Justin Champagnie","WAS",62,1340,73,0,28,8,4,2,8,0.07390300230946882,0.11764705882352941,0.020512820512820513
"Paul George","PHI",41,1334,97,1,41,10,3,1,9,0.07296849087893864,0.12312312312312312,0.011111111111111112
"Ausar Thompson","DET",59,1328,142,2,62,9,0,0,12,0.12109375,0.13390928725701945,0
"Donovan Clingan","POR",67,1324,104,0,56,16,0,0,3,0.15053763440860216,0.17337461300309598,0
"Jordan Hawkins","NOP",56,1321,98,8,23,2,10,2,9,0.05641025641025641,0.09387755102040816,0.029411764705882353
"Tyrese Martin","BKN",60,1315,58,1,27,2,1,0,1,0.05702647657841141,0.12980769230769232,0.0035335689045936395
"Mason Plumlee","PHX",74,1300,128,0,59,8,0,0,9,0.233201581027668,0.23694779116465864,0
"Jonathan Mogbo","TOR",63,1286,82,0,44,12,0,0,3,0.1134020618556701,0.13836477987421383,0
"Jalen Johnson","ATL",36,1284,126,1,65,19,0,0,7,0.11035653650254669,0.14508928571428573,0
"Max Strus","CLE",50,1273,34,0,7,1,4,1,6,0.026246719160104987,0.08139534883720931,0.010169491525423728
"Johnny Juzang","UTA",64,1270,53,0,17,7,4,0,7,0.04294478527607362,0.09941520467836257,0.012578616352201259
"Ronald Holland II","DET",81,1266,122,0,66,18,0,0,3,0.14224137931034483,0.2108626198083067,0
"Javonte Green","CLE",68,1258,76,0,39,13,1,0,3,0.12698412698412698,0.2254335260115607,0.007042253521126761
"Nick Richards","PHX",57,1256,160,0,76,16,0,0,12,0.18673218673218672,0.18765432098765433,0
"Dean Wade","CLE",59,1252,30,0,11,6,2,1,4,0.04693140794223827,0.2037037037037037,0.008968609865470852
"Ricky Council IV","PHI",73,1250,153,3,77,16,0,0,5,0.14694656488549618,0.24758842443729903,0
"Tidjane Salaün","CHA",60,1244,94,0,38,6,1,0,11,0.10344827586206896,0.2222222222222222,0.0048543689320388345
"Bobby Portis","MIL",49,1244,73,0,33,9,0,0,8,0.05331179321486268,0.07482993197278912,0
"Moussa Diabaté","CHA",71,1241,116,0,51,12,0,0,14,0.15987460815047022,0.16293929712460065,0
"Jeremiah Robinson-Earl","NOP",66,1239,55,0,25,4,0,0,5,0.06793478260869565,0.12254901960784313,0
"Simone Fontecchio","DET",75,1237,84,1,30,5,6,3,8,0.08977556109725686,0.17543859649122806,0.02608695652173913
"Cole Anthony","ORL",67,1234,113,3,47,11,2,2,13,0.0846286701208981,0.13019390581717452,0.009174311926605505
"Ben Sheppard","IND",63,1228,27,1,10,3,1,0,3,0.03728813559322034,0.10526315789473684,0.005
"Daniel Gafford","DAL",57,1226,196,0,92,26,0,0,17,0.19616204690831557,0.19616204690831557,0
"John Collins","UTA",40,1220,164,0,82,24,2,0,9,0.14213197969543148,0.18594104308390022,0.013333333333333334
"Caleb Martin","DAL",45,1218,98,0,38,6,2,0,10,0.11834319526627218,0.1630901287553648,0.01904761904761905
"Kristaps Porziņģis","BOS",42,1210,199,1,88,14,0,0,20,0.13580246913580246,0.22110552763819097,0
"Brandon Clarke","MEM",64,1207,87,0,51,23,0,0,4,0.125,0.13043478260869565,0
"Deandre Ayton","POR",40,1206,60,0,26,7,0,0,8,0.053388090349075976,0.05714285714285714,0
"Jarace Walker","IND",75,1187,69,1,34,10,0,0,5,0.08854166666666667,0.1708542713567839,0
"Kawhi Leonard","LAC",37,1180,121,5,52,13,5,1,6,0.08558558558558559,0.11016949152542373,0.02577319587628866
"Clint Capela","ATL",55,1176,97,0,49,11,0,0,5,0.11448598130841121,0.11475409836065574,0
