"Name","TeamAbbreviation","GamesPlayed","Minutes","FTA","Technical Free Throw Trips","TwoPtShootingFoulsDrawn","2pt And 1 Free Throw Trips","ThreePtShootingFoulsDrawn","3pt And 1 Free Throw Trips","NonShootingFoulsDrawn","ShootingFoulsDrawnPct","TwoPtShootingFoulsDrawnPct","ThreePtShootingFoulsDrawnPct"
"Malcolm Brogdon","POR",39,1121,116,4,50,12,0,0,12,0.09363295880149813,0.14925373134328357,0
"Dean Wade","CLE",54,1108,26,0,10,2,0,0,4,0.041666666666666664,0.2631578947368421,0
"Josh Richardson","MIA",43,1103,54,7,13,3,3,1,9,0.04456824512534819,0.07784431137724551,0.015625
"Davion Mitchell","SAC",72,1101,42,0,18,6,0,0,6,0.05373134328358209,0.1016949152542373,0
"Dario Saric","GSW",64,1098,93,0,44,11,0,0,8,0.10451306413301663,0.19642857142857142,0
"James Wiseman","DET",63,1091,102,0,53,18,0,0,7,0.15588235294117647,0.15680473372781065,0
"Dante Exum","DAL",55,1088,68,0,30,5,1,0,5,0.09451219512195122,0.136986301369863,0.009174311926605505
"Sam Merrill","CLE",61,1069,28,5,4,0,4,2,4,0.020050125313283207,0.09302325581395349,0.011235955056179775
"Shaedon Sharpe","POR",32,1059,119,2,50,12,2,0,11,0.10970464135021098,0.17123287671232876,0.01098901098901099
"Dennis Smith Jr.","BKN",56,1059,58,0,24,5,1,0,6,0.06983240223463687,0.0967741935483871,0.00909090909090909
"Jordan Goodwin","MEM",57,1056,59,0,23,5,0,0,8,0.0575,0.0888030888030888,0
"Marvin Bagley III","WAS",50,1053,126,0,64,15,0,0,7,0.1400437636761488,0.14746543778801843,0
"Torrey Craig","CHI",53,1049,36,0,16,6,0,0,5,0.06130268199233716,0.14814814814814814,0
"Dalano Banton","POR",54,1047,120,1,58,13,0,0,8,0.10642201834862386,0.1676300578034682,0
"Jalen Smith","IND",61,1047,104,0,48,16,0,0,12,0.11241217798594848,0.1696113074204947,0
"Ziaire Williams","MEM",51,1038,75,3,29,6,4,0,4,0.08148148148148149,0.13679245283018868,0.02072538860103627
"Jae'Sean Tate","HOU",65,1031,39,0,18,5,0,0,4,0.0743801652892562,0.10909090909090909,0
"Kenrich Williams","OKC",69,1029,14,0,3,0,0,0,4,0.01060070671378092,0.02112676056338028,0
"Jose Alvarado","NOP",56,1028,52,0,18,1,1,0,7,0.05234159779614325,0.11612903225806452,0.004807692307692308
"Quentin Grimes","DET",51,1025,45,0,19,4,3,1,2,0.06376811594202898,0.18446601941747573,0.012396694214876033
"De'Anthony Melton","PHI",38,1023,79,0,30,7,0,0,13,0.0783289817232376,0.17751479289940827,0
"Daniel Theis","LAC",60,1015,50,0,20,4,0,0,6,0.06472491909385113,0.08403361344537816,0
"Lonnie Walker IV","BKN",58,1011,59,1,23,5,3,0,4,0.050682261208576995,0.09623430962343096,0.010948905109489052
"Talen Horton-Tucker","UTA",51,1009,109,2,60,15,0,0,1,0.11764705882352941,0.18292682926829268,0
"Killian Hayes","DET",42,1008,50,5,17,7,0,0,10,0.05802047781569966,0.0776255707762557,0
"Jevon Carter","CHI",72,1004,7,0,2,1,0,0,2,0.00546448087431694,0.015151515151515152,0
"Luke Kennard","MEM",39,999,45,4,5,2,5,0,11,0.027950310559006212,0.0625,0.01652892561983471
"Garrison Mathews","ATL",66,992,42,2,6,1,13,5,0,0.0794979079497908,0.15789473684210525,0.06467661691542288
"Jaden Hardy","DAL",73,989,76,0,35,7,0,0,7,0.06903353057199212,0.12367491166077739,0
"Tre Mann","CHA",41,987,59,3,27,11,1,0,6,0.08408408408408409,0.13106796116504854,0.007874015748031496
"Cam Reddish","LAL",48,984,54,0,23,2,0,0,4,0.09019607843137255,0.15862068965517243,0
"Luke Kornet","BOS",63,983,54,0,26,6,0,0,4,0.11659192825112108,0.11711711711711711,0
"Keon Ellis","SAC",57,978,35,0,11,2,1,0,6,0.049586776859504134,0.1506849315068493,0.005917159763313609
"Xavier Tillman","BOS",54,974,50,0,22,4,0,0,5,0.07407407407407407,0.10185185185185185,0
"Josh Okogie","PHX",60,960,102,0,49,13,0,0,9,0.2024793388429752,0.3310810810810811,0
"Goga Bitadze","ORL",62,957,87,0,35,10,0,0,14,0.14957264957264957,0.1590909090909091,0
"Max Christie","LAL",67,944,46,1,17,1,2,1,4,0.07364341085271318,0.1223021582733813,0.01680672268907563
"Kevin Love","MIA",55,924,108,0,36,6,2,1,19,0.09743589743589744,0.2482758620689655,0.00816326530612245
"Day'Ron Sharpe","BKN",61,921,123,0,64,19,0,0,7,0.1887905604719764,0.19753086419753085,0
"Jonathan Isaac","ORL",58,914,82,0,34,10,4,1,6,0.12140575079872204,0.1717171717171717,0.034782608695652174
"Markelle Fultz","ORL",43,910,33,0,18,7,0,0,2,0.05341246290801187,0.05642633228840126,0
"Doug McDermott","IND",64,904,19,0,8,1,1,0,1,0.027491408934707903,0.12903225806451613,0
"Jaylin Williams","OKC",69,897,41,0,19,5,0,0,4,0.07851239669421488,0.19387755102040816,0
"Nikola Jovic","MIA",46,896,47,0,21,4,1,0,3,0.07357859531772576,0.15555555555555556,0.006097560975609756
"Bryce McGowens","CHA",59,882,85,0,45,9,0,0,2,0.16917293233082706,0.27439024390243905,0
"Cam Whitmore","HOU",47,880,112,1,55,8,0,0,5,0.10700389105058365,0.1870748299319728,0
"Jaxson Hayes","LAL",70,877,82,0,38,13,0,0,10,0.19,0.19791666666666666,0
"Malachi Flynn","DET",69,877,71,4,24,4,3,1,8,0.07780979827089338,0.13636363636363635,0.017543859649122806
"Blake Wesley","SAS",61,876,78,0,41,6,0,0,1,0.164,0.21025641025641026,0
"Christian Wood","LAL",50,872,94,0,43,10,0,0,9,0.1447811447811448,0.23497267759562843,0
"Zach LaVine","CHI",25,872,103,9,45,11,0,0,8,0.10975609756097561,0.18672199170124482,0
"Maxi Kleber","DAL",43,871,47,0,16,3,0,0,8,0.10062893081761007,0.23880597014925373,0
"Justin Holiday","DEN",57,862,4,0,2,0,0,0,0,0.01020408163265306,0.03333333333333333,0
"Chimezie Metu","DET",51,859,64,0,35,6,0,0,0,0.1282051282051282,0.19553072625698323,0
"Trendon Watford","BKN",63,857,97,1,48,14,0,0,7,0.1391304347826087,0.17328519855595667,0
"Taylor Hendricks","UTA",40,856,29,0,13,4,1,0,2,0.056,0.11926605504587157,0.0070921985815602835
"Dwight Powell","DAL",63,836,89,0,37,8,0,0,11,0.2740740740740741,0.2803030303030303,0
"Troy Brown Jr.","DET",59,827,37,2,12,1,0,0,6,0.05063291139240506,0.125,0
"Marcus Morris Sr.","CLE",49,817,44,1,16,2,2,2,6,0.06474820143884892,0.10062893081761007,0.01680672268907563
"Caleb Houstan","ORL",59,815,26,4,7,1,2,0,2,0.03755868544600939,0.3684210526315789,0.005154639175257732
"Ben Sheppard","IND",57,814,26,1,10,3,0,0,4,0.0423728813559322,0.125,0
"Jake LaRavia","MEM",35,806,109,2,45,7,2,0,8,0.13702623906705538,0.24324324324324326,0.012658227848101266
"Bismack Biyombo","OKC",39,792,54,0,16,4,0,0,13,0.11188811188811189,0.11188811188811189,0
"JT Thor","CHA",63,781,20,0,10,2,0,0,1,0.05235602094240838,0.09090909090909091,0
"Isaiah Jackson","IND",59,771,102,0,48,13,0,0,10,0.1791044776119403,0.18181818181818182,0
"Mitchell Robinson","NYK",31,768,66,0,24,4,0,0,11,0.16326530612244897,0.16326530612244897,0
"Jock Landale","HOU",56,764,65,0,31,7,0,0,5,0.13478260869565217,0.1631578947368421,0
"Cody Martin","CHA",28,753,33,0,15,3,2,1,1,0.07456140350877193,0.10638297872340426,0.022988505747126436
"KJ Martin","PHI",60,747,41,0,22,7,0,0,2,0.11224489795918367,0.13095238095238096,0
"Delon Wright","MIA",47,742,45,0,18,3,0,0,6,0.08866995073891626,0.13333333333333333,0
"Ish Smith","CHA",43,741,4,0,1,0,0,0,1,0.006289308176100629,0.006622516556291391,0
"Mo Bamba","PHI",57,740,50,1,25,5,0,0,2,0.11467889908256881,0.16233766233766234,0
"Nick Smith Jr.","CHA",51,729,15,0,7,1,0,0,1,0.023728813559322035,0.04697986577181208,0
"Landry Shamet","WAS",46,726,46,1,20,9,4,2,3,0.08362369337979095,0.15625,0.025157232704402517
"Chris Duarte","SAC",59,719,33,0,13,2,0,0,5,0.058823529411764705,0.13829787234042554,0
"LaMelo Ball","CHA",22,711,104,9,40,7,1,0,9,0.08971553610503283,0.15444015444015444,0.005050505050505051
"Jordan Nwora","TOR",52,711,53,1,25,8,2,1,3,0.08517350157728706,0.13513513513513514,0.015151515151515152
"Chris Boucher","TOR",50,705,92,0,50,12,0,0,1,0.19607843137254902,0.3105590062111801,0
"Jacob Gilyard","BKN",41,698,2,1,0,0,1,1,0,0.006666666666666667,0,0.007936507936507936
"Bruno Fernando","ATL",45,682,96,0,49,11,0,0,5,0.21777777777777776,0.22171945701357465,0
"Dalen Terry","CHI",59,681,43,0,17,3,0,0,6,0.09941520467836257,0.17525773195876287,0
"Gary Payton II","GSW",44,680,23,0,11,3,0,0,2,0.05759162303664921,0.08088235294117647,0
"Mason Plumlee","LAC",46,674,99,0,50,9,0,0,4,0.25773195876288657,0.26595744680851063,0
"Davis Bertans","CHA",43,674,33,0,4,1,7,1,5,0.04526748971193416,0.10810810810810811,0.03398058252427184
"Keita Bates-Diop","BKN",53,665,42,0,20,7,1,1,4,0.11731843575418995,0.18181818181818182,0.014492753623188406
"Jalen Wilson","BKN",43,664,46,3,17,5,0,0,7,0.08900523560209424,0.1452991452991453,0
"Craig Porter Jr.","CLE",51,649,56,0,28,8,0,0,4,0.11290322580645161,0.1308411214953271,0
"Rayan Rupert","POR",39,633,25,0,11,1,0,0,2,0.06432748538011696,0.11827956989247312,0
"Oshae Brissett","BOS",55,630,83,0,39,6,1,0,3,0.21390374331550802,0.29770992366412213,0.017857142857142856
"Danilo Gallinari","MIL",49,629,98,16,36,7,0,0,9,0.1643835616438356,0.2857142857142857,0
"Jordan McLaughlin","MIN",56,626,18,0,4,0,0,0,5,0.026845637583892617,0.06666666666666667,0
"Seth Curry","CHA",44,615,31,7,7,3,5,3,2,0.05714285714285714,0.07,0.045454545454545456
"AJ Green","MIL",56,614,19,2,1,0,3,2,5,0.020202020202020204,0.03571428571428571,0.01764705882352941
"Johnny Davis","WAS",50,613,24,0,6,1,1,0,4,0.04375,0.05042016806722689,0.024390243902439025
"MarJon Beauchamp","MIL",48,608,28,1,14,1,0,0,0,0.0782122905027933,0.1346153846153846,0
"Marcus Smart","MEM",20,605,56,0,15,5,1,0,14,0.06451612903225806,0.13274336283185842,0.007407407407407408
"Mike Muscala","OKC",53,600,25,0,9,1,0,0,4,0.054878048780487805,0.1323529411764706,0
"Jericho Sims","NYK",45,585,24,0,14,6,0,0,1,0.2222222222222222,0.2222222222222222,0
"Brice Sensabaugh","UTA",32,584,41,1,16,3,2,0,3,0.07725321888412018,0.13793103448275862,0.017094017094017096
"Jarred Vanderbilt","LAL",29,581,36,0,20,6,0,0,1,0.15625,0.19801980198019803,0
"Shake Milton","NYK",48,581,49,0,21,5,1,1,6,0.10426540284360189,0.14285714285714285,0.015625
"Evan Fournier","DET",32,580,36,7,11,2,2,0,2,0.05603448275862069,0.11,0.015151515151515152
"Zeke Nnaji","DEN",58,576,62,0,26,6,0,0,8,0.15384615384615385,0.1780821917808219,0
"Trey Jemison","MEM",25,574,25,0,14,3,0,0,0,0.09523809523809523,0.09523809523809523,0
"Andre Jackson Jr.","MIL",57,572,11,0,5,0,0,0,1,0.047619047619047616,0.0847457627118644,0
"Jared Butler","WAS",40,566,36,1,16,5,0,0,4,0.07547169811320754,0.11940298507462686,0
"Kevin Knox II","DET",31,560,22,1,13,5,0,0,0,0.06701030927835051,0.13,0
"Lamar Stevens","MEM",38,559,54,2,26,8,0,0,4,0.10077519379844961,0.12264150943396226,0
"Richaun Holmes","WAS",40,554,47,0,19,5,0,0,6,0.11801242236024845,0.12025316455696203,0
"Tristan Thompson","CLE",49,549,52,0,16,3,0,0,12,0.12030075187969924,0.12121212121212122,0
"Julian Strawther","DEN",50,545,31,1,9,2,0,0,7,0.039301310043668124,0.0989010989010989,0
"Omer Yurtseven","UTA",48,545,28,0,14,6,0,0,3,0.07291666666666667,0.08333333333333333,0
"Vit Krejci","ATL",22,541,6,0,1,0,2,1,0,0.02830188679245283,0.02702702702702703,0.028985507246376812
"Bones Hyland","LAC",37,540,23,0,9,1,0,0,3,0.03474903474903475,0.07258064516129033,0
"Jalen McDaniels","TOR",50,538,37,1,18,5,1,0,1,0.09359605911330049,0.13740458015267176,0.013888888888888888
"Scotty Pippen Jr.","MEM",21,527,55,0,23,3,2,1,4,0.11160714285714286,0.152317880794702,0.0273972602739726
"Sasha Vezenkov","SAC",42,511,15,0,5,1,2,0,0,0.03553299492385787,0.06666666666666667,0.01639344262295082
"Danuel House Jr.","PHI",34,509,46,0,26,8,0,0,1,0.21138211382113822,0.3561643835616438,0
"Mark Williams","CHA",19,508,64,0,30,4,0,0,4,0.1694915254237288,0.1694915254237288,0
"Jaden Springer","BOS",49,507,42,0,19,2,0,0,3,0.11515151515151516,0.1623931623931624,0
"Patrick Baldwin Jr.","WAS",38,494,28,0,15,8,0,0,3,0.09259259259259259,0.23076923076923078,0
"Robert Covington","PHI",29,488,26,1,12,2,0,0,1,0.1111111111111111,0.23076923076923078,0
"P.J. Tucker","LAC",31,486,3,0,2,1,0,0,0,0.0392156862745098,0.125,0
"Tari Eason","HOU",22,480,33,0,16,5,0,0,3,0.08,0.10666666666666667,0
"Monte Morris","MIN",33,476,19,1,7,2,0,0,3,0.04430379746835443,0.07954545454545454,0
"Isaiah Livers","DET",23,469,18,0,6,1,1,0,2,0.05737704918032787,0.13636363636363635,0.01282051282051282
"Bol Bol","PHX",42,469,19,0,10,5,0,0,2,0.0641025641025641,0.09615384615384616,0
"Anthony Gill","WAS",50,466,36,0,13,2,0,0,6,0.07602339181286549,0.1,0
"Yuta Watanabe","MEM",34,464,17,0,6,0,1,1,2,0.05737704918032787,0.16216216216216217,0.011764705882352941
"Nassir Little","PHX",45,458,20,0,7,3,0,0,5,0.0546875,0.1206896551724138,0
"Sandro Mamukelashvili","SAS",46,451,34,0,17,2,0,0,1,0.1,0.16037735849056603,0
"Alex Len","SAC",48,444,34,0,17,4,0,0,2,0.18085106382978725,0.18681318681318682,0
"Thomas Bryant","MIA",38,441,47,0,24,5,0,0,2,0.14285714285714285,0.1643835616438356,0
"Thaddeus Young","PHX",33,440,15,0,6,3,0,0,3,0.05405405405405406,0.057692307692307696,0
"Skylar Mays","LAL",38,433,17,3,7,2,0,0,1,0.042682926829268296,0.06363636363636363,0
"Chuma Okeke","ORL",47,432,7,0,3,1,0,0,1,0.02631578947368421,0.09375,0
"Dominick Barlow","SAS",33,420,42,0,18,2,0,0,4,0.13953488372093023,0.15,0
"Reggie Bullock Jr.","HOU",44,418,1,0,1,1,0,0,0,0.012195121951219513,0.06666666666666667,0
"Patty Mills","MIA",32,415,11,1,2,0,1,0,2,0.022388059701492536,0.043478260869565216,0.011363636363636364
"Trent Forrest","ATL",38,414,17,0,6,1,0,0,3,0.06315789473684211,0.07058823529411765,0
"Svi Mykhailiuk","BOS",41,413,9,0,4,1,0,0,1,0.02857142857142857,0.125,0
"Wesley Matthews","ATL",36,413,24,0,7,1,1,0,4,0.07692307692307693,0.20588235294117646,0.014285714285714285
"Aleksej Pokusevski","CHA",28,405,41,0,21,3,0,0,1,0.1510791366906475,0.25,0
"Luka Samanic","UTA",43,404,56,0,28,10,0,0,5,0.1590909090909091,0.25,0
"Javon Freeman-Liberty","TOR",22,403,36,0,15,1,0,0,4,0.10869565217391304,0.15625,0
"Derrick Rose","MEM",24,399,27,0,15,3,0,0,0,0.0847457627118644,0.11029411764705882,0
"DeAndre Jordan","DEN",36,396,53,0,24,7,0,0,6,0.21818181818181817,0.21818181818181817,0
"Lester Quinones","GSW",37,394,29,0,13,1,0,0,2,0.08496732026143791,0.2,0
"Kobe Brown","LAC",44,394,2,0,1,0,0,0,0,0.01098901098901099,0.023255813953488372,0
"Eugene Omoruyi","WAS",43,393,49,0,27,7,0,0,1,0.1443850267379679,0.19148936170212766,0
"Matt Ryan","NOP",28,390,14,2,3,0,2,2,2,0.04310344827586207,0.12,0.02197802197802198
"Justin Minaya","POR",34,381,9,0,3,1,0,0,2,0.039473684210526314,0.1111111111111111,0
"Johnny Juzang","UTA",20,372,14,0,5,0,2,1,0,0.0603448275862069,0.13157894736842105,0.02564102564102564
"Noah Clowney","BKN",23,370,30,0,13,4,0,0,4,0.12745098039215685,0.18840579710144928,0
"Tosan Evbuomwan","DET",17,367,25,0,13,1,0,0,0,0.1566265060240964,0.2549019607843137,0
"Ousmane Dieng","OKC",33,365,16,0,8,2,0,0,1,0.06557377049180328,0.15384615384615385,0
"Jontay Porter","TOR",25,360,18,0,7,0,0,0,2,0.06306306306306306,0.13725490196078433,0
"Ben Simmons","BKN",15,359,15,0,5,1,0,0,3,0.0641025641025641,0.0641025641025641,0
"Brandon Boston Jr.","LAC",32,345,33,0,14,1,0,0,3,0.08045977011494253,0.11475409836065574,0
"Jarace Walker","IND",33,340,9,0,3,1,0,0,2,0.026785714285714284,0.05263157894736842,0
"JaVale McGee","SAC",46,339,45,0,24,7,0,0,2,0.1610738255033557,0.16901408450704225,0
"Olivier-Maxence Prosper","DAL",40,336,41,0,19,3,0,0,3,0.15833333333333333,0.25333333333333335,0
"Jeremiah Robinson-Earl","NOP",39,334,16,0,9,2,0,0,0,0.08823529411764706,0.14285714285714285,0
"Neemias Queta","BOS",28,333,28,0,15,4,0,0,1,0.13043478260869565,0.13043478260869565,0
"Julian Phillips","CHI",40,323,19,0,11,4,1,1,0,0.14285714285714285,0.2391304347826087,0.02631578947368421
"Cody Zeller","NOP",43,320,38,0,14,3,0,0,7,0.1917808219178082,0.2,0
"Ja Morant","MEM",9,318,64,0,28,7,1,0,6,0.15104166666666666,0.2,0.019230769230769232
"Ashton Hagans","POR",19,316,17,0,7,1,0,0,2,0.09090909090909091,0.1346153846153846,0
"Devonte' Graham","SAS",23,313,16,0,8,4,0,0,2,0.07142857142857142,0.27586206896551724,0
"A.J. Lawson","DAL",42,311,23,0,11,2,1,0,0,0.0916030534351145,0.1375,0.0196078431372549
"Stanley Umude","DET",24,307,32,1,9,3,4,0,2,0.13829787234042554,0.24324324324324326,0.07017543859649122
"Nathan Mensah","CHA",25,307,12,0,5,0,0,0,1,0.15151515151515152,0.15151515151515152,0
"Orlando Robinson","MIA",36,304,25,0,12,3,0,0,2,0.14814814814814814,0.18181818181818182,0
"Furkan Korkmaz","PHI",35,300,20,0,10,6,0,0,3,0.125,0.25,0
"Cory Joseph","GSW",26,296,7,1,1,0,0,0,2,0.015384615384615385,0.043478260869565216,0
"Garrett Temple","TOR",27,289,22,0,7,0,0,0,4,0.08235294117647059,0.15555555555555556,0
"Ricky Council IV","PHI",32,289,71,0,35,9,0,0,5,0.2536231884057971,0.330188679245283,0
"Leaky Black","CHA",26,284,15,0,5,1,0,0,3,0.08928571428571429,0.1388888888888889,0
"Lindy Waters III","OKC",38,280,2,0,1,1,0,0,1,0.009615384615384616,0.05263157894736842,0
"Kessler Edwards","SAC",54,275,9,0,5,1,0,0,0,0.05813953488372093,0.14705882352941177,0
"Damian Jones","CLE",39,270,21,0,14,7,0,0,0,0.17721518987341772,0.2153846153846154,0
"Onuralp Bitim","CHI",23,268,5,0,0,0,1,1,2,0.011904761904761904,0,0.022727272727272728
"Kira Lewis Jr.","UTA",28,264,20,0,12,4,0,0,0,0.12,0.1791044776119403,0
"Jamal Cain","MIA",26,259,23,0,12,1,0,0,0,0.13333333333333333,0.2033898305084746,0
"Jared Rhoden","DET",17,245,8,0,4,0,0,0,0,0.05714285714285714,0.10256410256410256,0
"Justin Champagnie","WAS",15,235,15,0,5,1,0,0,3,0.06097560975609756,0.13513513513513514,0
"Javonte Green","CHI",9,230,13,0,7,3,0,0,0,0.08860759493670886,0.1346153846153846,0
"Ibou Badji","POR",22,226,12,0,5,0,0,0,1,0.18518518518518517,0.18518518518518517,0
"Collin Gillespie","DEN",24,225,12,0,6,2,0,0,1,0.0821917808219178,0.17142857142857143,0
"Gabe Vincent","LAL",11,218,2,0,1,0,0,0,0,0.02,0.045454545454545456,0
"Markieff Morris","DAL",26,216,6,0,3,0,0,0,0,0.04225352112676056,0.10344827586206896,0
"Jaylen Nowell","DET",13,214,9,0,5,1,0,0,0,0.06097560975609756,0.09433962264150944,0
"Theo Maledon","PHX",17,213,15,0,8,3,0,0,1,0.10666666666666667,0.17777777777777778,0
"Charles Bassey","SAS",19,205,6,0,3,2,0,0,1,0.07317073170731707,0.075,0
"Taj Gibson","DET",20,204,2,0,1,0,0,0,0,0.02631578947368421,0.03571428571428571,0
"Moses Brown","POR",22,200,31,0,16,3,0,0,1,0.20512820512820512,0.20512820512820512,0
"Kenneth Lofton Jr.","MEM",21,198,26,0,15,6,0,0,1,0.1724137931034483,0.23809523809523808,0
"Kobe Bufkin","ATL",17,196,8,0,4,2,0,0,1,0.0425531914893617,0.07407407407407407,0
"Gui Santos","GSW",23,192,17,0,8,1,0,0,1,0.12903225806451613,0.22857142857142856,0
"Colby Jones","SAC",30,192,11,0,5,1,0,0,0,0.06666666666666667,0.09433962264150944,0
"Terry Taylor","CHI",31,188,5,0,3,1,0,0,0,0.07317073170731707,0.09375,0
"Micah Potter","UTA",16,186,8,0,3,1,1,1,1,0.09523809523809523,0.14285714285714285,0.047619047619047616
"Saben Lee","PHX",24,185,39,0,19,1,0,0,1,0.2602739726027397,0.3333333333333333,0
"Otto Porter Jr.","TOR",15,174,3,0,2,1,0,0,0,0.058823529411764705,0.18181818181818182,0
"AJ Griffin","ATL",20,171,2,0,1,0,0,0,0,0.015873015873015872,0.041666666666666664,0
"Joe Harris","DET",16,170,2,0,1,0,0,0,0,0.025,0.1,0
"Trevelin Queen","ORL",14,165,12,0,6,2,0,0,1,0.14285714285714285,0.24,0
"Zavier Simpson","MEM",7,161,4,0,2,0,0,0,0,0.03571428571428571,0.05128205128205128,0
"Thanasis Antetokounmpo","MIL",34,155,2,0,1,0,0,0,0,0.03225806451612903,0.03333333333333333,0
"Tristan Vukcevic","WAS",10,153,22,0,12,4,0,0,1,0.16,0.3076923076923077,0
"Darius Bazley","UTA",9,152,12,0,6,2,0,0,1,0.17647058823529413,0.23076923076923078,0
"DeJon Jarreau","MEM",9,150,11,0,5,1,0,0,1,0.09259259259259259,0.12195121951219512,0
"Jules Bernard","WAS",19,149,9,0,6,3,0,0,0,0.08955223880597014,0.15789473684210525,0
"Jeff Dowtin Jr.","PHI",12,142,4,0,3,2,0,0,0,0.08108108108108109,0.16666666666666666,0
"Sidy Cissoko","SAS",12,141,15,0,8,1,0,0,0,0.2,0.2857142857142857,0
"Brandon Clarke","MEM",6,134,7,0,3,2,0,0,2,0.05,0.05555555555555555,0
"Emoni Bates","CLE",15,133,4,0,2,0,0,0,0,0.0392156862745098,0.1111111111111111,0
"Dru Smith","MIA",9,131,2,0,1,0,0,0,0,0.029411764705882353,0.058823529411764705,0
"Nate Williams","HOU",22,129,13,0,8,3,0,0,0,0.14545454545454545,0.16,0
"Timmy Allen","MEM",5,125,2,0,1,0,0,0,0,0.041666666666666664,0.058823529411764705,0
"T.J. Warren","MIN",11,125,4,0,2,0,0,0,0,0.046511627906976744,0.06666666666666667,0
"Luka Garza","MIN",25,122,25,0,12,3,0,0,2,0.14285714285714285,0.23076923076923078,0
"Jalen Pickett","DEN",27,122,4,0,1,0,0,0,1,0.027777777777777776,0.09090909090909091,0
"Maozinha Pereira","MEM",7,122,10,0,6,2,0,0,0,0.15384615384615385,0.23076923076923078,0
"Marques Bolden","CHA",11,121,4,0,1,0,0,0,1,0.038461538461538464,0.04,0
"Jahmi'us Ramsey","TOR",7,121,6,0,3,0,0,0,0,0.06818181818181818,0.13636363636363635,0
"Mouhamadou Gueye","TOR",11,120,9,0,2,1,0,0,3,0.05128205128205128,0.05555555555555555,0
"Xavier Moon","LAC",14,119,2,0,0,0,0,0,1,0,0,0
"Robert Williams III","POR",6,119,9,0,5,3,0,0,1,0.17857142857142858,0.17857142857142858,0
"Matt Hurt","MEM",8,113,3,0,1,0,0,0,1,0.02857142857142857,0.06666666666666667,0
"Udoka Azubuike","PHX",16,113,13,0,6,1,0,0,1,0.21428571428571427,0.21428571428571427,0
"Brandon Williams","DAL",17,113,17,0,10,3,0,0,0,0.16393442622950818,0.21739130434782608,0
"Jalen Hood-Schifino","LAL",21,109,20,0,8,0,0,0,2,0.1509433962264151,0.21052631578947367,0
"Dylan Windler","ATL",17,108,0,0,0,0,0,0,0,0,0,0
"Malik Williams","TOR",7,107,2,0,1,0,0,0,0,0.02857142857142857,0.03333333333333333,0
"Armoni Brooks","BKN",10,104,2,1,0,0,1,1,0,0.021739130434782608,0,0.03125
"Maxwell Lewis","LAL",34,103,3,0,0,0,1,0,0,0.045454545454545456,0,0.1
"Harry Giles III","LAL",23,100,13,0,8,3,0,0,0,0.14545454545454545,0.1951219512195122,0
"Olivier Sarr","OKC",15,98,15,0,7,1,0,0,1,0.28,0.3684210526315789,0
"Jamaree Bouyea","SAS",9,95,0,0,0,0,0,0,0,0,0,0
"Josh Minott","MIN",32,91,14,0,6,3,1,0,1,0.175,0.20689655172413793,0.09090909090909091
"Chris Livingston","MIL",21,90,4,0,2,0,0,0,0,0.08333333333333333,0.10526315789473684,0
"Cole Swider","MIA",18,87,2,0,1,0,0,0,0,0.02564102564102564,0.1111111111111111,0
"Terquavion Smith","PHI",16,84,5,0,2,1,0,0,1,0.0425531914893617,0.16666666666666666,0
"Admiral Schofield","ORL",23,84,2,0,1,0,0,0,0,0.037037037037037035,0.09090909090909091,0
"Buddy Boeheim","DET",10,84,10,0,1,0,2,0,1,0.09375,0.2,0.07407407407407407
"Jordan Walsh","BOS",9,83,2,0,1,0,0,0,0,0.0625,0.14285714285714285,0
"Wenyen Gabriel","MEM",5,81,5,0,3,1,0,0,0,0.125,0.16666666666666666,0
"James Bouknight","CHA",14,81,2,0,1,0,0,0,0,0.023809523809523808,0.08333333333333333,0
"Jerome Robinson","GSW",22,81,11,0,4,1,0,0,2,0.1111111111111111,0.21052631578947367,0
"Ryan Rollins","MIL",13,78,17,0,9,3,0,0,1,0.2727272727272727,0.3103448275862069,0
"R.J. Hampton","MIA",8,76,2,0,1,0,0,0,0,0.06666666666666667,0.14285714285714285,0
"Wendell Moore Jr.","MIN",25,75,0,0,0,0,0,0,0,0,0,0
"Nate Hinton","HOU",15,75,5,0,3,1,0,0,0,0.10714285714285714,0.21428571428571427,0
"Mouhamed Gueye","ATL",6,73,6,0,2,0,0,0,1,0.08,0.125,0
"Isaiah Mobley","CLE",10,72,1,0,1,1,0,0,0,0.041666666666666664,0.07142857142857142,0
"Jason Preston","UTA",7,71,0,0,0,0,0,0,0,0,0,0
"Boban Marjanovic","HOU",14,71,14,0,8,4,0,0,1,0.21052631578947367,0.2222222222222222,0
"Jett Howard","ORL",18,67,4,0,1,0,0,0,1,0.03225806451612903,0.16666666666666666,0
"Adama Sanogo","CHI",9,66,12,0,5,2,0,0,2,0.16666666666666666,0.16666666666666666,0
