"Name","TeamAbbreviation","GamesPlayed","Minutes","FTA","Technical Free Throw Trips","TwoPtShootingFoulsDrawn","2pt And 1 Free Throw Trips","ThreePtShootingFoulsDrawn","3pt And 1 Free Throw Trips","NonShootingFoulsDrawn","ShootingFoulsDrawnPct","TwoPtShootingFoulsDrawnPct","ThreePtShootingFoulsDrawnPct"
"Jalen Green","HOU",76,2602,463,32,191,40,12,3,31,0.1336405529953917,0.1997907949790795,0.021314387211367674
"Bam Adebayo","MIA",75,2598,402,0,196,37,0,0,24,0.1539670070699136,0.15543219666931007,0
"Trae Young","ATL",73,2541,639,29,214,43,12,2,103,0.14276609305289995,0.1943687556766576,0.021367521367521368
"Fred VanVleet","TOR",69,2535,283,30,98,21,7,2,30,0.08793969849246232,0.1680960548885077,0.011456628477905073
"Buddy Hield","IND",80,2482,129,27,23,6,11,1,16,0.03192488262910798,0.06084656084656084,0.01601164483260553
"RJ Barrett","NYK",73,2475,392,1,203,44,1,0,13,0.15269461077844312,0.21481481481481482,0.0025575447570332483
"Jordan Poole","GSW",82,2458,415,9,155,37,21,4,40,0.12455767869780608,0.20421607378129117,0.03211009174311927
"Josh Hart","NYK",76,2454,176,0,85,27,1,0,14,0.14853195164075994,0.20531400966183574,0.006060606060606061
"Jabari Smith Jr.","HOU",79,2451,206,6,84,14,1,0,22,0.08826583592938733,0.14711033274956217,0.002551020408163265
"Trey Murphy III","NOP",79,2448,190,31,70,22,3,0,17,0.08578143360752057,0.19943019943019943,0.006
"Darius Garland","CLE",69,2447,321,16,124,25,1,0,41,0.10170870626525631,0.15196078431372548,0.002421307506053269
"Tobias Harris","PHI",74,2436,129,6,56,16,2,0,10,0.06538895152198422,0.09982174688057041,0.006134969325153374
"De'Aaron Fox","SAC",73,2435,440,6,205,52,6,0,31,0.14103425117528542,0.18352730528200537,0.013440860215053764
"Donovan Mitchell","CLE",68,2432,368,25,125,40,18,3,43,0.094,0.1467136150234742,0.024691358024691357
"Paolo Banchero","ORL",72,2430,534,3,254,53,4,0,32,0.1944235116804823,0.24470134874759153,0.01384083044982699
"Jaden McDaniels","MIN",79,2416,144,1,74,23,0,0,9,0.09647979139504563,0.14859437751004015,0
"Shai Gilgeous-Alexander","OKC",68,2416,739,37,321,57,1,0,58,0.19562575941676794,0.2173324306025728,0.005917159763313609
"Royce O'Neale","BKN",76,2409,69,0,30,5,0,0,7,0.04854368932038835,0.1507537688442211,0
"Jaylen Brown","BOS",67,2405,344,7,169,49,8,0,11,0.1171409662475182,0.16633858267716536,0.01616161616161616
"Luka Doncic","DAL",66,2391,694,19,300,74,9,1,62,0.1836007130124777,0.26455026455026454,0.01639344262295082
"O.G. Anunoby","TOR",67,2386,167,1,79,20,2,0,11,0.08465608465608465,0.1369150779896014,0.002717391304347826
"Keegan Murray","SAC",80,2382,81,2,42,15,0,0,4,0.0519159456118665,0.13636363636363635,0
"Kentavious Caldwell-Pope","DEN",76,2381,125,20,47,10,2,1,9,0.07313432835820896,0.13428571428571429,0.00625
"P.J. Washington","CHA",73,2380,174,0,84,23,1,0,13,0.08173076923076923,0.13747954173486088,0.002331002331002331
"Jalen Brunson","NYK",68,2379,392,15,164,50,7,1,42,0.1300380228136882,0.1661600810536981,0.021341463414634148
"Brook Lopez","MIL",78,2373,190,0,103,41,1,1,12,0.10822060353798127,0.17252931323283083,0.0027472527472527475
"Josh Giddey","OKC",76,2367,145,0,81,31,0,0,7,0.06934931506849315,0.0867237687366167,0
"Reggie Bullock","DAL",78,2364,37,10,2,0,1,1,9,0.006355932203389831,0.02666666666666667,0.0025188916876574307
"Immanuel Quickley","NYK",81,2344,248,12,113,34,5,0,16,0.11568627450980393,0.2014260249554367,0.010893246187363835
"Tyler Herro","MIA",67,2336,182,9,70,15,10,1,11,0.06581196581196581,0.11164274322169059,0.01289134438305709
"Nikola Jokic","DEN",69,2323,415,8,183,64,1,0,54,0.16112084063047286,0.1844758064516129,0.006666666666666667
"Patrick Williams","CHI",82,2323,105,0,49,10,1,0,6,0.0697350069735007,0.11161731207289294,0.0035971223021582736
"Derrick White","BOS",82,2319,192,1,94,28,3,0,11,0.11729141475211609,0.21709006928406466,0.007614213197969543
"Jaden Ivey","DET",74,2304,356,0,169,33,1,0,24,0.15178571428571427,0.21976592977893367,0.002849002849002849
"D'Angelo Russell","LAL",71,2304,216,15,76,15,2,0,27,0.0771513353115727,0.1464354527938343,0.0040650406504065045
"Draymond Green","GSW",73,2297,108,0,47,13,0,0,13,0.09251968503937008,0.1246684350132626,0
"Kenyon Martin Jr.","HOU",82,2292,222,0,119,30,0,0,8,0.14709517923362175,0.20067453625632378,0
"Joel Embiid","PHI",66,2284,771,22,360,77,2,0,51,0.22442653440793553,0.25513819985825653,0.009900990099009901
"Bruce Brown","DEN",80,2280,153,1,79,25,0,0,10,0.09937106918238994,0.14602587800369685,0
"Klay Thompson","GSW",69,2279,132,4,50,9,3,2,17,0.04095826893353941,0.08896797153024912,0.004098360655737705
"Jalen Williams","OKC",75,2276,191,0,100,26,0,0,9,0.1152073732718894,0.15082956259426847,0
"Lauri Markkanen","UTA",66,2273,399,10,152,42,16,2,43,0.13238770685579196,0.20430107526881722,0.030476190476190476
"Luguentz Dort","OKC",74,2272,259,7,120,23,0,0,17,0.12371134020618557,0.21390374331550802,0
"Max Strus","MIA",80,2272,89,4,22,6,12,2,8,0.041666666666666664,0.09053497942386832,0.020942408376963352
"Nic Claxton","BKN",76,2271,246,0,119,35,0,0,21,0.17734724292101342,0.17787742899850523,0
"Jerami Grant","POR",63,2246,342,2,151,34,14,6,21,0.15814850530376084,0.22503725782414308,0.03551912568306011
"Kyrie Irving","DAL",60,2240,273,24,106,31,10,4,25,0.08963367108339829,0.13554987212276215,0.017964071856287425
"Kyle Kuzma","WAS",64,2239,237,0,116,29,4,0,11,0.09732360097323602,0.15508021390374332,0.008247422680412371
"Caris LeVert","CLE",74,2237,180,3,75,14,7,3,11,0.10049627791563276,0.15657620041753653,0.01834862385321101
"Bennedict Mathurin","IND",78,2222,454,17,215,52,7,2,22,0.19839142091152814,0.26741293532338306,0.022222222222222223
"Terry Rozier","CHA",63,2221,220,17,88,22,5,1,16,0.0739268680445151,0.11748998664886515,0.009823182711198428
"Jarrett Allen","CLE",68,2220,221,0,100,20,0,0,21,0.141643059490085,0.14367816091954022,0
"Dillon Brooks","MEM",73,2214,154,10,68,17,3,1,10,0.06711409395973154,0.11276948590381426,0.004545454545454545
"Kevin Huerter","SAC",75,2203,131,15,48,12,2,0,13,0.05530973451327434,0.12244897959183673,0.00390625
"Jrue Holiday","MIL",67,2183,177,8,69,17,0,0,24,0.0641860465116279,0.10391566265060241,0
"Alperen Sengun","HOU",75,2171,288,0,124,42,0,0,41,0.14074914869466515,0.15048543689320387,0
"Anfernee Simons","POR",62,2171,179,9,61,17,8,1,21,0.06295620437956205,0.1157495256166983,0.014059753954305799
"Ivica Zubac","LAC",76,2170,238,0,110,18,0,0,19,0.18151815181518152,0.18211920529801323,0
"Killian Hayes","DET",76,2154,112,13,34,6,3,0,15,0.04373522458628842,0.06104129263913824,0.010380622837370242
"Tim Hardaway Jr.","DAL",71,2152,165,2,51,13,18,4,13,0.07469342251950947,0.15223880597014924,0.028469750889679714
"De'Anthony Melton","PHI",77,2150,87,0,29,5,2,0,14,0.04437869822485207,0.10661764705882353,0.0024752475247524753
"Rudy Gobert","MIN",70,2148,340,0,165,45,0,0,29,0.24774774774774774,0.248868778280543,0
"Jimmy Butler","MIA",64,2138,555,34,245,61,3,0,41,0.23069767441860464,0.2528379772961816,0.02830188679245283
"James Harden","PHI",58,2135,361,20,126,27,25,9,31,0.15690376569037656,0.24091778202676864,0.05542725173210162
"Jamal Murray","DEN",65,2133,216,26,62,9,3,0,35,0.059252506836827715,0.09365558912386707,0.006896551724137931
"John Collins","ATL",71,2130,178,4,91,21,0,0,7,0.11711711711711711,0.16945996275605213,0
"Saddiq Bey","ATL",77,2129,238,7,117,26,5,1,5,0.1310418904403867,0.22986247544204322,0.011848341232227487
"Russell Westbrook","LAC",73,2126,314,0,141,33,3,1,25,0.1307901907356948,0.17343173431734318,0.010416666666666666
"De'Andre Hunter","ATL",67,2126,207,2,99,21,2,0,12,0.11197339246119734,0.16123778501628663,0.006944444444444444
"Quentin Grimes","NYK",71,2121,98,0,39,9,6,4,10,0.06951026856240126,0.17333333333333334,0.012254901960784314
"Kristaps Porzingis","WAS",65,2120,416,9,174,51,1,0,55,0.1532399299474606,0.22165605095541402,0.0028011204481792717
"Gary Trent Jr.","TOR",66,2118,205,10,72,18,14,4,20,0.08608608608608609,0.13358070500927643,0.030434782608695653
"Damian Lillard","POR",58,2107,558,25,177,40,26,4,76,0.14915503306392358,0.2599118942731278,0.03823529411764706
"Ayo Dosunmu","CHI",80,2098,82,0,41,10,2,0,2,0.07131011608623548,0.09951456310679611,0.010471204188481676
"Corey Kispert","WAS",74,2093,88,4,35,6,4,2,8,0.0633116883116883,0.15217391304347827,0.010362694300518135
"Malik Beasley","LAL",81,2093,65,11,21,7,5,3,5,0.02728226652675761,0.07167235494880546,0.007575757575757576
"Caleb Martin","MIA",71,2078,113,0,49,10,1,0,11,0.08503401360544217,0.1396011396011396,0.004219409282700422
"Andrew Nembhard","IND",75,2074,62,1,25,12,0,0,12,0.0380517503805175,0.06345177664974619,0
"Keldon Johnson","SAS",63,2063,327,8,171,57,4,1,10,0.14227642276422764,0.20853658536585365,0.00975609756097561
"Aaron Gordon","DEN",68,2055,314,0,149,31,1,0,22,0.1695108077360637,0.21104815864022664,0
"Mason Plumlee","LAC",79,2053,313,0,151,38,0,0,26,0.2529313232830821,0.2529313232830821,0
"Grant Williams","BOS",79,2045,122,0,48,12,0,0,16,0.09375,0.2171945701357466,0
"Deandre Ayton","PHX",67,2036,200,0,96,24,0,0,16,0.10010427528675704,0.10267379679144385,0
"Mike Conley","MIN",67,2028,169,10,51,13,10,2,22,0.09298780487804878,0.1717171717171717,0.027855153203342618
"Kevin Porter Jr.","HOU",59,2024,264,7,98,29,19,2,20,0.12061855670103093,0.17253521126760563,0.0472636815920398
"Giannis Antetokounmpo","MIL",63,2024,772,0,384,98,0,0,47,0.24552429667519182,0.2756640344580043,0
"Deni Avdija","WAS",76,2020,165,0,78,21,0,0,15,0.12264150943396226,0.19306930693069307,0
"Tyrese Maxey","PHI",60,2016,213,3,106,32,2,1,12,0.10931174089068826,0.1715210355987055,0.005405405405405406
"Dorian Finney-Smith","BKN",66,2009,59,0,26,8,1,0,6,0.051923076923076926,0.143646408839779,0.0029498525073746312
"Jordan Clarkson","UTA",61,1988,245,7,75,20,26,5,24,0.08959276018099548,0.11961722488038277,0.0502092050209205
"Dennis Schroder","LAL",66,1986,252,17,84,19,2,1,40,0.12011173184357542,0.17142857142857143,0.008849557522123894
"Tre Jones","SAS",68,1984,172,7,71,20,0,0,23,0.08942065491183879,0.11163522012578617,0
"Grayson Allen","MIL",72,1972,126,16,42,6,2,0,13,0.07394957983193277,0.18502202643171806,0.005434782608695652
"Jonas Valanciunas","NOP",79,1968,224,0,108,24,0,0,15,0.12,0.13653603034134007,0
"Eric Gordon","LAC",69,1965,173,12,66,20,6,0,17,0.10212765957446808,0.1924198250728863,0.016574585635359115
"Kevon Looney","GSW",82,1958,155,0,77,19,0,0,10,0.17420814479638008,0.1746031746031746,0
"Marcus Smart","BOS",61,1957,118,0,44,11,4,0,15,0.07511737089201878,0.15017064846416384,0.011560693641618497
"Kyle Anderson","MIN",69,1957,136,1,66,16,1,0,9,0.1227106227106227,0.15,0.009433962264150943
"LeBron James","LAL",55,1954,327,10,168,60,2,0,19,0.12791572610985705,0.17684210526315788,0.005277044854881266
"Herbert Jones","NOP",66,1951,161,1,76,18,0,0,13,0.13595706618962433,0.19387755102040816,0
"Ja Morant","MEM",61,1948,497,6,231,62,3,0,40,0.16883116883116883,0.21329639889196675,0.009900990099009901
"Torrey Craig","PHX",79,1948,45,0,21,5,0,0,4,0.040697674418604654,0.07984790874524715,0
"Kelly Olynyk","UTA",68,1942,232,3,87,28,3,1,39,0.14563106796116504,0.22894736842105262,0.012605042016806723
"Stephen Curry","GSW",56,1941,281,18,88,26,26,11,30,0.09421487603305785,0.15827338129496402,0.039755351681957186
"Tyus Jones","MEM",80,1940,100,11,28,7,2,0,18,0.03961748633879782,0.0691358024691358,0.0030581039755351682
"Paul George","LAC",56,1939,294,24,109,23,6,0,28,0.10492700729927007,0.16415662650602408,0.013888888888888888
"Al Horford","BOS",63,1921,21,0,10,5,0,0,3,0.02066115702479339,0.06289308176100629,0
"P.J. Tucker","PHI",75,1920,23,0,5,2,1,0,6,0.026200873362445413,0.056818181818181816,0.0070921985815602835
"Jalen McDaniels","PHI",80,1913,138,0,72,24,2,0,6,0.11094452773613193,0.16628175519630484,0.008547008547008548
"Jakob Poeltl","TOR",72,1906,201,0,93,25,0,0,18,0.13556851311953352,0.13576642335766423,0
"Anthony Davis","LAL",56,1905,444,8,197,49,2,0,41,0.1782178217821782,0.19015444015444016,0.013333333333333334
"Donte DiVincenzo","GSW",72,1894,71,0,26,6,1,0,10,0.0481283422459893,0.14285714285714285,0.002638522427440633
"Bojan Bogdanovic","DET",59,1893,303,24,83,18,11,3,52,0.09842931937172775,0.13973063973063973,0.030470914127423823
"Chris Paul","PHX",59,1889,160,16,22,3,4,1,47,0.03768115942028986,0.051643192488262914,0.015151515151515152
"Tyrese Haliburton","IND",56,1883,201,5,87,37,5,0,23,0.10267857142857142,0.17791411042944785,0.012285012285012284
"Jarred Vanderbilt","LAL",78,1880,139,0,61,11,0,0,13,0.1217564870259481,0.14841849148418493,0
"Terance Mann","LAC",81,1872,118,0,61,16,0,0,6,0.10720562390158173,0.16442048517520216,0
"Troy Brown Jr.","LAL",76,1860,39,0,18,5,0,0,4,0.03765690376569038,0.09137055837563451,0
"Onyeka Okongwu","ATL",80,1849,196,0,92,22,0,0,17,0.16225749559082892,0.16606498194945848,0
"Austin Reaves","LAL",64,1843,265,10,110,35,8,4,25,0.20738137082601055,0.3151862464183381,0.03636363636363636
"Desmond Bane","MEM",58,1842,205,17,77,28,1,0,32,0.0788675429726997,0.13253012048192772,0.0024509803921568627
"Devin Booker","PHX",53,1835,358,22,148,47,8,3,38,0.1329923273657289,0.17370892018779344,0.024922118380062305
"Myles Turner","IND",62,1825,276,0,129,32,1,0,24,0.15643802647412755,0.22203098106712565,0.004
"Marcus Morris Sr.","LAC",65,1825,87,0,27,7,5,2,12,0.04804804804804805,0.07605633802816901,0.01607717041800643
"Bobby Portis","MIL",70,1819,125,0,51,11,0,0,16,0.060498220640569395,0.08703071672354949,0
"Patrick Beverley","CHI",67,1817,65,0,21,5,0,0,14,0.05585106382978723,0.15328467153284672,0
"Aaron Nesmith","IND",73,1816,142,1,57,11,4,1,13,0.09404388714733543,0.17701863354037267,0.00949367088607595
"Jevon Carter","MIL",81,1812,38,6,10,2,0,0,7,0.017452006980802792,0.0423728813559322,0
"Michael Porter Jr.","DEN",62,1798,120,3,53,13,5,2,8,0.06744186046511629,0.1315136476426799,0.010940919037199124
"Naji Marshall","NOP",77,1792,175,4,82,25,1,0,16,0.13195548489666137,0.2,0.0045662100456621
"Jaren Jackson Jr.","MEM",63,1787,306,0,151,30,3,1,14,0.16296296296296298,0.22844175491679275,0.01056338028169014
"Shaedon Sharpe","POR",80,1779,105,2,48,11,0,0,9,0.07007299270072993,0.11940298507462686,0
"Markelle Fultz","ORL",60,1778,143,0,55,19,0,0,26,0.07692307692307693,0.0875796178343949,0
"Tari Eason","HOU",82,1767,145,2,81,21,0,0,1,0.1125,0.1478102189781022,0
"Gabe Vincent","MIA",68,1759,78,0,27,10,6,2,10,0.05612244897959184,0.11538461538461539,0.01694915254237288
"Kawhi Leonard","LAC",52,1748,279,9,119,32,4,1,27,0.1279916753381894,0.16807909604519775,0.015810276679841896
"Malcolm Brogdon","BOS",67,1744,184,2,81,17,1,0,17,0.1028858218318695,0.1623246492985972,0.003355704697986577
"Christian Wood","DAL",67,1738,281,1,123,36,10,2,22,0.15295480880648898,0.21317157712305027,0.03146853146853147
"Coby White","CHI",74,1730,70,2,31,12,2,0,7,0.05365853658536585,0.11524163568773234,0.005780346820809248
"Clint Capela","ATL",65,1730,131,0,69,17,0,0,5,0.11734693877551021,0.11754684838160136,0
"Malik Monk","SAC",77,1719,207,18,81,18,0,0,24,0.09429569266589057,0.175704989154013,0
"Kyle Lowry","MIA",55,1718,135,3,48,14,8,4,17,0.10707456978967496,0.22966507177033493,0.025477707006369428
"Nicolas Batum","LAC",78,1709,48,0,16,3,4,2,6,0.050505050505050504,0.2077922077922078,0.012539184952978056
"Walker Kessler","UTA",74,1703,159,0,70,23,0,0,19,0.15184381778741865,0.15283842794759825,0
"Monte Morris","WAS",62,1696,77,4,27,9,3,2,12,0.056179775280898875,0.08206686930091185,0.014634146341463415
"Wendell Carter Jr.","ORL",57,1690,195,0,78,17,0,0,26,0.11572700296735905,0.17371937639198218,0
"Santi Aldama","MEM",77,1682,144,0,44,12,4,0,26,0.0855614973262032,0.15120274914089346,0.014814814814814815
"Bradley Beal","WAS",50,1673,228,16,99,25,6,1,13,0.1087866108786611,0.13506139154160982,0.02242152466367713
"Kevin Durant","PHX",47,1672,334,11,126,43,13,5,44,0.1458551941238195,0.17622377622377622,0.0546218487394958
"Jalen Duren","DET",67,1670,157,0,77,17,0,0,10,0.16812227074235808,0.16885964912280702,0
"Reggie Jackson","DEN",68,1657,78,1,33,12,1,0,9,0.0513595166163142,0.08847184986595175,0.0034602076124567475
"Isaac Okoro","CLE",76,1652,103,0,57,15,0,0,2,0.14393939393939395,0.25333333333333335,0
"Isaiah Hartenstein","NYK",82,1628,71,0,32,13,1,0,9,0.09510086455331412,0.10355987055016182,0.02631578947368421
"Daniel Gafford","WAS",78,1604,187,0,97,36,0,0,14,0.21271929824561403,0.21271929824561403,0
"Mitchell Robinson","NYK",59,1589,122,0,58,8,0,0,7,0.17575757575757575,0.17575757575757575,0
"Drew Eubanks","POR",78,1584,125,0,51,12,0,0,18,0.13672922252010725,0.14366197183098592,0
"Gordon Hayward","CHA",50,1577,159,1,82,25,0,0,11,0.12852664576802508,0.17154811715481172,0
"Alex Caruso","CHI",67,1575,73,0,34,7,0,0,6,0.10862619808306709,0.20987654320987653,0
"Shake Milton","PHI",76,1567,116,1,57,14,1,0,6,0.10603290676416818,0.14321608040201006,0.006711409395973154
"Norman Powell","LAC",60,1567,277,2,115,19,6,0,24,0.14901477832512317,0.22157996146435452,0.020477815699658702
"Cole Anthony","ORL",60,1552,170,13,75,18,1,1,14,0.11394302848575712,0.16268980477223427,0.0048543689320388345
"Malaki Branham","SAS",66,1550,70,1,35,8,0,0,4,0.054858934169279,0.09138381201044386,0
"Cedi Osman","CLE",77,1548,108,0,40,12,4,0,13,0.07829181494661921,0.16260162601626016,0.012658227848101266
"Kelly Oubre Jr.","CHA",48,1548,208,5,102,36,5,1,12,0.1203599550056243,0.18681318681318682,0.014577259475218658
"Josh Green","DAL",60,1539,94,0,49,13,1,1,4,0.11961722488038277,0.19678714859437751,0.005917159763313609
"Brandon Ingram","NOP",45,1538,272,9,117,29,2,0,26,0.12864864864864864,0.1541501976284585,0.012048192771084338
"Josh Richardson","NOP",65,1530,81,9,25,7,2,2,13,0.0472027972027972,0.08960573476702509,0.006825938566552901
"Joe Harris","BKN",74,1527,28,2,6,1,5,2,2,0.024553571428571428,0.05357142857142857,0.01488095238095238
"T.J. McConnell","IND",75,1526,68,0,32,16,0,0,10,0.0595903165735568,0.06694560669456066,0
"Chris Boucher","TOR",76,1523,168,0,75,19,1,0,18,0.1296928327645051,0.1893939393939394,0.005263157894736842
"Georges Niang","PHI",78,1512,45,1,17,7,3,1,4,0.038910505836575876,0.1328125,0.007772020725388601
"Bogdan Bogdanovic","ATL",54,1508,77,7,27,1,5,1,2,0.0499219968798752,0.09747292418772563,0.013736263736263736
"Damion Lee","PHX",74,1506,104,6,26,4,3,1,23,0.06092436974789916,0.1145374449339207,0.012048192771084338
"Bol Bol","ORL",70,1505,108,0,51,15,4,1,6,0.10638297872340426,0.12718204488778054,0.034482758620689655
"John Konchar","MEM",72,1494,36,0,20,9,1,0,1,0.06325301204819277,0.12987012987012986,0.0056179775280898875
"Rui Hachimura","LAL",63,1466,119,1,57,14,0,0,7,0.09090909090909091,0.12205567451820129,0
"Dwight Powell","DAL",76,1458,168,0,69,16,0,0,22,0.21428571428571427,0.21766561514195584,0
"Jeremy Sochan","SAS",56,1458,116,0,62,18,0,0,5,0.1040268456375839,0.1341991341991342,0
"Keita Bates-Diop","SAS",67,1452,150,1,82,23,2,0,1,0.1596958174904943,0.21465968586387435,0.013888888888888888
"Davion Mitchell","SAC",80,1447,31,0,16,9,0,0,4,0.03940886699507389,0.07655502392344497,0
"Pat Connaughton","MIL",61,1443,41,0,14,3,3,2,6,0.03926096997690531,0.12727272727272726,0.009287925696594427
"Zach Collins","SAS",63,1441,142,0,60,16,0,0,18,0.10135135135135136,0.1348314606741573,0
"Isaiah Stewart","DET",50,1414,149,0,64,11,0,0,16,0.12955465587044535,0.22145328719723184,0
"AJ Griffin","ATL",72,1401,47,0,22,4,1,0,2,0.041666666666666664,0.07534246575342465,0.0038461538461538464
"Isaiah Joe","OKC",73,1395,100,5,25,7,11,1,11,0.06716417910447761,0.1893939393939394,0.027227722772277228
"Jonathan Kuminga","GSW",67,1394,138,0,65,13,0,0,9,0.11839708561020036,0.16129032258064516,0
"Jusuf Nurkic","POR",52,1391,192,0,95,32,0,0,17,0.16725352112676056,0.21158129175946547,0
"Dennis Smith Jr.","CHA",54,1390,106,0,45,5,1,0,9,0.09330628803245436,0.11811023622047244,0.008928571428571428
"Larry Nance Jr.","NOP",65,1381,79,0,35,9,0,0,9,0.10574018126888217,0.12110726643598616,0
"Josh Okogie","PHX",72,1350,192,0,82,6,2,1,15,0.1710794297352342,0.27986348122866894,0.010101010101010102
"Devonte' Graham","SAS",73,1338,131,6,42,5,8,3,14,0.10570824524312897,0.3230769230769231,0.023323615160349854
"Terrence Ross","PHX",63,1330,34,2,13,3,3,2,2,0.03361344537815126,0.059907834101382486,0.011583011583011582
"Luke Kennard","MEM",59,1315,39,5,11,2,2,2,7,0.03324808184143223,0.09016393442622951,0.007434944237918215
"Doug McDermott","SAS",64,1314,70,3,21,7,7,0,6,0.051470588235294115,0.08786610878661087,0.022950819672131147
"Talen Horton-Tucker","UTA",65,1313,168,3,78,21,0,0,14,0.11641791044776119,0.1670235546038544,0
"Jose Alvarado","NOP",61,1310,80,4,30,5,3,0,5,0.06382978723404255,0.11235955056179775,0.012
"Aaron Wiggins","OKC",70,1297,71,0,40,11,0,0,1,0.10204081632653061,0.14814814814814814,0
"Lonnie Walker IV","LAL",56,1297,106,2,49,9,2,1,6,0.0897887323943662,0.1540880503144654,0.008
"Sam Hauser","BOS",80,1290,17,0,6,1,0,0,2,0.014962593516209476,0.09090909090909091,0
"Jalen Smith","IND",68,1279,137,0,68,19,0,0,10,0.12208258527827648,0.18579234972677597,0
"LaMelo Ball","CHA",36,1268,122,15,38,8,2,1,20,0.05319148936170213,0.10326086956521739,0.005208333333333333
"David Roddy","MEM",70,1258,65,0,32,7,0,0,4,0.07191011235955057,0.13733905579399142,0
"Jaylen Nowell","MIN",65,1252,99,3,50,17,1,1,7,0.07750759878419453,0.11737089201877934,0.004310344827586207
"Naz Reid","MIN",68,1251,127,0,61,19,0,0,12,0.09854604200323101,0.1517412935323383,0
"Trey Lyles","SAC",74,1247,124,0,57,16,0,0,13,0.12694877505567928,0.2727272727272727,0
"Jalen Suggs","ORL",53,1246,119,0,48,14,1,1,16,0.10251046025104603,0.17391304347826086,0.0049504950495049506
"Kevin Love","MIA",62,1240,91,2,25,4,5,3,16,0.06711409395973154,0.16778523489932887,0.016778523489932886
"Cory Joseph","DET",62,1227,72,3,25,5,1,0,12,0.06989247311827956,0.13089005235602094,0.0055248618784530384
"Delon Wright","WAS",50,1221,60,0,28,11,1,0,6,0.0935483870967742,0.14814814814814814,0.008264462809917356
"Nick Richards","CHA",65,1218,183,0,98,34,0,0,11,0.259946949602122,0.26063829787234044,0
"Seth Curry","BKN",61,1211,55,6,10,4,8,5,11,0.039301310043668124,0.04484304932735426,0.03404255319148936
"Ochai Agbaji","UTA",59,1209,69,0,29,4,3,0,3,0.07729468599033816,0.15846994535519127,0.012987012987012988
"Kenrich Williams","OKC",53,1206,39,0,21,5,0,0,0,0.058011049723756904,0.09210526315789473,0
"Matisse Thybulle","POR",71,1200,28,0,16,4,0,0,0,0.06037735849056604,0.13675213675213677,0
"Cameron Johnson","BKN",42,1200,120,1,47,16,2,0,15,0.09664694280078895,0.188,0.007782101167315175
"Isaiah Livers","DET",52,1199,39,2,10,2,5,0,2,0.04983388704318937,0.10752688172043011,0.02403846153846154
"Anthony Lamb","GSW",62,1195,60,0,21,8,2,0,10,0.06990881458966565,0.1640625,0.009950248756218905
"Taurean Prince","MIN",54,1192,77,5,36,12,2,1,4,0.09405940594059406,0.1722488038277512,0.010256410256410256
"Andrew Wiggins","GSW",37,1190,72,0,35,11,3,1,3,0.06846846846846846,0.10670731707317073,0.013215859030837005
"Jordan Nwora","IND",62,1188,86,0,49,17,1,1,2,0.10482180293501048,0.18421052631578946,0.004739336492890996
"Gary Harris","ORL",48,1184,30,2,10,2,2,1,3,0.0379746835443038,0.10309278350515463,0.0091324200913242
"Tre Mann","OKC",67,1183,55,8,28,9,0,0,0,0.05384615384615385,0.10646387832699619,0
"Trendon Watford","POR",62,1182,100,2,51,12,0,0,4,0.1408839779005525,0.17114093959731544,0
"Christian Braun","DEN",76,1181,64,0,31,10,0,0,6,0.1,0.14485981308411214,0
"Xavier Tillman","MEM",61,1180,89,0,45,12,0,0,6,0.13274336283185842,0.1388888888888889,0
"Devin Vassell","SAS",38,1178,100,5,42,11,6,1,3,0.0746031746031746,0.11666666666666667,0.018518518518518517
"Collin Sexton","UTA",48,1145,199,1,92,25,1,0,18,0.17350746268656717,0.22276029055690072,0.008130081300813009
"Precious Achiuwa","TOR",55,1140,124,0,59,15,0,0,11,0.13169642857142858,0.17352941176470588,0
"Steven Adams","MEM",42,1133,129,0,51,15,0,0,23,0.1705685618729097,0.17114093959731544,0
"Alec Burks","DET",51,1122,188,8,60,13,12,3,22,0.13980582524271845,0.2247191011235955,0.04838709677419355
"Lamar Stevens","CLE",62,1120,57,0,27,5,0,0,2,0.08709677419354839,0.12558139534883722,0
"Moritz Wagner","ORL",57,1109,182,0,91,22,0,0,10,0.1956989247311828,0.30132450331125826,0
"Victor Oladipo","MIA",42,1106,79,0,31,5,0,0,9,0.07226107226107226,0.14285714285714285,0
"Jordan Goodwin","WAS",62,1105,69,0,33,9,0,0,6,0.08753315649867374,0.1274131274131274,0
"Ben Simmons","BKN",42,1105,57,0,22,8,0,0,10,0.08835341365461848,0.08906882591093117,0
"Jeff Green","DEN",56,1091,117,0,59,12,1,1,5,0.16,0.2177121771217712,0.009615384615384616
"Brandon Clarke","MEM",56,1090,137,0,71,25,0,0,10,0.17974683544303796,0.18251928020565553,0
"Bones Hyland","LAC",56,1086,102,11,32,7,2,1,16,0.05695142378559464,0.11387900355871886,0.006329113924050633
"Oshae Brissett","IND",65,1083,145,0,63,7,5,1,7,0.17506631299734748,0.2863636363636364,0.01910828025477707
"Thomas Bryant","DEN",59,1081,126,0,65,18,0,0,6,0.15625,0.18207282913165265,0
"Obi Toppin","NYK",67,1050,47,1,22,2,1,1,2,0.05239179954441914,0.11458333333333333,0.004048582995951417
"Joe Ingles","MIL",46,1044,21,0,3,1,2,0,5,0.01984126984126984,0.06382978723404255,0.00975609756097561
