"Name","TeamAbbreviation","GamesPlayed","Minutes","FTA","Technical Free Throw Trips","TwoPtShootingFoulsDrawn","2pt And 1 Free Throw Trips","ThreePtShootingFoulsDrawn","3pt And 1 Free Throw Trips","NonShootingFoulsDrawn","ShootingFoulsDrawnPct","TwoPtShootingFoulsDrawnPct","ThreePtShootingFoulsDrawnPct"
"LaMarcus Aldridge","SAS",75,2509,399,15,185,53,1,0,32,0.12567567567567567,0.13338139870223503,0.010752688172043012
"Klay Thompson","GSW",73,2504,98,3,37,6,3,1,10,0.03303055326176713,0.05377906976744186,0.0057361376673040155
"Carmelo Anthony","OKC",78,2501,193,9,76,13,5,0,15,0.06553398058252427,0.10039630118890357,0.010438413361169102
"Steven Adams","OKC",76,2487,286,0,113,33,0,0,49,0.14267676767676768,0.14303797468354432,0
"Bojan Bogdanovic","IND",80,2464,205,15,78,16,7,3,18,0.09259259259259259,0.14772727272727273,0.017948717948717947
"Taurean Prince","ATL",82,2464,180,6,73,18,6,2,16,0.07640232108317214,0.1273996509598604,0.013015184381778741
"Dwight Howard","CHA",81,2463,582,0,253,63,0,0,71,0.22979109900090827,0.2312614259597806,0
"Kentavious Caldwell-Pope","LAL",74,2458,194,16,54,12,18,5,19,0.08440797186400938,0.12705882352941175,0.04205607476635514
"Jayson Tatum","BOS",80,2443,258,2,114,21,5,1,18,0.1276824034334764,0.1661807580174927,0.02032520325203252
"Nikola Jokic","DEN",75,2443,313,0,129,42,4,1,44,0.12090909090909091,0.15789473684210525,0.014134275618374558
"Otto Porter Jr.","WAS",77,2432,128,2,56,15,1,0,13,0.061488673139158574,0.09135399673735727,0.0031847133757961785
"DeAndre Jordan","LAC",77,2424,312,0,112,29,0,0,59,0.16944024205748864,0.16944024205748864,0
"Marc Gasol","MEM",73,2408,337,26,124,29,0,0,48,0.1099290780141844,0.15346534653465346,0
"Kyle Kuzma","LAL",77,2401,208,8,87,21,5,0,17,0.08288288288288288,0.12965722801788376,0.011389521640091117
"Goran Dragic","MIA",75,2378,271,8,98,23,5,3,41,0.08940972222222222,0.11529411764705882,0.016556291390728478
"Dillon Brooks","MEM",82,2350,166,3,78,18,4,2,9,0.09832134292565947,0.13732394366197184,0.015037593984962405
"Wilson Chandler","DEN",74,2346,114,0,53,13,1,1,10,0.08047690014903129,0.12470588235294118,0.0040650406504065045
"Kevin Durant","GSW",68,2325,404,9,155,39,14,5,47,0.12546399406087602,0.16756756756756758,0.03317535545023697
"Eric Bledsoe","MIL",74,2322,317,1,115,37,6,0,53,0.11276794035414725,0.16265912305516267,0.01639344262295082
"Jeff Teague","MIN",70,2311,239,6,80,17,3,1,42,0.09662398137369034,0.1271860095389507,0.013043478260869565
"Dario Saric","PHI",78,2310,207,6,90,22,1,0,20,0.0948905109489051,0.16100178890876565,0.0025
"Courtney Lee","NYK",76,2310,124,18,39,3,2,0,15,0.05170239596469105,0.07602339181286549,0.007142857142857143
"Spencer Dinwiddie","BKN",80,2306,268,6,97,20,18,2,19,0.12352309344790548,0.2012448132780083,0.0400890868596882
"Gary Harris","DEN",67,2304,162,4,71,17,3,1,13,0.07676348547717843,0.125,0.007575757575757576
"Draymond Green","GSW",70,2287,173,0,80,17,0,0,15,0.11730205278592376,0.18779342723004694,0
"Yogi Ferrell","DAL",82,2281,103,0,38,8,4,2,14,0.05511811023622047,0.09476309226932668,0.0110803324099723
"PJ Tucker","HOU",82,2281,60,0,17,4,2,0,12,0.041666666666666664,0.11805555555555555,0.00641025641025641
"Al Horford","BOS",72,2277,120,7,47,8,0,0,14,0.059343434343434344,0.08303886925795052,0
"Trevor Ariza","HOU",67,2269,89,5,28,9,7,4,12,0.05200594353640416,0.1346153846153846,0.015053763440860216
"Justin Holiday","CHI",72,2265,164,7,39,11,19,5,22,0.0703883495145631,0.10803324099722991,0.04103671706263499
"Ricky Rubio","UTA",77,2254,254,23,69,11,3,0,48,0.08108108108108109,0.11274509803921569,0.010869565217391304
"JR Smith","CLE",80,2244,56,0,14,4,2,1,14,0.026402640264026403,0.0625,0.005235602094240838
"Kelly Oubre Jr.","WAS",81,2231,233,2,99,20,5,2,21,0.11926605504587157,0.198,0.013440860215053764
"Cory Joseph","IND",82,2210,94,4,27,6,1,0,20,0.04472843450479233,0.06206896551724138,0.005235602094240838
"Allen Crabbe","BKN",75,2192,135,16,26,6,22,6,10,0.055619930475086905,0.08253968253968254,0.040145985401459854
"Julius Randle","LAL",82,2190,425,0,213,57,0,0,28,0.2009433962264151,0.20985221674876847,0
"DeMarre Carroll","BKN",73,2180,246,0,83,21,13,5,36,0.11228070175438597,0.18201754385964913,0.03258145363408521
"Bogdan Bogdanovic","SAC",78,2175,119,17,31,9,5,3,20,0.04522613065326633,0.06666666666666667,0.015105740181268883
"Jimmy Butler","MIN",59,2164,425,18,163,36,15,2,39,0.16776625824693686,0.19221698113207547,0.07042253521126761
"Eric Gordon","HOU",69,2154,241,2,100,29,14,1,14,0.10815939278937381,0.23094688221709006,0.02254428341384863
"Derrick Favors","UTA",77,2153,215,0,109,29,0,0,13,0.13938618925831203,0.15159944367176634,0
"Jaylen Brown","BOS",70,2152,233,0,113,27,5,1,11,0.13213885778275475,0.19382504288164665,0.016129032258064516
"T.J. Warren","PHX",65,2142,255,6,126,37,0,0,17,0.109375,0.11864406779661017,0
"Wesley Matthews","DAL",63,2131,101,1,39,8,4,1,10,0.058823529411764705,0.1196319018404908,0.009876543209876543
"JJ Redick","PHI",70,2116,218,25,36,12,25,3,34,0.06594594594594595,0.08126410835214447,0.05186721991701245
"Patty Mills","SAS",82,2107,118,9,11,1,15,5,27,0.037037037037037035,0.039568345323741004,0.03537735849056604
"Denzel Valentine","CHI",77,2095,51,11,12,1,0,0,9,0.01639344262295082,0.03314917127071823,0
"Serge Ibaka","TOR",76,2093,118,0,57,15,1,0,8,0.07013301088270858,0.10775047258979206,0.003355704697986577
"Jae Crowder","UTA",80,2090,148,0,59,6,4,0,12,0.08653846153846154,0.15404699738903394,0.011594202898550725
"Jusuf Nurkic","POR",79,2088,273,0,122,38,0,0,34,0.1178743961352657,0.11867704280155641,0
"Dennis Schroder","ATL",67,2078,265,14,107,27,1,0,31,0.08801955990220049,0.11099585062240663,0.0038022813688212928
"Marcin Gortat","WAS",82,2075,163,0,74,17,0,0,18,0.11993517017828201,0.11993517017828201,0
"Al-Farouq Aminu","POR",69,2072,80,0,30,5,3,0,8,0.054098360655737705,0.11194029850746269,0.008771929824561403
"Dragan Bender","PHX",82,2069,51,0,21,5,0,0,7,0.042,0.11797752808988764,0
"Terry Rozier","BOS",80,2068,149,0,49,9,8,1,19,0.06729634002361275,0.11187214611872145,0.019559902200488997
"Austin Rivers","LAC",61,2057,159,1,71,17,1,0,15,0.08372093023255814,0.14228456913827656,0.002770083102493075
"Tony Snell","MIL",75,2053,48,1,19,2,1,0,4,0.045146726862302484,0.10919540229885058,0.0037174721189591076
"Tyler Johnson","MIA",72,2052,129,10,51,14,0,0,16,0.06818181818181818,0.12028301886792453,0
"Dennis Smith Jr.","DAL",69,2049,193,0,83,19,2,0,20,0.0779816513761468,0.11081441922563418,0.005865102639296188
"Willie Cauley-Stein","SAC",73,2044,247,0,124,26,0,0,13,0.1423650975889782,0.14435389988358557,0
"Ish Smith","DET",82,2043,116,0,44,14,2,1,19,0.055288461538461536,0.06027397260273973,0.0196078431372549
"Wayne Ellington","MIA",77,2041,78,19,9,4,13,3,6,0.03076923076923077,0.07142857142857142,0.022071307300509338
"Clint Capela","HOU",74,2034,257,0,134,37,0,0,13,0.17335058214747737,0.17357512953367876,0
"Evan Turner","POR",79,2034,107,1,46,10,0,0,12,0.07504078303425775,0.09563409563409564,0
"Jonathon Simmons","ORL",69,2029,241,3,119,33,2,0,14,0.1425206124852768,0.18506998444790046,0.009708737864077669
"De'Aaron Fox","SAC",73,2026,195,0,94,25,2,0,13,0.11059907834101383,0.13183730715287517,0.012903225806451613
"Buddy Hield","SAC",80,2024,81,18,23,7,3,1,9,0.027339642481598318,0.04251386321626617,0.007317073170731708
"Lauri Markkanen","CHI",68,2020,166,7,70,26,9,3,12,0.08662280701754387,0.13861386138613863,0.022113022113022112
"Darren Collison","IND",69,2018,144,11,56,14,1,1,17,0.0838235294117647,0.11789473684210526,0.004878048780487805
"Marvin Williams","CHA",78,2006,123,0,51,11,6,4,11,0.09421487603305785,0.17114093959731544,0.019543973941368076
"Nicolas Batum","CHA",64,1981,130,10,38,13,10,3,17,0.07038123167155426,0.09476309226932668,0.03558718861209965
"Kyle Anderson","SAS",74,1978,146,0,64,16,0,0,17,0.13168724279835392,0.14918414918414918,0
"Brandon Ingram","LAL",59,1975,282,0,128,30,2,1,26,0.1511627906976744,0.16976127320954906,0.018867924528301886
"Joe Harris","BKN",78,1975,104,4,42,15,5,1,9,0.07208588957055215,0.14482758620689656,0.013812154696132596
"Blake Griffin","DET",58,1970,330,8,133,31,0,0,44,0.12112932604735883,0.1713917525773196,0
"John Henson","MIL",76,1970,158,0,70,14,0,0,17,0.12544802867383512,0.12704174228675136,0
"Markieff Morris","WAS",73,1968,128,3,50,13,2,0,16,0.07162534435261708,0.09671179883945841,0.009569377990430622
"Jeremy Lamb","CHA",80,1967,208,7,97,31,2,1,17,0.11012235817575083,0.15062111801242237,0.00784313725490196
"Josh Jackson","PHX",77,1959,279,0,131,26,1,0,20,0.12716763005780346,0.1597560975609756,0.0045871559633027525
"Marco Belinelli","PHI",80,1947,163,12,40,10,11,1,25,0.06343283582089553,0.10025062656641603,0.027160493827160494
"Darius Miller","NOP",82,1944,67,7,9,1,17,8,4,0.051587301587301584,0.06569343065693431,0.04632152588555858
"James Johnson","MIA",73,1943,162,0,76,29,1,1,19,0.11649016641452345,0.15966386554621848,0.005405405405405406
"Kyrie Irving","BOS",60,1931,261,19,91,23,12,2,27,0.08841201716738198,0.12165775401069519,0.02877697841726619
"Rondae Hollis-Jefferson","BKN",68,1921,316,0,163,48,0,0,19,0.19427890345649582,0.20764331210191084,0
"Joel Embiid","PHI",63,1912,467,0,199,41,0,0,56,0.16392092257001648,0.199,0
"Aaron Gordon","ORL",58,1909,225,0,99,30,11,1,13,0.11652542372881355,0.16722972972972974,0.03125
"Dirk Nowitzki","DAL",77,1900,108,14,35,8,4,1,11,0.04949238578680203,0.078125,0.011764705882352941
"Stanley Johnson","DET",69,1894,145,0,61,8,1,0,14,0.10097719869706841,0.16094986807387862,0.00425531914893617
"Jordan Clarkson","CLE",81,1887,190,19,66,22,9,5,22,0.0748502994011976,0.09705882352941177,0.027950310559006212
"Tim Hardaway Jr.","NYK",57,1885,179,6,68,12,5,2,19,0.07978142076502732,0.13545816733067728,0.012106537530266344
"Devin Booker","PHX",54,1865,329,20,116,31,10,2,42,0.10985178727114212,0.15364238410596026,0.025510204081632654
"Caris LeVert","BKN",71,1864,187,1,85,28,3,2,20,0.11097099621689786,0.15539305301645337,0.012195121951219513
"Michael Kidd-Gilchrist","CHA",74,1850,171,0,90,19,0,0,5,0.14263074484944532,0.14308426073131955,0
"Lance Stephenson","IND",82,1850,127,0,60,12,0,0,10,0.07926023778071334,0.11428571428571428,0
"Chris Paul","HOU",58,1847,221,15,28,10,13,3,64,0.04963680387409201,0.06407322654462243,0.033419023136246784
"Evan Fournier","ORL",57,1837,173,7,62,13,3,1,24,0.07511737089201878,0.12015503875968993,0.005952380952380952
"Myles Turner","IND",65,1836,206,1,94,19,0,0,18,0.13165266106442577,0.1687612208258528,0
"Frank Kaminsky","CHA",79,1835,194,4,94,24,2,0,10,0.1218274111675127,0.18359375,0.007246376811594203
"Enes Kanter","NYK",71,1830,184,0,83,25,0,0,22,0.10765239948119326,0.10793237971391417,0
"Jeff Green","CLE",78,1828,234,4,112,19,3,1,9,0.16129032258064516,0.20702402957486138,0.01744186046511628
"Rudy Gobert","UTA",56,1816,299,0,133,40,0,0,37,0.24767225325884543,0.24767225325884543,0
"George Hill","CLE",67,1812,140,5,39,9,3,2,31,0.07720588235294118,0.11538461538461539,0.014563106796116505
"Pau Gasol","SAS",77,1812,209,0,88,18,1,1,25,0.12769010043041606,0.15251299826689774,0.008333333333333333
"Domantas Sabonis","IND",74,1810,224,0,110,30,0,0,17,0.1484480431848853,0.15625,0
"Elfrid Payton","PHX",63,1809,168,0,81,27,1,0,15,0.11357340720221606,0.1287758346581876,0.010752688172043012
"Danny Green","SAS",70,1791,65,1,20,3,5,1,7,0.0429553264604811,0.07751937984496124,0.015432098765432098
"Kent Bazemore","ATL",65,1789,201,2,84,22,7,1,17,0.12231182795698925,0.1810344827586207,0.025
"John Collins","ATL",74,1785,186,0,81,22,1,0,22,0.13410596026490065,0.14542190305206462,0
"Lonzo Ball","LAL",52,1780,71,0,22,5,6,0,7,0.04770017035775128,0.07692307692307693,0.019933554817275746
"Kelly Olynyk","MIA",76,1779,174,1,68,18,2,0,25,0.10174418604651163,0.16748768472906403,0.0070921985815602835
"Doug McDermott","DAL",81,1768,81,1,31,9,7,3,6,0.07116104868913857,0.09872611464968153,0.031818181818181815
"D.J. Augustin","ORL",75,1760,189,5,57,11,13,0,21,0.11686143572621036,0.18152866242038215,0.0456140350877193
"Anthony Tolliver","DET",79,1757,133,2,46,10,14,3,7,0.11560693641618497,0.32167832167832167,0.03723404255319149
"Dejounte Murray","SAS",81,1743,148,0,62,14,0,0,19,0.0943683409436834,0.09951845906902086,0
"DeMarcus Cousins","NOP",48,1737,394,3,173,44,5,2,40,0.178714859437751,0.2474964234620887,0.016835016835016835
"Brook Lopez","LAL",74,1735,158,0,72,26,2,0,17,0.08799048751486326,0.14007782101167315,0.0061162079510703364
"Reggie Bullock","DET",62,1732,49,1,23,4,0,0,3,0.04070796460176991,0.08098591549295775,0
"Ersan Ilyasova","PHI",69,1730,135,0,54,12,3,1,16,0.0867579908675799,0.13432835820895522,0.011764705882352941
"Jonas Valanciunas","TOR",77,1727,211,0,95,21,0,0,21,0.12483574244415244,0.13828238719068414,0
"Ryan Anderson","HOU",66,1725,93,0,39,5,4,1,5,0.08317214700193423,0.22285714285714286,0.011695906432748537
"T.J. McConnell","PHI",76,1706,39,2,9,3,0,0,11,0.02107728337236534,0.024657534246575342,0
"Frank Ntilikina","NYK",78,1706,68,0,20,4,2,2,15,0.04263565891472868,0.055710306406685235,0.012738853503184714
"Rajon Rondo","NOP",65,1705,46,0,17,4,0,0,8,0.03353057199211045,0.047619047619047616,0
"Robin Lopez","CHI",64,1690,90,0,44,14,0,0,8,0.06518518518518518,0.06656580937972768,0
"Jerian Grant","CHI",74,1686,188,0,79,27,11,3,15,0.15985790408525755,0.21467391304347827,0.05641025641025641
"Nikola Vucevic","ORL",57,1683,94,4,38,10,0,0,12,0.04377880184331797,0.0572289156626506,0
"Justise Winslow","MIA",68,1680,104,0,52,14,0,0,7,0.09885931558935361,0.1309823677581864,0
"Pascal Siakam","TOR",81,1679,87,0,50,21,0,0,4,0.09487666034155598,0.12658227848101267,0
"Dwight Powell","DAL",79,1672,185,0,88,25,0,0,18,0.17849898580121704,0.21515892420537897,0
"Jarell Martin","MEM",73,1661,116,0,52,6,0,0,9,0.0959409594095941,0.11711711711711711,0
"Tyler Ulis","PHX",71,1658,101,1,39,5,1,0,12,0.06825938566552901,0.0888382687927107,0.006802721088435374
"Mario Hezonja","ORL",75,1657,105,3,46,9,1,0,8,0.0717557251908397,0.11886304909560723,0.0037313432835820895
"Michael Beasley","NYK",74,1653,159,0,86,31,0,0,9,0.09976798143851508,0.11082474226804123,0
"Jamal Crawford","MIN",80,1653,113,5,30,10,13,4,16,0.055771725032425425,0.06696428571428571,0.04024767801857585
"Kevin Love","CLE",59,1651,266,18,84,13,6,1,38,0.11166253101736973,0.17872340425531916,0.017857142857142856
"Jerami Grant","OKC",81,1647,240,0,122,28,1,0,11,0.22323049001814882,0.2772727272727273,0.009009009009009009
"David Nwaba","CHI",70,1646,203,0,105,19,0,0,6,0.206286836935167,0.22975929978118162,0
"Tomas Satoransky","WAS",73,1643,96,0,27,7,1,0,23,0.0691358024691358,0.0891089108910891,0.00980392156862745
"Bobby Portis","CHI",73,1642,156,0,82,28,0,0,10,0.09479768786127167,0.1277258566978193,0
"Stephen Curry","GSW",51,1631,302,21,79,14,20,4,43,0.10476190476190476,0.18457943925233644,0.03868471953578337
"Andre Iguodala","GSW",64,1622,87,0,39,11,0,0,10,0.11206896551724138,0.16883116883116883,0
"Troy Daniels","PHX",79,1622,64,3,7,0,11,0,7,0.03035413153456998,0.056451612903225805,0.023454157782515993
"Rodney Hood","CLE",60,1615,129,4,46,11,7,2,14,0.06700379266750948,0.10154525386313466,0.020710059171597635
"Garrett Temple","SAC",65,1615,78,3,31,7,2,1,8,0.0658682634730539,0.11355311355311355,0.008771929824561403
"Marcus Smart","BOS",54,1614,133,7,37,6,2,0,26,0.07116788321167883,0.12457912457912458,0.00796812749003984
"Tyreke Evans","MEM",52,1607,209,10,82,21,8,2,18,0.10273972602739725,0.1404109589041096,0.0273972602739726
"James Ennis III","DET",72,1604,116,1,53,11,1,0,9,0.12646370023419204,0.19413919413919414,0.006493506493506494
"J.J. Barea","DAL",69,1603,102,2,36,8,6,0,9,0.058011049723756904,0.08888888888888889,0.018808777429467086
"Kyle Korver","CLE",73,1574,72,18,6,2,6,2,15,0.024390243902439025,0.05357142857142857,0.015789473684210527
"Luc Mbah a Moute","HOU",61,1564,95,0,46,11,0,0,7,0.12105263157894737,0.2222222222222222,0
"Dante Cunningham","BKN",73,1562,52,0,25,7,0,0,5,0.06544502617801047,0.11682242990654206,0
"Kristaps Porzingis","NYK",48,1553,275,8,110,28,2,0,35,0.11510791366906475,0.1480484522207268,0.008695652173913044
"Jarrett Jack","NYK",62,1548,75,1,30,7,1,0,9,0.06638115631691649,0.07894736842105263,0.011494252873563218
"Dewayne Dedmon","ATL",62,1542,86,0,41,21,1,0,11,0.08433734939759036,0.1151685393258427,0.007042253521126761
"JaMychal Green","MEM",55,1542,111,0,58,11,0,0,3,0.10841121495327102,0.14215686274509803,0
"Dwyane Wade","MIA",67,1536,189,2,81,17,4,0,15,0.11333333333333333,0.12755905511811025,0.034782608695652174
"Shabazz Napier","POR",74,1535,138,2,55,9,8,2,8,0.10806174957118353,0.1532033426183844,0.03571428571428571
"Marquese Chriss","PHX",72,1527,158,0,68,12,0,0,17,0.1275797373358349,0.19825072886297376,0
"Kris Dunn","CHI",52,1525,114,0,50,11,0,0,13,0.07092198581560284,0.08756567425569177,0
"Jakob Poeltl","TOR",82,1524,101,0,54,23,0,0,8,0.13012048192771083,0.13075060532687652,0
"Fred VanVleet","TOR",76,1520,101,0,38,11,4,3,15,0.07329842931937172,0.12218649517684887,0.015267175572519083
"Bryn Forbes","SAS",80,1517,72,2,22,7,9,2,5,0.05973025048169557,0.07746478873239436,0.03829787234042553
"Zach Randolph","SAC",59,1508,107,0,56,21,0,0,8,0.07017543859649122,0.08602150537634409,0
"Justin Jackson","SAC",68,1506,36,0,20,10,0,0,3,0.046620046620046623,0.08196721311475409,0
"Bismack Biyombo","ORL",82,1495,157,0,73,17,0,0,14,0.17892156862745098,0.17936117936117937,0
"Nikola Mirotic","NOP",55,1494,137,3,50,14,2,0,21,0.07202216066481995,0.13812154696132597,0.005555555555555556
"Pat Connaughton","POR",82,1488,44,0,18,6,1,0,6,0.04714640198511166,0.09375,0.004739336492890996
"Wesley Johnson","LAC",74,1486,58,1,27,5,0,0,4,0.06923076923076923,0.1267605633802817,0
"Aron Baynes","BOS",81,1485,78,0,34,9,0,0,10,0.07218683651804671,0.07555555555555556,0
"OG Anunoby","TOR",74,1482,62,0,35,10,0,0,1,0.09433962264150944,0.20114942528735633,0
"Ed Davis","POR",78,1471,111,0,58,15,0,0,5,0.17365269461077845,0.17417417417417416,0
"Tyus Jones","MIN",82,1467,81,1,35,10,2,0,7,0.10422535211267606,0.15625,0.015267175572519083
"Luke Kennard","DET",73,1463,76,9,30,7,2,1,5,0.065439672801636,0.10238907849829351,0.01020408163265306
"Josh Hart","LAL",63,1460,94,0,39,7,1,0,10,0.09803921568627451,0.18571428571428572,0.005050505050505051
"Ian Clark","NOP",74,1454,59,14,19,4,1,0,4,0.03913894324853229,0.06031746031746032,0.00510204081632653
"Marcus Morris","BOS",54,1442,154,2,67,18,5,1,12,0.10843373493975904,0.1572769953051643,0.02100840336134454
"Jarrett Allen","BKN",72,1441,147,0,71,11,0,0,8,0.15536105032822758,0.16063348416289594,0
"Mason Plumlee","DEN",74,1440,179,0,69,20,0,0,32,0.16546762589928057,0.1658653846153846,0
"Malcolm Brogdon","MIL",48,1436,85,8,29,7,0,0,13,0.05523809523809524,0.07967032967032966,0
"Avery Bradley","LAC",46,1433,82,1,29,8,1,0,14,0.04636785162287481,0.0654627539503386,0.004901960784313725
"Delon Wright","TOR",69,1433,117,0,54,17,0,0,13,0.11513859275053305,0.17088607594936708,0
"Mario Chalmers","MEM",66,1421,138,3,46,7,3,1,23,0.1012396694214876,0.15807560137457044,0.015544041450777202
"Larry Nance Jr.","CLE",66,1421,137,0,52,14,0,0,24,0.11529933481152993,0.11845102505694761,0
"John Wall","WAS",41,1410,242,2,108,28,0,0,26,0.14457831325301204,0.18620689655172415,0
"Mike Scott","WAS",76,1406,76,1,41,13,0,0,3,0.07427536231884058,0.10539845758354756,0
"Alex Len","PHX",69,1395,231,0,111,28,0,0,19,0.24078091106290672,0.2423580786026201,0
"Nick Young","GSW",80,1393,65,0,20,6,7,1,6,0.0531496062992126,0.11363636363636363,0.02108433734939759
"Kosta Koufos","SAC",71,1391,74,0,32,7,0,0,9,0.07729468599033816,0.07729468599033816,0
"Trey Lyles","DEN",73,1391,143,0,68,13,2,1,8,0.11551155115511551,0.17571059431524547,0.0091324200913242
"Kyle O'Quinn","NYK",77,1387,127,0,62,17,0,0,10,0.1445221445221445,0.15048543689320387,0
"Nemanja Bjelica","MIN",67,1371,45,0,21,3,0,0,3,0.05398457583547558,0.10194174757281553,0
"Bam Adebayo","MIA",69,1368,179,0,81,19,0,0,18,0.20199501246882792,0.20558375634517767,0
"Shelvin Mack","ORL",69,1365,97,2,43,8,1,0,7,0.09777777777777778,0.13870967741935483,0.007142857142857143
"Raymond Felton","OKC",82,1365,44,3,15,3,2,0,4,0.030035335689045935,0.04491017964071856,0.008620689655172414
"Hassan Whiteside","MIA",54,1364,182,0,97,34,0,0,11,0.15132605304212168,0.15179968701095461,0
"Quincy Acy","BKN",70,1359,60,0,22,1,1,0,7,0.059431524547803614,0.23404255319148937,0.0034129692832764505
"Lance Thomas","NYK",73,1353,53,0,23,2,1,1,4,0.08333333333333333,0.1402439024390244,0.008064516129032258
"Devin Harris","DEN",71,1340,170,1,70,19,8,1,13,0.15234375,0.2517985611510791,0.03418803418803419
"CJ Miles","TOR",70,1336,97,4,18,3,20,6,6,0.06050955414012739,0.1125,0.042735042735042736
"Gorgui Dieng","MIN",79,1333,102,0,46,5,1,0,6,0.10930232558139535,0.125,0.016129032258064516
"Andrew Harrison","MEM",56,1326,159,1,73,21,0,0,17,0.15176715176715178,0.2153392330383481,0
"Manu Ginobili","SAS",65,1299,131,5,43,12,2,0,24,0.09090909090909091,0.14285714285714285,0.010309278350515464
"Montrezl Harrell","LAC",76,1293,222,0,112,40,0,0,19,0.18064516129032257,0.18270799347471453,0
"Patrick Patterson","OKC",82,1270,46,0,20,1,1,1,3,0.07368421052631578,0.17543859649122806,0.005847953216374269
"Maurice Harkless","POR",59,1264,59,0,28,5,0,0,4,0.0875,0.13861386138613863,0
"Emmanuel Mudiay","NYK",64,1244,129,2,52,13,4,1,13,0.09859154929577464,0.12470023980815348,0.026490066225165563
"Skal Labissiere","SAC",60,1240,118,0,60,20,0,0,9,0.12048192771084337,0.1342281879194631,0
"Thon Maker","MIL",74,1238,93,0,38,5,3,1,8,0.1168091168091168,0.15510204081632653,0.02830188679245283
