"Name","TeamAbbreviation","GamesPlayed","Minutes","Fouls","ShootingFouls","Loose Ball Fouls","Loose Ball Fouls Drawn","Offensive Fouls","Charge Fouls","Offensive Fouls Drawn","Charge Fouls Drawn","BlockingFouls","BlockingFoulsDrawn","Clear Path Fouls","Transition Take Fouls","Transition Take Fouls Drawn","Defensive 3 Seconds Violations","FoulsDrawn"
"Jabari Smith Jr.","HOU",79,2451,227,137,13,14,11,2,12,0,0,0,1,0,0,1,156
"Trey Murphy III","NOP",79,2448,155,96,5,6,7,4,16,0,0,0,0,0,1,1,129
"Darius Garland","CLE",69,2447,148,59,11,3,10,1,36,7,0,0,0,0,1,0,298
"Tobias Harris","PHI",74,2436,149,78,2,7,10,9,1,0,0,0,0,0,1,1,110
"De'Aaron Fox","SAC",73,2435,172,80,5,6,5,2,29,5,0,0,1,0,3,1,343
"Donovan Mitchell","CLE",68,2432,168,74,14,0,11,4,12,2,0,0,0,4,0,3,279
"Paolo Banchero","ORL",72,2430,160,90,7,8,8,14,2,6,0,0,0,1,1,3,362
"Jaden McDaniels","MIN",79,2416,272,131,10,8,9,7,14,1,0,0,0,1,0,1,125
"Shai Gilgeous-Alexander","OKC",68,2416,192,78,6,6,21,9,15,0,0,0,0,0,2,5,491
"Royce O'Neale","BKN",76,2409,239,139,12,4,9,4,24,1,0,0,0,1,1,0,89
"Jaylen Brown","BOS",67,2405,172,71,8,3,19,9,8,1,0,0,0,2,0,0,272
"Luka Doncic","DAL",66,2391,166,73,14,12,6,6,6,4,0,0,0,4,2,2,481
"O.G. Anunoby","TOR",67,2386,200,88,15,9,15,14,6,9,0,0,0,1,2,3,155
"Keegan Murray","SAC",80,2382,162,112,9,3,4,0,9,10,0,0,0,0,1,2,79
"Kentavious Caldwell-Pope","DEN",76,2381,145,72,5,7,3,2,45,0,0,0,1,0,0,0,145
"P.J. Washington","CHA",73,2380,193,121,5,10,8,3,8,0,0,0,0,0,0,0,151
"Jalen Brunson","NYK",68,2379,152,70,4,7,9,9,50,27,0,0,0,1,2,0,389
"Brook Lopez","MIL",78,2373,203,134,13,6,30,6,2,0,0,0,0,1,0,13,164
"Josh Giddey","OKC",76,2367,143,85,8,2,3,9,0,1,0,0,0,0,1,1,114
"Reggie Bullock","DAL",78,2364,166,86,10,3,7,1,7,0,0,0,0,0,0,0,30
"Immanuel Quickley","NYK",81,2344,166,77,10,1,6,1,9,1,0,0,0,0,1,1,175
"Tyler Herro","MIA",67,2336,101,59,4,5,8,5,2,0,0,0,0,0,0,0,128
"Nikola Jokic","DEN",69,2323,174,91,13,24,17,9,8,4,0,0,0,1,3,4,391
"Patrick Williams","CHI",82,2323,147,77,4,11,17,3,9,2,0,0,0,0,0,0,101
"Derrick White","BOS",82,2319,177,117,3,8,3,1,38,13,0,0,1,0,0,0,204
"Jaden Ivey","DET",74,2304,242,120,9,8,7,6,19,1,0,0,1,0,3,1,318
"D'Angelo Russell","LAL",71,2304,140,56,12,3,6,2,16,2,0,0,0,1,0,1,186
"Draymond Green","GSW",73,2297,229,113,10,17,23,6,17,13,0,0,0,0,1,1,148
"Kenyon Martin Jr.","HOU",82,2292,147,75,4,1,13,5,5,1,0,0,0,0,1,0,152
"Joel Embiid","PHI",66,2284,205,111,15,14,21,12,1,2,0,0,0,1,0,5,511
"Bruce Brown","DEN",80,2280,190,108,10,3,8,3,11,0,0,0,0,0,2,0,118
"Klay Thompson","GSW",69,2279,130,73,10,0,8,4,3,0,0,0,0,1,1,0,92
"Jalen Williams","OKC",75,2276,191,99,7,7,9,7,13,7,0,0,0,1,1,2,164
"Lauri Markkanen","UTA",66,2273,137,64,10,8,29,6,9,0,0,0,1,0,2,0,297
"Luguentz Dort","OKC",74,2272,243,111,14,11,9,5,87,6,0,0,0,1,1,1,272
"Max Strus","MIA",80,2272,166,104,8,3,6,3,9,9,0,0,0,0,0,0,91
"Nic Claxton","BKN",76,2271,212,105,18,20,25,6,14,0,0,0,0,0,1,0,220
"Jerami Grant","POR",63,2246,152,78,4,6,13,12,17,8,0,0,0,2,0,0,278
"Kyrie Irving","DAL",60,2240,165,85,9,4,9,0,11,5,0,0,0,0,2,1,217
"Kyle Kuzma","WAS",64,2239,145,76,5,7,15,19,3,5,0,0,0,0,0,2,176
"Caris LeVert","CLE",74,2237,170,89,5,4,5,2,24,6,0,0,0,1,0,0,165
"Bennedict Mathurin","IND",78,2222,162,67,9,13,14,16,8,2,0,0,0,1,0,2,305
"Terry Rozier","CHA",63,2221,119,52,6,3,10,5,36,2,0,0,0,1,0,0,191
"Jarrett Allen","CLE",68,2220,153,91,11,26,13,4,9,4,0,0,0,2,1,3,222
"Dillon Brooks","MEM",73,2214,240,104,12,5,9,6,22,1,0,0,0,2,1,0,132
"Kevin Huerter","SAC",75,2203,181,86,9,5,6,0,8,0,0,0,1,1,0,4,99
"Jrue Holiday","MIL",67,2183,116,54,3,3,13,1,20,1,0,0,0,0,0,0,161
"Alperen Sengun","HOU",75,2171,258,152,34,36,26,8,22,9,0,0,0,1,0,4,329
"Anfernee Simons","POR",62,2171,142,73,3,7,9,6,9,2,0,0,0,1,0,0,129
"Ivica Zubac","LAC",76,2170,219,148,11,45,25,3,2,0,0,0,0,1,0,13,214
"Killian Hayes","DET",76,2154,219,111,6,7,3,2,20,8,0,0,0,1,2,0,129
"Tim Hardaway Jr.","DAL",71,2152,120,65,7,9,9,2,18,21,0,0,0,0,0,0,155
"De'Anthony Melton","PHI",77,2150,191,95,7,4,7,2,8,0,0,0,0,1,0,0,75
"Rudy Gobert","MIN",70,2148,210,108,37,47,33,2,3,1,0,0,0,1,0,5,319
"Jimmy Butler","MIA",64,2138,80,32,7,10,6,4,7,5,0,0,0,0,0,0,365
"James Harden","PHI",58,2135,112,46,6,3,11,9,8,3,0,0,1,1,1,0,267
"Jamal Murray","DEN",65,2133,103,60,3,7,7,1,13,4,0,0,0,1,2,0,179
"John Collins","ATL",71,2130,220,150,10,13,13,5,6,14,0,0,1,0,2,1,193
"Saddiq Bey","ATL",77,2129,123,45,10,3,6,6,3,0,0,0,1,0,1,0,152
"Russell Westbrook","LAC",73,2126,162,71,10,5,11,5,3,5,0,0,0,2,0,0,212
"De'Andre Hunter","ATL",67,2126,199,97,8,12,9,4,29,4,0,0,0,1,2,0,217
"Quentin Grimes","NYK",71,2121,177,93,3,10,3,4,14,1,0,0,0,0,1,0,81
"Kristaps Porzingis","WAS",65,2120,196,112,19,21,29,2,8,0,0,0,0,3,2,7,394
"Gary Trent Jr.","TOR",66,2118,102,43,1,6,10,2,10,0,0,0,0,1,2,0,134
"Damian Lillard","POR",58,2107,109,54,6,9,5,3,19,5,0,0,0,0,2,0,413
"Ayo Dosunmu","CHI",80,2098,182,85,7,1,5,3,8,1,0,0,0,0,2,2,67
"Corey Kispert","WAS",74,2093,97,54,4,4,7,3,6,0,0,0,0,0,1,1,68
"Malik Beasley","LAL",81,2093,107,56,6,0,4,2,6,0,0,0,0,0,0,0,48
"Caleb Martin","MIA",71,2078,145,72,7,10,8,5,15,16,0,0,0,0,0,0,123
"Andrew Nembhard","IND",75,2074,179,75,9,0,6,1,15,15,0,0,0,2,2,0,117
"Keldon Johnson","SAS",63,2063,125,55,3,3,7,7,4,0,0,0,0,0,1,0,229
"Aaron Gordon","DEN",68,2055,129,83,2,15,11,5,9,1,0,0,0,0,0,2,242
"Mason Plumlee","LAC",79,2053,217,117,8,25,21,9,8,1,0,0,0,2,1,2,254
"Grant Williams","BOS",79,2045,192,102,13,13,15,2,14,6,0,0,0,2,0,0,126
"Deandre Ayton","PHX",67,2036,190,117,12,11,32,3,0,0,0,0,0,0,0,3,166
"Mike Conley","MIN",67,2028,139,75,5,3,2,1,39,4,0,0,0,1,0,0,172
"Kevin Porter Jr.","HOU",59,2024,156,58,9,8,8,4,9,3,0,0,0,0,2,0,197
"Giannis Antetokounmpo","MIL",63,2024,197,69,21,14,36,23,2,3,0,0,0,2,2,5,570
"Deni Avdija","WAS",76,2020,209,129,8,5,8,15,6,0,0,0,0,2,2,0,136
"Tyrese Maxey","PHI",60,2016,132,56,3,4,9,6,9,1,0,0,0,0,1,0,159
"Dorian Finney-Smith","BKN",66,2009,144,81,7,10,8,1,4,0,0,0,0,1,0,1,56
"Jordan Clarkson","UTA",61,1988,120,52,6,2,10,1,6,0,0,0,0,3,0,1,188
"Dennis Schroder","LAL",66,1986,145,61,3,4,4,4,21,9,0,0,0,0,1,0,188
"Tre Jones","SAS",68,1984,98,53,3,6,2,3,40,10,0,0,0,0,0,0,184
"Grayson Allen","MIL",72,1972,117,68,8,7,0,1,20,3,0,0,0,0,0,0,121
"Jonas Valanciunas","NOP",79,1968,245,126,23,29,44,8,1,0,0,0,0,0,1,4,247
"Eric Gordon","LAC",69,1965,78,47,0,2,4,4,8,0,0,0,0,1,0,0,132
"Kevon Looney","GSW",82,1958,225,125,29,17,18,1,2,0,0,0,0,1,0,3,123
"Marcus Smart","BOS",61,1957,172,79,6,10,15,4,41,11,0,0,0,2,0,0,177
"Kyle Anderson","MIN",69,1957,146,63,10,12,6,4,15,1,0,0,1,0,1,1,129
"LeBron James","LAL",55,1954,88,37,7,8,15,12,1,8,0,0,0,0,3,0,273
"Herbert Jones","NOP",66,1951,208,108,15,7,11,3,16,19,0,0,0,0,0,0,141
"Ja Morant","MEM",61,1948,100,46,4,6,5,5,20,5,0,0,0,0,2,0,380
"Torrey Craig","PHX",79,1948,179,102,11,6,9,3,11,3,0,0,0,0,0,0,55
"Kelly Olynyk","UTA",68,1942,232,121,8,25,28,4,13,12,0,0,0,2,1,0,254
"Stephen Curry","GSW",56,1941,117,49,6,4,10,2,11,9,0,0,0,1,0,0,219
"Tyus Jones","MEM",80,1940,32,14,1,3,4,0,8,3,0,0,0,1,3,0,77
"Paul George","LAC",56,1939,159,80,5,10,15,3,13,3,0,0,0,0,1,0,230
"Al Horford","BOS",63,1921,121,80,6,5,12,1,2,0,0,0,0,0,0,0,34
"P.J. Tucker","PHI",75,1920,180,97,13,16,21,0,7,5,0,0,0,2,0,0,58
"Jalen McDaniels","PHI",80,1913,209,101,10,5,10,5,15,0,0,0,0,2,0,1,126
"Jakob Poeltl","TOR",72,1906,195,126,10,19,23,3,1,3,0,0,0,0,1,7,192
"Anthony Davis","LAL",56,1905,146,85,10,32,19,6,3,2,0,0,0,0,1,12,328
"Donte DiVincenzo","GSW",72,1894,133,52,9,9,9,2,34,0,0,0,0,0,1,0,113
"Bojan Bogdanovic","DET",59,1893,113,49,7,7,7,4,6,0,0,0,0,4,0,1,210
"Chris Paul","PHX",59,1889,126,59,5,6,6,1,5,3,0,0,1,3,2,1,139
"Tyrese Haliburton","IND",56,1883,69,37,4,2,4,2,6,1,0,0,0,0,1,2,157
"Jarred Vanderbilt","LAL",78,1880,190,92,15,21,12,4,22,0,0,0,0,0,1,2,140
"Terance Mann","LAC",81,1872,149,56,14,7,7,7,17,1,0,0,0,0,1,0,110
"Troy Brown Jr.","LAL",76,1860,120,65,5,6,3,2,11,1,0,0,0,0,0,1,44
"Onyeka Okongwu","ATL",80,1849,251,163,24,22,29,2,2,1,0,0,0,0,0,5,165
"Austin Reaves","LAL",64,1843,108,70,1,6,5,3,25,19,0,0,0,0,2,0,236
"Desmond Bane","MEM",58,1842,150,78,9,5,8,8,8,0,0,0,0,1,1,0,149
"Devin Booker","PHX",53,1835,159,74,12,4,12,5,13,1,0,0,0,0,2,0,286
"Myles Turner","IND",62,1825,215,134,7,26,26,6,5,0,0,0,0,0,0,4,254
"Marcus Morris Sr.","LAC",65,1825,136,68,7,8,8,2,7,0,0,0,0,1,0,2,72
"Bobby Portis","MIL",70,1819,115,55,13,14,11,4,1,0,0,0,0,1,0,1,98
"Patrick Beverley","CHI",67,1817,187,84,7,7,5,1,5,21,0,0,0,0,0,0,92
"Aaron Nesmith","IND",73,1816,235,134,14,7,7,4,22,12,0,0,0,2,0,0,141
"Jevon Carter","MIL",81,1812,158,75,5,4,1,0,6,0,0,0,0,1,1,0,49
"Michael Porter Jr.","DEN",62,1798,119,78,5,5,6,2,0,0,0,0,0,0,1,0,85
"Naji Marshall","NOP",77,1792,113,63,6,4,6,4,4,1,0,0,0,0,4,1,129
"Jaren Jackson Jr.","MEM",63,1787,227,109,28,21,28,10,5,0,0,0,0,0,1,2,242
"Shaedon Sharpe","POR",80,1779,136,64,3,8,3,5,5,3,0,0,0,0,0,0,91
"Markelle Fultz","ORL",60,1778,131,60,7,6,12,7,7,0,0,0,0,0,0,0,112
"Tari Eason","HOU",82,1767,189,99,13,3,6,9,3,0,0,0,0,0,0,0,110
"Gabe Vincent","MIA",68,1759,154,77,6,4,10,2,16,8,0,0,0,0,0,0,96
"Kawhi Leonard","LAC",52,1748,84,44,6,3,4,3,3,1,0,0,0,1,0,0,214
"Malcolm Brogdon","BOS",67,1744,109,52,9,8,7,0,18,0,0,0,0,0,0,0,169
"Christian Wood","DAL",67,1738,169,94,7,23,26,11,8,0,0,0,0,1,0,6,274
"Coby White","CHI",74,1730,122,69,4,4,2,1,16,8,0,0,0,0,2,2,94
"Clint Capela","ATL",65,1730,139,71,23,14,13,2,2,16,0,0,0,0,0,2,126
"Malik Monk","SAC",77,1719,125,70,1,3,8,5,6,1,0,0,1,0,0,2,147
"Kyle Lowry","MIA",55,1718,143,69,16,8,3,1,16,13,0,0,0,3,0,1,140
"Nicolas Batum","LAC",78,1709,149,67,8,4,8,0,3,2,0,0,0,0,1,0,41
"Walker Kessler","UTA",74,1703,169,119,11,19,22,2,1,0,0,0,0,0,1,4,126
"Monte Morris","WAS",62,1696,75,34,3,0,1,1,10,5,0,0,0,0,1,0,72
"Wendell Carter Jr.","ORL",57,1690,159,82,10,16,25,5,4,0,0,0,0,1,0,5,162
"Santi Aldama","MEM",77,1682,143,93,15,12,8,3,9,2,0,0,0,0,0,3,125
"Bradley Beal","WAS",50,1673,107,57,5,3,6,6,3,4,0,0,1,0,0,0,169
"Kevin Durant","PHX",47,1672,99,51,4,12,8,5,7,0,0,0,0,0,2,2,272
"Jalen Duren","DET",67,1670,182,97,15,21,27,4,2,0,0,0,0,0,0,3,124
"Reggie Jackson","DEN",68,1657,114,53,2,4,14,3,6,3,0,0,0,1,0,0,78
"Isaac Okoro","CLE",76,1652,158,68,13,7,1,3,10,0,0,0,0,1,1,0,79
"Isaiah Hartenstein","NYK",82,1628,213,113,45,15,17,0,3,3,0,0,0,1,0,1,70
"Daniel Gafford","WAS",78,1604,187,120,6,30,31,1,6,1,0,0,0,0,0,1,169
"Mitchell Robinson","NYK",59,1589,160,115,11,23,9,0,3,0,0,0,0,0,0,2,113
"Drew Eubanks","POR",78,1584,169,111,12,25,17,3,4,8,0,0,0,0,1,1,130
"Gordon Hayward","CHA",50,1577,70,36,1,2,10,1,4,0,0,0,0,0,2,0,143
"Alex Caruso","CHI",67,1575,159,82,10,4,2,1,34,13,0,0,0,1,0,0,106
"Shake Milton","PHI",76,1567,123,67,3,1,6,5,3,1,0,0,0,0,0,1,103
"Norman Powell","LAC",60,1567,125,54,3,2,11,4,10,0,0,0,0,2,2,1,223
"Cole Anthony","ORL",60,1552,158,83,5,3,3,3,6,2,0,0,0,0,1,1,123
"Malaki Branham","SAS",66,1550,115,76,2,4,1,1,6,0,0,0,0,0,1,1,60
"Cedi Osman","CLE",77,1548,122,56,4,1,4,2,21,5,0,0,0,3,0,2,112
"Kelly Oubre Jr.","CHA",48,1548,141,61,6,8,6,1,25,0,0,0,0,2,1,0,189
"Josh Green","DAL",60,1539,156,66,8,10,8,2,35,2,0,0,0,0,0,0,120
"Brandon Ingram","NOP",45,1538,116,63,6,4,13,9,9,2,0,0,0,0,1,2,222
"Josh Richardson","NOP",65,1530,117,62,8,5,8,1,11,1,0,0,0,0,0,0,99
"Joe Harris","BKN",74,1527,140,76,8,1,5,1,4,0,0,0,0,1,0,1,22
"T.J. McConnell","IND",75,1526,105,47,3,5,1,1,21,9,0,0,0,0,1,0,101
"Chris Boucher","TOR",76,1523,143,95,10,31,5,3,8,10,0,0,0,1,1,2,138
"Georges Niang","PHI",78,1512,145,79,11,2,8,2,0,9,0,0,0,1,0,4,50
"Bogdan Bogdanovic","ATL",54,1508,86,45,2,2,2,0,2,1,0,0,0,3,0,1,63
"Damion Lee","PHX",74,1506,118,55,3,5,10,1,20,0,0,0,0,0,3,0,104
"Bol Bol","ORL",70,1505,92,50,4,8,5,3,3,0,0,0,0,0,1,3,86
"John Konchar","MEM",72,1494,112,68,6,3,2,0,11,7,0,0,1,0,0,0,53
"Rui Hachimura","LAL",63,1466,72,34,9,2,8,5,0,2,0,0,0,0,0,0,85
"Dwight Powell","DAL",76,1458,209,138,14,26,27,1,16,0,0,0,0,1,0,2,189
"Jeremy Sochan","SAS",56,1458,138,58,17,2,6,4,4,3,0,0,0,4,0,2,100
"Keita Bates-Diop","SAS",67,1452,63,41,3,1,3,1,2,0,0,0,0,0,0,0,97
"Davion Mitchell","SAC",80,1447,112,53,5,2,4,0,39,14,0,0,0,0,1,0,94
"Pat Connaughton","MIL",61,1443,69,51,2,6,4,2,8,1,0,0,0,0,0,0,51
"Zach Collins","SAS",63,1441,199,118,19,20,33,7,9,4,0,0,0,0,0,2,147
"Isaiah Stewart","DET",50,1414,133,70,20,20,15,3,5,0,0,0,0,0,0,1,120
"AJ Griffin","ATL",72,1401,87,48,1,0,1,0,5,0,0,0,0,1,0,0,40
"Isaiah Joe","OKC",73,1395,105,55,4,6,1,0,14,20,0,0,0,0,0,0,102
"Jonathan Kuminga","GSW",67,1394,157,65,14,12,9,3,9,1,0,0,1,0,0,1,123
"Jusuf Nurkic","POR",52,1391,185,99,11,24,28,6,7,1,0,0,0,4,0,3,184
"Dennis Smith Jr.","CHA",54,1390,122,63,1,4,3,2,4,2,0,0,1,0,0,0,81
"Larry Nance Jr.","NOP",65,1381,133,57,17,17,14,1,4,11,0,0,0,1,0,0,88
"Josh Okogie","PHX",72,1350,114,59,6,11,2,3,33,5,0,0,0,0,1,0,178
"Devonte' Graham","SAS",73,1338,79,43,3,1,2,3,4,9,0,0,0,0,0,0,109
"Terrence Ross","PHX",63,1330,97,58,2,0,3,0,7,1,0,0,0,2,0,0,33
"Luke Kennard","MEM",59,1315,82,44,5,3,6,0,5,1,0,0,0,0,0,0,37
"Doug McDermott","SAS",64,1314,118,71,12,4,7,2,4,0,0,0,0,3,0,0,53
"Talen Horton-Tucker","UTA",65,1313,108,50,3,2,7,12,7,3,0,0,0,0,1,0,124
"Jose Alvarado","NOP",61,1310,125,61,3,3,5,1,8,7,0,0,0,1,2,0,76
"Aaron Wiggins","OKC",70,1297,110,65,3,2,3,2,5,1,0,0,0,0,0,0,62
"Lonnie Walker IV","LAL",56,1297,71,45,4,1,0,4,4,1,0,0,0,0,1,0,69
"Sam Hauser","BOS",80,1290,99,59,2,2,2,1,3,1,0,0,0,1,0,0,20
"Jalen Smith","IND",68,1279,153,97,10,31,16,3,5,7,0,0,0,0,0,2,144
"LaMelo Ball","CHA",36,1268,118,51,8,3,7,5,11,0,0,0,0,2,3,0,110
"David Roddy","MEM",70,1258,107,65,6,3,5,4,4,4,0,0,0,0,0,1,58
"Jaylen Nowell","MIN",65,1252,101,54,2,1,4,1,14,0,0,0,0,0,2,0,81
"Naz Reid","MIN",68,1251,176,120,7,11,12,5,4,5,0,0,0,0,0,2,110
"Trey Lyles","SAC",74,1247,97,57,5,17,6,5,1,10,0,0,0,0,0,0,103
"Jalen Suggs","ORL",53,1246,120,54,7,9,7,4,19,8,0,0,0,0,2,0,130
"Kevin Love","MIA",62,1240,97,61,9,16,8,2,2,33,0,0,0,0,0,0,113
"Cory Joseph","DET",62,1227,88,44,5,5,5,1,11,2,0,0,0,0,1,0,76
"Delon Wright","WAS",50,1221,59,32,1,4,3,0,12,3,0,0,0,1,0,0,81
"Nick Richards","CHA",65,1218,154,73,20,26,31,2,3,2,0,0,0,0,0,2,159
"Seth Curry","BKN",61,1211,96,33,8,2,7,0,12,0,0,0,0,1,2,1,57
"Ochai Agbaji","UTA",59,1209,99,65,6,3,5,4,2,1,0,0,0,0,0,0,49
"Kenrich Williams","OKC",53,1206,112,60,14,3,3,4,9,26,0,0,0,0,0,1,71
"Matisse Thybulle","POR",71,1200,113,52,5,2,2,1,9,2,0,0,0,2,0,0,33
"Cameron Johnson","BKN",42,1200,83,42,2,6,1,2,6,5,0,0,0,0,0,0,91
"Isaiah Livers","DET",52,1199,103,62,4,4,2,1,6,1,0,0,0,0,1,1,35
"Anthony Lamb","GSW",62,1195,134,69,20,11,3,3,10,6,0,0,0,2,0,2,68
"Taurean Prince","MIN",54,1192,123,69,4,2,5,3,13,10,0,0,0,0,0,0,85
"Andrew Wiggins","GSW",37,1190,107,59,5,5,9,1,9,1,0,0,0,1,0,0,82
"Jordan Nwora","IND",62,1188,74,49,3,1,3,4,4,0,0,0,0,1,0,0,70
"Gary Harris","ORL",48,1184,93,43,5,5,1,2,6,0,0,0,1,1,0,1,37
"Tre Mann","OKC",67,1183,99,55,6,1,5,0,3,5,0,0,1,0,0,0,53
"Trendon Watford","POR",62,1182,118,62,5,5,13,5,7,7,0,0,0,0,0,0,90
"Christian Braun","DEN",76,1181,101,51,6,3,2,3,2,2,0,0,0,0,0,2,46
"Xavier Tillman","MEM",61,1180,97,55,16,9,10,1,3,0,0,0,0,0,1,0,71
"Devin Vassell","SAS",38,1178,57,38,1,2,2,3,4,0,0,0,0,0,0,0,68
"Collin Sexton","UTA",48,1145,112,51,4,3,4,4,27,1,0,0,1,0,0,0,172
"Precious Achiuwa","TOR",55,1140,102,53,9,4,8,11,6,1,0,0,0,0,2,1,91
"Steven Adams","MEM",42,1133,98,40,15,28,22,1,6,1,0,0,0,1,1,1,131
"Alec Burks","DET",51,1122,98,55,1,8,7,0,15,3,0,0,0,0,0,0,138
"Lamar Stevens","CLE",62,1120,79,46,4,2,2,0,6,0,0,0,0,0,0,3,44
"Moritz Wagner","ORL",57,1109,136,67,16,6,16,3,7,17,0,0,0,0,0,7,150
"Victor Oladipo","MIA",42,1106,99,60,3,3,1,1,4,9,0,0,0,1,0,0,68
"Jordan Goodwin","WAS",62,1105,95,48,4,4,1,1,11,1,0,0,0,0,3,0,76
"Ben Simmons","BKN",42,1105,139,55,7,9,23,1,6,2,0,0,0,0,1,1,72
"Jeff Green","DEN",56,1091,99,54,11,5,8,7,5,7,0,0,0,1,1,2,95
"Brandon Clarke","MEM",56,1090,131,72,17,16,21,1,2,1,0,0,0,0,1,1,121
"Bones Hyland","LAC",56,1086,96,42,5,2,5,0,8,0,0,0,0,2,1,1,94
"Oshae Brissett","IND",65,1083,79,41,6,4,5,2,2,4,0,0,0,0,0,0,92
"Thomas Bryant","DEN",59,1081,102,68,6,7,8,3,3,0,0,0,0,0,0,1,98
"Obi Toppin","NYK",67,1050,68,42,4,6,8,1,0,0,0,0,0,0,1,0,34
"Joe Ingles","MIL",46,1044,74,35,3,0,2,0,10,0,0,0,0,4,0,1,32
"Isaiah Jackson","IND",63,1042,154,73,8,18,24,0,3,1,0,0,0,2,1,2,117
"Dyson Daniels","NOP",59,1042,99,59,4,3,3,3,3,3,0,0,0,0,0,0,41
"Jalen Johnson","ATL",70,1042,113,68,4,1,3,4,2,2,0,0,0,0,0,1,56
"Wenyen Gabriel","LAL",68,1024,144,86,11,16,17,4,4,0,0,0,0,0,0,2,91
"Austin Rivers","MIN",52,1016,80,49,4,2,1,0,15,1,0,0,0,0,0,0,46
"Hamidou Diallo","DET",56,996,124,41,8,6,12,5,14,1,0,0,0,1,1,0,117
"Will Barton","TOR",56,993,56,36,0,1,0,1,2,0,0,0,0,0,0,0,32
"Marvin Bagley III","DET",42,990,81,54,1,10,11,1,5,2,0,0,0,0,1,1,97
"Cam Reddish","POR",40,990,72,46,2,0,0,1,5,0,0,0,0,0,1,0,56
"Jock Landale","PHX",69,979,126,73,13,12,21,0,6,0,0,0,0,0,1,1,104
"Nassir Little","POR",54,976,66,37,4,3,3,4,3,1,0,0,0,0,0,0,37
"Usman Garuba","HOU",75,970,135,71,11,13,15,0,2,3,0,0,0,0,1,1,46
"Haywood Highsmith","MIA",54,969,82,47,2,2,2,0,5,1,0,0,0,1,1,0,30
"JT Thor","CHA",69,969,66,46,2,0,3,1,1,0,0,0,0,0,1,3,36
"Cameron Payne","PHX",48,968,88,31,4,2,8,1,19,4,0,0,0,2,0,0,63
"Kendrick Nunn","WAS",70,963,66,40,0,3,1,1,7,1,0,0,0,0,0,0,36
"Karl-Anthony Towns","MIN",29,957,111,57,10,3,25,3,5,1,0,0,0,0,0,0,132
"Zion Williamson","NOP",29,956,65,31,3,3,2,12,2,0,0,0,0,1,0,1,187
"Kevin Knox II","POR",63,952,95,55,8,2,4,2,1,0,0,0,0,0,0,1,43
"Cam Thomas","BKN",57,948,55,32,2,0,4,0,10,0,0,0,0,0,0,0,125
"Mike Muscala","BOS",63,945,98,52,3,8,10,2,3,0,0,0,0,0,0,1,49
"Maxi Kleber","DAL",37,930,85,62,6,6,5,0,6,1,0,0,0,1,0,0,41
