"Name","TeamAbbreviation","GamesPlayed","Minutes","Fouls","ShootingFouls","Loose Ball Fouls","Loose Ball Fouls Drawn","Offensive Fouls","Charge Fouls","Offensive Fouls Drawn","Charge Fouls Drawn","BlockingFouls","BlockingFoulsDrawn","Clear Path Fouls","Transition Take Fouls","Transition Take Fouls Drawn","Defensive 3 Seconds Violations","FoulsDrawn"
"Danuel House Jr.","HOU",39,979,80,52,2,2,4,2,0,2,0,0,0,0,0,0,41
"Ian Clark","NOP",60,973,95,38,1,7,4,2,5,0,0,0,0,0,0,0,39
"Thon Maker","DET",64,972,105,62,13,12,4,3,2,2,0,0,0,0,0,0,73
"Shaun Livingston","GSW",64,967,74,31,0,1,7,0,2,0,0,0,0,0,0,1,44
"Elie Okobo","PHX",53,958,109,44,4,1,4,1,2,0,0,0,0,0,0,0,44
"Jerian Grant","ORL",60,939,78,27,7,1,3,2,8,2,0,0,0,0,0,0,62
"Jahlil Okafor","NOP",59,935,96,65,9,9,7,2,3,0,0,0,0,0,0,2,97
"Dante Cunningham","SAS",64,928,71,46,3,0,1,1,4,1,0,0,0,0,0,0,17
"Daniel Theis","BOS",66,908,161,104,7,14,7,2,4,1,0,0,0,0,0,0,72
"Frank Ntilikina","NYK",43,904,104,48,6,2,1,3,10,2,0,0,0,0,0,1,39
"Cheick Diallo","NOP",64,896,113,64,11,4,10,2,2,2,0,0,0,0,0,1,62
"Chandler Hutchison","CHI",44,895,59,32,2,4,2,1,7,6,0,0,0,0,0,0,46
"D.J. Wilson","MIL",48,882,85,56,9,4,6,0,2,2,0,0,0,0,0,0,42
"Solomon Hill","NOP",44,878,80,42,2,1,2,0,10,1,0,0,0,0,0,0,37
"Zaza Pachulia","DET",68,878,151,56,14,18,27,0,4,3,0,0,0,0,0,2,138
"Meyers Leonard","POR",61,878,105,48,10,13,12,2,5,1,0,0,1,0,0,2,54
"Tyson Chandler","LAL",55,875,110,58,6,11,23,0,1,1,0,0,0,0,0,8,72
"Patrick Patterson","OKC",63,861,46,21,3,4,5,0,6,1,0,0,0,0,0,2,34
"CJ Miles","MEM",53,856,79,38,2,3,3,2,1,3,0,0,0,0,0,0,47
"Antonio Blakeney","CHI",57,829,41,21,1,2,0,0,1,0,0,0,1,0,0,0,51
"Dragan Bender","PHX",46,826,90,65,3,4,3,2,2,0,0,0,0,0,0,1,53
"Aron Baynes","BOS",51,821,125,71,11,20,19,1,5,15,0,0,0,0,0,0,96
"Harry Giles III","SAC",58,820,150,72,16,10,13,1,5,0,0,0,0,0,0,4,99
"Matthew Dellavedova","CLE",48,812,75,27,6,2,2,0,10,1,0,0,0,0,0,0,58
"Willy Hernangomez","CHA",58,812,98,46,10,10,14,3,3,1,0,0,0,0,0,4,110
"Omari Spellman","ATL",46,805,67,25,7,5,4,1,2,0,0,0,1,0,0,2,38
"Bruno Caboclo","MEM",34,800,81,43,8,4,2,5,2,0,0,0,0,0,0,1,37
"Dirk Nowitzki","DAL",51,795,76,48,1,6,2,0,1,0,0,0,0,0,0,0,40
"Sam Dekker","WAS",47,789,47,22,6,5,2,2,1,0,0,0,0,0,0,0,35
"Jordan Bell","GSW",68,788,80,54,2,9,6,1,4,5,0,0,0,0,0,3,54
"Luke Kornet","NYK",46,784,41,31,0,4,0,0,7,0,0,0,0,0,0,2,51
"Lance Thomas","NYK",46,783,83,37,3,4,3,1,7,2,0,0,1,0,0,0,42
"Bismack Biyombo","CHA",54,783,103,53,9,13,11,1,2,1,0,0,0,0,0,1,81
"DeMarcus Cousins","GSW",30,771,109,49,8,17,19,3,8,9,0,0,0,0,0,0,172
"Mo Bamba","ORL",47,766,102,69,6,11,13,0,0,2,0,0,0,0,0,1,63
"Troy Daniels","PHX",51,760,79,30,4,5,7,1,5,1,0,0,0,0,0,1,31
"Dwayne Bacon","CHA",43,759,72,33,1,2,1,1,2,0,0,0,0,0,0,0,42
"Frank Kaminsky","CHA",47,755,68,34,3,3,6,4,4,2,0,0,0,0,0,1,80
"J.J. Barea","DAL",38,752,50,9,1,0,5,2,18,3,0,0,0,0,0,0,83
"Marcin Gortat","LAC",47,751,92,42,6,6,18,0,2,6,0,0,0,0,0,2,65
"Cristiano Felicio","CHI",60,746,69,35,4,7,7,0,2,0,0,0,0,0,0,0,67
"Chasson Randle","WAS",49,743,91,41,1,2,4,2,8,1,0,0,0,0,0,0,56
"Brandon Knight","CLE",39,737,62,20,2,0,3,0,12,2,0,0,0,0,0,0,51
"Troy Brown Jr.","WAS",52,730,56,33,1,2,0,2,3,1,0,0,0,0,0,0,41
"Kenneth Faried","HOU",37,728,82,28,15,7,5,0,2,10,0,0,0,0,0,1,77
"Ivan Rabb","MEM",49,721,90,48,2,11,0,3,3,0,0,0,0,0,0,0,85
"Treveon Graham","BKN",35,715,68,31,3,6,0,3,8,4,0,0,0,0,0,0,39
"Cameron Payne","CLE",40,712,64,25,4,2,1,0,8,3,0,0,0,0,0,0,41
"Tyler Dorsey","MEM",48,698,53,30,3,3,3,0,0,0,0,0,0,0,0,1,50
"Abdel Nader","OKC",61,694,68,41,5,0,2,3,0,1,0,0,0,0,0,0,35
"Joakim Noah","MEM",42,693,96,45,6,8,9,3,0,3,0,0,0,0,0,2,83
"Boban Marjanovic","PHI",57,681,90,46,6,6,16,0,0,0,0,0,0,0,0,4,93
"Furkan Korkmaz","PHI",48,679,62,29,2,3,2,0,5,2,0,0,0,0,0,0,42
"Devonte' Graham","CHA",46,676,48,18,0,0,2,0,4,3,0,0,0,0,0,0,49
"Timothe Luwawu-Cabarrot","CHI",50,669,73,42,4,2,1,2,0,1,0,0,0,0,0,0,36
"Dante Exum","UTA",42,664,69,23,1,2,2,3,11,2,0,0,0,0,0,0,75
"Jerryd Bayless","MIN",34,657,56,26,1,0,1,0,0,1,0,0,0,0,0,0,26
"Aaron Holiday","IND",50,646,71,31,2,1,3,1,13,1,0,0,0,0,0,1,58
"Khem Birch","ORL",50,643,72,43,4,3,4,1,3,5,0,0,0,0,0,0,67
"Gary Clark","HOU",51,641,47,31,6,1,0,0,8,0,0,0,0,0,0,1,18
"Jonah Bolden","PHI",44,639,99,57,2,3,10,0,0,0,0,0,0,0,0,1,21
"Jose Calderon","DET",48,632,64,26,1,1,1,0,1,2,0,0,0,0,0,0,19
"Isaiah Canaan","MIL",30,628,52,23,2,0,2,1,7,3,0,0,0,0,0,0,30
"Tyrone Wallace","LAC",62,628,83,42,1,0,1,2,5,0,0,0,0,0,0,0,48
"Glenn Robinson III","DET",47,610,45,23,1,0,0,0,4,0,0,0,0,0,0,0,34
"Thabo Sefolosha","UTA",50,609,41,20,3,1,1,0,1,1,0,0,0,0,0,0,17
"Kevin Love","CLE",22,598,54,26,4,5,4,2,0,9,0,0,1,0,0,0,77
"Semi Ojeleye","BOS",56,594,43,24,1,4,1,2,1,3,0,0,0,0,0,0,31
"Alex Abrines","OKC",31,588,53,33,1,1,1,1,10,0,0,0,0,0,0,1,31
"Jevon Carter","MEM",39,577,55,24,1,0,3,2,1,0,0,0,0,0,0,0,28
"Isaiah Briscoe","ORL",39,559,66,30,2,0,1,3,8,9,0,0,0,0,0,0,52
"Nene","HOU",42,546,87,41,10,7,3,0,4,3,0,0,0,0,0,1,52
"Wesley Johnson","WAS",38,534,63,33,0,0,0,1,3,0,0,0,0,0,0,1,15
"Alex Caruso","LAL",25,531,54,33,6,2,0,0,7,3,0,0,0,0,0,0,58
"Amir Johnson","PHI",51,529,99,54,7,7,8,2,2,1,0,0,0,0,0,3,45
"Hamidou Diallo","OKC",51,526,77,39,3,1,5,2,9,0,0,0,0,0,0,0,51
"TJ Leaf","IND",58,522,35,23,1,2,0,1,2,0,0,0,0,0,0,0,25
"Omri Casspi","MEM",36,520,35,18,4,3,0,1,0,0,0,0,0,0,0,0,47
"Georges Niang","UTA",59,516,57,27,1,0,1,1,0,0,0,0,0,0,0,0,19
"Keita Bates-Diop","MIN",30,503,29,17,0,0,0,2,1,0,0,0,0,0,0,0,17
"Kosta Koufos","SAC",42,502,68,40,5,3,9,0,1,0,0,0,0,0,0,0,27
"Marquese Chriss","CLE",43,499,81,45,7,8,8,3,2,1,0,0,0,0,0,0,44
"Ian Mahinmi","WAS",34,498,84,33,7,8,6,0,3,5,0,0,0,0,0,0,58
"Chandler Parsons","MEM",25,496,45,19,4,1,2,1,1,2,0,0,1,0,0,0,27
"Corey Brewer","SAC",31,492,63,28,3,2,0,2,6,3,0,0,0,0,0,0,33
"Greg Monroe","PHI",43,480,66,39,5,7,5,1,0,2,0,0,0,0,0,0,52
"Raul Neto","UTA",37,474,49,19,1,2,3,0,5,2,0,0,0,0,0,0,42
"Justin Anderson","ATL",48,463,48,23,0,1,1,3,2,2,0,0,0,0,0,0,28
"Ryan Broekhoff","DAL",42,453,35,18,0,1,1,0,6,1,0,0,0,0,0,0,18
"Moritz Wagner","LAL",43,446,57,26,4,1,1,2,1,2,0,0,0,0,0,0,38
"Svi Mykhailiuk","DET",42,440,25,18,1,2,0,0,2,3,0,0,0,0,0,2,19
"Jaron Blossomgame","CLE",27,439,20,10,1,4,0,0,2,2,0,0,0,0,0,0,17
"Frank Mason","SAC",38,435,34,13,1,1,3,1,1,0,0,0,0,0,0,0,50
"Courtney Lee","DAL",34,428,32,12,1,1,1,0,3,3,0,0,0,0,0,0,21
"Jaylen Adams","ATL",34,428,45,24,1,0,2,0,3,0,0,0,0,0,0,0,13
"Markelle Fultz","PHI",19,427,52,27,2,2,2,1,1,0,0,0,0,0,0,0,29
"Grayson Allen","UTA",38,416,47,25,1,2,3,2,4,0,0,0,1,0,0,0,47
"Kadeem Allen","NYK",19,416,46,24,3,1,0,3,5,2,0,0,0,0,0,0,46
"Donte DiVincenzo","MIL",27,411,38,19,1,2,2,0,4,1,0,0,0,0,0,1,24
"Damian Jones","GSW",24,410,63,31,9,4,6,2,4,0,0,0,0,0,0,0,36
"Jon Leuer","DET",41,402,60,34,3,6,9,0,0,5,0,0,0,0,0,1,34
"Salah Mejri","DAL",36,399,55,36,3,4,4,0,0,10,0,0,0,0,0,0,37
"Patrick McCaw","TOR",29,397,38,19,1,0,1,0,3,0,0,0,0,0,0,0,15
"MarShon Brooks","MEM",29,387,33,12,0,0,4,0,2,2,0,0,0,0,0,2,29
"Luol Deng","MIN",22,380,24,13,1,4,0,0,0,0,0,0,0,0,0,0,25
"Raymond Felton","OKC",33,379,29,18,0,0,0,0,2,0,0,0,0,0,0,0,14
"Damion Lee","GSW",32,375,28,16,3,0,3,0,3,1,0,0,0,0,0,0,26
"Michael Carter-Williams","ORL",28,372,48,21,1,5,1,0,7,1,0,0,0,0,0,0,55
"Johnathan Williams","LAL",24,372,62,32,2,3,6,0,2,1,0,0,0,0,0,0,45
"Kyle O'Quinn","IND",45,371,68,42,5,4,5,1,0,0,0,0,0,0,0,0,21
"Pau Gasol","MIL",30,361,29,17,6,2,1,0,0,1,0,0,0,0,0,0,33
"Brad Wanamaker","BOS",36,343,34,14,1,1,1,0,1,0,0,0,0,0,0,0,23
"Channing Frye","CLE",36,341,44,27,3,3,1,0,2,0,0,0,0,0,0,2,16
"John Jenkins","NYK",26,333,10,7,0,0,0,1,1,0,0,0,0,0,0,0,16
"Jordan McRae","WAS",27,333,26,12,0,0,1,2,4,0,0,0,0,0,0,0,33
"Dillon Brooks","MEM",18,330,50,18,1,0,2,2,5,0,0,0,0,0,0,0,23
"Jarell Martin","ORL",42,328,51,32,4,2,3,1,1,1,0,0,0,0,0,0,17
"Ryan Anderson","MIA",25,321,25,13,3,2,2,0,1,2,0,0,0,0,0,0,21
"Jerome Robinson","LAC",33,320,46,18,2,0,0,0,2,2,0,0,0,0,0,0,12
"Ekpe Udoh","UTA",51,320,36,26,2,4,4,0,2,0,0,0,0,0,0,0,26
"Sindarius Thornwell","LAC",64,313,41,17,2,0,0,0,1,1,0,0,0,0,0,0,19
"Troy Williams","SAC",21,312,37,20,0,1,0,0,4,0,0,0,0,0,0,0,13
"Alex Poythress","ATL",21,305,47,23,2,0,4,0,4,0,0,0,0,0,0,0,28
"Carmelo Anthony","HOU",10,294,32,11,6,3,4,0,5,0,0,0,0,0,0,1,21
"Quincy Pondexter","SAS",53,292,24,11,0,1,1,1,0,0,0,0,0,0,0,0,28
"Robert Williams III","BOS",32,283,36,24,1,1,1,0,0,0,0,0,0,0,0,1,12
"Michael Beasley","LAL",26,277,42,22,1,0,0,2,0,0,0,0,0,0,0,0,29
"Shake Milton","PHI",20,268,29,20,0,0,1,0,2,0,0,0,0,0,0,0,7
"Cameron Reynolds","MIN",19,259,26,14,0,2,1,1,0,0,0,0,0,0,0,0,8
"Henry Ellenson","NYK",19,259,27,16,1,1,0,1,2,0,0,0,0,0,0,0,24
"Julian Washburn","MEM",18,254,16,7,0,0,0,0,1,0,0,0,0,0,0,0,5
"Guerschon Yabusele","BOS",41,251,32,18,4,1,4,0,0,0,0,0,0,0,0,0,17
"Christian Wood","NOP",21,250,17,12,0,3,0,1,1,0,0,0,0,0,0,1,36
"Deonte Burton","OKC",32,240,31,19,1,2,0,1,5,0,0,0,0,0,0,0,18
"Dwight Howard","WAS",9,230,34,14,6,8,4,0,0,0,0,0,0,0,0,1,48
"JR Smith","CLE",11,222,19,7,0,0,0,0,1,0,0,0,0,0,0,0,10
"Isaiah Hartenstein","HOU",28,221,56,22,11,3,4,2,1,0,0,0,0,0,0,0,14
"Brandon Sampson","CHI",14,214,19,11,1,0,1,1,3,0,0,0,0,0,0,0,6
"Jalen Jones","CLE",16,214,27,13,3,1,0,0,0,1,0,0,0,0,0,0,18
"Lorenzo Brown","TOR",26,212,22,7,2,0,1,0,0,0,0,0,0,0,0,0,4
"Theo Pinson","BKN",18,211,15,6,2,2,1,1,0,0,0,0,0,0,0,0,15
"Edmond Sumner","IND",23,210,26,17,1,2,1,1,0,1,0,0,0,0,0,0,19
"Daniel Hamilton","ATL",19,204,19,10,1,0,0,1,1,0,0,0,0,0,0,0,11
"Jacob Evans","GSW",30,204,28,18,0,0,0,0,0,0,0,0,0,0,0,0,5
"Khyri Thomas","DET",26,195,22,12,0,0,1,0,0,0,0,0,0,0,0,0,6
"Deng Adel","CLE",19,194,13,9,0,0,0,0,0,4,0,0,0,0,0,0,7
"Jason Smith","NOP",20,191,30,17,2,3,5,0,0,2,0,0,0,0,0,0,13
"John Henson","MIL",14,188,16,12,1,1,1,0,2,0,0,0,0,0,0,0,9
"Andrew Harrison","NOP",17,186,34,16,2,1,0,0,1,4,0,0,0,0,0,0,18
"Isaiah Thomas","DEN",12,181,17,6,0,0,0,0,1,0,0,0,0,0,0,0,23
"Caleb Swanigan","SAC",21,178,28,16,2,4,6,0,1,2,0,0,0,0,0,0,15
"Skal Labissiere","POR",22,176,29,17,1,1,3,0,1,0,0,0,0,0,0,0,12
"Yuta Watanabe","MEM",15,174,11,7,0,1,0,0,0,1,0,0,0,0,0,0,6
"Miles Plumlee","ATL",18,173,14,9,1,1,0,0,1,0,0,0,0,0,0,1,23
"Walter Lemon Jr.","CHI",6,167,14,5,0,0,0,1,1,0,0,0,0,0,0,0,11
"Dairis Bertans","NOP",12,167,7,5,0,1,0,0,0,1,0,0,0,0,0,0,7
"Chris Boucher","TOR",28,163,31,24,1,5,0,1,0,0,0,0,0,0,0,0,15
"Duncan Robinson","MIA",15,161,11,4,1,1,0,0,1,0,0,0,0,0,0,0,5
"Ben McLemore","SAC",19,158,22,10,0,0,0,0,1,1,0,0,0,0,0,0,7
"Johnathan Motley","LAC",22,156,27,10,1,0,3,1,0,0,0,0,0,0,0,0,24
"Ron Baker","WAS",15,152,18,6,1,0,1,0,4,0,0,0,0,0,0,0,8
"Milos Teodosic","LAC",15,150,27,7,0,1,0,0,3,0,0,0,0,0,0,0,10
"Ray Spalding","PHX",14,148,23,17,3,1,0,0,1,1,0,0,0,0,0,0,8
"Chimezie Metu","SAS",29,145,14,2,1,0,1,0,0,0,0,0,0,0,0,0,11
"Jemerrio Jones","LAL",6,143,10,5,0,1,0,0,0,1,0,0,0,0,0,0,3
"Anfernee Simons","POR",20,140,9,1,1,0,0,0,0,0,0,0,0,0,0,0,10
"Andrew Bogut","GSW",11,134,22,11,0,0,2,0,1,2,0,0,0,0,0,0,8
"C.J. Williams","MIN",15,128,16,7,0,0,0,0,0,0,0,0,0,0,0,0,3
"JaKarr Sampson","CHI",4,127,8,5,1,0,1,0,0,0,0,0,0,0,0,0,11
"Quincy Acy","PHX",10,123,24,12,5,3,1,0,3,3,0,0,0,0,0,0,14
"Rawle Alkins","CHI",10,120,7,5,1,1,0,0,0,0,0,0,0,0,0,1,7
"Isaac Bonga","LAL",22,120,9,8,0,0,0,0,1,0,0,0,0,0,0,0,10
"Deyonta Davis","ATL",9,118,12,7,0,0,2,0,0,0,0,0,0,0,0,0,6
"Lonnie Walker IV","SAS",17,118,7,7,0,0,0,0,0,0,0,0,0,0,0,0,9
"Drew Eubanks","SAS",23,113,11,8,1,1,1,0,1,0,0,0,0,0,0,0,10
"Jared Terrell","MIN",14,111,16,7,1,0,0,0,0,0,0,0,0,0,0,0,3
"Zhaire Smith","PHI",6,111,8,5,0,1,0,0,0,0,0,0,0,0,0,0,4
"Gary Trent Jr.","POR",15,111,4,1,0,0,1,0,0,1,0,0,0,0,0,0,7
"Jodie Meeks","TOR",8,104,5,3,0,0,0,0,0,0,0,0,0,0,0,0,2
"Malachi Richardson","TOR",22,103,13,4,0,0,0,0,0,1,0,0,0,0,0,0,5
"James Nunnally","HOU",15,102,10,2,0,0,0,0,1,0,0,0,0,0,0,0,3
"Bonzie Colson","MIL",8,98,3,2,0,1,1,0,0,0,0,0,0,0,0,0,6
"Devin Robinson","WAS",7,95,11,7,2,1,0,0,2,2,0,0,0,0,0,0,12
"Wade Baldwin IV","POR",16,94,11,4,0,0,0,1,1,0,0,0,0,0,0,0,9
"Tyler Lydon","DEN",25,94,10,3,1,1,2,1,0,0,0,0,0,0,0,0,3
"Tyler Zeller","MEM",6,93,20,9,5,1,1,1,0,1,0,0,0,0,0,0,11
"Daryl Macon","DAL",8,90,8,5,0,0,0,1,0,0,0,0,0,0,0,0,4
"Naz Mitrou-Long","UTA",14,84,10,6,0,0,1,0,1,1,0,0,0,0,0,0,4
"Udonis Haslem","MIA",10,74,9,7,0,1,1,0,1,2,0,0,0,0,0,0,7
"Jarred Vanderbilt","DEN",17,69,8,4,0,0,1,0,0,0,0,0,0,0,0,0,7
"Amile Jefferson","ORL",12,68,8,3,1,0,0,0,0,0,0,0,0,0,0,0,4
"Marcus Derrickson","GSW",11,67,9,5,0,0,1,0,0,0,0,0,0,0,0,0,3
"Malcolm Miller","TOR",10,67,5,3,0,0,0,0,0,0,0,0,0,0,0,0,2
"Jimmer Fredette","PHX",6,65,5,3,0,0,1,0,0,0,0,0,0,0,0,0,3
"Alize Johnson","IND",14,64,7,3,0,0,0,0,0,0,0,0,0,0,0,0,4
"Jawun Evans","OKC",8,64,8,3,0,0,0,0,0,0,0,0,0,0,0,0,3
"Billy Garrett","NYK",4,63,3,3,0,0,0,0,0,1,0,0,0,0,0,0,4
"Luc Mbah a Moute","LAC",4,61,8,2,0,0,0,0,0,0,0,0,0,0,0,0,3
"Brandon Goodwin","DEN",16,57,7,4,0,0,0,0,1,1,0,0,0,0,0,0,10
"Isaac Humphries","ATL",5,56,7,5,1,2,0,0,0,0,0,0,0,0,0,0,3
"Jordan Loyd","TOR",12,55,5,3,0,0,0,0,0,0,0,0,0,0,0,0,8
"PJ Dozier","BOS",6,51,2,1,0,0,0,0,1,0,0,0,0,0,0,0,3
"BJ Johnson","SAC",7,49,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2
"Mitchell Creek","MIN",5,47,3,1,2,0,0,0,0,0,0,0,0,0,0,0,3
"Davon Reed","IND",10,47,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1
"Melvin Frazier Jr.","ORL",10,44,6,3,0,0,0,0,2,0,0,0,0,0,0,0,4
"Eric Moreland","TOR",5,43,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"Haywood Highsmith","PHI",5,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Tyler Cavanaugh","UTA",11,39,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
"Demetrius Jackson","PHI",6,39,4,2,0,1,0,0,0,0,0,0,0,0,0,0,4
"Dzanan Musa","BKN",9,39,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Nick Young","DEN",4,37,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thomas Welsh","DEN",11,36,3,2,0,0,0,0,1,0,0,0,0,0,0,0,2
"Tony Bradley","UTA",3,36,6,4,0,1,2,0,0,0,0,0,0,0,0,0,2
"Chris Chiozza","HOU",7,33,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Isaiah Hicks","NYK",3,32,5,3,0,0,0,0,1,0,0,0,0,0,0,0,5
"Jaylen Morris","MIL",4,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Dusty Hannahs","MEM",2,26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"RJ Hunter","BOS",1,26,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
"Alan Williams","BKN",5,26,2,1,1,1,0,0,0,0,0,0,0,0,0,0,3
