"Name","TeamAbbreviation","GamesPlayed","Minutes","Fouls","ShootingFouls","Loose Ball Fouls","Loose Ball Fouls Drawn","Offensive Fouls","Charge Fouls","Offensive Fouls Drawn","Charge Fouls Drawn","BlockingFouls","BlockingFoulsDrawn","Clear Path Fouls","Transition Take Fouls","Transition Take Fouls Drawn","Defensive 3 Seconds Violations","FoulsDrawn"
"Darius Garland","CLE",75,2301,143,60,8,5,7,0,22,3,0,0,0,0,1,1,227
"Jarrett Allen","CLE",82,2296,127,77,14,28,12,3,12,1,0,0,1,0,0,2,257
"Chris Paul","SAS",82,2292,151,72,15,4,4,0,3,0,0,0,0,1,0,1,85
"Anfernee Simons","POR",70,2292,117,68,4,2,1,4,6,3,0,0,0,0,2,0,139
"Giannis Antetokounmpo","MIL",67,2289,155,67,8,16,19,13,3,0,0,0,0,1,0,1,507
"Malik Beasley","DET",82,2283,125,61,3,2,5,1,8,0,0,0,0,0,1,0,108
"Kentavious Caldwell-Pope","ORL",77,2279,136,63,6,3,5,1,34,3,0,0,0,0,0,0,105
"Nikola Vučević","CHI",73,2278,163,106,7,19,13,2,3,0,0,0,0,1,0,1,164
"Payton Pritchard","BOS",80,2271,118,41,9,5,5,2,4,2,0,0,0,2,1,0,86
"Kevin Durant","PHX",62,2265,104,55,5,14,15,2,7,1,0,0,0,2,0,0,331
"Stephen Curry","GSW",70,2252,95,55,3,1,5,4,3,6,0,0,0,0,1,0,247
"Shaedon Sharpe","POR",72,2252,120,48,6,8,4,4,3,2,0,0,0,0,0,1,189
"De'Aaron Fox","SAS",62,2241,164,63,4,4,4,4,25,1,0,0,0,2,0,0,261
"Jalen Williams","OKC",69,2237,158,77,7,3,6,3,15,4,0,0,0,0,0,0,245
"Donovan Mitchell","CLE",71,2232,140,65,14,4,5,3,8,3,0,0,0,1,1,3,278
"Harrison Barnes","SAS",82,2228,75,47,3,9,3,1,2,1,0,0,0,0,1,0,147
"Julius Randle","MIN",69,2226,175,76,12,19,28,9,2,0,0,0,0,1,0,0,257
"Amen Thompson","HOU",69,2225,167,61,12,10,7,8,6,3,0,0,0,3,1,0,174
"Jaren Jackson Jr.","MEM",74,2207,257,137,29,21,20,9,11,0,0,0,0,1,0,0,334
"Desmond Bane","MEM",69,2205,164,79,15,5,15,3,4,0,0,0,0,0,0,1,137
"Naz Reid","MIN",80,2200,189,131,6,13,6,7,3,4,0,0,0,1,1,3,119
"Tyus Jones","PHX",81,2174,63,29,3,3,2,1,13,0,0,0,0,1,1,0,76
"Myles Turner","IND",72,2174,183,103,13,18,28,3,1,0,0,0,0,0,0,1,204
"Evan Mobley","CLE",71,2167,141,100,4,11,9,5,6,0,0,0,0,0,0,4,239
"Taurean Prince","MIL",80,2166,165,87,10,5,4,0,13,4,0,0,0,0,0,0,60
"Stephon Castle","SAS",81,2162,164,72,6,6,3,8,15,0,0,0,0,1,1,0,262
"Deni Avdija","POR",72,2161,171,104,12,8,6,7,12,0,0,0,0,1,2,2,295
"Jaylen Brown","BOS",63,2158,154,68,7,6,14,9,8,3,0,0,0,0,0,0,292
"Tim Hardaway Jr.","DET",77,2153,96,49,2,7,4,0,23,18,0,0,0,0,1,0,151
"Bennedict Mathurin","IND",72,2149,162,86,10,11,12,7,7,1,0,0,0,0,1,1,245
"Spencer Dinwiddie","DAL",79,2136,121,63,10,1,8,4,20,0,0,0,0,0,0,0,197
"Scottie Barnes","TOR",65,2134,113,49,7,15,11,5,10,0,0,0,0,0,0,1,246
"Max Christie","DAL",78,2127,115,68,5,9,4,0,5,0,0,0,0,0,1,1,113
"Josh Giddey","CHI",70,2117,122,78,9,4,2,2,4,0,0,0,1,1,1,0,179
"Fred VanVleet","HOU",60,2113,140,62,12,4,10,1,10,1,0,0,0,0,1,0,116
"Keyonte George","UTA",67,2108,111,43,4,9,6,1,17,5,0,0,0,0,0,0,227
"Dennis Schröder","BKN",75,2106,180,69,12,8,10,3,26,7,0,0,0,1,0,0,211
"Damian Lillard","MIL",58,2093,97,54,5,5,1,0,6,2,0,0,0,0,0,0,299
"Russell Westbrook","DEN",75,2092,188,81,8,2,10,7,7,3,0,0,1,0,1,0,172
"Kelly Oubre Jr.","PHI",60,2078,180,84,9,14,5,4,20,2,0,0,0,1,0,0,168
"Luguentz Dort","OKC",71,2073,208,88,19,8,10,1,49,6,0,0,0,0,1,0,108
"Nickeil Alexander-Walker","MIN",82,2073,139,80,2,11,2,2,39,3,0,0,0,0,1,0,139
"Onyeka Okongwu","ATL",74,2064,193,119,23,14,15,2,0,0,0,0,0,0,0,0,167
"Malik Monk","SAC",65,2054,158,108,0,3,7,3,18,2,0,0,0,0,1,0,149
"Jaylen Wells","MEM",79,2043,146,60,11,7,2,1,37,4,0,0,0,0,0,0,150
"Jalen Duren","DET",78,2035,251,148,34,22,26,4,2,0,0,0,0,0,1,7,202
"Jalen Wilson","BKN",79,2031,164,96,12,12,5,6,3,0,0,0,0,0,1,1,122
"Miles Bridges","CHA",64,2029,93,50,9,2,3,4,5,2,0,0,0,0,0,0,181
"Davion Mitchell","MIA",74,2027,185,71,3,1,4,3,47,9,0,0,0,0,0,0,132
"Franz Wagner","ORL",60,2023,147,69,9,4,3,4,24,5,0,0,0,4,0,0,252
"Quentin Grimes","PHI",75,2013,138,62,5,5,3,4,13,2,0,0,0,1,1,0,174
"Jordan Poole","WAS",68,2001,201,84,8,8,13,3,21,0,0,0,1,2,0,1,287
"Devin Vassell","SAS",64,1983,108,54,3,3,4,3,3,0,0,0,0,0,1,0,98
"Draymond Green","GSW",68,1983,219,116,9,19,17,1,8,13,0,0,0,1,2,3,176
"Klay Thompson","DAL",72,1965,81,44,3,1,4,2,2,0,0,0,0,0,0,0,51
"Tyrese Maxey","PHI",52,1960,116,56,2,2,5,2,7,1,0,0,0,0,1,0,224
"Norman Powell","LAC",60,1958,114,62,6,3,5,4,8,0,0,0,1,0,0,0,208
"Yves Missi","NOP",73,1956,145,98,14,18,10,0,3,0,0,0,0,0,0,1,166
"Keon Ellis","SAC",80,1948,176,93,5,8,6,0,13,1,0,0,0,1,1,0,94
"Bilal Coulibaly","WAS",59,1948,139,53,4,3,4,3,3,1,0,0,0,0,0,0,143
"Kyle Kuzma","MIL",65,1936,119,69,3,7,9,8,8,9,0,0,1,0,0,1,159
"Julian Champagnie","SAS",82,1932,114,73,1,2,5,3,0,0,0,0,0,0,0,1,54
"Keon Johnson","BKN",79,1925,209,103,5,8,7,5,5,6,0,0,0,1,0,3,120
"Naji Marshall","DAL",69,1919,109,52,10,4,6,3,1,1,0,0,0,0,2,0,118
"Guerschon Yabusele","PHI",70,1896,164,76,21,18,14,3,5,8,0,0,0,0,0,0,131
"Jrue Holiday","BOS",62,1896,101,52,5,5,2,0,9,1,0,0,0,0,1,0,75
"Gary Trent Jr.","MIL",74,1893,124,44,3,8,6,2,11,0,0,0,0,0,0,0,71
"Josh Green","CHA",68,1887,165,65,7,6,11,2,21,0,0,0,0,0,0,0,87
"Anthony Black","ORL",78,1887,166,87,7,12,8,2,19,2,0,0,1,1,1,1,182
"Andrew Nembhard","IND",65,1881,149,66,6,1,11,0,9,6,0,0,0,0,0,0,130
"Nic Claxton","BKN",70,1880,150,56,16,16,26,1,4,2,0,0,0,1,1,2,179
"Cason Wallace","OKC",68,1876,145,80,5,2,2,1,6,0,0,0,0,0,0,0,42
"Derrick Jones Jr.","LAC",77,1873,153,88,4,4,7,1,15,0,0,0,0,0,1,0,102
"RJ Barrett","TOR",58,1869,137,85,9,4,4,2,11,3,0,0,0,0,0,0,233
"Rui Hachimura","LAL",59,1869,105,48,18,2,3,0,3,1,0,0,0,2,0,0,85
"Buddy Hield","GSW",82,1864,132,64,3,3,7,2,1,0,0,0,0,2,0,0,46
"Trey Murphy III","NOP",53,1854,112,56,5,6,3,3,10,0,0,0,0,0,1,0,186
"Zaccharie Risacher","ATL",75,1843,149,95,5,6,3,3,9,0,0,0,0,1,0,1,106
"Andrew Wiggins","MIA",60,1842,101,56,2,4,4,3,7,0,0,0,0,0,0,0,174
"Isaiah Collier","UTA",71,1839,149,71,6,6,14,5,4,4,0,0,0,0,0,1,135
"Keldon Johnson","SAS",77,1838,115,66,8,3,2,3,5,0,0,0,0,0,0,2,140
"Royce O'Neale","PHX",75,1837,151,92,3,3,5,0,3,0,0,0,0,0,0,1,31
"P.J. Washington","DAL",57,1835,131,68,5,7,7,5,12,0,0,0,0,0,1,0,158
"CJ McCollum","NOP",56,1832,124,59,7,0,4,0,1,2,0,0,0,1,1,0,136
"Dorian Finney-Smith","LAL",63,1821,136,68,15,12,4,1,2,1,0,0,0,1,0,1,42
"Haywood Highsmith","MIA",74,1818,164,80,7,10,3,1,8,0,0,0,0,0,0,1,47
"Alex Sarr","WAS",67,1814,146,93,5,10,12,4,1,0,0,0,0,1,0,3,123
"Kyrie Irving","DAL",50,1804,101,48,4,4,8,1,3,2,0,0,0,0,1,0,164
"Kyshawn George","WAS",68,1802,201,119,2,10,9,0,6,1,0,0,0,0,0,4,93
"Cameron Johnson","BKN",57,1800,104,47,12,7,2,3,5,3,0,0,0,0,0,0,169
"Duncan Robinson","MIA",74,1786,135,81,4,3,6,0,5,7,0,0,0,1,0,0,61
"Kris Dunn","LAC",74,1783,197,102,8,8,7,0,7,0,0,0,0,1,0,0,36
"Luka Dončić","LAL",50,1769,126,55,7,6,2,2,11,3,0,0,0,0,0,0,293
"Scoot Henderson","POR",66,1759,181,78,13,9,8,4,9,0,0,0,0,0,1,1,182
"Wendell Carter Jr.","ORL",68,1758,199,101,14,23,22,3,7,2,0,0,0,0,0,2,177
"Collin Sexton","UTA",63,1758,144,73,5,6,7,1,9,0,0,0,0,1,1,0,219
"Mike Conley","MIN",71,1756,111,58,4,4,2,0,17,7,0,0,0,0,0,1,100
"Amir Coffey","LAC",72,1748,120,64,7,6,5,0,6,3,0,0,0,0,0,0,95
"Jimmy Butler","GSW",55,1746,52,29,3,16,6,2,4,1,0,0,0,0,0,0,283
"Aaron Wiggins","OKC",76,1744,101,71,5,2,2,0,2,1,0,0,0,0,0,2,68
"Walker Kessler","UTA",58,1740,130,81,11,19,21,0,2,0,0,0,0,0,0,0,129
"De'Andre Hunter","CLE",64,1740,155,73,10,12,5,1,16,0,0,0,0,0,0,0,210
"Ochai Agbaji","TOR",64,1739,125,72,9,3,3,2,1,0,0,0,0,0,2,0,48
"Brandin Podziemski","GSW",64,1716,95,36,9,9,4,0,14,20,0,0,0,0,0,1,123
"Jabari Smith Jr.","HOU",57,1716,123,69,7,26,5,3,2,0,0,0,0,2,1,0,120
"Anthony Davis","DAL",51,1706,98,60,13,15,9,0,4,2,0,0,0,0,1,0,273
"Bradley Beal","PHX",53,1702,136,87,5,5,2,1,6,3,0,0,1,1,0,0,113
"Georges Niang","ATL",79,1697,201,97,20,5,6,4,5,3,0,0,0,0,0,4,58
"Jakob Poeltl","TOR",57,1686,176,96,17,16,19,1,5,1,0,0,0,0,0,2,129
"Scotty Pippen Jr.","MEM",79,1683,203,89,14,4,12,1,28,5,0,0,0,1,2,0,186
"Kevin Huerter","CHI",69,1679,121,76,4,2,1,0,10,0,0,0,0,2,0,0,43
"Santi Aldama","MEM",65,1660,76,46,7,6,4,1,8,1,0,0,0,1,0,1,83
"AJ Green","MIL",73,1659,157,90,5,3,6,0,13,5,0,0,0,0,0,0,50
"Al Horford","BOS",60,1659,81,55,9,3,4,1,0,0,0,0,0,0,0,2,35
"Terry Rozier","MIA",64,1658,73,31,2,4,7,3,13,2,0,0,0,0,0,0,98
"Peyton Watson","DEN",68,1657,123,82,8,2,4,3,3,1,0,0,0,1,1,0,94
"Moses Moody","GSW",74,1649,116,53,4,4,3,2,3,4,0,0,0,0,0,0,104
"Tristan da Silva","ORL",74,1629,94,52,9,4,3,5,3,0,0,0,0,0,1,0,57
"Donte DiVincenzo","MIN",62,1606,114,55,5,7,2,3,14,2,0,0,0,0,1,0,86
"Isaiah Joe","OKC",74,1604,113,54,7,7,0,0,15,17,0,0,0,0,0,0,102
"Corey Kispert","WAS",61,1602,98,50,5,1,4,2,6,0,0,0,0,0,0,0,60
"Caris LeVert","ATL",64,1596,99,46,6,3,1,1,4,0,0,0,0,0,0,0,109
"Miles McBride","NYK",64,1593,108,50,5,4,1,1,12,2,0,0,0,1,0,0,69
"Isaiah Hartenstein","OKC",57,1590,171,90,28,13,16,1,2,0,0,0,0,1,0,0,94
"Gradey Dick","TOR",54,1587,120,58,2,4,3,4,10,6,0,0,0,0,0,0,127
"Paolo Banchero","ORL",46,1582,97,59,2,5,3,7,4,0,0,0,0,0,0,0,265
"Patrick Williams","CHI",63,1576,88,50,10,6,7,0,1,0,0,0,0,0,0,1,67
"Obi Toppin","IND",79,1545,108,61,9,9,7,1,1,0,0,0,0,0,1,0,89
"Grayson Allen","PHX",64,1544,95,52,4,4,7,0,8,1,0,0,0,0,0,0,106
"Ziaire Williams","BKN",63,1541,149,75,9,10,1,2,19,0,0,0,0,0,0,2,116
"Sam Hauser","BOS",71,1541,87,45,2,7,0,0,2,1,0,0,0,1,0,0,29
"Victor Wembanyama","SAS",46,1527,105,56,6,25,5,5,4,7,0,0,0,0,0,1,226
"Gabe Vincent","LAL",72,1525,152,84,5,2,8,1,7,11,0,0,0,0,0,0,45
"Jonas Valančiūnas","SAC",81,1524,181,97,17,31,35,1,2,0,0,0,0,0,0,5,168
"Jerami Grant","POR",47,1524,109,46,11,4,4,2,5,3,0,0,0,0,0,0,121
"Kyle Filipowski","UTA",72,1522,171,99,16,19,14,2,3,1,0,0,0,0,0,3,125
"Ja Morant","MEM",50,1519,113,50,4,8,1,1,12,5,0,0,0,0,0,0,249
"Matas Buzelis","CHI",80,1511,128,97,10,2,0,4,3,1,0,0,0,0,0,0,80
"LaMelo Ball","CHA",47,1505,157,50,19,10,20,1,9,0,0,0,0,3,1,0,221
"Dalton Knecht","LAL",78,1494,93,62,5,4,5,2,1,0,0,0,0,0,0,0,58
"Kevin Porter Jr.","MIL",75,1482,119,49,5,6,11,3,10,0,0,0,0,1,0,0,144
"D'Angelo Russell","BKN",58,1481,115,55,2,4,10,1,9,1,0,0,1,0,0,2,139
"Lauri Markkanen","UTA",47,1476,79,39,3,6,9,3,8,0,0,0,0,0,0,0,159
"Luke Kennard","MEM",65,1472,59,27,7,3,2,1,1,0,0,0,0,0,1,0,45
"Jamal Shead","TOR",75,1467,158,71,4,1,5,1,21,8,0,0,0,0,0,0,99
"Aaron Gordon","DEN",51,1447,82,53,5,3,3,7,6,0,0,0,0,0,0,0,137
"Isaiah Stewart","DET",72,1434,183,85,38,22,20,4,4,0,0,0,0,0,0,5,90
"Brice Sensabaugh","UTA",71,1432,111,55,11,1,4,3,2,1,0,0,0,0,0,1,54
"Goga Bitadze","ORL",70,1430,150,75,18,25,15,4,4,0,0,0,0,0,0,1,120
"Kel'el Ware","MIA",64,1422,111,87,2,6,10,0,3,0,0,0,0,0,0,1,55
"Tari Eason","HOU",57,1420,136,64,10,10,4,5,1,0,0,0,0,0,0,0,76
"Zach Edey","MEM",66,1416,182,108,21,22,24,1,1,0,0,0,1,0,1,4,117
"T.J. McConnell","IND",79,1415,79,44,1,2,0,1,25,7,0,0,0,0,0,0,95
"Terance Mann","ATL",67,1414,128,56,14,8,3,2,8,0,0,0,0,0,0,1,64
"Ryan Dunn","PHX",74,1410,162,93,5,0,4,3,3,0,0,0,0,0,0,0,28
"Sam Merrill","CLE",71,1401,124,65,7,8,5,0,11,9,0,0,0,0,0,0,54
"Ayo Dosunmu","CHI",46,1394,105,52,2,3,0,2,3,0,0,0,0,0,0,0,63
"Ty Jerome","CLE",70,1393,102,33,16,2,2,2,2,0,0,0,0,0,2,0,124
"Julian Strawther","DEN",65,1384,151,87,11,2,7,5,6,0,0,0,0,0,1,0,97
"Nick Smith Jr.","CHA",60,1369,79,43,2,2,2,0,3,1,0,0,1,0,0,0,40
"Jaime Jaquez Jr.","MIA",66,1368,81,51,4,2,1,5,1,0,0,0,0,0,0,0,99
"Jeremy Sochan","SAS",54,1367,131,48,10,11,13,2,3,0,0,0,0,0,0,1,105
"Nicolas Batum","LAC",78,1367,111,55,6,4,6,0,1,1,0,0,0,0,0,0,21
"Jose Alvarado","NOP",56,1366,91,31,3,0,1,0,13,3,0,0,0,0,0,0,75
"Luke Kornet","BOS",73,1361,119,80,10,22,10,0,6,0,0,0,0,0,0,2,104
"Trey Lyles","SAC",69,1349,86,56,6,10,5,0,2,9,0,0,0,0,0,1,79
"Jake LaRavia","SAC",66,1349,132,64,5,9,5,4,7,0,0,0,0,1,0,0,91
"Bogdan Bogdanović","LAC",54,1348,127,58,3,4,8,2,9,0,0,0,0,0,0,1,73
"Justin Champagnie","WAS",62,1340,110,59,4,7,3,0,4,0,0,0,0,0,0,0,53
"Paul George","PHI",41,1334,101,42,6,4,9,3,5,2,0,0,0,0,0,1,110
"Ausar Thompson","DET",59,1328,164,58,8,7,4,4,20,1,0,0,0,0,0,0,130
"Donovan Clingan","POR",67,1324,189,130,8,13,24,0,1,0,0,0,0,0,0,4,97
"Jordan Hawkins","NOP",56,1321,51,30,1,4,3,0,5,1,0,0,0,1,0,0,73
"Tyrese Martin","BKN",60,1315,77,34,2,1,0,1,3,0,0,0,0,0,0,1,50
"Mason Plumlee","PHX",74,1300,154,97,11,18,13,3,2,1,0,0,0,0,0,3,110
"Jonathan Mogbo","TOR",63,1286,136,75,13,3,7,2,5,0,0,0,0,0,0,4,70
"Jalen Johnson","ATL",36,1284,67,34,2,5,7,4,5,0,0,0,0,0,0,1,99
"Max Strus","CLE",50,1273,104,59,10,4,2,0,8,4,0,0,0,1,1,0,57
"Johnny Juzang","UTA",64,1270,126,81,8,6,2,2,2,2,0,0,0,0,0,1,43
"Ronald Holland II","DET",81,1266,141,67,6,7,3,5,13,0,0,0,0,2,0,0,111
"Javonte Green","CLE",68,1258,98,59,4,8,4,0,4,1,0,0,0,0,1,1,72
"Nick Richards","PHX",57,1256,141,83,9,17,24,0,6,3,0,0,0,0,0,6,118
"Dean Wade","CLE",59,1252,101,56,5,8,4,1,5,0,0,0,0,0,0,0,32
"Ricky Council IV","PHI",73,1250,67,31,11,9,4,4,4,1,0,0,0,1,0,0,117
"Tidjane Salaün","CHA",60,1244,84,44,5,8,4,5,3,4,0,0,0,0,1,1,79
"Bobby Portis","MIL",49,1244,94,56,6,11,7,1,2,0,0,0,0,1,0,1,72
"Moussa Diabaté","CHA",71,1241,109,49,14,30,8,1,7,0,0,0,0,0,0,2,115
"Jeremiah Robinson-Earl","NOP",66,1239,79,50,9,9,2,0,2,0,0,0,0,0,0,0,49
"Simone Fontecchio","DET",75,1237,95,52,5,8,2,0,9,1,0,0,0,0,0,1,69
"Cole Anthony","ORL",67,1234,151,68,5,4,4,0,7,3,0,0,0,0,1,0,105
"Ben Sheppard","IND",63,1228,125,85,4,3,1,0,12,0,0,0,0,0,0,0,35
"Daniel Gafford","DAL",57,1226,152,92,15,17,10,8,3,1,0,0,0,1,1,3,155
"John Collins","UTA",40,1220,116,60,7,6,17,4,1,2,0,0,0,0,1,0,154
"Caleb Martin","DAL",45,1218,87,37,6,2,4,3,11,4,0,0,0,1,1,0,81
"Kristaps Porziņģis","BOS",42,1210,116,65,17,16,14,2,3,0,0,0,0,0,0,1,214
"Brandon Clarke","MEM",64,1207,145,87,14,13,6,2,3,3,0,0,0,0,0,0,80
"Deandre Ayton","POR",40,1206,88,56,1,4,10,0,2,0,0,0,0,0,0,3,59
"Jarace Walker","IND",75,1187,115,60,5,4,1,5,4,0,0,0,0,0,0,0,63
"Kawhi Leonard","LAC",37,1180,56,23,6,4,6,0,0,0,0,0,0,0,0,0,122
"Clint Capela","ATL",55,1176,106,59,23,9,9,1,1,9,0,0,0,0,0,2,89
"Cody Martin","PHX",53,1173,95,49,10,7,1,0,10,5,0,0,0,0,0,0,61
"Mark Williams","CHA",44,1171,105,60,13,7,15,0,3,0,0,0,0,1,1,4,127
"Precious Achiuwa","NYK",57,1170,81,53,6,6,7,3,2,0,0,0,0,0,1,1,51
"Justin Edwards","PHI",44,1156,98,58,2,1,1,0,3,1,0,0,0,0,0,0,38
"Nikola Jović","MIA",46,1156,82,47,6,4,5,2,3,0,0,0,0,0,0,1,78
"Vít Krejčí","ATL",57,1153,105,55,3,2,0,0,3,1,0,0,0,0,0,0,41
"Jonathan Kuminga","GSW",47,1144,90,39,4,6,4,4,3,1,0,0,0,1,0,0,144
"Kevon Looney","GSW",76,1142,154,86,18,16,14,1,3,0,0,0,0,0,0,4,84
"Kenrich Williams","OKC",69,1132,110,54,16,10,2,0,6,11,0,0,0,0,0,0,54
"Aaron Nesmith","IND",45,1123,114,63,6,3,5,3,9,7,0,0,0,0,0,2,77
"Julian Phillips","CHI",79,1123,108,53,8,6,1,0,5,0,0,0,0,0,0,0,60
"Dalano Banton","POR",67,1120,58,34,6,4,3,1,2,1,0,0,0,0,0,1,92
"Ben Simmons","LAC",51,1120,107,47,4,3,10,2,9,4,0,0,0,0,1,0,58
"Ja'Kobe Walter","TOR",52,1103,95,58,4,4,2,1,6,4,0,0,0,0,0,0,72
"Jaxson Hayes","LAL",56,1093,136,95,10,17,17,2,6,1,0,0,0,0,0,4,112
"Jonathan Isaac","ORL",71,1090,90,54,1,16,7,3,1,0,0,0,0,0,1,1,79
"Cameron Payne","NYK",72,1090,111,52,5,4,4,0,6,12,0,0,1,0,0,0,61
"DaQuan Jeffries","CHA",47,1071,99,70,1,5,1,0,2,0,0,0,0,0,0,0,28
"Jusuf Nurkić","CHA",51,1063,130,71,6,15,29,1,2,0,0,0,0,0,0,0,127
"Seth Curry","CHA",68,1062,59,26,5,3,1,0,3,2,0,0,0,0,0,0,52
"Cody Williams","UTA",50,1060,95,52,4,1,3,0,2,0,0,0,0,0,0,0,31
"Isaac Okoro","CLE",55,1053,104,58,8,4,5,1,3,2,0,0,0,0,0,0,44
"Oso Ighodaro","PHX",61,1045,102,65,11,5,5,1,1,0,0,0,0,0,0,2,47
"Jared Butler","PHI",60,1044,97,49,2,0,1,1,2,2,0,0,0,0,1,0,74
"Noah Clowney","BKN",46,1042,105,58,10,7,7,3,7,6,0,0,0,0,0,2,82
"Jamison Battle","TOR",59,1042,92,42,12,5,1,0,5,1,0,0,1,0,0,0,25
"Alex Caruso","OKC",54,1041,102,50,9,7,3,0,8,8,0,0,0,2,0,0,62
"Kris Murray","POR",69,1040,66,34,4,2,2,1,1,4,0,0,0,0,0,0,42
"Dejounte Murray","NOP",31,1012,61,21,7,2,2,1,1,0,0,0,0,0,0,0,82
"Jalen Suggs","ORL",35,1002,98,43,4,11,7,1,14,6,0,0,0,0,0,0,129
"Kyle Anderson","MIA",61,1002,81,40,5,2,2,0,1,3,0,0,0,1,0,1,60
"Brandon Boston","NOP",42,993,73,33,1,0,4,1,7,1,0,0,0,1,0,1,67
"Dalen Terry","CHI",73,987,114,65,6,2,2,0,3,0,0,0,0,0,1,0,55
"Andre Jackson Jr.","MIL",67,980,114,51,11,4,9,0,7,0,0,0,0,0,0,0,27
"Zach Collins","CHI",64,976,132,81,13,9,12,1,5,2,0,0,0,0,0,2,84
"Trayce Jackson-Davis","GSW",62,967,73,44,4,4,14,2,0,0,0,0,0,0,0,1,75
"Thomas Bryant","IND",66,963,76,48,7,12,5,1,3,1,0,0,0,0,0,2,62
"Jordan Clarkson","UTA",37,962,52,24,2,4,5,1,2,0,0,0,0,0,0,0,110
"Jalen Smith","CHI",64,962,95,59,6,21,10,2,4,3,0,0,0,0,0,0,84
"Gary Payton II","GSW",62,927,108,38,7,1,11,2,2,0,0,0,0,0,0,0,36
