"Name","TeamAbbreviation","GamesPlayed","Minutes","Fouls","ShootingFouls","Loose Ball Fouls","Loose Ball Fouls Drawn","Offensive Fouls","Charge Fouls","Offensive Fouls Drawn","Charge Fouls Drawn","BlockingFouls","BlockingFoulsDrawn","Clear Path Fouls","Transition Take Fouls","Transition Take Fouls Drawn","Defensive 3 Seconds Violations","FoulsDrawn"
"Brandon Miller","CHA",27,924,74,27,1,1,12,0,2,2,0,0,0,0,0,0,72
"Bruce Brown","NOP",41,921,71,32,5,1,1,0,1,0,0,0,0,0,0,0,48
"Immanuel Quickley","TOR",33,918,61,26,2,6,2,4,3,0,0,0,0,0,0,0,95
"Trendon Watford","BKN",43,913,95,43,2,5,12,3,2,3,0,0,0,2,0,4,106
"KJ Martin","UTA",43,912,101,61,2,3,1,0,1,0,0,0,0,1,0,0,36
"Day'Ron Sharpe","BKN",50,909,113,45,13,19,19,0,1,1,0,0,1,0,0,1,73
"Jaden Hardy","DAL",57,907,90,49,6,0,5,3,7,2,0,0,0,0,0,0,68
"Tre Jones","CHI",46,905,55,24,1,1,3,0,9,2,0,0,0,0,0,0,67
"Adem Bona","PHI",58,902,125,68,9,21,19,3,2,0,0,0,0,0,0,1,90
"Jaden Ivey","DET",30,898,67,23,3,5,6,3,7,0,0,0,0,0,0,0,95
"Kelly Olynyk","NOP",44,891,123,73,11,7,10,0,3,4,0,0,0,2,0,0,96
"Chet Holmgren","OKC",32,877,72,41,8,7,2,8,2,0,0,0,0,0,0,1,95
"Alec Burks","MIA",49,863,37,24,2,1,3,0,6,0,0,0,0,1,0,0,43
"Neemias Queta","BOS",62,863,106,57,13,13,18,0,2,0,0,0,0,1,0,1,58
"Chris Boucher","TOR",50,862,68,42,0,10,3,3,2,2,0,0,0,0,0,2,69
"Zion Williamson","NOP",30,857,82,41,0,3,6,11,0,0,0,0,0,0,2,0,170
"Khris Middleton","WAS",37,843,75,29,5,4,1,0,0,5,0,0,0,0,0,0,69
"KJ Simpson","CHA",36,842,56,27,4,3,4,0,10,1,0,0,0,0,0,0,76
"Shake Milton","LAL",57,836,67,31,2,1,2,1,3,3,0,0,0,0,0,0,64
"Dereck Lively II","DAL",36,833,100,61,11,4,9,0,0,0,0,0,0,0,0,4,51
"Garrison Mathews","ATL",47,830,81,41,2,2,2,0,7,10,0,0,0,0,0,0,68
"Cam Whitmore","HOU",51,827,44,25,5,1,0,5,0,0,0,0,0,0,0,0,46
"Ryan Rollins","MIL",56,820,88,49,3,3,5,1,6,0,0,0,0,0,0,0,47
"Marcus Sasser","DET",57,811,72,34,5,3,2,0,0,0,0,0,0,0,1,0,49
"Steven Adams","HOU",57,795,60,31,14,33,7,0,2,0,0,0,0,0,0,2,103
"Aaron Holiday","HOU",62,792,64,34,0,0,3,1,12,1,0,0,0,0,0,0,49
"Karlo Matković","NOP",42,791,106,67,6,6,10,1,0,0,0,0,0,0,0,1,40
"Caleb Houstan","ORL",58,788,62,26,5,3,1,0,1,0,0,0,0,0,0,0,18
"Vasilije Micić","PHX",41,785,45,23,3,1,3,0,7,1,0,0,0,0,1,0,48
"Jaylin Williams","OKC",47,784,79,53,3,6,7,0,4,12,0,0,0,0,0,1,42
"Pelle Larsson","MIA",55,782,91,51,4,1,0,0,7,2,0,0,0,0,0,0,55
"Cam Thomas","BKN",25,781,44,24,2,2,5,1,7,0,0,0,0,0,0,0,115
"Lindy Waters III","DET",52,777,62,36,6,2,2,1,1,4,0,0,0,0,0,0,17
"Lonzo Ball","CHI",35,777,55,30,1,1,1,2,2,0,0,0,0,0,0,0,18
"Orlando Robinson","TOR",44,770,100,62,11,6,10,0,1,0,0,0,0,0,0,0,53
"Eric Gordon","PHI",39,768,32,19,0,2,0,2,1,0,0,0,0,0,0,0,33
"Gui Santos","GSW",56,762,91,53,10,7,1,0,3,0,0,0,0,1,0,0,41
"Landry Shamet","NYK",50,762,52,29,1,3,1,0,8,1,0,0,0,0,0,0,36
"Svi Mykhailiuk","UTA",38,760,43,21,3,1,0,0,4,0,0,0,0,0,0,0,30
"Andre Drummond","PHI",40,751,94,52,4,15,15,4,1,0,0,0,0,0,0,5,69
"Jabari Walker","POR",60,749,87,39,8,8,6,0,5,1,0,0,0,1,1,0,62
"Jay Huff","MEM",64,748,78,55,11,7,0,1,2,0,0,0,0,0,0,4,44
"Drew Eubanks","LAC",61,746,63,39,4,8,7,0,1,1,0,0,0,1,0,0,63
"Talen Horton-Tucker","CHI",58,724,59,32,3,3,1,5,2,2,0,0,0,0,0,0,67
"Gary Harris","ORL",48,711,45,15,3,2,1,0,0,0,0,0,0,1,0,0,7
"Micah Potter","UTA",38,705,50,32,6,4,3,1,3,1,0,0,0,0,0,0,26
"Jett Howard","ORL",60,701,68,38,4,0,3,0,0,0,0,0,0,0,0,0,18
"DeAndre Jordan","DEN",56,691,74,42,3,16,10,0,0,0,0,0,0,1,0,0,68
"Quinten Post","GSW",42,686,83,50,4,6,7,1,1,0,0,0,0,0,0,2,23
"Blake Wesley","SAS",58,683,46,25,1,3,0,0,6,0,0,0,0,0,1,0,56
"Sandro Mamukelashvili","SAS",61,681,60,32,7,5,0,1,1,0,0,0,0,0,0,0,43
"Marcus Smart","WAS",34,680,53,22,3,4,4,0,8,5,0,0,0,0,1,0,68
"Jalen Pickett","DEN",49,666,38,18,2,0,4,0,0,0,0,0,0,0,0,0,8
"Tosan Evbuomwan","BKN",28,665,55,27,5,0,3,2,2,1,0,0,0,0,0,0,59
"Antonio Reeves","NOP",44,660,40,34,0,1,0,0,0,0,0,0,0,0,0,1,22
"Kyle Lowry","PHI",35,659,62,31,7,3,1,0,1,6,0,0,0,0,0,0,37
"Reed Sheppard","HOU",52,653,53,38,0,0,0,0,0,0,0,0,0,0,0,0,11
"Herbert Jones","NOP",20,648,66,37,4,1,1,0,6,4,0,0,0,0,0,1,39
"AJ Johnson","WAS",29,638,50,33,1,0,2,0,0,0,0,0,0,1,0,0,27
"Maxi Kleber","DAL",34,637,66,41,5,6,3,1,4,0,0,0,0,1,0,0,29
"Delon Wright","NYK",40,634,25,18,0,2,1,1,4,1,0,0,0,0,0,0,31
"Jericho Sims","MIL",53,631,65,36,6,9,11,0,1,0,0,0,0,0,0,1,22
"Josh Okogie","CHA",40,625,47,24,2,1,0,2,8,0,0,0,0,0,1,0,68
"Daniel Theis","NOP",38,621,70,40,6,13,5,0,1,3,0,0,0,1,0,0,45
"Jeff Dowtin Jr.","PHI",41,621,29,11,0,1,1,0,1,0,0,0,0,0,1,0,38
"Cory Joseph","ORL",50,612,50,28,2,2,1,0,8,1,0,0,0,0,0,0,38
"Kessler Edwards","DAL",40,608,62,40,2,3,1,0,1,0,0,0,0,0,0,0,15
"Zeke Nnaji","DEN",57,608,62,47,0,8,3,0,1,1,0,0,0,0,0,0,38
"Pat Connaughton","MIL",41,603,45,30,1,0,0,1,5,0,0,0,0,0,0,2,31
"Ajay Mitchell","OKC",36,597,68,39,3,2,1,2,8,3,0,0,0,0,2,1,55
"Brandon Ingram","NOP",18,595,45,22,2,2,7,6,1,0,0,0,0,0,1,0,66
"Jared McCain","PHI",23,592,37,11,5,1,1,2,1,0,0,0,0,0,0,0,45
"Cam Reddish","LAL",33,589,43,26,0,1,1,1,1,0,0,0,0,0,0,0,23
"Jae'Sean Tate","HOU",52,588,82,36,9,7,3,3,5,8,0,0,0,0,0,0,53
"Olivier-Maxence Prosper","DAL",52,584,28,14,3,8,1,1,2,0,0,0,0,0,0,0,53
"Jarred Vanderbilt","LAL",36,581,67,25,5,8,3,1,4,0,0,0,0,1,1,0,39
"Joel Embiid","PHI",19,574,42,21,1,3,4,7,1,0,0,0,0,0,0,0,117
"Monté Morris","PHX",45,571,23,10,6,1,0,0,3,0,0,0,0,0,0,0,29
"Moritz Wagner","ORL",30,564,55,22,10,9,7,4,4,5,0,0,0,1,0,1,96
"Malcolm Brogdon","WAS",24,564,30,10,1,1,1,0,1,0,0,0,0,0,0,0,68
"John Konchar","MEM",46,558,32,21,1,5,1,0,0,1,0,0,0,0,0,0,17
"Dillon Jones","OKC",54,552,54,31,2,0,2,0,1,0,0,0,0,0,1,3,21
"Dwight Powell","DAL",55,551,75,45,8,10,7,1,4,3,0,0,0,0,0,0,48
"Jordan Goodwin","LAL",29,543,43,26,1,2,2,0,4,0,0,0,0,0,1,0,12
"Richaun Holmes","WAS",31,534,49,30,6,10,5,1,3,0,0,0,0,0,0,0,53
"Mouhamed Gueye","ATL",33,533,55,35,5,4,1,0,1,1,0,0,0,0,0,4,30
"Bismack Biyombo","SAS",28,528,52,31,5,9,8,0,3,0,0,0,0,0,0,1,28
"Jaylen Clark","MIN",40,522,61,35,1,2,1,1,6,1,0,0,0,0,0,0,30
"Rob Dillingham","MIN",49,516,37,20,1,0,0,0,2,0,0,0,0,0,0,0,28
"Colby Jones","WAS",39,515,37,18,2,3,1,0,2,1,0,0,0,0,0,0,33
"Craig Porter Jr.","CLE",51,513,25,16,1,0,1,0,0,0,0,0,0,0,2,0,23
"Tristan Vukcevic","WAS",35,513,57,35,10,3,7,0,1,4,0,0,0,0,1,2,58
"Elfrid Payton","NOP",24,511,36,19,2,1,1,0,1,0,0,0,0,0,0,0,11
"Jamal Cain","NOP",37,502,46,23,3,3,1,1,2,0,0,0,0,0,0,0,37
"Keaton Wallace","ATL",31,501,39,25,1,1,0,0,2,0,0,0,0,0,0,0,12
"Jock Landale","HOU",42,500,49,32,6,6,6,0,2,1,0,0,0,0,0,0,35
"Wendell Moore Jr.","CHA",36,499,31,17,1,2,1,0,0,0,0,0,0,0,0,0,19
"Vince Williams Jr.","MEM",27,499,45,24,1,3,1,0,5,1,0,0,0,1,1,0,33
"Brandon Williams","DAL",33,487,33,23,1,1,1,0,5,0,0,0,0,0,0,0,57
"A.J. Lawson","TOR",26,486,44,14,3,0,0,0,0,0,0,0,0,0,0,0,38
"Grant Williams","CHA",16,479,46,24,1,4,7,0,2,5,0,0,0,1,0,1,43
"Lonnie Walker IV","PHI",20,477,27,20,0,1,0,1,0,0,0,0,0,0,0,0,20
"Duop Reath","POR",46,469,41,28,3,6,1,1,1,0,0,0,0,0,0,1,17
"Reece Beekman","BKN",36,469,36,21,0,0,0,0,7,0,0,0,0,0,0,1,28
"Kai Jones","DAL",40,468,50,34,3,2,3,0,0,0,0,0,0,0,0,1,27
"Larry Nance Jr.","ATL",24,463,37,14,3,5,2,0,0,7,0,0,0,0,0,0,25
"Collin Gillespie","PHX",33,461,30,15,2,2,0,1,2,1,0,0,0,0,0,0,25
"Rayan Rupert","POR",52,460,37,18,5,1,1,0,2,2,0,0,0,0,0,0,24
"GG Jackson","MEM",29,459,30,15,0,1,0,1,2,0,0,0,0,0,0,0,32
"Jaylon Tyson","CLE",47,453,50,21,6,2,0,0,1,1,0,0,0,0,0,1,25
"Bol Bol","PHX",36,448,20,15,1,1,0,0,0,0,0,0,0,0,0,0,18
"Paul Reed","DET",45,436,75,39,8,9,4,0,1,1,0,0,0,0,0,0,34
"Colin Castleton","TOR",26,432,51,39,3,6,1,1,1,0,0,0,0,0,0,1,31
"Trevelin Queen","ORL",31,430,38,21,1,2,0,1,1,0,0,0,0,0,0,0,17
"Malaki Branham","SAS",47,427,29,15,2,1,0,1,0,0,0,0,0,0,0,0,23
"Jordan Miller","LAC",37,420,26,14,1,1,3,1,0,0,0,0,0,0,0,1,26
"Mo Bamba","NOP",32,413,56,34,8,3,5,1,0,0,0,0,0,0,0,0,19
"David Roddy","HOU",33,410,20,15,2,1,1,0,2,0,0,0,0,0,0,0,20
"Taj Gibson","CHA",37,409,54,31,8,6,5,0,0,1,0,0,0,0,0,3,20
"Ousmane Dieng","OKC",37,405,33,22,3,1,0,0,0,0,0,0,0,0,0,1,13
"Jordan Walsh","BOS",52,403,30,14,2,4,0,0,1,1,0,0,0,0,0,0,15
"Hunter Tyson","DEN",51,400,44,29,4,1,1,0,0,1,0,0,0,0,0,0,18
"Anthony Gill","WAS",51,397,30,21,3,5,2,0,4,0,0,0,0,0,0,0,37
"Jeff Green","HOU",32,396,32,25,1,1,1,0,1,1,0,0,0,0,0,0,18
"Devin Carter","SAC",36,396,39,20,1,4,1,2,10,2,0,0,0,0,1,1,47
"Trey Jemison III","LAL",38,392,69,34,9,2,7,3,0,0,0,0,0,0,0,2,20
"Reggie Jackson","PHI",31,384,34,10,2,0,1,1,1,0,0,0,0,1,0,0,8
"Baylor Scheierman","BOS",31,384,22,12,1,1,1,0,5,1,0,0,0,0,0,0,18
"Quenton Jackson","IND",28,381,43,21,1,0,1,2,18,0,0,0,0,1,0,0,44
"Alex Len","LAL",46,380,56,32,7,1,5,0,0,0,0,0,0,1,0,0,18
"Johnny Furphy","IND",50,379,41,21,3,4,1,1,1,1,0,0,0,0,0,0,23
"Charles Bassey","SAS",36,376,50,34,7,5,5,0,0,0,0,0,0,0,0,3,26
"Dominick Barlow","ATL",35,375,47,36,1,6,1,0,2,0,0,0,0,0,0,2,29
"Danté Exum","DAL",20,372,34,27,0,0,1,2,3,2,0,0,0,0,0,0,31
"Damion Baugh","CHA",15,370,22,8,1,1,1,0,1,0,0,0,0,0,0,0,18
"Jaden Springer","UTA",43,365,42,16,3,1,1,1,3,0,0,0,0,0,0,0,37
"Robert Williams III","POR",20,351,31,23,0,2,3,2,0,0,0,0,0,0,0,0,13
"Doug McDermott","SAC",42,342,30,15,3,0,2,0,0,0,0,0,0,0,0,0,3
"Christian Koloko","LAL",37,342,44,35,4,7,0,0,1,0,0,0,0,0,0,0,20
"Terrence Shannon Jr.","MIN",32,339,27,17,1,1,0,2,1,0,0,0,0,0,0,0,16
"Keion Brooks Jr.","NOP",14,332,30,18,1,3,2,1,0,0,0,0,0,0,0,0,20
"Tristan Thompson","CLE",40,328,36,12,11,6,2,1,0,0,0,0,0,0,0,1,22
"Maxwell Lewis","BKN",28,328,29,19,2,0,0,0,2,0,0,0,0,0,0,0,8
"Patty Mills","LAC",29,321,24,12,0,0,0,0,4,4,0,0,0,0,0,0,18
"Jevon Carter","CHI",36,321,15,8,0,0,0,0,0,0,0,0,0,0,0,0,8
"Tre Mann","CHA",13,319,24,13,2,1,4,0,1,0,0,0,0,0,0,0,21
"Jalen Hood-Schifino","PHI",15,315,25,17,3,1,1,0,1,0,0,0,0,0,0,1,17
"Jordan McLaughlin","SAS",46,314,18,12,1,3,0,0,4,2,0,0,0,0,0,1,23
"Torrey Craig","BOS",26,314,34,19,5,0,1,0,3,1,0,0,0,0,0,0,10
"Matisse Thybulle","POR",15,312,14,5,0,2,0,0,2,0,0,0,0,0,0,0,13
"Isaac Jones","SAC",40,304,30,19,3,4,1,0,1,0,0,0,0,0,0,0,30
"Tyler Kolek","NYK",41,296,26,16,2,0,0,1,2,1,0,0,0,1,0,0,21
"Mitchell Robinson","NYK",17,290,26,19,1,4,2,0,0,0,0,0,0,0,0,0,17
"Josh Minott","MIN",46,276,34,18,2,0,1,0,1,0,0,0,0,0,0,0,15
"Kobe Brown","LAC",40,272,23,13,2,3,0,1,1,0,0,0,0,0,0,0,11
"Dru Smith","MIA",14,268,30,17,1,0,0,1,2,3,0,0,0,0,0,0,11
"Isaiah Wong","CHA",20,265,21,12,1,0,1,0,2,1,0,0,0,0,0,0,24
"Marvin Bagley III","MEM",31,265,18,13,0,2,0,0,0,1,0,0,0,0,0,1,26
"Oscar Tshiebwe","UTA",14,255,24,12,1,1,0,1,0,1,0,0,0,0,0,2,22
"Drew Timme","BKN",9,254,21,14,0,1,4,0,2,2,0,0,0,0,0,1,22
"Marcus Bagley","PHI",10,253,16,12,0,0,1,0,1,1,0,0,0,0,1,0,10
"Cam Spencer","MEM",25,252,23,8,1,0,1,0,0,1,0,0,0,0,0,0,14
"Kevin Love","MIA",23,251,21,16,2,5,0,0,2,2,0,0,0,0,0,0,22
"Pat Spencer","GSW",39,250,20,10,1,0,1,0,2,0,0,0,0,0,0,0,19
"JT Thor","WAS",20,249,17,10,1,1,1,0,0,0,0,0,0,0,0,0,15
"Branden Carlson","OKC",32,246,22,17,2,1,1,0,0,0,0,0,0,0,0,0,13
"Dariq Whitehead","BKN",20,246,22,16,0,2,0,1,1,0,0,0,0,0,0,0,7
"Johnny Davis","WAS",34,242,18,10,1,1,0,0,2,0,0,0,0,0,0,0,14
"Bones Hyland","MIN",24,239,29,17,1,0,1,0,0,0,0,0,0,0,0,0,17
"Jaylen Martin","WAS",16,239,14,8,1,1,0,0,1,0,0,0,0,0,0,0,8
"Xavier Tillman","BOS",33,231,18,14,2,2,1,0,0,0,0,0,0,0,0,0,5
"Garrett Temple","TOR",28,227,23,14,2,1,0,0,1,1,0,0,0,0,1,0,15
"Jared Rhoden","TOR",14,226,20,10,1,0,0,0,0,0,0,0,0,0,0,0,15
"Luka Garza","MIN",38,219,29,18,0,3,4,0,1,4,0,0,0,0,0,0,28
"Ariel Hukporti","NYK",25,217,32,24,3,2,4,0,0,0,0,0,0,0,0,0,13
"Alex Reese","PHI",15,216,21,15,0,2,1,0,0,2,0,0,0,0,0,1,10
"Dario Šarić","DEN",16,210,19,11,3,4,1,0,1,0,0,0,0,0,0,0,15
"Adam Flagler","OKC",37,203,15,10,2,0,1,0,0,0,0,0,0,0,0,0,1
"Chuma Okeke","CLE",9,197,5,2,0,5,0,0,1,0,0,0,0,0,0,0,7
"Drew Peterson","BOS",25,186,18,12,0,1,0,0,1,0,0,0,0,0,0,0,7
"Markelle Fultz","SAC",21,184,12,3,0,0,2,1,0,0,0,0,0,0,0,0,3
"Lester Quinones","NOP",13,183,18,11,1,1,0,0,2,1,0,0,0,0,0,0,18
"Bronny James","LAL",27,181,13,9,0,0,0,0,0,0,0,0,0,0,0,0,10
"Enrique Freeman","IND",22,181,21,13,1,6,1,0,1,0,0,0,0,0,0,1,15
"Cole Swider","TOR",10,170,12,8,0,0,0,0,1,1,0,0,0,0,0,0,3
"Jaylen Nowell","NOP",8,168,9,7,0,0,0,0,1,0,0,0,0,0,0,0,9
"Markieff Morris","LAL",15,164,16,10,2,0,0,0,0,0,0,0,0,0,0,0,5
"Killian Hayes","BKN",6,162,13,8,0,1,0,0,1,2,0,0,0,0,0,0,12
"MarJon Beauchamp","NYK",35,156,14,7,0,0,1,0,0,1,0,0,0,0,0,1,12
"Lamar Stevens","MEM",17,155,15,4,2,0,0,2,1,0,0,0,0,0,0,0,8
"Tyson Etienne","BKN",7,151,17,10,0,1,0,0,1,0,0,0,0,0,0,1,8
"Josh Richardson","MIA",8,150,17,7,1,1,2,1,1,0,0,0,0,0,0,0,10
"Nate Williams","HOU",20,147,16,10,0,0,0,1,0,0,0,0,0,0,0,0,7
"Bruno Fernando","TOR",17,147,27,12,6,2,3,0,0,0,0,0,0,0,0,0,10
"Damion Lee","PHX",25,144,6,3,0,0,1,0,0,0,0,0,0,0,0,0,12
"Oshae Brissett","PHI",6,142,14,10,1,0,0,0,0,2,0,0,0,0,0,0,12
"Pete Nance","MIL",13,138,17,8,4,0,1,0,0,0,0,0,0,0,0,1,1
"Elijah Harkless","UTA",10,138,18,8,0,1,1,0,3,1,0,0,0,0,0,0,12
"Vlatko Čančar","DEN",13,136,10,5,0,1,0,1,1,0,0,0,0,0,0,0,4
"Kylor Kelley","NOP",11,126,15,10,3,2,1,1,0,0,0,0,0,0,0,0,6
"Alex Ducas","OKC",21,125,12,10,0,0,1,0,0,0,0,0,0,0,0,0,1
"Spencer Jones","DEN",20,125,17,11,0,1,0,0,0,0,0,0,0,0,0,0,2
"Kobe Bufkin","ATL",10,124,9,5,0,0,0,0,1,0,0,0,0,0,0,0,12
"Tyler Smith","MIL",23,122,11,5,0,1,1,0,1,1,0,0,0,0,0,0,7
"De'Anthony Melton","GSW",6,121,18,6,0,0,1,0,1,0,0,0,0,0,1,0,7
"Moses Brown","DAL",13,119,17,16,0,1,1,0,0,0,0,0,0,0,0,2,8
"TyTy Washington Jr.","PHX",16,118,4,3,1,0,0,0,0,0,0,0,0,0,0,0,4
"Trey Alexander","DEN",23,116,10,5,0,0,2,0,0,0,0,0,0,0,0,0,4
"Sidy Cissoko","POR",22,114,10,7,0,0,0,0,0,0,0,0,0,0,0,0,7
"Joe Ingles","MIN",19,114,12,4,1,0,1,0,0,0,0,0,0,0,0,0,5
"Tony Bradley","IND",14,113,11,6,0,1,2,0,1,0,0,0,0,0,0,0,10
"Jaylen Sims","CHA",6,112,10,3,0,0,1,0,1,0,0,0,0,0,0,0,11
"Pacôme Dadiet","NYK",18,111,7,3,1,1,0,0,1,0,0,0,0,0,0,0,6
"Patrick Baldwin Jr.","LAC",24,107,7,6,0,0,0,0,0,0,0,0,0,0,0,0,3
"Chris Livingston","MIL",21,106,8,3,3,0,1,0,0,0,0,0,0,0,0,0,10
"Jae Crowder","SAC",9,103,10,8,0,0,0,0,0,0,0,0,0,0,0,0,3
"Justin Minaya","POR",19,101,12,6,0,0,1,1,0,0,0,0,0,0,0,0,3
"Keshad Johnson","MIA",16,98,11,9,0,0,0,0,0,0,0,0,0,0,0,0,6
"Yuki Kawamura","MEM",22,93,8,2,3,0,0,0,1,0,0,0,0,0,0,0,6
"Luke Travers","CLE",12,88,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1
"Stanley Umude","MIL",22,86,8,3,0,0,1,0,0,0,0,0,0,0,0,0,2
