"Name","TeamAbbreviation","GamesPlayed","Minutes","Fouls","ShootingFouls","Loose Ball Fouls","Loose Ball Fouls Drawn","Offensive Fouls","Charge Fouls","Offensive Fouls Drawn","Charge Fouls Drawn","BlockingFouls","BlockingFoulsDrawn","Clear Path Fouls","Transition Take Fouls","Transition Take Fouls Drawn","Defensive 3 Seconds Violations","FoulsDrawn"
"Jason Thompson","SAC",81,1991,239,112,41,28,19,4,5,5,6,1,1,0,0,4,133
"Greivis Vasquez","TOR",82,1991,177,60,12,1,3,3,15,4,12,4,1,0,0,0,83
"Boris Diaw","SAS",81,1984,148,73,13,7,7,5,8,0,6,7,0,0,0,0,109
"Omer Asik","NOP",76,1982,144,63,23,31,17,1,10,1,2,2,0,0,0,5,183
"Mo Williams","CHA",68,1980,162,58,3,3,7,2,21,4,1,4,1,0,0,0,145
"Amir Johnson","TOR",75,1979,225,88,18,12,31,7,5,9,17,4,1,0,0,4,130
"Dwyane Wade","MIA",62,1971,105,54,7,3,8,5,2,1,3,14,0,0,0,0,257
"D.J. Augustin","OKC",82,1964,93,34,3,1,7,2,16,7,3,10,2,0,0,0,205
"Robert Covington","PHI",70,1956,189,84,10,8,4,12,7,1,5,5,0,0,0,1,160
"Tony Parker","SAS",68,1953,108,54,3,0,3,5,4,2,4,19,0,0,0,0,147
"Brandon Bass","BOS",82,1929,140,74,11,13,10,4,6,0,5,6,1,0,0,1,155
"Roy Hibbert","IND",76,1927,216,127,23,40,21,5,11,8,6,8,1,0,0,0,245
"Luc Mbah a Moute","PHI",67,1916,104,60,5,10,5,5,8,1,1,2,0,0,0,0,130
"Paul Pierce","WAS",73,1914,160,86,7,7,8,3,14,3,9,9,2,0,0,0,171
"Jeremy Lin","LAL",74,1907,189,91,5,9,9,9,27,7,4,27,1,0,0,0,277
"Zach LaVine","MIN",77,1902,158,91,0,1,2,10,14,0,1,6,0,0,0,0,137
"David West","IND",66,1896,160,75,16,12,23,1,4,1,2,0,0,0,0,1,154
"Aaron Brooks","CHI",82,1885,189,79,4,2,2,5,7,16,6,2,0,0,0,0,148
"Jordan Hill","LAL",70,1874,164,106,11,18,18,2,6,0,2,2,0,0,0,1,130
"Rodney Stuckey","IND",71,1873,131,59,5,6,7,15,17,6,8,19,0,0,0,0,195
"Channing Frye","ORL",75,1870,191,78,11,13,23,0,4,1,3,0,4,0,0,2,79
"Shane Larkin","NYK",76,1865,150,67,5,2,2,1,17,0,1,6,0,0,0,0,90
"Bojan Bogdanovic","BKN",78,1854,104,60,4,6,1,1,6,1,4,0,0,0,0,0,90
"CJ Miles","IND",70,1841,132,68,2,4,6,3,6,6,14,8,0,0,0,0,128
"Ed Davis","LAL",79,1840,202,123,28,14,7,4,2,0,4,2,0,0,0,0,146
"Mike Dunleavy","CHI",63,1838,123,56,7,2,2,4,5,10,4,2,0,0,0,0,75
"Norris Cole","NOP",75,1831,124,55,3,3,5,1,8,3,7,9,0,0,0,0,91
"Dante Exum","UTA",82,1817,147,74,4,1,3,1,20,6,8,0,1,0,0,2,68
"Marcus Smart","BOS",67,1808,176,59,8,9,8,5,45,9,13,4,0,0,0,0,155
"Anthony Morrow","OKC",74,1806,135,56,3,6,9,0,17,0,0,0,1,0,0,0,84
"Quincy Pondexter","NOP",75,1793,150,68,8,2,5,4,9,2,2,1,1,0,0,1,88
"Jason Smith","NYK",82,1785,205,90,22,18,20,3,11,1,3,2,0,0,0,1,152
"Hollis Thompson","PHI",71,1776,141,64,10,4,1,8,5,0,2,6,1,0,0,4,73
"Steven Adams","OKC",70,1771,222,86,43,31,25,5,2,0,8,3,0,0,0,5,181
"Alan Anderson","BKN",74,1744,148,64,6,8,4,1,19,9,6,1,1,0,0,0,128
"Kyle Singler","OKC",80,1744,153,76,14,5,3,3,8,3,6,1,1,0,0,2,65
"Mason Plumlee","BKN",82,1743,207,86,29,22,21,13,3,1,3,3,0,0,0,0,252
"Tyler Zeller","BOS",82,1731,205,125,25,25,16,2,6,11,6,6,0,0,0,2,180
"Zaza Pachulia","MIL",73,1730,170,67,22,31,23,4,12,0,7,9,0,0,0,7,159
"Patrick Beverley","HOU",56,1727,182,65,10,5,5,4,20,7,6,2,0,0,0,0,78
"Isaiah Thomas","BOS",67,1726,150,54,4,4,8,3,10,1,7,22,0,0,0,0,273
"Jerryd Bayless","MIL",77,1717,163,67,8,1,4,6,10,3,12,6,0,0,0,0,123
"Jared Dudley","MIL",72,1717,113,54,9,8,7,2,14,2,10,9,0,0,0,3,85
"Jamal Crawford","LAC",64,1703,108,45,6,1,7,4,5,0,3,8,0,0,0,0,164
"O.J. Mayo","MIL",71,1697,165,62,8,2,8,4,3,4,8,10,0,0,0,1,119
"Nene","WAS",67,1694,180,76,19,10,22,1,16,6,7,4,0,0,0,0,222
"Taj Gibson","CHI",62,1692,162,87,20,9,17,3,6,1,2,3,0,0,0,3,162
"Carlos Boozer","LAL",71,1692,184,80,32,7,13,5,0,0,0,5,0,0,0,1,108
"Devin Harris","DAL",76,1685,147,74,8,1,9,1,27,25,19,25,0,0,0,0,187
"Tim Hardaway Jr.","NYK",70,1681,119,54,3,1,6,5,5,1,4,6,0,0,0,2,137
"Ryan Anderson","NOP",61,1675,113,57,11,11,10,0,6,5,10,4,0,0,0,0,137
"Wayne Ellington","LAL",65,1675,77,46,3,4,2,0,7,3,2,3,0,0,0,0,75
"Joe Ingles","UTA",79,1672,124,50,5,3,9,3,8,1,6,1,0,0,0,0,61
"Evan Fournier","ORL",58,1661,116,43,11,2,3,4,7,1,2,7,0,0,0,0,127
"Luis Scola","IND",81,1659,192,63,25,34,6,6,3,16,14,9,0,0,0,1,215
"Nikola Mirotic","CHI",82,1654,172,88,13,20,8,5,6,7,1,3,2,0,0,5,221
"Dante Cunningham","NOP",66,1652,101,57,10,2,6,2,4,1,6,1,0,0,0,0,39
"Tony Allen","MEM",63,1648,166,61,9,5,2,8,7,0,1,1,0,0,0,2,92
"Jae Crowder","BOS",82,1647,137,70,6,6,1,5,7,4,9,13,0,0,0,0,117
"Jason Terry","HOU",77,1641,116,51,2,3,5,0,4,0,2,0,0,0,0,0,32
"Robin Lopez","POR",59,1638,122,74,8,25,16,2,7,0,2,1,1,0,0,4,124
"Caron Butler","DET",78,1623,120,67,4,2,3,3,3,0,3,0,0,0,0,1,45
"Kirk Hinrich","CHI",66,1610,144,73,5,2,2,2,9,11,5,1,0,0,0,0,67
"Michael Kidd-Gilchrist","CHA",55,1587,115,59,4,13,8,12,8,9,5,7,0,0,0,2,169
"Manu Ginobili","SAS",70,1587,138,46,6,4,4,2,19,7,9,24,0,0,0,0,223
"Andrew Bogut","GSW",67,1583,188,94,11,18,24,3,10,4,3,0,0,0,0,3,75
"Lance Stephenson","CHA",61,1573,134,39,2,3,8,4,13,2,2,4,0,0,0,0,112
"Jared Sullinger","BOS",58,1566,153,70,14,13,14,9,8,7,7,6,0,0,0,0,127
"Darren Collison","SAC",45,1565,95,52,1,1,2,5,8,9,5,7,0,0,0,0,143
"Trevor Booker","UTA",79,1564,144,70,9,13,9,3,3,4,0,2,0,0,0,4,116
"Austin Rivers","LAC",76,1563,146,71,5,7,3,3,9,1,3,5,0,0,0,2,103
"Chris Bosh","MIA",44,1556,69,31,9,4,3,3,5,3,2,3,0,0,0,2,152
"Iman Shumpert","CLE",62,1545,138,56,3,3,11,4,17,1,3,3,0,0,0,1,89
"Derrick Rose","CHI",51,1530,63,35,2,0,1,4,9,7,1,4,0,0,0,0,141
"Steve Blake","POR",81,1529,118,39,7,5,3,0,10,5,3,4,0,0,0,0,82
"Alex Len","PHX",69,1518,213,119,28,11,16,2,7,1,6,1,0,0,0,6,100
"Dennis Schroder","ATL",77,1516,127,52,1,4,2,9,5,12,8,6,0,0,0,1,172
"Rasual Butler","WAS",75,1504,98,48,5,3,6,0,6,0,1,4,0,0,0,0,51
"Beno Udrih","MEM",79,1494,88,52,0,1,0,0,9,3,5,1,0,0,0,0,96
"Lance Thomas","NYK",62,1491,101,37,7,5,7,1,13,0,0,3,0,0,0,0,88
"Cody Zeller","CHA",62,1487,156,57,20,21,11,3,10,2,9,6,0,0,0,2,147
"Jordan Clarkson","LAL",59,1476,109,46,4,2,9,1,6,0,6,8,3,0,0,1,135
"Shaun Livingston","GSW",78,1468,110,40,4,1,14,0,7,1,3,0,1,0,0,0,95
"Jodie Meeks","DET",60,1462,76,34,0,3,1,2,4,2,3,6,0,0,0,0,121
"Derrick Williams","SAC",74,1462,67,37,5,1,2,6,3,0,1,8,0,0,0,0,121
"Langston Galloway","NYK",45,1457,129,56,2,4,6,0,14,4,8,3,1,0,0,0,89
"Brandan Wright","PHX",75,1448,102,72,6,13,1,2,4,0,3,5,1,0,0,1,94
"Gerald Green","PHX",74,1446,145,67,3,1,7,1,8,2,5,1,0,0,0,1,108
"Cory Joseph","SAS",79,1444,105,53,6,8,6,3,13,2,5,8,0,0,0,0,140
"Ray McCallum","SAC",68,1436,92,50,1,2,2,3,8,0,3,1,0,0,0,0,83
"Anthony Tolliver","DET",76,1433,137,61,11,9,12,1,8,19,4,1,0,0,0,0,82
"Otto Porter Jr.","WAS",74,1432,97,41,7,3,10,0,2,0,3,1,0,0,0,0,75
"Carmelo Anthony","NYK",40,1428,87,26,7,3,19,0,3,0,0,4,0,0,0,1,201
"Danilo Gallinari","DEN",59,1426,94,44,7,3,4,1,16,10,3,8,0,0,0,1,182
"Kelly Olynyk","BOS",64,1423,213,100,27,28,12,4,8,6,14,9,0,0,0,3,142
"C.J. Watson","IND",57,1422,107,38,3,6,3,4,20,3,5,18,1,0,0,0,161
"Omri Casspi","SAC",67,1416,107,52,6,7,3,4,1,0,4,2,0,0,0,1,139
"Tony Snell","CHI",72,1412,86,52,5,0,0,0,5,1,1,0,1,0,0,0,42
"JJ Hickson","DEN",73,1411,136,64,15,10,16,4,2,1,1,7,0,0,0,6,137
"Jameer Nelson","DEN",63,1406,136,59,4,2,7,0,14,7,14,5,0,0,0,0,71
"Henry Sims","PHI",73,1399,135,64,9,14,11,3,4,1,2,2,1,0,0,1,112
"Chris Kaman","POR",74,1398,140,86,9,7,12,0,1,0,1,0,0,0,0,9,94
"Tayshaun Prince","DET",58,1397,55,26,5,5,2,0,1,2,1,4,0,0,0,0,57
"Marco Belinelli","SAS",62,1388,85,30,5,1,4,0,9,2,4,2,1,0,0,0,91
"Matthew Dellavedova","CLE",67,1380,152,50,5,2,2,0,11,3,8,0,0,0,0,0,67
"Jerami Grant","PHI",65,1377,144,65,4,4,6,7,11,2,8,5,0,0,0,0,139
"James Johnson","TOR",70,1370,155,83,5,4,4,9,2,2,11,1,0,0,0,0,80
"Al-Farouq Aminu","DAL",74,1366,137,71,11,9,3,6,5,2,16,7,0,0,0,0,94
"J.J. Barea","DAL",77,1362,104,39,5,0,2,2,25,2,8,6,1,0,0,0,112
"KJ McDaniels","HOU",62,1352,126,66,5,2,6,11,4,1,1,4,0,0,0,3,96
"Kosta Koufos","MEM",81,1348,148,63,16,18,19,1,4,0,4,3,0,0,0,0,92
"Kris Humphries","WAS",64,1345,130,59,14,14,13,1,8,0,3,4,1,0,0,1,129
"Brian Roberts","CHA",72,1330,75,45,5,3,1,0,11,6,2,2,0,0,0,0,98
"Kent Bazemore","ATL",75,1323,127,81,2,5,0,3,6,3,3,2,0,0,0,0,87
"Ersan Ilyasova","MIL",58,1319,149,68,14,20,9,2,27,24,19,11,1,0,0,4,158
"Jrue Holiday","NOP",40,1303,110,46,3,3,3,3,5,2,10,3,0,0,0,1,70
"Kevin Martin","MIN",39,1303,76,34,3,2,9,1,7,2,4,5,0,0,0,0,125
"Quincy Acy","NYK",68,1287,147,78,17,19,9,0,7,4,4,1,0,0,0,0,108
"Andre Roberson","OKC",67,1286,141,61,4,1,3,5,2,1,2,0,0,0,0,0,34
"Chase Budinger","MIN",67,1286,72,39,2,3,2,1,3,4,2,0,0,0,0,0,60
"Spencer Hawes","LAC",73,1274,173,118,12,12,7,1,1,0,2,3,1,0,0,2,70
"Jose Calderon","NYK",42,1270,76,44,0,0,1,0,4,0,3,1,0,0,0,0,36
"George Hill","IND",43,1267,111,44,4,2,5,4,15,2,5,2,0,0,0,0,148
"Andre Miller","SAC",81,1253,103,35,2,5,4,1,14,7,7,1,0,0,0,3,88
"Amar'e Stoudemire","DAL",59,1244,161,69,24,16,12,3,9,3,12,6,0,0,0,3,189
"Richard Jefferson","DAL",74,1244,115,56,6,1,2,3,7,1,6,10,0,0,0,0,96
"Bismack Biyombo","CHA",64,1243,140,69,23,36,12,2,4,0,1,1,0,0,0,3,139
"Kevin Seraphin","WAS",79,1235,197,113,16,11,27,2,4,0,5,0,0,0,0,3,86
"Ryan Kelly","LAL",52,1233,118,76,4,2,5,0,1,1,3,0,0,0,0,1,59
"Jonas Jerebko","BOS",75,1230,135,45,10,8,9,4,5,5,10,1,0,0,0,2,63
"John Henson","MIL",67,1228,152,77,13,16,15,0,5,2,8,9,0,0,0,7,114
"Dwight Howard","HOU",41,1223,137,56,20,30,25,9,1,0,2,3,0,0,0,4,230
"Kobe Bryant","LAL",35,1207,65,29,1,3,8,3,5,0,2,10,0,0,0,1,178
"Marreese Speights","GSW",76,1207,189,114,17,26,14,5,13,29,11,1,0,0,0,3,166
"Pablo Prigioni","HOU",67,1197,88,21,4,4,1,0,9,5,0,0,0,0,0,0,62
"Tarik Black","LAL",63,1195,158,81,28,11,12,3,3,2,6,1,0,0,0,1,92
"Miles Plumlee","MIL",73,1194,111,64,10,4,10,1,2,5,10,0,0,0,0,1,51
"Gary Neal","MIN",54,1192,88,50,3,5,6,2,4,3,5,3,0,0,0,0,101
"Carl Landry","SAC",70,1192,132,53,24,8,12,3,6,1,5,2,0,0,0,1,115
"Ramon Sessions","WAS",64,1188,73,32,1,5,5,3,11,0,0,11,1,0,0,1,135
"Brandon Jennings","DET",41,1173,64,9,1,0,7,4,6,0,2,5,0,0,0,0,127
"Kendrick Perkins","CLE",68,1148,162,66,9,12,27,3,6,0,4,0,1,0,0,4,80
"Ian Mahinmi","IND",61,1146,172,84,15,14,21,1,12,2,4,1,0,0,0,0,106
"Hassan Whiteside","MIA",48,1142,129,72,12,32,13,2,3,0,3,0,0,0,0,4,145
"Robert Sacre","LAL",67,1133,121,59,20,13,10,1,4,2,4,0,0,0,0,1,73
"Chris Andersen","MIA",60,1132,88,58,5,25,4,0,8,4,1,4,0,0,0,0,106
"JaKarr Sampson","PHI",74,1131,135,72,7,3,3,9,7,1,0,0,0,0,0,1,78
"Nik Stauskas","SAC",73,1126,92,58,2,1,0,1,2,0,4,0,0,0,0,0,53
"Mike Scott","ATL",68,1123,83,48,3,8,5,2,1,3,2,0,0,0,0,3,69
"Aron Baynes","SAS",70,1122,162,85,19,18,18,2,3,18,33,2,0,0,0,2,114
"Donald Sloan","IND",53,1107,47,24,0,0,1,2,3,0,2,6,0,0,0,0,66
"Jusuf Nurkic","DEN",62,1103,207,100,15,21,20,4,6,2,11,1,0,0,0,1,118
"Shawn Marion","CLE",57,1101,58,44,1,3,1,0,4,0,0,0,0,0,0,0,28
"Nick Collison","OKC",66,1101,156,82,9,14,8,2,5,12,16,1,0,0,0,1,80
"Vince Carter","MEM",66,1091,102,55,6,5,6,3,6,6,4,1,0,0,0,1,71
"Shawne Williams","DET",63,1087,135,80,6,4,7,0,1,2,5,1,0,0,0,1,36
"Randy Foye","DEN",50,1086,97,42,4,1,1,2,6,2,3,2,0,0,0,0,50
"Lavoy Allen","IND",63,1070,102,60,13,8,7,1,2,0,2,0,1,0,0,0,49
"Rodney Hood","UTA",50,1064,119,59,6,3,1,7,1,1,3,1,0,0,0,0,52
"Tyler Hansbrough","TOR",74,1058,141,54,26,19,6,1,21,9,7,2,0,0,0,4,133
"James Ennis III","MIA",62,1051,89,43,10,4,3,3,2,3,1,5,0,0,0,0,71
"Damjan Rudez","IND",68,1047,79,33,6,1,8,0,3,2,4,0,0,0,0,0,25
"Pero Antic","ATL",63,1037,132,67,7,35,9,1,6,12,7,1,0,0,0,0,122
"Tiago Splitter","SAS",52,1030,103,47,9,7,7,4,8,5,5,2,0,0,0,0,110
"Shabazz Napier","MIA",51,1012,76,39,2,2,3,1,10,0,1,2,0,0,0,0,76
"Nick Young","LAL",42,1000,83,33,5,3,4,1,4,0,1,1,0,0,0,0,102
"Udonis Haslem","MIA",62,995,113,58,10,7,7,1,9,13,12,3,0,0,0,0,73
"Darrell Arthur","DEN",58,988,146,85,7,7,12,0,8,3,14,1,0,0,0,1,53
"Will Barton","DEN",58,984,70,30,1,1,1,2,5,0,0,2,1,0,0,1,69
"Leandro Barbosa","GSW",66,982,87,39,2,1,1,2,6,2,1,2,0,0,0,0,60
"Ronnie Price","LAL",43,982,118,36,3,1,8,2,13,6,9,0,0,0,0,0,51
"Cole Aldrich","NYK",60,976,122,74,4,19,9,1,4,0,2,1,1,0,0,2,64
"Thabo Sefolosha","ATL",52,976,67,29,2,4,1,3,2,0,2,1,0,0,0,0,47
