"Name","TeamAbbreviation","GamesPlayed","Minutes","Fouls","ShootingFouls","Loose Ball Fouls","Loose Ball Fouls Drawn","Offensive Fouls","Charge Fouls","Offensive Fouls Drawn","Charge Fouls Drawn","BlockingFouls","BlockingFoulsDrawn","Clear Path Fouls","Transition Take Fouls","Transition Take Fouls Drawn","Defensive 3 Seconds Violations","FoulsDrawn"
"CJ McCollum","POR",62,973,81,42,2,3,2,1,5,0,0,2,0,0,0,0,61
"Alexis Ajinca","NOP",68,956,151,76,19,15,15,0,0,1,7,0,0,0,0,5,91
"Kevin Garnett","MIN",47,952,109,39,6,9,16,0,6,0,0,0,0,0,0,2,59
"Willie Green","ORL",52,951,81,22,3,0,1,2,6,4,4,0,0,0,0,0,40
"Isaiah Canaan","PHI",47,938,83,35,2,1,2,0,15,1,6,3,0,0,0,0,60
"Lou Amundson","NYK",53,937,126,68,9,13,13,3,5,5,4,0,0,0,0,1,80
"Matt Bonner","SAS",72,935,65,36,9,3,2,0,2,0,1,0,0,0,0,0,24
"Elijah Millsap","UTA",47,924,124,43,3,1,5,6,3,1,2,4,0,0,0,1,69
"Kevin Durant","OKC",27,913,40,23,2,4,3,3,7,2,2,2,0,0,0,0,133
"David Lee","GSW",49,904,83,51,8,3,6,1,2,2,0,4,0,0,0,1,71
"Glen Davis","LAC",74,904,132,48,7,6,14,4,5,10,11,5,0,0,0,1,80
"Alec Burks","UTA",27,899,64,38,1,3,3,4,11,0,1,4,0,0,0,0,96
"Tony Wroten","PHI",30,895,72,27,2,1,6,5,6,1,4,12,1,0,0,0,123
"Anthony Bennett","MIN",57,894,87,33,15,4,6,2,3,1,0,1,0,0,0,1,51
"Mirza Teletovic","BKN",40,892,74,33,3,7,4,1,1,1,2,1,0,0,0,0,51
"Terrence Jones","HOU",33,889,78,37,10,2,5,4,4,1,3,3,0,0,0,1,65
"Jason Maxiell","CHA",61,878,96,54,10,25,8,1,7,4,4,0,0,0,0,1,86
"Shabazz Muhammad","MIN",38,866,49,19,6,8,1,5,3,0,0,3,0,0,0,1,123
"Drew Gooden","WAS",51,864,91,51,6,11,3,0,15,4,5,1,0,0,0,0,58
"Joey Dorsey","HOU",69,854,157,88,21,12,14,3,0,0,3,0,0,0,0,2,60
"Meyers Leonard","POR",55,847,113,71,10,13,11,1,7,1,4,1,0,0,0,1,56
"Dewayne Dedmon","ORL",59,845,141,63,10,7,16,0,2,1,5,0,1,0,0,3,53
"Nick Calathes","MEM",58,838,100,26,6,0,2,2,2,1,1,3,0,0,0,0,45
"Shelvin Mack","ATL",55,833,32,9,2,2,2,0,1,4,1,2,0,0,0,0,36
"Ish Smith","PHI",55,831,50,24,1,5,3,2,7,0,2,1,0,0,0,0,65
"Luke Babbitt","NOP",63,830,63,43,1,0,2,0,1,0,1,1,0,0,0,0,19
"Chris Copeland","IND",49,827,78,40,2,1,3,5,3,0,4,1,0,0,0,0,48
"Jon Leuer","MEM",63,824,86,49,13,3,1,0,2,2,3,3,0,0,0,2,48
"Kyle O'Quinn","ORL",51,824,110,63,5,8,13,0,3,1,4,1,0,0,0,3,52
"Nikola Pekovic","MIN",31,815,59,27,4,9,12,2,0,0,2,0,0,0,0,1,105
"Patty Mills","SAS",51,801,58,20,5,1,2,2,11,4,10,1,0,0,0,0,50
"Thomas Robinson","PHI",54,798,104,46,8,13,10,3,3,3,2,2,0,0,0,0,84
"Aaron Gordon","ORL",47,797,83,38,6,2,8,3,3,3,2,2,0,0,0,0,52
"Kostas Papanikolaou","HOU",43,795,71,38,5,4,1,2,1,4,3,2,0,0,0,1,29
"Ben Gordon","ORL",56,790,60,31,1,1,5,1,8,1,1,3,0,0,0,0,67
"Andrea Bargnani","NYK",29,785,53,23,4,4,7,0,2,2,1,2,0,0,0,0,101
"Markel Brown","BKN",47,781,57,33,2,1,0,0,11,2,2,2,0,0,0,0,60
"Alexey Shved","NYK",42,767,48,27,0,3,0,1,4,0,0,6,0,0,0,0,99
"Reggie Evans","SAC",47,764,91,32,18,20,11,0,2,1,0,0,0,0,0,0,79
"Robbie Hummel","MIN",45,742,86,60,6,8,4,0,7,10,5,0,0,0,0,0,49
"Adreian Payne","MIN",32,740,88,43,6,11,8,2,4,0,5,1,0,0,0,1,42
"Jabari Parker","MIL",25,739,42,13,3,5,1,2,3,0,3,8,0,0,0,1,60
"Garrett Temple","WAS",52,735,76,33,1,1,4,1,13,0,1,2,0,0,0,0,53
"Marcus Thornton","PHX",48,721,38,15,3,0,1,1,5,0,1,6,1,0,0,0,41
"Gary Harris","DEN",55,719,71,30,1,1,3,3,3,0,1,2,1,0,0,0,41
"Justin Hamilton","MIN",41,713,70,47,9,9,4,0,6,5,4,2,0,0,0,1,57
"Hedo Turkoglu","LAC",62,704,66,36,7,5,0,0,1,0,1,1,1,0,0,0,19
"Mike Miller","CLE",52,701,74,33,1,0,4,0,0,1,1,0,0,0,0,0,7
"Ricky Rubio","MIN",22,692,59,23,1,4,2,0,17,3,5,2,0,0,0,0,83
"PJ Hairston","CHA",45,687,61,37,1,1,2,1,6,2,3,0,0,0,0,0,35
"Allen Crabbe","POR",51,683,74,39,2,1,0,1,4,0,1,0,0,0,0,1,19
"Luke Ridnour","ORL",47,683,67,38,4,2,0,0,12,1,0,3,0,0,0,0,47
"Charlie Villanueva","DAL",64,678,64,39,7,1,0,2,3,1,2,1,0,0,0,0,25
"Maurice Harkless","ORL",45,674,66,36,2,1,2,3,2,2,0,1,0,0,0,0,35
"Travis Wear","NYK",51,672,55,29,3,1,2,0,2,0,2,0,0,0,0,0,24
"James Jones","CLE",57,669,67,34,3,1,1,0,8,2,2,2,0,0,0,0,42
"Alonzo Gee","POR",54,661,58,23,2,3,1,1,1,0,1,3,0,0,0,0,47
"Justin Holiday","GSW",59,657,54,26,1,2,1,2,4,0,2,1,1,0,0,0,33
"Cleanthony Early","NYK",39,647,57,27,2,1,2,0,2,1,0,1,0,0,0,0,41
"Anderson Varejao","CLE",26,636,58,26,5,6,3,1,9,1,2,3,0,0,0,0,48
"Jeremy Lamb","OKC",47,633,52,29,1,0,2,0,2,0,0,0,0,0,0,0,41
"Perry Jones III","OKC",43,631,50,25,2,3,3,2,3,0,3,1,0,0,0,0,35
"Henry Walker","MIA",24,628,76,45,1,1,4,4,4,6,6,1,0,0,0,0,23
"Joel Freeland","POR",48,617,93,46,21,14,0,1,2,4,4,0,0,0,0,1,36
"TJ Warren","PHX",40,614,51,25,3,0,1,3,5,0,1,3,0,0,0,0,24
"Danny Granger","MIA",30,613,67,29,3,2,0,0,2,2,1,2,0,0,0,1,31
"Tyler Johnson","MIA",32,603,42,20,3,3,2,3,4,0,0,1,0,0,0,0,38
"Phil Pressey","BOS",50,600,54,12,1,1,3,2,2,2,1,7,0,0,0,1,56
"Dorell Wright","POR",48,592,55,33,1,4,0,0,3,1,3,2,0,0,0,0,38
"Nate Robinson","LAC",42,591,76,27,5,1,4,0,5,0,4,2,0,0,0,0,42
"Larry Sanders","MIL",27,586,104,60,10,4,5,0,0,1,17,1,0,0,0,3,37
"Jabari Brown","LAL",19,568,33,19,0,0,3,1,2,0,2,5,0,0,0,0,64
"Sergey Karasev","BKN",32,555,45,24,2,4,2,1,6,3,3,1,0,0,0,0,34
"Lorenzo Brown","MIN",29,549,49,26,0,0,0,0,3,0,4,0,0,0,0,0,18
"Samuel Dalembert","NYK",32,544,70,37,10,7,6,0,1,0,3,0,0,0,0,1,28
"Furkan Aldemir","PHI",41,541,96,60,5,9,4,0,5,0,2,1,0,0,0,1,37
"Archie Goodwin","PHX",41,535,55,28,2,1,3,2,9,1,4,5,0,0,0,0,74
"Cory Jefferson","BKN",50,531,61,37,4,4,0,2,0,1,1,1,0,0,0,0,40
"Jordan Farmar","LAC",36,529,52,25,3,1,0,0,3,1,4,1,0,0,0,0,24
"Chris Johnson","UTA",29,527,44,20,3,2,0,1,6,0,4,0,0,0,0,0,19
"Jimmer Fredette","NOP",50,509,43,26,2,3,0,0,3,2,1,0,0,0,0,0,39
"Michael Beasley","MIA",24,505,66,40,2,1,4,2,2,4,2,1,0,0,0,0,34
"E'Twaun Moore","CHI",56,504,45,18,4,2,1,0,3,1,1,0,0,0,0,0,21
"Festus Ezeli","GSW",46,504,77,46,9,10,6,1,1,1,3,0,0,0,0,2,61
"Mike Muscala","ATL",40,502,52,27,4,3,3,2,3,3,2,0,0,0,0,1,31
"Joe Harris","CLE",51,493,62,25,2,1,5,1,1,0,0,1,1,0,0,0,11
"Andrew Nicholson","ORL",40,492,51,22,2,6,7,0,1,2,1,0,0,0,0,2,35
"Elton Brand","ATL",36,486,54,29,2,2,4,0,2,11,1,0,0,0,0,0,36
"Mitch McGary","OKC",32,485,72,41,4,3,6,1,2,3,3,0,0,0,0,2,30
"Spencer Dinwiddie","DET",34,455,53,21,0,0,7,2,3,1,0,3,0,0,0,0,36
"Ryan Hollins","SAC",46,441,65,37,4,8,8,0,2,4,3,0,0,0,0,1,54
"Jeffery Taylor","CHA",29,430,36,20,3,1,1,0,2,0,0,1,0,0,0,0,30
"Brandon Davies","BKN",27,423,59,33,5,7,3,0,5,6,2,0,0,0,0,1,44
"Kendall Marshall","MIL",28,417,26,6,2,1,1,0,2,0,3,1,0,0,0,0,21
"Jason Richardson","PHI",19,416,28,16,2,1,0,1,1,0,2,0,0,0,0,0,22
"Tyler Ennis","MIL",33,411,36,22,1,1,1,0,1,0,4,1,0,0,0,0,19
"Erick Green","DEN",43,410,26,9,1,1,0,1,2,0,0,1,0,0,0,0,15
"Joel Anthony","DET",48,406,55,35,2,1,7,0,0,0,0,0,0,0,0,0,17
"Troy Daniels","CHA",47,397,40,20,3,0,3,0,4,1,1,1,0,0,0,0,19
"Jerome Jordan","BKN",44,383,58,32,4,4,2,1,0,0,1,0,0,0,0,0,31
"Jeff Ayres","SAS",51,383,60,35,4,3,8,0,1,2,3,0,0,0,0,0,32
"Johnny O'Bryant III","MIL",34,368,44,24,3,3,5,0,1,4,4,1,0,0,0,1,24
"Greg Smith","DAL",42,363,53,32,3,3,3,1,1,0,4,0,0,0,0,3,26
"Kyle Anderson","SAS",33,358,28,13,1,0,1,0,1,0,3,0,0,0,0,0,14
"Martell Webster","WAS",32,352,24,10,1,1,0,0,1,1,0,0,1,0,0,0,39
"Austin Daye","ATL",34,344,39,24,2,1,3,1,0,2,2,0,0,0,0,0,7
"Reggie Bullock","PHX",36,338,19,12,0,0,0,0,0,0,0,0,0,0,0,0,8
"James Young","BOS",31,332,22,12,0,0,0,0,1,0,0,0,0,0,0,0,18
"Sebastian Telfair","OKC",16,327,29,8,0,0,1,1,5,0,1,2,0,0,0,0,36
"AJ Price","PHX",26,323,15,8,0,1,0,0,5,2,1,2,0,0,0,0,31
"Doug McDermott","CHI",36,321,29,16,0,2,0,3,1,0,4,0,0,0,0,0,18
"Darius Morris","BKN",38,299,20,9,0,0,1,0,0,0,0,2,0,0,0,0,15
"John Jenkins","ATL",24,297,15,8,1,2,0,0,0,1,1,0,0,0,0,0,19
"Josh McRoberts","MIA",17,296,41,10,3,3,0,1,0,0,1,0,0,0,0,0,13
"Gerald Wallace","BOS",32,286,19,7,1,3,2,0,4,1,1,0,0,0,0,0,22
"Raymond Felton","DAL",29,281,17,6,0,1,1,0,2,0,1,1,0,0,0,1,16
"John Lucas III","DET",21,272,18,6,0,0,1,0,0,1,1,0,0,0,0,0,9
"Brandon Rush","GSW",33,271,27,16,1,0,1,0,0,0,0,0,0,0,0,0,7
"John Salmons","NOP",21,270,25,20,0,0,0,0,0,0,1,0,0,0,0,0,5
"Joffrey Lauvergne","DEN",24,268,43,23,5,3,4,1,0,0,1,1,0,0,0,0,22
"Jeremy Evans","UTA",38,266,29,18,1,1,1,1,0,1,2,0,0,0,0,0,25
"Nick Johnson","HOU",28,262,34,16,0,1,3,3,1,0,2,2,0,0,0,0,18
"Glenn Robinson III","PHI",35,261,15,7,0,0,1,2,0,0,0,0,0,0,0,0,16
"Jeff Withey","NOP",37,259,26,17,0,5,3,2,1,0,1,0,0,0,0,0,37
"Noah Vonleh","CHA",25,259,20,11,4,4,1,0,1,0,2,1,0,0,0,1,24
"JaVale McGee","PHI",23,256,30,14,6,6,3,0,4,0,0,0,0,0,0,1,29
"Chuck Hayes","TOR",29,255,37,24,5,1,0,1,0,3,6,1,0,0,0,0,12
"Jordan Adams","MEM",30,248,24,13,0,0,2,0,2,0,0,0,0,0,0,0,20
"Nate Wolters","NOP",21,247,18,8,0,0,0,0,4,1,1,0,0,0,0,1,14
"Ricky Ledo","NYK",17,244,21,10,0,3,3,0,1,0,1,0,0,0,0,0,19
"Tim Frazier","POR",11,239,26,11,1,0,1,1,2,0,2,2,0,0,0,0,22
"Dwight Powell","DAL",29,236,40,22,4,1,0,0,2,0,2,0,0,0,0,1,28
"Larry Drew II","PHI",12,219,13,5,2,0,0,1,5,2,0,1,0,0,0,0,18
"Landry Fields","TOR",26,216,9,4,1,0,0,0,2,1,0,0,0,0,0,0,8
"Jeff Adrien","MIN",17,215,30,16,7,7,3,1,2,1,0,0,0,0,0,0,38
"Gigi Datome","BOS",21,209,15,4,4,1,1,0,1,3,1,0,0,0,0,0,8
"Devyn Marble","ORL",16,208,14,6,0,0,0,0,1,0,1,1,0,0,0,0,10
"Francisco Garcia","HOU",14,200,20,12,1,1,0,0,0,1,1,1,0,0,0,0,10
"Cartier Martin","DET",23,198,20,9,1,1,1,1,2,2,0,0,0,0,0,0,6
"Steve Novak","OKC",35,197,23,13,0,0,0,0,0,0,1,0,0,0,0,1,2
"Malcolm Thomas","PHI",17,194,17,9,2,3,1,0,1,0,0,0,0,0,0,0,12
"Ian Clark","DEN",30,192,20,9,0,1,0,0,1,0,1,0,0,0,0,0,8
"DeJuan Blair","WAS",29,180,41,21,6,2,3,0,2,1,0,0,0,0,0,0,8
"Toney Douglas","NOP",12,177,20,8,0,0,1,1,0,0,0,0,0,0,0,0,10
"Jorge Gutierrez","MIL",20,174,25,8,0,0,2,0,1,1,2,0,0,0,0,0,14
"JaMychal Green","MEM",24,164,25,11,1,0,4,1,1,0,0,0,0,0,0,0,9
"Bryce Cotton","UTA",15,159,6,3,0,0,0,0,2,0,0,0,0,0,0,0,15
"Bernard James","DAL",16,158,17,8,1,1,1,1,1,0,2,0,0,0,0,0,14
"Earl Barron","PHX",16,143,26,13,3,0,1,0,2,2,3,0,0,0,0,0,11
"James Michael McAdoo","GSW",15,137,21,17,0,2,1,0,2,0,1,1,0,0,0,0,20
"Ekpe Udoh","LAC",33,128,20,11,1,1,2,0,0,0,0,0,0,0,0,0,6
"Nazr Mohammed","CHI",23,128,16,12,1,1,1,1,0,0,2,0,0,0,0,0,3
"Shavlik Randolph","BOS",21,126,16,6,2,1,0,1,1,3,1,0,0,0,0,0,12
"Jarnell Stokes","MEM",19,126,25,15,4,2,2,0,0,1,3,1,0,0,0,0,21
"Dahntay Jones","LAC",33,123,23,10,0,0,0,0,2,3,1,0,0,0,0,0,11
"Dwight Buycks","LAL",6,123,3,2,0,0,1,0,0,0,0,0,0,0,0,0,10
"Jordan Hamilton","LAC",14,122,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"Quincy Miller","DET",10,120,9,8,0,1,0,0,0,0,0,0,0,0,0,0,7
"Brendan Haywood","CLE",22,119,17,10,3,2,1,0,0,0,0,0,0,0,0,0,10
"Elliot Williams","NOP",13,119,12,7,0,0,0,0,1,0,1,1,0,0,0,0,5
"Shayne Whittington","IND",20,108,18,13,1,4,0,1,1,0,1,0,0,0,0,0,16
"Reggie Williams","SAS",20,105,12,7,0,0,0,0,0,0,1,0,0,0,0,0,3
"Kenyon Martin","MIL",11,104,13,7,0,0,1,0,0,0,0,0,0,0,0,0,1
"Chris Douglas-Roberts","LAC",12,102,14,7,1,0,0,0,1,0,1,0,0,0,0,0,5
"CJ Wilcox","LAC",21,101,7,4,0,0,1,0,0,0,0,0,0,0,0,0,3
"Earl Clark","BKN",10,93,12,7,0,0,0,1,0,0,0,0,0,0,0,0,4
"Paul George","IND",6,91,11,2,0,1,1,2,0,0,0,0,0,0,0,0,8
"Clint Capela","HOU",11,90,14,9,2,0,1,0,1,0,1,1,0,0,0,0,13
"Jared Cunningham","LAC",19,89,12,6,0,0,0,1,2,0,0,1,0,0,0,0,9
"Shannon Brown","MIA",5,89,8,5,0,0,0,1,0,0,0,0,0,0,0,0,3
"Jack Cooley","UTA",16,87,23,13,2,2,3,0,2,1,0,0,0,0,0,0,17
"Xavier Henry","LAL",9,86,6,3,0,1,0,0,1,0,0,0,0,0,0,0,16
"Victor Claver","POR",10,76,12,9,2,2,0,0,1,0,0,0,0,0,0,0,5
"Zoran Dragic","MIA",16,75,6,2,2,0,0,0,0,0,0,0,0,0,0,0,8
"Vander Blue","LAL",2,74,4,3,0,0,0,0,0,0,0,1,0,0,0,0,3
"Jannero Pargo","CHA",9,73,8,2,0,0,0,0,1,1,0,0,0,0,0,0,5
"Ognjen Kuzmic","GSW",16,72,13,10,0,0,1,0,0,0,1,0,0,0,0,0,2
"Sean Kilpatrick","MIN",4,72,3,3,0,1,0,0,0,0,0,0,0,0,0,0,3
"Drew Gordon","PHI",9,71,7,2,2,2,2,1,1,0,0,0,0,0,0,0,7
"Will Cherry","CLE",8,69,10,6,0,0,0,1,1,0,0,0,0,0,0,0,4
"Arinze Onuaku","MIN",6,68,6,4,0,0,1,0,0,0,0,0,0,0,0,0,4
"Will Bynum","WAS",7,67,9,5,0,0,0,1,0,0,0,0,0,0,0,0,5
"Greg Stiemsma","TOR",17,66,15,6,2,0,1,0,0,1,1,0,0,0,0,0,3
"Russ Smith","MEM",12,65,13,3,0,1,1,1,0,0,0,1,0,0,0,0,7
"Cameron Bairstow","CHI",18,63,8,6,1,0,0,0,0,0,1,0,0,0,0,0,3
"Lester Hudson","LAC",5,56,4,1,0,0,0,0,0,0,0,1,0,0,0,0,3
"Grant Jerrett","UTA",8,51,11,7,0,0,0,0,0,0,1,0,0,0,0,0,1
"Gal Mekel","NOP",4,43,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"Darius Miller","NOP",5,43,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"Glen Rice","WAS",5,43,11,3,1,0,2,0,2,0,1,0,0,0,0,0,7
"Andrei Kirilenko","BKN",7,36,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"Jerel McNeal","PHX",6,36,5,2,0,0,0,0,0,0,1,0,0,0,0,0,2
"David Stockton","SAC",3,33,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3
"Patrick Christopher","UTA",4,29,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1
"Bruno Caboclo","TOR",8,23,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lucas Nogueira","TOR",6,23,6,2,0,0,2,0,0,0,0,0,0,0,0,0,2
"Miroslav Raduljica","MIN",5,23,8,3,0,0,1,0,0,0,0,0,0,0,0,0,2
"Andre Dawkins","MIA",4,22,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Ronny Turiaf","MIN",2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Toure' Murry","WAS",5,18,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"Alex Kirk","CLE",5,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Julius Randle","LAL",1,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Jamaal Franklin","DEN",3,13,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1
"Seth Curry","PHX",2,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Wear","SAC",2,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyrus Thomas","MEM",2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Kalin Lucas","MEM",1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jerrelle Benimon","UTA",2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sim Bhullar","SAC",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eric Moreland","SAC",3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Malcolm Lee","PHI",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
