"Name","TeamAbbreviation","GamesPlayed","Minutes","Fouls","ShootingFouls","Loose Ball Fouls","Loose Ball Fouls Drawn","Offensive Fouls","Charge Fouls","Offensive Fouls Drawn","Charge Fouls Drawn","BlockingFouls","BlockingFoulsDrawn","Clear Path Fouls","Transition Take Fouls","Transition Take Fouls Drawn","Defensive 3 Seconds Violations","FoulsDrawn"
"Jermaine O'Neal","GSW",44,884,102,50,11,10,15,0,8,9,4,3,0,0,0,6,125
"Henry Sims","PHI",46,875,116,59,11,15,8,2,3,4,2,2,0,0,0,2,101
"Thomas Robinson","POR",70,873,131,59,18,11,8,0,7,4,1,4,0,0,0,0,97
"Cartier Martin","ATL",59,870,71,36,3,4,4,1,7,8,10,3,0,0,0,1,61
"Willie Green","LAC",55,869,96,43,7,1,2,1,5,2,1,0,0,0,0,1,33
"Nate Robinson","DEN",44,866,92,28,5,3,2,0,6,1,2,7,1,0,0,0,83
"Andrei Kirilenko","BKN",45,857,65,31,4,9,3,1,6,0,1,2,0,0,0,0,99
"Quincy Acy","SAC",63,848,122,73,14,5,6,2,2,7,3,2,0,0,0,0,51
"Danny Granger","LAC",41,848,62,33,5,2,2,2,4,0,0,3,0,0,0,0,54
"Michael Beasley","MIA",55,831,93,57,3,1,5,5,1,1,0,3,0,0,0,1,54
"Jason Smith","NOP",31,830,100,45,9,9,8,2,2,3,2,1,0,0,0,1,57
"Gorgui Dieng","MIN",60,818,108,66,10,6,9,1,4,5,7,0,0,0,0,1,74
"Devin Harris","DAL",40,818,72,34,4,2,4,3,12,11,6,8,0,0,0,0,118
"Ekpe Udoh","MIL",42,804,96,59,9,10,10,1,2,1,10,3,0,0,0,3,47
"Ryan Anderson","NOP",22,795,47,26,3,8,2,1,0,3,2,0,0,0,0,1,51
"Chris Johnson","BOS",40,789,63,28,4,7,1,1,3,0,2,3,0,0,0,0,38
"Quincy Miller","DEN",52,789,70,37,1,1,4,0,2,0,3,3,0,0,0,1,41
"Jan Vesely","DEN",54,776,121,65,8,7,8,1,6,5,4,1,1,0,0,0,57
"Earl Clark","NYK",54,768,67,45,5,2,1,1,2,0,0,0,0,0,0,0,28
"Perry Jones III","OKC",62,764,62,30,1,1,2,1,2,0,1,1,1,0,0,1,33
"Chuck Hayes","TOR",61,753,95,57,6,4,6,1,2,6,4,0,0,0,0,0,33
"Shawne Williams","LAL",36,751,93,42,6,5,3,2,1,1,5,2,0,0,0,0,21
"Chase Budinger","MIN",41,751,58,28,1,2,1,0,3,0,3,1,0,0,0,0,36
"Jonas Jerebko","DET",64,741,85,44,9,4,2,1,2,0,4,2,1,0,0,0,46
"Chris Kaman","LAL",39,736,93,60,5,8,6,4,1,0,1,0,0,0,0,1,53
"Joel Freeland","POR",52,727,95,57,13,13,8,0,0,1,2,0,0,0,0,4,39
"Darius Miller","NOP",45,723,88,41,5,0,1,0,3,0,1,1,0,0,0,0,26
"Doron Lamb","ORL",53,695,54,29,1,2,1,1,2,0,2,0,0,0,0,0,26
"Matt Bonner","SAS",61,690,49,25,6,2,4,0,2,0,1,0,0,0,0,0,11
"Jeff Withey","NOP",58,684,73,46,3,5,6,1,0,0,1,1,0,0,0,1,55
"Toney Douglas","MIA",51,675,81,33,1,0,2,0,3,1,1,1,1,0,0,0,40
"Alexey Shved","MIN",63,664,36,15,2,4,2,0,5,0,0,2,0,0,0,0,75
"Anthony Bennett","CLE",52,663,93,37,4,4,13,3,2,1,4,1,0,0,0,2,46
"Robbie Hummel","MIN",53,655,57,38,4,4,1,0,5,4,2,1,0,0,0,0,21
"Udonis Haslem","MIA",46,653,79,43,5,8,3,2,2,17,4,1,0,0,0,0,61
"Beno Udrih","MEM",41,643,50,29,2,1,0,0,11,0,4,0,0,0,0,0,40
"Jon Leuer","MEM",49,642,63,36,7,5,1,2,1,3,4,1,0,0,0,0,38
"Dennis Schroder","ATL",49,641,54,17,2,3,2,2,5,4,2,1,0,0,0,0,59
"Garrett Temple","WAS",75,638,72,29,1,3,3,0,7,3,1,2,0,0,0,0,56
"Kenyon Martin","NYK",32,633,85,45,6,4,9,0,1,0,1,0,0,0,0,1,21
"Jeffery Taylor","CHA",26,629,62,27,4,1,0,3,9,1,6,2,0,0,0,2,40
"Ronny Turiaf","MIN",31,606,65,39,5,9,2,0,5,1,0,0,0,0,0,0,54
"John Lucas III","UTA",42,591,41,14,1,1,4,0,5,9,3,0,0,0,0,0,30
"Larry Sanders","MIL",23,584,74,40,7,8,8,0,1,0,6,4,0,0,0,0,42
"Kevin Seraphin","WAS",53,578,103,53,7,3,9,2,3,1,3,1,0,0,0,1,39
"Brandon Davies","PHI",51,575,92,52,11,4,9,1,4,8,7,0,0,0,0,1,59
"Jason Terry","BKN",35,570,48,16,2,1,1,0,6,0,0,0,0,0,0,0,25
"Nazr Mohammed","CHI",80,562,77,39,8,2,5,1,2,1,0,0,0,0,0,1,30
"Steve Novak","TOR",54,540,44,23,2,4,1,0,4,0,5,0,0,0,0,0,12
"Brook Lopez","BKN",17,533,52,26,4,3,9,2,1,1,1,2,0,0,0,7,87
"Archie Goodwin","PHX",52,533,45,19,0,4,3,3,6,1,0,4,0,0,0,0,55
"Anthony Randolph","DEN",43,527,64,21,3,4,5,4,1,2,5,3,0,0,0,1,50
"Jimmer Fredette","CHI",49,519,35,21,1,0,0,0,3,1,0,1,0,0,0,0,26
"Andrew Bynum","IND",26,516,31,18,2,5,6,2,0,0,0,0,0,0,0,6,41
"Al Harrington","WAS",34,511,72,34,8,1,8,0,8,1,6,2,0,0,0,1,40
"Nando De Colo","TOR",47,494,48,23,1,0,2,0,6,4,0,2,0,0,0,0,38
"Aron Baynes","SAS",53,491,77,38,5,7,4,4,2,3,11,1,0,0,0,0,36
"Shane Larkin","DAL",48,489,46,13,1,3,0,2,4,2,2,1,0,0,0,0,32
"Jason Maxiell","ORL",34,488,47,19,7,11,6,0,1,3,2,1,0,0,0,0,37
"Vitor Faverani","BOS",37,488,74,39,5,5,11,1,1,2,4,3,0,0,0,4,32
"Ryan Hollins","LAC",61,482,87,44,6,10,11,0,5,2,3,1,0,0,0,2,53
"CJ McCollum","POR",38,476,53,27,2,1,4,2,3,0,0,2,1,0,0,0,27
"Luke Babbitt","NOP",27,473,52,21,9,2,2,1,2,0,1,0,0,0,0,0,16
"Miroslav Raduljica","MIL",48,465,84,46,4,2,13,1,4,1,10,5,0,0,0,1,49
"Marquis Teague","BKN",40,442,46,20,0,1,2,4,1,0,0,0,0,0,0,0,29
"Rudy Gobert","UTA",45,434,57,29,7,13,5,1,5,0,3,0,0,0,0,0,60
"Gustavo Ayon","ATL",26,429,47,21,6,8,8,2,3,2,1,0,0,0,0,4,28
"Brandon Rush","UTA",38,418,31,17,1,0,0,1,0,0,0,0,0,0,0,0,8
"Byron Mullens","PHI",45,414,64,34,3,4,7,1,1,0,0,0,0,0,0,0,19
"Andre Roberson","OKC",40,399,74,27,3,2,2,3,5,1,1,1,0,0,0,1,14
"Jeremy Tyler","NYK",41,397,70,36,4,2,6,0,6,0,0,0,0,0,0,1,40
"Reggie Bullock","LAC",43,395,26,15,1,2,0,1,1,0,0,0,0,0,0,0,11
"Drew Gooden","WAS",22,395,53,35,1,3,3,0,5,4,5,0,0,0,0,2,33
"Wayne Ellington","DAL",45,393,33,21,3,0,0,0,4,1,1,0,0,0,0,0,12
"Orlando Johnson","SAC",45,392,26,10,1,0,1,1,1,0,1,1,0,0,0,0,18
"Donald Sloan","IND",48,392,19,9,0,0,0,1,3,1,0,0,0,0,0,0,23
"Hedo Turkoglu","LAC",38,392,50,29,2,4,1,0,1,0,2,0,0,0,0,1,15
"Dewayne Dedmon","ORL",31,390,66,40,2,2,3,0,4,2,2,0,0,0,0,0,33
"Metta World Peace","NYK",29,388,44,12,6,3,2,0,1,0,1,0,0,0,0,0,24
"Will Barton","POR",41,387,31,15,2,0,0,0,3,0,0,2,0,0,0,0,24
"Rasual Butler","IND",50,378,30,21,2,0,0,0,0,0,2,3,0,0,0,0,11
"Ronnie Price","ORL",31,377,50,19,2,1,2,0,4,4,2,0,0,0,0,0,24
"Toure' Murry","NYK",51,372,46,20,3,1,0,0,3,0,1,1,0,0,0,0,32
"Leandro Barbosa","PHX",20,368,30,9,0,2,1,2,1,1,0,1,0,0,0,0,30
"Alex Len","PHX",41,362,68,37,11,6,4,0,0,0,3,0,0,0,0,1,25
"Meyers Leonard","POR",40,355,76,49,6,6,3,0,1,1,0,0,0,0,0,0,26
"Aaron Gray","SAC",36,354,64,24,6,4,14,1,1,1,0,1,0,0,0,2,16
"Jarvis Varnado","PHI",24,339,62,42,6,5,4,0,1,1,0,0,0,0,0,2,38
"Cole Aldrich","NYK",46,330,40,24,1,5,5,1,1,0,4,1,0,0,0,2,21
"Eric Maynor","PHI",31,327,17,7,0,0,1,0,0,0,0,0,0,0,0,0,12
"Landry Fields","TOR",30,322,25,13,0,0,0,0,2,1,1,1,0,0,0,0,22
"Otto Porter Jr.","WAS",37,319,26,9,1,1,1,0,1,0,0,0,0,0,0,1,13
"Josh Harrellson","DET",32,317,44,29,3,2,3,0,2,1,0,0,0,0,0,0,11
"MarShon Brooks","LAL",35,317,21,6,0,2,1,0,4,0,1,3,0,0,0,0,41
"Darius Morris","MEM",27,313,33,12,0,1,1,3,4,0,0,1,0,0,0,1,28
"Steve Nash","LAL",15,313,18,4,2,1,0,0,2,1,1,0,0,0,0,0,21
"Derrick Rose","CHI",10,311,15,7,0,1,0,1,3,0,0,2,1,0,0,0,23
"Chauncey Billups","DET",19,309,25,10,0,0,2,1,0,0,1,0,0,0,0,0,17
"Gal Mekel","DAL",31,292,31,14,0,1,2,1,1,0,3,0,0,0,0,0,12
"Shabazz Muhammad","MIN",37,290,24,11,3,1,2,2,0,0,0,0,0,0,0,0,29
"Ben Gordon","CHA",19,279,18,10,0,0,0,0,2,0,0,1,0,0,0,0,21
"Quincy Pondexter","MEM",15,270,18,9,1,0,1,1,1,1,1,0,0,0,0,0,20
"Tyshawn Taylor","BKN",23,270,29,14,0,1,2,0,1,0,1,0,0,0,0,0,18
"Chris Copeland","IND",41,265,38,29,1,0,0,0,0,0,1,0,0,0,0,1,12
"Roger Mason Jr.","MIA",25,260,26,13,0,0,1,0,0,1,0,0,1,0,0,0,3
"Isaiah Canaan","HOU",22,252,25,12,0,0,0,2,3,1,0,1,0,0,0,0,19
"Shannon Brown","NYK",29,251,24,16,1,1,1,0,1,0,0,1,0,0,0,0,15
"Daniel Orton","PHI",22,251,38,13,2,2,7,0,1,1,0,0,0,0,0,0,30
"Chris Singleton","WAS",25,250,25,11,2,1,4,0,3,0,0,1,0,0,0,0,22
"Antawn Jamison","LAC",22,247,29,18,1,2,1,0,1,1,0,0,0,0,0,0,19
"Jorge Gutierrez","BKN",15,244,37,12,0,0,1,0,2,0,1,0,0,0,0,0,16
"Jannero Pargo","CHA",29,242,17,7,0,1,0,0,3,1,2,0,0,0,0,0,12
"Gigi Datome","DET",34,237,20,9,1,0,0,1,2,0,0,0,0,0,0,0,9
"James Jones","MIA",20,236,6,1,0,1,0,0,0,1,1,0,0,0,0,0,12
"Carl Landry","SAC",18,233,34,17,0,1,3,0,3,0,1,0,0,0,0,0,19
"Solomon Hill","IND",28,226,19,10,0,0,1,0,2,0,1,0,0,0,0,0,9
"Mike Harris","UTA",20,225,36,8,1,2,4,0,2,0,1,0,0,0,0,2,20
"Peyton Siva","DET",24,224,27,6,1,0,0,2,1,1,2,0,0,0,0,0,17
"Lorenzo Brown","PHI",26,224,19,8,1,1,1,2,2,1,1,0,0,0,0,0,14
"Mike Muscala","ATL",20,215,29,18,3,3,2,0,1,0,2,1,0,0,0,0,16
"Greg Oden","MIA",23,212,52,27,6,3,4,0,2,0,1,1,0,0,0,0,26
"Dionte Christmas","PHX",31,198,19,9,1,0,0,0,1,0,2,1,0,0,0,0,13
"Hasheem Thabeet","OKC",23,192,47,15,2,0,6,1,1,0,3,0,0,0,0,1,6
"Arnett Moultrie","PHI",12,187,22,13,0,0,2,0,0,0,0,0,0,0,0,0,5
"Joel Anthony","BOS",31,186,17,13,2,0,2,0,0,1,0,0,0,0,0,0,5
"Lou Amundson","CHI",19,185,49,28,5,6,7,0,2,2,0,0,1,0,0,2,21
"Victor Claver","POR",21,184,16,7,1,1,0,1,1,0,0,0,0,0,0,0,9
"Manny Harris","LAL",9,180,10,7,0,1,1,0,0,0,0,0,0,0,0,0,14
"Charlie Villanueva","DET",20,180,16,9,1,1,1,0,0,0,0,0,0,0,0,0,9
"Kobe Bryant","LAL",6,177,9,5,0,0,1,0,0,0,1,0,0,0,0,0,16
"Jason Collins","BKN",22,172,30,19,3,3,4,0,0,0,1,0,0,0,0,1,7
"Ian Clark","UTA",23,172,24,17,1,0,1,0,0,0,1,1,0,0,0,0,3
"James Nunnally","PHI",13,165,11,4,1,1,1,0,0,0,0,0,0,0,0,0,8
"Jamaal Franklin","MEM",21,161,23,10,2,0,0,1,1,0,0,0,0,0,0,1,8
"Earl Watson","POR",24,161,33,14,2,1,2,0,2,2,1,0,1,0,0,0,11
"Ronnie Brewer","CHI",24,160,4,2,1,0,0,0,1,0,0,0,0,0,0,0,2
"John Jenkins","ATL",13,158,11,2,0,1,1,1,0,0,0,0,0,0,0,0,5
"Sergey Karasev","CLE",22,156,22,10,1,2,1,0,3,0,1,0,0,0,0,0,11
"Tornike Shengelia","CHI",26,155,18,9,3,1,0,0,0,1,1,0,0,0,0,0,9
"Austin Daye","SAS",22,148,18,13,0,1,0,0,0,0,1,0,0,0,0,0,8
"Dwight Buycks","TOR",14,146,11,4,0,1,0,0,0,0,1,1,0,0,0,0,13
"Bernard James","DAL",30,146,24,9,3,2,2,0,1,1,0,0,0,0,0,0,13
"Nemanja Nedovic","GSW",24,142,13,3,0,0,1,0,1,1,0,0,0,0,0,0,9
"Chris Babb","BOS",14,132,13,7,0,0,0,0,0,1,2,0,0,0,0,0,4
"Chris Wright","MIL",8,125,17,10,2,3,1,0,0,0,1,2,0,0,0,0,12
"Julyan Stone","TOR",21,120,13,8,0,0,0,0,0,1,1,1,0,0,0,0,4
"Casper Ware","PHI",9,116,11,5,0,1,0,0,3,1,0,0,0,0,0,0,9
"Jamaal Tinsley","UTA",8,110,10,6,0,1,0,0,0,0,0,0,0,0,0,0,2
"Glen Rice","WAS",11,109,7,3,0,0,0,1,0,0,0,0,0,0,0,0,6
"Stephen Jackson","LAC",9,107,11,2,1,0,0,0,2,0,0,0,0,0,0,0,7
"Greg Smith","HOU",11,100,17,7,4,0,3,0,1,0,0,0,0,0,0,0,4
"Allen Crabbe","POR",15,100,10,6,0,0,0,0,0,0,0,0,0,0,0,0,5
"AJ Price","MIN",28,99,5,4,0,0,0,0,0,0,0,0,0,0,0,0,3
"Hilton Armstrong","GSW",14,97,11,4,2,2,2,1,1,0,1,1,0,0,0,0,15
"Shavlik Randolph","PHX",14,95,15,9,1,1,2,0,1,2,4,0,0,0,0,0,12
"Ognjen Kuzmic","GSW",19,92,17,8,3,2,2,0,0,0,0,0,0,0,0,0,7
"Solomon Jones","ORL",11,85,12,5,1,1,1,0,1,0,0,0,0,0,0,0,5
"Jared Cunningham","SAC",13,80,16,5,1,0,1,0,3,1,2,1,0,0,0,0,14
"JaVale McGee","DEN",5,80,16,9,2,0,2,0,2,0,0,0,0,0,0,1,5
"Tony Mitchell","DET",21,79,9,1,2,0,0,1,1,0,0,0,0,0,0,0,11
"Mike James","CHI",11,77,11,6,1,0,0,0,2,0,0,0,0,0,0,0,5
"Troy Daniels","HOU",5,75,6,3,2,0,0,0,1,0,0,0,0,0,0,0,2
"Hamady Ndiaye","SAC",14,74,15,4,1,1,2,0,0,0,1,0,0,0,0,1,6
"Justin Hamilton","MIA",8,72,8,6,0,0,0,0,1,2,1,0,0,0,0,0,9
"Malcolm Thomas","UTA",8,63,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3
"Erik Murphy","CHI",24,62,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0
"Viacheslav Kravtsov","PHX",20,59,7,5,0,1,1,0,0,0,0,0,0,0,0,0,4
"Keith Bogans","BOS",6,55,2,0,0,0,1,0,1,0,0,0,0,0,0,0,2
"Damion James","SAS",5,50,3,1,0,0,0,0,1,0,0,1,0,0,0,0,3
"Othyus Jeffers","MIN",6,47,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2
"Andris Biedrins","UTA",6,45,6,1,0,1,1,0,1,0,0,0,0,0,0,0,5
"Lance Thomas","NOP",5,42,4,4,0,1,0,0,0,0,1,0,0,0,0,0,2
"Carrick Felix","CLE",7,38,4,2,0,0,0,0,2,1,0,0,0,0,0,0,5
"Adonis Thomas","PHI",6,38,6,3,0,0,0,0,1,0,0,1,0,0,0,0,2
"Ryan Gomes","OKC",5,34,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0
"Robert Covington","HOU",7,34,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ricky Ledo","DAL",11,33,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"Arinze Onuaku","CLE",5,30,3,1,1,2,0,0,0,1,0,0,0,0,0,0,3
"James Southerland","NOP",4,30,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1
"Melvin Ely","NOP",2,27,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0
"Josh Childress","NOP",4,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Josh Powell","HOU",1,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Reggie Williams","OKC",3,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Darius Johnson-Odom","PHI",3,15,3,0,1,0,0,0,0,3,0,0,0,0,0,0,4
"Vander Blue","BOS",3,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"DJ Stephens","MIL",3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Seth Curry","CLE",2,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"Shane Edwards","CLE",2,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mustafa Shakur","OKC",3,11,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"Elias Harris","LAL",2,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"Sasha Vujacic","LAC",2,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"DJ White","CHA",2,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tony Mitchell","MIL",3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maalik Wayns","LAC",2,9,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0
"Royce White","SAC",3,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scotty Hopson","CLE",2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Royal Ivey","OKC",2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dexter Pittman","ATL",2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Chris Smith","NYK",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DeAndre Liggins","MIA",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
