"Name","TeamAbbreviation","GamesPlayed","Minutes","Fouls","ShootingFouls","Loose Ball Fouls","Loose Ball Fouls Drawn","Offensive Fouls","Charge Fouls","Offensive Fouls Drawn","Charge Fouls Drawn","BlockingFouls","BlockingFoulsDrawn","Clear Path Fouls","Transition Take Fouls","Transition Take Fouls Drawn","Defensive 3 Seconds Violations","FoulsDrawn"
"Thaddeus Young","PHI",79,2718,213,100,13,11,12,10,6,15,3,3,1,0,0,3,219
"Zach Randolph","MEM",79,2705,210,71,39,48,30,6,9,3,2,1,0,0,0,4,331
"Greg Monroe","DET",82,2690,205,112,14,31,6,13,10,2,3,8,0,0,0,0,300
"Goran Dragic","PHX",76,2668,206,76,6,2,14,10,20,3,14,36,1,0,0,1,364
"Serge Ibaka","OKC",81,2666,233,123,28,23,11,5,8,1,13,2,0,0,0,16,163
"Marcin Gortat","WAS",81,2655,201,104,21,26,25,3,19,6,4,4,0,0,0,2,209
"Ricky Rubio","MIN",82,2638,218,82,4,7,1,0,36,8,9,8,1,0,0,0,279
"Dirk Nowitzki","DAL",80,2628,165,109,9,27,7,2,13,1,3,7,0,0,0,4,376
"Andre Drummond","DET",81,2619,273,130,37,28,18,6,13,4,1,3,0,0,0,4,259
"Kemba Walker","CHA",73,2614,128,69,1,6,1,0,34,11,4,4,0,0,0,2,295
"Corey Brewer","MIN",81,2609,210,89,9,11,5,6,20,4,4,7,0,0,0,0,190
"Robin Lopez","POR",82,2604,196,130,20,55,18,6,6,1,1,2,0,0,0,5,203
"Tristan Thompson","CLE",82,2594,188,63,44,40,18,10,1,2,4,6,0,0,0,3,258
"Jimmy Butler","CHI",67,2591,106,52,5,7,7,6,17,4,0,4,0,0,0,1,272
"Mike Dunleavy","CHI",82,2584,163,79,9,7,10,2,14,20,12,2,0,0,0,1,159
"Joe Johnson","BKN",79,2575,129,47,6,5,14,3,2,0,0,3,0,0,0,0,157
"Jodie Meeks","LAL",77,2556,119,50,6,2,2,5,9,0,3,10,1,0,0,0,186
"Al Jefferson","CHA",73,2553,176,120,12,5,7,3,10,2,1,1,0,0,0,12,212
"Arron Afflalo","ORL",73,2552,136,52,7,4,15,5,14,1,2,7,3,0,0,2,241
"Jeff Teague","ATL",79,2542,158,69,3,2,6,5,9,3,2,15,0,0,0,1,325
"Chris Bosh","MIA",79,2531,192,80,18,10,8,6,8,8,7,5,0,0,0,8,202
"Rudy Gay","SAC",73,2531,171,73,5,8,13,11,6,1,4,11,0,0,0,1,272
"Bradley Beal","WAS",73,2530,153,97,8,1,2,2,19,3,5,4,0,0,0,1,171
"LaMarcus Aldridge","POR",69,2499,147,81,11,20,21,7,1,0,1,6,0,0,0,3,293
"Isaiah Thomas","SAC",72,2497,185,73,7,8,8,5,20,8,4,10,0,0,0,0,343
"Kyrie Irving","CLE",71,2496,163,70,7,2,3,9,8,4,5,10,0,0,0,0,261
"PJ Tucker","PHX",81,2490,204,77,15,27,12,5,26,5,5,4,0,0,0,3,206
"Victor Oladipo","ORL",80,2486,210,99,5,5,7,15,17,2,7,11,0,0,0,1,269
"Randy Foye","DEN",81,2485,205,92,6,7,7,3,14,2,8,8,0,0,0,0,133
"Paul Millsap","ATL",74,2482,210,104,6,22,15,14,8,10,7,4,1,0,0,4,354
"David West","IND",80,2472,186,71,19,17,29,4,5,0,5,3,0,0,0,5,228
"Spencer Hawes","CLE",80,2470,237,156,23,24,18,6,4,1,6,1,1,0,0,8,171
"Jose Calderon","DAL",81,2469,136,79,3,2,3,2,9,7,5,2,0,0,0,1,98
"Gerald Henderson","CHA",77,2461,159,56,4,8,10,12,27,12,3,8,1,0,0,1,270
"Khris Middleton","MIL",82,2460,243,120,7,5,10,3,13,4,14,8,0,0,0,1,126
"Evan Turner","IND",81,2457,195,102,13,4,5,7,6,1,2,6,0,0,0,1,207
"Mike Conley","MEM",73,2446,141,72,1,2,3,5,27,8,4,5,0,0,0,0,248
"George Hill","IND",76,2434,158,78,3,6,8,1,32,6,6,6,1,0,0,0,198
"JR Smith","NYK",74,2421,196,100,11,6,10,3,13,2,3,4,0,0,0,0,157
"Michael Carter-Williams","PHI",70,2414,213,83,8,8,10,8,23,4,0,2,0,0,0,0,354
"Roy Hibbert","IND",81,2409,269,153,31,49,41,8,5,5,5,6,0,0,0,1,268
"Shawn Marion","DAL",76,2409,125,85,2,7,1,1,2,1,2,1,0,0,0,2,54
"Kyle Korver","ATL",71,2408,147,87,4,4,9,0,5,9,0,0,1,0,0,0,86
"Brandon Knight","MIL",72,2400,146,51,7,4,10,4,24,4,15,42,0,0,0,0,326
"Dwight Howard","HOU",71,2397,240,110,32,37,43,10,1,0,3,3,0,0,0,19,475
"Josh McRoberts","CHA",78,2360,189,61,27,9,4,3,17,3,5,0,0,0,0,0,95
"Anthony Davis","NOP",67,2358,200,113,11,27,19,11,16,2,6,16,0,0,0,0,359
"Taj Gibson","CHI",82,2351,207,99,27,14,30,5,7,0,1,1,0,0,0,7,272
"DeMarre Carroll","ATL",73,2341,188,66,10,8,7,9,17,1,1,2,0,0,0,1,135
"Kyle Singler","DET",82,2337,211,108,18,13,4,6,13,1,4,3,1,0,0,4,153
"Gerald Green","PHX",82,2330,220,109,5,2,8,4,7,2,3,10,1,0,0,0,156
"Channing Frye","PHX",82,2312,245,120,11,16,26,3,13,8,8,1,0,0,0,1,121
"James Anderson","PHI",80,2309,154,98,6,8,7,8,4,2,1,1,0,0,0,1,84
"DeMarcus Cousins","SAC",71,2298,270,113,29,42,34,21,13,39,10,6,0,0,0,8,535
"David Lee","GSW",69,2289,206,88,20,15,20,8,5,0,3,4,0,0,0,4,213
"Jonas Valanciunas","TOR",81,2282,249,108,48,46,28,8,11,0,14,7,0,0,0,6,246
"Reggie Jackson","OKC",80,2278,142,51,7,4,13,5,9,1,5,7,0,0,0,0,159
"Brandon Bass","BOS",82,2267,190,103,14,16,19,3,6,2,7,6,1,0,0,3,192
"Trey Burke","UTA",70,2263,145,70,3,3,4,3,10,2,3,2,1,0,0,1,100
"Jarrett Jack","CLE",80,2252,133,67,5,1,5,1,8,5,4,6,0,0,0,1,156
"Wesley Johnson","LAL",79,2240,207,123,1,3,2,3,5,2,10,2,1,0,0,0,61
"Ty Lawson","DEN",62,2222,113,42,0,5,1,4,19,0,1,10,1,0,0,0,309
"Ramon Sessions","MIL",83,2214,90,29,2,2,4,6,13,0,3,26,0,0,0,1,288
"Amir Johnson","TOR",77,2214,271,113,24,21,31,2,13,7,7,5,1,0,0,7,150
"Luol Deng","CLE",63,2213,111,53,1,4,5,5,12,5,1,7,0,0,0,0,237
"Richard Jefferson","UTA",82,2212,168,87,7,3,7,5,11,3,2,1,0,0,0,0,149
"Harrison Barnes","GSW",78,2204,158,74,12,5,12,5,16,2,1,4,0,0,0,0,155
"Derrick Favors","UTA",73,2201,236,141,17,10,16,7,2,1,2,10,0,0,0,1,223
"Alec Burks","UTA",78,2193,190,91,6,6,11,7,20,1,0,5,1,0,0,0,310
"Ben McLemore","SAC",82,2187,201,102,8,2,8,2,10,1,4,5,1,0,0,1,123
"Jameer Nelson","ORL",68,2179,146,52,11,3,2,3,18,3,2,6,0,0,0,0,143
"Mario Chalmers","MIA",73,2178,210,70,6,7,7,9,24,5,7,5,1,0,0,1,172
"Kenneth Faried","DEN",80,2178,193,91,19,31,17,5,14,11,16,7,0,0,0,2,276
"Kevin Martin","MIN",68,2177,123,54,3,5,5,4,11,5,4,4,0,0,0,1,222
"Chris Paul","LAC",62,2171,157,48,7,4,4,9,17,2,3,13,0,0,0,2,276
"Terrence Ross","TOR",81,2159,183,95,8,3,4,5,13,1,8,5,0,0,0,0,89
"Tim Duncan","SAS",74,2158,134,78,9,17,12,3,4,2,1,2,0,0,0,6,267
"Martell Webster","WAS",78,2157,150,75,6,5,6,1,11,3,2,1,0,0,0,0,127
"Markieff Morris","PHX",81,2153,232,117,12,15,24,2,6,12,16,8,1,0,0,3,260
"Carlos Boozer","CHI",76,2141,216,101,35,10,28,7,3,0,1,5,1,0,0,7,151
"Enes Kanter","UTA",80,2138,230,129,18,38,33,7,5,0,12,5,0,0,0,5,202
"Kirk Hinrich","CHI",73,2116,203,92,8,5,7,3,31,9,4,5,1,0,0,1,152
"Paul Pierce","BKN",75,2098,190,97,10,13,14,4,13,10,4,6,0,0,0,5,243
"Jamal Crawford","LAC",69,2094,120,48,6,5,3,4,7,0,4,4,0,0,0,1,202
"Terrence Jones","HOU",76,2078,139,67,11,7,3,3,5,5,2,3,0,0,0,4,154
"Dion Waiters","CLE",70,2072,153,52,1,3,3,8,6,3,1,15,1,0,0,3,189
"Darren Collison","LAC",80,2069,150,65,4,1,4,5,14,1,3,7,0,0,0,0,166
"Deron Williams","BKN",64,2059,148,73,4,3,6,6,15,8,4,12,0,0,0,0,189
"Eric Gordon","NOP",64,2057,114,60,2,2,7,5,4,0,4,10,0,0,0,1,183
"Jeremy Lin","HOU",71,2054,166,85,1,8,6,7,15,8,8,14,0,0,0,0,226
"Al-Farouq Aminu","NOP",80,2045,147,77,6,9,7,11,8,0,4,7,0,0,0,3,115
"Jared Sullinger","BOS",74,2041,251,136,21,21,28,0,13,9,9,3,0,0,0,1,206
"Andre Iguodala","GSW",63,2040,103,55,3,7,6,1,13,0,0,1,0,0,0,0,130
"Tyreke Evans","NOP",72,2028,155,55,5,0,5,15,8,1,1,9,1,0,0,6,241
"Raymond Felton","NYK",65,2017,157,66,4,6,6,0,20,1,6,3,0,0,0,1,128
"Marco Belinelli","SAS",80,2016,130,56,9,4,6,3,16,0,5,4,1,0,0,0,153
"Norris Cole","MIA",82,2014,156,65,3,3,5,3,5,1,5,4,0,0,0,1,81
"Jason Thompson","SAC",82,2007,251,107,38,21,24,8,9,4,3,2,0,0,0,5,147
"Tony Parker","SAS",68,1997,86,39,4,3,3,7,7,0,3,15,0,0,0,0,198
"Shaun Livingston","BKN",76,1974,172,72,11,4,8,2,12,2,3,8,0,0,0,3,162
"Boris Diaw","SAS",79,1974,140,68,13,7,12,3,13,0,2,8,1,0,0,1,109
"Vince Carter","DAL",81,1973,209,136,6,12,14,5,9,5,13,8,1,0,0,3,200
"Courtney Lee","MEM",79,1973,127,51,0,1,4,3,10,2,4,1,1,0,0,0,77
"Marc Gasol","MEM",59,1970,150,75,14,26,19,3,9,7,2,3,2,0,0,2,279
"Miles Plumlee","PHX",80,1964,185,106,20,9,15,3,5,5,8,3,0,0,0,3,116
"Iman Shumpert","NYK",74,1962,209,93,7,4,7,0,20,3,5,7,0,0,0,0,94
"Rodney Stuckey","DET",73,1950,131,67,2,5,7,14,10,6,0,6,0,0,0,0,213
"Maurice Harkless","ORL",80,1950,140,74,2,2,6,8,11,0,0,7,0,0,0,1,108
"Tayshaun Prince","MEM",76,1948,63,42,3,8,2,0,9,6,0,0,0,0,0,0,65
"D.J. Augustin","CHI",71,1939,147,58,3,1,6,6,23,3,2,5,2,0,0,0,195
"Ray Allen","MIA",73,1936,115,62,2,2,7,0,5,2,3,3,1,0,0,1,93
"Wilson Chandler","DEN",62,1927,193,99,8,5,8,8,2,0,5,5,1,0,0,3,107
"Kawhi Leonard","SAS",66,1923,127,65,5,4,12,7,5,0,4,4,0,0,0,2,119
"Giannis Antetokounmpo","MIL",77,1897,173,80,6,10,13,9,10,0,14,20,1,0,0,1,168
"Pau Gasol","LAL",60,1884,124,72,5,29,5,0,5,2,5,1,0,0,0,2,231
"Tim Hardaway Jr.","NYK",81,1875,144,71,6,1,5,0,6,1,5,1,0,0,0,0,100
"Jordan Crawford","GSW",81,1860,120,59,5,0,16,4,5,0,6,8,0,0,0,0,124
"JJ Hickson","DEN",69,1860,177,67,26,19,23,7,8,6,5,8,0,0,0,7,218
"John Henson","MIL",70,1856,185,107,11,25,14,1,7,1,13,6,0,0,0,4,152
"Avery Bradley","BOS",60,1855,145,57,4,7,4,0,12,1,8,4,0,0,0,0,106
"Tobias Harris","ORL",61,1850,143,68,6,9,10,9,4,0,0,5,0,0,0,2,159
"Mo Williams","POR",74,1833,197,78,1,3,5,2,24,2,7,3,0,0,0,1,110
"Derrick Williams","SAC",78,1820,114,63,3,2,6,8,8,2,0,3,0,0,0,1,172
"Nikola Vucevic","ORL",57,1812,169,91,19,24,20,2,1,0,4,3,0,0,0,10,138
"Nick Young","LAL",64,1809,155,69,4,3,5,4,10,4,4,2,2,0,0,0,209
"Anderson Varejao","CLE",65,1800,164,76,16,27,9,0,21,3,6,4,0,0,0,0,152
"Marcus Morris","PHX",82,1800,157,93,6,7,5,3,9,0,4,7,1,0,0,1,142
"Draymond Green","GSW",82,1796,231,98,14,12,22,4,19,8,4,3,0,0,0,2,138
"Greivis Vasquez","TOR",79,1779,143,52,4,0,12,4,5,0,4,2,0,0,0,0,91
"Dwyane Wade","MIA",54,1775,106,60,4,9,5,4,4,1,2,7,0,0,0,0,205
"Alan Anderson","BKN",78,1772,147,66,5,9,4,3,25,2,4,0,0,0,0,0,136
"Timofey Mozgov","DEN",82,1770,213,116,26,27,28,5,4,2,6,6,0,0,0,6,229
"Andrew Bogut","GSW",67,1770,210,109,11,15,27,2,18,9,2,2,1,0,0,10,95
"Tony Wroten","PHI",72,1765,151,53,5,3,8,15,11,1,3,11,0,0,0,1,240
"Patrick Beverley","HOU",56,1751,174,64,6,3,5,5,19,7,5,1,0,0,0,1,105
"Hollis Thompson","PHI",77,1742,144,73,9,1,2,6,5,2,1,4,1,0,0,3,61
"Marcus Thornton","BKN",72,1741,110,37,5,1,2,3,4,0,0,3,1,0,0,0,85
"Matt Barnes","LAC",63,1735,185,104,6,5,3,1,3,0,4,3,0,0,0,3,65
"Jared Dudley","LAC",74,1729,146,65,12,6,8,2,6,6,3,1,0,0,0,1,58
"John Salmons","TOR",78,1726,124,67,6,2,1,1,5,1,2,2,0,0,0,0,55
"Mike Miller","MEM",82,1706,95,44,4,0,10,3,3,2,0,3,1,0,0,0,50
"Jerryd Bayless","BOS",72,1686,161,75,4,6,4,3,9,4,7,7,0,0,0,0,109
"Marvin Williams","UTA",66,1674,151,54,6,7,10,3,4,0,0,2,0,0,0,2,72
"Brian Roberts","NOP",72,1667,132,57,7,1,2,1,18,8,7,3,1,0,0,0,131
"Nikola Pekovic","MIN",54,1664,129,53,13,15,22,3,3,0,2,1,0,0,0,7,208
"Tyson Chandler","NYK",55,1662,145,75,7,32,17,2,1,0,2,2,0,0,0,0,151
"Glen Davis","LAC",68,1662,159,63,12,10,22,6,5,14,7,3,0,0,0,0,138
"Danny Green","SAS",68,1651,107,62,5,2,5,2,7,1,4,1,0,0,0,1,56
"Dante Cunningham","MIN",81,1635,146,91,13,6,8,1,7,6,6,1,0,0,0,1,67
"Andray Blatche","BKN",73,1618,166,84,12,13,12,1,6,7,4,5,0,0,0,1,189
"Samuel Dalembert","DAL",80,1614,210,108,24,14,21,1,7,0,5,2,0,0,0,3,102
"Thabo Sefolosha","OKC",61,1584,90,41,5,3,4,3,2,1,1,3,0,0,0,0,52
"Kentavious Caldwell-Pope","DET",80,1582,145,84,4,2,1,4,9,2,3,2,0,0,0,2,58
"Kendall Marshall","LAL",54,1564,76,19,7,1,9,2,1,1,1,0,1,0,0,0,49
"Nene","WAS",53,1560,164,82,16,16,13,4,19,7,9,3,0,0,0,1,255
"Aaron Brooks","DEN",72,1557,146,60,7,5,4,1,13,12,2,7,1,0,0,0,105
"Trevor Booker","WAS",72,1554,131,65,10,9,8,1,3,2,0,3,0,0,0,2,63
"Manu Ginobili","SAS",68,1551,128,64,3,4,2,2,27,18,8,7,0,0,0,0,194
"Jeremy Lamb","OKC",78,1538,143,81,4,6,1,1,10,0,1,1,0,0,0,0,69
"Patrick Patterson","TOR",65,1532,159,67,20,8,20,5,4,2,16,3,0,0,0,2,64
"Patty Mills","SAS",81,1527,114,39,6,8,6,1,11,7,9,3,1,0,0,1,108
"E'Twaun Moore","ORL",79,1506,106,60,4,0,2,0,8,1,0,0,0,0,0,1,62
"Evan Fournier","DEN",76,1503,179,76,9,6,9,5,7,0,4,8,0,0,0,0,107
"Michael Kidd-Gilchrist","CHA",62,1502,145,74,11,10,3,6,17,2,0,3,0,0,0,0,140
"Jordan Hill","LAL",72,1500,172,110,26,26,10,3,2,0,1,1,0,0,0,3,163
"Steve Blake","GSW",55,1498,85,28,3,2,1,0,10,2,5,2,0,0,0,1,76
"Shelvin Mack","ATL",73,1490,100,39,8,2,2,4,1,4,3,2,0,0,0,0,69
"Mike Scott","ATL",80,1482,121,56,15,9,10,5,3,0,4,6,0,0,0,1,109
"Ersan Ilyasova","MIL",55,1479,135,63,11,25,8,0,27,14,19,13,1,0,0,1,156
"J.J. Barea","MIN",79,1471,129,40,1,0,12,0,18,2,2,4,1,0,0,0,125
"Shane Battier","MIA",73,1468,124,86,7,5,1,0,5,28,5,0,0,0,0,1,66
"Amar'e Stoudemire","NYK",65,1466,159,76,16,11,16,4,7,6,6,2,0,0,0,1,184
"Lou Williams","ATL",60,1445,65,36,3,3,2,2,7,6,1,1,1,0,0,0,146
"Derek Fisher","OKC",81,1428,157,46,7,4,2,0,42,13,9,4,1,0,0,0,118
"Anthony Morrow","NOP",76,1426,102,51,5,2,3,1,9,0,1,1,0,0,0,0,77
"Caron Butler","OKC",56,1419,120,55,9,2,10,1,4,0,8,3,0,0,0,1,59
"Cody Zeller","CHA",82,1417,170,86,19,22,16,1,9,7,16,4,0,0,0,0,161
"Eric Bledsoe","PHX",43,1416,99,47,0,4,5,3,7,6,1,10,0,0,0,1,183
"Gerald Wallace","BOS",58,1416,79,28,4,18,9,3,20,5,1,8,0,0,0,0,127
"Elton Brand","ATL",73,1414,192,113,20,11,6,3,8,9,5,0,0,0,0,3,91
"Russell Westbrook","OKC",46,1412,104,22,4,7,9,14,5,2,3,7,1,0,0,0,207
"Kelly Olynyk","BOS",70,1400,227,120,25,15,17,8,6,11,14,2,1,0,0,4,125
"Luis Scola","IND",82,1399,164,47,24,12,15,8,5,11,9,3,0,0,0,0,123
"Chris Andersen","MIA",72,1396,162,99,7,39,15,2,7,4,2,3,0,0,0,2,159
"Mirza Teletovic","BKN",72,1396,143,76,7,6,4,1,1,1,1,1,0,0,0,1,55
"Kris Humphries","BOS",69,1376,136,60,18,19,11,1,5,4,8,5,0,0,0,5,140
"Nick Collison","OKC",81,1353,187,89,21,22,11,2,10,14,18,0,0,0,0,4,116
"Kosta Koufos","MEM",80,1349,182,94,26,10,14,4,2,1,5,2,0,0,0,2,85
"O.J. Mayo","MIL",52,1346,111,59,2,1,6,4,6,0,6,5,0,0,0,0,76
"Austin Rivers","NOP",69,1338,134,58,8,3,5,6,9,1,3,3,0,0,0,0,134
"Zaza Pachulia","MIL",53,1325,124,47,15,18,17,2,16,0,6,13,0,0,0,3,133
"Ryan Kelly","LAL",59,1312,147,93,8,5,5,3,15,12,6,4,0,0,0,2,121
"Nate Wolters","MIL",58,1309,67,34,0,0,0,3,12,0,6,7,0,0,0,1,88
"Anthony Tolliver","CHA",64,1298,82,44,6,7,2,1,13,9,3,1,0,0,0,1,56
"Omri Casspi","HOU",71,1283,100,58,5,19,2,4,3,3,4,6,0,0,0,1,97
"Pablo Prigioni","NYK",66,1282,132,43,1,2,0,0,16,1,2,1,0,0,0,0,61
"Tony Allen","MEM",55,1278,121,41,10,1,4,6,5,0,0,1,0,0,0,1,89
"Mason Plumlee","BKN",70,1275,171,85,18,5,10,5,4,3,2,0,0,0,0,6,143
"Tiago Splitter","SAS",59,1271,117,62,10,16,14,2,7,2,4,1,0,0,0,2,145
"Matthew Dellavedova","CLE",72,1271,121,44,9,3,0,1,8,5,3,2,1,0,0,1,62
"Andrea Bargnani","NYK",42,1257,100,40,11,2,12,2,11,3,5,0,1,0,0,0,106
"Jae Crowder","DAL",78,1253,100,51,4,4,3,4,7,4,0,2,0,0,0,1,61
"Ian Mahinmi","IND",77,1248,207,116,18,23,23,3,7,5,9,1,0,0,0,1,128
"Tony Snell","CHI",77,1231,84,50,0,4,1,2,6,1,1,1,0,0,0,0,42
"DeJuan Blair","DAL",78,1214,192,93,33,12,11,2,3,8,9,1,0,0,0,3,96
"Jeremy Evans","UTA",66,1209,139,66,12,10,8,1,9,0,2,1,0,0,0,0,77
"Kendrick Perkins","OKC",62,1207,177,67,11,8,24,2,4,0,3,0,0,0,0,6,65
"Steven Adams","OKC",81,1197,203,71,34,25,23,5,2,0,6,0,0,0,0,6,123
"C.J. Watson","IND",63,1193,66,31,2,5,4,2,20,4,3,4,0,0,0,0,99
"Kyle O'Quinn","ORL",69,1188,165,90,18,11,17,5,5,0,5,2,1,0,0,11,72
"Andrew Nicholson","ORL",76,1174,150,76,22,6,12,1,4,0,4,0,0,0,0,1,74
"Nick Calathes","MEM",71,1172,117,40,7,2,5,6,7,1,1,2,0,0,0,2,83
"Darrell Arthur","DEN",68,1161,185,99,17,5,13,2,10,2,18,0,0,0,0,0,57
"Elliot Williams","PHI",67,1157,126,54,3,5,2,5,9,4,4,1,0,0,0,1,85
"Jrue Holiday","NOP",34,1144,92,29,5,2,2,4,6,1,3,0,0,0,0,2,70
"Luke Ridnour","CHA",61,1140,92,50,3,0,4,0,14,4,5,7,0,0,0,0,57
"Phil Pressey","BOS",75,1132,97,42,2,2,3,1,0,3,4,3,0,0,0,0,54
"Gary Neal","CHA",52,1113,65,27,1,1,8,2,8,2,4,11,1,0,0,0,92
"Kevin Garnett","BKN",54,1109,123,47,7,8,17,1,4,0,0,0,0,0,0,7,67
"Robert Sacre","LAL",65,1089,134,90,10,10,11,2,6,6,8,0,0,0,0,2,89
"Francisco Garcia","HOU",55,1083,120,69,10,4,0,1,3,0,2,0,0,0,0,2,27
"Brandan Wright","DAL",58,1077,94,50,5,11,4,0,1,0,1,0,0,0,0,3,78
"Bismack Biyombo","CHA",77,1072,124,58,16,28,10,1,3,0,6,0,0,0,0,4,84
"Lavoy Allen","IND",65,1071,126,77,14,8,11,0,2,0,3,0,0,0,0,3,51
"Travis Outlaw","SAC",63,1065,94,51,3,4,2,0,5,0,1,1,0,0,0,1,47
"Will Bynum","DET",56,1054,121,43,4,1,0,7,4,0,1,5,0,0,0,0,96
"Tyler Zeller","CLE",70,1050,137,69,13,11,16,5,6,9,3,3,0,0,0,3,103
"Diante Garrett","UTA",71,1047,75,38,0,1,1,1,5,0,1,0,0,0,0,1,22
"Jordan Hamilton","HOU",60,1020,67,37,2,1,1,3,2,0,0,1,0,0,0,1,45
"Alonzo Gee","CLE",65,1020,96,45,4,2,5,3,1,0,1,3,0,0,0,0,45
"Chris Douglas-Roberts","CHA",49,1016,61,17,2,3,4,1,4,1,3,1,0,0,0,1,65
"Greg Stiemsma","NOP",55,1006,169,92,17,6,17,1,9,13,9,0,0,0,0,0,58
"Ish Smith","PHX",70,1006,66,38,0,1,2,1,11,2,7,3,0,0,0,0,59
"Luc Mbah a Moute","MIN",64,1003,68,33,4,4,3,4,6,2,1,0,0,0,0,3,58
"Rajon Rondo","BOS",30,998,65,22,4,0,2,3,8,6,4,7,0,0,0,0,81
"JJ Redick","LAC",35,987,65,43,1,4,0,1,11,3,3,2,1,0,0,0,77
"Dorell Wright","POR",68,984,62,41,2,3,1,0,3,1,2,1,0,0,0,1,42
"CJ Miles","CLE",51,984,103,56,2,1,2,2,3,6,3,7,0,0,0,1,64
"Marreese Speights","GSW",79,982,148,63,15,11,15,4,11,13,4,1,1,0,0,5,120
"Andre Miller","WAS",58,982,75,22,0,7,1,2,5,1,3,4,0,0,0,0,80
"Tyler Hansbrough","TOR",64,978,132,46,27,36,10,2,8,3,2,2,0,0,0,3,153
"Rashard Lewis","MIA",60,971,90,50,4,0,6,1,5,0,0,1,0,0,0,1,38
"Omer Asik","HOU",48,968,92,46,11,14,16,0,2,0,1,4,0,0,0,3,96
"Jeff Adrien","MIL",53,962,108,55,12,19,5,1,7,1,9,6,0,0,0,1,99
"Al Horford","ATL",29,958,56,29,8,5,10,2,2,1,0,2,0,0,0,4,67
"James Johnson","MEM",52,956,102,53,4,3,2,6,2,3,1,5,0,0,0,1,67
"Ed Davis","MEM",63,956,114,60,18,5,6,5,1,0,1,1,0,0,0,2,69
"Jeff Ayres","SAS",73,952,146,79,15,12,17,3,6,7,10,1,0,0,0,1,69
"Donatas Motiejunas","HOU",62,952,132,68,9,12,8,1,4,22,18,1,0,0,0,3,104
"Alexis Ajinca","NOP",56,950,187,89,18,4,16,3,5,5,8,0,0,0,0,3,64
"Cory Joseph","SAS",68,936,84,47,2,0,4,3,9,1,6,3,0,0,0,0,79
"Pero Antic","ATL",49,925,126,67,3,23,11,1,3,1,11,3,1,0,0,2,88
"Jordan Farmar","LAL",41,912,65,25,3,2,3,5,11,1,2,3,0,0,0,0,62
"Kent Bazemore","LAL",67,911,102,56,1,5,0,3,10,3,1,4,0,0,0,1,92
"Xavier Henry","LAL",43,908,79,32,5,4,6,7,10,0,3,10,0,0,0,0,134
"Reggie Evans","SAC",54,899,119,45,19,18,16,0,3,1,0,0,0,0,0,0,96
"Ray McCallum","SAC",45,897,69,35,1,2,1,0,0,0,3,4,0,0,0,0,42
