"Name","TeamAbbreviation","GamesPlayed","Minutes","Fouls","ShootingFouls","Loose Ball Fouls","Loose Ball Fouls Drawn","Offensive Fouls","Charge Fouls","Offensive Fouls Drawn","Charge Fouls Drawn","BlockingFouls","BlockingFoulsDrawn","Clear Path Fouls","Transition Take Fouls","Transition Take Fouls Drawn","Defensive 3 Seconds Violations","FoulsDrawn"
"Trae Young","ATL",54,1942,109,49,2,4,7,0,23,12,0,0,0,3,2,0,346
"Dorian Finney-Smith","BKN",68,1934,150,71,17,5,5,4,1,0,0,0,0,3,0,6,46
"Tyus Jones","WAS",66,1933,48,19,1,1,2,0,12,0,0,0,0,0,0,0,49
"Jonas Valanciunas","NOP",82,1925,218,116,28,19,39,2,2,0,0,0,0,0,0,6,196
"Nickeil Alexander-Walker","MIN",82,1921,143,80,3,7,3,1,25,4,0,0,0,0,1,0,84
"Andrew Wiggins","GSW",71,1920,147,77,8,9,6,3,11,0,0,0,0,1,0,0,160
"Duncan Robinson","MIA",68,1906,163,91,4,2,4,2,5,3,0,0,0,0,0,2,77
"John Collins","UTA",68,1901,191,122,11,12,14,1,7,7,0,0,0,2,0,0,164
"Darius Garland","CLE",57,1901,95,36,7,1,9,0,13,3,0,0,0,0,0,0,163
"Isaiah Hartenstein","NYK",75,1896,210,111,34,22,18,4,3,0,0,0,0,0,0,0,136
"Eric Gordon","PHX",68,1893,79,46,4,2,5,1,3,0,0,0,0,0,1,3,63
"Jalen Johnson","ATL",56,1889,133,75,6,7,5,6,7,3,0,0,0,0,0,2,124
"Isaac Okoro","CLE",69,1887,140,62,14,10,6,4,9,6,0,0,1,0,0,0,118
"Clint Capela","ATL",73,1883,164,86,27,16,16,0,3,14,0,0,0,1,0,3,170
"Terance Mann","LAC",75,1873,145,53,12,6,6,3,6,1,0,0,0,0,0,0,79
"Malik Monk","SAC",72,1872,156,82,3,7,5,1,10,2,0,0,2,2,2,1,167
"Bruce Brown","TOR",67,1865,148,77,8,4,5,2,1,0,0,0,0,1,0,1,99
"Jamal Murray","DEN",59,1861,104,71,0,1,2,2,6,1,0,0,0,0,1,0,162
"RJ Barrett","TOR",58,1838,129,67,5,2,6,8,6,2,0,0,0,0,0,1,208
"Georges Niang","CLE",82,1831,192,114,12,3,8,0,6,3,0,0,0,0,0,3,55
"Jerami Grant","POR",54,1830,117,66,6,4,7,7,10,4,0,0,0,0,0,0,212
"Payton Pritchard","BOS",82,1826,106,37,5,5,5,0,7,0,0,0,0,0,1,0,62
"Rui Hachimura","LAL",68,1826,101,53,12,0,5,4,3,2,0,0,0,0,0,1,92
"Lauri Markkanen","UTA",55,1820,100,60,5,16,12,3,9,0,0,0,0,0,1,1,243
"Cole Anthony","ORL",81,1817,175,88,3,5,6,1,10,1,0,0,0,1,2,0,161
"Reggie Jackson","DEN",82,1817,149,69,4,2,10,7,8,5,0,0,0,1,0,1,97
"Daniel Gafford","DAL",74,1814,227,159,14,24,16,6,11,5,0,0,0,1,0,6,160
"Ivica Zubac","LAC",68,1795,180,129,11,22,20,4,3,0,0,0,0,0,0,8,137
"Deandre Ayton","POR",55,1784,109,75,6,4,10,4,3,0,0,0,0,0,0,7,78
"Derrick Jones Jr.","DAL",76,1783,121,68,3,10,4,3,20,1,0,0,0,0,0,0,123
"Kyle Anderson","MIN",79,1782,128,57,7,3,3,3,7,0,0,0,0,2,1,2,103
"Jalen Duren","DET",61,1778,192,102,16,15,34,2,1,0,0,0,1,0,0,5,149
"Bradley Beal","PHX",53,1767,127,70,5,2,7,7,7,6,0,0,0,0,0,2,102
"Scoot Henderson","POR",62,1765,195,85,15,8,13,9,18,3,0,0,0,0,1,1,208
"Kelly Olynyk","TOR",78,1759,230,109,25,11,16,2,13,10,0,0,0,3,0,3,199
"Nick Richards","CHA",67,1759,176,87,20,30,30,2,7,1,0,0,0,0,0,2,158
"Caleb Martin","MIA",64,1756,126,58,15,4,5,2,12,9,0,0,0,0,0,3,108
"Sam Hauser","BOS",79,1741,99,56,5,0,2,1,4,1,0,0,0,0,0,0,21
"Al Horford","BOS",65,1740,93,54,4,4,12,1,1,0,0,0,0,0,0,1,29
"Toumani Camara","POR",70,1739,174,92,10,13,11,2,23,11,0,0,0,0,0,1,115
"Obi Toppin","IND",82,1730,143,76,6,6,10,4,4,0,0,0,0,0,1,1,88
"Bilal Coulibaly","WAS",63,1715,137,67,4,2,1,4,1,2,0,0,0,0,0,0,101
"OG Anunoby","NYK",50,1702,119,58,7,2,7,8,4,0,0,0,0,0,0,1,76
"Jabari Walker","POR",72,1701,173,80,22,14,9,4,9,4,0,0,0,1,0,2,138
"Andrew Nembhard","IND",68,1697,143,66,2,3,8,0,14,4,0,0,0,0,0,0,87
"Cason Wallace","OKC",82,1692,129,71,11,1,2,0,3,0,0,0,0,0,0,0,38
"Trey Murphy III","NOP",57,1690,70,42,5,3,1,1,7,1,0,0,0,1,0,0,102
"Kristaps Porzingis","BOS",57,1690,156,89,21,24,20,3,7,0,0,0,0,2,0,5,279
"Kyle Lowry","PHI",60,1690,146,77,18,9,5,0,12,18,0,0,0,1,0,0,102
"Jordan Clarkson","UTA",55,1682,81,39,7,1,10,1,3,0,0,0,0,1,0,0,140
"De'Andre Hunter","ATL",57,1681,146,63,4,11,11,2,26,3,0,0,0,1,0,2,193
"Pat Connaughton","MIL",76,1676,99,62,4,6,3,1,7,2,0,0,0,0,0,0,60
"Christian Braun","DEN",82,1656,137,70,7,1,6,7,1,3,0,0,0,1,1,1,86
"Simone Fontecchio","DET",66,1644,110,50,7,4,5,3,6,0,0,0,0,0,1,0,61
"Ochai Agbaji","TOR",78,1642,117,61,4,2,7,4,3,0,0,0,0,0,0,2,52
"Julius Randle","NYK",46,1630,125,50,17,10,11,19,1,0,0,0,0,1,1,2,219
"Precious Achiuwa","NYK",74,1624,143,87,11,9,11,2,2,2,0,0,0,0,0,2,84
"Santi Aldama","MEM",61,1618,89,52,7,9,4,1,2,1,0,0,0,0,1,0,88
"Cameron Johnson","BKN",58,1599,105,52,5,5,2,2,4,2,0,0,0,0,2,0,93
"Malaki Branham","SAS",75,1594,94,49,4,0,2,0,15,0,0,0,0,0,0,0,62
"Paul Reed","PHI",82,1590,198,114,11,12,11,1,7,0,0,0,0,1,0,4,95
"Ausar Thompson","DET",63,1583,175,75,10,9,1,3,21,2,0,0,0,1,1,1,118
"Anfernee Simons","POR",46,1582,98,56,3,0,5,4,3,1,0,0,0,0,0,0,127
"Kevin Huerter","SAC",64,1562,135,66,5,1,4,1,5,0,0,0,0,0,1,1,45
"Bennedict Mathurin","IND",59,1538,117,64,4,7,6,8,9,0,0,0,0,0,0,0,165
"Evan Mobley","CLE",50,1532,134,98,3,6,4,4,3,0,0,0,0,0,0,9,137
"Chris Paul","GSW",58,1531,108,46,8,2,2,0,4,2,0,0,0,1,0,1,58
"Nicolas Batum","PHI",60,1529,109,44,2,6,2,0,1,1,0,0,0,1,0,0,26
"Russell Westbrook","LAC",68,1529,121,47,9,6,2,4,1,5,0,0,0,1,1,0,122
"Zach Collins","SAS",69,1526,206,132,19,20,22,5,6,2,0,0,0,0,0,4,151
"Josh Green","DAL",57,1505,107,45,8,2,5,6,26,3,0,0,0,0,0,0,76
"Walker Kessler","UTA",64,1493,132,79,10,11,19,4,4,1,0,0,0,0,0,1,85
"Draymond Green","GSW",55,1490,166,83,9,16,17,2,8,21,0,0,0,0,0,2,123
"Peyton Watson","DEN",80,1488,143,94,5,8,3,6,2,0,0,0,0,0,1,0,82
"Matisse Thybulle","POR",65,1487,93,47,7,3,3,0,13,1,0,0,0,1,0,0,41
"Khris Middleton","MIL",55,1487,141,67,10,8,4,2,8,3,0,0,0,1,1,0,110
"Bojan Bogdanovic","NYK",57,1478,95,52,4,4,3,3,5,0,0,0,1,0,0,3,116
"Julian Champagnie","SAS",74,1468,77,46,2,7,2,1,5,0,0,0,0,0,0,0,63
"Patrick Beverley","MIL",73,1463,128,55,4,12,1,0,10,6,0,0,0,0,1,0,95
"Amir Coffey","LAC",70,1460,102,58,4,2,2,3,6,1,0,0,0,0,0,0,59
"Isaiah Joe","OKC",78,1445,87,45,4,4,2,1,15,19,0,0,0,0,1,1,91
"Desmond Bane","MEM",42,1443,120,57,6,3,13,5,4,6,0,0,0,0,1,1,125
"Vince Williams Jr.","MEM",52,1436,135,49,4,11,3,2,24,4,0,0,0,2,1,0,133
"Isaiah Stewart","DET",46,1423,99,42,14,8,9,4,3,1,0,0,0,0,1,1,82
"Moritz Wagner","ORL",80,1415,160,62,20,16,27,6,3,24,0,0,0,1,1,7,192
"Tyler Herro","MIA",42,1407,63,31,4,2,2,2,1,0,0,0,0,0,1,0,90
"Wendell Carter Jr.","ORL",55,1406,121,67,6,22,22,0,9,1,0,0,0,0,0,6,140
"Onyeka Okongwu","ATL",55,1405,162,110,18,15,9,4,0,0,0,0,0,0,0,1,91
"Amen Thompson","HOU",62,1388,141,63,6,7,3,6,11,1,0,0,0,0,1,0,132
"Haywood Highsmith","MIA",66,1366,117,68,6,2,4,1,5,0,0,0,0,0,0,1,42
"Dyson Daniels","NOP",61,1358,101,51,7,5,1,3,5,0,0,0,0,0,1,3,41
"Andre Drummond","CHI",79,1351,140,54,21,33,22,3,2,2,0,0,0,0,0,5,186
"Marcus Sasser","DET",71,1351,103,57,2,6,3,0,11,1,0,0,0,0,0,0,73
"Kris Murray","POR",62,1348,92,50,7,4,3,1,4,1,0,0,0,0,0,1,53
"Miles McBride","NYK",68,1328,108,52,1,0,0,1,11,8,0,0,0,0,0,0,57
"Jakob Poeltl","TOR",50,1319,149,84,10,11,20,2,2,1,0,0,0,0,0,6,99
"Joel Embiid","PHI",39,1309,112,66,8,8,12,14,1,1,0,0,0,0,1,3,295
"Jeff Green","HOU",78,1307,100,63,4,6,16,4,2,2,0,0,0,0,0,2,103
"Cameron Payne","PHI",78,1304,126,62,4,1,0,0,11,6,0,0,0,1,0,0,61
"Gary Harris","ORL",54,1297,91,44,4,2,1,1,8,0,0,0,0,1,1,0,36
"Dereck Lively II","DAL",55,1294,144,92,11,5,14,1,2,0,0,0,0,0,1,12,75
"T.J. McConnell","IND",71,1291,79,42,1,6,3,0,29,7,0,0,0,0,2,1,106
"Aaron Holiday","HOU",78,1269,125,59,1,1,2,1,13,1,0,0,0,0,0,0,64
"Cedi Osman","SAS",72,1269,107,53,5,8,2,4,14,4,0,0,0,4,0,1,71
"Gradey Dick","TOR",60,1268,87,50,1,2,2,1,3,5,0,0,1,0,1,3,48
"Naji Marshall","NOP",66,1257,91,46,6,4,2,2,3,1,0,0,0,0,0,0,66
"Kris Dunn","UTA",66,1249,135,69,1,3,4,2,4,0,0,0,0,0,0,3,33
"Gordon Hayward","OKC",51,1245,67,31,4,1,5,1,1,0,0,0,0,0,0,0,99
"GG Jackson","MEM",48,1233,64,37,1,2,4,0,2,0,0,0,0,0,1,1,101
"Aaron Wiggins","OKC",78,1228,91,57,5,3,2,3,4,1,0,0,0,0,0,2,59
"Larry Nance Jr.","NOP",61,1216,98,44,12,5,11,0,5,10,0,0,1,1,0,0,74
"Duop Reath","POR",68,1214,161,96,17,10,10,3,4,4,0,0,0,0,0,4,94
"Alec Burks","NYK",66,1211,75,37,2,3,3,0,14,1,0,0,0,1,0,0,127
"Kevon Looney","GSW",74,1195,155,82,22,11,15,0,1,0,0,0,0,0,0,3,71
"David Roddy","PHX",65,1177,72,37,3,3,1,2,5,0,0,0,0,1,0,0,56
"Vasilije Micic","CHA",60,1176,68,32,3,1,1,1,4,2,0,0,0,0,1,4,70
"Patrick Williams","CHI",43,1174,87,45,8,3,2,2,0,2,0,0,0,0,0,3,52
"John Konchar","MEM",55,1173,76,45,4,7,1,0,2,5,0,0,0,0,0,0,37
"Joe Ingles","ORL",68,1169,88,32,3,2,9,0,3,1,0,0,0,0,0,1,31
"Drew Eubanks","PHX",75,1169,115,58,12,20,20,1,1,4,0,0,0,0,0,3,90
"Anthony Black","ORL",69,1164,110,65,3,9,1,0,17,2,0,0,0,0,0,1,78
"Jordan Hawkins","NOP",67,1161,72,41,1,0,3,0,5,1,0,0,0,1,0,1,43
"Trey Lyles","SAC",58,1158,86,46,7,11,4,1,1,7,0,0,0,1,0,1,68
"Moses Moody","GSW",66,1156,90,42,13,4,5,1,4,9,0,0,0,0,1,0,80
"Jae Crowder","MIL",50,1156,74,39,4,6,3,0,6,1,0,0,0,1,0,0,34
"Trayce Jackson-Davis","GSW",67,1130,108,76,6,4,12,2,1,0,0,0,0,0,0,2,93
"Malcolm Brogdon","POR",39,1121,58,32,3,2,3,1,8,0,0,0,0,1,0,1,93
"Dean Wade","CLE",54,1108,93,53,3,7,1,0,11,1,0,0,0,0,0,0,37
"Josh Richardson","MIA",43,1103,76,35,9,5,3,2,5,1,0,0,0,0,0,0,52
"Davion Mitchell","SAC",72,1101,85,41,2,1,0,0,12,5,0,0,0,0,0,0,50
"Dario Saric","GSW",64,1098,112,75,8,10,10,0,5,1,0,0,0,0,0,1,95
"James Wiseman","DET",63,1091,141,87,13,6,28,1,2,0,0,0,0,0,0,2,84
"Dante Exum","DAL",55,1088,85,37,4,2,3,0,17,3,0,0,0,1,0,0,78
"Sam Merrill","CLE",61,1069,72,32,4,2,3,0,6,14,0,0,0,0,0,1,50
"Shaedon Sharpe","POR",32,1059,88,28,6,8,2,7,9,0,0,0,0,0,0,0,114
"Dennis Smith Jr.","BKN",56,1059,121,57,5,2,8,1,4,2,0,0,0,1,0,0,49
"Jordan Goodwin","MEM",57,1056,76,48,2,7,2,0,2,0,0,0,0,1,1,2,51
"Marvin Bagley III","WAS",50,1053,81,43,6,13,16,2,1,9,0,0,0,0,0,2,107
"Torrey Craig","CHI",53,1049,110,60,6,5,2,1,4,1,0,0,0,0,0,1,37
"Dalano Banton","POR",54,1047,64,40,4,2,5,3,0,1,0,0,0,0,0,0,84
"Jalen Smith","IND",61,1047,124,82,5,20,6,2,5,0,0,0,0,0,0,0,95
"Ziaire Williams","MEM",51,1038,85,46,2,6,2,2,16,4,0,0,0,0,0,2,74
"Jae'Sean Tate","HOU",65,1031,137,68,16,4,4,3,4,10,0,0,0,0,0,1,56
"Kenrich Williams","OKC",69,1029,101,59,6,9,3,1,5,13,0,0,0,0,0,1,34
"Jose Alvarado","NOP",56,1028,89,27,6,0,1,0,11,1,0,0,0,0,0,1,46
"Quentin Grimes","DET",51,1025,75,43,2,1,0,0,3,0,0,0,0,0,0,1,34
"De'Anthony Melton","PHI",38,1023,84,33,5,5,1,2,2,0,0,0,0,0,1,0,58
"Daniel Theis","LAC",60,1015,127,76,7,11,14,0,9,0,0,0,0,1,0,0,58
"Lonnie Walker IV","BKN",58,1011,71,40,4,0,1,3,3,0,0,0,0,0,0,1,46
"Talen Horton-Tucker","UTA",51,1009,94,44,6,3,3,4,3,0,0,0,1,0,0,0,80
"Killian Hayes","DET",42,1008,75,33,1,3,3,2,7,1,0,0,0,0,1,3,54
"Jevon Carter","CHI",72,1004,71,27,2,1,3,1,3,1,0,0,1,0,0,2,13
"Luke Kennard","MEM",39,999,39,24,5,1,0,1,2,0,0,0,0,0,1,0,30
"Garrison Mathews","ATL",66,992,115,74,5,3,0,0,23,15,0,0,0,0,0,2,67
"Jaden Hardy","DAL",73,989,80,44,2,4,6,2,6,6,0,0,0,0,1,0,79
"Tre Mann","CHA",41,987,48,25,3,1,1,2,8,1,0,0,0,1,1,1,76
"Cam Reddish","LAL",48,984,64,35,2,4,2,0,2,1,0,0,0,0,0,1,44
"Luke Kornet","BOS",63,983,77,54,10,17,4,1,2,0,0,0,0,0,1,2,68
"Keon Ellis","SAC",57,978,112,63,0,4,2,0,8,0,0,0,0,0,0,0,48
"Xavier Tillman","BOS",54,974,75,43,6,4,7,1,0,0,0,0,0,0,0,0,41
"Josh Okogie","PHX",60,960,68,28,6,6,0,3,24,3,0,0,0,0,0,1,98
"Goga Bitadze","ORL",62,957,107,49,9,20,11,1,0,1,0,0,0,0,0,2,79
"Max Christie","LAL",67,944,57,33,0,0,4,0,1,0,0,0,0,0,0,0,28
"Kevin Love","MIA",55,924,97,56,10,14,2,0,5,10,0,0,0,0,0,0,98
"Day'Ron Sharpe","BKN",61,921,131,62,20,21,17,1,0,1,0,0,0,1,0,6,106
"Jonathan Isaac","ORL",58,914,64,37,4,10,1,1,5,0,0,0,0,0,0,0,69
