"Name","TeamAbbreviation","GamesPlayed","Minutes","Fouls","ShootingFouls","Loose Ball Fouls","Loose Ball Fouls Drawn","Offensive Fouls","Charge Fouls","Offensive Fouls Drawn","Charge Fouls Drawn","BlockingFouls","BlockingFoulsDrawn","Clear Path Fouls","Transition Take Fouls","Transition Take Fouls Drawn","Defensive 3 Seconds Violations","FoulsDrawn"
"Markelle Fultz","ORL",43,910,65,33,1,0,3,2,2,0,0,0,0,0,1,0,40
"Doug McDermott","IND",64,904,64,37,4,1,2,1,0,0,0,0,0,0,0,0,15
"Jaylin Williams","OKC",69,897,98,55,6,7,6,1,1,19,0,0,0,0,0,0,55
"Nikola Jovic","MIA",46,896,82,39,8,5,3,2,4,2,0,0,0,1,1,0,52
"Bryce McGowens","CHA",59,882,74,38,3,2,3,0,9,1,0,0,0,0,0,0,76
"Cam Whitmore","HOU",47,880,64,34,2,4,1,5,1,0,0,0,0,0,1,0,74
"Jaxson Hayes","LAL",70,877,123,78,6,10,19,4,2,0,0,0,0,0,1,2,79
"Malachi Flynn","DET",69,877,66,25,4,3,4,3,3,0,0,0,0,0,0,0,56
"Blake Wesley","SAS",61,876,89,51,2,1,3,0,0,0,0,0,0,0,0,0,50
"Christian Wood","LAL",50,872,72,48,2,6,9,3,2,0,0,0,0,0,0,3,79
"Zach LaVine","CHI",25,872,57,24,3,2,2,4,2,0,0,0,0,1,1,2,70
"Maxi Kleber","DAL",43,871,79,46,6,7,7,0,9,4,0,0,0,0,0,1,55
"Justin Holiday","DEN",57,862,69,45,4,0,1,0,2,0,0,0,0,0,0,0,11
"Chimezie Metu","DET",51,859,71,44,7,2,3,1,2,1,0,0,0,1,0,1,50
"Trendon Watford","BKN",63,857,106,58,8,3,9,2,3,1,0,0,0,0,0,2,77
"Taylor Hendricks","UTA",40,856,77,52,3,1,3,0,1,0,0,0,0,0,0,0,21
"Dwight Powell","DAL",63,836,113,73,8,24,9,0,2,3,0,0,0,0,0,2,105
"Troy Brown Jr.","DET",59,827,42,27,2,5,2,1,2,0,0,0,0,0,0,1,27
"Marcus Morris Sr.","CLE",49,817,74,43,4,6,6,0,0,0,0,0,1,0,0,1,38
"Caleb Houstan","ORL",59,815,61,30,7,1,1,0,1,0,0,0,0,0,0,2,19
"Ben Sheppard","IND",57,814,88,50,4,3,3,0,5,0,0,0,0,0,0,0,23
"Jake LaRavia","MEM",35,806,69,40,3,4,3,3,1,0,0,0,0,0,0,0,75
"Bismack Biyombo","OKC",39,792,89,45,9,16,13,0,4,0,0,0,0,0,1,3,46
"JT Thor","CHA",63,781,60,49,2,2,1,0,1,0,0,0,0,0,0,1,18
"Isaiah Jackson","IND",59,771,137,71,9,12,17,2,4,0,0,0,0,0,1,1,95
"Mitchell Robinson","NYK",31,768,55,33,2,21,4,1,2,0,0,0,0,0,1,0,60
"Jock Landale","HOU",56,764,74,39,8,9,11,0,3,0,0,0,0,0,0,2,59
"Cody Martin","CHA",28,753,48,30,1,3,0,0,5,3,0,0,0,0,0,2,41
"KJ Martin","PHI",60,747,100,38,9,0,11,1,2,0,0,0,0,0,0,0,29
"Delon Wright","MIA",47,742,32,19,1,0,1,1,5,1,0,0,0,0,0,0,43
"Ish Smith","CHA",43,741,49,40,1,0,1,0,4,3,0,0,0,0,0,0,14
"Mo Bamba","PHI",57,740,101,55,8,11,14,5,2,0,0,0,0,0,0,5,49
"Nick Smith Jr.","CHA",51,729,55,30,0,1,2,0,1,2,0,0,0,0,0,0,14
"Landry Shamet","WAS",46,726,76,39,0,1,2,0,7,0,0,0,0,1,0,0,45
"Chris Duarte","SAC",59,719,80,38,2,5,2,0,14,0,0,0,0,0,0,0,48
"LaMelo Ball","CHA",22,711,79,26,9,3,9,2,5,0,0,0,0,0,0,0,90
"Jordan Nwora","TOR",52,711,48,26,3,4,0,3,1,1,0,0,0,0,1,1,42
"Chris Boucher","TOR",50,705,68,46,6,11,2,2,8,4,0,0,0,0,0,2,87
"Jacob Gilyard","BKN",41,698,39,18,2,3,0,0,2,0,0,0,0,0,1,0,14
"Bruno Fernando","ATL",45,682,107,61,8,8,18,1,2,0,0,0,0,0,0,2,75
"Dalen Terry","CHI",59,681,81,41,8,1,2,1,1,2,0,0,0,0,0,1,36
"Gary Payton II","GSW",44,680,77,39,6,1,6,0,2,0,0,0,0,0,0,1,26
"Mason Plumlee","LAC",46,674,68,38,4,10,3,1,2,4,0,0,0,1,0,0,85
"Davis Bertans","CHA",43,674,56,24,1,3,4,0,2,3,0,0,0,1,0,0,26
"Keita Bates-Diop","BKN",53,665,35,23,1,1,1,0,0,0,0,0,0,0,0,1,26
"Jalen Wilson","BKN",43,664,48,29,5,7,3,1,2,0,0,0,0,0,0,0,34
"Craig Porter Jr.","CLE",51,649,40,30,0,1,0,1,1,0,0,0,0,0,0,0,50
"Rayan Rupert","POR",39,633,56,38,2,2,2,1,3,0,0,0,0,0,0,0,21
"Oshae Brissett","BOS",55,630,54,29,3,6,2,0,0,0,0,0,0,0,0,0,56
"Danilo Gallinari","MIL",49,629,50,30,3,4,1,0,1,1,0,0,0,1,1,1,82
"Jordan McLaughlin","MIN",56,626,31,16,1,1,1,1,9,2,0,0,0,0,0,0,30
"Seth Curry","CHA",44,615,39,16,4,2,3,0,5,2,0,0,0,0,0,1,28
"AJ Green","MIL",56,614,49,24,4,0,0,0,4,4,0,0,0,0,0,0,20
"Johnny Davis","WAS",50,613,57,29,1,1,1,1,5,0,0,0,0,0,1,0,24
"MarJon Beauchamp","MIL",48,608,54,28,3,2,1,0,0,1,0,0,0,0,0,1,20
"Marcus Smart","MEM",20,605,53,16,5,2,8,0,6,6,0,0,0,0,0,0,58
"Mike Muscala","OKC",53,600,52,32,2,7,3,0,4,0,0,0,0,0,0,1,31
"Jericho Sims","NYK",45,585,45,23,3,6,6,1,2,0,0,0,0,0,0,3,26
"Brice Sensabaugh","UTA",32,584,43,26,0,3,2,3,4,0,0,0,0,0,1,0,33
"Jarred Vanderbilt","LAL",29,581,43,22,6,4,3,2,11,0,0,0,0,0,0,0,40
"Shake Milton","NYK",48,581,54,36,2,0,2,0,5,2,0,0,0,0,0,1,44
"Evan Fournier","DET",32,580,48,29,2,1,0,0,1,1,0,0,0,0,1,0,20
"Zeke Nnaji","DEN",58,576,81,47,1,19,11,2,0,0,0,0,0,0,0,1,77
"Trey Jemison","MEM",25,574,69,42,8,5,9,0,2,0,0,0,0,0,0,2,29
"Andre Jackson Jr.","MIL",57,572,92,36,5,0,3,1,2,1,0,0,0,0,0,0,11
"Jared Butler","WAS",40,566,58,36,0,2,1,1,7,2,0,0,0,0,0,0,43
"Kevin Knox II","DET",31,560,50,31,5,2,1,0,2,0,0,0,0,0,0,0,22
"Lamar Stevens","MEM",38,559,45,24,3,4,1,1,2,0,0,0,0,0,0,1,40
"Richaun Holmes","WAS",40,554,74,36,8,6,9,1,2,1,0,0,0,0,0,1,35
"Tristan Thompson","CLE",49,549,59,23,8,21,7,2,0,0,0,0,0,0,0,1,56
"Julian Strawther","DEN",50,545,54,26,3,2,7,1,1,1,0,0,0,0,0,0,38
"Omer Yurtseven","UTA",48,545,52,27,3,7,12,0,0,0,0,0,0,0,0,0,34
"Vit Krejci","ATL",22,541,48,27,2,1,1,0,3,0,0,0,0,0,0,1,11
"Bones Hyland","LAC",37,540,51,14,2,1,5,0,0,0,0,0,0,0,0,1,34
"Jalen McDaniels","TOR",50,538,52,25,1,1,1,2,2,0,0,0,0,0,0,0,27
"Scotty Pippen Jr.","MEM",21,527,60,25,3,2,2,1,10,3,0,0,0,0,1,0,65
"Sasha Vezenkov","SAC",42,511,42,16,3,1,1,1,2,0,0,0,0,0,0,0,17
"Danuel House Jr.","PHI",34,509,45,30,1,0,1,0,2,1,0,0,0,0,0,0,39
"Mark Williams","CHA",19,508,50,26,7,12,7,0,0,0,0,0,0,0,0,5,53
"Jaden Springer","BOS",49,507,66,34,1,1,6,1,10,0,0,0,0,0,0,0,38
"Patrick Baldwin Jr.","WAS",38,494,56,37,1,4,3,1,1,1,0,0,0,0,0,0,25
"Robert Covington","PHI",29,488,56,22,2,1,2,1,2,0,0,0,0,0,1,0,19
"P.J. Tucker","LAC",31,486,54,29,3,1,1,0,2,3,0,0,1,0,0,1,10
"Tari Eason","HOU",22,480,51,31,3,2,2,0,2,0,0,0,0,0,0,0,24
"Monte Morris","MIN",33,476,14,7,1,0,0,0,3,1,0,0,0,0,0,0,18
"Isaiah Livers","DET",23,469,43,34,1,4,0,1,0,0,0,0,0,0,0,0,15
"Bol Bol","PHX",42,469,42,29,2,1,0,0,0,0,0,0,0,0,0,0,11
"Anthony Gill","WAS",50,466,48,25,1,3,3,0,0,2,0,0,0,0,0,0,29
"Yuta Watanabe","MEM",34,464,39,32,3,1,0,0,1,1,0,0,0,0,0,0,14
"Nassir Little","PHX",45,458,39,26,0,3,1,0,2,0,0,0,0,0,1,1,18
"Sandro Mamukelashvili","SAS",46,451,35,17,7,3,2,0,1,0,0,0,0,0,0,0,26
"Alex Len","SAC",48,444,66,37,4,5,14,0,1,0,0,0,0,0,0,2,26
"Thomas Bryant","MIA",38,441,46,26,3,5,9,1,0,0,0,0,0,0,0,3,33
"Thaddeus Young","PHX",33,440,49,30,3,1,1,0,0,4,0,0,0,0,0,0,15
"Skylar Mays","LAL",38,433,26,14,2,0,0,0,3,0,0,0,0,1,0,0,18
"Chuma Okeke","ORL",47,432,19,8,1,1,1,0,0,0,0,0,0,0,0,0,5
"Dominick Barlow","SAS",33,420,47,30,6,3,3,0,2,0,0,0,0,0,0,1,31
"Reggie Bullock Jr.","HOU",44,418,29,12,2,1,1,0,0,0,0,0,0,0,0,1,3
"Patty Mills","MIA",32,415,32,14,2,0,2,0,5,2,0,0,0,0,0,0,19
"Trent Forrest","ATL",38,414,25,17,1,0,0,1,0,2,0,0,0,1,0,0,15
"Svi Mykhailiuk","BOS",41,413,19,15,1,0,1,0,4,0,0,0,0,0,0,0,12
"Wesley Matthews","ATL",36,413,43,23,3,1,1,1,4,2,0,0,0,0,0,2,20
"Aleksej Pokusevski","CHA",28,405,22,10,2,1,1,0,2,0,0,0,0,0,0,1,27
"Luka Samanic","UTA",43,404,32,21,2,4,3,2,0,1,0,0,0,0,0,0,39
"Javon Freeman-Liberty","TOR",22,403,28,12,0,3,3,1,2,0,0,0,0,1,0,1,31
"Derrick Rose","MEM",24,399,21,11,2,0,1,0,3,5,0,0,0,0,0,0,31
"DeAndre Jordan","DEN",36,396,56,32,4,9,11,0,1,0,0,0,0,1,0,2,48
"Lester Quinones","GSW",37,394,44,21,0,5,1,2,7,2,0,0,0,0,0,0,36
"Kobe Brown","LAC",44,394,49,29,3,0,2,0,1,0,0,0,0,0,0,0,3
"Eugene Omoruyi","WAS",43,393,62,29,6,2,5,0,5,4,0,0,0,0,0,1,47
"Matt Ryan","NOP",28,390,32,17,0,3,2,0,1,0,0,0,0,0,0,0,17
"Justin Minaya","POR",34,381,35,18,2,2,1,0,2,2,0,0,0,0,0,0,12
"Johnny Juzang","UTA",20,372,29,17,1,0,1,1,0,2,0,0,0,0,0,0,12
"Noah Clowney","BKN",23,370,25,15,2,3,2,0,1,0,0,0,0,0,0,0,28
"Tosan Evbuomwan","DET",17,367,23,17,1,1,0,1,0,2,0,0,0,0,0,1,19
"Ousmane Dieng","OKC",33,365,22,13,4,1,0,1,1,0,0,0,0,0,0,2,14
"Jontay Porter","TOR",25,360,35,17,4,1,3,0,1,0,0,0,0,0,0,0,11
"Ben Simmons","BKN",15,359,36,15,1,1,4,0,2,1,0,0,0,0,0,0,21
"Brandon Boston Jr.","LAC",32,345,40,26,1,0,1,3,3,0,0,0,0,1,0,0,22
"Jarace Walker","IND",33,340,29,17,2,1,0,0,2,0,0,0,0,0,0,0,12
"JaVale McGee","SAC",46,339,46,17,5,4,10,2,1,0,0,0,0,0,0,5,39
"Olivier-Maxence Prosper","DAL",40,336,20,12,3,2,0,1,2,1,0,0,0,0,0,0,28
"Jeremiah Robinson-Earl","NOP",39,334,24,12,1,3,0,0,2,0,0,0,0,0,0,1,14
"Neemias Queta","BOS",28,333,50,34,4,3,6,0,1,0,0,0,0,0,0,0,24
"Julian Phillips","CHI",40,323,40,29,0,1,0,0,1,2,0,0,0,0,0,0,19
"Cody Zeller","NOP",43,320,45,24,4,6,6,0,0,4,0,0,0,0,0,2,37
"Ja Morant","MEM",9,318,19,7,0,1,0,1,4,1,0,0,0,0,0,0,48
"Ashton Hagans","POR",19,316,40,23,2,4,1,1,1,0,0,0,0,1,0,0,19
"Devonte' Graham","SAS",23,313,14,7,0,1,0,0,1,0,0,0,0,0,0,0,15
"A.J. Lawson","DAL",42,311,22,16,0,1,1,0,0,0,0,0,0,0,0,0,13
"Stanley Umude","DET",24,307,40,26,2,2,1,0,4,0,0,0,0,1,0,0,21
"Nathan Mensah","CHA",25,307,64,39,4,1,10,0,1,9,0,0,0,0,0,0,19
"Orlando Robinson","MIA",36,304,35,22,2,6,5,0,0,0,0,0,0,0,0,0,25
"Furkan Korkmaz","PHI",35,300,17,13,0,1,1,0,1,1,0,0,0,0,0,0,16
"Cory Joseph","GSW",26,296,25,15,0,0,1,0,3,0,0,0,0,0,0,0,8
"Garrett Temple","TOR",27,289,28,18,1,2,1,0,1,1,0,0,0,0,0,0,20
"Ricky Council IV","PHI",32,289,17,9,1,4,1,0,0,0,0,0,0,0,0,0,44
"Leaky Black","CHA",26,284,19,9,0,2,2,0,2,0,0,0,0,0,0,0,12
"Lindy Waters III","OKC",38,280,23,15,2,0,0,0,0,0,0,0,0,0,1,0,3
"Kessler Edwards","SAC",54,275,26,17,0,1,0,0,3,1,0,0,0,0,0,1,13
"Damian Jones","CLE",39,270,27,14,1,4,5,0,0,0,0,0,0,0,0,1,20
"Onuralp Bitim","CHI",23,268,24,17,1,2,0,1,2,0,0,0,0,0,0,0,8
"Kira Lewis Jr.","UTA",28,264,13,7,0,1,0,1,1,0,0,0,0,0,0,0,18
"Jamal Cain","MIA",26,259,22,10,0,1,0,0,1,0,0,0,0,0,0,1,15
"Jared Rhoden","DET",17,245,28,19,0,0,0,0,2,0,0,0,0,0,0,0,7
"Justin Champagnie","WAS",15,235,14,10,0,0,0,0,0,0,0,0,0,0,0,0,10
"Javonte Green","CHI",9,230,19,12,2,0,0,0,0,0,0,0,0,0,0,0,9
"Ibou Badji","POR",22,226,46,30,3,5,4,0,0,1,0,0,0,0,0,3,14
"Collin Gillespie","DEN",24,225,24,10,2,0,2,0,2,0,0,0,0,1,0,0,12
"Gabe Vincent","LAL",11,218,19,10,0,0,0,0,3,0,0,0,0,0,0,0,4
"Markieff Morris","DAL",26,216,12,6,0,0,1,0,0,0,0,0,0,0,0,2,8
"Jaylen Nowell","DET",13,214,15,8,1,1,0,0,1,0,0,0,0,0,0,0,8
"Theo Maledon","PHX",17,213,21,13,0,1,1,0,4,1,0,0,0,0,0,0,20
"Charles Bassey","SAS",19,205,31,20,3,2,2,0,0,0,0,0,0,0,0,0,10
"Taj Gibson","DET",20,204,31,18,2,0,3,0,0,0,0,0,0,0,0,1,3
"Moses Brown","POR",22,200,27,20,4,5,2,0,0,0,0,0,0,0,1,6,29
"Kenneth Lofton Jr.","MEM",21,198,24,12,1,0,4,1,0,1,0,0,0,0,0,0,19
"Kobe Bufkin","ATL",17,196,20,11,1,0,0,0,0,0,0,0,0,0,0,0,8
"Gui Santos","GSW",23,192,23,18,1,1,0,0,0,0,0,0,0,0,0,0,12
"Colby Jones","SAC",30,192,29,16,2,0,0,0,1,0,0,0,0,0,0,0,9
"Terry Taylor","CHI",31,188,17,10,1,0,2,0,0,0,0,0,0,0,0,0,3
"Micah Potter","UTA",16,186,14,7,2,2,2,0,0,0,0,0,0,0,0,0,8
"Saben Lee","PHX",24,185,13,7,1,0,1,0,2,0,0,0,0,0,0,0,27
"Otto Porter Jr.","TOR",15,174,19,11,1,0,1,0,0,0,0,0,0,0,0,0,2
"AJ Griffin","ATL",20,171,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1
"Joe Harris","DET",16,170,19,9,2,0,1,0,1,1,0,0,0,0,0,0,4
"Trevelin Queen","ORL",14,165,15,8,0,1,0,0,1,0,0,0,0,0,0,0,11
"Zavier Simpson","MEM",7,161,11,8,0,1,0,0,0,0,0,0,0,0,0,0,3
"Thanasis Antetokounmpo","MIL",34,155,24,11,0,0,1,0,1,0,0,0,0,0,0,0,7
"Tristan Vukcevic","WAS",10,153,28,16,1,0,1,1,0,1,0,0,0,0,0,1,18
"Darius Bazley","UTA",9,152,3,2,0,1,0,0,0,0,0,0,0,0,0,0,9
"DeJon Jarreau","MEM",9,150,14,4,1,0,0,0,1,0,0,0,0,0,0,0,8
"Jules Bernard","WAS",19,149,14,8,0,0,1,0,1,1,0,0,0,0,0,0,13
"Jeff Dowtin Jr.","PHI",12,142,1,0,0,0,0,1,2,0,0,0,0,0,0,0,6
"Sidy Cissoko","SAS",12,141,18,7,3,1,0,0,0,0,0,0,0,0,0,0,11
"Brandon Clarke","MEM",6,134,8,6,0,3,1,0,1,0,0,0,0,0,0,0,8
"Emoni Bates","CLE",15,133,5,4,0,0,0,0,2,0,0,0,0,0,0,0,7
"Dru Smith","MIA",9,131,12,6,1,0,0,0,3,0,0,0,0,0,0,0,6
"Nate Williams","HOU",22,129,10,7,1,1,0,0,0,0,0,0,0,0,0,0,9
"Timmy Allen","MEM",5,125,18,13,0,0,0,0,2,0,0,0,0,0,0,0,5
"T.J. Warren","MIN",11,125,11,6,1,0,1,0,0,0,0,0,0,0,0,0,2
"Luka Garza","MIN",25,122,24,13,3,2,0,0,0,5,0,0,0,0,0,0,21
"Jalen Pickett","DEN",27,122,13,9,1,0,0,0,1,0,0,0,0,0,0,0,3
"Maozinha Pereira","MEM",7,122,10,7,0,0,0,0,0,0,0,0,0,0,0,0,8
"Marques Bolden","CHA",11,121,10,7,0,1,2,0,0,0,0,0,0,0,0,0,3
"Jahmi'us Ramsey","TOR",7,121,10,6,0,0,0,0,1,0,0,0,0,0,0,0,5
"Mouhamadou Gueye","TOR",11,120,15,13,0,1,1,0,1,0,0,0,0,0,0,0,10
"Xavier Moon","LAC",14,119,8,6,0,0,0,0,0,0,0,0,0,0,0,0,3
"Robert Williams III","POR",6,119,17,12,0,0,2,0,0,0,0,0,0,0,0,0,8
"Matt Hurt","MEM",8,113,8,6,0,1,1,0,0,0,0,0,0,0,0,0,5
"Udoka Azubuike","PHX",16,113,17,12,2,0,2,0,1,0,0,0,0,0,0,1,9
"Brandon Williams","DAL",17,113,4,4,0,0,0,0,3,0,0,0,0,0,0,0,15
"Jalen Hood-Schifino","LAL",21,109,13,7,0,0,0,0,0,0,0,0,0,0,0,0,10
"Dylan Windler","ATL",17,108,6,5,0,1,0,0,0,0,0,0,0,0,0,0,1
"Malik Williams","TOR",7,107,15,7,1,0,2,0,0,0,0,0,0,0,0,0,2
"Armoni Brooks","BKN",10,104,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"Maxwell Lewis","LAL",34,103,5,4,0,0,0,0,0,0,0,0,0,1,0,0,2
"Harry Giles III","LAL",23,100,15,12,1,0,2,0,0,0,0,0,0,0,0,2,10
"Olivier Sarr","OKC",15,98,18,11,1,2,0,1,0,0,0,0,0,0,0,0,10
"Jamaree Bouyea","SAS",9,95,10,7,0,0,0,1,1,0,0,0,0,0,0,0,1
"Josh Minott","MIN",32,91,10,6,0,0,0,0,0,0,0,0,0,0,0,0,8
"Chris Livingston","MIL",21,90,15,10,0,1,1,0,0,0,0,0,0,0,0,1,4
"Cole Swider","MIA",18,87,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1
"Terquavion Smith","PHI",16,84,8,4,1,0,0,0,0,0,0,0,0,0,0,0,4
"Admiral Schofield","ORL",23,84,9,5,2,0,1,1,2,0,0,0,0,0,0,0,3
"Buddy Boeheim","DET",10,84,5,3,0,0,0,0,0,0,0,0,0,0,0,0,5
"Jordan Walsh","BOS",9,83,11,4,0,0,0,1,1,0,0,0,0,0,0,0,3
"Wenyen Gabriel","MEM",5,81,10,2,1,1,3,1,0,0,0,0,0,0,0,1,6
"James Bouknight","CHA",14,81,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3
"Jerome Robinson","GSW",22,81,5,3,0,2,0,0,1,0,0,0,0,0,0,0,7
"Ryan Rollins","MIL",13,78,8,3,0,1,0,0,3,0,0,0,0,0,0,0,14
"R.J. Hampton","MIA",8,76,8,6,0,0,0,0,0,0,0,0,0,0,0,0,1
"Wendell Moore Jr.","MIN",25,75,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1
"Nate Hinton","HOU",15,75,11,6,0,0,0,0,0,1,0,0,0,0,0,0,4
"Mouhamed Gueye","ATL",6,73,13,6,2,1,0,0,0,0,0,0,0,0,0,0,5
"Isaiah Mobley","CLE",10,72,6,4,0,0,1,0,0,0,0,0,0,0,0,0,2
"Jason Preston","UTA",7,71,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Boban Marjanovic","HOU",14,71,5,5,0,0,0,0,0,0,0,0,0,0,0,0,14
"Jett Howard","ORL",18,67,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3
"Adama Sanogo","CHI",9,66,5,2,0,0,0,1,0,0,0,0,0,0,0,0,7
