"Name","TeamAbbreviation","GamesPlayed","Minutes","Period1Fouls2Minutes","Period1Fouls3Minutes","Period2Fouls2Minutes","Period2Fouls3Minutes","Period2Fouls4Minutes","Period3Fouls3Minutes","Period3Fouls4Minutes","Period3Fouls5Minutes","Period4Fouls4Minutes","Period4Fouls5Minutes","PeriodOTFouls4Minutes","PeriodOTFouls5Minutes"
"C.J. Williams","LAC",38,706,1,0,21,1,0,21,6,0,37,1,0,0
"Channing Frye","LAL",53,695,0,0,3,0,0,7,0,0,8,0,0,0
"Chandler Parsons","MEM",36,691,0,0,19,2,0,16,0,0,10,0,0,0
"Wayne Selden","MEM",35,691,3,0,27,0,0,11,0,0,22,0,0,0
"Mike James","NOP",36,686,0,0,5,0,0,13,0,0,3,0,0,0
"Jared Dudley","PHX",48,686,0,0,16,0,0,18,1,0,16,15,0,0
"Tyler Ennis","LAL",54,683,8,0,20,3,0,18,1,0,10,3,10,0
"Arron Afflalo","ORL",53,682,0,0,19,0,0,3,0,0,4,0,0,0
"Marreese Speights","ORL",52,675,4,0,17,0,0,17,4,0,20,3,0,0
"Cedi Osman","CLE",61,672,5,0,20,2,0,23,13,0,20,1,0,0
"Danilo Gallinari","LAC",21,671,0,0,3,0,0,0,0,0,0,0,0,0
"Zach LaVine","CHI",24,656,0,0,19,3,0,8,9,0,1,1,0,0
"Kobi Simmons","MEM",32,643,0,0,38,0,0,19,0,0,21,2,0,0
"Sean Kilpatrick","CHI",52,640,3,0,6,0,0,0,0,0,0,0,0,0
"Torrey Craig","DEN",39,629,0,0,24,2,0,18,0,0,10,0,0,0
"Cody Zeller","CHA",33,627,0,0,23,0,0,14,1,0,27,5,0,0
"JaVale McGee","GSW",65,616,14,2,4,0,0,12,7,0,2,0,0,0
"Terrence Ross","ORL",24,600,0,0,15,0,0,21,0,0,1,0,0,0
"Malik Beasley","DEN",62,583,0,0,3,2,0,3,2,0,7,0,0,0
"Cameron Payne","CHI",25,582,0,0,6,0,0,15,0,0,1,0,0,0
"Cheick Diallo","NOP",52,581,6,1,20,3,0,17,3,1,20,5,0,0
"Khem Birch","ORL",42,578,3,0,25,0,0,6,0,0,0,0,0,0
"Brandon Paul","SAS",64,576,1,0,13,0,0,12,1,0,24,0,0,0
"Alex Caruso","LAL",37,562,0,0,4,7,0,13,4,0,12,2,0,5
"Joe Young","IND",53,558,0,0,2,0,0,0,0,0,0,0,0,0
"Tarik Black","HOU",51,536,6,0,13,8,0,30,13,0,17,3,0,0
"Jonathan Isaac","ORL",27,535,0,0,19,0,0,35,1,0,9,3,0,0
"Joffrey Lauvergne","SAS",55,534,3,0,13,0,0,11,1,0,2,4,0,0
"Nik Stauskas","BKN",41,523,0,0,0,0,0,0,0,0,0,0,0,0
"Abdel Nader","BOS",48,522,0,0,27,0,0,2,0,0,7,1,0,3
"Justin Anderson","PHI",38,519,0,0,17,0,0,6,0,0,6,5,0,0
"Tyler Cavanaugh","ATL",39,518,3,0,16,0,0,20,1,0,18,0,0,0
"Ivan Rabb","MEM",36,516,4,0,13,0,0,12,5,0,18,4,0,0
"Raul Neto","UTA",41,498,0,0,0,0,0,2,0,0,4,0,0,0
"Willy Hernangomez","CHA",48,494,0,0,10,3,0,6,7,0,15,0,0,0
"Al Jefferson","IND",36,484,0,0,23,0,0,10,8,0,11,1,0,0
"Kyle Collinsworth","DAL",32,480,0,0,12,3,0,4,0,0,10,0,0,0
"Damyean Dotson","NYK",44,474,0,0,3,0,0,14,0,0,7,0,0,0
"Nerlens Noel","DAL",29,472,0,0,23,0,0,32,0,0,8,0,1,3
"Kenneth Faried","DEN",32,461,0,0,16,0,0,7,0,0,13,4,0,5
"TJ Leaf","IND",53,459,0,0,8,0,0,0,0,0,11,0,0,0
"DeAndre' Bembry","ATL",26,455,0,0,12,0,0,3,0,0,7,1,0,0
"Dorian Finney-Smith","DAL",21,448,2,0,39,0,0,24,0,0,0,0,0,0
"Willie Reed","DET",42,428,0,0,11,1,0,15,4,0,9,2,0,0
"Dwight Buycks","DET",29,427,1,0,8,0,0,1,0,0,1,1,0,0
"Isaiah Canaan","PHX",20,422,4,0,8,1,0,12,2,0,9,2,0,0
"Derrick Rose","MIN",25,419,0,0,8,0,0,1,0,0,0,0,0,0
"Shabazz Muhammad","MIL",43,418,0,0,0,0,0,0,0,0,1,0,0,0
"Lucas Nogueira","TOR",49,418,1,0,13,0,0,15,0,0,3,0,0,0
"Ivica Zubac","LAL",43,410,0,0,8,0,0,1,0,0,6,4,4,0
"Damion Lee","ATL",15,404,0,0,2,0,0,2,0,0,4,0,0,0
"Danuel House Jr.","PHX",23,403,0,0,3,0,0,3,0,0,0,0,0,0
"Ramon Sessions","WAS",28,392,0,0,16,2,0,10,0,0,2,0,0,0
"Ron Baker","NYK",29,385,0,0,0,0,0,0,0,0,0,0,0,0
"Shaquille Harrison","PHX",23,384,0,0,11,0,0,2,0,0,10,0,0,0
"Brandan Wright","HOU",28,381,0,0,8,0,0,0,0,0,0,0,0,0
"Johnny O'Bryant III","CHA",36,379,1,0,7,0,0,0,0,0,2,0,0,0
"Myke Henry","MEM",20,378,0,0,6,0,0,1,0,0,0,0,0,0
"Mike Conley","MEM",12,373,0,0,2,0,0,1,0,0,0,0,0,0
"Timofey Mozgov","BKN",31,359,0,0,8,0,0,9,0,0,0,0,0,0
"Emeka Okafor","NOP",26,353,5,0,6,0,0,17,7,0,0,0,0,0
"Jahlil Okafor","BKN",28,353,5,1,4,7,0,14,2,0,9,1,0,0
"JaKarr Sampson","SAC",22,344,1,0,18,2,0,10,8,0,16,13,0,0
"Boban Marjanovic","LAC",37,338,0,0,6,0,0,1,0,0,2,0,0,0
"Glenn Robinson III","IND",23,338,0,0,4,0,0,0,0,0,0,0,0,0
"Patrick Beverley","LAC",11,334,0,0,26,0,0,38,0,0,23,2,0,0
"Henry Ellenson","DET",38,329,1,0,6,0,0,1,0,0,0,0,0,0
"Luke Kornet","NYK",20,326,4,0,16,0,0,10,0,0,6,0,0,0
"Malachi Richardson","TOR",26,323,0,0,2,1,0,0,0,0,0,0,0,0
"Antonio Blakeney","CHI",19,314,0,0,4,0,0,0,0,0,0,0,0,0
"Troy Williams","NYK",21,307,0,0,12,1,0,4,0,0,4,0,0,0
"Ryan Arcidiacono","CHI",24,304,0,0,9,0,0,0,0,0,0,0,0,0
"Rodney McGruder","MIA",18,299,0,0,4,0,0,12,0,0,0,0,0,0
"Rodney Purvis","ORL",16,290,0,0,7,0,0,6,0,0,0,0,0,0
"Jason Smith","WAS",33,285,0,0,2,0,0,8,0,0,1,3,0,0
"Jordan Mickey","MIA",23,284,0,0,25,0,0,11,3,0,11,3,0,0
"Jamel Artis","ORL",15,279,1,0,0,0,0,1,0,0,0,0,0,0
"Juancho Hernangomez","DEN",25,277,0,0,3,0,0,17,1,0,10,0,0,0
"Iman Shumpert","CLE",14,276,2,0,5,0,0,13,0,0,5,0,0,0
"Jamil Wilson","LAC",15,274,0,0,21,2,0,26,2,0,10,5,0,0
"Tony Allen","NOP",22,272,1,0,6,0,0,6,0,0,7,0,0,0
"Meyers Leonard","POR",33,254,0,0,1,0,0,7,2,0,5,0,0,0
"Markelle Fultz","PHI",14,253,4,0,12,7,0,5,4,0,9,0,0,0
"Derrick Jones Jr.","MIA",20,245,0,0,8,0,0,6,0,0,0,0,0,0
"Davon Reed","PHX",21,242,0,0,2,0,0,0,0,0,0,0,0,0
"Isaiah Hicks","NYK",18,239,2,0,11,2,0,8,2,0,9,14,0,0
"Briante Weber","MEM",18,237,0,0,9,0,0,2,2,0,2,0,0,0
"Guerschon Yabusele","BOS",33,235,4,0,4,0,0,2,0,0,0,0,0,0
"Dante Exum","UTA",14,235,0,0,8,0,0,0,0,0,1,0,0,0
"Aaron Harrison","DAL",9,233,0,0,7,0,0,4,0,0,16,0,0,0
"Travis Wear","LAL",17,228,0,0,4,0,0,6,0,0,1,0,0,0
"Alec Peters","PHX",20,225,0,0,2,0,0,0,0,0,0,0,0,0
"Marcus Georges-Hunt","MIN",42,224,0,0,4,0,0,6,0,0,1,1,0,0
"Gary Payton II","LAL",23,221,0,0,3,5,0,8,8,0,5,0,0,0
"Andrew Bogut","LAL",23,216,6,0,8,0,0,8,4,0,8,0,0,0
"Josh Magette","ATL",18,216,0,0,2,0,0,0,0,0,0,0,0,0
"Ante Zizic","CLE",32,214,0,0,4,0,0,3,0,0,0,0,0,0
"Rashad Vaughn","ORL",28,212,0,0,0,0,0,0,0,0,0,0,0,0
"Kawhi Leonard","SAS",9,210,0,0,0,0,0,1,0,0,0,0,0,0
"Andrew White III","ATL",15,209,2,0,5,0,0,0,0,0,0,0,0,0
"Brandon Jennings","MIL",14,205,1,0,0,0,0,0,0,0,0,0,0,0
"Quincy Pondexter","CHI",23,196,0,0,4,0,0,1,0,0,0,0,0,0
"MarShon Brooks","MEM",7,193,0,0,4,0,0,8,0,0,0,0,0,0
"Aaron Brooks","MIN",32,189,0,0,6,0,0,0,0,0,4,3,0,0
"Caleb Swanigan","POR",27,189,1,0,12,0,0,6,0,0,0,5,0,0
"Solomon Hill","NOP",12,187,3,0,10,0,0,3,1,0,0,0,0,0
"Omer Asik","CHI",18,182,0,0,2,0,0,10,1,0,8,1,0,0
"Jalen Jones","DAL",15,181,0,0,12,0,0,10,0,0,13,9,0,0
"Isaiah Whitehead","BKN",16,180,0,0,7,0,0,2,0,0,3,8,0,0
"Johnathan Motley","DAL",11,176,0,0,2,0,0,0,0,0,2,0,0,0
"Julyan Stone","CHA",23,175,0,0,0,0,0,0,0,0,1,0,0,0
"John Holland","CLE",24,174,0,0,0,0,0,0,0,0,0,0,0,0
"Richard Jefferson","DEN",20,163,0,0,3,0,0,0,0,0,0,0,0,0
"Dakari Johnson","OKC",31,161,1,0,4,1,0,5,2,0,2,3,0,0
"Jake Layman","POR",34,160,2,0,2,1,0,2,0,0,0,0,0,0
"Mirza Teletovic","MIL",10,159,1,0,9,0,0,0,0,0,6,0,0,0
"Damien Wilkins","IND",19,152,0,0,0,0,0,0,0,0,0,0,0,0
"Derrick Walton Jr.","MIA",16,147,0,0,1,0,0,0,0,0,0,0,0,0
"Darrell Arthur","DEN",19,141,1,0,9,0,0,0,0,0,0,0,0,0
"Kay Felder","DET",16,140,1,0,2,0,0,3,0,0,4,0,0,0
"Derrick White","SAS",17,139,0,0,0,0,0,0,0,0,0,0,0,0
"Lorenzo Brown","TOR",14,139,0,0,1,0,0,0,0,0,0,0,0,0
"Jon Leuer","DET",8,136,0,0,3,0,0,12,0,0,3,0,0,0
"Malcolm Miller","TOR",15,126,0,0,4,0,0,0,0,0,0,0,0,0
"Milton Doyle","BKN",10,125,0,0,1,0,0,1,0,0,2,0,0,0
"Zhou Qi","HOU",18,124,0,0,2,0,0,0,0,0,0,0,0,0
"Antonius Cleveland","ATL",17,122,0,0,1,0,0,2,0,0,1,0,0,0
"Nigel Hayes","SAC",9,122,0,0,0,0,0,0,0,0,0,0,0,0
"Georgios Papagiannis","POR",17,122,0,0,4,2,0,1,0,0,0,0,0,0
"James Webb III","BKN",10,120,0,0,6,0,0,0,0,0,7,0,0,0
"Xavier Rathan-Mayes","MEM",5,118,0,0,2,0,0,2,0,0,7,2,0,0
"Bobby Brown","HOU",20,115,0,0,0,0,0,0,0,0,0,0,0,0
"Jabari Bird","BOS",13,115,0,0,0,0,0,0,0,0,0,0,0,0
"Kadeem Allen","BOS",18,107,0,0,1,0,0,2,0,0,1,0,0,0
"Bruno Caboclo","SAC",12,106,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Poythress","IND",25,104,0,0,0,0,0,0,2,0,6,0,0,0
"Jaylen Morris","ATL",6,98,0,0,0,0,0,0,0,0,0,0,0,0
"Brice Johnson","MEM",18,98,0,0,1,0,0,2,0,0,0,0,0,0
"Darrun Hilliard","SAS",14,95,0,0,0,0,0,0,0,0,0,0,0,0
"Chris McCullough","WAS",19,90,0,0,0,0,0,0,0,0,5,4,0,0
"Damian Jones","GSW",15,89,0,0,5,0,0,0,0,0,0,0,0,0
"Jack Cooley","SAC",7,87,0,0,2,2,0,2,0,0,0,0,0,0
"Josh Gray","PHX",5,86,1,0,4,0,0,2,0,0,1,4,0,0
"Wade Baldwin IV","POR",7,80,0,0,1,0,0,2,0,0,0,0,0,0
"Demetrius Jackson","PHI",15,80,1,0,1,0,0,0,0,0,0,0,0,0
"Furkan Korkmaz","PHI",14,80,0,0,0,0,0,0,0,0,0,0,0,0
"Okaro White","MIA",6,80,0,0,0,0,0,0,0,0,0,0,0,0
"Omari Johnson","MEM",4,75,0,0,0,0,0,0,0,0,0,0,0,0
"Nick Collison","OKC",15,75,0,0,0,0,0,0,0,0,0,0,0,0
"Marquis Teague","MEM",3,74,0,0,0,0,0,0,0,0,0,0,0,0
"Thomas Bryant","LAL",15,72,0,0,0,0,0,0,0,0,0,0,0,0
"Udonis Haslem","MIA",14,72,0,0,0,0,0,0,0,0,0,0,0,0
"D.J. Wilson","MIL",22,71,0,0,0,0,0,0,0,0,0,0,0,0
"Alan Williams","PHX",5,70,0,0,4,0,0,2,0,0,6,0,0,0
"Larry Drew II","NOP",10,70,0,0,0,0,0,0,0,0,0,0,0,0
"London Perrantes","CLE",14,66,0,0,0,0,0,0,0,0,0,0,0,0
"Andre Ingram","LAL",2,64,0,0,0,0,0,0,0,0,0,0,0,0
"Gian Clavell","DAL",7,64,0,0,0,0,0,0,0,0,0,0,0,0
"James Young","PHI",6,61,0,0,0,0,0,0,0,0,0,0,0,0
"Kyle Singler","OKC",12,59,0,0,0,0,0,3,0,0,0,0,0,0
"Alfonzo McKinnie","TOR",14,53,0,0,0,0,0,0,0,0,0,0,0,0
"Jordan Crawford","NOP",5,53,0,0,0,0,0,0,0,0,2,0,0,0
"Marshall Plumlee","MIL",8,52,0,0,4,0,0,0,0,0,0,0,0,0
"Cole Aldrich","MIN",21,49,0,0,0,0,0,0,0,0,2,0,0,0
"RJ Hunter","HOU",5,45,1,0,0,2,2,0,1,0,0,12,0,0
"Vander Blue","LAL",5,45,0,0,0,0,0,0,0,0,0,0,0,0
"Adreian Payne","ORL",5,43,0,0,0,0,0,0,0,0,5,0,0,0
"Joakim Noah","NYK",7,40,0,0,0,0,0,0,0,0,2,0,0,0
"Jonathan Gibson","BOS",4,40,0,0,0,0,0,0,0,0,0,0,0,0
"Jeff Withey","DAL",9,39,0,0,0,0,0,0,0,0,0,0,0,0
"Charles Cooke","NOP",13,38,0,0,0,0,0,0,0,0,0,0,0,0
"Joel Bolomboy","MIL",6,38,0,0,0,0,0,0,0,0,0,0,0,0
"Walter Lemon Jr.","NOP",5,35,0,0,0,0,0,0,0,0,0,0,0,0
"Aaron Jackson","HOU",1,34,0,0,0,0,0,4,0,0,10,0,0,0
"Jacob Wiley","BKN",5,33,0,0,0,0,0,0,0,0,0,0,0,0
"Matt Costello","SAS",4,32,0,0,0,0,0,0,0,0,0,0,0,0
"Georges Niang","UTA",9,32,0,0,0,0,0,0,0,0,0,0,0,0
"Markel Brown","HOU",4,31,2,0,4,0,0,4,1,0,3,0,0,0
"Ike Anigbogu","IND",11,30,0,0,0,0,0,0,0,0,0,0,0,0
"Tony Bradley","UTA",9,29,0,0,0,0,0,0,0,0,0,0,0,0
