"Name","TeamAbbreviation","GamesPlayed","Minutes","Period1Fouls2Minutes","Period1Fouls3Minutes","Period2Fouls2Minutes","Period2Fouls3Minutes","Period2Fouls4Minutes","Period3Fouls3Minutes","Period3Fouls4Minutes","Period3Fouls5Minutes","Period4Fouls4Minutes","Period4Fouls5Minutes","PeriodOTFouls4Minutes","PeriodOTFouls5Minutes"
"Nikola Jokic","DEN",75,2443,0,0,95,1,0,131,10,0,98,17,13,3
"Otto Porter Jr.","WAS",77,2432,0,0,47,0,0,42,0,0,32,4,0,3
"DeAndre Jordan","LAC",77,2424,1,0,110,5,0,134,7,0,74,18,0,0
"Marc Gasol","MEM",73,2408,1,0,130,6,0,122,13,0,34,4,0,0
"Kyle Kuzma","LAL",77,2401,2,0,68,0,0,59,3,0,51,4,10,0
"Goran Dragic","MIA",75,2378,0,0,60,0,0,73,0,0,46,12,7,0
"Dillon Brooks","MEM",82,2350,6,0,150,2,0,119,10,0,83,37,0,4
"Wilson Chandler","DEN",74,2346,4,0,78,0,0,68,0,0,39,11,3,1
"Kevin Durant","GSW",68,2325,0,0,67,0,0,34,0,0,7,1,0,0
"Eric Bledsoe","MIL",74,2322,1,0,102,6,0,84,39,0,62,14,8,0
"Jeff Teague","MIN",70,2311,6,0,56,5,0,73,5,0,45,6,7,3
"Dario Saric","PHI",78,2310,0,0,63,0,0,65,7,0,44,11,0,0
"Courtney Lee","NYK",76,2310,0,0,46,0,0,25,0,0,12,0,3,0
"Spencer Dinwiddie","BKN",80,2306,3,0,60,1,0,58,10,0,52,25,4,0
"Gary Harris","DEN",67,2304,0,0,35,1,0,44,0,0,14,1,3,0
"Draymond Green","GSW",70,2287,1,0,55,0,0,69,10,0,46,17,0,0
"Yogi Ferrell","DAL",82,2281,1,0,43,0,0,25,4,0,27,6,0,0
"PJ Tucker","HOU",82,2281,13,0,95,8,0,66,19,0,70,22,3,0
"Al Horford","BOS",72,2277,6,0,48,0,0,39,2,0,31,2,0,0
"Trevor Ariza","HOU",67,2269,3,0,45,4,0,53,3,0,38,1,1,0
"Justin Holiday","CHI",72,2265,5,0,50,2,0,43,7,0,20,1,0,0
"Ricky Rubio","UTA",77,2254,2,0,74,4,0,74,11,0,83,8,5,0
"JR Smith","CLE",80,2244,6,0,41,0,0,63,1,0,23,2,0,0
"Kelly Oubre Jr.","WAS",81,2231,3,0,88,0,0,60,8,0,112,19,0,0
"Cory Joseph","IND",82,2210,2,0,39,0,0,39,0,0,29,8,0,0
"Allen Crabbe","BKN",75,2192,12,0,52,3,0,34,10,0,62,16,2,0
"Julius Randle","LAL",82,2190,2,0,100,0,0,159,2,0,105,16,6,7
"DeMarre Carroll","BKN",73,2180,11,0,48,2,0,48,7,0,37,7,6,4
"Bogdan Bogdanovic","SAC",78,2175,9,0,65,4,0,105,9,0,36,13,0,0
"Jimmy Butler","MIN",59,2164,0,0,2,0,0,0,0,0,0,1,0,5
"Eric Gordon","HOU",69,2154,3,0,58,0,0,25,9,0,40,5,0,0
"Derrick Favors","UTA",77,2153,7,0,68,1,0,73,0,0,46,2,0,0
"Jaylen Brown","BOS",70,2152,29,0,98,11,0,88,26,0,53,15,0,0
"T.J. Warren","PHX",65,2142,0,0,60,1,0,64,10,0,50,25,0,0
"Wesley Matthews","DAL",63,2131,2,0,72,0,0,28,1,0,32,8,1,0
"JJ Redick","PHI",70,2116,10,0,74,0,0,42,0,0,43,5,0,0
"Patty Mills","SAS",82,2107,0,0,57,0,0,28,0,0,25,0,0,0
"Denzel Valentine","CHI",77,2095,8,0,89,0,0,42,3,0,24,2,4,4
"Serge Ibaka","TOR",76,2093,1,0,77,1,0,82,2,0,69,13,4,5
"Jae Crowder","UTA",80,2090,10,0,45,0,0,87,9,12,38,0,0,0
"Jusuf Nurkic","POR",79,2088,1,0,153,0,0,162,6,0,93,46,3,3
"Dennis Schroder","ATL",67,2078,1,0,46,0,0,51,12,2,32,17,0,0
"Marcin Gortat","WAS",82,2075,0,0,53,0,0,84,6,0,35,13,5,0
"Al-Farouq Aminu","POR",69,2072,1,0,30,0,0,43,1,0,41,6,5,0
"Dragan Bender","PHX",82,2069,8,0,52,1,0,70,10,0,28,17,0,0
"Terry Rozier","BOS",80,2068,1,0,37,2,0,20,4,0,4,6,0,0
"Austin Rivers","LAC",61,2057,4,0,87,3,0,95,8,0,65,2,5,0
"Tony Snell","MIL",75,2053,0,0,60,0,0,35,0,0,24,0,5,0
"Tyler Johnson","MIA",72,2052,1,0,70,0,0,49,0,0,31,0,0,0
"Dennis Smith Jr.","DAL",69,2049,2,0,66,1,0,43,14,0,50,6,0,0
"Willie Cauley-Stein","SAC",73,2044,5,0,94,4,1,85,17,0,64,32,0,0
"Ish Smith","DET",82,2043,1,0,65,0,0,40,5,0,23,1,0,0
"Wayne Ellington","MIA",77,2041,0,0,26,0,0,23,1,0,17,8,4,6
"Clint Capela","HOU",74,2034,0,0,84,1,0,86,4,0,77,20,0,1
"Evan Turner","POR",79,2034,0,0,74,1,0,39,2,0,51,6,0,0
"Jonathon Simmons","ORL",69,2029,2,0,107,3,0,62,4,0,56,13,5,0
"De'Aaron Fox","SAC",73,2026,3,0,72,1,0,96,13,0,40,6,0,0
"Buddy Hield","SAC",80,2024,1,0,50,0,0,26,7,0,14,0,0,0
"Lauri Markkanen","CHI",68,2020,0,0,57,0,0,29,0,0,14,0,0,0
"Darren Collison","IND",69,2018,0,0,37,0,0,28,0,0,18,0,0,0
"Marvin Williams","CHA",78,2006,5,0,19,0,0,23,0,0,10,4,1,0
"Nicolas Batum","CHA",64,1981,0,0,23,0,0,18,0,0,11,0,0,0
"Kyle Anderson","SAS",74,1978,0,0,29,0,0,25,0,0,24,0,0,0
"Brandon Ingram","LAL",59,1975,4,0,119,5,0,107,12,0,65,16,12,2
"Joe Harris","BKN",78,1975,7,0,43,6,0,53,0,0,34,2,7,3
"Blake Griffin","DET",58,1970,0,0,40,1,0,50,11,0,36,4,0,0
"John Henson","MIL",76,1970,0,0,87,2,0,113,23,0,65,29,5,0
"Markieff Morris","WAS",73,1968,0,0,102,0,0,153,9,7,72,9,0,6
"Jeremy Lamb","CHA",80,1967,1,0,31,0,0,18,0,0,28,6,0,5
"Josh Jackson","PHX",77,1959,17,0,100,0,0,95,20,0,44,38,0,0
"Marco Belinelli","PHI",80,1947,0,0,24,0,0,21,0,0,7,2,0,0
"Darius Miller","NOP",82,1944,2,0,72,0,0,41,0,0,23,8,0,0
"James Johnson","MIA",73,1943,2,0,54,0,0,81,5,0,68,15,11,5
"Kyrie Irving","BOS",60,1931,2,0,64,0,0,41,2,0,35,3,0,0
"Rondae Hollis-Jefferson","BKN",68,1921,1,0,55,4,0,26,7,0,32,5,0,0
"Joel Embiid","PHI",63,1912,6,0,93,5,0,89,18,0,129,40,0,4
"Aaron Gordon","ORL",58,1909,0,0,50,0,0,68,9,0,20,7,10,0
"Dirk Nowitzki","DAL",77,1900,8,0,57,0,0,26,1,0,31,3,0,0
"Stanley Johnson","DET",69,1894,0,0,81,0,0,42,0,0,38,3,0,0
"Jordan Clarkson","CLE",81,1887,5,0,27,0,0,10,1,0,14,0,0,0
"Tim Hardaway Jr.","NYK",57,1885,3,0,81,0,0,44,0,0,22,4,0,0
"Devin Booker","PHX",54,1865,0,0,75,1,0,108,0,0,83,15,4,1
"Caris LeVert","BKN",71,1864,10,0,74,7,0,40,2,0,39,4,10,0
"Michael Kidd-Gilchrist","CHA",74,1850,4,0,38,0,0,60,0,0,20,6,0,0
"Lance Stephenson","IND",82,1850,4,0,56,0,0,29,0,0,50,3,0,0
"Chris Paul","HOU",58,1847,2,0,52,6,0,48,11,0,39,9,4,4
"Evan Fournier","ORL",57,1837,0,0,42,0,0,59,1,0,48,9,0,0
"Myles Turner","IND",65,1836,3,0,72,0,0,116,1,0,70,8,5,0
"Frank Kaminsky","CHA",79,1835,0,0,14,0,0,0,2,0,12,0,0,0
"Enes Kanter","NYK",71,1830,9,0,116,0,0,113,7,0,54,13,5,0
"Jeff Green","CLE",78,1828,1,0,55,0,0,32,6,0,39,5,0,0
"Rudy Gobert","UTA",56,1816,0,0,52,0,0,60,0,0,60,16,0,5
"George Hill","CLE",67,1812,4,0,33,0,0,51,2,0,11,0,0,0
"Pau Gasol","SAS",77,1812,5,0,54,0,0,48,0,0,7,0,0,0
"Domantas Sabonis","IND",74,1810,1,0,102,0,0,88,4,0,83,23,0,0
"Elfrid Payton","PHX",63,1809,0,0,45,0,0,85,1,0,66,0,0,0
"Danny Green","SAS",70,1791,1,0,27,0,0,11,0,0,39,6,0,1
"Kent Bazemore","ATL",65,1789,0,0,26,1,0,39,0,0,36,0,3,2
"John Collins","ATL",74,1785,9,0,95,25,0,86,17,4,80,24,0,0
"Lonzo Ball","LAL",52,1780,1,0,86,2,0,87,7,0,62,0,5,0
"Kelly Olynyk","MIA",76,1779,12,0,99,0,0,70,6,0,95,10,8,7
"Doug McDermott","DAL",81,1768,0,0,52,0,0,27,5,0,34,4,0,0
"D.J. Augustin","ORL",75,1760,0,0,16,0,0,20,3,0,10,0,1,0
"Anthony Tolliver","DET",79,1757,3,0,41,0,0,45,4,0,23,0,4,0
"Dejounte Murray","SAS",81,1743,4,0,22,6,0,32,6,0,37,6,1,0
"DeMarcus Cousins","NOP",48,1737,4,0,146,3,0,115,39,0,148,57,9,11
"Brook Lopez","LAL",74,1735,7,0,73,1,0,126,8,0,42,3,0,0
"Reggie Bullock","DET",62,1732,0,0,15,0,0,21,0,0,12,3,0,0
"Ersan Ilyasova","PHI",69,1730,2,0,56,0,0,43,16,0,43,12,0,0
"Jonas Valanciunas","TOR",77,1727,0,0,77,0,0,124,1,0,46,17,0,0
"Ryan Anderson","HOU",66,1725,4,0,40,0,0,27,0,0,20,2,0,0
"T.J. McConnell","PHI",76,1706,4,0,45,0,0,33,5,0,40,1,0,0
"Frank Ntilikina","NYK",78,1706,4,0,85,1,0,49,8,0,48,8,0,0
"Rajon Rondo","NOP",65,1705,2,0,57,0,0,48,1,0,20,3,0,0
"Robin Lopez","CHI",64,1690,0,0,18,0,0,43,0,0,14,1,2,12
"Jerian Grant","CHI",74,1686,1,0,44,2,0,42,0,0,35,1,0,0
"Nikola Vucevic","ORL",57,1683,0,0,35,0,0,37,0,0,45,11,0,0
"Justise Winslow","MIA",68,1680,1,0,52,0,0,26,7,0,41,2,0,0
"Pascal Siakam","TOR",81,1679,0,0,25,0,0,48,4,0,46,12,3,0
"Dwight Powell","DAL",79,1672,0,0,44,2,0,37,9,0,20,1,5,0
"Jarell Martin","MEM",73,1661,13,0,105,2,0,85,16,0,57,29,0,0
"Tyler Ulis","PHX",71,1658,0,0,28,0,0,34,0,0,10,4,0,0
"Mario Hezonja","ORL",75,1657,4,0,62,0,0,19,0,0,22,3,0,0
"Michael Beasley","NYK",74,1653,0,0,66,1,0,83,4,0,46,10,1,0
"Jamal Crawford","MIN",80,1653,0,0,19,0,0,2,4,0,20,0,0,0
"Kevin Love","CLE",59,1651,3,0,45,0,0,55,2,0,32,18,5,0
"Jerami Grant","OKC",81,1647,6,0,64,2,0,35,7,0,48,7,0,0
"David Nwaba","CHI",70,1646,0,0,35,0,0,35,2,0,48,20,1,0
"Tomas Satoransky","WAS",73,1643,3,0,38,1,0,57,7,0,27,0,0,10
"Bobby Portis","CHI",73,1642,0,0,27,0,0,20,0,0,36,7,0,0
"Stephen Curry","GSW",51,1631,1,0,61,7,0,82,24,0,28,14,3,0
"Andre Iguodala","GSW",64,1622,2,0,40,0,0,19,0,0,0,0,2,0
"Troy Daniels","PHX",79,1622,13,0,87,1,0,35,6,0,4,0,0,0
"Rodney Hood","CLE",60,1615,0,0,69,2,0,17,3,0,28,4,0,0
"Garrett Temple","SAC",65,1615,7,0,23,1,0,47,2,0,16,0,0,0
"Marcus Smart","BOS",54,1614,0,4,48,7,0,27,7,0,49,3,5,0
"Tyreke Evans","MEM",52,1607,5,0,84,0,0,26,0,0,3,2,0,0
"James Ennis III","DET",72,1604,0,0,23,0,0,40,12,0,44,3,4,0
"J.J. Barea","DAL",69,1603,0,0,9,4,0,8,3,0,2,0,0,0
"Kyle Korver","CLE",73,1574,0,0,42,0,0,20,1,0,24,3,0,0
"Luc Mbah a Moute","HOU",61,1564,4,0,59,4,0,49,10,0,28,0,0,0
"Dante Cunningham","BKN",73,1562,7,0,24,0,0,27,5,0,3,0,0,0
"Kristaps Porzingis","NYK",48,1553,0,0,55,0,0,60,7,0,63,19,10,0
"Jarrett Jack","NYK",62,1548,0,0,31,1,0,21,0,0,9,0,0,0
"Dewayne Dedmon","ATL",62,1542,2,0,53,1,0,50,2,0,48,32,0,0
"JaMychal Green","MEM",55,1542,2,0,91,0,0,47,8,0,64,6,0,0
"Dwyane Wade","MIA",67,1536,2,0,43,1,0,11,2,0,31,3,0,0
"Shabazz Napier","POR",74,1535,3,0,26,0,0,5,0,0,4,0,0,0
"Marquese Chriss","PHX",72,1527,9,0,58,0,0,63,22,0,61,25,0,0
"Kris Dunn","CHI",52,1525,2,0,80,1,0,121,1,0,83,36,9,0
"Jakob Poeltl","TOR",82,1524,14,0,80,0,0,41,16,0,55,7,0,0
"Fred VanVleet","TOR",76,1520,0,0,29,0,0,3,0,0,15,3,2,0
"Bryn Forbes","SAS",80,1517,0,0,39,0,0,18,0,0,8,9,0,0
"Zach Randolph","SAC",59,1508,4,0,38,0,0,57,5,0,16,0,6,3
"Justin Jackson","SAC",68,1506,0,0,20,1,0,6,0,0,2,3,0,0
"Bismack Biyombo","ORL",82,1495,1,0,41,0,0,48,3,0,33,0,0,0
"Nikola Mirotic","NOP",55,1494,2,0,34,0,0,32,0,0,17,0,7,0
"Pat Connaughton","POR",82,1488,5,0,27,0,0,14,2,0,20,0,0,0
"Wesley Johnson","LAC",74,1486,8,0,55,0,0,43,13,0,25,3,0,0
"Aron Baynes","BOS",81,1485,2,1,55,7,0,83,22,3,23,11,4,1
"OG Anunoby","TOR",74,1482,4,0,57,0,0,71,1,0,22,0,0,0
"Ed Davis","POR",78,1471,7,0,52,4,0,65,7,4,57,7,0,0
"Tyus Jones","MIN",82,1467,3,0,16,4,0,26,0,0,32,7,0,0
"Luke Kennard","DET",73,1463,0,0,21,0,0,2,0,0,7,0,2,1
"Josh Hart","LAL",63,1460,2,0,34,0,0,33,3,0,16,10,0,9
"Ian Clark","NOP",74,1454,1,0,56,0,0,24,3,0,22,1,2,3
"Marcus Morris","BOS",54,1442,4,0,34,5,0,18,0,0,20,0,0,0
"Jarrett Allen","BKN",72,1441,21,0,69,6,0,46,13,0,28,1,0,0
"Mason Plumlee","DEN",74,1440,2,0,62,0,0,45,10,0,45,29,0,5
"Malcolm Brogdon","MIL",48,1436,4,0,43,5,0,45,4,0,51,19,5,0
"Avery Bradley","LAC",46,1433,0,0,34,0,0,29,0,0,24,2,0,0
"Delon Wright","TOR",69,1433,0,0,10,0,0,6,0,0,5,0,0,0
"Mario Chalmers","MEM",66,1421,8,0,80,6,0,79,11,0,44,21,0,0
"Larry Nance Jr.","CLE",66,1421,11,0,101,1,0,82,6,0,53,2,0,0
"John Wall","WAS",41,1410,0,0,18,0,0,12,0,0,5,0,5,0
"Mike Scott","WAS",76,1406,3,0,36,0,0,11,4,0,18,4,0,0
"Alex Len","PHX",69,1395,0,0,29,1,0,67,12,1,34,7,0,0
"Nick Young","GSW",80,1393,2,0,40,0,0,9,0,0,8,0,0,0
"Kosta Koufos","SAC",71,1391,1,0,54,1,0,14,3,0,24,8,0,0
"Trey Lyles","DEN",73,1391,4,0,34,0,0,24,2,0,9,1,2,0
"Kyle O'Quinn","NYK",77,1387,3,0,81,0,0,36,14,0,43,4,0,0
"Nemanja Bjelica","MIN",67,1371,2,0,59,0,0,47,4,3,40,2,0,0
"Bam Adebayo","MIA",69,1368,5,0,50,3,0,65,0,0,44,1,1,0
"Shelvin Mack","ORL",69,1365,0,0,8,0,0,5,0,0,1,0,3,2
"Raymond Felton","OKC",82,1365,0,0,6,0,0,2,0,0,3,0,4,0
"Hassan Whiteside","MIA",54,1364,0,0,53,0,0,81,4,0,38,11,0,3
"Quincy Acy","BKN",70,1359,12,0,20,0,0,29,7,0,32,2,10,0
"Lance Thomas","NYK",73,1353,0,0,46,3,0,76,2,0,11,16,2,0
"Devin Harris","DEN",71,1340,7,0,49,0,0,29,7,0,27,11,4,0
"CJ Miles","TOR",70,1336,3,0,30,0,0,7,3,0,26,0,0,0
"Gorgui Dieng","MIN",79,1333,12,0,59,6,0,44,6,0,18,0,0,0
"Andrew Harrison","MEM",56,1326,1,0,57,0,0,58,7,0,51,10,0,0
"Manu Ginobili","SAS",65,1299,5,0,51,0,0,24,2,0,18,0,0,0
"Montrezl Harrell","LAC",76,1293,0,0,30,1,0,22,4,0,34,23,0,0
"Patrick Patterson","OKC",82,1270,3,0,23,1,0,12,4,0,15,2,0,0
"Maurice Harkless","POR",59,1264,2,0,61,2,0,42,0,0,20,0,5,0
"Emmanuel Mudiay","NYK",64,1244,0,0,12,0,0,19,2,0,10,3,0,0
"Skal Labissiere","SAC",60,1240,16,0,65,5,0,38,5,0,37,6,0,0
"Thon Maker","MIL",74,1238,6,0,43,6,0,40,7,0,18,13,0,0
"D'Angelo Russell","BKN",48,1234,11,0,43,1,0,23,9,0,28,3,0,0
"Rudy Gay","SAS",57,1231,0,0,18,0,0,12,0,0,5,1,0,0
"Corey Brewer","OKC",72,1208,9,0,45,4,0,46,6,0,25,2,2,0
"Maxi Kleber","DAL",72,1206,2,0,16,0,0,42,5,0,2,0,0,0
"Joe Johnson","HOU",55,1205,2,0,16,0,0,12,0,0,4,0,0,0
"Reggie Jackson","DET",45,1201,0,0,17,0,0,26,0,0,8,5,0,0
"Amir Johnson","PHI",74,1170,6,0,69,2,0,77,18,0,33,7,0,0
"Isaiah Taylor","ATL",67,1167,0,2,20,3,0,21,2,0,16,1,0,0
"Trevor Booker","IND",68,1158,5,0,22,5,0,13,4,0,10,6,0,0
"Sindarius Thornwell","LAC",73,1156,2,0,33,4,0,46,11,0,26,4,2,0
"Tyson Chandler","PHX",46,1151,2,0,35,5,0,20,12,0,41,9,0,0
"Semi Ojeleye","BOS",73,1150,0,2,15,0,2,5,9,0,8,2,0,0
"Royce O'Neale","UTA",69,1149,5,0,59,6,0,38,0,0,6,6,0,0
"Ian Mahinmi","WAS",77,1145,4,0,73,3,0,36,6,5,70,31,0,0
"Paul Millsap","DEN",38,1144,0,0,64,0,0,37,0,0,23,4,4,2
"Milos Teodosic","LAC",45,1134,3,0,52,0,0,21,0,0,32,0,0,0
"Alex Abrines","OKC",75,1134,5,0,28,0,0,23,0,0,19,1,0,0
"Jonas Jerebko","UTA",74,1134,6,2,47,3,0,47,11,0,32,0,0,0
"Shaun Livingston","GSW",71,1129,0,0,36,2,0,14,0,0,7,0,0,0
"Jodie Meeks","WAS",77,1119,0,0,4,0,0,0,0,0,3,0,0,0
"Tyler Zeller","MIL",66,1113,8,0,31,6,0,25,2,0,19,0,0,0
"Ben McLemore","MEM",56,1091,5,0,31,0,0,23,12,0,24,0,0,0
"Davis Bertans","SAS",77,1086,1,0,16,0,0,4,2,0,4,10,0,0
"Tristan Thompson","CLE",53,1072,7,0,40,0,0,27,1,0,13,4,0,0
"Tony Parker","SAS",55,1071,0,0,9,0,0,2,0,0,6,0,0,0
"Norman Powell","TOR",70,1061,0,0,22,2,0,30,3,0,5,11,0,0
"Mike Muscala","ATL",53,1060,0,0,12,0,0,11,1,0,18,5,0,0
"Alec Burks","UTA",64,1059,1,0,17,1,0,13,4,0,9,6,0,0
"Treveon Graham","CHA",63,1049,1,0,23,0,0,31,1,0,35,3,0,0
"Zach Collins","POR",66,1046,1,0,34,4,0,17,8,0,27,12,0,0
"Greg Monroe","BOS",51,1041,1,0,48,3,0,45,1,0,12,0,0,0
"Andre Roberson","OKC",39,1037,4,0,44,0,0,32,2,0,22,12,4,1
"Vince Carter","SAC",58,1026,6,0,60,3,0,30,1,0,22,0,0,0
"Wes Iwundu","ORL",62,1020,1,0,25,0,0,18,0,0,10,4,0,0
"Malcolm Delaney","ATL",54,1014,0,0,17,0,0,13,0,0,10,1,0,0
"Jameer Nelson","DET",50,1013,0,0,5,0,0,10,2,0,23,0,0,0
"David West","GSW",73,999,0,0,35,1,0,0,0,0,5,1,0,0
"Frank Mason","SAC",52,984,5,0,14,2,0,3,0,0,2,0,0,0
"Josh Huestis","OKC",69,981,0,0,8,7,0,23,11,0,7,3,0,0
"Cristiano Felicio","CHI",55,977,3,0,40,0,0,31,3,0,24,0,0,0
"Tyler Dorsey","ATL",56,974,1,0,19,0,0,3,3,0,4,1,0,0
"Zaza Pachulia","GSW",69,972,5,0,2,0,0,40,10,0,11,5,0,0
"Patrick McCaw","GSW",57,961,4,0,19,3,0,9,0,0,7,0,0,0
"Deyonta Davis","MEM",62,943,4,0,36,4,0,23,0,0,28,2,0,0
"Daniel Theis","BOS",63,936,5,0,47,7,0,33,6,1,40,16,0,0
"Gerald Green","HOU",41,929,1,0,27,1,0,25,3,0,23,3,3,4
"Jerryd Bayless","PHI",39,925,2,0,30,0,0,20,3,0,41,6,0,0
"Dion Waiters","MIA",30,918,0,0,26,0,0,35,0,0,14,2,0,0
"Miles Plumlee","ATL",55,918,8,0,23,7,0,17,3,0,13,0,0,0
"Jose Calderon","CLE",57,914,6,0,11,0,0,32,1,0,13,0,0,0
"Kevon Looney","GSW",66,910,0,0,31,5,0,20,1,0,22,5,0,0
"Sam Dekker","LAC",73,883,0,0,7,0,0,5,0,0,0,0,0,0
"Noah Vonleh","CHI",54,876,0,0,13,1,0,26,4,0,20,7,0,0
"Langston Galloway","DET",58,863,2,0,10,0,0,2,0,0,0,0,0,0
"Isaiah Thomas","LAL",32,862,7,0,47,0,0,7,0,0,1,0,0,0
"Malik Monk","CHA",63,853,0,0,10,0,0,1,0,0,0,0,0,0
"Tyrone Wallace","LAC",30,851,11,0,40,0,0,41,4,0,24,4,0,0
"Tim Frazier","WAS",59,838,0,0,24,0,0,8,0,0,6,0,0,0
"Michael Carter-Williams","CHA",52,835,0,0,22,1,0,11,1,0,11,2,0,0
"Paul Zipser","CHI",54,824,0,0,26,0,0,17,0,0,13,4,0,0
"Jason Terry","MIL",51,814,0,0,3,0,0,3,0,0,1,0,0,1
"Ekpe Udoh","UTA",63,810,4,0,13,5,0,15,4,0,16,4,0,0
"Jordan Bell","GSW",57,809,1,0,10,2,0,45,0,0,19,0,1,3
"Timothe Luwawu-Cabarrot","PHI",52,807,9,0,26,0,0,26,1,0,24,6,0,0
"Thabo Sefolosha","UTA",38,806,0,0,3,0,0,1,0,0,0,0,0,0
"Eric Moreland","DET",67,805,1,0,32,1,0,20,1,0,2,0,0,0
"Trey Burke","NYK",36,785,0,0,20,0,0,12,0,0,0,0,0,0
"Jawun Evans","LAC",48,778,14,0,52,2,0,32,12,0,29,5,0,0
"Sterling Brown","MIL",54,776,6,0,18,3,0,15,6,0,4,0,0,0
"Shane Larkin","BOS",54,775,0,0,21,0,0,3,0,0,4,0,0,0
"Terrance Ferguson","OKC",61,763,7,0,15,2,0,31,3,0,4,6,0,0
"Nene","HOU",52,758,9,0,36,2,0,49,3,0,15,1,0,0
"Richaun Holmes","PHI",48,746,4,0,56,2,0,23,8,0,25,12,0,0
"Jabari Parker","MIL",31,743,2,0,16,0,0,5,0,0,1,0,0,0
"Omri Casspi","GSW",53,742,0,0,10,0,0,3,0,0,8,5,0,0
"Quinn Cook","GSW",33,740,0,0,20,0,0,25,0,0,14,10,0,0
"Salah Mejri","DAL",61,729,10,0,38,3,0,33,9,0,19,8,0,0
"DeAndre Liggins","NOP",57,723,0,0,6,1,0,17,3,0,13,7,0,5
"Luke Babbitt","MIA",50,715,0,0,14,4,0,18,1,0,7,0,0,0
"Dwayne Bacon","CHA",53,713,1,0,14,0,0,20,0,0,1,2,0,0
"Matthew Dellavedova","MIL",38,712,3,0,26,2,0,17,1,0,13,0,0,0
