"Name","TeamAbbreviation","GamesPlayed","Minutes","Period1Fouls2Minutes","Period1Fouls3Minutes","Period2Fouls2Minutes","Period2Fouls3Minutes","Period2Fouls4Minutes","Period3Fouls3Minutes","Period3Fouls4Minutes","Period3Fouls5Minutes","Period4Fouls4Minutes","Period4Fouls5Minutes","PeriodOTFouls4Minutes","PeriodOTFouls5Minutes"
"Romeo Langford","SAS",48,771,2,0,30,0,0,10,3,0,20,0,0,0
"Trent Forrest","UTA",60,765,0,0,8,0,0,2,0,0,3,0,0,0
"Kelly Olynyk","DET",40,764,4,0,47,1,0,25,7,0,31,1,0,0
"Brandon Boston Jr.","LAC",51,760,1,0,9,0,0,0,0,0,2,0,0,0
"Rodney McGruder","DET",51,754,0,0,9,0,0,1,0,0,0,0,0,0
"Eric Paschall","UTA",58,736,0,0,11,0,0,13,2,0,10,2,0,0
"Naji Marshall","NOP",55,735,2,0,9,0,0,5,3,0,4,0,0,0
"Goga Bitadze","IND",50,729,0,0,33,1,0,49,4,0,40,11,0,0
"Danuel House Jr.","UTA",42,727,1,0,11,0,0,4,0,0,7,0,0,0
"DeMarcus Cousins","DEN",48,717,7,0,70,2,0,45,17,0,16,16,0,0
"Svi Mykhailiuk","TOR",56,716,1,0,32,0,0,31,0,0,2,0,0,0
"Terry Taylor","IND",33,714,1,0,9,0,0,9,0,0,20,1,0,0
"Rodney Hood","LAC",52,709,0,0,4,0,0,0,0,0,0,0,0,0
"Omer Yurtseven","MIA",56,706,1,0,36,2,0,38,0,0,31,1,0,0
"Xavier Tillman","MEM",53,701,1,0,10,4,0,24,2,0,5,4,0,0
"Rajon Rondo","CLE",39,698,4,0,7,2,0,6,0,0,3,0,0,0
"Zeke Nnaji","DEN",41,698,6,0,24,0,0,23,0,0,14,5,0,0
"Keon Johnson","POR",37,696,2,0,22,6,0,14,4,0,32,10,0,5
"Dalano Banton","TOR",64,696,9,0,16,0,0,16,5,0,3,0,0,0
"Vit Krejci","OKC",30,690,6,0,32,2,0,25,22,0,24,16,0,0
"Timothe Luwawu-Cabarrot","ATL",52,685,2,0,22,0,0,46,3,0,15,3,0,0
"Frank Ntilikina","DAL",58,685,0,0,11,0,0,5,2,0,18,2,0,0
"Davon Reed","DEN",48,668,1,0,12,0,0,16,5,0,9,0,0,0
"Derrick Favors","OKC",39,653,1,0,13,0,0,11,1,0,2,0,1,0
"T.J. McConnell","IND",27,652,0,0,9,0,0,18,1,0,6,5,0,0
"Greg Brown III","POR",48,640,4,0,16,0,0,25,10,0,36,7,0,0
"Brandon Williams","POR",24,640,0,0,20,0,0,17,2,0,14,0,0,0
"Dennis Smith Jr.","POR",37,638,0,0,16,0,0,6,0,0,11,0,0,0
"Derrick Rose","NYK",26,636,0,0,4,0,0,0,0,0,0,0,0,0
"Sterling Brown","DAL",49,628,0,0,7,0,0,6,0,0,4,4,0,0
"DeAndre Jordan","PHI",48,622,2,0,14,0,0,19,1,0,8,0,0,0
"Alex Len","SAC",39,620,5,0,24,1,0,31,4,0,20,2,2,0
"Robin Lopez","ORL",36,612,2,0,36,6,0,29,4,0,21,13,0,0
"Isaiah Joe","PHI",55,609,0,0,3,1,0,11,6,0,8,9,0,0
"David Nwaba","HOU",46,609,1,0,9,0,0,2,2,0,3,5,0,0
"Moses Moody","GSW",52,607,1,0,14,0,0,13,1,0,14,1,0,0
"Saben Lee","DET",37,604,4,0,18,1,0,11,6,0,12,4,0,0
"Andre Iguodala","GSW",31,603,0,0,3,0,0,3,0,0,0,0,0,0
"Mike Muscala","OKC",43,592,4,0,9,0,0,2,0,0,2,0,0,0
"Jock Landale","SAS",54,589,3,0,3,1,0,17,6,0,6,5,0,0
"Aaron Nesmith","BOS",52,574,0,0,12,0,0,15,0,0,8,3,1,0
"Keifer Sykes","IND",32,566,1,0,33,0,0,9,4,0,42,0,0,0
"Nerlens Noel","NYK",25,562,5,0,36,7,0,26,5,0,30,6,0,0
"Jericho Sims","NYK",41,555,6,0,26,2,0,20,6,0,27,4,0,0
"Elfrid Payton","PHX",50,549,0,0,4,0,0,0,0,0,7,0,0,0
"Tony Bradley","CHI",55,549,12,0,12,1,0,15,1,0,2,0,0,0
"Kent Bazemore","LAL",39,545,0,0,37,0,0,17,2,0,23,7,0,0
"Isaiah Jackson","IND",36,541,0,0,41,0,0,43,2,0,44,11,3,2
"Malachi Flynn","TOR",44,537,0,0,21,4,0,3,5,0,5,0,0,0
"Terence Davis","SAC",30,536,0,0,17,3,0,13,3,0,18,7,0,1
"Ignas Brazdeikis","ORL",42,536,0,0,9,0,0,3,0,0,0,0,0,0
"Josh Okogie","MIN",49,516,2,0,14,0,0,4,0,0,3,0,0,0
"Bismack Biyombo","PHX",36,506,1,0,12,5,0,14,1,0,22,2,0,0
"Zach Collins","SAS",28,502,3,0,22,1,0,23,8,0,17,0,0,0
"Brandon Goodwin","CLE",36,502,0,0,0,0,0,0,2,0,9,2,0,0
"Goran Dragic","BKN",21,497,5,0,31,0,0,5,0,0,1,0,0,0
"Thanasis Antetokounmpo","MIL",48,473,2,0,20,2,0,6,5,1,15,7,0,0
"Admiral Schofield","ORL",38,469,2,0,10,7,0,14,0,0,18,1,0,0
"Lindy Waters III","OKC",25,465,4,0,22,0,0,1,0,0,5,0,0,0
"Anthony Gill","WAS",44,463,4,0,15,0,0,15,0,0,11,5,0,0
"Trevor Ariza","LAL",24,462,3,0,15,0,0,6,0,0,0,0,0,0
"Killian Tillie","MEM",36,461,2,0,16,3,0,11,0,0,21,4,0,0
"Matt Thomas","CHI",40,459,0,0,1,0,0,0,0,0,0,0,0,0
"Dylan Windler","CLE",50,459,0,0,5,0,0,0,0,0,7,0,0,0
"Kelan Martin","BOS",30,450,0,0,0,0,0,0,0,0,8,0,0,0
"Yuta Watanabe","TOR",38,445,0,0,7,1,0,8,4,0,11,0,0,0
"Juancho Hernangomez","UTA",40,445,0,0,6,0,0,8,0,0,0,0,0,0
"Trey Burke","DAL",42,441,5,0,8,0,0,12,1,0,6,2,0,0
"Thomas Bryant","WAS",27,439,4,0,18,0,0,10,0,0,12,0,0,0
"Elijah Hughes","POR",36,434,0,0,5,0,0,3,0,0,2,0,0,0
"Joe Harris","BKN",14,423,0,0,22,0,0,14,1,0,11,6,0,0
"Patrick Williams","CHI",17,422,1,0,3,2,0,8,6,0,5,6,0,0
"Olivier Sarr","OKC",22,421,3,0,23,1,0,19,9,0,18,5,0,0
"Enes Freedom","BOS",35,411,0,0,17,0,0,5,0,0,1,3,0,0
"Sandro Mamukelashvili","MIL",41,407,4,0,15,0,0,1,0,0,0,0,0,0
"Semi Ojeleye","LAC",30,406,1,0,13,0,0,3,0,0,4,5,0,0
"Day'Ron Sharpe","BKN",32,391,0,0,24,2,0,26,2,0,17,12,0,0
"Luka Garza","DET",32,389,1,0,15,1,0,6,7,0,9,3,1,0
"Isaiah Livers","DET",19,383,0,0,11,0,0,11,0,0,18,0,0,0
"Gary Clark","NOP",38,378,4,0,2,0,0,2,1,0,2,0,0,0
"Paul Millsap","PHI",33,376,0,0,26,0,0,2,0,0,14,0,0,0
"Miles McBride","NYK",40,372,1,0,14,0,0,1,0,0,30,1,0,0
"Chris Chiozza","GSW",34,372,0,0,9,0,0,10,0,0,5,0,0,0
"Gorgui Dieng","ATL",44,371,3,0,10,0,0,5,0,0,2,0,0,0
"Nick Richards","CHA",50,367,10,0,18,4,0,6,11,0,8,0,0,0
"Santi Aldama","MEM",32,360,0,0,3,0,0,3,0,0,0,0,0,0
"Markelle Fultz","ORL",18,360,1,0,9,0,0,15,0,0,2,0,0,0
"Jared Butler","UTA",42,360,2,0,9,0,0,9,1,0,11,0,0,0
"Wenyen Gabriel","LAL",26,359,5,0,14,0,0,25,4,0,16,6,4,1
"Ish Wainright","PHX",45,359,0,0,10,0,0,3,0,0,8,6,0,0
"Cody Zeller","POR",27,355,3,0,7,1,0,23,0,0,8,6,0,0
"Keljin Blevins","POR",31,349,1,0,11,0,0,8,0,0,0,0,0,0
"Marquese Chriss","DAL",34,346,3,0,18,0,0,6,3,0,8,2,0,0
"Moses Brown","CLE",40,344,5,0,17,0,0,29,0,0,0,0,0,0
"Kira Lewis Jr.","NOP",24,341,0,0,6,0,0,0,0,0,0,0,0,0
"David Duke Jr.","BKN",22,341,1,0,17,0,0,8,4,0,20,0,5,0
"P.J. Dozier","DEN",18,340,2,0,7,0,0,2,0,0,4,0,0,0
"Jarrett Culver","MEM",37,338,3,0,22,0,0,4,0,0,12,0,0,0
"Kris Dunn","POR",14,336,0,0,9,0,0,13,3,0,5,11,0,0
"Isaiah Thomas","CHA",22,333,0,0,2,0,0,4,2,0,8,1,0,0
"Brad Wanamaker","WAS",23,320,0,0,2,0,0,0,0,0,11,0,0,0
"Collin Sexton","CLE",11,316,0,0,6,0,0,11,0,0,2,2,0,0
"Justin Anderson","IND",16,316,3,0,21,0,0,0,0,0,0,0,0,0
"James Bouknight","CHA",31,304,1,0,18,0,0,4,0,0,9,0,0,0
"Justin Robinson","DET",25,304,3,0,8,0,0,2,0,0,4,0,0,0
"Paul Reed","PHI",38,302,1,0,16,1,0,6,2,0,4,9,0,0
"Brook Lopez","MIL",13,298,4,0,16,0,0,12,3,0,12,0,0,0
"Markieff Morris","MIA",17,298,1,0,16,0,0,7,0,0,0,0,0,0
"Justin Champagnie","TOR",36,281,0,0,1,0,0,5,0,0,2,0,0,0
"Nathan Knight","MIN",37,267,0,0,10,1,0,5,1,1,4,5,0,0
"Michael Porter Jr.","DEN",9,265,0,0,14,0,0,13,0,0,7,0,0,0
"JT Thor","CHA",33,262,5,0,7,0,0,5,4,0,7,0,0,0
"Daishen Nix","HOU",24,261,0,0,6,0,0,2,0,0,0,0,0,0
"KZ Okpala","MIA",21,244,0,0,3,0,0,5,2,0,2,5,0,0
"Leandro Bolmaro","MIN",35,241,0,0,7,2,0,3,3,3,0,0,0,0
"Jaylen Hoard","OKC",7,240,15,0,17,0,0,4,0,0,5,0,0,0
"Mychal Mulder","MIA",17,240,0,0,0,0,0,0,0,0,0,0,0,0
"Usman Garuba","HOU",24,239,0,0,7,0,0,0,0,0,3,0,0,0
"Jake Layman","MIN",34,231,0,0,10,0,0,0,0,0,0,0,0,0
"Kevin Knox II","ATL",30,222,0,0,0,0,0,3,0,0,2,0,0,0
"Denzel Valentine","UTA",24,222,0,0,8,2,0,1,0,0,0,0,0,0
"Skylar Mays","ATL",28,220,0,0,2,0,0,0,0,0,0,0,0,0
"Georgios Kalaitzakis","OKC",13,213,4,0,7,0,0,7,1,0,12,0,0,0
"Malcolm Hill","CHI",19,212,0,0,10,0,0,2,0,0,3,4,0,0
"Tim Frazier","CLE",12,208,2,0,11,0,1,3,2,0,17,0,1,0
"Alfonzo McKinnie","CHI",17,206,1,1,5,0,0,7,5,3,0,0,0,0
"Joe Wieskamp","SAS",29,205,0,0,2,0,0,0,0,0,0,0,0,0
"Ed Davis","CLE",31,201,0,0,6,0,0,1,2,0,1,0,0,0
"Javonte Smart","MIA",17,200,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cook","CHI",20,200,3,0,2,4,0,7,5,0,1,4,0,0
"Lindell Wigginton","MIL",19,199,1,0,11,0,0,3,0,0,4,0,0,0
"Braxton Key","DET",11,197,4,0,8,12,0,6,3,0,1,5,0,0
"Udoka Azubuike","UTA",17,195,0,0,8,0,0,2,0,0,9,3,0,0
"Greg Monroe","MIN",14,195,1,0,12,0,0,1,0,0,2,0,0,0
"Mamadi Diakite","OKC",13,188,0,0,12,3,0,5,5,0,11,0,0,0
"Reggie Perry","POR",10,187,0,0,3,0,0,9,0,0,10,4,0,0
"Kyle Guy","MIA",19,186,0,0,3,0,0,0,0,0,2,0,0,0
"Willie Cauley-Stein","PHI",20,183,1,0,2,0,0,2,0,0,0,0,0,0
"Frank Kaminsky","PHX",9,181,1,0,5,0,0,4,0,0,6,0,0,0
"Charlie Brown Jr.","PHI",22,178,0,0,2,0,0,1,0,0,0,0,0,0
"Markus Howard","DEN",31,176,0,0,14,0,0,0,0,0,1,1,5,0
"Jamorko Pickett","DET",13,176,0,0,6,0,0,4,0,0,4,0,0,0
"Vlatko Cancar","DEN",15,176,0,0,7,0,0,1,0,0,0,0,4,0
"Zavier Simpson","OKC",4,174,0,0,8,0,0,5,0,0,9,2,0,0
"Victor Oladipo","MIA",8,173,0,0,0,0,0,0,0,0,0,0,0,0
"Hassani Gravett","ORL",8,171,1,0,0,0,0,9,0,0,1,0,0,0
"Charles Bassey","PHI",23,168,2,0,2,4,0,9,0,0,5,2,0,0
"Alize Johnson","NOP",23,167,0,0,2,0,0,0,0,0,0,0,0,0
"Kevin Pangos","CLE",24,166,0,0,0,0,0,0,0,0,0,0,0,0
"Haywood Highsmith","MIA",19,163,0,0,1,0,0,0,0,0,0,0,0,0
"Sam Hauser","BOS",26,158,0,0,0,0,0,0,0,0,0,0,0,0
"Paul Watson","OKC",9,156,0,0,0,0,0,0,0,0,0,0,0,0
"Cassius Stanley","DET",9,155,0,0,7,2,0,27,0,0,9,0,0,0
"Bruno Fernando","HOU",30,153,0,0,6,0,0,1,0,0,6,0,0,0
"Theo Pinson","DAL",19,148,0,0,4,1,0,0,6,0,5,0,0,0
"Abdel Nader","PHX",14,145,0,0,7,0,0,6,0,0,4,0,0,0
"Devin Cannady","ORL",5,145,1,0,6,0,0,4,0,0,0,0,0,0
"Solomon Hill","ATL",13,139,1,0,10,0,0,8,0,0,1,0,0,0
"Xavier Moon","LAC",10,137,0,0,0,0,0,0,0,0,0,0,0,0
"Jahmi'us Ramsey","SAC",19,134,0,0,4,0,0,0,0,0,0,0,0,0
"Didi Louzada","POR",9,129,1,0,8,0,0,7,1,0,2,0,0,0
"Marcus Garrett","MIA",12,128,0,0,7,0,0,0,0,0,0,0,0,0
"Boban Marjanovic","DAL",22,128,1,0,5,2,0,2,0,0,3,0,0,0
"Jay Scrubb","LAC",18,121,0,0,0,0,0,0,0,0,0,0,0,0
"Devontae Cacok","SAS",15,121,0,0,4,0,0,1,0,0,0,0,0,0
"Jalen Johnson","ATL",22,120,0,0,0,0,0,0,0,0,0,0,0,0
"Neemias Queta","SAC",14,120,0,0,2,0,0,0,0,0,3,0,0,0
"Melvin Frazier Jr.","OKC",3,120,0,0,12,0,0,2,0,0,14,0,0,0
"Freddie Gillespie","ORL",9,119,1,0,6,0,0,11,1,0,2,0,0,0
"Jabari Parker","BOS",12,112,0,0,1,0,0,0,0,0,0,0,0,0
"Derrick Walton Jr.","DET",3,108,0,0,4,0,0,7,0,0,9,0,0,0
"Jeff Dowtin","ORL",9,108,0,0,0,0,0,0,0,0,0,0,0,0
"Langston Galloway","MIL",7,107,0,0,1,0,0,5,0,0,4,0,0,0
"Chaundee Brown Jr.","ATL",5,104,0,0,4,0,0,1,2,0,0,0,0,0
"Louis King","SAC",10,104,0,0,2,0,0,1,1,0,6,0,0,0
"Luke Kornet","BOS",15,103,0,0,2,0,0,0,0,0,0,0,0,0
"Tyler Johnson","SAS",6,91,0,0,0,0,0,0,0,0,0,0,0,0
"Chris Silva","MIA",10,91,2,0,4,0,0,6,1,0,3,0,0,0
"Devon Dotson","CHI",11,85,0,0,0,0,0,0,0,0,0,0,0,0
"Udonis Haslem","MIA",13,83,0,0,2,0,0,4,1,0,8,0,0,0
