"Name","TeamAbbreviation","GamesPlayed","Minutes","Period1Fouls2Minutes","Period1Fouls3Minutes","Period2Fouls2Minutes","Period2Fouls3Minutes","Period2Fouls4Minutes","Period3Fouls3Minutes","Period3Fouls4Minutes","Period3Fouls5Minutes","Period4Fouls4Minutes","Period4Fouls5Minutes","PeriodOTFouls4Minutes","PeriodOTFouls5Minutes"
"Keyonte George","UTA",75,2023,0,0,25,0,0,11,6,0,13,2,0,0
"Josh Giddey","OKC",80,2012,10,0,40,6,0,26,2,0,8,7,0,0
"Bobby Portis","MIL",82,2008,1,0,58,0,0,41,17,0,25,10,0,0
"Aaron Nesmith","IND",72,1995,0,0,129,0,0,102,6,0,122,41,0,0
"Gary Trent Jr.","TOR",71,1994,2,0,61,0,0,28,5,0,13,14,0,0
"Norman Powell","LAC",76,1990,7,0,62,3,0,19,5,0,34,11,1,3
"Immanuel Quickley","TOR",68,1985,2,0,23,4,0,28,8,0,33,7,0,0
"Brandin Podziemski","GSW",74,1968,8,0,41,2,0,29,7,0,29,3,0,0
"Naz Reid","MIN",81,1964,2,0,62,0,0,82,14,0,25,4,2,0
"Caris LeVert","CLE",68,1958,0,0,43,0,0,8,2,0,13,4,0,0
"Royce O'Neale","PHX",79,1954,3,0,68,0,0,33,0,0,48,8,2,0
"Jonathan Kuminga","GSW",74,1950,13,0,87,0,0,48,14,0,60,10,3,11
"Donovan Mitchell","CLE",55,1943,0,0,25,0,0,26,6,0,31,11,1,5
"Trae Young","ATL",54,1942,0,0,20,0,0,29,3,0,21,3,0,0
"Dorian Finney-Smith","BKN",68,1934,4,0,77,6,0,44,13,0,33,8,0,0
"Tyus Jones","WAS",66,1933,0,0,13,0,0,0,0,0,0,0,0,0
"Jonas Valanciunas","NOP",82,1925,0,0,76,0,0,77,0,0,72,17,0,2
"Nickeil Alexander-Walker","MIN",82,1921,0,0,42,0,0,25,3,0,32,1,5,0
"Andrew Wiggins","GSW",71,1920,3,0,55,0,0,24,3,0,21,14,8,5
"Duncan Robinson","MIA",68,1906,4,0,76,1,0,70,0,0,29,6,0,0
"John Collins","UTA",68,1901,9,0,52,8,0,108,9,3,70,25,0,0
"Darius Garland","CLE",57,1901,2,0,28,11,0,36,14,0,35,0,1,1
"Isaiah Hartenstein","NYK",75,1896,3,0,114,4,0,85,7,0,70,13,0,0
"Eric Gordon","PHX",68,1893,8,0,41,0,0,9,2,0,4,0,0,0
"Jalen Johnson","ATL",56,1889,5,0,82,1,0,46,0,0,41,12,2,3
"Isaac Okoro","CLE",69,1887,1,0,67,1,0,51,13,0,32,2,2,0
"Clint Capela","ATL",73,1883,1,0,63,3,0,44,0,0,39,14,0,0
"Terance Mann","LAC",75,1873,0,0,61,4,0,44,3,0,35,5,0,0
"Malik Monk","SAC",72,1872,4,0,65,3,0,58,1,0,33,0,3,7
"Bruce Brown","TOR",67,1865,3,0,48,0,0,68,6,0,55,0,0,0
"Jamal Murray","DEN",59,1861,0,0,44,1,0,29,0,0,35,0,0,0
"RJ Barrett","TOR",58,1838,0,0,75,0,0,54,7,0,42,1,0,0
"Georges Niang","CLE",82,1831,9,0,93,8,0,71,10,0,85,1,0,0
"Jerami Grant","POR",54,1830,2,0,53,2,0,71,0,0,32,1,0,4
"Payton Pritchard","BOS",82,1826,0,0,28,0,0,16,0,0,11,0,0,0
"Rui Hachimura","LAL",68,1826,2,0,55,0,0,27,0,0,0,0,0,0
"Lauri Markkanen","UTA",55,1820,0,0,35,2,0,23,3,0,21,3,0,0
"Cole Anthony","ORL",81,1817,11,0,82,3,0,37,5,0,49,4,2,2
"Reggie Jackson","DEN",82,1817,2,0,25,0,0,30,5,0,47,8,0,0
"Daniel Gafford","DAL",74,1814,12,0,118,5,0,97,20,1,87,32,0,0
"Ivica Zubac","LAC",68,1795,3,0,72,2,0,115,15,0,54,20,0,5
"Deandre Ayton","POR",55,1784,2,0,105,2,0,61,7,0,28,9,5,5
"Derrick Jones Jr.","DAL",76,1783,1,0,71,3,0,71,1,0,21,1,0,1
"Kyle Anderson","MIN",79,1782,8,0,42,8,0,33,1,0,44,4,9,0
"Jalen Duren","DET",61,1778,3,0,163,0,0,110,6,0,116,25,1,4
"Bradley Beal","PHX",53,1767,0,0,52,7,0,40,2,0,44,5,5,0
"Scoot Henderson","POR",62,1765,14,0,147,3,0,97,17,0,117,41,0,0
"Kelly Olynyk","TOR",78,1759,18,0,137,3,2,67,16,0,81,20,4,0
"Nick Richards","CHA",67,1759,0,0,72,0,0,76,8,0,67,20,1,0
"Caleb Martin","MIA",64,1756,2,0,33,0,0,17,0,0,27,4,0,0
"Sam Hauser","BOS",79,1741,2,0,31,0,0,19,4,0,1,0,0,0
"Al Horford","BOS",65,1740,0,0,48,0,0,30,0,0,19,0,5,0
"Toumani Camara","POR",70,1739,1,0,69,4,0,92,4,0,54,20,5,1
"Obi Toppin","IND",82,1730,1,0,53,1,0,33,0,0,10,5,0,0
"Bilal Coulibaly","WAS",63,1715,18,0,76,5,0,40,4,2,35,23,0,0
"OG Anunoby","NYK",50,1702,4,0,70,3,0,52,10,0,42,2,1,0
"Jabari Walker","POR",72,1701,12,0,99,0,0,65,8,0,60,10,5,0
"Andrew Nembhard","IND",68,1697,0,0,81,0,0,62,2,0,22,3,0,0
"Cason Wallace","OKC",82,1692,9,0,52,0,0,28,2,0,8,3,0,0
"Trey Murphy III","NOP",57,1690,2,0,51,0,0,7,0,0,0,0,0,0
"Kristaps Porzingis","BOS",57,1690,8,0,75,5,0,99,13,0,53,20,5,5
"Kyle Lowry","PHI",60,1690,7,0,67,1,0,72,21,0,48,10,0,0
"Jordan Clarkson","UTA",55,1682,0,0,25,2,0,22,0,0,16,2,2,3
"De'Andre Hunter","ATL",57,1681,10,1,94,12,0,89,17,0,61,22,10,0
"Pat Connaughton","MIL",76,1676,6,0,31,2,0,20,0,0,4,0,0,0
"Christian Braun","DEN",82,1656,1,0,45,0,0,20,0,0,14,3,0,0
"Simone Fontecchio","DET",66,1644,9,0,42,1,0,49,0,0,23,0,0,0
"Ochai Agbaji","TOR",78,1642,5,0,26,0,0,24,1,0,26,0,5,0
"Julius Randle","NYK",46,1630,3,0,54,0,0,80,17,0,32,7,0,0
"Precious Achiuwa","NYK",74,1624,12,0,57,7,0,51,13,0,59,7,0,0
"Santi Aldama","MEM",61,1618,0,0,48,1,0,27,0,0,17,3,0,0
"Cameron Johnson","BKN",58,1599,9,0,46,4,0,40,3,0,19,11,0,0
"Malaki Branham","SAS",75,1594,3,0,30,0,0,21,7,0,7,7,0,0
"Paul Reed","PHI",82,1590,11,0,82,3,0,68,25,0,74,9,0,0
"Ausar Thompson","DET",63,1583,5,0,80,1,0,74,12,0,83,12,5,0
"Anfernee Simons","POR",46,1582,0,0,70,3,0,31,0,0,30,2,0,0
"Kevin Huerter","SAC",64,1562,8,0,45,9,0,80,11,0,50,4,1,0
"Bennedict Mathurin","IND",59,1538,0,0,42,3,0,55,2,0,43,6,0,0
"Evan Mobley","CLE",50,1532,2,0,76,0,0,91,0,0,50,9,5,0
"Chris Paul","GSW",58,1531,1,0,21,2,0,14,0,0,19,0,0,0
"Nicolas Batum","PHI",60,1529,5,0,48,4,0,27,10,0,19,6,2,0
"Russell Westbrook","LAC",68,1529,3,0,34,0,0,9,1,0,24,3,4,1
"Zach Collins","SAS",69,1526,10,0,125,5,0,103,14,0,68,21,0,5
"Josh Green","DAL",57,1505,2,0,38,0,0,28,5,0,35,16,0,0
"Walker Kessler","UTA",64,1493,12,0,42,2,0,34,13,0,41,3,1,0
"Draymond Green","GSW",55,1490,2,0,68,8,0,68,3,0,69,17,10,4
"Peyton Watson","DEN",80,1488,1,0,18,0,0,16,4,0,28,6,0,0
"Matisse Thybulle","POR",65,1487,3,0,25,0,0,5,0,0,12,5,0,5
"Khris Middleton","MIL",55,1487,0,0,52,1,0,36,3,0,27,9,6,5
"Bojan Bogdanovic","NYK",57,1478,0,0,40,0,0,12,1,0,32,3,2,3
"Julian Champagnie","SAS",74,1468,0,0,14,0,0,12,5,0,4,2,0,0
"Patrick Beverley","MIL",73,1463,5,0,41,0,0,14,0,0,4,4,0,0
"Amir Coffey","LAC",70,1460,0,0,32,0,0,27,7,0,16,14,0,0
"Isaiah Joe","OKC",78,1445,6,0,24,0,0,2,0,0,2,0,0,0
"Desmond Bane","MEM",42,1443,2,0,89,0,0,111,5,0,64,15,6,3
"Vince Williams Jr.","MEM",52,1436,0,0,43,1,0,82,3,0,33,12,5,0
"Isaiah Stewart","DET",46,1423,5,0,87,2,0,59,0,0,31,10,0,0
"Moritz Wagner","ORL",80,1415,1,0,40,0,0,10,3,0,28,1,0,0
"Tyler Herro","MIA",42,1407,4,0,11,0,0,3,0,0,3,0,2,0
"Wendell Carter Jr.","ORL",55,1406,1,0,60,0,0,40,20,0,47,9,0,0
"Onyeka Okongwu","ATL",55,1405,3,0,79,0,0,95,1,0,51,14,5,5
"Amen Thompson","HOU",62,1388,5,0,61,3,0,43,0,0,32,13,0,5
"Haywood Highsmith","MIA",66,1366,8,0,82,0,0,58,0,0,28,0,0,0
"Dyson Daniels","NOP",61,1358,1,0,25,0,0,8,3,0,19,2,0,0
"Andre Drummond","CHI",79,1351,7,0,45,3,0,25,3,0,24,0,0,0
"Marcus Sasser","DET",71,1351,4,0,36,0,0,14,1,0,22,7,0,0
"Kris Murray","POR",62,1348,7,0,34,0,0,38,0,0,31,17,0,0
"Miles McBride","NYK",68,1328,0,0,29,3,0,38,10,0,39,5,0,0
"Jakob Poeltl","TOR",50,1319,0,0,80,3,0,77,4,0,64,7,4,0
"Joel Embiid","PHI",39,1309,20,0,56,7,0,81,24,0,35,19,0,5
"Jeff Green","HOU",78,1307,0,0,10,0,0,24,1,0,11,0,0,0
"Cameron Payne","PHI",78,1304,2,0,49,5,0,21,8,0,34,1,0,0
"Gary Harris","ORL",54,1297,5,0,29,0,0,56,0,0,14,0,0,0
"Dereck Lively II","DAL",55,1294,4,0,72,6,0,61,9,0,69,19,0,0
"T.J. McConnell","IND",71,1291,2,0,23,0,0,4,0,0,4,2,0,0
"Aaron Holiday","HOU",78,1269,3,0,21,3,0,20,6,0,10,0,0,0
"Cedi Osman","SAS",72,1269,2,0,22,1,0,21,0,0,18,0,0,0
"Gradey Dick","TOR",60,1268,3,0,47,4,0,15,0,0,3,10,0,0
"Naji Marshall","NOP",66,1257,6,0,30,0,0,12,1,0,3,5,0,0
"Kris Dunn","UTA",66,1249,6,0,42,2,0,45,13,0,18,6,0,0
"Gordon Hayward","OKC",51,1245,2,0,22,0,0,5,0,0,7,0,0,0
"GG Jackson","MEM",48,1233,0,0,27,1,0,26,0,0,10,0,0,0
"Aaron Wiggins","OKC",78,1228,3,0,5,2,0,10,0,0,4,4,0,0
"Larry Nance Jr.","NOP",61,1216,1,0,28,0,0,27,0,0,12,0,0,0
"Duop Reath","POR",68,1214,0,0,77,3,0,61,2,0,39,12,1,0
"Alec Burks","NYK",66,1211,5,0,31,0,0,1,5,0,12,0,0,0
"Kevon Looney","GSW",74,1195,15,0,45,1,0,30,15,0,21,7,0,0
"David Roddy","PHX",65,1177,3,0,14,2,0,11,0,0,1,0,0,0
"Vasilije Micic","CHA",60,1176,3,0,11,0,0,17,0,0,3,0,0,0
"Patrick Williams","CHI",43,1174,6,0,56,2,0,19,6,0,12,1,5,0
"John Konchar","MEM",55,1173,2,0,20,0,0,15,2,0,17,0,0,0
"Joe Ingles","ORL",68,1169,2,0,13,1,0,4,0,0,2,0,0,0
"Drew Eubanks","PHX",75,1169,2,0,23,4,0,15,1,0,4,0,0,0
"Anthony Black","ORL",69,1164,4,0,38,0,0,43,2,0,13,8,0,0
"Jordan Hawkins","NOP",67,1161,0,0,12,0,0,18,2,0,13,5,0,0
"Trey Lyles","SAC",58,1158,7,0,33,0,1,9,0,0,11,4,4,0
"Moses Moody","GSW",66,1156,10,0,30,3,0,19,8,0,8,6,0,0
"Jae Crowder","MIL",50,1156,9,0,54,0,0,49,3,0,5,0,0,0
"Trayce Jackson-Davis","GSW",67,1130,0,0,24,0,0,13,2,0,11,1,0,0
"Malcolm Brogdon","POR",39,1121,1,0,11,1,0,5,0,0,3,0,0,0
"Dean Wade","CLE",54,1108,7,0,57,2,0,33,3,1,13,10,0,4
"Josh Richardson","MIA",43,1103,6,0,36,0,0,11,0,0,6,0,0,0
"Davion Mitchell","SAC",72,1101,3,0,30,2,0,9,3,0,7,0,3,0
"Dario Saric","GSW",64,1098,5,0,23,0,0,31,9,0,19,0,0,0
"James Wiseman","DET",63,1091,5,0,30,0,0,28,7,1,33,21,0,0
"Dante Exum","DAL",55,1088,4,0,34,0,0,17,0,0,12,0,0,0
"Sam Merrill","CLE",61,1069,8,0,28,0,0,4,2,0,14,0,0,0
"Shaedon Sharpe","POR",32,1059,6,0,64,1,0,58,8,0,41,8,1,0
"Dennis Smith Jr.","BKN",56,1059,5,0,34,20,0,39,11,0,30,7,4,0
"Jordan Goodwin","MEM",57,1056,0,0,16,0,0,5,0,0,3,0,0,0
"Marvin Bagley III","WAS",50,1053,1,0,38,3,0,45,2,0,11,3,0,0
"Torrey Craig","CHI",53,1049,5,0,32,2,0,47,6,0,20,8,0,4
"Dalano Banton","POR",54,1047,4,1,6,0,0,2,1,0,1,0,0,3
"Jalen Smith","IND",61,1047,1,0,35,2,0,34,5,0,10,2,0,0
"Ziaire Williams","MEM",51,1038,4,0,35,0,0,7,0,0,23,3,0,0
"Jae'Sean Tate","HOU",65,1031,2,0,34,0,0,50,2,0,26,10,0,0
"Kenrich Williams","OKC",69,1029,0,0,16,2,0,7,2,0,18,5,0,0
"Jose Alvarado","NOP",56,1028,9,0,41,0,0,20,2,0,16,0,0,0
"Quentin Grimes","DET",51,1025,0,0,12,0,0,12,3,0,0,0,0,0
"De'Anthony Melton","PHI",38,1023,3,0,40,1,0,56,9,0,5,8,0,0
"Daniel Theis","LAC",60,1015,2,0,29,0,0,32,3,0,20,4,0,0
"Lonnie Walker IV","BKN",58,1011,0,0,30,0,0,12,4,0,16,0,0,0
"Talen Horton-Tucker","UTA",51,1009,0,0,31,3,0,23,2,0,29,2,0,0
"Killian Hayes","DET",42,1008,4,0,37,0,0,31,0,0,15,0,0,0
"Jevon Carter","CHI",72,1004,3,0,20,0,0,6,0,0,1,0,0,0
"Luke Kennard","MEM",39,999,0,0,7,0,0,0,0,0,0,0,0,0
"Garrison Mathews","ATL",66,992,7,0,25,0,0,21,1,0,13,5,0,0
"Jaden Hardy","DAL",73,989,3,0,23,0,0,8,12,1,6,8,0,0
"Tre Mann","CHA",41,987,8,0,20,0,0,13,0,0,5,0,0,0
"Cam Reddish","LAL",48,984,1,0,26,0,0,30,2,0,20,2,0,5
"Luke Kornet","BOS",63,983,0,0,23,0,0,6,0,0,2,4,0,0
"Keon Ellis","SAC",57,978,5,0,51,4,0,61,14,0,44,17,1,0
"Xavier Tillman","BOS",54,974,0,0,23,0,0,26,0,0,7,0,2,0
"Josh Okogie","PHX",60,960,4,0,25,1,0,6,6,0,0,9,0,0
"Goga Bitadze","ORL",62,957,14,0,27,12,0,48,24,0,16,5,5,0
"Max Christie","LAL",67,944,0,0,24,0,0,8,4,0,0,0,0,0
"Kevin Love","MIA",55,924,4,0,41,0,0,13,3,0,13,5,0,0
"Day'Ron Sharpe","BKN",61,921,9,0,31,16,1,24,12,0,35,2,0,0
"Jonathan Isaac","ORL",58,914,0,0,16,0,0,1,2,0,10,0,5,0
"Markelle Fultz","ORL",43,910,2,0,19,1,0,12,0,0,10,3,0,0
"Doug McDermott","IND",64,904,2,0,15,1,0,9,0,0,0,0,0,0
"Jaylin Williams","OKC",69,897,4,3,45,4,0,29,2,0,3,0,0,0
"Nikola Jovic","MIA",46,896,2,0,23,0,0,50,3,0,1,5,0,0
"Bryce McGowens","CHA",59,882,4,0,29,1,0,9,5,0,18,13,0,0
"Cam Whitmore","HOU",47,880,0,0,0,0,0,5,0,0,6,0,0,0
"Jaxson Hayes","LAL",70,877,5,0,27,2,0,44,6,2,33,13,0,0
"Malachi Flynn","DET",69,877,1,0,3,2,0,3,11,0,6,0,0,0
"Blake Wesley","SAS",61,876,2,0,9,5,0,8,3,0,10,0,0,0
"Christian Wood","LAL",50,872,1,0,19,0,0,5,0,0,1,9,0,0
"Zach LaVine","CHI",25,872,3,0,18,2,0,23,1,0,7,0,1,4
"Maxi Kleber","DAL",43,871,0,0,29,1,0,20,3,0,21,5,4,0
"Justin Holiday","DEN",57,862,0,0,1,0,0,9,1,0,0,1,0,0
"Chimezie Metu","DET",51,859,2,0,21,0,0,10,0,0,7,5,0,0
"Trendon Watford","BKN",63,857,3,0,24,4,0,23,3,0,32,4,0,0
"Taylor Hendricks","UTA",40,856,4,0,36,3,0,31,4,2,10,2,0,0
"Dwight Powell","DAL",63,836,9,0,30,2,0,34,12,0,22,4,0,0
"Troy Brown Jr.","DET",59,827,0,0,5,0,0,11,0,0,2,0,0,0
"Marcus Morris Sr.","CLE",49,817,5,0,39,4,0,17,0,0,4,4,0,0
"Caleb Houstan","ORL",59,815,5,0,14,0,0,18,0,0,2,0,0,0
"Ben Sheppard","IND",57,814,0,0,39,0,0,16,0,0,33,3,0,0
"Jake LaRavia","MEM",35,806,0,0,19,3,0,10,2,0,9,0,0,0
"Bismack Biyombo","OKC",39,792,0,0,36,0,0,36,11,0,24,11,0,0
"JT Thor","CHA",63,781,0,0,5,0,0,2,0,0,1,0,0,0
"Isaiah Jackson","IND",59,771,0,0,44,4,0,40,8,0,11,15,0,0
"Mitchell Robinson","NYK",31,768,0,0,25,0,0,9,4,0,14,0,0,0
"Jock Landale","HOU",56,764,0,0,24,1,0,14,0,0,21,0,0,0
"Cody Martin","CHA",28,753,0,0,13,0,0,8,0,0,5,0,0,0
"KJ Martin","PHI",60,747,4,0,28,5,0,31,10,0,45,5,0,0
"Delon Wright","MIA",47,742,0,0,4,0,0,2,0,0,0,0,0,0
"Ish Smith","CHA",43,741,7,0,14,3,0,21,1,0,0,0,0,0
"Mo Bamba","PHI",57,740,1,0,39,4,0,27,9,0,13,8,0,0
"Nick Smith Jr.","CHA",51,729,0,0,9,0,0,6,1,0,12,0,0,0
"Landry Shamet","WAS",46,726,3,0,18,0,0,1,0,0,4,0,0,0
"Chris Duarte","SAC",59,719,0,0,19,3,0,28,0,0,12,0,0,0
"LaMelo Ball","CHA",22,711,0,0,23,0,0,52,6,0,43,10,0,5
"Jordan Nwora","TOR",52,711,0,0,2,0,0,9,0,0,1,0,0,0
"Chris Boucher","TOR",50,705,0,0,20,1,0,7,0,0,14,2,0,0
"Jacob Gilyard","BKN",41,698,2,0,18,0,0,6,0,0,2,0,0,0
"Bruno Fernando","ATL",45,682,4,0,37,3,0,33,6,0,48,12,0,0
