"Name","TeamAbbreviation","GamesPlayed","Minutes","Period1Fouls2Minutes","Period1Fouls3Minutes","Period2Fouls2Minutes","Period2Fouls3Minutes","Period2Fouls4Minutes","Period3Fouls3Minutes","Period3Fouls4Minutes","Period3Fouls5Minutes","Period4Fouls4Minutes","Period4Fouls5Minutes","PeriodOTFouls4Minutes","PeriodOTFouls5Minutes"
"Kristaps Porzingis","NYK",66,2164,2,0,81,4,0,146,6,0,153,54,6,3
"Nikola Vucevic","ORL",75,2163,3,0,58,0,0,42,1,0,38,1,7,3
"Jamal Crawford","LAC",82,2157,1,0,36,0,0,6,1,0,20,10,0,0
"Tim Hardaway Jr.","ATL",79,2153,2,0,25,0,0,7,0,0,2,0,3,0
"Mason Plumlee","DEN",81,2148,6,0,110,4,0,90,12,0,80,27,5,9
"Ersan Ilyasova","ATL",82,2142,0,0,80,1,0,76,2,0,47,22,9,1
"Danilo Gallinari","DEN",63,2134,0,0,30,0,0,29,0,0,18,5,0,0
"T.J. McConnell","PHI",81,2133,0,0,66,0,0,47,0,0,9,5,0,0
"Julius Randle","LAL",74,2132,2,0,124,2,0,168,20,0,88,28,5,0
"Dario Saric","PHI",81,2129,11,0,37,3,0,54,6,0,48,6,0,2
"Robert Covington","PHI",67,2119,2,0,93,1,0,113,5,0,95,20,7,1
"Ryan Anderson","HOU",72,2117,6,0,51,5,0,38,3,0,16,18,10,4
"JaMychal Green","MEM",77,2101,0,0,119,0,0,192,3,0,88,30,6,4
"James Johnson","MIA",76,2085,0,0,70,0,0,81,7,0,83,6,0,4
"Bojan Bogdanovic","WAS",81,2083,0,0,24,0,0,20,0,0,35,1,6,0
"Derrick Rose","NYK",64,2082,0,0,37,0,0,24,3,0,32,0,0,0
"Blake Griffin","LAC",61,2076,2,0,67,1,0,81,7,0,47,11,5,0
"Kevin Durant","GSW",62,2070,5,0,50,0,0,31,0,0,18,8,0,0
"Jonas Valanciunas","TOR",80,2066,0,0,131,0,0,120,5,0,86,7,8,5
"Darren Collison","SAC",68,2063,3,0,31,0,0,51,11,0,24,1,5,0
"Patrick Beverley","HOU",67,2058,4,0,102,5,0,96,6,0,112,23,2,3
"Austin Rivers","LAC",74,2054,4,0,103,0,0,59,4,0,57,25,0,0
"TJ Warren","PHX",66,2048,5,0,87,2,0,73,13,0,70,17,0,5
"Jameer Nelson","DEN",75,2045,9,0,80,0,0,92,2,0,57,13,1,4
"Nikola Jokic","DEN",73,2038,1,0,79,0,0,108,2,0,83,14,1,7
"Seth Curry","DAL",70,2029,1,0,57,3,0,53,13,0,34,10,0,0
"Cory Joseph","TOR",80,2003,2,0,44,0,0,28,0,0,8,4,0,0
"Monta Ellis","IND",74,1998,0,0,42,0,0,34,0,0,17,4,0,0
"Andre Iguodala","GSW",76,1998,4,0,37,2,0,28,1,0,7,2,0,0
"Lou Williams","HOU",81,1993,0,0,16,0,0,14,0,0,15,0,0,0
"Taj Gibson","OKC",78,1989,1,0,59,0,0,56,2,0,29,6,0,0
"Matthew Dellavedova","MIL",76,1986,2,0,73,2,0,47,3,0,22,3,0,0
"Malcolm Brogdon","MIL",75,1982,13,0,28,0,0,27,0,0,37,4,0,0
"Joe Ingles","UTA",82,1972,0,0,54,0,0,44,1,0,57,1,2,0
"Rodney McGruder","MIA",78,1966,8,0,71,0,0,48,9,0,42,2,0,0
"Kent Bazemore","ATL",73,1963,3,0,62,1,0,35,7,0,30,12,5,4
"Ish Smith","DET",81,1955,0,0,27,0,0,19,0,0,20,2,3,0
"Terrence Ross","ORL",78,1955,3,0,48,0,0,37,10,0,21,4,0,0
"Frank Kaminsky","CHA",75,1954,5,0,30,0,0,54,3,0,46,2,0,0
"Jon Leuer","DET",75,1944,0,0,44,0,0,34,0,0,20,1,0,0
"Iman Shumpert","CLE",76,1937,1,0,63,0,0,43,1,0,41,8,0,0
"Chris Paul","LAC",61,1921,0,0,55,2,0,76,6,0,29,7,0,0
"Tony Allen","MEM",71,1914,12,0,64,7,0,70,18,0,82,14,0,0
"Buddy Hield","SAC",82,1888,0,0,9,0,0,19,3,0,20,0,1,0
"Kevin Love","CLE",60,1885,7,0,56,0,0,57,0,0,62,15,3,6
"DeMarre Carroll","TOR",72,1881,1,0,78,1,0,76,3,0,25,0,2,3
"Joe Johnson","UTA",78,1843,1,0,25,0,0,16,0,0,2,0,0,0
"Rajon Rondo","CHI",69,1843,2,0,29,6,0,33,2,0,31,0,0,0
"Avery Bradley","BOS",55,1835,9,0,80,2,0,64,0,0,50,6,1,4
"Greg Monroe","MIL",81,1823,5,0,24,0,0,40,1,0,33,8,0,5
"E'Twaun Moore","NOP",73,1820,0,0,23,0,0,28,0,0,6,9,2,0
"D'Angelo Russell","LAL",63,1811,12,0,65,7,0,60,6,0,22,12,0,0
"Danny Green","SAS",68,1807,4,0,22,0,0,23,0,0,18,0,1,0
"Brandon Jennings","WAS",81,1801,4,0,26,1,0,7,0,0,25,0,8,12
"Vince Carter","MEM",73,1800,5,0,44,3,0,44,2,0,18,12,0,0
"Bismack Biyombo","ORL",81,1793,4,0,87,2,0,32,5,0,69,1,0,0
"Dwyane Wade","CHI",60,1792,0,0,52,0,0,8,0,0,15,0,0,5
"Luc Mbah a Moute","LAC",80,1787,4,0,73,2,0,72,1,1,6,0,0,0
"Zach Randolph","MEM",73,1786,3,0,18,0,0,16,0,0,21,4,7,2
"Gary Harris","DEN",57,1782,0,0,12,2,0,29,3,0,20,8,0,0
"Marco Belinelli","CHA",74,1777,0,0,23,0,0,2,0,0,1,0,0,0
"CJ Miles","IND",76,1776,0,0,39,1,0,33,0,0,24,1,0,0
"Matt Barnes","GSW",74,1776,0,0,59,1,0,48,0,0,41,17,4,0
"Al-Farouq Aminu","POR",61,1773,0,0,47,0,0,29,9,0,34,10,5,0
"Jamal Murray","DEN",82,1764,2,0,21,0,0,14,0,0,2,0,0,0
"Rondae Hollis-Jefferson","BKN",78,1761,3,0,90,0,0,44,6,0,53,9,0,0
"Patty Mills","SAS",80,1754,6,0,25,2,0,15,0,0,2,0,5,0
"Trevor Booker","BKN",71,1754,4,0,45,0,0,80,0,0,24,6,10,0
"Sean Kilpatrick","BKN",70,1754,2,0,48,0,0,14,3,0,5,2,10,0
"Kyle Korver","CLE",67,1753,0,0,35,3,0,18,0,0,10,1,5,0
"Zach LaVine","MIN",47,1749,0,0,35,0,0,28,1,0,38,7,9,0
"Marquese Chriss","PHX",82,1743,6,0,121,10,0,127,27,0,106,38,0,3
"Ty Lawson","SAC",69,1732,0,0,31,1,0,18,0,0,16,1,2,3
"Garrett Temple","SAC",65,1728,4,0,44,0,0,38,0,0,27,25,5,0
"Jabari Parker","MIL",51,1728,0,0,31,1,0,38,0,0,2,8,4,1
"Cody Zeller","CHA",62,1726,1,0,35,0,0,110,2,0,69,25,4,1
"Will Barton","DEN",60,1705,0,0,47,0,0,27,0,0,20,11,0,0
"Raymond Felton","LAC",80,1700,1,0,34,0,0,20,1,0,42,1,0,0
"Nikola Mirotic","CHI",70,1679,8,0,52,0,0,17,0,0,23,0,1,0
"Gerald Henderson","PHI",72,1667,0,0,46,0,0,26,0,0,6,5,3,0
"Evan Turner","POR",65,1659,3,0,55,0,0,30,2,0,34,1,0,5
"Deron Williams","CLE",64,1657,0,0,80,5,0,48,14,0,40,1,4,0
"Dante Cunningham","NOP",66,1649,2,0,20,0,0,14,0,0,25,3,0,5
"Isaiah Whitehead","BKN",73,1644,1,0,41,2,0,61,0,0,49,6,5,5
"Dorian Finney-Smith","DAL",81,1642,0,0,42,0,0,51,5,0,29,0,0,0
"Justin Holiday","NYK",82,1639,1,0,21,0,0,16,0,0,7,0,0,0
"Domantas Sabonis","OKC",81,1631,9,0,62,9,0,65,16,0,51,22,0,0
"Pau Gasol","SAS",64,1627,0,0,31,1,0,35,0,0,7,0,1,0
"Josh Richardson","MIA",53,1614,0,0,51,0,0,65,4,0,42,0,1,0
"Richard Jefferson","CLE",79,1614,2,0,29,0,0,40,0,0,17,2,0,0
"Amir Johnson","BOS",80,1608,19,0,95,1,0,87,16,0,29,2,1,0
"Kelly Oubre Jr.","WAS",79,1605,11,0,95,0,0,33,1,0,66,6,3,2
"Patrick Patterson","TOR",65,1598,3,0,25,1,0,24,0,0,24,4,2,0
"Thabo Sefolosha","ATL",62,1596,0,0,24,1,0,42,0,0,15,3,0,0
"Rodney Hood","UTA",59,1593,5,0,71,3,0,52,7,0,59,1,0,0
"Tony Parker","SAS",63,1587,0,0,22,0,0,22,0,0,10,5,0,0
"Arron Afflalo","SAC",61,1580,5,0,41,3,0,57,6,0,14,3,6,5
"Alex Len","PHX",77,1560,16,0,78,14,0,109,30,0,36,30,2,0
"Nick Young","LAL",60,1556,9,0,77,1,0,66,2,0,25,12,0,0
"Clint Capela","HOU",65,1551,2,0,90,1,0,80,8,0,36,17,3,0
"George Hill","UTA",49,1544,0,0,71,0,0,25,0,0,52,4,0,0
"Kelly Olynyk","BOS",75,1538,4,1,71,8,0,81,16,0,49,28,5,0
"D.J. Augustin","ORL",78,1538,0,0,15,0,0,28,0,0,4,0,0,0
"Jeff Green","ORL",69,1534,0,0,28,0,0,9,0,0,6,0,0,0
"Enes Kanter","OKC",72,1533,2,0,31,0,0,24,1,0,27,1,0,0
"Jerami Grant","OKC",80,1531,2,0,55,4,0,18,0,0,30,2,1,0
"Tim Frazier","NOP",65,1525,2,0,41,0,0,33,1,0,60,5,5,0
"Sergio Rodriguez","PHI",68,1517,0,0,35,0,0,9,0,0,3,0,2,0
"Shabazz Muhammad","MIN",78,1515,8,1,21,7,0,5,0,0,2,0,0,0
"Doug McDermott","OKC",66,1508,0,0,24,0,0,16,0,0,2,0,0,0
"James Ennis III","MEM",64,1501,8,0,75,0,0,73,9,0,59,24,0,0
"Wayne Ellington","MIA",62,1500,1,0,8,0,0,9,0,0,3,0,0,0
"Langston Galloway","SAC",74,1494,0,0,12,0,0,2,0,0,14,0,4,0
"Luol Deng","LAL",56,1486,0,0,18,0,0,11,0,0,0,0,0,0
"David Lee","SAS",79,1477,0,0,21,0,0,12,0,0,13,0,0,0
"Anthony Tolliver","SAC",65,1477,2,0,31,4,0,22,1,0,12,9,0,0
"Andrew Harrison","MEM",72,1474,1,0,67,6,0,91,5,4,55,19,7,13
"Larry Nance Jr.","LAL",63,1442,3,0,92,1,0,30,12,0,58,10,0,0
"Glenn Robinson III","IND",69,1427,2,0,14,0,0,4,0,0,6,0,5,0
"Dirk Nowitzki","DAL",54,1424,0,0,51,3,0,57,0,0,26,1,3,0
"Reggie Jackson","DET",52,1424,0,0,60,0,0,87,0,0,60,4,10,0
"Willie Cauley-Stein","SAC",75,1421,11,0,59,0,0,38,7,2,31,11,0,0
"Kosta Koufos","SAC",71,1419,7,0,54,3,0,58,11,2,29,13,0,3
"Sam Dekker","HOU",77,1419,3,0,26,3,0,12,0,0,30,0,5,0
"Emmanuel Mudiay","DEN",55,1406,0,0,10,0,0,21,0,0,20,4,0,0
"Channing Frye","CLE",74,1398,1,0,32,4,0,46,5,0,33,9,4,0
"Jonathon Simmons","SAS",78,1392,0,0,21,1,0,29,8,0,13,23,0,0
"Jusuf Nurkic","POR",65,1391,0,0,77,1,0,67,9,0,69,21,5,10
"Dion Waiters","MIA",46,1384,0,0,58,0,0,44,0,0,20,0,0,0
"Stanley Johnson","DET",77,1371,6,0,41,0,0,10,0,0,1,3,0,0
"Norman Powell","TOR",76,1368,2,0,32,0,0,28,1,0,19,0,0,0
"Jason Terry","MIL",74,1365,0,0,13,0,0,4,0,0,12,3,0,0
"Jared Dudley","PHX",64,1362,4,0,46,6,0,31,17,0,44,22,0,0
"Shaun Livingston","GSW",76,1345,0,0,24,3,0,14,1,0,21,9,0,0
"Jaylen Brown","BOS",78,1341,6,0,36,8,2,26,16,1,35,12,0,0
"Spencer Dinwiddie","BKN",59,1334,2,0,32,10,0,48,3,0,32,15,0,0
"Dwight Powell","DAL",77,1333,0,0,15,0,0,32,0,0,23,10,3,0
"Kris Dunn","MIN",78,1333,3,0,59,0,0,44,12,0,53,15,0,0
"Dewayne Dedmon","SAS",76,1330,7,0,75,2,0,53,0,0,51,3,0,0
"Willy Hernangomez","NYK",72,1324,9,0,78,0,0,85,1,0,40,3,0,0
"Tyson Chandler","PHX",47,1298,5,0,50,3,0,62,5,0,24,9,3,1
"Kenneth Faried","DEN",61,1296,2,0,40,0,0,22,2,0,9,1,0,0
"Manu Ginobili","SAS",69,1291,0,0,21,5,0,18,4,0,4,2,0,0
"Marreese Speights","LAC",82,1286,2,0,52,2,0,24,4,0,67,11,0,0
"Randy Foye","BKN",69,1284,3,0,15,0,0,12,0,0,3,0,0,0
"Boris Diaw","UTA",73,1283,4,0,17,0,0,12,0,0,11,1,0,0
"Corey Brewer","LAL",82,1281,2,0,27,1,0,20,1,0,32,7,0,0
"Terrence Jones","MIL",54,1271,1,0,4,0,0,10,1,0,12,2,0,0
"Zaza Pachulia","GSW",70,1268,1,0,60,1,0,72,8,0,21,2,0,0
"Noah Vonleh","POR",74,1265,13,0,30,1,0,78,13,3,36,16,0,0
"Terry Rozier","BOS",74,1263,0,0,10,2,0,7,0,0,0,0,0,0
"Malcolm Delaney","ATL",73,1248,3,0,23,8,0,5,0,0,17,0,0,0
"Caris LeVert","BKN",57,1237,3,0,34,0,0,16,0,0,1,0,0,0
"Mike Muscala","ATL",70,1237,2,0,30,6,0,17,2,0,15,2,0,0
"Jonas Jerebko","BOS",78,1232,16,0,25,1,0,18,7,0,9,4,0,0
"Kyle O'Quinn","NYK",79,1229,20,0,85,0,0,41,13,0,36,2,3,5
"Dante Exum","UTA",66,1228,0,0,59,4,0,54,7,0,50,9,0,0
"Justin Anderson","PHI",75,1227,3,0,56,0,0,20,2,0,18,0,5,0
"Meyers Leonard","POR",74,1222,19,0,76,4,0,43,25,0,43,28,1,5
"Shelvin Mack","UTA",55,1205,0,0,19,0,0,16,0,0,10,3,0,1
"Nene","HOU",67,1198,17,0,58,1,0,73,12,0,26,15,0,0
"Yogi Ferrell","DAL",46,1197,4,0,35,0,0,14,2,0,23,8,0,0
"Richaun Holmes","PHI",57,1193,2,0,50,0,0,75,3,0,28,3,3,4
"Timothe Luwawu-Cabarrot","PHI",69,1190,18,0,78,0,0,63,10,0,61,15,0,0
"Nemanja Bjelica","MIN",65,1189,1,0,43,1,0,13,4,0,38,2,0,0
"JR Smith","CLE",41,1187,0,0,17,0,0,44,6,0,24,2,0,0
"Derrick Favors","UTA",50,1186,8,0,37,0,0,41,2,0,19,5,3,0
"Troy Daniels","MEM",67,1183,1,0,46,0,0,11,6,0,15,6,0,0
"Justin Hamilton","BKN",64,1176,4,0,38,1,0,22,5,0,10,0,0,0
"Ben McLemore","SAC",61,1176,11,0,58,3,0,41,7,3,54,8,0,0
"Aron Baynes","DET",75,1162,9,0,57,2,0,36,2,0,46,3,2,1
"Trey Lyles","UTA",71,1158,9,0,25,3,0,18,5,0,13,1,0,0
"Jeremy Lamb","CHA",62,1143,9,0,23,0,0,19,1,0,7,1,2,0
"Brandon Knight","PHX",54,1140,3,0,34,5,0,2,5,0,23,0,0,0
"Joe Harris","BKN",52,1138,7,0,43,0,0,31,2,0,39,4,0,0
"Ian Clark","GSW",77,1136,2,0,11,0,0,6,0,0,17,0,0,0
"Jahlil Okafor","PHI",50,1134,6,0,53,3,0,84,3,0,34,13,9,0
"Mirza Teletovic","MIL",70,1133,1,0,8,0,0,11,0,0,13,2,0,0
"Tyler Ulis","PHX",61,1123,2,0,28,0,0,5,0,0,12,0,0,0
"John Henson","MIL",58,1123,4,0,72,1,0,69,0,0,35,7,0,0
"Timofey Mozgov","LAL",54,1104,17,0,60,9,0,63,11,1,15,4,0,0
"Tarik Black","LAL",67,1091,9,0,77,10,0,102,5,0,24,4,0,0
"Lucas Nogueira","TOR",57,1088,1,0,33,0,0,37,15,0,59,13,0,0
"Devin Harris","DAL",65,1087,5,0,36,1,0,15,8,0,15,2,0,5
"Patrick McCaw","GSW",71,1074,0,0,8,0,0,0,0,0,0,0,0,0
"Jason Smith","WAS",74,1068,0,0,28,1,0,38,2,0,29,8,0,0
"Luke Babbitt","MIA",68,1065,5,0,22,1,0,35,6,0,11,0,0,0
"Montrezl Harrell","HOU",58,1064,1,0,48,1,0,35,0,0,30,4,0,0
"Alex Abrines","OKC",68,1055,16,0,20,3,0,25,1,0,27,2,0,0
"Nerlens Noel","DAL",51,1047,1,0,44,0,0,50,2,1,43,15,0,0
"Cristiano Felicio","CHI",66,1040,0,0,25,0,0,13,0,0,21,1,0,5
"Willie Reed","MIA",71,1031,0,0,22,0,0,29,0,0,9,0,0,0
"Brandon Rush","MIN",47,1030,0,0,1,0,0,11,0,0,0,0,0,0
"Jerian Grant","CHI",63,1028,0,0,30,0,0,15,1,0,9,0,0,0
"Kyle Anderson","SAS",72,1020,3,0,16,0,0,8,0,0,0,0,0,0
"Mindaugas Kuzminskas","NYK",68,1016,0,0,7,3,0,24,0,0,0,0,0,0
"Joakim Noah","NYK",46,1015,1,0,61,0,0,65,13,0,46,18,4,7
"Rudy Gay","SAC",30,1013,0,0,20,1,0,78,7,2,16,31,0,5
"C.J. Watson","ORL",62,1012,2,0,39,0,0,18,0,0,5,0,0,0
"Bobby Portis","CHI",64,1000,0,0,18,0,0,10,0,0,18,6,0,0
"Taurean Prince","ATL",59,981,5,0,25,4,0,13,1,0,13,5,3,0
"Joffrey Lauvergne","CHI",70,980,1,0,13,0,0,11,0,0,10,0,0,0
"Denzel Valentine","CHI",57,976,6,0,26,0,0,7,0,0,10,0,5,0
"Semaj Christon","OKC",64,973,0,0,17,0,0,9,0,0,1,0,0,0
"Lance Thomas","NYK",46,968,2,0,32,3,0,28,2,0,26,1,0,0
"Leandro Barbosa","PHX",67,963,1,0,12,6,0,0,0,0,0,2,3,0
"Mario Hezonja","ORL",65,960,0,0,18,0,0,4,0,0,6,0,0,0
"Michael Beasley","MIL",56,935,8,0,7,0,0,8,0,0,5,0,0,0
"Al Jefferson","IND",66,931,1,0,17,0,0,12,1,0,16,3,0,0
"Salah Mejri","DAL",73,905,3,0,36,3,0,38,12,3,37,16,1,0
"Aaron Brooks","IND",65,894,0,0,12,0,0,7,0,0,21,12,0,0
"Khris Middleton","MIL",29,889,2,0,29,0,0,33,3,0,36,7,0,0
"Jeremy Lin","BKN",36,883,0,0,23,0,0,14,0,0,21,7,0,0
"Lavoy Allen","IND",61,871,3,0,5,0,0,20,3,0,9,0,0,0
"Pascal Siakam","TOR",55,859,3,0,38,2,0,47,17,0,25,4,0,0
"Ron Baker","NYK",52,857,0,0,22,0,0,29,3,0,19,1,0,0
"David West","GSW",68,854,0,0,30,2,0,1,0,0,0,0,0,0
"Michael Carter-Williams","CHI",45,846,0,0,28,0,0,32,0,0,28,16,0,3
"Paul Zipser","CHI",44,843,0,0,30,0,0,12,0,0,34,0,5,0
"Juan Hernangomez","DEN",62,842,0,0,20,0,0,14,0,0,3,4,0,0
"Mike Dunleavy","ATL",53,841,4,0,11,0,0,2,0,0,3,0,0,0
"Ramon Sessions","CHA",50,811,0,0,11,0,0,1,0,0,0,0,0,0
"Wesley Johnson","LAC",68,810,1,0,19,0,0,14,1,0,27,0,0,0
"Davis Bertans","SAS",67,807,1,0,9,1,0,3,2,0,5,0,0,0
"Derrick Williams","CLE",50,804,2,0,24,0,0,8,3,0,5,0,0,0
"Spencer Hawes","MIL",54,797,3,0,38,0,0,9,3,0,11,10,0,0
"Ed Davis","POR",46,789,7,0,45,1,0,49,8,0,44,5,2,1
"Tyreke Evans","SAC",40,788,0,0,14,0,0,9,0,0,8,0,0,0
"Joel Embiid","PHI",31,786,0,0,54,0,0,68,4,0,42,23,0,3
"DeAndre Liggins","DAL",62,776,3,0,32,0,0,42,0,0,10,3,0,0
"Tyus Jones","MIN",60,774,0,0,7,0,0,0,0,0,2,0,0,0
"J.J. Barea","DAL",35,771,1,0,16,0,0,5,0,0,3,0,0,0
"Hollis Thompson","NOP",40,752,6,0,34,0,0,21,0,0,5,0,0,0
"JaVale McGee","GSW",77,739,9,1,12,0,0,19,2,0,4,0,0,0
"Jodie Meeks","ORL",36,737,0,0,3,0,0,3,0,0,0,0,0,0
"Tomas Satoransky","WAS",57,719,0,0,17,0,0,7,0,0,5,0,0,0
"Anthony Morrow","CHI",49,714,0,0,5,0,0,5,0,0,1,0,0,0
"Alan Williams","PHX",47,708,9,0,67,5,0,48,5,2,63,17,0,0
