"Name","TeamAbbreviation","GamesPlayed","Minutes","Period1Fouls2Minutes","Period1Fouls3Minutes","Period2Fouls2Minutes","Period2Fouls3Minutes","Period2Fouls4Minutes","Period3Fouls3Minutes","Period3Fouls4Minutes","Period3Fouls5Minutes","Period4Fouls4Minutes","Period4Fouls5Minutes","PeriodOTFouls4Minutes","PeriodOTFouls5Minutes"
"De'Aaron Fox","SAC",73,2435,3,0,102,3,0,52,0,0,47,13,0,0
"Donovan Mitchell","CLE",68,2432,2,0,99,4,0,116,6,0,37,10,7,0
"Paolo Banchero","ORL",72,2430,24,0,93,12,0,116,2,0,26,19,0,0
"Jaden McDaniels","MIN",79,2416,2,0,149,6,0,174,7,0,171,45,0,8
"Shai Gilgeous-Alexander","OKC",68,2416,33,0,90,25,0,153,49,0,84,11,3,8
"Royce O'Neale","BKN",76,2409,10,0,110,3,0,130,10,0,127,39,7,3
"Jaylen Brown","BOS",67,2405,9,0,93,5,0,109,16,0,87,14,11,18
"Luka Doncic","DAL",66,2391,18,0,72,8,0,107,8,0,32,11,2,16
"O.G. Anunoby","TOR",67,2386,7,0,132,8,0,133,11,0,81,30,0,5
"Keegan Murray","SAC",80,2382,6,0,90,1,0,66,12,0,71,2,0,0
"Kentavious Caldwell-Pope","DEN",76,2381,0,0,41,0,0,52,0,0,20,0,2,3
"P.J. Washington","CHA",73,2380,20,0,77,0,0,66,11,0,71,31,4,0
"Jalen Brunson","NYK",68,2379,5,0,78,0,0,77,8,0,24,14,3,2
"Brook Lopez","MIL",78,2373,14,0,72,1,0,56,7,0,67,7,1,5
"Josh Giddey","OKC",76,2367,1,0,24,9,0,48,2,0,26,12,0,5
"Reggie Bullock","DAL",78,2364,8,0,56,2,0,32,4,0,31,2,7,8
"Immanuel Quickley","NYK",81,2344,12,0,82,12,0,59,7,0,51,4,5,0
"Tyler Herro","MIA",67,2336,3,0,16,0,0,43,0,0,19,11,0,5
"Nikola Jokic","DEN",69,2323,3,0,51,1,0,97,3,0,48,22,6,1
"Patrick Williams","CHI",82,2323,10,0,70,0,0,35,1,0,39,6,1,5
"Derrick White","BOS",82,2319,1,0,73,3,0,102,0,0,34,0,0,0
"Jaden Ivey","DET",74,2304,9,0,171,0,0,121,20,0,132,33,0,8
"D'Angelo Russell","LAL",71,2304,6,0,85,4,0,73,0,0,40,11,0,0
"Draymond Green","GSW",73,2297,7,0,120,9,0,102,28,0,104,36,13,5
"Kenyon Martin Jr.","HOU",82,2292,19,0,48,0,0,63,0,0,27,0,0,0
"Joel Embiid","PHI",66,2284,12,0,109,3,0,137,7,0,106,35,5,11
"Bruce Brown","DEN",80,2280,0,0,71,0,0,70,4,0,73,10,0,5
"Klay Thompson","GSW",69,2279,9,0,56,0,0,66,0,0,11,5,6,4
"Jalen Williams","OKC",75,2276,21,0,123,9,0,94,2,0,52,7,10,0
"Lauri Markkanen","UTA",66,2273,3,0,61,0,0,45,1,0,17,3,2,3
"Luguentz Dort","OKC",74,2272,14,0,108,17,0,162,22,0,88,34,6,4
"Max Strus","MIA",80,2272,6,0,61,0,0,39,3,0,54,4,5,0
"Nic Claxton","BKN",76,2271,26,0,130,15,0,160,22,0,106,15,0,0
"Jerami Grant","POR",63,2246,0,0,62,8,0,100,1,0,61,11,5,0
"Kyrie Irving","DAL",60,2240,1,0,79,9,0,80,12,0,79,10,5,0
"Kyle Kuzma","WAS",64,2239,6,0,52,2,0,46,15,0,55,6,6,0
"Caris LeVert","CLE",74,2237,0,0,70,3,0,42,7,0,68,2,24,2
"Bennedict Mathurin","IND",78,2222,0,0,16,0,0,29,0,0,34,13,0,1
"Terry Rozier","CHA",63,2221,8,0,39,0,0,47,3,0,18,4,4,0
"Jarrett Allen","CLE",68,2220,4,0,70,2,0,77,1,0,62,5,5,0
"Dillon Brooks","MEM",73,2214,4,0,111,3,0,140,22,0,118,63,0,8
"Kevin Huerter","SAC",75,2203,7,0,95,14,0,88,12,0,102,12,5,0
"Jrue Holiday","MIL",67,2183,13,0,65,11,0,61,11,0,37,1,0,0
"Alperen Sengun","HOU",75,2171,23,0,181,13,0,190,58,0,52,47,0,9
"Anfernee Simons","POR",62,2171,15,0,97,0,0,47,6,0,51,19,0,0
"Ivica Zubac","LAC",76,2170,6,0,72,6,0,128,33,3,67,27,0,5
"Killian Hayes","DET",76,2154,4,0,94,9,0,105,0,0,68,18,16,2
"Tim Hardaway Jr.","DAL",71,2152,8,0,39,1,0,30,11,0,31,0,14,0
"De'Anthony Melton","PHI",77,2150,8,0,91,2,0,76,4,0,67,15,4,1
"Rudy Gobert","MIN",70,2148,2,0,147,8,0,152,3,0,143,13,1,3
"Jimmy Butler","MIA",64,2138,3,0,18,0,0,12,0,0,0,0,0,0
"James Harden","PHI",58,2135,0,0,39,0,0,37,0,0,10,0,0,0
"Jamal Murray","DEN",65,2133,0,0,33,0,0,31,1,0,9,4,0,0
"John Collins","ATL",71,2130,1,0,92,9,0,128,17,0,93,17,15,0
"Saddiq Bey","ATL",77,2129,4,0,33,0,0,10,3,0,18,0,0,0
"Russell Westbrook","LAC",73,2126,5,0,42,0,0,37,3,0,46,1,18,4
"De'Andre Hunter","ATL",67,2126,5,0,97,0,0,137,7,0,47,10,5,0
"Quentin Grimes","NYK",71,2121,2,0,86,3,0,111,8,0,55,9,7,6
"Kristaps Porzingis","WAS",65,2120,15,0,99,0,0,116,0,0,83,30,5,1
"Gary Trent Jr.","TOR",66,2118,8,0,42,0,0,25,6,0,14,10,0,0
"Damian Lillard","POR",58,2107,2,0,51,5,0,35,10,0,36,0,0,0
"Ayo Dosunmu","CHI",80,2098,5,0,73,2,0,69,5,0,38,5,0,5
"Corey Kispert","WAS",74,2093,1,0,48,0,0,15,0,0,25,0,0,0
"Malik Beasley","LAL",81,2093,0,0,28,0,0,9,4,0,15,0,0,0
"Caleb Martin","MIA",71,2078,10,0,77,1,0,83,4,0,33,0,0,0
"Andrew Nembhard","IND",75,2074,0,0,89,0,0,96,0,0,78,14,0,0
"Keldon Johnson","SAS",63,2063,0,0,71,0,0,26,0,0,13,8,0,3
"Aaron Gordon","DEN",68,2055,3,0,75,0,0,75,0,0,39,2,0,0
"Mason Plumlee","LAC",79,2053,15,0,78,1,0,80,19,0,54,17,3,2
"Grant Williams","BOS",79,2045,3,0,105,0,0,39,9,0,47,8,6,13
"Deandre Ayton","PHX",67,2036,8,0,88,4,0,123,8,0,89,34,4,1
"Mike Conley","MIN",67,2028,2,0,41,0,0,44,11,0,27,18,3,1
"Kevin Porter Jr.","HOU",59,2024,14,0,59,8,0,67,36,0,51,27,6,1
"Giannis Antetokounmpo","MIL",63,2024,2,0,91,5,0,91,14,0,118,26,9,5
"Deni Avdija","WAS",76,2020,1,0,81,0,0,107,9,0,63,9,0,0
"Tyrese Maxey","PHI",60,2016,1,0,90,4,0,60,8,0,57,7,0,0
"Dorian Finney-Smith","BKN",66,2009,6,0,72,2,0,57,2,0,45,10,12,1
"Jordan Clarkson","UTA",61,1988,3,0,56,8,0,42,10,0,46,6,0,5
"Dennis Schroder","LAL",66,1986,8,0,65,6,0,43,7,0,47,5,1,8
"Tre Jones","SAS",68,1984,0,0,33,0,0,26,0,0,1,0,0,0
"Grayson Allen","MIL",72,1972,1,0,41,2,0,41,0,0,11,0,3,0
"Jonas Valanciunas","NOP",79,1968,0,0,103,0,0,106,5,0,70,24,0,0
"Eric Gordon","LAC",69,1965,0,0,26,0,0,13,0,0,0,0,2,0
"Kevon Looney","GSW",82,1958,12,0,96,9,0,117,20,0,74,25,5,0
"Marcus Smart","BOS",61,1957,4,0,67,5,0,83,14,0,67,24,10,7
"Kyle Anderson","MIN",69,1957,9,0,49,0,0,58,3,0,60,5,1,0
"LeBron James","LAL",55,1954,0,0,23,0,0,4,0,0,21,0,5,0
"Herbert Jones","NOP",66,1951,2,0,129,3,0,140,2,0,115,33,1,14
"Ja Morant","MEM",61,1948,3,0,40,0,0,27,11,0,29,0,0,0
"Torrey Craig","PHX",79,1948,3,0,91,1,0,67,1,0,25,10,0,0
"Kelly Olynyk","UTA",68,1942,9,0,134,2,0,124,13,0,109,34,5,1
"Stephen Curry","GSW",56,1941,16,0,93,3,0,89,11,0,29,14,0,10
"Tyus Jones","MEM",80,1940,0,0,3,0,0,0,0,0,0,0,0,0
"Paul George","LAC",56,1939,3,0,82,0,0,55,8,0,97,15,0,0
"Al Horford","BOS",63,1921,0,0,45,0,0,44,0,0,10,0,1,0
"P.J. Tucker","PHI",75,1920,12,0,125,2,0,94,10,0,53,4,5,10
"Jalen McDaniels","PHI",80,1913,22,0,52,1,0,78,20,0,86,26,5,2
"Jakob Poeltl","TOR",72,1906,2,0,107,3,0,89,10,0,87,18,0,0
"Anthony Davis","LAL",56,1905,5,0,80,11,0,95,7,0,51,18,6,4
"Donte DiVincenzo","GSW",72,1894,0,0,37,0,0,23,3,0,32,1,0,0
"Bojan Bogdanovic","DET",59,1893,5,0,44,0,0,27,0,0,18,0,7,0
"Chris Paul","PHX",59,1889,0,0,37,2,0,31,6,0,35,10,0,7
"Tyrese Haliburton","IND",56,1883,0,0,8,0,0,15,0,0,8,0,0,0
"Jarred Vanderbilt","LAL",78,1880,9,0,83,2,0,55,12,0,47,25,0,10
"Terance Mann","LAC",81,1872,7,0,53,0,0,54,5,0,15,5,2,0
"Troy Brown Jr.","LAL",76,1860,9,0,43,1,0,53,0,0,20,1,0,0
"Onyeka Okongwu","ATL",80,1849,3,0,117,0,0,108,15,0,115,18,10,0
"Austin Reaves","LAL",64,1843,7,0,52,2,0,35,1,0,13,9,2,1
"Desmond Bane","MEM",58,1842,4,0,92,0,0,51,3,0,38,11,0,9
"Devin Booker","PHX",53,1835,19,0,78,10,0,106,18,2,49,6,0,0
"Myles Turner","IND",62,1825,0,0,107,0,0,91,6,0,120,26,2,3
"Marcus Morris Sr.","LAC",65,1825,9,0,42,8,0,62,12,0,24,15,0,0
"Bobby Portis","MIL",70,1819,3,0,31,3,0,20,5,0,27,8,0,0
"Patrick Beverley","CHI",67,1817,0,0,67,2,0,91,11,0,58,23,6,14
"Aaron Nesmith","IND",73,1816,0,0,112,1,0,154,5,0,112,22,2,0
"Jevon Carter","MIL",81,1812,2,0,35,2,0,33,2,0,28,0,5,6
"Michael Porter Jr.","DEN",62,1798,0,0,52,0,0,44,2,0,38,7,4,0
"Naji Marshall","NOP",77,1792,0,0,35,1,0,28,4,0,7,0,0,0
"Jaren Jackson Jr.","MEM",63,1787,0,0,103,0,0,149,15,0,119,57,4,1
"Shaedon Sharpe","POR",80,1779,5,0,40,4,0,47,13,0,30,5,0,0
"Markelle Fultz","ORL",60,1778,5,0,40,0,0,68,4,0,29,7,10,5
"Tari Eason","HOU",82,1767,9,0,76,7,0,35,13,1,29,23,0,0
"Gabe Vincent","MIA",68,1759,2,0,115,0,0,66,3,0,73,4,15,0
"Kawhi Leonard","LAC",52,1748,4,0,24,0,0,20,0,0,5,0,13,0
"Malcolm Brogdon","BOS",67,1744,0,0,17,0,0,11,0,0,4,0,5,1
"Christian Wood","DAL",67,1738,5,0,92,10,0,95,11,0,55,23,4,5
"Coby White","CHI",74,1730,4,0,45,2,0,27,0,0,12,0,0,0
"Clint Capela","ATL",65,1730,0,0,32,0,0,59,0,0,31,0,5,0
"Malik Monk","SAC",77,1719,7,0,35,1,0,14,4,0,18,0,0,0
"Kyle Lowry","MIA",55,1718,6,0,67,6,0,58,15,0,53,22,5,9
"Nicolas Batum","LAC",78,1709,2,0,64,0,0,9,1,0,33,13,0,0
"Walker Kessler","UTA",74,1703,5,0,73,12,0,79,13,1,40,16,1,4
"Monte Morris","WAS",62,1696,3,0,24,0,0,22,0,0,16,0,0,0
"Wendell Carter Jr.","ORL",57,1690,14,0,74,4,0,95,15,0,46,18,1,2
"Santi Aldama","MEM",77,1682,4,0,34,9,0,58,0,0,26,2,0,0
"Bradley Beal","WAS",50,1673,0,0,34,9,0,62,2,0,23,10,0,0
"Kevin Durant","PHX",47,1672,4,0,24,8,0,45,0,0,33,1,0,0
"Jalen Duren","DET",67,1670,8,0,103,1,0,77,4,0,79,3,8,0
"Reggie Jackson","DEN",68,1657,2,0,38,6,0,23,12,0,24,3,0,0
"Isaac Okoro","CLE",76,1652,3,0,58,6,0,73,13,0,29,9,0,0
"Isaiah Hartenstein","NYK",82,1628,6,0,85,0,0,70,5,0,47,16,0,5
"Daniel Gafford","WAS",78,1604,12,0,48,17,0,52,15,0,35,19,0,0
"Mitchell Robinson","NYK",59,1589,2,0,77,0,0,95,2,0,45,20,0,3
"Drew Eubanks","POR",78,1584,8,0,99,9,0,58,0,0,27,14,0,0
"Gordon Hayward","CHA",50,1577,6,0,33,0,0,25,0,0,7,5,0,0
"Alex Caruso","CHI",67,1575,3,0,81,2,0,62,4,1,32,7,1,2
"Shake Milton","PHI",76,1567,9,0,30,1,0,28,2,0,38,2,7,0
"Norman Powell","LAC",60,1567,5,0,45,5,0,33,5,0,18,5,0,0
"Cole Anthony","ORL",60,1552,10,0,91,7,0,47,8,0,58,10,3,2
"Malaki Branham","SAS",66,1550,4,0,50,0,0,42,0,0,25,3,5,0
"Cedi Osman","CLE",77,1548,0,0,30,7,0,24,4,0,20,7,0,0
"Kelly Oubre Jr.","CHA",48,1548,7,0,96,0,0,71,4,0,72,22,5,16
"Josh Green","DAL",60,1539,1,1,41,0,0,37,7,0,40,2,5,1
"Brandon Ingram","NOP",45,1538,1,0,63,0,0,49,0,0,81,10,5,0
"Josh Richardson","NOP",65,1530,0,0,26,0,0,14,0,0,20,0,0,0
"Joe Harris","BKN",74,1527,3,0,46,6,0,42,8,1,40,14,0,0
"T.J. McConnell","IND",75,1526,0,0,44,0,0,9,1,0,9,0,0,0
"Chris Boucher","TOR",76,1523,8,0,40,2,0,39,4,0,20,3,0,0
"Georges Niang","PHI",78,1512,9,0,44,0,0,28,11,0,14,5,0,0
"Bogdan Bogdanovic","ATL",54,1508,2,0,54,2,0,18,0,0,7,2,0,0
"Damion Lee","PHX",74,1506,8,0,40,0,0,27,0,0,17,7,1,1
"Bol Bol","ORL",70,1505,5,0,18,0,0,10,2,0,15,0,5,0
"John Konchar","MEM",72,1494,3,0,33,4,0,30,0,0,12,0,0,0
"Rui Hachimura","LAL",63,1466,1,0,30,0,0,15,0,0,7,0,5,0
"Dwight Powell","DAL",76,1458,12,0,77,4,0,84,37,0,45,6,5,0
"Jeremy Sochan","SAS",56,1458,0,0,63,0,0,45,6,0,70,16,0,0
"Keita Bates-Diop","SAS",67,1452,1,0,17,0,0,13,1,0,14,0,0,0
"Davion Mitchell","SAC",80,1447,6,0,40,1,0,18,4,0,14,0,0,0
"Pat Connaughton","MIL",61,1443,0,0,32,1,0,6,0,0,1,0,0,0
"Zach Collins","SAS",63,1441,4,0,81,7,0,97,12,0,69,41,0,10
"Isaiah Stewart","DET",50,1414,4,0,71,2,0,92,14,0,68,25,5,2
"AJ Griffin","ATL",72,1401,0,0,19,0,0,10,0,0,1,2,0,0
"Isaiah Joe","OKC",73,1395,13,0,27,6,0,26,15,0,24,1,0,0
"Jonathan Kuminga","GSW",67,1394,10,0,58,1,0,40,8,0,24,19,0,0
"Jusuf Nurkic","POR",52,1391,0,0,101,0,0,119,5,0,82,16,5,0
"Dennis Smith Jr.","CHA",54,1390,1,0,39,0,0,41,1,0,44,6,1,5
"Larry Nance Jr.","NOP",65,1381,3,0,32,0,0,28,4,0,33,2,10,0
"Josh Okogie","PHX",72,1350,0,0,20,0,0,18,2,0,24,1,0,0
"Devonte' Graham","SAS",73,1338,2,0,20,0,0,6,0,0,4,0,0,0
"Terrence Ross","PHX",63,1330,7,0,28,0,0,26,4,0,32,0,0,0
"Luke Kennard","MEM",59,1315,0,0,19,0,0,6,0,0,3,0,0,0
"Doug McDermott","SAS",64,1314,0,0,41,4,0,37,1,0,20,4,4,0
"Talen Horton-Tucker","UTA",65,1313,2,0,20,6,0,38,15,0,17,4,0,4
"Jose Alvarado","NOP",61,1310,0,0,41,0,0,12,4,0,45,3,0,0
"Aaron Wiggins","OKC",70,1297,5,0,24,3,0,13,5,0,15,10,0,0
"Lonnie Walker IV","LAL",56,1297,0,0,36,2,0,11,0,0,0,2,0,0
"Sam Hauser","BOS",80,1290,9,0,39,0,0,11,0,0,11,0,0,0
"Jalen Smith","IND",68,1279,0,0,49,0,0,52,7,0,29,0,0,0
"LaMelo Ball","CHA",36,1268,5,0,72,0,0,46,13,0,58,25,0,0
"David Roddy","MEM",70,1258,3,0,12,0,0,7,5,0,28,5,0,0
"Jaylen Nowell","MIN",65,1252,0,0,25,6,0,15,4,0,4,0,0,0
"Naz Reid","MIN",68,1251,6,0,78,1,0,78,13,2,60,12,4,0
"Trey Lyles","SAC",74,1247,2,0,13,4,0,8,0,0,4,0,0,0
"Jalen Suggs","ORL",53,1246,16,0,53,0,0,50,3,0,21,22,0,5
"Kevin Love","MIA",62,1240,13,0,44,0,0,19,3,0,11,0,0,4
"Cory Joseph","DET",62,1227,0,0,35,1,0,8,2,0,6,5,0,0
"Delon Wright","WAS",50,1221,0,0,10,0,0,4,0,0,8,2,0,0
"Nick Richards","CHA",65,1218,12,0,70,1,0,68,6,0,18,9,9,0
"Seth Curry","BKN",61,1211,2,0,25,1,0,11,4,0,16,0,0,0
"Ochai Agbaji","UTA",59,1209,5,0,37,0,0,53,2,0,15,9,0,0
"Kenrich Williams","OKC",53,1206,6,0,53,0,0,23,2,0,29,2,0,0
"Matisse Thybulle","POR",71,1200,11,0,60,3,0,40,0,0,32,7,0,0
"Cameron Johnson","BKN",42,1200,1,0,14,5,0,13,12,0,19,2,0,0
"Isaiah Livers","DET",52,1199,1,0,79,7,0,32,5,0,22,8,0,0
"Anthony Lamb","GSW",62,1195,0,0,32,0,0,31,8,0,36,5,2,0
"Taurean Prince","MIN",54,1192,12,0,71,6,0,69,14,0,51,5,0,0
"Andrew Wiggins","GSW",37,1190,5,0,72,3,0,53,2,0,49,3,0,0
"Jordan Nwora","IND",62,1188,3,0,21,0,0,17,0,0,12,0,0,0
"Gary Harris","ORL",48,1184,12,0,23,6,0,42,11,0,14,2,0,0
"Tre Mann","OKC",67,1183,1,0,31,5,0,17,1,0,20,0,4,4
"Trendon Watford","POR",62,1182,5,0,43,1,0,32,0,0,24,5,0,0
"Christian Braun","DEN",76,1181,5,0,24,0,0,19,0,0,9,0,0,0
"Xavier Tillman","MEM",61,1180,4,0,42,0,0,37,6,0,34,5,0,0
"Devin Vassell","SAS",38,1178,0,0,23,0,0,20,1,0,10,0,0,0
"Collin Sexton","UTA",48,1145,8,0,77,2,0,42,10,0,7,8,0,0
"Precious Achiuwa","TOR",55,1140,1,0,41,0,0,13,0,0,17,7,0,0
"Steven Adams","MEM",42,1133,0,0,54,0,0,68,0,0,20,12,0,0
"Alec Burks","DET",51,1122,3,0,26,0,0,11,0,0,2,0,0,0
"Lamar Stevens","CLE",62,1120,0,0,22,3,0,37,1,0,23,2,0,0
"Moritz Wagner","ORL",57,1109,4,0,51,1,0,62,9,0,19,27,1,0
"Victor Oladipo","MIA",42,1106,2,0,33,0,0,22,4,0,62,6,0,0
"Jordan Goodwin","WAS",62,1105,1,0,30,0,0,5,0,0,0,0,0,0
"Ben Simmons","BKN",42,1105,4,0,58,3,0,73,16,0,53,19,2,0
"Jeff Green","DEN",56,1091,3,0,37,0,0,20,3,0,6,8,0,0
"Brandon Clarke","MEM",56,1090,5,0,63,1,0,40,0,0,36,3,5,0
"Bones Hyland","LAC",56,1086,0,0,28,0,0,18,0,0,9,8,0,0
"Oshae Brissett","IND",65,1083,0,0,20,0,0,0,0,0,5,2,0,0
"Thomas Bryant","DEN",59,1081,2,0,34,1,0,39,0,0,18,6,0,0
"Obi Toppin","NYK",67,1050,0,0,24,0,0,0,0,0,0,0,0,0
"Joe Ingles","MIL",46,1044,0,0,18,2,0,17,0,0,10,0,0,2
"Isaiah Jackson","IND",63,1042,7,0,36,0,0,38,0,0,46,12,0,0
"Dyson Daniels","NOP",59,1042,0,0,18,0,0,38,4,0,29,6,5,0
"Jalen Johnson","ATL",70,1042,6,0,25,0,0,11,1,0,3,2,0,0
"Wenyen Gabriel","LAL",68,1024,8,0,43,2,0,27,3,1,22,8,0,0
"Austin Rivers","MIN",52,1016,2,0,29,1,0,24,0,0,14,3,0,0
"Hamidou Diallo","DET",56,996,4,0,35,0,0,26,16,0,33,12,0,0
"Will Barton","TOR",56,993,0,0,2,0,0,3,0,0,0,0,0,0
"Marvin Bagley III","DET",42,990,5,0,47,0,0,25,5,0,0,5,0,0
"Cam Reddish","POR",40,990,0,0,20,0,0,5,0,0,0,0,2,0
"Jock Landale","PHX",69,979,2,0,20,2,0,14,13,0,12,18,0,0
"Nassir Little","POR",54,976,0,0,5,0,0,9,6,0,10,4,0,0
"Usman Garuba","HOU",75,970,6,0,26,4,0,14,8,1,9,1,0,0
"Haywood Highsmith","MIA",54,969,3,0,29,0,0,32,0,0,1,1,0,0
"JT Thor","CHA",69,969,7,0,9,0,0,5,0,0,0,0,0,0
"Cameron Payne","PHX",48,968,6,0,30,0,0,18,1,0,44,3,0,0
"Kendrick Nunn","WAS",70,963,3,0,8,0,0,5,0,0,4,0,0,0
"Karl-Anthony Towns","MIN",29,957,4,0,52,3,0,71,15,0,93,28,5,0
"Zion Williamson","NOP",29,956,0,0,21,1,0,51,0,0,28,2,0,5
"Kevin Knox II","POR",63,952,1,0,25,0,0,4,0,0,5,0,0,0
"Cam Thomas","BKN",57,948,0,0,15,1,0,5,0,0,7,0,0,0
"Mike Muscala","BOS",63,945,5,0,8,4,0,19,0,0,10,3,0,0
"Maxi Kleber","DAL",37,930,4,0,29,0,0,33,1,0,8,4,0,0
"Yuta Watanabe","BKN",58,928,3,0,22,3,0,6,3,0,8,7,0,3
"Ish Wainright","PHX",60,915,6,0,38,0,0,19,2,0,7,10,0,0
"Daishen Nix","HOU",57,914,0,0,2,0,0,2,1,0,1,9,0,4
"Jaylin Williams","OKC",49,914,14,0,18,8,0,44,12,2,28,8,0,0
"Chris Duarte","IND",46,897,0,0,33,0,0,20,0,0,4,0,0,0
"Derrick Jones Jr.","CHI",64,893,2,0,9,1,0,22,0,0,4,0,1,0
"Dean Wade","CLE",44,891,14,0,38,0,0,23,7,0,25,0,5,0
"Vlatko Cancar","DEN",60,889,1,0,31,2,0,15,0,0,6,2,0,0
"Nickeil Alexander-Walker","MIN",59,884,4,0,51,0,0,22,2,0,9,0,0,0
"Bismack Biyombo","PHX",61,874,0,0,36,0,0,34,7,0,27,4,0,0
"Goran Dragic","MIL",58,870,0,0,13,2,0,6,7,0,16,0,0,0
"James Wiseman","DET",45,867,5,0,38,3,0,35,13,0,34,7,0,0
"Theo Maledon","CHA",44,854,2,0,21,0,0,1,0,0,13,0,0,0
"Andre Drummond","CHI",67,849,5,0,36,5,0,22,5,0,15,0,0,0
"Aaron Holiday","ATL",63,845,4,0,17,2,0,17,1,0,18,5,0,0
"Romeo Langford","SAS",43,844,0,0,17,2,0,19,5,0,6,0,0,0
"Terence Davis","SAC",64,841,8,0,30,1,0,25,5,0,17,1,5,0
"George Hill","IND",46,833,0,0,2,0,0,1,0,0,3,0,0,0
"Mark Williams","CHA",43,828,1,0,37,0,0,30,0,0,24,1,0,0
"Robert Williams III","BOS",35,824,2,0,20,4,0,16,2,0,8,2,0,0
"Wesley Matthews","MIL",52,820,6,0,19,1,0,14,0,0,8,4,0,0
"Moses Moody","GSW",63,817,4,0,9,3,0,8,5,0,10,0,0,0
"Ty Jerome","GSW",45,816,7,0,19,0,0,22,0,0,1,1,0,0
"Rudy Gay","UTA",56,816,2,0,10,3,0,7,0,0,0,0,0,0
"Jeremiah Robinson-Earl","OKC",43,814,4,0,9,8,0,7,4,1,11,7,0,4
"Jericho Sims","NYK",52,812,0,0,63,0,0,45,6,0,14,3,0,0
"Caleb Houstan","ORL",51,812,0,0,11,0,0,6,0,0,13,0,0,0
"Danuel House Jr.","PHI",56,807,6,0,10,0,0,15,1,0,5,0,3,0
"Landry Shamet","PHX",40,807,2,0,8,5,0,16,1,0,16,5,5,0
"Dario Saric","OKC",57,806,3,0,13,0,0,13,4,0,18,5,0,0
"Luke Kornet","BOS",69,804,2,0,13,0,0,20,0,0,14,3,0,0
"Christian Koloko","TOR",58,802,6,0,32,2,0,43,14,0,37,12,3,2
"Khris Middleton","MIL",33,801,0,0,23,0,0,7,2,4,12,0,1,1
"JaMychal Green","GSW",57,797,5,0,11,0,0,31,4,0,9,4,0,0
"Thaddeus Young","TOR",54,795,1,0,20,1,0,21,0,0,17,6,0,0
"Bryce McGowens","CHA",46,787,0,0,15,1,0,15,2,0,5,0,0,0
"Josh Christopher","HOU",64,786,0,0,8,0,0,7,0,0,7,3,0,0
"Robert Covington","LAC",48,779,0,0,30,0,0,4,6,0,24,0,2,0
"Justise Winslow","POR",29,776,4,0,29,0,0,25,7,0,45,2,2,3
"Mo Bamba","LAL",49,768,5,0,54,7,0,22,17,0,31,4,0,0
