"Name","TeamAbbreviation","GamesPlayed","Minutes","Period1Fouls2Minutes","Period1Fouls3Minutes","Period2Fouls2Minutes","Period2Fouls3Minutes","Period2Fouls4Minutes","Period3Fouls3Minutes","Period3Fouls4Minutes","Period3Fouls5Minutes","Period4Fouls4Minutes","Period4Fouls5Minutes","PeriodOTFouls4Minutes","PeriodOTFouls5Minutes"
"Seth Curry","SAC",44,692,2,0,11,0,0,17,0,0,14,1,0,7
"Kelly Oubre Jr.","WAS",63,671,0,0,28,0,0,16,4,0,35,0,0,0
"Charlie Villanueva","DAL",62,665,2,0,17,0,0,5,0,0,14,0,1,0
"Jeff Withey","UTA",51,658,0,0,13,0,0,31,1,1,8,1,0,0
"C.J. Watson","ORL",33,656,0,0,13,0,0,9,0,0,16,0,0,0
"Tyler Ennis","MIL",46,654,5,0,39,0,0,11,0,0,1,0,0,0
"Justin Anderson","DAL",55,647,0,0,6,1,0,9,5,3,1,6,0,0
"Joakim Noah","CHI",29,635,6,0,32,0,0,4,6,0,10,1,0,0
"Andrea Bargnani","BKN",46,634,0,0,4,0,0,3,0,0,13,1,0,0
"Kirk Hinrich","ATL",46,631,0,0,3,0,0,4,0,0,6,3,0,0
"Sean Kilpatrick","BKN",31,616,0,0,8,0,0,5,0,0,0,0,0,0
"Rondae Hollis-Jefferson","BKN",29,615,1,0,9,0,0,17,0,0,14,5,0,0
"Shabazz Napier","ORL",55,600,0,0,3,0,0,6,0,0,0,0,0,0
"Anthony Brown","LAL",29,599,0,0,7,0,0,4,5,0,15,0,0,0
"Josh McRoberts","MIA",42,595,4,0,9,0,0,5,2,0,10,0,0,0
"Metta World Peace","LAL",35,590,5,0,17,3,0,17,3,0,6,4,0,0
"Tiago Splitter","ATL",36,580,5,0,28,2,0,30,7,0,6,0,0,0
"Ian Clark","GSW",66,578,0,0,25,0,0,3,0,0,8,0,0,0
"Tyus Jones","MIN",37,573,2,0,13,0,0,1,0,0,5,0,0,0
"Carl Landry","PHI",36,569,1,0,13,3,0,24,11,0,4,5,0,0
"Mike Muscala","ATL",60,565,4,0,8,4,0,3,7,0,15,4,0,0
"Kevin Garnett","MIN",38,556,10,0,18,5,0,33,4,0,5,1,0,0
"Jusuf Nurkic","DEN",32,547,5,0,13,0,0,29,2,0,23,5,0,0
"Donatas Motiejunas","HOU",37,547,0,0,13,0,0,26,1,0,9,10,0,0
"Kendrick Perkins","NOP",37,542,0,0,5,0,0,8,0,0,6,0,0,0
"Kevin Seraphin","NYK",48,526,0,0,9,0,0,7,1,0,3,0,0,0
"Glenn Robinson III","IND",45,508,0,0,2,0,0,0,0,0,0,0,0,0
"Boban Marjanovic","SAS",54,508,1,0,11,0,0,0,0,0,15,0,0,0
"Sonny Weems","PHI",43,498,0,0,1,1,0,6,4,0,4,6,0,0
"Tarik Black","LAL",39,496,2,0,12,2,0,9,8,0,28,1,0,0
"Anderson Varejao","GSW",53,496,0,0,8,0,0,4,0,0,15,0,0,0
"Adreian Payne","MIN",52,486,5,0,13,0,0,16,1,5,5,3,0,0
"John Jenkins","PHX",43,480,0,0,4,0,0,0,0,0,0,0,0,0
"Troy Daniels","CHA",43,476,0,0,3,0,0,2,0,0,1,0,1,0
"Ray McCallum","MEM",41,474,0,0,2,0,0,4,0,0,0,0,0,0
"Jason Thompson","TOR",47,471,1,0,12,0,0,8,2,0,10,0,0,0
"Brian Roberts","POR",51,470,0,0,4,0,0,3,0,0,0,0,0,0
"Ryan Kelly","LAL",36,470,0,0,5,1,0,1,0,0,12,0,0,0
"James Jones","CLE",48,463,0,0,8,0,0,9,1,0,16,0,5,0
"Andre Miller","SAS",39,461,0,0,6,0,0,1,0,0,10,0,0,0
"Greivis Vasquez","MIL",23,460,0,0,6,0,0,4,0,0,8,3,0,0
"Ryan Hollins","MEM",37,460,0,0,12,1,0,19,1,0,8,7,0,0
"JJ Hickson","WAS",35,436,0,0,15,0,0,11,1,0,7,0,0,0
"Rasual Butler","SAS",46,431,0,0,0,0,0,0,0,0,0,0,0,0
"Reggie Bullock","DET",37,429,0,0,13,0,0,0,0,0,4,0,0,0
"Willie Reed","BKN",39,426,0,0,17,0,0,5,0,0,1,0,0,0
"Jared Cunningham","MIL",44,410,2,0,7,0,0,14,0,0,0,0,0,0
"Chris Andersen","MEM",27,403,3,0,5,0,0,13,0,0,0,0,0,0
"Kendall Marshall","PHI",30,400,0,0,16,0,0,4,0,0,0,0,0,0
"Sergey Karasev","BKN",40,399,0,0,1,0,0,3,1,0,0,0,0,0
"Salah Mejri","DAL",34,397,2,0,3,0,0,22,0,0,1,5,0,1
"Lamar Patterson","ATL",35,395,4,0,11,0,0,3,4,0,8,0,0,0
"Joe Young","IND",41,383,0,0,3,0,0,0,0,0,0,0,0,0
"Darrun Hilliard","DET",38,383,0,0,0,0,0,5,0,0,3,0,0,0
"Jarell Martin","MEM",27,380,6,0,28,0,0,8,1,2,10,15,0,0
"Montrezl Harrell","HOU",39,379,0,0,23,0,0,9,0,0,8,1,0,0
"Mike Miller","DEN",46,373,2,0,12,1,0,2,2,0,5,0,0,0
"JaVale McGee","DAL",34,370,0,0,5,0,0,7,0,0,1,0,0,0
"Michael Beasley","HOU",20,363,0,0,24,0,0,24,0,0,6,0,0,0
"Chris McCullough","BKN",24,362,0,0,3,0,0,0,0,0,6,0,0,0
"Tyler Hansbrough","CHA",44,343,1,0,7,6,0,3,1,0,3,2,0,2
"James Ennis III","NOP",22,328,1,0,16,0,0,10,0,0,3,2,0,0
"Cristiano Felicio","CHI",31,321,0,0,4,0,0,8,0,0,0,0,0,0
"Robert Sacre","LAL",25,320,0,0,12,0,0,4,5,0,6,2,0,0
"RJ Hunter","BOS",36,314,0,0,0,0,0,0,0,0,1,0,0,0
"Terry Rozier","BOS",39,311,0,0,3,0,0,0,0,0,0,0,0,0
"Axel Toupane","DEN",21,305,1,0,8,0,0,0,0,0,6,0,0,0
"Drew Gooden","WAS",30,305,1,0,8,0,0,4,1,0,1,1,0,0
"Jordan Hamilton","NOP",11,304,1,0,13,0,0,2,0,0,10,0,0,0
"Kostas Papanikolaou","DEN",26,294,1,0,9,0,0,0,0,0,0,0,0,0
"Jordan Farmar","MEM",12,291,0,0,9,0,0,11,0,0,0,0,0,0
"Phil Pressey","PHX",23,283,0,0,4,0,0,2,2,0,3,5,0,0
"Bryce Dejean-Jones","NOP",14,279,0,0,9,0,0,8,0,0,0,0,0,0
"Damjan Rudez","MIN",33,277,0,0,4,0,0,0,0,0,0,0,0,0
"Henry Sims","BKN",14,263,5,0,6,4,0,26,2,0,18,1,0,0
"James Michael McAdoo","GSW",41,262,1,0,7,0,0,2,0,0,1,0,0,0
"Udonis Haslem","MIA",37,260,4,0,6,0,0,0,0,0,0,0,0,0
"Jeremy Evans","DAL",30,251,1,0,10,0,0,0,0,0,0,0,0,0
"Devyn Marble","ORL",28,249,0,0,4,0,0,0,0,0,0,0,0,0
"Xavier Munford","MEM",14,244,1,0,12,0,0,6,0,0,3,0,0,0
"KJ McDaniels","HOU",37,235,0,0,2,0,0,0,0,0,0,0,0,0
"Delon Wright","TOR",27,229,0,0,0,0,0,0,0,0,0,0,0,0
"Elton Brand","PHI",17,225,0,0,8,0,0,1,0,0,0,0,0,0
"Lucas Nogueira","TOR",29,225,0,0,8,0,0,1,0,0,4,0,0,0
"DeJuan Blair","WAS",29,218,0,0,5,0,0,5,0,0,10,5,0,0
"Brandan Wright","MEM",12,212,0,0,7,0,0,7,0,0,0,0,0,0
"Matt Bonner","SAS",30,206,0,0,1,0,0,0,0,0,0,0,0,0
"Michael Kidd-Gilchrist","CHA",7,205,0,0,0,0,0,0,0,0,0,0,0,0
"Lou Amundson","NYK",29,204,0,0,2,0,0,2,0,0,3,6,0,0
"James Young","BOS",29,199,0,0,4,4,0,0,0,0,0,0,0,0
"Jordan McRae","CLE",22,196,0,0,0,0,0,0,0,0,7,0,0,5
"Alan Anderson","WAS",13,192,1,0,13,0,0,3,1,0,3,0,0,0
"Greg Smith","MIN",18,192,0,0,14,0,0,6,0,0,1,1,0,0
"Caron Butler","SAC",17,176,0,0,4,0,0,1,1,0,0,0,0,0
"Elijah Millsap","UTA",20,173,0,0,5,0,0,1,0,0,5,7,0,0
"Briante Weber","MIA",7,169,0,0,0,0,0,0,0,0,0,0,0,0
"CJ Wilcox","LAC",23,167,0,0,0,0,0,1,0,0,0,0,0,0
"Spencer Dinwiddie","DET",12,159,0,0,2,0,0,4,0,0,1,0,0,0
"Damien Inglis","MIL",20,156,1,0,2,0,0,1,0,0,0,0,0,0
"Nikola Pekovic","MIN",12,156,8,0,13,0,0,4,0,0,4,0,0,0
"Chris Copeland","MIL",24,156,2,0,2,0,0,4,1,0,0,0,0,0
"Cleanthony Early","NYK",17,154,1,0,5,0,0,0,0,0,3,0,0,0
"Jarell Eddie","WAS",26,147,0,0,5,0,0,0,0,0,0,0,0,0
"Christian Wood","PHI",17,145,0,0,0,0,0,0,0,0,0,0,0,0
"Tony Wroten","PHI",8,144,0,0,4,0,0,0,0,0,0,0,0,0
"Pat Connaughton","POR",34,143,0,0,1,0,0,0,0,0,0,0,0,0
"Chris Kaman","POR",16,112,0,0,0,0,0,0,0,0,0,0,0,0
"Jeff Ayres","LAC",17,107,0,0,4,0,0,0,0,0,0,0,0,0
"Cameron Bairstow","CHI",18,103,0,0,0,0,0,4,0,0,0,1,0,0
"Orlando Johnson","NOP",7,102,0,0,0,0,0,0,0,0,0,0,0,0
"Joel Anthony","DET",19,96,0,0,0,0,0,0,0,0,0,0,0,0
"Sasha Kaun","CLE",25,95,0,0,0,0,0,0,0,0,0,0,0,0
"Aaron Harrison","CHA",21,93,0,0,0,0,0,0,0,0,0,0,0,0
"Anthony Bennett","TOR",19,84,0,0,0,0,0,0,0,0,0,0,0,0
"Tibor Pleiss","UTA",12,82,0,0,3,0,0,4,0,0,5,0,2,2
"Edy Tavares","ATL",11,73,0,0,1,0,0,0,0,0,0,0,0,0
"Mitch McGary","OKC",20,72,1,1,0,1,0,2,0,0,0,0,0,0
"Alex Stepheson","MEM",8,72,0,0,1,3,0,3,0,0,7,2,0,0
"Alan Williams","PHX",10,68,0,0,4,0,0,0,0,0,15,0,0,0
"Russ Smith","MEM",15,66,0,0,0,0,0,0,0,0,0,0,0,0
"Jorge Gutierrez","CHA",12,63,0,0,0,0,0,0,0,0,0,0,0,0
"Lorenzo Brown","PHX",8,61,0,0,0,0,0,0,0,0,0,0,0,0
"Jordan Mickey","BOS",16,57,0,0,0,0,0,0,0,0,0,0,0,0
"Josh Huestis","OKC",5,55,0,0,0,0,0,0,0,0,0,0,0,0
"Cory Jefferson","PHX",7,50,0,0,2,0,0,0,0,0,0,0,0,0
"Andrew Goudelock","HOU",8,50,0,0,0,0,0,0,0,0,0,0,0,0
"Eric Moreland","SAC",8,48,0,0,0,0,0,0,0,0,0,0,0,0
"Elliot Williams","MEM",5,45,0,0,0,0,0,0,0,0,0,0,0,0
"Steve Novak","MIL",10,44,0,0,0,0,0,0,0,0,0,0,0,0
"Jodie Meeks","DET",3,43,0,0,0,0,0,0,0,0,0,0,0,0
"Bruno Caboclo","TOR",6,43,0,0,0,0,0,0,0,0,0,0,0,0
"Dahntay Jones","CLE",1,42,0,0,0,0,0,3,0,0,9,0,2,1
"Erick Green","UTA",9,42,0,0,0,0,0,0,0,0,0,0,0,0
"Luis Montero","POR",12,42,0,0,0,0,0,0,0,0,0,0,0,0
"Shayne Whittington","IND",7,41,0,0,0,0,0,0,0,0,0,0,0,0
"Bryce Cotton","MEM",8,39,0,0,0,0,0,0,0,0,0,0,0,0
"Cliff Alexander","POR",8,36,0,0,0,0,0,0,0,0,0,0,0,0
"Justin Harper","DET",5,35,0,0,0,0,0,0,0,0,0,0,0,0
"Branden Dawson","LAC",6,29,0,0,0,0,0,0,0,0,0,0,0,0
"Keith Appling","ORL",5,27,0,0,2,0,0,1,0,0,0,0,0,0
"Duje Dukan","SAC",1,24,0,0,0,0,0,0,0,0,0,0,0,0
"Chuck Hayes","HOU",2,24,0,0,6,0,0,4,0,0,0,0,0,0
"Nate Robinson","NOP",2,23,0,0,4,0,0,1,2,0,7,1,0,0
"Kevon Looney","GSW",5,21,0,0,0,0,0,0,0,0,0,0,0,0
"Nazr Mohammed","OKC",5,19,0,0,0,0,0,0,0,0,0,0,0,0
"Jarnell Stokes","MIA",7,19,0,0,0,0,0,0,0,0,0,0,0,0
"Jimmer Fredette","NYK",6,18,0,0,0,0,0,0,0,0,0,0,0,0
"Joe Harris","CLE",5,15,0,0,0,0,0,0,0,0,0,0,0,0
"Jordan Adams","MEM",2,15,0,0,0,0,0,0,0,0,0,0,0,0
"JJ O'Brien","UTA",2,6,0,0,0,0,0,0,0,0,0,0,0,0
"Thanasis Antetokounmpo","NYK",2,6,0,0,0,0,0,0,0,0,0,0,0,0
"Sam Dekker","HOU",3,6,0,0,0,0,0,0,0,0,0,0,0,0
"Rakeem Christmas","IND",1,6,0,0,0,0,0,0,0,0,0,0,0,0
"Coty Clarke","BOS",3,6,0,0,0,0,0,0,0,0,0,0,0,0
