"Name","TeamAbbreviation","GamesPlayed","Minutes","Period1Fouls2Minutes","Period1Fouls3Minutes","Period2Fouls2Minutes","Period2Fouls3Minutes","Period2Fouls4Minutes","Period3Fouls3Minutes","Period3Fouls4Minutes","Period3Fouls5Minutes","Period4Fouls4Minutes","Period4Fouls5Minutes","PeriodOTFouls4Minutes","PeriodOTFouls5Minutes"
"Hamidou Diallo","DET",52,1226,7,0,27,1,0,30,8,0,50,6,5,5
"Tyus Jones","MEM",70,1222,2,0,8,0,0,0,0,0,0,0,0,0
"Danilo Gallinari","ATL",51,1222,0,0,32,0,0,38,0,0,8,1,0,0
"Alex Caruso","LAL",58,1216,2,0,38,0,0,27,0,0,17,10,0,0
"Malik Beasley","MIN",37,1214,0,0,20,0,0,17,0,0,19,1,0,0
"Dean Wade","CLE",63,1212,1,0,28,0,0,44,0,0,8,1,0,0
"Markieff Morris","LAL",61,1200,11,0,47,0,0,40,9,0,6,0,0,0
"Josh Okogie","MIN",59,1197,9,0,61,0,0,29,1,0,17,4,0,0
"D'Angelo Russell","MIN",42,1196,0,0,18,5,0,21,1,0,1,0,0,0
"Monte Morris","DEN",47,1196,0,0,14,0,0,1,0,0,0,0,0,0
"Dwight Howard","PHI",69,1196,2,0,53,4,0,48,13,2,64,10,0,4
"Blake Griffin","BKN",46,1187,9,1,41,0,0,28,7,0,27,10,0,0
"Shai Gilgeous-Alexander","OKC",35,1180,17,0,21,0,0,4,0,0,5,0,1,3
"Aaron Holiday","IND",66,1176,0,0,33,1,0,19,0,0,10,0,0,0
"Paul Millsap","DEN",56,1162,0,0,38,0,0,32,0,0,15,3,0,0
"Anthony Davis","LAL",36,1162,3,0,44,0,0,34,4,0,18,0,0,0
"Kevon Looney","GSW",61,1161,7,0,60,0,0,61,9,0,26,1,0,0
"Kevin Durant","BKN",35,1157,7,0,26,5,0,37,3,0,41,5,0,0
"Georges Niang","UTA",72,1154,0,0,16,3,0,23,0,0,14,4,0,0
"Jarred Vanderbilt","MIN",64,1139,8,0,65,2,0,34,6,0,24,4,0,0
"Grant Williams","BOS",63,1138,8,0,44,4,0,27,8,0,34,14,0,0
"Chuma Okeke","ORL",45,1133,0,0,6,2,0,9,7,0,8,0,0,0
"Wesley Matthews","LAL",58,1130,4,0,36,2,0,11,0,0,12,0,5,0
"D.J. Augustin","HOU",57,1129,1,0,8,3,0,2,1,0,6,0,0,0
"JaMychal Green","DEN",58,1120,5,0,37,0,0,19,1,0,31,4,0,0
"Marvin Bagley III","SAC",43,1112,12,0,87,0,0,66,2,0,20,10,0,0
"Juan Toscano-Anderson","GSW",53,1107,7,0,30,5,0,43,0,0,25,4,0,0
"Anfernee Simons","POR",64,1104,2,0,42,5,0,20,0,0,14,5,0,0
"Larry Nance Jr.","CLE",35,1091,0,0,40,1,0,14,3,0,22,0,0,0
"Aleksej Pokusevski","OKC",45,1090,7,0,24,0,0,2,0,0,3,0,0,0
"PJ Dozier","DEN",50,1088,4,0,36,0,0,19,0,0,17,1,0,0
"Xavier Tillman","MEM",59,1085,2,0,40,4,0,21,8,2,33,12,10,0
"Gary Harris","ORL",39,1080,0,0,30,3,0,32,0,0,17,5,0,5
"Victor Oladipo","MIA",33,1080,3,0,46,6,0,58,7,0,39,10,0,0
"Cameron Payne","PHX",60,1080,4,0,30,0,0,18,4,0,3,3,0,0
"Damion Lee","GSW",57,1079,0,0,17,0,0,10,0,0,9,0,0,0
"Terence Davis","SAC",61,1074,4,0,21,3,0,29,2,0,10,7,0,0
"Kenyon Martin Jr.","HOU",45,1068,3,3,40,12,0,32,5,0,27,4,0,0
"Derrick White","SAS",36,1064,3,0,39,0,0,45,0,0,35,5,0,0
"Furkan Korkmaz","PHI",55,1062,1,0,14,0,0,2,6,0,0,0,0,0
"Devin Vassell","SAS",62,1056,1,0,14,0,0,13,1,0,8,15,0,0
"Brad Wanamaker","CHA",61,1053,0,0,15,1,0,6,4,0,12,4,0,0
"Timothe Luwawu-Cabarrot","BKN",58,1050,5,0,29,6,0,40,2,0,17,11,0,0
"James Johnson","NOP",51,1048,4,0,53,0,0,40,4,0,33,9,0,0
"De'Anthony Melton","MEM",52,1045,7,0,38,1,0,11,2,0,25,4,0,10
"Derrick Favors","UTA",68,1039,6,0,44,8,0,45,3,0,22,0,0,0
"Garrison Mathews","WAS",64,1038,1,0,35,2,0,33,0,0,22,5,0,0
"Denzel Valentine","CHI",62,1036,0,0,18,0,0,5,0,0,0,0,0,0
"Wayne Ellington","DET",46,1012,0,0,28,5,0,34,0,0,0,0,0,0
"Nickeil Alexander-Walker","NOP",46,1007,2,0,32,1,0,42,0,0,22,13,0,0
"Stanley Johnson","TOR",61,1006,7,0,43,0,0,55,0,0,8,8,0,0
"Cody Zeller","CHA",48,1005,0,0,24,1,0,46,0,0,27,4,2,0
"Marc Gasol","LAL",52,993,8,0,35,3,0,59,10,0,6,6,2,2
"Tony Snell","ATL",47,992,0,0,23,1,0,22,0,0,5,0,0,0
"Jordan Poole","GSW",51,988,1,0,27,0,0,0,0,0,18,0,0,0
"James Ennis III","ORL",41,986,11,2,29,0,0,47,3,0,19,2,5,0
"Robert Williams III","BOS",52,985,6,0,33,6,0,26,5,0,15,1,0,0
"Aron Baynes","TOR",53,980,4,0,50,4,0,47,8,0,12,4,0,0
"Alex Len","WAS",64,979,4,0,56,7,0,72,0,0,34,13,3,0
"DeAndre' Bembry","TOR",51,972,3,0,25,0,0,18,0,0,12,13,3,2
"Dwight Powell","DAL",58,966,0,0,39,0,0,41,1,2,45,9,0,0
"Jaxson Hayes","NOP",60,964,0,0,33,0,0,35,0,0,12,0,0,0
"Serge Ibaka","LAC",41,955,1,0,19,2,0,25,1,0,27,4,0,0
"Jeff Teague","MIL",55,950,5,0,14,0,0,1,0,0,3,0,0,0
"Semi Ojeleye","BOS",56,950,4,0,11,0,0,11,0,0,6,0,0,0
"Rodney Hood","TOR",55,943,0,0,22,0,0,12,0,0,4,0,0,0
"Jordan McLaughlin","MIN",51,938,0,0,3,0,0,1,0,0,0,0,0,0
"Taj Gibson","NYK",45,936,8,0,51,6,0,43,11,1,28,0,0,0
"Tyrese Maxey","PHI",61,935,1,0,17,0,0,10,0,0,7,4,0,0
"Danuel House Jr.","HOU",36,932,11,0,45,0,0,21,2,0,11,1,0,0
"Malachi Flynn","TOR",47,928,0,0,12,1,0,16,1,0,19,0,0,0
"Ish Smith","WAS",44,924,0,0,10,3,0,21,6,0,7,7,0,0
"Moses Brown","OKC",43,920,9,0,35,8,0,39,20,0,24,11,0,0
"Trey Burke","DAL",62,914,0,0,12,0,0,8,0,0,2,0,0,0
"Damyean Dotson","CLE",46,907,0,0,10,0,0,10,0,0,5,0,0,0
"Willie Cauley-Stein","DAL",53,906,0,0,46,0,0,44,7,0,43,6,5,0
"Taurean Prince","CLE",41,905,1,0,37,1,0,14,0,0,7,0,0,0
"Ben McLemore","LAL",53,905,5,1,30,6,0,26,4,0,29,3,0,0
"Kira Lewis Jr.","NOP",54,904,3,0,44,0,0,24,6,0,30,5,5,0
"Jalen McDaniels","CHA",47,904,0,0,42,0,0,31,6,0,38,13,0,0
"Juancho Hernangomez","MIN",52,900,2,0,10,0,0,0,0,0,0,0,0,0
"R.J. Hampton","ORL",51,888,0,0,17,0,0,4,0,0,0,0,0,0
"Jusuf Nurkic","POR",37,880,2,0,30,9,0,54,9,0,33,11,0,0
"Malik Monk","CHA",42,878,0,0,11,0,0,15,0,0,9,0,0,0
"Dario Saric","PHX",50,871,1,0,31,0,0,11,1,0,13,0,0,0
"Sekou Doumbouya","DET",56,869,2,0,44,0,0,15,1,0,12,1,0,0
"Edmond Sumner","IND",53,861,12,0,34,4,0,16,4,0,10,5,5,0
"Mitchell Robinson","NYK",31,853,1,0,74,0,0,84,0,0,14,5,0,0
"Mike Scott","PHI",51,852,0,0,32,0,0,27,3,0,12,0,0,0
"Cody Martin","CHA",52,849,2,0,7,0,0,0,0,0,0,0,0,0
"Willy Hernangomez","NOP",47,846,4,0,24,0,0,30,2,0,22,2,0,5
"Austin Rivers","DEN",36,845,2,0,24,0,0,15,0,0,16,2,0,0
"Trevor Ariza","MIA",30,841,2,0,17,2,0,20,9,0,25,0,0,0
"Chasson Randle","ORL",41,837,4,0,16,0,0,4,0,0,4,2,0,0
"James Wiseman","GSW",39,836,5,0,67,8,0,67,19,0,58,21,0,0
"Kevin Porter Jr.","HOU",26,835,9,0,50,8,0,22,22,0,22,8,0,0
"Patrick Beverley","LAC",37,832,0,0,38,0,0,41,1,0,37,6,0,0
"Caleb Martin","CHA",53,818,1,0,15,0,0,4,0,0,0,0,0,0
"Torrey Craig","PHX",50,803,6,0,8,0,0,4,4,0,3,0,0,0
"Michael Carter-Williams","ORL",31,800,1,0,26,0,0,14,0,0,32,7,0,0
"Daniel Gafford","WAS",54,791,5,0,13,4,0,15,11,0,10,3,7,2
"Eric Gordon","HOU",27,789,6,0,39,8,0,13,3,0,0,0,0,0
"Ty Jerome","OKC",33,788,0,0,20,0,0,12,0,0,8,3,0,0
"Al Horford","OKC",28,782,4,0,10,3,0,14,3,0,13,0,4,0
"Saben Lee","DET",48,781,0,0,37,0,0,13,1,0,19,0,0,0
"Maurice Harkless","MIA",37,772,4,0,38,3,0,41,2,0,23,13,0,0
"Rajon Rondo","LAC",45,769,0,0,10,2,0,4,5,0,6,0,0,0
"Mychal Mulder","GSW",60,766,5,0,2,1,0,7,2,0,5,0,0,0
"Jeremy Lamb","IND",36,765,0,0,12,5,0,16,0,0,16,1,0,0
"Jaylen Nowell","MIN",42,759,6,0,15,0,0,5,0,0,9,1,0,0
"Drew Eubanks","SAS",54,755,1,0,33,0,0,14,2,0,14,12,0,0
"Cam Reddish","ATL",26,750,0,0,24,0,0,28,0,0,14,0,0,0
"Frank Jackson","DET",40,738,1,0,8,0,0,12,0,0,6,0,0,0
"Precious Achiuwa","MIA",61,737,0,0,19,0,0,18,3,0,8,9,0,0
"Mo Bamba","ORL",46,725,10,0,32,1,0,15,6,2,9,2,0,0
"JJ Redick","DAL",44,723,0,0,5,2,0,8,0,0,10,1,0,0
"Yuta Watanabe","TOR",50,723,0,0,12,2,0,3,0,0,0,0,0,0
"Moritz Wagner","ORL",45,722,5,0,36,1,0,34,6,0,44,11,0,0
"Jevon Carter","PHX",60,717,1,0,5,0,0,3,0,0,4,0,0,0
"Frank Kaminsky","PHX",47,715,0,0,20,0,0,17,0,0,12,0,2,4
"DeMarcus Cousins","LAC",41,713,2,0,40,0,0,47,11,0,36,5,0,0
