"Name","TeamAbbreviation","GamesPlayed","Minutes","Period1Fouls2Minutes","Period1Fouls3Minutes","Period2Fouls2Minutes","Period2Fouls3Minutes","Period2Fouls4Minutes","Period3Fouls3Minutes","Period3Fouls4Minutes","Period3Fouls5Minutes","Period4Fouls4Minutes","Period4Fouls5Minutes","PeriodOTFouls4Minutes","PeriodOTFouls5Minutes"
"Jay Huff","MEM",64,748,2,0,17,0,0,16,9,0,18,2,0,0
"Drew Eubanks","LAC",61,746,1,0,15,1,0,8,5,0,10,0,3,0
"Talen Horton-Tucker","CHI",58,724,0,0,14,0,0,7,0,0,0,0,0,0
"Gary Harris","ORL",48,711,1,0,10,0,0,9,0,0,0,0,0,0
"Micah Potter","UTA",38,705,0,0,4,0,0,7,0,0,2,0,0,0
"Jett Howard","ORL",60,701,0,0,11,0,0,4,1,0,8,4,0,0
"DeAndre Jordan","DEN",56,691,0,0,16,0,0,1,0,0,17,7,0,0
"Quinten Post","GSW",42,686,6,0,28,2,0,13,6,0,18,5,0,0
"Blake Wesley","SAS",58,683,0,0,10,0,0,3,0,0,0,0,0,0
"Sandro Mamukelashvili","SAS",61,681,0,0,13,0,0,0,0,0,1,5,0,0
"Marcus Smart","WAS",34,680,0,0,4,0,0,0,0,0,1,0,0,0
"Jalen Pickett","DEN",49,666,2,0,4,0,0,3,0,0,7,0,0,0
"Tosan Evbuomwan","BKN",28,665,2,0,13,1,0,7,8,0,13,0,0,0
"Antonio Reeves","NOP",44,660,0,0,6,1,0,4,0,0,7,1,0,0
"Kyle Lowry","PHI",35,659,2,0,24,0,0,4,1,0,9,10,0,0
"Reed Sheppard","HOU",52,653,1,0,11,1,0,9,0,0,2,0,0,0
"Herbert Jones","NOP",20,648,0,0,40,0,0,34,3,0,36,28,0,0
"AJ Johnson","WAS",29,638,0,0,14,3,0,21,9,0,21,19,0,0
"Maxi Kleber","DAL",34,637,2,0,24,0,0,30,1,0,3,1,0,0
"Delon Wright","NYK",40,634,0,0,3,0,0,0,0,0,0,0,0,0
"Jericho Sims","MIL",53,631,5,0,34,4,0,11,9,0,2,0,0,0
"Josh Okogie","CHA",40,625,0,0,16,0,0,6,0,0,2,0,0,0
"Daniel Theis","NOP",38,621,0,0,10,2,0,11,2,0,17,0,1,4
"Jeff Dowtin Jr.","PHI",41,621,0,0,7,0,0,0,0,0,0,0,0,0
"Cory Joseph","ORL",50,612,0,0,5,0,0,27,0,0,11,0,0,0
"Kessler Edwards","DAL",40,608,6,0,20,0,0,24,0,0,10,1,0,0
"Zeke Nnaji","DEN",57,608,3,0,28,0,0,17,2,0,12,1,0,0
"Pat Connaughton","MIL",41,603,0,0,1,0,0,5,0,0,0,0,0,0
"Ajay Mitchell","OKC",36,597,0,0,21,0,0,4,0,0,23,0,0,0
"Brandon Ingram","NOP",18,595,0,0,11,0,0,14,3,0,8,0,0,0
"Jared McCain","PHI",23,592,0,0,17,1,0,19,0,0,11,3,0,0
"Cam Reddish","LAL",33,589,0,0,21,1,0,12,0,0,2,0,0,0
"Jae'Sean Tate","HOU",52,588,0,0,12,6,0,25,1,3,8,0,5,0
"Olivier-Maxence Prosper","DAL",52,584,0,0,8,0,0,0,0,0,0,0,0,0
"Jarred Vanderbilt","LAL",36,581,4,2,30,1,0,15,2,0,8,1,0,0
"Joel Embiid","PHI",19,574,2,0,30,0,0,22,0,0,19,5,0,0
"Monté Morris","PHX",45,571,0,0,2,0,0,3,0,0,0,0,0,0
"Moritz Wagner","ORL",30,564,2,0,20,0,0,7,2,0,11,0,0,0
"Malcolm Brogdon","WAS",24,564,0,0,11,0,0,0,0,0,6,1,0,0
"John Konchar","MEM",46,558,0,0,4,0,0,3,0,0,4,0,0,0
"Dillon Jones","OKC",54,552,1,2,3,0,0,0,0,0,6,1,0,0
"Dwight Powell","DAL",55,551,5,0,19,0,0,19,0,0,14,0,0,0
"Jordan Goodwin","LAL",29,543,0,0,19,0,0,13,0,0,5,0,0,0
"Richaun Holmes","WAS",31,534,4,0,28,9,0,23,6,0,11,0,0,0
"Mouhamed Gueye","ATL",33,533,5,0,13,0,0,28,0,0,6,0,0,0
"Bismack Biyombo","SAS",28,528,1,0,14,1,0,9,8,0,1,4,0,0
"Jaylen Clark","MIN",40,522,1,0,17,0,0,9,2,0,9,4,0,0
"Rob Dillingham","MIN",49,516,0,0,5,0,0,5,2,0,6,2,0,0
"Colby Jones","WAS",39,515,4,0,8,0,0,8,0,0,15,1,0,0
"Craig Porter Jr.","CLE",51,513,0,0,0,0,0,0,0,0,0,0,0,0
"Tristan Vukcevic","WAS",35,513,4,0,21,3,0,13,2,0,9,9,0,0
"Elfrid Payton","NOP",24,511,0,0,9,0,0,4,0,0,5,5,0,0
"Jamal Cain","NOP",37,502,2,0,20,0,0,13,1,0,12,0,0,0
"Keaton Wallace","ATL",31,501,0,0,6,0,0,10,0,0,5,0,0,0
"Jock Landale","HOU",42,500,0,0,9,0,0,14,0,0,7,0,0,0
"Wendell Moore Jr.","CHA",36,499,0,0,9,0,0,3,0,0,0,0,0,0
"Vince Williams Jr.","MEM",27,499,0,0,2,0,0,4,0,0,3,0,0,0
"Brandon Williams","DAL",33,487,0,0,11,0,0,2,0,0,5,0,0,0
"A.J. Lawson","TOR",26,486,5,0,14,2,0,40,0,0,10,0,0,0
"Grant Williams","CHA",16,479,0,0,18,0,0,8,0,0,15,0,0,0
"Lonnie Walker IV","PHI",20,477,1,0,16,7,0,22,3,0,6,5,0,0
"Duop Reath","POR",46,469,2,0,10,0,0,12,0,0,9,0,0,0
"Reece Beekman","BKN",36,469,0,0,7,1,0,6,0,0,12,0,0,0
"Kai Jones","DAL",40,468,0,0,14,0,0,9,2,0,15,6,0,0
"Larry Nance Jr.","ATL",24,463,4,0,22,0,0,14,2,0,5,0,5,0
"Collin Gillespie","PHX",33,461,0,0,0,0,0,4,0,0,2,1,0,0
"Rayan Rupert","POR",52,460,4,0,7,0,0,6,0,0,4,2,0,0
"GG Jackson","MEM",29,459,0,0,6,0,0,5,1,0,5,0,0,0
"Jaylon Tyson","CLE",47,453,6,0,18,0,0,20,0,0,5,4,0,0
"Bol Bol","PHX",36,448,1,0,7,0,0,0,0,0,0,0,0,0
"Paul Reed","DET",45,436,2,0,14,0,0,12,0,0,7,3,0,0
"Colin Castleton","TOR",26,432,3,0,7,0,0,19,0,0,25,2,0,0
"Trevelin Queen","ORL",31,430,0,0,3,0,0,9,1,0,12,3,0,0
"Malaki Branham","SAS",47,427,0,0,9,0,0,0,0,0,0,0,0,0
"Jordan Miller","LAC",37,420,0,0,0,0,0,0,0,0,0,0,0,0
"Mo Bamba","NOP",32,413,2,0,12,3,0,11,2,1,5,5,0,0
"David Roddy","HOU",33,410,2,0,15,0,0,5,0,0,6,0,0,0
"Taj Gibson","CHA",37,409,0,0,14,1,0,7,8,0,7,0,0,0
"Ousmane Dieng","OKC",37,405,0,0,1,0,0,2,0,0,7,0,0,0
"Jordan Walsh","BOS",52,403,0,0,5,0,0,0,0,0,0,0,0,0
"Hunter Tyson","DEN",51,400,0,0,11,0,0,8,0,0,0,0,0,0
"Anthony Gill","WAS",51,397,0,0,1,0,0,0,0,0,4,0,0,0
"Jeff Green","HOU",32,396,0,0,3,3,0,9,3,0,7,0,0,0
"Devin Carter","SAC",36,396,0,0,7,2,0,2,2,3,0,1,0,0
"Trey Jemison III","LAL",38,392,3,0,23,0,0,21,1,1,12,6,0,0
"Reggie Jackson","PHI",31,384,0,0,4,0,0,5,1,0,5,0,0,0
"Baylor Scheierman","BOS",31,384,0,0,0,0,0,0,0,0,0,0,0,0
"Quenton Jackson","IND",28,381,0,0,11,0,0,21,0,0,6,3,1,0
"Alex Len","LAL",46,380,2,0,9,3,0,8,0,5,2,0,0,0
"Johnny Furphy","IND",50,379,0,0,5,0,0,4,0,0,15,0,4,6
"Charles Bassey","SAS",36,376,4,0,8,2,0,7,0,0,2,3,0,0
"Dominick Barlow","ATL",35,375,2,0,9,0,0,17,0,0,17,2,0,0
"Danté Exum","DAL",20,372,1,0,7,0,0,2,3,0,5,1,0,0
"Damion Baugh","CHA",15,370,1,0,18,0,0,14,0,0,9,0,0,0
"Jaden Springer","UTA",43,365,0,0,6,0,0,8,1,0,13,0,0,5
"Robert Williams III","POR",20,351,0,0,4,0,0,0,0,0,0,0,0,0
"Doug McDermott","SAC",42,342,0,0,5,0,0,8,0,0,0,0,0,0
"Christian Koloko","LAL",37,342,6,0,7,0,0,8,0,0,3,1,0,0
"Terrence Shannon Jr.","MIN",32,339,0,0,0,3,0,4,0,0,0,0,1,0
"Keion Brooks Jr.","NOP",14,332,0,0,17,0,0,34,1,0,4,0,0,0
"Tristan Thompson","CLE",40,328,0,0,5,0,0,2,0,0,10,0,0,0
"Maxwell Lewis","BKN",28,328,0,0,11,5,0,15,0,0,2,2,0,0
"Patty Mills","LAC",29,321,0,0,2,0,0,2,2,0,0,0,0,0
"Jevon Carter","CHI",36,321,0,0,0,0,0,0,0,0,0,0,0,0
"Tre Mann","CHA",13,319,0,0,18,0,0,10,0,0,3,3,0,0
"Jalen Hood-Schifino","PHI",15,315,3,0,8,1,0,4,0,0,0,0,2,0
"Jordan McLaughlin","SAS",46,314,0,0,0,0,0,0,0,0,0,0,0,0
"Torrey Craig","BOS",26,314,0,0,8,0,0,4,0,0,0,0,0,0
"Matisse Thybulle","POR",15,312,0,0,0,3,0,6,0,0,0,0,0,0
"Isaac Jones","SAC",40,304,0,0,3,0,0,1,0,0,3,2,0,0
"Tyler Kolek","NYK",41,296,0,0,4,0,0,3,0,0,1,3,0,0
"Mitchell Robinson","NYK",17,290,2,0,5,2,0,5,0,0,0,0,0,0
"Josh Minott","MIN",46,276,2,0,2,0,0,0,0,0,0,0,0,0
"Kobe Brown","LAC",40,272,0,0,0,0,0,0,0,0,0,0,0,0
"Dru Smith","MIA",14,268,0,0,16,0,0,5,0,0,19,10,0,0
"Isaiah Wong","CHA",20,265,0,0,2,0,0,1,0,0,0,0,0,0
"Marvin Bagley III","MEM",31,265,4,0,7,0,0,0,0,0,4,0,0,0
"Oscar Tshiebwe","UTA",14,255,1,0,8,1,0,9,0,0,1,0,0,0
"Drew Timme","BKN",9,254,1,0,6,0,0,0,1,0,9,0,0,0
"Marcus Bagley","PHI",10,253,1,0,3,0,0,5,0,0,3,1,0,0
"Cam Spencer","MEM",25,252,0,0,3,0,0,10,0,0,0,0,0,0
"Kevin Love","MIA",23,251,0,0,2,0,0,3,0,0,0,0,0,0
"Pat Spencer","GSW",39,250,2,0,5,2,0,3,3,0,0,0,0,0
"JT Thor","WAS",20,249,0,0,3,0,0,0,0,0,0,0,0,0
"Branden Carlson","OKC",32,246,0,0,9,0,0,0,0,0,0,0,0,0
"Dariq Whitehead","BKN",20,246,3,0,8,0,0,0,0,0,0,0,0,0
"Johnny Davis","WAS",34,242,0,0,4,0,0,0,0,0,0,0,0,0
"Bones Hyland","MIN",24,239,1,0,6,5,0,5,0,0,11,0,0,0
"Jaylen Martin","WAS",16,239,0,0,4,0,0,0,0,0,0,0,0,0
"Xavier Tillman","BOS",33,231,0,0,1,0,0,4,0,0,2,0,0,0
"Garrett Temple","TOR",28,227,0,0,3,0,0,6,0,0,2,0,0,0
"Jared Rhoden","TOR",14,226,3,0,8,2,0,1,5,0,0,9,0,0
"Luka Garza","MIN",38,219,0,0,1,0,0,2,2,0,0,0,0,0
"Ariel Hukporti","NYK",25,217,1,0,1,1,0,1,3,0,3,0,0,0
"Alex Reese","PHI",15,216,0,0,9,0,0,9,0,0,0,0,0,0
"Dario Šarić","DEN",16,210,0,0,14,0,0,6,0,0,10,3,0,0
"Adam Flagler","OKC",37,203,0,0,0,0,0,0,0,0,0,0,0,0
"Chuma Okeke","CLE",9,197,0,0,9,0,0,0,0,0,0,0,0,0
"Drew Peterson","BOS",25,186,0,0,1,3,0,4,0,0,0,0,0,0
"Markelle Fultz","SAC",21,184,0,0,0,0,0,0,0,0,1,0,0,0
"Lester Quinones","NOP",13,183,0,0,8,0,0,0,0,0,9,1,0,0
"Bronny James","LAL",27,181,2,0,7,0,0,1,0,0,2,0,0,0
"Enrique Freeman","IND",22,181,0,0,3,0,0,2,0,0,0,0,0,0
"Cole Swider","TOR",10,170,1,0,6,0,0,0,0,0,0,0,0,0
"Jaylen Nowell","NOP",8,168,0,0,2,0,0,0,0,0,1,2,0,0
"Markieff Morris","LAL",15,164,3,0,10,1,0,6,3,0,7,0,0,0
"Killian Hayes","BKN",6,162,0,0,3,0,0,5,0,0,0,0,0,0
"MarJon Beauchamp","NYK",35,156,0,0,0,0,0,0,0,0,0,0,0,0
"Lamar Stevens","MEM",17,155,0,0,2,0,0,13,0,0,5,0,0,0
"Tyson Etienne","BKN",7,151,0,0,4,0,0,2,0,0,0,7,0,0
"Josh Richardson","MIA",8,150,0,0,2,0,0,4,0,0,3,0,0,0
"Nate Williams","HOU",20,147,0,0,1,0,0,1,0,0,10,0,0,0
"Bruno Fernando","TOR",17,147,2,0,4,0,0,6,0,0,7,0,0,0
"Damion Lee","PHX",25,144,0,0,0,0,0,0,0,0,0,0,0,0
"Oshae Brissett","PHI",6,142,0,0,0,0,0,1,0,0,4,0,5,0
"Pete Nance","MIL",13,138,0,0,4,0,0,2,1,0,13,0,2,3
"Elijah Harkless","UTA",10,138,0,0,3,2,0,4,2,0,4,2,0,0
"Vlatko Čančar","DEN",13,136,0,0,0,0,0,1,0,0,0,0,0,0
"Kylor Kelley","NOP",11,126,2,0,12,0,0,1,2,0,6,0,0,0
"Alex Ducas","OKC",21,125,0,0,4,0,0,3,0,0,2,0,0,0
"Spencer Jones","DEN",20,125,0,0,9,0,0,4,0,0,0,0,0,0
"Kobe Bufkin","ATL",10,124,0,0,3,0,0,0,0,0,0,0,0,0
"Tyler Smith","MIL",23,122,0,0,0,0,0,0,0,0,0,0,0,0
"De'Anthony Melton","GSW",6,121,1,0,12,0,0,1,0,0,3,3,0,0
"Moses Brown","DAL",13,119,0,0,6,0,0,0,0,0,1,2,0,0
"TyTy Washington Jr.","PHX",16,118,0,0,0,0,0,0,0,0,0,0,0,0
"Trey Alexander","DEN",23,116,0,0,0,0,0,0,0,0,0,0,0,0
"Sidy Cissoko","POR",22,114,0,0,0,0,0,0,0,0,0,0,0,0
"Joe Ingles","MIN",19,114,2,0,3,0,0,0,0,0,0,0,0,0
"Tony Bradley","IND",14,113,0,0,5,0,0,0,0,0,0,0,0,0
"Jaylen Sims","CHA",6,112,0,0,0,0,0,2,0,0,0,0,0,0
"Pacôme Dadiet","NYK",18,111,0,0,0,0,0,0,0,0,0,0,0,0
"Patrick Baldwin Jr.","LAC",24,107,0,0,0,0,0,0,0,0,0,0,0,0
"Chris Livingston","MIL",21,106,0,0,0,0,0,0,0,0,0,0,0,0
"Jae Crowder","SAC",9,103,0,0,5,0,0,0,0,0,3,0,0,0
"Justin Minaya","POR",19,101,0,0,0,0,0,2,0,0,0,0,0,0
"Keshad Johnson","MIA",16,98,0,0,8,0,0,1,0,0,11,0,0,0
"Yuki Kawamura","MEM",22,93,0,0,0,0,0,0,0,0,0,0,0,0
"Luke Travers","CLE",12,88,0,0,1,0,0,0,0,0,0,0,0,0
"Stanley Umude","MIL",22,86,0,0,0,0,0,0,0,0,0,0,0,0
