"Name","TeamAbbreviation","GamesPlayed","Minutes","Period1Fouls2Minutes","Period1Fouls3Minutes","Period2Fouls2Minutes","Period2Fouls3Minutes","Period2Fouls4Minutes","Period3Fouls3Minutes","Period3Fouls4Minutes","Period3Fouls5Minutes","Period4Fouls4Minutes","Period4Fouls5Minutes","PeriodOTFouls4Minutes","PeriodOTFouls5Minutes"
"Cristiano Felicio","CHI",60,746,1,0,16,0,0,3,0,0,7,5,0,0
"Chasson Randle","WAS",49,743,2,0,26,0,0,25,0,0,12,3,0,0
"Brandon Knight","CLE",39,737,1,0,34,0,0,14,5,0,8,0,0,0
"Troy Brown Jr.","WAS",52,730,0,0,14,0,0,2,0,0,9,0,0,0
"Kenneth Faried","HOU",37,728,1,0,28,6,0,22,3,0,33,15,0,0
"Ivan Rabb","MEM",49,721,2,0,38,4,0,22,1,0,35,0,0,0
"Treveon Graham","BKN",35,715,4,0,34,5,0,39,3,0,53,0,0,0
"Cameron Payne","CLE",40,712,1,0,32,0,0,33,4,0,12,1,0,0
"Tyler Dorsey","MEM",48,698,5,0,25,0,0,12,0,0,9,0,0,0
"Abdel Nader","OKC",61,694,8,0,7,0,0,21,1,0,15,0,0,0
"Joakim Noah","MEM",42,693,5,0,27,2,0,13,6,0,22,1,0,0
"Boban Marjanovic","PHI",57,681,3,0,23,1,0,13,3,0,4,2,0,0
"Furkan Korkmaz","PHI",48,679,3,0,25,0,0,13,2,0,10,12,0,0
"Devonte' Graham","CHA",46,676,1,0,9,0,0,4,1,0,4,9,0,0
"Timothe Luwawu-Cabarrot","CHI",50,669,6,0,33,0,0,29,1,0,18,2,0,0
"Dante Exum","UTA",42,664,2,0,18,3,0,16,3,0,8,0,0,0
"Jerryd Bayless","MIN",34,657,0,0,21,2,0,9,2,0,10,2,0,0
"Aaron Holiday","IND",50,646,0,0,23,4,0,9,1,0,7,7,0,0
"Khem Birch","ORL",50,643,1,0,30,3,0,15,2,0,27,5,0,0
"Gary Clark","HOU",51,641,5,0,11,2,0,2,0,0,0,0,0,0
"Jonah Bolden","PHI",44,639,1,0,19,9,0,32,18,0,24,16,0,0
"Jose Calderon","DET",48,632,0,0,3,0,0,7,0,0,10,1,0,0
"Isaiah Canaan","MIL",30,628,0,0,28,0,0,12,5,0,5,6,1,0
"Tyrone Wallace","LAC",62,628,0,0,13,0,0,9,0,0,13,10,0,0
"Glenn Robinson III","DET",47,610,0,0,6,0,0,9,1,0,10,0,5,0
"Thabo Sefolosha","UTA",50,609,0,0,15,0,0,0,0,0,0,0,0,0
"Kevin Love","CLE",22,598,2,0,12,2,1,10,8,0,12,6,0,0
"Semi Ojeleye","BOS",56,594,3,0,9,2,0,2,0,0,0,0,0,0
"Alex Abrines","OKC",31,588,1,0,11,0,0,8,7,0,14,3,0,0
"Jevon Carter","MEM",39,577,2,0,11,0,0,10,1,0,22,0,0,0
"Isaiah Briscoe","ORL",39,559,6,0,29,0,0,19,4,3,26,6,0,0
"Nene","HOU",42,546,4,0,22,0,0,14,2,0,8,3,2,0
"Wesley Johnson","WAS",38,534,4,0,19,5,0,18,7,0,8,1,0,0
"Alex Caruso","LAL",25,531,0,0,9,0,0,10,0,0,18,17,0,0
"Amir Johnson","PHI",51,529,5,0,26,7,0,17,9,1,8,14,0,0
"Hamidou Diallo","OKC",51,526,0,0,22,0,0,3,0,0,9,4,0,0
"TJ Leaf","IND",58,522,0,0,2,0,0,0,0,0,1,0,0,0
"Omri Casspi","MEM",36,520,0,0,11,0,0,2,0,0,0,0,0,0
"Georges Niang","UTA",59,516,0,0,4,0,0,4,0,0,3,0,0,0
"Keita Bates-Diop","MIN",30,503,0,0,3,0,0,8,0,0,2,0,0,0
"Kosta Koufos","SAC",42,502,3,0,22,0,0,15,1,1,5,0,0,0
"Marquese Chriss","CLE",43,499,2,0,4,1,0,6,6,0,10,2,1,6
"Ian Mahinmi","WAS",34,498,1,0,31,7,0,36,1,0,14,11,0,0
"Chandler Parsons","MEM",25,496,1,0,15,0,0,10,0,0,2,0,0,0
"Corey Brewer","SAC",31,492,4,0,24,0,0,11,0,0,7,1,0,0
"Greg Monroe","PHI",43,480,2,0,11,0,0,14,4,0,9,0,0,0
"Raul Neto","UTA",37,474,0,0,5,1,0,8,1,0,10,0,0,0
"Justin Anderson","ATL",48,463,0,0,9,0,0,1,0,0,3,0,0,0
"Ryan Broekhoff","DAL",42,453,0,0,3,0,0,7,0,0,0,0,0,0
"Moritz Wagner","LAL",43,446,3,0,23,1,0,16,6,0,10,3,0,0
"Svi Mykhailiuk","DET",42,440,0,0,9,0,0,0,0,0,0,0,0,0
"Jaron Blossomgame","CLE",27,439,0,0,3,0,0,0,0,0,8,0,0,0
"Frank Mason","SAC",38,435,2,0,7,0,0,0,0,0,0,0,0,0
"Courtney Lee","DAL",34,428,0,0,7,0,0,5,0,0,0,0,0,0
"Jaylen Adams","ATL",34,428,2,0,12,0,0,6,0,0,1,0,0,0
"Markelle Fultz","PHI",19,427,5,0,28,1,0,18,1,0,13,6,0,0
"Grayson Allen","UTA",38,416,0,0,2,3,0,9,3,0,18,15,0,0
"Kadeem Allen","NYK",19,416,2,0,10,0,0,14,2,0,17,5,0,0
"Donte DiVincenzo","MIL",27,411,3,0,13,1,0,7,1,0,5,0,0,0
"Damian Jones","GSW",24,410,8,0,9,2,0,29,13,0,11,0,0,0
"Jon Leuer","DET",41,402,0,0,14,0,0,6,7,0,18,5,0,0
"Salah Mejri","DAL",36,399,1,0,15,1,0,9,0,0,15,5,0,0
"Patrick McCaw","TOR",29,397,0,0,10,0,0,1,0,0,2,4,0,0
"MarShon Brooks","MEM",29,387,2,0,3,0,0,3,0,0,0,0,0,0
"Luol Deng","MIN",22,380,0,0,0,0,0,0,0,0,0,0,0,0
"Raymond Felton","OKC",33,379,0,0,1,0,0,0,0,0,0,0,0,0
"Damion Lee","GSW",32,375,0,0,4,0,0,6,0,0,0,0,0,0
"Michael Carter-Williams","ORL",28,372,4,0,14,0,0,6,0,0,9,0,0,0
"Johnathan Williams","LAL",24,372,0,0,12,0,0,12,4,0,20,3,2,0
"Kyle O'Quinn","IND",45,371,3,0,11,0,0,10,0,0,9,0,0,0
"Pau Gasol","MIL",30,361,0,0,1,0,0,0,0,0,0,0,0,0
"Brad Wanamaker","BOS",36,343,0,0,4,3,0,9,1,1,0,0,0,0
"Channing Frye","CLE",36,341,0,0,3,0,0,12,0,0,2,1,0,0
"John Jenkins","NYK",26,333,0,0,4,0,0,0,0,0,0,0,0,0
"Jordan McRae","WAS",27,333,0,0,2,0,0,1,0,0,0,0,0,0
"Dillon Brooks","MEM",18,330,8,0,9,0,0,19,1,0,18,8,0,0
"Jarell Martin","ORL",42,328,1,0,1,1,0,0,0,0,2,3,0,0
"Ryan Anderson","MIA",25,321,0,0,11,0,0,7,0,0,2,0,0,0
"Jerome Robinson","LAC",33,320,0,0,3,3,0,9,2,0,9,1,2,0
"Ekpe Udoh","UTA",51,320,0,0,2,0,0,7,0,0,4,0,0,0
"Sindarius Thornwell","LAC",64,313,0,0,1,0,0,8,0,0,3,1,0,0
"Troy Williams","SAC",21,312,0,0,1,0,0,1,0,0,5,1,0,0
"Alex Poythress","ATL",21,305,5,0,9,1,0,3,0,0,9,3,0,0
"Carmelo Anthony","HOU",10,294,2,0,22,7,0,20,7,0,18,3,0,0
"Quincy Pondexter","SAS",53,292,0,0,0,0,0,0,0,0,0,0,0,0
"Robert Williams III","BOS",32,283,2,0,5,3,1,1,1,2,1,9,0,0
"Michael Beasley","LAL",26,277,7,0,8,2,0,13,1,0,13,0,0,0
"Shake Milton","PHI",20,268,1,0,7,0,0,3,0,0,7,0,0,0
"Cameron Reynolds","MIN",19,259,0,0,6,0,0,4,0,0,6,0,0,0
"Henry Ellenson","NYK",19,259,0,0,1,0,0,1,0,0,19,3,0,0
"Julian Washburn","MEM",18,254,0,0,6,0,0,6,0,0,0,0,0,0
"Guerschon Yabusele","BOS",41,251,1,0,4,0,0,4,0,0,5,0,0,0
"Christian Wood","NOP",21,250,0,0,4,0,0,6,0,0,11,0,0,0
"Deonte Burton","OKC",32,240,1,0,3,0,0,3,0,0,0,0,0,0
"Dwight Howard","WAS",9,230,0,0,17,0,0,32,0,0,12,2,0,0
"JR Smith","CLE",11,222,0,0,0,0,0,8,0,0,8,0,0,0
"Isaiah Hartenstein","HOU",28,221,1,0,6,0,0,7,0,0,9,2,0,0
"Brandon Sampson","CHI",14,214,0,0,0,0,0,1,0,0,0,0,0,0
"Jalen Jones","CLE",16,214,0,0,1,0,0,1,0,0,1,0,0,0
"Lorenzo Brown","TOR",26,212,0,0,0,0,0,0,0,0,6,0,0,0
"Theo Pinson","BKN",18,211,0,0,0,0,0,0,0,0,0,0,0,0
"Edmond Sumner","IND",23,210,2,0,4,3,0,1,7,0,7,4,0,0
"Daniel Hamilton","ATL",19,204,2,0,2,0,0,0,0,0,0,0,0,0
"Jacob Evans","GSW",30,204,0,0,3,0,0,0,0,0,2,0,0,0
"Khyri Thomas","DET",26,195,0,0,0,0,0,0,0,0,0,0,0,0
"Deng Adel","CLE",19,194,0,0,0,0,0,0,0,0,0,0,0,0
"Jason Smith","NOP",20,191,0,0,6,0,0,4,3,0,1,0,0,0
"John Henson","MIL",14,188,0,0,1,0,0,2,0,0,0,0,0,0
"Andrew Harrison","NOP",17,186,1,0,12,0,0,6,0,0,13,1,0,0
"Isaiah Thomas","DEN",12,181,2,0,2,0,0,2,0,0,0,0,0,0
"Caleb Swanigan","SAC",21,178,0,0,10,1,0,1,0,0,1,3,0,0
"Skal Labissiere","POR",22,176,0,0,8,0,0,8,1,0,12,4,0,0
"Yuta Watanabe","MEM",15,174,0,0,2,0,0,0,0,0,0,0,0,0
"Miles Plumlee","ATL",18,173,0,0,4,0,0,0,0,0,0,0,0,0
"Walter Lemon Jr.","CHI",6,167,2,0,8,0,0,0,0,0,0,0,0,0
"Dairis Bertans","NOP",12,167,0,0,0,0,0,0,0,0,0,0,0,0
"Chris Boucher","TOR",28,163,0,0,3,0,0,0,0,0,1,0,0,0
"Duncan Robinson","MIA",15,161,0,0,2,0,0,9,0,0,0,0,0,0
"Ben McLemore","SAC",19,158,0,0,1,0,2,0,1,3,0,0,0,0
"Johnathan Motley","LAC",22,156,2,1,11,7,0,1,5,0,10,0,0,0
"Ron Baker","WAS",15,152,3,0,7,0,0,0,0,0,13,0,0,0
"Milos Teodosic","LAC",15,150,0,0,9,0,0,0,0,0,0,0,0,0
"Ray Spalding","PHX",14,148,2,0,12,1,0,4,1,0,3,2,0,1
"Chimezie Metu","SAS",29,145,0,0,0,0,0,0,0,0,0,0,0,0
"Jemerrio Jones","LAL",6,143,0,0,9,0,0,12,0,0,2,0,0,0
"Anfernee Simons","POR",20,140,3,0,12,0,0,0,0,0,0,0,0,0
"Andrew Bogut","GSW",11,134,0,0,3,2,0,17,0,0,3,0,0,0
"C.J. Williams","MIN",15,128,0,0,0,0,0,0,0,0,0,0,0,0
"JaKarr Sampson","CHI",4,127,0,0,4,2,0,0,8,0,9,0,0,0
"Quincy Acy","PHX",10,123,1,0,1,2,0,3,7,0,5,0,0,0
"Rawle Alkins","CHI",10,120,0,0,0,0,0,0,0,0,0,0,0,0
"Isaac Bonga","LAL",22,120,1,0,10,0,0,0,0,0,0,0,0,0
"Deyonta Davis","ATL",9,118,0,0,9,1,0,1,0,0,3,7,0,0
"Lonnie Walker IV","SAS",17,118,1,0,1,0,0,0,0,0,0,0,0,0
"Drew Eubanks","SAS",23,113,0,0,0,0,0,6,0,0,0,0,0,0
"Jared Terrell","MIN",14,111,0,0,6,0,0,7,0,0,1,0,0,0
"Zhaire Smith","PHI",6,111,0,0,10,1,0,4,0,0,3,0,0,0
"Gary Trent Jr.","POR",15,111,0,0,0,0,0,0,0,0,0,0,0,0
"Jodie Meeks","TOR",8,104,0,0,0,0,0,0,0,0,0,0,0,0
"Malachi Richardson","TOR",22,103,0,0,0,0,0,0,0,0,0,0,0,0
"James Nunnally","HOU",15,102,0,0,0,0,0,3,0,0,5,0,0,5
"Bonzie Colson","MIL",8,98,0,0,0,0,0,0,0,0,0,0,0,0
"Devin Robinson","WAS",7,95,0,0,2,0,0,8,0,0,2,0,0,0
"Wade Baldwin IV","POR",16,94,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Lydon","DEN",25,94,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Zeller","MEM",6,93,2,0,10,0,0,10,4,0,0,7,0,4
"Daryl Macon","DAL",8,90,0,0,0,0,0,0,0,0,7,0,0,0
"Naz Mitrou-Long","UTA",14,84,0,0,0,0,0,3,0,0,0,0,0,5
"Udonis Haslem","MIA",10,74,2,0,3,0,0,0,0,0,0,0,0,0
"Jarred Vanderbilt","DEN",17,69,0,0,0,0,0,3,0,0,0,0,0,0
"Amile Jefferson","ORL",12,68,0,0,10,0,0,0,0,0,0,0,0,0
"Marcus Derrickson","GSW",11,67,0,0,0,0,0,0,0,0,0,0,0,0
"Malcolm Miller","TOR",10,67,0,0,0,0,0,0,0,0,0,0,0,0
"Jimmer Fredette","PHX",6,65,0,0,0,0,0,0,0,0,0,0,0,0
"Alize Johnson","IND",14,64,0,0,0,0,0,0,0,0,0,0,0,0
"Jawun Evans","OKC",8,64,0,0,0,0,0,0,0,0,0,0,0,0
"Billy Garrett","NYK",4,63,0,0,0,0,0,0,0,0,0,0,0,0
"Luc Mbah a Moute","LAC",4,61,0,0,1,0,0,2,1,0,5,0,0,0
"Brandon Goodwin","DEN",16,57,0,0,0,0,0,0,0,0,0,0,0,0
"Isaac Humphries","ATL",5,56,0,0,0,0,0,0,0,0,0,0,0,0
"Jordan Loyd","TOR",12,55,0,0,0,0,0,0,0,0,0,0,0,0
"PJ Dozier","BOS",6,51,0,0,0,0,0,0,0,0,0,0,0,0
"BJ Johnson","SAC",7,49,0,0,3,2,0,0,0,0,0,0,0,0
"Mitchell Creek","MIN",5,47,0,0,4,0,0,0,0,0,0,0,0,0
"Davon Reed","IND",10,47,0,0,0,0,0,0,0,0,0,0,0,0
"Melvin Frazier Jr.","ORL",10,44,0,0,0,0,0,0,0,0,0,0,0,0
"Eric Moreland","TOR",5,43,0,0,0,0,0,3,0,0,2,10,0,0
"Haywood Highsmith","PHI",5,40,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cavanaugh","UTA",11,39,0,0,0,0,0,0,0,0,0,0,0,0
"Demetrius Jackson","PHI",6,39,0,0,0,0,0,2,0,0,0,0,0,0
"Dzanan Musa","BKN",9,39,0,0,0,0,0,0,0,0,0,0,0,0
"Nick Young","DEN",4,37,0,0,0,0,0,0,0,0,0,0,0,0
"Thomas Welsh","DEN",11,36,0,0,0,0,0,0,0,0,0,0,0,0
"Tony Bradley","UTA",3,36,0,0,0,0,0,0,0,0,3,0,5,0
"Chris Chiozza","HOU",7,33,0,0,0,0,0,0,0,0,0,0,0,0
"Isaiah Hicks","NYK",3,32,0,0,7,0,0,3,0,0,0,0,0,0
"Jaylen Morris","MIL",4,28,0,0,0,0,0,0,0,0,0,0,0,0
"Dusty Hannahs","MEM",2,26,0,0,0,0,0,0,0,0,0,0,0,0
"RJ Hunter","BOS",1,26,0,0,6,0,0,0,0,0,0,0,0,0
"Alan Williams","BKN",5,26,0,0,0,0,0,0,0,0,0,0,0,0
