"Name","TeamAbbreviation","GamesPlayed","Minutes","Period1Fouls2Minutes","Period1Fouls3Minutes","Period2Fouls2Minutes","Period2Fouls3Minutes","Period2Fouls4Minutes","Period3Fouls3Minutes","Period3Fouls4Minutes","Period3Fouls5Minutes","Period4Fouls4Minutes","Period4Fouls5Minutes","PeriodOTFouls4Minutes","PeriodOTFouls5Minutes"
"Jabari Parker","MIL",25,739,0,0,12,0,0,17,0,0,7,0,0,0
"Garrett Temple","WAS",52,735,0,0,10,0,0,27,0,0,11,0,0,0
"Marcus Thornton","PHX",48,721,0,0,0,0,0,0,0,0,0,0,0,0
"Gary Harris","DEN",55,719,0,0,8,1,0,14,0,0,16,1,0,0
"Justin Hamilton","MIN",41,713,0,0,30,0,0,32,4,0,27,1,0,0
"Hedo Turkoglu","LAC",62,704,6,0,6,0,0,7,0,0,4,0,1,2
"Mike Miller","CLE",52,701,4,0,25,0,0,23,5,0,12,0,0,0
"Ricky Rubio","MIN",22,692,0,0,10,0,0,18,0,0,12,4,0,0
"PJ Hairston","CHA",45,687,0,0,14,0,0,5,2,0,6,0,0,0
"Allen Crabbe","POR",51,683,4,0,35,7,0,12,0,0,20,1,0,0
"Luke Ridnour","ORL",47,683,0,0,26,0,0,1,0,0,4,1,0,0
"Charlie Villanueva","DAL",64,678,0,0,25,0,0,5,0,0,0,0,0,0
"Maurice Harkless","ORL",45,674,9,0,21,0,0,16,1,0,10,4,0,0
"Travis Wear","NYK",51,672,0,0,14,1,0,7,0,0,5,0,0,0
"James Jones","CLE",57,669,0,0,9,0,0,13,0,0,6,2,0,0
"Alonzo Gee","POR",54,661,4,0,3,0,0,11,0,0,5,2,0,0
"Justin Holiday","GSW",59,657,2,0,9,0,0,0,0,0,0,0,0,0
"Cleanthony Early","NYK",39,647,2,0,21,1,0,16,4,0,20,6,0,0
"Anderson Varejao","CLE",26,636,0,0,34,0,0,27,1,0,7,0,0,0
"Jeremy Lamb","OKC",47,633,0,0,12,0,0,13,0,0,10,3,5,0
"Perry Jones III","OKC",43,631,0,0,22,0,0,22,2,0,17,0,5,0
"Henry Walker","MIA",24,628,5,0,40,0,0,62,3,0,29,9,0,5
"Joel Freeland","POR",48,617,2,0,34,4,0,12,11,0,23,2,3,0
"TJ Warren","PHX",40,614,2,0,9,1,0,8,10,0,14,8,0,0
"Danny Granger","MIA",30,613,2,0,14,0,0,16,8,0,34,8,0,0
"Tyler Johnson","MIA",32,603,0,0,5,0,0,1,0,0,3,0,0,0
"Phil Pressey","BOS",50,600,0,0,2,1,0,4,0,0,5,3,0,0
"Dorell Wright","POR",48,592,2,0,21,0,0,2,1,0,4,3,0,0
"Nate Robinson","LAC",42,591,0,0,17,0,0,9,0,0,4,7,0,0
"Larry Sanders","MIL",27,586,0,0,32,0,0,79,0,0,33,11,0,5
"Jabari Brown","LAL",19,568,0,0,3,0,0,8,0,0,4,9,0,0
"Sergey Karasev","BKN",32,555,0,0,20,0,0,21,2,0,5,0,0,0
"Lorenzo Brown","MIN",29,549,0,0,12,0,0,6,0,0,6,0,4,3
"Samuel Dalembert","NYK",32,544,2,0,30,0,0,13,0,0,19,2,0,4
"Furkan Aldemir","PHI",41,541,5,0,40,1,0,28,4,0,17,6,0,0
"Archie Goodwin","PHX",41,535,2,0,12,0,0,3,0,0,3,0,0,0
"Cory Jefferson","BKN",50,531,5,0,13,0,0,8,0,0,11,1,0,0
"Jordan Farmar","LAC",36,529,0,0,8,0,0,0,0,0,7,3,0,0
"Chris Johnson","UTA",29,527,3,0,26,3,0,17,1,0,10,4,0,0
"Jimmer Fredette","NOP",50,509,0,0,5,0,0,0,0,0,0,0,0,0
"Michael Beasley","MIA",24,505,1,0,32,0,0,19,4,0,26,2,0,0
"E'Twaun Moore","CHI",56,504,0,0,3,3,0,3,0,0,0,0,0,0
"Festus Ezeli","GSW",46,504,0,0,25,0,0,23,5,0,7,0,0,0
"Mike Muscala","ATL",40,502,0,0,27,2,0,16,0,0,18,3,0,0
"Joe Harris","CLE",51,493,0,0,9,0,0,5,0,0,19,11,0,0
"Andrew Nicholson","ORL",40,492,2,0,15,1,0,9,2,5,3,12,0,0
"Elton Brand","ATL",36,486,1,0,11,1,0,8,0,0,7,0,0,0
"Mitch McGary","OKC",32,485,1,0,25,0,0,12,7,0,6,0,0,0
"Spencer Dinwiddie","DET",34,455,0,0,10,0,0,9,0,0,6,2,0,0
"Ryan Hollins","SAC",46,441,2,0,16,3,0,25,0,0,5,3,0,0
"Jeffery Taylor","CHA",29,430,0,0,12,0,0,26,4,0,8,0,0,0
"Brandon Davies","BKN",27,423,5,0,22,4,0,32,0,0,5,13,0,0
"Kendall Marshall","MIL",28,417,0,0,2,0,0,0,0,0,0,0,0,0
"Jason Richardson","PHI",19,416,0,0,3,0,0,7,0,0,5,0,0,0
"Tyler Ennis","MIL",33,411,0,0,8,0,0,0,0,0,4,0,0,0
"Erick Green","DEN",43,410,0,0,8,0,0,0,0,0,0,0,0,0
"Joel Anthony","DET",48,406,5,0,15,0,0,3,0,0,2,0,0,0
"Troy Daniels","CHA",47,397,1,0,10,3,0,3,0,0,10,0,0,0
"Jerome Jordan","BKN",44,383,0,0,3,0,0,0,0,0,3,0,0,0
"Jeff Ayres","SAS",51,383,6,0,15,0,0,4,4,0,2,4,0,0
"Johnny O'Bryant III","MIL",34,368,0,0,0,0,0,10,0,0,3,0,0,0
"Greg Smith","DAL",42,363,1,0,11,2,0,2,2,0,9,0,0,0
"Kyle Anderson","SAS",33,358,3,0,8,0,0,6,2,0,5,0,0,0
"Martell Webster","WAS",32,352,0,0,2,0,0,0,0,0,0,0,0,0
"Austin Daye","ATL",34,344,1,0,10,0,0,10,1,0,19,0,0,0
"Reggie Bullock","PHX",36,338,0,0,5,0,0,0,0,0,0,0,0,0
"James Young","BOS",31,332,0,0,6,0,0,0,0,0,0,0,0,0
"Sebastian Telfair","OKC",16,327,0,0,10,0,0,5,0,0,5,6,0,0
"AJ Price","PHX",26,323,0,0,0,0,0,0,0,0,0,0,0,0
"Doug McDermott","CHI",36,321,0,0,10,0,0,0,0,0,0,0,0,0
"Darius Morris","BKN",38,299,0,0,6,0,0,0,0,0,1,0,0,0
"John Jenkins","ATL",24,297,0,0,4,0,0,0,0,0,0,0,0,0
"Josh McRoberts","MIA",17,296,0,0,7,1,0,0,0,0,9,0,0,0
"Gerald Wallace","BOS",32,286,0,0,3,0,0,0,0,0,0,0,0,0
"Raymond Felton","DAL",29,281,0,0,0,0,0,0,0,0,0,0,0,0
"John Lucas III","DET",21,272,0,0,10,0,0,0,0,0,0,0,0,0
"Brandon Rush","GSW",33,271,0,0,0,0,0,0,0,0,2,0,0,0
"John Salmons","NOP",21,270,2,0,3,0,0,3,0,0,1,1,0,0
"Joffrey Lauvergne","DEN",24,268,7,0,12,0,0,7,0,0,8,1,0,0
"Jeremy Evans","UTA",38,266,0,0,1,0,0,1,0,0,0,0,0,0
"Nick Johnson","HOU",28,262,1,0,9,5,0,11,2,0,8,6,0,1
"Glenn Robinson III","PHI",35,261,0,0,2,1,0,7,0,0,0,0,0,0
"Jeff Withey","NOP",37,259,0,0,5,0,0,0,0,0,0,0,0,0
"Noah Vonleh","CHA",25,259,0,0,6,0,0,0,0,0,0,0,0,0
"JaVale McGee","PHI",23,256,3,0,0,0,0,10,3,0,0,0,0,0
"Chuck Hayes","TOR",29,255,0,0,12,0,0,0,0,0,0,0,0,0
"Jordan Adams","MEM",30,248,0,0,8,0,0,2,0,0,1,6,0,0
"Nate Wolters","NOP",21,247,0,0,6,0,0,2,0,0,2,0,0,0
"Ricky Ledo","NYK",17,244,0,0,1,0,0,8,0,0,0,0,0,0
"Tim Frazier","POR",11,239,0,0,15,3,0,13,6,0,23,0,0,0
"Dwight Powell","DAL",29,236,3,0,18,0,0,11,2,0,10,2,0,0
"Larry Drew II","PHI",12,219,1,0,4,0,0,0,0,0,0,0,0,0
"Landry Fields","TOR",26,216,0,0,0,0,0,0,0,0,0,0,0,0
"Jeff Adrien","MIN",17,215,0,0,4,0,0,1,0,0,0,0,0,0
"Gigi Datome","BOS",21,209,0,0,0,0,0,0,0,0,0,0,0,0
"Devyn Marble","ORL",16,208,0,0,0,0,0,0,0,0,0,0,0,0
"Francisco Garcia","HOU",14,200,0,0,1,0,0,0,0,0,1,0,0,0
"Cartier Martin","DET",23,198,0,0,0,0,0,0,0,0,0,0,0,0
"Steve Novak","OKC",35,197,0,0,0,0,0,0,1,0,0,0,0,0
"Malcolm Thomas","PHI",17,194,4,0,10,0,0,5,0,0,0,0,0,0
"Ian Clark","DEN",30,192,0,0,2,0,0,0,0,0,0,0,0,0
"DeJuan Blair","WAS",29,180,0,0,0,0,0,0,0,0,8,2,4,1
"Toney Douglas","NOP",12,177,0,0,3,0,0,0,0,0,4,0,0,0
"Jorge Gutierrez","MIL",20,174,0,0,7,0,0,9,0,0,0,0,0,0
"JaMychal Green","MEM",24,164,0,0,10,0,0,10,2,0,10,0,0,0
"Bryce Cotton","UTA",15,159,0,0,0,0,0,0,0,0,0,0,0,0
"Bernard James","DAL",16,158,0,0,2,0,0,0,0,0,3,0,0,0
"Earl Barron","PHX",16,143,1,0,5,0,0,3,0,0,0,0,0,0
"James Michael McAdoo","GSW",15,137,0,0,3,0,0,1,0,0,4,2,0,0
"Ekpe Udoh","LAC",33,128,0,0,0,0,0,0,0,0,0,0,0,0
"Nazr Mohammed","CHI",23,128,0,0,5,0,0,0,0,0,0,0,0,0
"Shavlik Randolph","BOS",21,126,0,0,0,0,0,0,0,0,0,0,0,0
"Jarnell Stokes","MEM",19,126,0,0,7,0,0,0,0,0,4,2,0,0
"Dahntay Jones","LAC",33,123,0,0,1,0,0,0,0,0,0,0,0,0
"Dwight Buycks","LAL",6,123,0,0,0,0,0,0,0,0,0,0,0,0
"Jordan Hamilton","LAC",14,122,1,0,4,0,0,0,0,0,0,0,0,0
"Quincy Miller","DET",10,120,0,0,6,0,0,5,0,0,1,0,0,0
"Brendan Haywood","CLE",22,119,0,0,0,0,0,0,0,0,4,0,0,0
"Elliot Williams","NOP",13,119,0,0,1,0,0,0,0,0,0,0,0,0
"Shayne Whittington","IND",20,108,0,0,0,0,0,0,0,0,0,0,0,0
"Reggie Williams","SAS",20,105,0,0,0,0,0,0,0,0,0,0,0,0
"Kenyon Martin","MIL",11,104,0,0,0,0,0,0,0,0,0,0,0,0
"Chris Douglas-Roberts","LAC",12,102,0,0,8,1,0,3,1,0,2,0,0,0
"CJ Wilcox","LAC",21,101,0,0,0,0,0,0,0,0,0,0,0,0
"Earl Clark","BKN",10,93,0,0,0,0,0,0,0,0,0,0,0,0
"Paul George","IND",6,91,0,0,3,0,0,1,0,0,1,0,0,0
"Clint Capela","HOU",11,90,0,0,0,0,0,0,1,0,2,5,0,0
"Jared Cunningham","LAC",19,89,0,0,0,0,0,0,0,0,0,0,0,0
"Shannon Brown","MIA",5,89,0,0,0,0,0,1,0,0,0,0,0,0
"Jack Cooley","UTA",16,87,0,0,3,0,0,0,0,0,0,0,0,0
"Xavier Henry","LAL",9,86,0,0,0,0,0,0,0,0,0,0,0,0
"Victor Claver","POR",10,76,0,0,0,0,0,2,0,0,1,3,0,0
"Zoran Dragic","MIA",16,75,5,0,5,0,0,12,0,0,0,0,0,0
"Vander Blue","LAL",2,74,0,0,7,0,0,0,0,0,0,0,0,0
"Jannero Pargo","CHA",9,73,0,0,2,0,0,0,0,0,0,0,0,0
"Ognjen Kuzmic","GSW",16,72,0,0,1,0,0,1,1,0,1,0,0,0
"Sean Kilpatrick","MIN",4,72,0,0,0,0,0,0,0,0,0,0,0,0
"Drew Gordon","PHI",9,71,0,0,3,0,0,0,0,0,0,0,0,0
"Will Cherry","CLE",8,69,0,0,1,0,0,4,0,0,12,0,0,0
"Arinze Onuaku","MIN",6,68,0,0,0,0,0,0,0,0,0,0,0,0
"Will Bynum","WAS",7,67,0,0,2,0,0,0,0,0,0,0,0,0
"Greg Stiemsma","TOR",17,66,0,0,4,0,0,4,1,0,5,0,0,0
"Russ Smith","MEM",12,65,0,0,1,1,0,0,0,0,0,0,0,0
"Cameron Bairstow","CHI",18,63,0,0,0,0,0,1,7,0,0,0,0,0
"Lester Hudson","LAC",5,56,0,0,0,0,0,0,0,0,0,0,0,0
"Grant Jerrett","UTA",8,51,0,0,0,0,0,0,0,0,0,0,0,0
"Gal Mekel","NOP",4,43,0,0,0,0,0,0,0,0,0,0,0,0
"Darius Miller","NOP",5,43,0,0,0,0,0,1,0,0,5,0,0,0
"Glen Rice","WAS",5,43,0,0,0,0,0,0,0,0,1,1,0,0
"Andrei Kirilenko","BKN",7,36,0,0,0,0,0,0,0,0,0,0,0,0
"Jerel McNeal","PHX",6,36,0,0,0,0,0,0,0,0,0,0,0,0
"David Stockton","SAC",3,33,0,0,0,0,0,0,0,0,0,0,0,0
"Patrick Christopher","UTA",4,29,2,0,2,0,0,2,0,0,2,1,0,0
"Bruno Caboclo","TOR",8,23,0,0,0,0,0,0,0,0,0,0,0,0
"Lucas Nogueira","TOR",6,23,0,0,0,0,0,0,0,0,0,0,0,0
"Miroslav Raduljica","MIN",5,23,0,0,5,0,0,0,0,0,0,0,0,0
"Andre Dawkins","MIA",4,22,0,0,0,0,0,0,0,0,0,0,0,0
"Ronny Turiaf","MIN",2,19,0,0,0,0,0,0,0,0,0,0,0,0
"Toure' Murry","WAS",5,18,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Kirk","CLE",5,14,0,0,0,0,0,0,0,0,0,0,0,0
"Julius Randle","LAL",1,14,0,0,0,0,0,0,0,0,0,0,0,0
"Jamaal Franklin","DEN",3,13,0,0,0,0,0,0,0,0,0,0,0,0
"Seth Curry","PHX",2,8,0,0,2,0,0,0,0,0,0,0,0,0
"David Wear","SAC",2,7,0,0,0,0,0,0,0,0,0,0,0,0
"Tyrus Thomas","MEM",2,7,0,0,0,0,0,0,0,0,0,0,0,0
"Kalin Lucas","MEM",1,6,0,0,0,0,0,0,0,0,0,0,0,0
"Jerrelle Benimon","UTA",2,3,0,0,0,0,0,0,0,0,0,0,0,0
"Sim Bhullar","SAC",3,3,0,0,0,0,0,0,0,0,0,0,0,0
"Eric Moreland","SAC",3,2,0,0,0,0,0,0,0,0,0,0,0,0
"Malcolm Lee","PHI",1,2,0,0,0,0,0,0,0,0,0,0,0,0
