"Name","TeamAbbreviation","GamesPlayed","Minutes","ShotQualityAvg","AtRimFG3AFrequency","Avg2ptShotDistance","Avg3ptShotDistance","AtRimFGM","AtRimFGA","AtRimFrequency","AtRimAccuracy","UnblockedAtRimAccuracy","AtRimPctAssisted","AtRimPctBlocked","ShortMidRangeFGM","ShortMidRangeFGA","ShortMidRangeFrequency","ShortMidRangeAccuracy","UnblockedShortMidRangeAccuracy","ShortMidRangePctAssisted","ShortMidRangePctBlocked","LongMidRangeFGM","LongMidRangeFGA","LongMidRangeFrequency","LongMidRangeAccuracy","UnblockedLongMidRangeAccuracy","LongMidRangePctAssisted","LongMidRangePctBlocked","Corner3FGM","Corner3FGA","Corner3Frequency","Corner3Accuracy","UnblockedCorner3Accuracy","Corner3PctAssisted","Corner3PctBlocked","Arc3FGM","Arc3FGA","Arc3Frequency","Arc3Accuracy","UnblockedArc3Accuracy","Arc3PctAssisted","Arc3PctBlocked","NonHeaveArc3FGM","NonHeaveArc3FGA","NonHeaveArc3Accuracy","HeaveAttempts","HeaveMakes"
"Julius Randle","NYK",71,2667,0.4814329416224412,0.49356548069644207,9.975536480686696,25.2560411311054,157,263,0.19909159727479184,0.596958174904943,0.7072072072072072,0.4012738853503185,0.155893536121673,152,362,0.27403482210446634,0.4198895027624309,0.44970414201183434,0.2236842105263158,0.06629834254143646,133,307,0.2323996971990916,0.43322475570032576,0.44039735099337746,0.40601503759398494,0.016286644951140065,37,88,0.06661619984859955,0.42045454545454547,0.42045454545454547,0.8108108108108109,0,123,301,0.22785768357305072,0.40863787375415284,0.40863787375415284,0.7886178861788617,0,123,299,0.411371237458194,2,0
"RJ Barrett","NYK",72,2511,0.5235022684310019,0.6764150943396227,6.019440745672437,24.855339805825242,226,408,0.3849056603773585,0.553921568627451,0.6384180790960452,0.3893805309734513,0.1323529411764706,78,232,0.2188679245283019,0.33620689655172414,0.37681159420289856,0.21794871794871795,0.10775862068965517,39,111,0.10471698113207548,0.35135135135135137,0.3611111111111111,0.41025641025641024,0.02702702702702703,62,142,0.1339622641509434,0.43661971830985913,0.4460431654676259,0.9838709677419355,0.02112676056338028,62,167,0.15754716981132075,0.3712574850299401,0.37349397590361444,0.967741935483871,0.005988023952095809,62,165,0.37575757575757573,2,0
"Nikola Jokic","DEN",72,2488,0.48798124031007756,0.48491879350348027,7.031912878787878,26.256962025316454,273,390,0.30162412993039445,0.7,0.7479452054794521,0.46886446886446886,0.0641025641025641,270,485,0.3750966744006187,0.5567010309278351,0.6013363028953229,0.46296296296296297,0.07422680412371134,97,181,0.139984532095901,0.5359116022099447,0.5388888888888889,0.5876288659793815,0.0055248618784530384,4,9,0.0069605568445475635,0.4444444444444444,0.4444444444444444,1,0,88,228,0.17633410672853828,0.38596491228070173,0.38596491228070173,0.9659090909090909,0,88,225,0.39111111111111113,3,0
"Buddy Hield","SAC",71,2433,0.5332156376518219,0.8235887096774194,9.398154981549816,25.578363384188627,57,96,0.0967741935483871,0.59375,0.7125,0.3333333333333333,0.16666666666666666,32,92,0.09274193548387097,0.34782608695652173,0.3764705882352941,0.28125,0.07608695652173914,32,83,0.08366935483870967,0.3855421686746988,0.3902439024390244,0.375,0.012048192771084338,50,108,0.10887096774193548,0.46296296296296297,0.4672897196261682,0.94,0.009259259259259259,232,613,0.6179435483870968,0.37846655791190864,0.3834710743801653,0.7844827586206896,0.013050570962479609,232,611,0.37970540098199673,2,0
"Damian Lillard","POR",67,2398,0.5181869894099849,0.7961019490254873,6.985555555555555,27.70340909090909,219,358,0.2683658170914543,0.611731843575419,0.6822429906542056,0.1872146118721461,0.10335195530726257,46,128,0.095952023988006,0.359375,0.42990654205607476,0.10869565217391304,0.1640625,62,144,0.10794602698650675,0.4305555555555556,0.43356643356643354,0.1935483870967742,0.006944444444444444,6,29,0.021739130434782608,0.20689655172413793,0.20689655172413793,0.3333333333333333,0,269,675,0.5059970014992504,0.3985185185185185,0.4032983508245877,0.3940520446096654,0.011851851851851851,269,671,0.4008941877794337,4,0
"Terry Rozier","CHA",69,2383,0.5203732063773251,0.7231040564373897,7.469982238010658,25.505429071803853,146,249,0.21957671957671956,0.5863453815261044,0.6293103448275862,0.410958904109589,0.06827309236947791,98,207,0.18253968253968253,0.47342995169082125,0.5104166666666666,0.32653061224489793,0.07246376811594203,44,107,0.09435626102292768,0.411214953271028,0.41904761904761906,0.5454545454545454,0.018691588785046728,66,146,0.12874779541446207,0.4520547945205479,0.46153846153846156,0.9393939393939394,0.02054794520547945,156,425,0.3747795414462081,0.36705882352941177,0.36705882352941177,0.782051282051282,0,155,421,0.3681710213776722,3,1
"Russell Westbrook","WAS",65,2369,0.4830863489499192,0.4798061389337641,9.45658031088083,26.321611721611724,206,321,0.2592891760904685,0.6417445482866043,0.71280276816609,0.23300970873786409,0.09968847352024922,116,291,0.23505654281098545,0.39862542955326463,0.464,0.10344827586206896,0.140893470790378,136,353,0.2851373182552504,0.38526912181303113,0.38526912181303113,0.11029411764705882,0,13,32,0.025848142164781908,0.40625,0.40625,0.6923076923076923,0,73,241,0.19466882067851374,0.3029045643153527,0.3029045643153527,0.6164383561643836,0,73,241,0.3029045643153527,0,0
"Andrew Wiggins","GSW",71,2364,0.5101382325141778,0.6228733459357277,8.145942028985507,25.629891304347826,197,291,0.27504725897920607,0.6769759450171822,0.7269372693726938,0.5888324873096447,0.06872852233676977,99,228,0.21550094517958412,0.4342105263157895,0.47368421052631576,0.36363636363636365,0.08333333333333333,69,171,0.16162570888468808,0.40350877192982454,0.40828402366863903,0.3333333333333333,0.011695906432748537,42,99,0.09357277882797732,0.42424242424242425,0.42857142857142855,0.9285714285714286,0.010101010101010102,98,269,0.2542533081285444,0.3643122676579926,0.36704119850187267,0.7857142857142857,0.007434944237918215,98,269,0.3643122676579926,0,0
"Nikola Vucevic","CHI",70,2348,0.48792804441260745,0.49426934097421205,9.29100418410042,25.875,168,250,0.17908309455587393,0.672,0.7272727272727273,0.5476190476190477,0.076,213,456,0.32664756446991405,0.46710526315789475,0.5,0.6291079812206573,0.06578947368421052,109,250,0.17908309455587393,0.436,0.44129554655870445,0.6972477064220184,0.012,3,10,0.0071633237822349575,0.3,0.3,1,0,173,430,0.30802292263610315,0.40232558139534885,0.40232558139534885,0.9942196531791907,0,173,430,0.40232558139534885,0,0
"Mikal Bridges","PHX",72,2348,0.5616006726457399,0.7802690582959642,5.507344632768361,24.235555555555553,158,207,0.3094170403587444,0.7632850241545893,0.8020304568527918,0.8291139240506329,0.04830917874396135,56,113,0.16890881913303438,0.49557522123893805,0.5490196078431373,0.5892857142857143,0.09734513274336283,15,34,0.05082212257100149,0.4411764705882353,0.45454545454545453,0.7333333333333333,0.029411764705882353,87,194,0.28998505231689087,0.4484536082474227,0.4484536082474227,0.9885057471264368,0,47,121,0.18086696562032886,0.3884297520661157,0.3949579831932773,0.9787234042553191,0.01652892561983471,47,121,0.3884297520661157,0,0
