"Name","TeamAbbreviation","GamesPlayed","Minutes","ShotQualityAvg","AtRimFG3AFrequency","Avg2ptShotDistance","Avg3ptShotDistance","AtRimFGM","AtRimFGA","AtRimFrequency","AtRimAccuracy","UnblockedAtRimAccuracy","AtRimPctAssisted","AtRimPctBlocked","ShortMidRangeFGM","ShortMidRangeFGA","ShortMidRangeFrequency","ShortMidRangeAccuracy","UnblockedShortMidRangeAccuracy","ShortMidRangePctAssisted","ShortMidRangePctBlocked","LongMidRangeFGM","LongMidRangeFGA","LongMidRangeFrequency","LongMidRangeAccuracy","UnblockedLongMidRangeAccuracy","LongMidRangePctAssisted","LongMidRangePctBlocked","Corner3FGM","Corner3FGA","Corner3Frequency","Corner3Accuracy","UnblockedCorner3Accuracy","Corner3PctAssisted","Corner3PctBlocked","Arc3FGM","Arc3FGA","Arc3Frequency","Arc3Accuracy","UnblockedArc3Accuracy","Arc3PctAssisted","Arc3PctBlocked","NonHeaveArc3FGM","NonHeaveArc3FGA","NonHeaveArc3Accuracy","HeaveAttempts","HeaveMakes"
"LeBron James","CLE",82,3026,0.5272027883396705,0.7025316455696202,6.372572402044293,26.13990147783251,530,704,0.44556962025316454,0.7528409090909091,0.803030303030303,0.35471698113207545,0.0625,83,233,0.14746835443037976,0.3562231759656652,0.3952380952380952,0.1566265060240964,0.09871244635193133,95,237,0.15,0.4008438818565401,0.4025423728813559,0.12631578947368421,0.004219409282700422,14,38,0.024050632911392405,0.3684210526315789,0.3684210526315789,0.42857142857142855,0,135,368,0.23291139240506328,0.36684782608695654,0.36684782608695654,0.34814814814814815,0,135,367,0.3678474114441417,1,0
"Khris Middleton","MIL",82,2982,0.47793151062155786,0.47877358490566035,10.98300578034682,25.62383292383292,117,202,0.15880503144654087,0.5792079207920792,0.6647727272727273,0.5811965811965812,0.12871287128712872,152,300,0.2358490566037736,0.5066666666666667,0.5333333333333333,0.3815789473684211,0.05,178,363,0.28537735849056606,0.4903581267217631,0.5028248587570622,0.3651685393258427,0.024793388429752067,37,83,0.06525157232704402,0.4457831325301205,0.45121951219512196,1,0.012048192771084338,109,324,0.25471698113207547,0.33641975308641975,0.340625,0.7889908256880734,0.012345679012345678,109,323,0.33746130030959753,1,0
"Andrew Wiggins","MIN",82,2979,0.4916078137028484,0.5184615384615384,9.41039501039501,25.544970414201185,226,336,0.25846153846153846,0.6726190476190477,0.7313915857605178,0.5530973451327433,0.08035714285714286,130,308,0.23692307692307693,0.42207792207792205,0.46099290780141844,0.35384615384615387,0.08441558441558442,101,318,0.24461538461538462,0.31761006289308175,0.3258064516129032,0.43564356435643564,0.025157232704402517,26,63,0.04846153846153846,0.4126984126984127,0.4126984126984127,0.9230769230769231,0,86,275,0.21153846153846154,0.31272727272727274,0.31386861313868614,0.8255813953488372,0.0036363636363636364,86,275,0.31272727272727274,0,0
"Bradley Beal","WAS",82,2977,0.49057415540540544,0.5916442048517521,10.06132075471698,25.787169811320755,229,348,0.23450134770889489,0.6580459770114943,0.7089783281733746,0.37117903930131,0.07183908045977011,91,233,0.15700808625336926,0.3905579399141631,0.4312796208530806,0.3516483516483517,0.0944206008583691,164,373,0.25134770889487873,0.43967828418230565,0.44931506849315067,0.3353658536585366,0.021447721179624665,21,54,0.03638814016172507,0.3888888888888889,0.4117647058823529,0.9523809523809523,0.05555555555555555,178,476,0.32075471698113206,0.3739495798319328,0.3771186440677966,0.7640449438202247,0.008403361344537815,178,473,0.3763213530655391,3,0
"Jrue Holiday","NOP",81,2927,0.5093624193548387,0.6334405144694534,6.772972972972973,25.47612359550562,278,432,0.34726688102893893,0.6435185185185185,0.6984924623115578,0.420863309352518,0.0787037037037037,139,299,0.24035369774919615,0.46488294314381273,0.49642857142857144,0.2589928057553957,0.06354515050167224,78,157,0.12620578778135047,0.4968152866242038,0.5064935064935064,0.21794871794871795,0.01910828025477707,21,69,0.05546623794212219,0.30434782608695654,0.30434782608695654,0.7142857142857143,0,99,287,0.23070739549839228,0.34494773519163763,0.34615384615384615,0.7070707070707071,0.003484320557491289,99,285,0.3473684210526316,2,0
"CJ McCollum","POR",81,2923,0.4852117686170213,0.520265780730897,10.071234207968901,25.39810924369748,164,307,0.20398671096345514,0.5342019543973942,0.6507936507936508,0.2073170731707317,0.1791530944625407,152,338,0.2245847176079734,0.44970414201183434,0.4840764331210191,0.19078947368421054,0.07100591715976332,162,384,0.25514950166112954,0.421875,0.43783783783783786,0.25308641975308643,0.036458333333333336,24,66,0.043853820598006646,0.36363636363636365,0.36923076923076925,0.8333333333333334,0.015151515151515152,165,410,0.2724252491694352,0.4024390243902439,0.4084158415841584,0.593939393939394,0.014634146341463415,165,410,0.4024390243902439,0,0
"Karl-Anthony Towns","MIN",82,2918,0.5087441929974381,0.621160409556314,6.128748590755355,25.388070175438596,311,443,0.3779863481228669,0.7020316027088036,0.7736318407960199,0.6495176848874598,0.09255079006772009,145,315,0.2687713310580205,0.4603174603174603,0.4931972789115646,0.5655172413793104,0.06666666666666667,63,129,0.11006825938566553,0.4883720930232558,0.49606299212598426,0.7777777777777778,0.015503875968992248,26,47,0.04010238907849829,0.5531914893617021,0.5531914893617021,0.8846153846153846,0,94,238,0.2030716723549488,0.3949579831932773,0.3949579831932773,1,0,94,237,0.39662447257383965,1,0
"Russell Westbrook","OKC",80,2914,0.5292891923990499,0.5886188500296384,8.482145481263776,25.855214723926377,395,667,0.3953764078245406,0.5922038980509745,0.6561461794019934,0.20253164556962025,0.09745127436281859,87,233,0.13811499703615887,0.37339055793991416,0.3918918918918919,0.08045977011494253,0.04721030042918455,178,461,0.2732661529342027,0.38611713665943603,0.3920704845814978,0.1404494382022472,0.015184381778741865,7,20,0.011855364552459988,0.35,0.35,0.5714285714285714,0,90,306,0.1813870776526378,0.29411764705882354,0.29508196721311475,0.4222222222222222,0.0032679738562091504,90,303,0.297029702970297,3,0
"Paul George","OKC",79,2891,0.5172220180045012,0.673134328358209,9.286730506155951,25.33087027914614,182,293,0.21865671641791046,0.621160409556314,0.7027027027027027,0.3901098901098901,0.11604095563139932,61,170,0.12686567164179105,0.3588235294117647,0.40939597315436244,0.26229508196721313,0.12352941176470589,89,268,0.2,0.332089552238806,0.33584905660377357,0.3595505617977528,0.011194029850746268,55,125,0.09328358208955224,0.44,0.44715447154471544,0.9272727272727272,0.016,189,484,0.3611940298507463,0.390495867768595,0.39293139293139295,0.7671957671957672,0.006198347107438017,189,479,0.3945720250521921,5,0
"Giannis Antetokounmpo","MIL",75,2756,0.5209578270192995,0.5960028551034975,6.985011895321174,26.307142857142857,497,695,0.49607423269093504,0.7151079136690648,0.7802197802197802,0.482897384305835,0.08345323741007195,105,280,0.1998572448251249,0.375,0.41015625,0.2761904761904762,0.08571428571428572,97,286,0.20413990007137758,0.33916083916083917,0.34275618374558303,0.31958762886597936,0.01048951048951049,6,16,0.011420413990007138,0.375,0.375,1,0,37,124,0.08850820842255532,0.29838709677419356,0.29838709677419356,0.8918918918918919,0,37,122,0.30327868852459017,2,0
