"Name","TeamAbbreviation","GamesPlayed","Minutes","Turnovers","LiveBallTurnovers","DeadBallTurnovers","LiveBallTurnoverPct","LostBallTurnovers","LostBallOutOfBoundsTurnovers","BadPassTurnovers","BadPassOutOfBoundsTurnovers","Travels","3SecondViolations","StepOutOfBoundsTurnovers","OffensiveGoaltends"
"PJ Tucker","PHX",78,2383,96,38,58,0.3958333333333333,7,3,31,23,7,1,10,0
"Solomon Hill","IND",82,2381,115,71,44,0.6173913043478261,19,4,52,13,12,0,2,0
"Nicolas Batum","POR",71,2380,132,87,45,0.6590909090909091,9,5,78,20,14,0,1,0
"Khris Middleton","MIL",79,2378,113,70,43,0.6194690265486725,25,7,45,11,7,0,5,0
"Tobias Harris","ORL",68,2369,115,56,59,0.48695652173913045,28,8,28,15,8,0,2,2
"Mario Chalmers","MIA",80,2368,173,94,79,0.5433526011560693,29,22,65,27,6,0,6,0
"Blake Griffin","LAC",67,2356,152,90,62,0.5921052631578947,43,3,47,20,7,2,0,0
"Courtney Lee","MEM",77,2354,78,43,35,0.5512820512820513,10,5,33,14,5,0,2,0
"Harrison Barnes","GSW",82,2318,71,42,29,0.5915492957746479,20,2,22,8,6,0,0,0
"Al Horford","ATL",76,2318,100,50,50,0.5,22,6,28,12,8,1,4,0
"Gerald Henderson","CHA",80,2315,110,61,49,0.5545454545454546,22,8,39,10,7,0,4,0
"Danny Green","SAS",81,2311,93,51,42,0.5483870967741935,13,6,38,16,2,0,8,0
"Nerlens Noel","PHI",75,2311,146,78,68,0.5342465753424658,37,10,41,22,11,1,1,0
"Zach Randolph","MEM",71,2304,156,76,80,0.48717948717948717,32,13,44,23,14,4,2,0
"Russell Westbrook","OKC",67,2302,293,192,101,0.6552901023890785,61,14,131,39,5,0,8,0
"Josh Smith","HOU",83,2301,206,115,91,0.558252427184466,38,10,77,47,9,2,0,0
"Trey Burke","UTA",76,2288,124,88,36,0.7096774193548387,22,6,66,20,2,0,0,0
"Tyson Chandler","DAL",75,2286,105,43,62,0.4095238095238095,22,1,21,9,6,10,1,5
"Dirk Nowitzki","DAL",77,2282,82,52,30,0.6341463414634146,21,5,31,11,4,0,0,0
"Derrick Favors","UTA",74,2280,121,67,54,0.5537190082644629,30,5,37,11,9,2,1,1
"Matt Barnes","LAC",76,2271,87,47,40,0.5402298850574713,10,7,37,17,1,0,3,0
"Reggie Jackson","DET",77,2268,186,118,68,0.6344086021505376,37,7,81,20,3,0,3,0
"Evan Turner","BOS",82,2260,198,126,72,0.6363636363636364,34,14,92,38,6,0,0,0
"Wesley Johnson","LAL",76,2245,87,50,37,0.5747126436781609,17,8,33,15,5,0,2,0
"Jarrett Jack","BKN",80,2241,191,125,66,0.6544502617801047,41,10,84,27,5,0,4,0
"Jeff Teague","ATL",73,2228,205,128,77,0.624390243902439,40,9,88,35,9,0,1,0
"Tim Duncan","SAS",77,2227,131,76,55,0.5801526717557252,32,3,44,10,9,5,0,0
"Mike Conley","MEM",70,2225,156,113,43,0.7243589743589743,30,10,83,14,4,0,0,0
"Dion Waiters","OKC",80,2208,113,66,47,0.584070796460177,25,4,41,15,12,0,6,0
"Tristan Thompson","CLE",82,2194,83,29,54,0.3493975903614458,17,0,12,4,4,13,4,2
"Gorgui Dieng","MIN",73,2193,126,59,67,0.46825396825396826,28,3,31,13,28,4,1,1
"DeMarre Carroll","ATL",70,2189,75,36,39,0.48,10,9,26,8,9,0,1,0
"Chandler Parsons","DAL",66,2186,96,62,34,0.6458333333333334,34,6,28,10,3,0,2,1
"Rudy Gobert","UTA",82,2158,111,47,64,0.42342342342342343,21,5,26,11,13,5,3,3
"Patrick Patterson","TOR",81,2156,54,26,28,0.48148148148148145,5,1,21,10,3,1,2,0
"Michael Carter-Williams","MIL",66,2150,253,176,77,0.6956521739130435,68,13,108,29,11,0,2,0
"Greg Monroe","DET",69,2137,149,84,65,0.5637583892617449,50,9,34,15,15,1,0,1
"Enes Kanter","OKC",75,2136,145,62,83,0.42758620689655175,36,11,26,6,21,3,4,1
"Kemba Walker","CHA",62,2119,100,68,32,0.68,29,6,39,14,3,0,1,0
"Serge Ibaka","OKC",64,2116,97,37,60,0.38144329896907214,16,7,21,7,7,7,3,2
"Deron Williams","BKN",68,2114,154,103,51,0.6688311688311688,32,13,71,21,3,0,0,0
"Bradley Beal","WAS",63,2108,123,72,51,0.5853658536585366,23,4,49,18,10,0,4,0
"Brook Lopez","BKN",72,2101,104,49,55,0.47115384615384615,32,3,17,6,11,2,3,0
"DeMar DeRozan","TOR",60,2100,137,88,49,0.6423357664233577,47,12,41,13,9,0,0,0
"Jonas Valanciunas","TOR",80,2096,109,48,61,0.44036697247706424,33,5,15,1,11,8,1,0
"Terrence Ross","TOR",82,2092,69,45,24,0.6521739130434783,25,2,20,4,2,0,4,1
"Corey Brewer","HOU",80,2087,131,74,57,0.5648854961832062,26,9,48,15,7,2,3,0
"Kenneth Faried","DEN",75,2086,118,59,59,0.5,24,6,35,9,2,4,0,4
"JR Smith","CLE",70,2079,97,67,30,0.6907216494845361,17,6,50,13,3,0,0,0
"Andre Iguodala","GSW",77,2068,88,54,34,0.6136363636363636,13,2,41,13,4,0,1,0
"Joakim Noah","CHI",67,2049,123,64,59,0.5203252032520326,13,6,51,16,11,2,0,1
"Timofey Mozgov","CLE",81,2046,116,52,64,0.4482758620689655,33,6,19,4,12,9,4,6
"Marcus Morris","PHX",81,2045,73,47,26,0.6438356164383562,12,3,35,3,7,0,5,0
"Donatas Motiejunas","HOU",71,2037,123,59,64,0.4796747967479675,23,13,36,16,7,4,3,1
"Brandon Knight","PHX",63,2035,189,118,71,0.6243386243386243,32,14,86,29,3,0,4,1
"Marvin Williams","CHA",78,2035,60,24,36,0.4,5,4,19,9,2,0,2,1
"Kawhi Leonard","SAS",64,2033,97,56,41,0.5773195876288659,21,5,35,8,8,0,2,0
"Wesley Matthews","POR",60,2024,81,49,32,0.6049382716049383,17,5,32,10,6,0,3,0
"Rajon Rondo","DAL",68,2019,210,136,74,0.6476190476190476,23,12,113,42,7,0,4,0
"Eric Gordon","NOP",61,2018,122,76,46,0.6229508196721312,29,4,47,17,8,0,3,0
"Lou Williams","TOR",80,2015,101,77,24,0.7623762376237624,25,1,52,11,5,0,0,0
"DeMarcus Cousins","SAC",59,2013,254,130,124,0.5118110236220472,56,11,74,30,18,4,0,2
"Al Jefferson","CHA",65,1992,68,33,35,0.4852941176470588,16,6,17,7,13,3,1,1
"Jason Thompson","SAC",81,1991,84,41,43,0.4880952380952381,20,3,21,7,4,3,0,1
"Greivis Vasquez","TOR",82,1991,119,73,46,0.6134453781512605,14,10,59,16,4,0,4,0
"Boris Diaw","SAS",81,1984,126,68,58,0.5396825396825397,25,6,43,15,9,5,6,0
"Omer Asik","NOP",76,1982,95,36,59,0.37894736842105264,21,5,15,9,15,4,2,3
"Mo Williams","CHA",68,1980,172,115,57,0.6686046511627907,28,12,87,24,8,0,4,0
"Amir Johnson","TOR",75,1979,110,45,65,0.4090909090909091,19,5,26,9,5,4,0,2
"Dwyane Wade","MIA",62,1971,209,130,79,0.6220095693779905,47,9,83,41,7,0,3,0
"D.J. Augustin","OKC",82,1964,145,94,51,0.6482758620689655,25,12,69,16,4,0,4,0
"Robert Covington","PHI",70,1956,128,69,59,0.5390625,33,6,36,13,19,1,1,0
"Tony Parker","SAS",68,1953,146,87,59,0.5958904109589042,35,10,52,22,5,0,8,0
"Brandon Bass","BOS",82,1929,83,28,55,0.3373493975903614,15,14,13,6,10,3,5,1
"Roy Hibbert","IND",76,1927,107,53,54,0.4953271028037383,27,5,26,4,8,9,0,0
"Luc Mbah a Moute","PHI",67,1916,99,46,53,0.46464646464646464,18,10,28,15,5,0,11,0
"Paul Pierce","WAS",73,1914,92,50,42,0.5434782608695652,16,3,34,13,11,0,4,0
"Jeremy Lin","LAL",74,1907,166,111,55,0.6686746987951807,42,7,69,18,6,0,1,0
"Zach LaVine","MIN",77,1902,193,134,59,0.694300518134715,44,12,90,18,6,0,4,0
"David West","IND",66,1896,120,66,54,0.55,20,1,46,15,6,3,2,0
"Aaron Brooks","CHI",82,1885,157,98,59,0.6242038216560509,27,13,71,26,2,1,8,0
"Jordan Hill","LAL",70,1874,106,60,46,0.5660377358490566,35,5,25,6,10,1,1,0
"Rodney Stuckey","IND",71,1873,118,69,49,0.5847457627118644,20,6,49,11,7,0,3,0
"Channing Frye","ORL",75,1870,78,30,48,0.38461538461538464,6,1,24,16,8,0,0,0
"Shane Larkin","NYK",76,1865,83,64,19,0.7710843373493976,17,0,47,11,2,0,3,0
"Bojan Bogdanovic","BKN",78,1854,78,43,35,0.5512820512820513,24,2,19,11,14,1,0,1
"CJ Miles","IND",70,1841,73,44,29,0.6027397260273972,11,4,33,11,1,0,2,0
"Ed Davis","LAL",79,1840,58,30,28,0.5172413793103449,19,4,11,3,2,6,0,0
"Mike Dunleavy","CHI",63,1838,60,37,23,0.6166666666666667,16,4,21,9,1,0,1,0
"Norris Cole","NOP",75,1831,99,52,47,0.5252525252525253,12,6,40,23,2,0,6,0
"Dante Exum","UTA",82,1817,118,87,31,0.7372881355932204,15,8,72,6,4,0,4,0
"Marcus Smart","BOS",67,1808,90,64,26,0.7111111111111111,24,2,40,8,1,0,1,0
"Anthony Morrow","OKC",74,1806,38,19,19,0.5,9,2,10,5,2,0,1,0
"Quincy Pondexter","NOP",75,1793,51,26,25,0.5098039215686274,8,4,18,5,3,1,2,0
"Jason Smith","NYK",82,1785,104,52,52,0.5,20,3,32,11,11,0,1,0
"Hollis Thompson","PHI",71,1776,66,35,31,0.5303030303030303,9,3,26,8,8,1,0,0
"Steven Adams","OKC",70,1771,99,43,56,0.43434343434343436,22,6,21,5,6,6,1,0
"Alan Anderson","BKN",74,1744,60,30,30,0.5,9,7,21,9,4,0,2,0
"Kyle Singler","OKC",80,1744,55,34,21,0.6181818181818182,12,4,22,4,5,0,2,0
"Mason Plumlee","BKN",82,1743,106,48,58,0.4528301886792453,25,9,23,4,5,3,1,1
"Tyler Zeller","BOS",82,1731,76,40,36,0.5263157894736842,18,8,22,2,3,1,2,0
"Zaza Pachulia","MIL",73,1730,133,72,61,0.5413533834586466,32,5,40,15,8,2,0,0
"Patrick Beverley","HOU",56,1727,83,50,33,0.6024096385542169,8,5,42,11,4,0,4,0
"Isaiah Thomas","BOS",67,1726,143,90,53,0.6293706293706294,51,6,39,19,9,0,3,0
"Jerryd Bayless","MIL",77,1717,133,76,57,0.5714285714285714,21,6,55,24,10,0,4,0
"Jared Dudley","MIL",72,1717,62,33,29,0.532258064516129,5,4,28,9,2,0,0,0
"Jamal Crawford","LAC",64,1703,92,59,33,0.6413043478260869,23,4,36,5,6,0,1,0
"O.J. Mayo","MIL",71,1697,128,63,65,0.4921875,19,12,44,22,9,0,5,0
"Nene","WAS",67,1694,124,53,71,0.4274193548387097,23,6,30,16,20,1,1,0
"Taj Gibson","CHI",62,1692,77,31,46,0.4025974025974026,17,5,14,1,11,5,3,0
"Carlos Boozer","LAL",71,1692,92,42,50,0.45652173913043476,19,9,23,5,10,4,0,1
"Devin Harris","DAL",76,1685,85,47,38,0.5529411764705883,11,2,36,18,6,0,1,0
"Tim Hardaway Jr.","NYK",70,1681,82,52,30,0.6341463414634146,24,6,28,5,4,0,2,0
"Ryan Anderson","NOP",61,1675,62,31,31,0.5,19,3,12,6,6,0,2,2
"Wayne Ellington","LAL",65,1675,50,34,16,0.68,14,3,20,9,0,0,0,0
"Joe Ingles","UTA",79,1672,98,64,34,0.6530612244897959,16,5,48,8,5,0,3,0
"Evan Fournier","ORL",58,1661,82,49,33,0.5975609756097561,24,3,25,6,12,0,4,0
"Luis Scola","IND",81,1659,94,58,36,0.6170212765957447,26,4,32,11,5,2,0,1
"Nikola Mirotic","CHI",82,1654,89,49,40,0.550561797752809,20,7,29,5,8,1,2,0
"Dante Cunningham","NOP",66,1652,35,15,20,0.42857142857142855,5,2,10,3,2,1,3,0
"Tony Allen","MEM",63,1648,86,50,36,0.5813953488372093,23,7,27,10,3,0,3,2
"Jae Crowder","BOS",82,1647,49,24,25,0.4897959183673469,5,1,19,14,3,0,0,0
"Jason Terry","HOU",77,1641,74,47,27,0.6351351351351351,12,2,35,12,4,0,0,0
"Robin Lopez","POR",59,1638,73,31,42,0.4246575342465753,19,2,12,5,5,9,1,1
"Caron Butler","DET",78,1623,49,28,21,0.5714285714285714,3,3,25,7,5,0,0,0
"Kirk Hinrich","CHI",66,1610,73,48,25,0.6575342465753424,5,7,43,10,2,0,2,0
"Michael Kidd-Gilchrist","CHA",55,1587,63,25,38,0.3968253968253968,17,8,8,1,6,0,1,0
"Manu Ginobili","SAS",70,1587,154,106,48,0.6883116883116883,26,6,80,29,6,0,0,0
"Andrew Bogut","GSW",67,1583,106,50,56,0.4716981132075472,16,2,34,19,3,1,0,1
"Lance Stephenson","CHA",61,1573,128,74,54,0.578125,23,9,51,19,4,0,1,0
"Jared Sullinger","BOS",58,1566,78,33,45,0.4230769230769231,12,2,21,9,6,2,1,0
"Darren Collison","SAC",45,1565,112,72,40,0.6428571428571429,28,5,44,12,7,0,6,0
"Trevor Booker","UTA",79,1564,88,46,42,0.5227272727272727,19,4,27,16,5,0,1,0
"Austin Rivers","LAC",76,1563,65,44,21,0.676923076923077,17,0,27,6,4,0,1,1
"Chris Bosh","MIA",44,1556,95,53,42,0.5578947368421052,33,7,20,14,5,5,4,0
"Iman Shumpert","CLE",62,1545,91,51,40,0.5604395604395604,18,4,33,14,4,0,2,1
"Derrick Rose","CHI",51,1530,161,90,71,0.5590062111801242,28,20,62,29,4,0,10,0
"Steve Blake","POR",81,1529,104,72,32,0.6923076923076923,12,8,60,13,1,0,2,0
"Alex Len","PHX",69,1518,74,36,38,0.4864864864864865,14,1,22,6,4,5,1,2
"Dennis Schroder","ATL",77,1516,150,92,58,0.6133333333333333,31,11,61,25,4,0,2,0
"Rasual Butler","WAS",75,1504,48,28,20,0.5833333333333334,12,7,16,2,2,0,3,0
"Beno Udrih","MEM",79,1494,89,65,24,0.7303370786516854,19,5,46,12,4,0,1,1
"Lance Thomas","NYK",62,1491,74,34,40,0.4594594594594595,12,9,22,9,10,0,3,0
"Cody Zeller","CHA",62,1487,62,33,29,0.532258064516129,6,2,27,4,5,2,1,0
"Jordan Clarkson","LAL",59,1476,96,62,34,0.6458333333333334,32,4,30,7,9,0,1,0
"Shaun Livingston","GSW",78,1468,102,56,46,0.5490196078431373,19,4,37,12,4,0,4,1
"Jodie Meeks","DET",60,1462,57,35,22,0.6140350877192983,17,10,18,6,2,0,1,0
"Derrick Williams","SAC",74,1462,56,27,29,0.48214285714285715,6,7,21,3,6,0,3,0
"Langston Galloway","NYK",45,1457,61,38,23,0.6229508196721312,6,2,32,9,2,0,3,0
"Brandan Wright","PHX",75,1448,34,20,14,0.5882352941176471,14,1,6,3,4,1,0,0
"Gerald Green","PHX",74,1446,104,51,53,0.49038461538461536,23,10,28,15,10,0,3,0
"Cory Joseph","SAS",79,1444,67,40,27,0.5970149253731343,19,7,21,5,1,0,0,0
"Ray McCallum","SAC",68,1436,85,47,38,0.5529411764705883,16,11,31,10,6,0,2,0
"Anthony Tolliver","DET",76,1433,51,19,32,0.37254901960784315,2,1,17,11,0,0,3,0
"Otto Porter Jr.","WAS",74,1432,52,20,32,0.38461538461538464,6,4,14,9,2,0,6,0
"Carmelo Anthony","NYK",40,1428,89,37,52,0.4157303370786517,14,6,23,13,7,0,2,1
"Danilo Gallinari","DEN",59,1426,57,36,21,0.631578947368421,8,8,28,5,1,0,2,0
"Kelly Olynyk","BOS",64,1423,98,41,57,0.41836734693877553,20,8,21,13,12,3,3,1
"C.J. Watson","IND",57,1422,100,61,39,0.61,19,5,42,19,4,0,0,0
"Omri Casspi","SAC",67,1416,88,51,37,0.5795454545454546,24,5,27,14,8,1,0,0
"Tony Snell","CHI",72,1412,48,30,18,0.625,7,4,23,9,5,0,0,0
"JJ Hickson","DEN",73,1411,96,43,53,0.4479166666666667,17,6,26,10,12,4,0,0
"Jameer Nelson","DEN",63,1406,109,65,44,0.5963302752293578,20,9,45,19,4,0,3,0
"Henry Sims","PHI",73,1399,99,51,48,0.5151515151515151,16,2,35,19,6,3,0,0
"Chris Kaman","POR",74,1398,108,68,40,0.6296296296296297,42,5,26,7,10,4,1,0
"Tayshaun Prince","DET",58,1397,35,18,17,0.5142857142857142,8,1,10,10,2,0,1,0
"Marco Belinelli","SAS",62,1388,61,38,23,0.6229508196721312,13,4,25,9,1,1,1,0
"Matthew Dellavedova","CLE",67,1380,61,45,16,0.7377049180327869,6,2,39,10,1,0,1,0
"Jerami Grant","PHI",65,1377,85,47,38,0.5529411764705883,18,2,29,13,5,0,3,0
"James Johnson","TOR",70,1370,79,38,41,0.4810126582278481,17,8,21,8,9,0,0,1
"Al-Farouq Aminu","DAL",74,1366,55,24,31,0.43636363636363634,9,5,15,2,8,0,2,1
"J.J. Barea","DAL",77,1362,70,48,22,0.6857142857142857,11,2,37,11,1,0,1,0
"KJ McDaniels","HOU",62,1352,105,58,47,0.5523809523809524,24,10,34,7,5,0,5,2
"Kosta Koufos","MEM",81,1348,69,26,43,0.37681159420289856,15,3,11,6,8,2,1,3
"Kris Humphries","WAS",64,1345,46,24,22,0.5217391304347826,6,1,18,2,1,2,0,1
"Brian Roberts","CHA",72,1330,57,40,17,0.7017543859649122,10,3,30,8,3,0,0,0
"Kent Bazemore","ATL",75,1323,73,40,33,0.547945205479452,22,9,18,10,4,0,6,0
"Ersan Ilyasova","MIL",58,1319,45,23,22,0.5111111111111111,10,1,13,5,4,0,1,0
"Jrue Holiday","NOP",40,1303,91,61,30,0.6703296703296703,18,5,43,13,4,0,2,0
"Kevin Martin","MIN",39,1303,76,43,33,0.5657894736842105,16,4,27,3,10,0,4,0
"Quincy Acy","NYK",68,1287,60,37,23,0.6166666666666667,18,4,19,6,1,1,2,0
"Andre Roberson","OKC",67,1286,46,26,20,0.5652173913043478,6,3,20,2,6,0,0,1
"Chase Budinger","MIN",67,1286,49,30,19,0.6122448979591837,8,1,22,9,3,0,2,0
"Spencer Hawes","LAC",73,1274,61,27,34,0.4426229508196721,13,3,14,6,11,3,0,2
"Jose Calderon","NYK",42,1270,75,64,11,0.8533333333333334,10,0,54,9,0,0,0,0
"George Hill","IND",43,1267,69,43,26,0.6231884057971014,13,3,30,10,0,0,3,0
"Andre Miller","SAC",81,1253,104,72,32,0.6923076923076923,15,3,57,19,4,0,0,0
"Amar'e Stoudemire","DAL",59,1244,78,35,43,0.44871794871794873,30,4,5,9,12,3,0,0
"Richard Jefferson","DAL",74,1244,52,25,27,0.4807692307692308,8,5,17,10,6,0,1,0
"Bismack Biyombo","CHA",64,1243,52,24,28,0.46153846153846156,16,1,8,1,5,3,0,1
"Kevin Seraphin","WAS",79,1235,98,36,62,0.3673469387755102,24,10,12,1,15,5,0,0
"Ryan Kelly","LAL",52,1233,37,22,15,0.5945945945945946,10,2,12,4,2,0,1,0
"Jonas Jerebko","BOS",75,1230,44,20,24,0.45454545454545453,6,2,14,4,3,0,0,0
"John Henson","MIL",67,1228,87,39,48,0.4482758620689655,18,4,21,9,11,3,4,1
"Dwight Howard","HOU",41,1223,116,46,70,0.39655172413793105,26,4,20,5,9,8,3,3
"Kobe Bryant","LAL",35,1207,128,74,54,0.578125,24,5,50,26,8,0,0,0
"Marreese Speights","GSW",76,1207,82,34,48,0.4146341463414634,17,1,17,15,10,1,0,0
"Pablo Prigioni","HOU",67,1197,62,44,18,0.7096774193548387,6,6,38,10,1,0,0,0
"Tarik Black","LAL",63,1195,48,15,33,0.3125,10,8,5,2,2,5,1,0
"Miles Plumlee","MIL",73,1194,51,24,27,0.47058823529411764,9,6,15,3,4,2,0,1
"Gary Neal","MIN",54,1192,65,35,30,0.5384615384615384,8,6,27,7,8,0,0,0
"Carl Landry","SAC",70,1192,54,19,35,0.35185185185185186,15,7,4,2,6,3,0,0
"Ramon Sessions","WAS",64,1188,86,52,34,0.6046511627906976,17,3,35,15,2,1,1,0
"Brandon Jennings","DET",41,1173,90,64,26,0.7111111111111111,16,4,48,5,1,0,4,0
"Kendrick Perkins","CLE",68,1148,95,34,61,0.35789473684210527,14,4,20,6,11,7,2,0
"Ian Mahinmi","IND",61,1146,59,17,42,0.288135593220339,6,1,11,12,0,6,1,0
"Hassan Whiteside","MIA",48,1142,58,21,37,0.3620689655172414,7,2,14,3,3,7,1,2
"Robert Sacre","LAL",67,1133,36,16,20,0.4444444444444444,6,0,10,5,1,2,0,0
"Chris Andersen","MIA",60,1132,40,23,17,0.575,9,2,14,5,1,3,0,2
"JaKarr Sampson","PHI",74,1131,76,41,35,0.5394736842105263,20,10,21,6,4,0,2,0
"Nik Stauskas","SAC",73,1126,40,27,13,0.675,11,1,16,5,4,0,1,0
"Mike Scott","ATL",68,1123,39,16,23,0.41025641025641024,6,5,10,4,6,0,1,0
"Aron Baynes","SAS",70,1122,65,34,31,0.5230769230769231,19,1,15,3,1,3,0,0
"Donald Sloan","IND",53,1107,65,45,20,0.6923076923076923,17,5,28,4,3,0,2,0
"Jusuf Nurkic","DEN",62,1103,86,34,52,0.3953488372093023,18,9,16,5,4,2,2,1
"Shawn Marion","CLE",57,1101,33,18,15,0.5454545454545454,6,3,12,5,4,0,1,0
"Nick Collison","OKC",66,1101,45,21,24,0.4666666666666667,2,2,19,8,0,0,1,1
"Vince Carter","MEM",66,1091,42,21,21,0.5,3,0,18,8,4,0,0,0
"Shawne Williams","DET",63,1087,30,13,17,0.43333333333333335,2,1,11,8,1,0,0,0
"Randy Foye","DEN",50,1086,60,41,19,0.6833333333333333,7,4,34,10,2,0,0,0
"Lavoy Allen","IND",63,1070,40,22,18,0.55,9,0,13,5,2,1,0,2
"Rodney Hood","UTA",50,1064,45,24,21,0.5333333333333333,8,2,16,3,4,0,3,0
"Tyler Hansbrough","TOR",74,1058,20,6,14,0.3,5,1,1,2,3,0,0,1
"James Ennis III","MIA",62,1051,39,21,18,0.5384615384615384,6,7,15,2,2,0,0,0
"Damjan Rudez","IND",68,1047,47,23,24,0.48936170212765956,3,1,20,6,2,0,4,0
"Pero Antic","ATL",63,1037,49,25,24,0.5102040816326531,6,3,19,7,2,1,0,1
"Tiago Splitter","SAS",52,1030,60,35,25,0.5833333333333334,12,2,23,5,2,3,1,0
"Shabazz Napier","MIA",51,1012,81,50,31,0.6172839506172839,11,7,39,11,3,0,3,0
"Nick Young","LAL",42,1000,44,28,16,0.6363636363636364,16,2,12,1,3,0,3,0
"Udonis Haslem","MIA",62,995,41,21,20,0.5121951219512195,6,2,15,5,1,4,0,0
"Darrell Arthur","DEN",58,988,47,26,21,0.5531914893617021,7,3,19,4,2,0,0,0
"Will Barton","DEN",58,984,61,39,22,0.639344262295082,18,6,21,8,0,0,3,0
"Leandro Barbosa","GSW",66,982,44,30,14,0.6818181818181818,14,0,16,6,3,0,1,0
"Ronnie Price","LAL",43,982,52,37,15,0.7115384615384616,14,1,23,1,2,0,0,0
