"Name","TeamAbbreviation","GamesPlayed","Minutes","Turnovers","LiveBallTurnovers","DeadBallTurnovers","LiveBallTurnoverPct","LostBallTurnovers","LostBallOutOfBoundsTurnovers","BadPassTurnovers","BadPassOutOfBoundsTurnovers","Travels","3SecondViolations","StepOutOfBoundsTurnovers","OffensiveGoaltends"
"Luka Doncic","DAL",70,2624,282,212,70,0.75177304964539,52,9,160,40,9,0,1,0
"Nikola Vucevic","CHI",76,2610,120,67,53,0.5583333333333333,34,3,33,21,6,1,1,1
"Jalen Green","HOU",82,2602,191,127,64,0.6649214659685864,59,23,68,13,7,0,2,0
"Rudy Gobert","MIN",76,2593,118,41,77,0.3474576271186441,22,8,19,13,6,8,3,0
"Keegan Murray","SAC",77,2589,64,39,25,0.609375,18,3,21,10,4,0,0,1
"Miles Bridges","CHA",69,2581,138,82,56,0.5942028985507246,35,14,47,22,7,0,2,0
"Damian Lillard","MIL",73,2579,193,144,49,0.7461139896373057,33,6,111,27,4,0,3,0
"Giannis Antetokounmpo","MIL",73,2567,250,110,140,0.44,55,17,55,20,36,4,9,1
"Michael Porter Jr.","DEN",81,2565,92,56,36,0.6086956521739131,25,4,31,7,10,1,4,0
"Shai Gilgeous-Alexander","OKC",75,2553,162,99,63,0.6111111111111112,52,5,47,20,14,0,1,0
"Grayson Allen","PHX",75,2513,95,59,36,0.6210526315789474,14,2,45,11,9,0,6,0
"LeBron James","LAL",71,2504,245,174,71,0.710204081632653,48,11,126,34,8,0,3,0
"Paul George","LAC",74,2502,153,88,65,0.5751633986928104,31,5,57,25,4,0,2,0
"Dennis Schroder","BKN",80,2486,153,91,62,0.5947712418300654,25,13,66,29,2,0,5,0
"D'Angelo Russell","LAL",76,2484,156,103,53,0.6602564102564102,23,7,80,26,2,0,6,0
"James Harden","LAC",72,2470,185,128,57,0.6918918918918919,39,4,89,30,4,0,4,0
"Devin Booker","PHX",68,2447,178,101,77,0.5674157303370787,34,16,67,35,6,0,0,0
"Jarrett Allen","CLE",77,2442,121,72,49,0.5950413223140496,25,3,47,20,5,0,0,0
"Jabari Smith Jr.","HOU",76,2424,89,52,37,0.5842696629213483,24,5,28,7,5,0,6,1
"Stephen Curry","GSW",74,2421,210,135,75,0.6428571428571429,49,12,86,29,9,0,7,0
"Bam Adebayo","MIA",71,2416,162,78,84,0.48148148148148145,39,5,39,24,16,0,1,4
"Chet Holmgren","OKC",82,2413,131,87,44,0.6641221374045801,52,7,35,4,7,0,3,1
"Brook Lopez","MIL",79,2411,79,32,47,0.4050632911392405,17,2,15,7,3,2,0,0
"Kentavious Caldwell-Pope","DEN",76,2402,75,52,23,0.6933333333333334,9,5,43,10,2,0,1,0
"Bogdan Bogdanovic","ATL",79,2401,112,73,39,0.6517857142857143,20,10,53,12,7,0,1,0
"Brandon Miller","CHA",74,2383,132,61,71,0.4621212121212121,18,6,43,27,7,1,5,0
"Derrick White","BOS",73,2381,112,64,48,0.5714285714285714,18,3,46,23,3,0,2,1
"Harrison Barnes","SAC",82,2381,58,33,25,0.5689655172413793,20,3,13,10,4,0,1,1
"Tobias Harris","PHI",70,2368,93,48,45,0.5161290322580645,20,8,28,8,7,1,5,0
"Donte DiVincenzo","NYK",81,2360,113,58,55,0.5132743362831859,13,12,45,16,7,0,4,0
"Jordan Poole","WAS",78,2346,188,106,82,0.5638297872340425,43,14,63,22,23,0,2,0
"Jaylen Brown","BOS",70,2343,166,87,79,0.5240963855421686,45,16,42,22,12,1,0,0
"Malik Beasley","MIL",79,2337,54,33,21,0.6111111111111112,12,6,21,5,3,0,5,0
"Franz Wagner","ORL",72,2337,137,88,49,0.6423357664233577,42,6,46,15,8,0,1,0
"Kawhi Leonard","LAC",68,2330,119,70,49,0.5882352941176471,31,7,39,14,8,0,5,1
"Herbert Jones","NOP",76,2321,93,52,41,0.5591397849462365,21,4,31,9,9,0,3,0
"Aaron Gordon","DEN",73,2297,105,47,58,0.44761904761904764,20,9,27,17,3,0,4,2
"Klay Thompson","GSW",77,2284,117,64,53,0.5470085470085471,15,9,49,16,9,0,3,0
"Kyle Kuzma","WAS",70,2281,192,111,81,0.578125,49,14,62,15,17,0,7,1
"Jrue Holiday","BOS",69,2263,124,82,42,0.6612903225806451,29,8,53,17,6,0,4,0
"Deni Avdija","WAS",75,2257,160,100,60,0.625,38,7,62,25,9,0,0,1
"Devin Vassell","SAS",68,2248,108,70,38,0.6481481481481481,23,5,47,17,6,1,2,0
"Luguentz Dort","OKC",79,2246,74,32,42,0.43243243243243246,14,8,18,11,2,0,5,0
"Max Strus","CLE",70,2239,112,67,45,0.5982142857142857,18,8,49,9,5,0,11,0
"Dillon Brooks","HOU",72,2227,88,51,37,0.5795454545454546,20,9,31,10,6,0,1,0
"Tyrese Haliburton","IND",69,2224,159,113,46,0.710691823899371,16,3,97,24,4,0,1,0
"Jalen Williams","OKC",71,2223,123,71,52,0.5772357723577236,35,7,36,20,6,0,3,1
"P.J. Washington","DAL",73,2221,96,58,38,0.6041666666666666,21,3,37,13,4,0,3,0
"Jaden Ivey","DET",77,2218,190,120,70,0.631578947368421,45,14,75,22,12,0,5,0
"Ayo Dosunmu","CHI",76,2212,103,58,45,0.5631067961165048,21,11,37,13,8,0,4,0
"Zion Williamson","NOP",70,2207,193,100,93,0.5181347150259067,51,24,49,29,6,0,4,1
"Mike Conley","MIN",76,2193,102,78,24,0.7647058823529411,12,1,66,15,2,0,1,0
"Jeremy Sochan","SAS",74,2193,140,71,69,0.5071428571428571,28,12,43,23,11,0,6,0
"Buddy Hield","PHI",84,2160,103,67,36,0.6504854368932039,24,5,43,20,3,0,2,0
"CJ McCollum","NOP",66,2159,110,61,49,0.5545454545454546,22,8,39,22,5,0,5,0
"Spencer Dinwiddie","LAL",76,2152,91,50,41,0.5494505494505495,9,6,41,16,5,0,2,0
"Tre Jones","SAS",77,2138,116,79,37,0.6810344827586207,16,4,63,23,2,0,1,1
"Grant Williams","CHA",76,2130,109,52,57,0.47706422018348627,22,7,30,9,9,1,5,0
"Jaren Jackson Jr.","MEM",66,2124,160,85,75,0.53125,59,12,26,8,5,0,4,0
"Tim Hardaway Jr.","DAL",79,2120,69,44,25,0.6376811594202898,17,7,27,6,2,0,1,0
"Nic Claxton","BKN",71,2116,93,34,59,0.3655913978494624,18,7,16,7,3,7,2,2
"Jaime Jaquez Jr.","MIA",75,2113,110,65,45,0.5909090909090909,22,7,43,18,10,0,3,0
"Taurean Prince","LAL",78,2108,73,44,29,0.6027397260273972,14,4,30,12,10,0,0,0
"Victor Wembanyama","SAS",71,2106,260,164,96,0.6307692307692307,71,19,93,30,15,1,4,4
"Jaden McDaniels","MIN",72,2105,87,53,34,0.6091954022988506,21,7,32,6,12,0,4,0
"Brandon Ingram","NOP",64,2103,163,99,64,0.6073619631901841,44,8,55,14,13,0,1,0
"Scottie Barnes","TOR",60,2094,165,97,68,0.5878787878787879,25,6,72,32,9,0,2,1
"Jusuf Nurkic","PHX",76,2078,175,98,77,0.56,40,7,58,18,4,3,0,1
"Myles Turner","IND",77,2077,109,43,66,0.3944954128440367,30,4,13,8,7,3,1,0
"Cam Thomas","BKN",66,2075,124,67,57,0.5403225806451613,32,8,35,9,20,0,5,0
"Collin Sexton","UTA",78,2075,165,89,76,0.5393939393939394,41,11,48,19,19,0,5,0
"Cade Cunningham","DET",62,2074,212,146,66,0.6886792452830188,50,9,96,30,6,0,7,0
"Corey Kispert","WAS",80,2067,98,52,46,0.5306122448979592,33,7,19,9,6,1,10,0
"Saddiq Bey","ATL",63,2062,54,22,32,0.4074074074074074,7,3,15,5,12,0,10,0
"Kelly Oubre Jr.","PHI",68,2055,87,43,44,0.4942528735632184,16,9,27,6,4,0,9,0
"Alperen Sengun","HOU",63,2046,162,96,66,0.5925925925925926,52,7,44,16,15,4,0,1
"Jimmy Butler","MIA",60,2042,102,61,41,0.5980392156862745,23,8,38,18,2,1,1,0
"Terry Rozier","MIA",61,2040,106,69,37,0.6509433962264151,19,8,50,16,0,0,4,0
"Alex Caruso","CHI",71,2040,102,83,19,0.8137254901960784,23,1,60,12,2,0,0,0
"Keldon Johnson","SAS",69,2038,100,62,38,0.62,26,8,36,15,1,0,4,0
"Kyrie Irving","DAL",58,2030,106,66,40,0.6226415094339622,29,9,37,15,4,0,6,0
"Karl-Anthony Towns","MIN",62,2026,177,76,101,0.4293785310734463,30,6,46,26,13,1,1,0
"Jalen Suggs","ORL",75,2025,132,76,56,0.5757575757575758,26,7,50,18,10,0,7,0
"Keyonte George","UTA",75,2023,188,116,72,0.6170212765957447,31,16,85,30,11,0,4,0
"Josh Giddey","OKC",80,2012,168,105,63,0.625,41,9,64,28,9,0,1,2
"Bobby Portis","MIL",82,2008,91,43,48,0.4725274725274725,29,6,14,3,8,3,3,1
"Aaron Nesmith","IND",72,1995,64,27,37,0.421875,5,6,22,9,5,0,3,0
"Gary Trent Jr.","TOR",71,1994,47,21,26,0.44680851063829785,8,2,13,8,5,0,2,0
"Norman Powell","LAC",76,1990,66,34,32,0.5151515151515151,13,5,21,8,6,1,5,0
"Immanuel Quickley","TOR",68,1985,101,57,44,0.5643564356435643,21,5,36,23,6,0,2,0
"Brandin Podziemski","GSW",74,1968,88,54,34,0.6136363636363636,16,3,38,16,4,0,2,0
"Naz Reid","MIN",81,1964,111,60,51,0.5405405405405406,38,14,22,10,11,0,3,0
"Caris LeVert","CLE",68,1958,117,79,38,0.6752136752136753,28,6,51,12,7,0,7,0
"Royce O'Neale","PHX",79,1954,73,44,29,0.6027397260273972,12,5,32,11,2,0,1,0
"Jonathan Kuminga","GSW",74,1950,122,62,60,0.5081967213114754,28,9,34,15,10,0,4,1
"Donovan Mitchell","CLE",55,1943,154,105,49,0.6818181818181818,39,13,66,21,5,0,0,0
"Trae Young","ATL",54,1942,235,169,66,0.7191489361702128,29,11,140,35,8,0,3,0
"Dorian Finney-Smith","BKN",68,1934,59,37,22,0.6271186440677966,11,1,26,3,5,0,3,1
"Tyus Jones","WAS",66,1933,66,51,15,0.7727272727272727,6,2,45,10,1,0,0,0
"Jonas Valanciunas","NOP",82,1925,111,41,70,0.36936936936936937,19,3,22,8,10,5,0,0
"Nickeil Alexander-Walker","MIN",82,1921,76,53,23,0.6973684210526315,10,6,43,8,3,0,1,0
"Andrew Wiggins","GSW",71,1920,87,50,37,0.5747126436781609,23,11,27,6,7,0,4,0
"Duncan Robinson","MIA",68,1906,95,49,46,0.5157894736842106,11,7,38,15,10,0,5,0
"John Collins","UTA",68,1901,98,45,53,0.45918367346938777,21,11,24,12,8,2,1,3
"Darius Garland","CLE",57,1901,176,107,69,0.6079545454545454,28,12,79,25,13,1,9,0
"Isaiah Hartenstein","NYK",75,1896,93,47,46,0.5053763440860215,10,2,37,17,2,0,1,1
"Eric Gordon","PHX",68,1893,73,40,33,0.547945205479452,11,5,29,11,7,0,3,0
"Jalen Johnson","ATL",56,1889,101,61,40,0.6039603960396039,17,2,44,12,13,0,2,0
"Isaac Okoro","CLE",69,1887,54,26,28,0.48148148148148145,10,10,16,3,1,0,4,0
"Clint Capela","ATL",73,1883,74,32,42,0.43243243243243246,17,6,15,9,8,0,3,0
"Terance Mann","LAC",75,1873,48,35,13,0.7291666666666666,19,3,16,1,0,0,0,0
"Malik Monk","SAC",72,1872,150,103,47,0.6866666666666666,24,7,79,25,5,0,0,0
"Bruce Brown","TOR",67,1865,86,50,36,0.5813953488372093,24,8,26,10,8,0,2,0
"Jamal Murray","DEN",59,1861,125,90,35,0.72,27,6,63,23,2,0,0,0
"RJ Barrett","TOR",58,1838,126,72,54,0.5714285714285714,23,10,49,15,10,0,4,0
"Georges Niang","CLE",82,1831,72,45,27,0.625,17,3,28,6,4,0,4,0
"Jerami Grant","POR",54,1830,116,74,42,0.6379310344827587,39,8,35,12,6,0,2,0
"Payton Pritchard","BOS",82,1826,61,34,27,0.5573770491803278,12,0,22,9,6,1,6,0
"Rui Hachimura","LAL",68,1826,46,22,24,0.4782608695652174,11,8,11,2,3,0,1,0
"Lauri Markkanen","UTA",55,1820,77,48,29,0.6233766233766234,23,0,25,5,5,2,0,2
"Cole Anthony","ORL",81,1817,126,82,44,0.6507936507936508,32,7,50,18,5,0,5,0
"Reggie Jackson","DEN",82,1817,106,62,44,0.5849056603773585,15,4,47,14,6,0,1,1
"Daniel Gafford","DAL",74,1814,74,36,38,0.4864864864864865,21,0,15,10,2,2,1,1
"Ivica Zubac","LAC",68,1795,79,40,39,0.5063291139240507,17,1,23,7,2,2,0,3
"Deandre Ayton","POR",55,1784,99,56,43,0.5656565656565656,39,3,17,11,6,2,2,5
"Derrick Jones Jr.","DAL",76,1783,65,34,31,0.5230769230769231,15,11,19,3,8,0,1,0
"Kyle Anderson","MIN",79,1782,91,54,37,0.5934065934065934,15,5,39,18,4,2,1,0
"Jalen Duren","DET",61,1778,129,64,65,0.49612403100775193,30,7,34,14,3,0,0,0
"Bradley Beal","PHX",53,1767,131,72,59,0.549618320610687,23,10,49,18,6,0,7,0
"Scoot Henderson","POR",62,1765,212,139,73,0.6556603773584906,41,8,98,25,12,0,3,0
"Kelly Olynyk","TOR",78,1759,152,80,72,0.5263157894736842,24,9,56,26,14,3,2,0
"Nick Richards","CHA",67,1759,73,26,47,0.3561643835616438,11,8,15,2,1,2,0,2
"Caleb Martin","MIA",64,1756,77,38,39,0.4935064935064935,15,6,23,13,9,1,2,0
"Sam Hauser","BOS",79,1741,32,19,13,0.59375,7,1,12,5,2,0,1,0
"Al Horford","BOS",65,1740,48,24,24,0.5,8,3,16,4,4,0,0,0
"Toumani Camara","POR",70,1739,84,47,37,0.5595238095238095,15,4,32,6,6,0,4,3
"Obi Toppin","IND",82,1730,69,36,33,0.5217391304347826,11,4,25,7,2,0,3,1
"Bilal Coulibaly","WAS",63,1715,87,55,32,0.632183908045977,17,3,38,14,5,0,3,0
"OG Anunoby","NYK",50,1702,81,43,38,0.5308641975308642,16,3,27,6,8,0,3,0
"Jabari Walker","POR",72,1701,66,33,33,0.5,23,3,10,7,2,0,6,1
"Andrew Nembhard","IND",68,1697,101,60,41,0.594059405940594,22,7,38,12,8,0,1,0
"Cason Wallace","OKC",82,1692,45,28,17,0.6222222222222222,11,3,17,5,4,0,2,0
"Trey Murphy III","NOP",57,1690,34,20,14,0.5882352941176471,7,4,13,5,1,0,1,0
"Kristaps Porzingis","BOS",57,1690,89,46,43,0.5168539325842697,18,5,28,8,3,1,0,2
"Kyle Lowry","PHI",60,1690,85,57,28,0.6705882352941176,11,3,46,11,3,0,2,0
"Jordan Clarkson","UTA",55,1682,146,97,49,0.6643835616438356,46,8,51,19,10,0,0,0
"De'Andre Hunter","ATL",57,1681,83,45,38,0.5421686746987951,25,5,20,5,7,0,7,0
"Pat Connaughton","MIL",76,1676,49,33,16,0.673469387755102,11,2,22,8,1,0,1,0
"Christian Braun","DEN",82,1656,55,33,22,0.6,15,0,18,2,6,1,0,0
"Simone Fontecchio","DET",66,1644,68,41,27,0.6029411764705882,15,4,26,7,6,0,2,0
"Ochai Agbaji","TOR",78,1642,64,28,36,0.4375,8,10,20,5,5,0,3,0
"Julius Randle","NYK",46,1630,159,80,79,0.5031446540880503,41,14,39,17,13,1,2,0
"Precious Achiuwa","NYK",74,1624,83,44,39,0.5301204819277109,19,4,25,9,10,2,0,0
"Santi Aldama","MEM",61,1618,69,36,33,0.5217391304347826,13,5,23,12,9,1,0,0
"Cameron Johnson","BKN",58,1599,57,40,17,0.7017543859649122,10,2,30,9,2,0,0,0
"Malaki Branham","SAS",75,1594,91,68,23,0.7472527472527473,23,1,45,17,0,1,1,0
"Paul Reed","PHI",82,1590,67,36,31,0.5373134328358209,19,2,17,6,7,0,0,3
"Ausar Thompson","DET",63,1583,84,58,26,0.6904761904761905,31,4,27,9,4,0,1,3
"Anfernee Simons","POR",46,1582,126,86,40,0.6825396825396826,34,8,52,12,6,0,2,0
"Kevin Huerter","SAC",64,1562,53,27,26,0.5094339622641509,7,3,20,10,4,0,2,0
"Bennedict Mathurin","IND",59,1538,97,43,54,0.44329896907216493,17,9,26,17,13,0,0,0
"Evan Mobley","CLE",50,1532,90,50,40,0.5555555555555556,27,7,23,5,10,1,4,2
"Chris Paul","GSW",58,1531,76,46,30,0.6052631578947368,10,4,36,15,4,0,3,0
"Nicolas Batum","PHI",60,1529,40,29,11,0.725,4,1,25,6,0,0,0,0
"Russell Westbrook","LAC",68,1529,144,88,56,0.6111111111111112,23,12,65,30,4,0,4,0
"Zach Collins","SAS",69,1526,132,69,63,0.5227272727272727,25,3,44,19,8,0,3,1
"Josh Green","DAL",57,1505,60,33,27,0.55,9,6,24,8,1,0,0,0
"Walker Kessler","UTA",64,1493,66,31,35,0.4696969696969697,16,2,15,4,1,1,1,3
"Draymond Green","GSW",55,1490,135,68,67,0.5037037037037037,4,7,64,37,1,0,1,0
"Peyton Watson","DEN",80,1488,58,28,30,0.4827586206896552,12,7,16,6,5,0,1,0
"Matisse Thybulle","POR",65,1487,40,25,15,0.625,6,3,19,5,0,0,2,0
"Khris Middleton","MIL",55,1487,127,78,49,0.6141732283464567,27,17,51,21,2,0,2,0
"Bojan Bogdanovic","NYK",57,1478,101,66,35,0.6534653465346535,23,6,43,15,5,0,2,0
"Julian Champagnie","SAS",74,1468,57,36,21,0.631578947368421,9,1,27,4,6,0,7,0
"Patrick Beverley","MIL",73,1463,65,46,19,0.7076923076923077,9,1,37,8,4,0,3,0
"Amir Coffey","LAC",70,1460,33,17,16,0.5151515151515151,4,5,13,3,2,0,1,0
"Isaiah Joe","OKC",78,1445,47,27,20,0.574468085106383,6,5,21,5,2,0,4,0
"Desmond Bane","MEM",42,1443,112,56,56,0.5,20,11,36,11,8,0,7,0
"Vince Williams Jr.","MEM",52,1436,92,59,33,0.6413043478260869,25,2,34,14,6,1,1,0
"Isaiah Stewart","DET",46,1423,66,22,44,0.3333333333333333,12,6,10,3,9,6,2,1
"Moritz Wagner","ORL",80,1415,97,41,56,0.422680412371134,28,6,13,6,6,0,3,0
"Tyler Herro","MIA",42,1407,93,60,33,0.6451612903225806,24,5,36,18,4,0,2,0
"Wendell Carter Jr.","ORL",55,1406,68,22,46,0.3235294117647059,9,8,13,5,6,1,4,0
"Onyeka Okongwu","ATL",55,1405,45,18,27,0.4,7,4,11,2,5,0,2,1
"Amen Thompson","HOU",62,1388,90,53,37,0.5888888888888889,23,9,30,10,6,0,1,1
"Haywood Highsmith","MIA",66,1366,34,21,13,0.6176470588235294,3,1,18,2,3,0,1,0
"Dyson Daniels","NOP",61,1358,59,37,22,0.6271186440677966,14,2,23,8,5,0,3,0
"Andre Drummond","CHI",79,1351,81,27,54,0.3333333333333333,8,8,19,4,7,6,0,4
"Marcus Sasser","DET",71,1351,90,63,27,0.7,23,5,40,8,9,0,0,0
"Kris Murray","POR",62,1348,55,41,14,0.7454545454545455,11,3,30,4,1,0,2,0
"Miles McBride","NYK",68,1328,30,21,9,0.7,3,1,18,4,2,0,0,0
"Jakob Poeltl","TOR",50,1319,77,32,45,0.4155844155844156,13,4,19,9,5,4,1,0
"Joel Embiid","PHI",39,1309,150,76,74,0.5066666666666667,46,11,30,28,5,0,0,0
"Jeff Green","HOU",78,1307,46,9,37,0.1956521739130435,3,5,6,4,5,0,3,0
"Cameron Payne","PHI",78,1304,66,39,27,0.5909090909090909,8,3,31,11,6,0,5,0
"Gary Harris","ORL",54,1297,31,13,18,0.41935483870967744,1,3,12,6,3,0,3,0
"Dereck Lively II","DAL",55,1294,50,22,28,0.44,9,2,13,3,3,4,0,1
"T.J. McConnell","IND",71,1291,108,61,47,0.5648148148148148,16,12,45,16,10,0,4,0
"Aaron Holiday","HOU",78,1269,53,31,22,0.5849056603773585,9,5,22,6,4,0,1,0
"Cedi Osman","SAS",72,1269,47,25,22,0.5319148936170213,9,6,16,7,1,0,1,0
"Gradey Dick","TOR",60,1268,50,31,19,0.62,13,3,18,8,4,0,1,0
"Naji Marshall","NOP",66,1257,65,32,33,0.49230769230769234,10,4,22,14,4,0,0,0
"Kris Dunn","UTA",66,1249,79,49,30,0.620253164556962,13,4,36,13,5,0,1,0
"Gordon Hayward","OKC",51,1245,66,37,29,0.5606060606060606,20,5,17,11,4,0,3,0
"GG Jackson","MEM",48,1233,65,33,32,0.5076923076923077,20,5,13,6,8,0,8,0
"Aaron Wiggins","OKC",78,1228,56,31,25,0.5535714285714286,15,6,16,8,6,0,0,0
"Larry Nance Jr.","NOP",61,1216,49,23,26,0.46938775510204084,7,2,16,9,1,0,0,3
"Duop Reath","POR",68,1214,52,23,29,0.4423076923076923,14,3,9,6,4,0,0,1
"Alec Burks","NYK",66,1211,48,31,17,0.6458333333333334,12,3,19,8,1,0,0,0
"Kevon Looney","GSW",74,1195,50,24,26,0.48,11,4,13,4,1,1,0,0
"David Roddy","PHX",65,1177,57,34,23,0.5964912280701754,23,5,11,9,3,0,2,0
"Vasilije Micic","CHA",60,1176,99,62,37,0.6262626262626263,17,4,45,18,10,0,1,0
"Patrick Williams","CHI",43,1174,57,34,23,0.5964912280701754,16,6,18,7,3,0,3,0
"John Konchar","MEM",55,1173,46,31,15,0.6739130434782609,9,3,22,7,2,0,0,2
"Joe Ingles","ORL",68,1169,67,50,17,0.746268656716418,13,1,37,6,1,0,0,0
"Drew Eubanks","PHX",75,1169,61,24,37,0.39344262295081966,9,3,15,7,3,1,0,0
"Anthony Black","ORL",69,1164,56,35,21,0.625,5,2,30,10,2,0,6,0
"Jordan Hawkins","NOP",67,1161,40,23,17,0.575,10,7,13,1,3,0,2,0
"Trey Lyles","SAC",58,1158,38,21,17,0.5526315789473685,5,4,16,6,1,0,1,0
"Moses Moody","GSW",66,1156,44,25,19,0.5681818181818182,11,2,14,6,3,1,1,0
"Jae Crowder","MIL",50,1156,23,13,10,0.5652173913043478,2,3,11,2,1,0,0,0
"Trayce Jackson-Davis","GSW",67,1130,49,27,22,0.5510204081632653,8,2,19,4,0,0,1,1
"Malcolm Brogdon","POR",39,1121,60,41,19,0.6833333333333333,14,3,27,7,4,0,0,0
"Dean Wade","CLE",54,1108,20,13,7,0.65,7,1,6,2,1,0,2,0
"Josh Richardson","MIA",43,1103,36,17,19,0.4722222222222222,1,0,16,7,5,0,1,0
"Davion Mitchell","SAC",72,1101,43,28,15,0.6511627906976745,13,3,15,5,6,0,1,0
"Dario Saric","GSW",64,1098,78,44,34,0.5641025641025641,13,6,31,9,4,0,3,0
"James Wiseman","DET",63,1091,66,21,45,0.3181818181818182,12,2,9,4,4,3,0,2
"Dante Exum","DAL",55,1088,49,30,19,0.6122448979591837,14,6,16,6,2,0,0,0
"Sam Merrill","CLE",61,1069,19,9,10,0.47368421052631576,1,1,8,2,3,0,1,0
"Shaedon Sharpe","POR",32,1059,72,46,26,0.6388888888888888,15,5,31,8,1,0,3,0
"Dennis Smith Jr.","BKN",56,1059,68,38,30,0.5588235294117647,12,3,26,10,6,0,2,0
"Jordan Goodwin","MEM",57,1056,56,39,17,0.6964285714285714,12,3,27,9,3,0,0,0
"Marvin Bagley III","WAS",50,1053,59,19,40,0.3220338983050847,6,7,13,6,7,0,0,1
"Torrey Craig","CHI",53,1049,32,20,12,0.625,7,2,13,4,0,0,3,0
"Dalano Banton","POR",54,1047,77,43,34,0.5584415584415584,13,6,30,17,1,0,0,0
"Jalen Smith","IND",61,1047,44,22,22,0.5,11,6,11,2,2,2,0,0
"Ziaire Williams","MEM",51,1038,66,36,30,0.5454545454545454,12,9,24,6,3,0,8,0
"Jae'Sean Tate","HOU",65,1031,37,17,20,0.4594594594594595,7,1,10,5,4,1,1,1
"Kenrich Williams","OKC",69,1029,32,20,12,0.625,5,3,15,4,1,0,0,0
"Jose Alvarado","NOP",56,1028,40,20,20,0.5,6,4,14,11,3,0,1,0
"Quentin Grimes","DET",51,1025,28,16,12,0.5714285714285714,8,1,8,6,4,0,1,0
"De'Anthony Melton","PHI",38,1023,39,24,15,0.6153846153846154,7,1,17,4,2,0,2,0
"Daniel Theis","LAC",60,1015,42,19,23,0.4523809523809524,8,0,11,0,6,1,2,0
"Lonnie Walker IV","BKN",58,1011,51,26,25,0.5098039215686274,12,2,14,3,9,0,6,0
"Talen Horton-Tucker","UTA",51,1009,65,45,20,0.6923076923076923,17,4,28,6,1,0,0,0
"Killian Hayes","DET",42,1008,51,31,20,0.6078431372549019,8,2,23,6,3,0,2,0
"Jevon Carter","CHI",72,1004,36,19,17,0.5277777777777778,4,2,15,4,3,0,3,0
"Luke Kennard","MEM",39,999,54,33,21,0.6111111111111112,7,4,26,11,2,0,2,0
"Garrison Mathews","ATL",66,992,19,11,8,0.5789473684210527,3,3,8,0,3,0,0,0
"Jaden Hardy","DAL",73,989,62,37,25,0.5967741935483871,17,2,20,12,2,0,0,0
"Tre Mann","CHA",41,987,65,42,23,0.6461538461538462,14,5,28,11,2,0,2,0
"Cam Reddish","LAL",48,984,31,17,14,0.5483870967741935,13,5,4,4,0,0,3,0
"Luke Kornet","BOS",63,983,21,11,10,0.5238095238095238,3,2,8,3,0,0,0,0
"Keon Ellis","SAC",57,978,37,26,11,0.7027027027027027,6,2,20,2,4,0,1,0
"Xavier Tillman","BOS",54,974,34,19,15,0.5588235294117647,8,2,11,3,2,0,0,0
"Josh Okogie","PHX",60,960,36,20,16,0.5555555555555556,6,1,14,8,2,0,2,0
"Goga Bitadze","ORL",62,957,44,24,20,0.5454545454545454,5,1,19,1,1,1,0,2
"Max Christie","LAL",67,944,35,23,12,0.6571428571428571,5,0,18,8,0,0,0,0
"Kevin Love","MIA",55,924,48,34,14,0.7083333333333334,6,0,28,6,2,0,1,1
