"Name","TeamAbbreviation","GamesPlayed","Minutes","Turnovers","LiveBallTurnovers","DeadBallTurnovers","LiveBallTurnoverPct","LostBallTurnovers","LostBallOutOfBoundsTurnovers","BadPassTurnovers","BadPassOutOfBoundsTurnovers","Travels","3SecondViolations","StepOutOfBoundsTurnovers","OffensiveGoaltends"
"Herbert Jones","NOP",78,2335,99,43,56,0.43434343434343436,16,7,27,12,11,0,3,2
"Evan Mobley","CLE",69,2331,133,84,49,0.631578947368421,51,13,33,6,13,2,3,0
"Andrew Wiggins","GSW",73,2330,110,53,57,0.4818181818181818,18,16,35,14,6,0,3,0
"Kentavious Caldwell-Pope","WAS",77,2329,97,58,39,0.5979381443298969,25,12,33,17,2,0,1,0
"Zach LaVine","CHI",67,2328,171,111,60,0.6491228070175439,58,11,53,16,11,0,6,0
"Alec Burks","NYK",81,2318,91,61,30,0.6703296703296703,14,6,47,9,3,0,0,0
"Terance Mann","LAC",81,2317,83,50,33,0.6024096385542169,18,4,32,6,1,0,7,0
"Luka Doncic","DAL",65,2301,292,198,94,0.678082191780822,58,9,140,47,9,0,7,0
"Joel Embiid","PHI",68,2297,214,122,92,0.5700934579439252,68,15,54,28,13,1,1,0
"Marcus Smart","BOS",71,2296,159,107,52,0.6729559748427673,31,2,76,32,3,0,3,0
"Jordan Poole","GSW",76,2283,187,103,84,0.5508021390374331,31,18,72,23,12,0,2,0
"Will Barton","DEN",71,2276,127,79,48,0.6220472440944882,34,11,45,19,3,0,4,0
"Desmond Bane","MEM",76,2266,111,62,49,0.5585585585585585,25,8,37,7,13,0,3,0
"Donovan Mitchell","UTA",67,2266,200,126,74,0.63,61,18,65,30,4,0,3,0
"Jonas Valanciunas","NOP",74,2240,178,81,97,0.4550561797752809,35,6,46,11,8,9,1,4
"Monte Morris","DEN",75,2239,78,50,28,0.6410256410256411,7,5,43,11,1,0,4,0
"Jaylen Brown","BOS",66,2220,178,99,79,0.5561797752808989,43,23,56,18,13,0,6,0
"Stephen Curry","GSW",64,2211,206,137,69,0.6650485436893204,40,12,97,23,9,0,6,1
"Jrue Holiday","MIL",67,2208,183,131,52,0.7158469945355191,50,10,81,20,6,0,2,0
"Giannis Antetokounmpo","MIL",67,2204,219,106,113,0.4840182648401826,55,12,51,21,20,0,5,1
"Kyle Kuzma","WAS",66,2204,169,89,80,0.5266272189349113,37,11,52,22,17,0,9,1
"Derrick White","BOS",75,2199,119,76,43,0.6386554621848739,30,6,46,21,6,0,3,0
"Kevin Huerter","ATL",74,2188,91,56,35,0.6153846153846154,16,7,40,10,8,0,1,0
"Devonte' Graham","NOP",76,2162,105,61,44,0.580952380952381,14,9,47,26,3,0,0,0
"Tyler Herro","MIA",66,2151,174,103,71,0.5919540229885057,43,10,60,33,5,0,11,0
"CJ McCollum","NOP",62,2145,126,79,47,0.626984126984127,26,5,53,17,4,0,7,0
"Khris Middleton","MIL",66,2141,190,124,66,0.6526315789473685,36,12,88,27,6,0,2,0
"Jordan Clarkson","UTA",79,2141,129,74,55,0.5736434108527132,33,15,41,11,11,0,3,0
"Chris Paul","PHX",65,2139,153,113,40,0.738562091503268,26,6,87,21,3,0,3,0
"Malik Monk","LAL",76,2139,122,78,44,0.639344262295082,21,7,57,20,6,0,1,0
"Jalen Green","HOU",67,2138,135,89,46,0.6592592592592592,41,10,48,10,8,0,5,1
"Domantas Sabonis","SAC",62,2136,195,111,84,0.5692307692307692,58,15,53,16,8,3,2,0
"Seth Curry","BKN",64,2134,109,58,51,0.5321100917431193,15,7,43,16,10,0,8,0
"Kyle Lowry","MIA",63,2133,168,110,58,0.6547619047619048,15,5,95,31,4,0,6,0
"Bojan Bogdanovic","UTA",69,2131,118,75,43,0.635593220338983,38,10,37,8,3,0,7,0
"Jaren Jackson Jr.","MEM",78,2126,130,54,76,0.4153846153846154,25,6,29,6,6,3,2,0
"Rudy Gobert","UTA",66,2120,117,49,68,0.4188034188034188,30,6,19,6,6,5,2,3
"Ayo Dosunmu","CHI",77,2110,108,60,48,0.5555555555555556,16,9,44,18,9,0,5,0
"Christian Wood","HOU",68,2094,126,62,64,0.49206349206349204,29,11,33,18,5,0,1,1
"Cade Cunningham","DET",64,2088,234,157,77,0.6709401709401709,58,9,99,24,9,0,7,1
"LeBron James","LAL",56,2084,195,116,79,0.5948717948717949,37,8,79,35,12,0,4,1
"De'Aaron Fox","SAC",59,2084,168,115,53,0.6845238095238095,40,15,75,14,5,0,5,0
"D'Angelo Russell","MIN",65,2077,165,111,54,0.6727272727272727,33,5,78,36,4,0,1,0
"Davion Mitchell","SAC",75,2076,114,78,36,0.6842105263157895,22,6,56,15,6,0,4,0
"Cole Anthony","ORL",65,2059,170,122,48,0.7176470588235294,38,10,84,22,5,0,5,0
"Mike Conley","UTA",72,2058,123,90,33,0.7317073170731707,19,6,71,16,2,0,4,0
"Justin Holiday","SAC",74,2057,70,55,15,0.7857142857142857,17,3,38,9,1,0,0,0
"Jae'Sean Tate","HOU",78,2056,139,73,66,0.5251798561151079,32,9,41,19,10,0,0,1
"Kevin Durant","BKN",55,2047,191,129,62,0.675392670157068,47,16,82,19,4,0,4,0
"Duncan Robinson","MIA",79,2043,60,31,29,0.5166666666666667,8,4,23,5,8,0,3,0
"Clint Capela","ATL",74,2042,44,19,25,0.4318181818181818,8,6,11,4,1,4,1,2
"Bobby Portis","MIL",72,2028,90,36,54,0.4,21,8,15,6,9,1,6,1
"Al Horford","BOS",69,2005,65,35,30,0.5384615384615384,9,4,26,11,2,2,2,0
"Kelly Oubre Jr.","CHA",76,1999,67,41,26,0.6119402985074627,22,10,19,7,2,0,3,0
"Steven Adams","MEM",76,1999,115,63,52,0.5478260869565217,11,4,52,19,1,5,0,0
"Deni Avdija","WAS",82,1984,87,63,24,0.7241379310344828,18,2,45,10,7,0,0,0
"P.J. Tucker","MIA",71,1981,66,32,34,0.48484848484848486,8,3,24,6,4,0,3,0
"Isaac Okoro","CLE",67,1981,58,32,26,0.5517241379310345,16,2,16,9,3,0,3,0
"Spencer Dinwiddie","DAL",67,1980,104,64,40,0.6153846153846154,10,4,54,16,4,0,2,0
"Malik Beasley","MIN",79,1976,43,25,18,0.5813953488372093,14,5,11,1,1,0,4,0
"Jakob Poeltl","SAS",68,1970,109,54,55,0.4954128440366973,17,7,37,10,7,2,2,1
"Shai Gilgeous-Alexander","OKC",56,1942,154,108,46,0.7012987012987013,39,11,69,9,5,0,0,0
"Robert Covington","LAC",71,1939,75,39,36,0.52,11,2,28,15,3,0,2,0
"Devin Vassell","SAS",71,1937,58,34,24,0.5862068965517241,13,5,21,8,2,0,5,0
"Jimmy Butler","MIA",57,1931,121,75,46,0.6198347107438017,24,8,51,15,6,0,0,0
"Darius Bazley","OKC",69,1924,90,61,29,0.6777777777777778,27,9,34,7,5,0,2,0
"Luke Kennard","LAC",70,1919,60,35,25,0.5833333333333334,10,4,25,13,1,0,1,0
"Kevin Porter Jr.","HOU",61,1907,192,138,54,0.71875,47,9,91,27,3,0,4,0
"Reggie Bullock","DAL",68,1902,40,23,17,0.575,2,4,21,3,0,0,5,0
"Ja Morant","MEM",57,1889,196,130,66,0.6632653061224489,48,8,82,39,9,0,3,2
"Jae Crowder","PHX",67,1886,54,31,23,0.5740740740740741,6,2,25,9,0,0,1,0
"Jarred Vanderbilt","MIN",74,1880,73,41,32,0.5616438356164384,14,5,27,9,2,1,4,1
"Lauri Markkanen","CLE",61,1878,54,36,18,0.6666666666666666,16,2,20,5,1,2,1,0
"Grant Williams","BOS",77,1875,62,37,25,0.5967741935483871,13,4,24,4,3,0,3,0
"Brandon Ingram","NOP",55,1869,151,84,67,0.5562913907284768,37,12,47,20,4,0,7,0
"Cody Martin","CHA",71,1866,61,36,25,0.5901639344262295,12,5,24,10,2,0,4,0
"Ivica Zubac","LAC",76,1852,114,58,56,0.5087719298245614,32,7,26,10,4,8,1,1
"Wendell Carter Jr.","ORL",62,1852,117,48,69,0.41025641025641024,22,11,26,19,9,2,1,0
"Jeff Green","DEN",75,1849,71,27,44,0.38028169014084506,10,8,17,9,3,1,7,0
"Bogdan Bogdanovic","ATL",63,1848,70,50,20,0.7142857142857143,16,1,34,8,6,0,1,0
"Mitchell Robinson","NYK",72,1848,60,28,32,0.4666666666666667,17,1,11,1,1,6,0,2
"Dennis Schroder","HOU",64,1837,143,89,54,0.6223776223776224,29,7,60,26,2,0,0,0
"Bam Adebayo","MIA",56,1825,148,61,87,0.41216216216216217,27,12,34,25,6,1,4,1
"Mo Bamba","ORL",71,1824,77,33,44,0.42857142857142855,13,7,20,10,3,4,2,2
"Isaiah Stewart","DET",71,1816,85,31,54,0.36470588235294116,14,3,17,1,5,12,2,0
"Jarrett Allen","CLE",56,1810,94,52,42,0.5531914893617021,27,9,25,11,5,2,2,1
"Grayson Allen","MIL",66,1805,43,31,12,0.7209302325581395,7,0,24,3,3,0,1,0
"Robert Williams III","BOS",61,1804,63,31,32,0.49206349206349204,9,3,22,9,1,2,1,6
"Jaden McDaniels","MIN",70,1803,75,33,42,0.44,11,2,22,10,8,0,9,1
"Immanuel Quickley","NYK",78,1802,99,59,40,0.5959595959595959,18,2,41,16,6,0,5,0
"Corey Kispert","WAS",77,1801,50,25,25,0.5,7,7,18,3,6,0,2,0
"Dwight Powell","DAL",82,1798,64,23,41,0.359375,10,3,13,6,1,1,2,0
"Carmelo Anthony","LAL",69,1793,59,18,41,0.3050847457627119,6,3,12,8,7,0,1,0
"Mason Plumlee","CHA",73,1793,100,62,38,0.62,15,4,47,9,2,3,1,0
"Josh Hart","POR",54,1791,114,78,36,0.6842105263157895,27,7,51,15,5,0,1,0
"Caris LeVert","CLE",58,1780,108,66,42,0.6111111111111112,37,5,29,16,7,0,3,1
"Bruce Brown","BKN",72,1774,56,28,28,0.5,10,6,18,8,2,0,3,0
"P.J. Washington","CHA",65,1768,82,53,29,0.6463414634146342,19,3,34,14,0,0,1,0
"Chuma Okeke","ORL",70,1749,57,37,20,0.6491228070175439,13,1,24,9,5,0,2,0
"Georges Niang","PHI",76,1736,59,29,30,0.4915254237288136,9,4,20,10,4,0,3,0
"Kevon Looney","GSW",82,1732,66,34,32,0.5151515151515151,14,3,20,5,1,1,2,1
"Gary Harris","ORL",61,1730,61,35,26,0.5737704918032787,13,4,22,6,0,0,6,1
"Cameron Johnson","PHX",66,1730,47,29,18,0.6170212765957447,9,6,20,4,3,0,1,0
"OG Anunoby","TOR",48,1728,79,49,30,0.620253164556962,18,7,31,6,1,0,0,0
"Precious Achiuwa","TOR",73,1725,84,33,51,0.39285714285714285,18,8,15,4,8,1,4,0
"Deandre Ayton","PHX",58,1713,91,45,46,0.4945054945054945,28,6,17,2,4,5,3,1
"Garrison Mathews","HOU",65,1712,41,25,16,0.6097560975609756,7,2,18,5,3,0,0,0
"Josh Giddey","OKC",54,1700,171,121,50,0.7076023391812866,37,3,84,24,10,0,0,0
"Pat Connaughton","MIL",65,1691,35,23,12,0.6571428571428571,6,2,17,4,1,0,1,0
"Chris Boucher","TOR",80,1690,42,20,22,0.47619047619047616,11,2,9,2,5,0,3,0
"Matisse Thybulle","PHI",66,1685,39,29,10,0.7435897435897436,8,3,21,4,1,0,0,0
"Anfernee Simons","POR",57,1681,115,76,39,0.6608695652173913,30,8,46,8,4,0,3,0
"Coby White","CHI",61,1675,70,39,31,0.5571428571428572,13,5,26,9,2,0,3,0
"Danilo Gallinari","ATL",66,1672,38,18,20,0.47368421052631576,10,5,8,2,4,1,0,0
"Eric Gordon","HOU",57,1670,107,68,39,0.6355140186915887,30,7,38,18,7,0,0,0
"Luguentz Dort","OKC",51,1665,85,42,43,0.49411764705882355,16,7,26,11,3,0,3,0
"Kevin Love","CLE",74,1665,98,54,44,0.5510204081632653,13,6,41,18,6,0,1,0
"John Collins","ATL",54,1663,59,29,30,0.4915254237288136,7,5,22,4,7,1,0,0
"De'Anthony Melton","MEM",73,1657,112,80,32,0.7142857142857143,27,5,53,6,10,0,2,0
"Kenyon Martin Jr.","HOU",79,1656,60,29,31,0.48333333333333334,8,7,21,7,4,0,2,1
"Killian Hayes","DET",66,1647,111,58,53,0.5225225225225225,16,5,42,20,9,0,6,0
"Montrezl Harrell","CHA",71,1640,72,39,33,0.5416666666666666,20,4,19,13,1,0,0,1
"Lonnie Walker IV","SAS",70,1612,71,37,34,0.5211267605633803,17,2,20,13,6,0,9,0
"Cory Joseph","DET",65,1600,85,52,33,0.611764705882353,21,3,31,12,1,0,3,0
"Josh Richardson","SAS",65,1600,66,36,30,0.5454545454545454,13,7,23,6,5,0,5,0
"Torrey Craig","PHX",78,1596,67,35,32,0.5223880597014925,12,7,23,12,7,0,0,0
"Gabe Vincent","MIA",68,1589,98,58,40,0.5918367346938775,14,2,44,24,2,0,1,0
"Max Strus","MIA",68,1587,57,37,20,0.6491228070175439,10,6,27,4,1,0,6,0
"Jusuf Nurkic","POR",56,1579,143,74,69,0.5174825174825175,32,8,42,13,5,2,0,1
"De'Andre Hunter","ATL",53,1577,68,34,34,0.5,21,7,13,4,2,0,6,0
"Amir Coffey","LAC",69,1567,45,27,18,0.6,13,3,14,4,2,0,4,0
"Marcus Morris Sr.","LAC",54,1564,69,38,31,0.5507246376811594,16,3,22,10,7,1,1,0
"Oshae Brissett","IND",67,1564,54,25,29,0.46296296296296297,9,6,16,7,3,0,2,1
"Gordon Hayward","CHA",49,1564,81,44,37,0.5432098765432098,15,7,29,13,1,0,1,0
"Tyus Jones","MEM",73,1549,45,30,15,0.6666666666666666,10,2,20,7,1,0,0,0
"Chris Duarte","IND",55,1541,90,55,35,0.6111111111111112,17,4,38,7,7,0,7,0
"Trey Lyles","SAC",75,1536,73,28,45,0.3835616438356164,9,10,19,15,5,0,0,0
"Javonte Green","CHI",65,1519,30,13,17,0.43333333333333335,7,3,6,3,2,1,3,0
"Talen Horton-Tucker","LAL",60,1511,82,53,29,0.6463414634146342,17,6,36,8,4,0,1,0
"Jerami Grant","DET",47,1500,85,48,37,0.5647058823529412,19,5,29,9,3,0,1,0
"Alperen Sengun","HOU",72,1489,145,77,68,0.5310344827586206,36,6,41,18,7,5,0,1
"Kyle Anderson","MEM",69,1484,70,45,25,0.6428571428571429,14,5,31,2,6,0,0,0
"Kristaps Porzingis","WAS",51,1481,81,45,36,0.5555555555555556,20,4,25,8,1,3,0,2
"Austin Rivers","DEN",67,1480,54,32,22,0.5925925925925926,14,4,18,8,3,0,4,0
"Patrick Beverley","MIN",58,1476,73,40,33,0.547945205479452,5,4,35,15,3,0,3,0
"Nickeil Alexander-Walker","UTA",65,1466,93,67,26,0.7204301075268817,13,5,54,9,4,0,0,0
"Nicolas Batum","LAC",59,1462,40,21,19,0.525,1,1,20,9,4,0,2,0
"Cedi Osman","CLE",66,1462,66,42,24,0.6363636363636364,16,3,26,8,2,0,1,0
"Norman Powell","LAC",45,1458,69,40,29,0.5797101449275363,21,8,19,11,2,0,4,0
"Delon Wright","ATL",77,1452,45,28,17,0.6222222222222222,12,2,16,10,4,0,0,0
"Maxi Kleber","DAL",59,1450,47,22,25,0.46808510638297873,11,0,11,1,7,0,2,0
"Terrence Ross","ORL",63,1448,75,45,30,0.6,10,8,35,8,4,0,1,0
"Daniel Gafford","WAS",72,1444,65,31,34,0.47692307692307695,17,6,14,8,0,2,1,2
"Bradley Beal","WAS",40,1439,135,82,53,0.6074074074074074,28,10,54,23,1,0,5,0
"Landry Shamet","PHX",69,1437,41,30,11,0.7317073170731707,5,1,25,4,0,0,0,1
"Andre Drummond","BKN",73,1437,115,45,70,0.391304347826087,17,3,28,19,7,2,2,5
"Austin Reaves","LAL",61,1418,40,28,12,0.7,6,4,22,1,1,0,1,1
"Furkan Korkmaz","PHI",67,1414,48,29,19,0.6041666666666666,5,4,24,6,7,0,1,0
"Avery Bradley","LAL",62,1406,38,18,20,0.47368421052631576,4,3,14,9,3,0,2,0
"Anthony Davis","LAL",40,1404,82,44,38,0.5365853658536586,24,10,20,11,4,1,0,1
"R.J. Hampton","ORL",64,1402,87,52,35,0.5977011494252874,14,7,38,14,7,1,0,0
"Otto Porter Jr.","GSW",63,1401,37,18,19,0.4864864864864865,7,0,11,7,2,0,3,0
"Jaxson Hayes","NOP",70,1398,54,23,31,0.42592592592592593,11,2,12,6,0,0,2,0
"Caleb Martin","MIA",60,1372,52,23,29,0.4423076923076923,7,5,16,5,4,0,4,2
"Raul Neto","WAS",70,1372,79,53,26,0.6708860759493671,11,4,42,11,4,0,0,0
"Tre Mann","OKC",60,1367,71,47,24,0.6619718309859155,24,4,23,7,2,0,6,0
"Eric Bledsoe","LAC",54,1361,116,73,43,0.6293103448275862,24,11,49,17,3,0,0,0
"Danny Green","PHI",62,1353,45,22,23,0.4888888888888889,4,6,18,6,2,0,6,0
"Ziaire Williams","MEM",62,1346,41,20,21,0.4878048780487805,6,6,14,7,2,0,4,0
"Josh Christopher","HOU",74,1334,114,72,42,0.631578947368421,26,10,46,9,14,0,3,0
"Draymond Green","GSW",46,1329,139,77,62,0.5539568345323741,9,0,68,38,3,0,0,0
"Bones Hyland","DEN",69,1310,86,46,40,0.5348837209302325,16,10,30,10,8,0,3,0
"Jalen Suggs","ORL",48,1307,142,94,48,0.6619718309859155,37,11,57,10,5,0,3,0
"John Konchar","MEM",72,1292,29,24,5,0.8275862068965517,6,1,18,3,0,0,0,0
"Bryn Forbes","DEN",75,1286,56,35,21,0.625,15,2,20,4,5,0,3,0
"Ben McLemore","POR",64,1285,55,37,18,0.6727272727272727,16,1,21,4,7,0,4,0
"Chimezie Metu","SAC",60,1279,61,41,20,0.6721311475409836,21,4,20,3,2,0,0,1
"Cameron Payne","PHX",58,1278,103,69,34,0.6699029126213593,21,7,48,13,2,0,3,0
"Hamidou Diallo","DET",58,1269,58,23,35,0.39655172413793105,7,8,16,10,5,0,3,3
"Damion Lee","GSW",63,1256,38,15,23,0.39473684210526316,9,2,6,3,3,0,2,0
"George Hill","MIL",54,1253,41,21,20,0.5121951219512195,3,2,18,8,3,0,4,0
"Brandon Clarke","MEM",64,1246,34,11,23,0.3235294117647059,7,3,4,2,4,1,0,1
"Tim Hardaway Jr.","DAL",42,1245,33,23,10,0.696969696969697,9,3,14,3,1,0,2,0
"Drew Eubanks","POR",71,1245,81,30,51,0.37037037037037035,10,4,20,10,6,2,1,3
"Gary Payton II","GSW",71,1242,40,22,18,0.55,3,2,19,5,1,0,1,0
"Myles Turner","IND",42,1235,54,25,29,0.46296296296296297,8,5,17,1,0,1,2,1
"Aleksej Pokusevski","OKC",61,1233,94,63,31,0.6702127659574468,19,5,44,8,6,0,1,0
"Obi Toppin","NYK",72,1230,56,18,38,0.32142857142857145,5,7,13,5,6,1,3,1
"Doug McDermott","SAS",51,1223,43,24,19,0.5581395348837209,10,4,14,4,1,0,4,0
"Isaiah Hartenstein","LAC",68,1216,84,35,49,0.4166666666666667,12,7,23,14,9,2,0,1
"Naz Reid","MIN",77,1215,82,33,49,0.4024390243902439,20,4,13,13,8,2,1,0
"Lonzo Ball","CHI",35,1212,82,54,28,0.6585365853658537,10,5,44,13,2,0,1,0
"Aaron Wiggins","OKC",50,1209,54,35,19,0.6481481481481481,10,3,25,5,5,0,4,0
"Malcolm Brogdon","IND",36,1206,77,44,33,0.5714285714285714,9,6,35,14,0,0,3,0
"James Johnson","BKN",62,1191,48,31,17,0.6458333333333334,8,1,23,4,2,0,1,0
"Jordan Nwora","MIL",62,1185,57,35,22,0.6140350877192983,12,6,23,3,2,0,8,0
"Jonathan Kuminga","GSW",70,1185,73,38,35,0.5205479452054794,13,6,25,8,3,0,0,0
"Facundo Campazzo","DEN",65,1184,66,46,20,0.696969696969697,7,1,39,12,0,0,0,0
"Shake Milton","PHI",55,1179,44,24,20,0.5454545454545454,6,2,18,5,0,0,3,0
"Taurean Prince","MIN",69,1177,53,24,29,0.4528301886792453,10,4,14,10,5,0,5,1
"Cam Thomas","BKN",67,1176,55,38,17,0.6909090909090909,17,2,21,2,4,0,3,0
"CJ Elleby","POR",58,1174,56,43,13,0.7678571428571429,14,3,29,6,0,0,0,0
"JaVale McGee","PHX",74,1172,98,47,51,0.47959183673469385,23,4,24,5,2,5,0,1
"Frank Jackson","DET",53,1164,38,23,15,0.6052631578947368,5,3,18,2,3,0,4,0
"Hassan Whiteside","UTA",65,1162,53,22,31,0.41509433962264153,16,1,6,3,3,4,2,0
"Tre Jones","SAS",69,1148,46,30,16,0.6521739130434783,7,3,23,6,1,0,0,1
"Alex Caruso","CHI",41,1147,57,39,18,0.6842105263157895,9,5,30,9,1,0,0,0
"Marvin Bagley III","DET",48,1146,39,11,28,0.28205128205128205,3,2,8,1,8,1,0,1
"Nemanja Bjelica","GSW",71,1143,87,49,38,0.5632183908045977,19,3,30,11,6,1,0,0
"Ish Smith","WAS",65,1126,78,54,24,0.6923076923076923,21,3,33,14,1,0,4,0
"Joe Ingles","UTA",45,1122,46,28,18,0.6086956521739131,8,3,20,8,0,0,3,0
"Garrett Temple","NOP",59,1098,42,25,17,0.5952380952380952,6,4,19,3,0,0,2,0
"Stanley Johnson","LAL",48,1094,35,18,17,0.5142857142857142,6,4,12,3,1,0,3,0
"Kyrie Irving","BKN",29,1091,73,51,22,0.6986301369863014,17,6,34,12,0,0,1,0
"Nassir Little","POR",42,1088,40,25,15,0.625,12,3,13,2,2,0,1,1
"Jeremiah Robinson-Earl","OKC",49,1087,39,23,16,0.5897435897435898,14,6,9,1,3,0,1,0
"JaMychal Green","DEN",67,1085,57,21,36,0.3684210526315789,6,2,15,8,1,0,1,1
"Paul George","LAC",31,1077,126,85,41,0.6746031746031746,26,8,59,21,1,0,1,1
"Richaun Holmes","SAC",45,1074,56,30,26,0.5357142857142857,16,2,14,4,0,2,1,2
"Kenrich Williams","OKC",49,1072,46,35,11,0.7608695652173914,15,3,20,1,2,0,0,0
"Dewayne Dedmon","MIA",67,1065,70,20,50,0.2857142857142857,11,1,9,2,5,3,1,2
"Damian Lillard","POR",29,1056,83,54,29,0.6506024096385542,11,6,43,16,1,0,0,0
"Troy Brown Jr.","CHI",66,1055,26,18,8,0.6923076923076923,6,2,12,2,0,0,3,0
"LaMarcus Aldridge","BKN",47,1050,43,15,28,0.3488372093023256,7,4,8,4,4,1,0,0
"Larry Nance Jr.","NOP",46,1040,37,17,20,0.4594594594594595,6,1,11,6,4,0,0,0
"Josh Green","DAL",67,1039,44,30,14,0.6818181818181818,3,1,27,2,0,0,1,0
"Rudy Gay","UTA",55,1038,47,30,17,0.6382978723404256,12,4,18,2,4,0,1,0
"DeAndre' Bembry","MIL",56,1026,31,16,15,0.5161290322580645,5,0,11,7,2,0,0,0
"Aaron Holiday","PHX",63,1021,67,42,25,0.6268656716417911,11,5,31,11,3,1,1,0
"Damian Jones","SAC",56,1017,59,25,34,0.423728813559322,12,4,13,9,2,3,1,0
"Lamar Stevens","CLE",63,1015,41,27,14,0.6585365853658537,16,3,11,2,1,0,0,0
"Cam Reddish","NYK",49,1012,57,29,28,0.5087719298245614,15,6,14,6,6,0,5,0
"Donte DiVincenzo","SAC",42,1005,72,51,21,0.7083333333333334,21,5,30,11,0,0,0,0
"Wesley Matthews","MIL",49,1002,18,11,7,0.6111111111111112,3,2,8,3,0,0,1,0
"Payton Pritchard","BOS",71,1001,41,25,16,0.6097560975609756,5,4,20,2,5,0,3,0
"Juan Toscano-Anderson","GSW",73,994,68,32,36,0.47058823529411764,7,5,25,12,9,0,2,0
"Onyeka Okongwu","ATL",48,992,44,22,22,0.5,9,3,13,1,2,1,1,1
"Khem Birch","TOR",55,991,29,14,15,0.4827586206896552,6,0,8,2,2,0,0,0
"Kessler Edwards","BKN",48,987,42,23,19,0.5476190476190477,7,5,16,3,5,1,2,0
"Dean Wade","CLE",51,980,16,11,5,0.6875,4,2,7,2,0,0,0,0
