"Name","TeamAbbreviation","GamesPlayed","Minutes","Turnovers","LiveBallTurnovers","DeadBallTurnovers","LiveBallTurnoverPct","LostBallTurnovers","LostBallOutOfBoundsTurnovers","BadPassTurnovers","BadPassOutOfBoundsTurnovers","Travels","3SecondViolations","StepOutOfBoundsTurnovers","OffensiveGoaltends"
"Markieff Morris","WAS",76,2374,129,63,66,0.4883720930232558,20,8,43,14,7,0,5,0
"Solomon Hill","NOP",80,2374,82,53,29,0.6463414634146342,13,3,40,10,5,1,2,0
"Michael Kidd-Gilchrist","CHA",81,2350,56,26,30,0.4642857142857143,15,5,11,6,4,0,0,0
"Paul Millsap","ATL",69,2343,158,95,63,0.6012658227848101,39,7,56,24,12,0,0,0
"Tristan Thompson","CLE",78,2337,64,24,40,0.375,12,4,12,3,5,2,2,1
"Tony Snell","MIL",80,2336,55,32,23,0.5818181818181818,10,5,22,7,5,0,0,0
"Jae Crowder","BOS",72,2335,80,50,30,0.625,11,5,39,15,1,0,0,0
"LaMarcus Aldridge","SAS",72,2335,98,53,45,0.5408163265306123,28,7,25,7,11,1,2,1
"Eric Gordon","HOU",75,2323,121,69,52,0.5702479338842975,28,7,41,14,11,0,10,0
"Aaron Gordon","ORL",80,2298,89,53,36,0.5955056179775281,20,2,33,10,3,0,3,0
"Marvin Williams","CHA",76,2295,60,25,35,0.4166666666666667,7,3,18,10,6,0,2,1
"Mike Conley","MEM",69,2292,156,105,51,0.6730769230769231,30,14,75,19,3,0,4,0
"Brandon Ingram","LAL",79,2279,116,66,50,0.5689655172413793,22,5,44,16,3,0,9,0
"Robin Lopez","CHI",81,2271,91,38,53,0.4175824175824176,15,5,23,5,9,9,0,0
"Allen Crabbe","POR",79,2254,62,30,32,0.4838709677419355,15,5,15,8,7,0,4,0
"Kyle Lowry","TOR",60,2244,174,107,67,0.6149425287356322,31,12,76,29,8,1,4,0
"Thaddeus Young","IND",74,2237,96,60,36,0.625,23,6,37,14,4,2,0,0
"PJ Tucker","TOR",81,2236,66,29,37,0.4393939393939394,7,3,22,7,6,2,6,0
"Evan Fournier","ORL",68,2234,140,89,51,0.6357142857142857,43,10,46,17,9,0,4,0
"Maurice Harkless","POR",77,2223,86,44,42,0.5116279069767442,22,13,22,2,9,0,5,2
"Victor Oladipo","OKC",67,2223,119,68,51,0.5714285714285714,28,17,40,11,8,0,4,1
"Brook Lopez","BKN",75,2222,184,98,86,0.532608695652174,47,7,51,14,10,7,3,0
"Dwight Howard","ATL",74,2199,170,60,110,0.35294117647058826,24,8,36,13,11,20,6,7
"JJ Redick","LAC",78,2198,98,53,45,0.5408163265306123,23,9,30,17,4,0,5,0
"Wilson Chandler","DEN",71,2197,114,57,57,0.5,24,8,33,9,16,2,3,0
"Al Horford","BOS",68,2193,115,71,44,0.6173913043478261,24,5,47,10,12,1,4,1
"Jrue Holiday","NOP",67,2190,194,133,61,0.6855670103092784,45,10,88,25,7,0,6,0
"Nik Stauskas","PHI",80,2188,128,80,48,0.625,31,12,49,26,2,0,3,0
"Tyler Johnson","MIA",73,2178,90,56,34,0.6222222222222222,16,12,40,10,5,0,4,0
"Eric Bledsoe","PHX",66,2176,225,133,92,0.5911111111111111,46,12,87,41,3,0,4,1
"Kristaps Porzingis","NYK",66,2164,119,63,56,0.5294117647058824,33,12,30,11,6,2,2,2
"Nikola Vucevic","ORL",75,2163,117,58,59,0.49572649572649574,22,3,36,18,14,6,0,1
"Jamal Crawford","LAC",82,2157,134,86,48,0.6417910447761194,34,9,52,25,0,0,8,0
"Tim Hardaway Jr.","ATL",79,2153,106,66,40,0.6226415094339622,17,9,49,12,3,0,2,0
"Mason Plumlee","DEN",81,2148,134,74,60,0.5522388059701493,27,5,47,12,6,2,0,2
"Ersan Ilyasova","ATL",82,2142,116,60,56,0.5172413793103449,18,5,42,12,13,4,4,0
"Danilo Gallinari","DEN",63,2134,82,56,26,0.6829268292682927,22,7,34,5,7,0,0,0
"T.J. McConnell","PHI",81,2133,160,99,61,0.61875,23,8,76,31,13,0,4,0
"Julius Randle","LAL",74,2132,173,84,89,0.48554913294797686,39,13,45,17,19,2,1,0
"Dario Saric","PHI",81,2129,183,92,91,0.5027322404371585,34,13,58,28,22,3,3,0
"Robert Covington","PHI",67,2119,131,55,76,0.4198473282442748,23,7,32,19,18,0,4,0
"Ryan Anderson","HOU",72,2117,55,27,28,0.4909090909090909,17,4,10,5,5,2,1,0
"JaMychal Green","MEM",77,2101,94,47,47,0.5,12,5,35,8,8,0,3,1
"James Johnson","MIA",76,2085,171,91,80,0.5321637426900585,27,12,64,27,8,0,4,1
"Bojan Bogdanovic","WAS",81,2083,131,77,54,0.5877862595419847,35,13,42,14,10,0,2,1
"Derrick Rose","NYK",64,2082,147,92,55,0.6258503401360545,30,13,62,21,4,0,2,1
"Blake Griffin","LAC",61,2076,142,91,51,0.6408450704225352,30,8,61,17,4,1,2,0
"Kevin Durant","GSW",62,2070,138,93,45,0.6739130434782609,34,5,59,19,5,0,3,0
"Jonas Valanciunas","TOR",80,2066,106,46,60,0.4339622641509434,22,4,24,4,6,6,1,1
"Darren Collison","SAC",68,2063,114,72,42,0.631578947368421,14,10,58,17,6,0,3,0
"Patrick Beverley","HOU",67,2058,100,58,42,0.58,12,6,46,15,9,0,4,0
"Austin Rivers","LAC",74,2054,115,68,47,0.591304347826087,29,15,39,10,7,0,4,0
"TJ Warren","PHX",66,2048,57,30,27,0.5263157894736842,10,2,20,4,6,0,3,0
"Jameer Nelson","DEN",75,2045,128,73,55,0.5703125,18,8,55,22,13,0,6,0
"Nikola Jokic","DEN",73,2038,171,98,73,0.5730994152046783,36,4,62,29,11,4,0,0
"Seth Curry","DAL",70,2029,92,44,48,0.4782608695652174,8,11,36,14,11,0,2,0
"Cory Joseph","TOR",80,2003,108,62,46,0.5740740740740741,15,6,47,19,8,0,0,0
"Monta Ellis","IND",74,1998,135,82,53,0.6074074074074074,30,8,52,23,9,0,3,0
"Andre Iguodala","GSW",76,1998,58,35,23,0.603448275862069,6,1,29,15,2,1,1,0
"Lou Williams","HOU",81,1993,160,112,48,0.7,28,7,84,24,5,0,3,0
"Taj Gibson","OKC",78,1989,105,47,58,0.44761904761904764,25,9,22,6,11,4,2,0
"Matthew Dellavedova","MIL",76,1986,133,87,46,0.6541353383458647,10,3,77,29,3,0,0,0
"Malcolm Brogdon","MIL",75,1982,113,77,36,0.6814159292035398,22,3,55,13,5,0,3,1
"Joe Ingles","UTA",82,1972,107,68,39,0.6355140186915887,16,3,52,11,7,0,6,0
"Rodney McGruder","MIA",78,1966,56,31,25,0.5535714285714286,12,11,19,6,0,0,3,1
"Kent Bazemore","ATL",73,1963,125,91,34,0.728,25,9,66,18,1,0,1,0
"Ish Smith","DET",81,1955,112,82,30,0.7321428571428571,33,1,49,11,8,0,1,0
"Terrence Ross","ORL",78,1955,68,43,25,0.6323529411764706,16,4,27,12,0,0,2,0
"Frank Kaminsky","CHA",75,1954,76,41,35,0.5394736842105263,17,2,24,5,15,0,2,0
"Jon Leuer","DET",75,1944,66,41,25,0.6212121212121212,15,5,26,12,1,0,3,0
"Iman Shumpert","CLE",76,1937,78,41,37,0.5256410256410257,9,3,32,15,1,0,5,0
"Chris Paul","LAC",61,1921,147,83,64,0.564625850340136,23,10,60,36,4,0,2,0
"Tony Allen","MEM",71,1914,100,55,45,0.55,20,10,35,13,11,3,1,0
"Buddy Hield","SAC",82,1888,101,66,35,0.6534653465346535,28,10,38,9,5,0,4,0
"Kevin Love","CLE",60,1885,122,75,47,0.6147540983606558,31,8,44,14,6,1,0,0
"DeMarre Carroll","TOR",72,1881,54,27,27,0.5,11,5,16,10,2,0,2,0
"Joe Johnson","UTA",78,1843,69,45,24,0.6521739130434783,23,3,22,13,3,0,1,0
"Rajon Rondo","CHI",69,1843,169,97,72,0.5739644970414202,18,15,79,41,6,0,1,0
"Avery Bradley","BOS",55,1835,88,60,28,0.6818181818181818,19,7,41,15,1,0,1,0
"Greg Monroe","MIL",81,1823,140,82,58,0.5857142857142857,42,10,40,25,9,1,1,1
"E'Twaun Moore","NOP",73,1820,62,36,26,0.5806451612903226,6,4,30,7,10,0,1,0
"D'Angelo Russell","LAL",63,1811,176,114,62,0.6477272727272727,34,7,80,29,2,1,2,0
"Danny Green","SAS",68,1807,76,48,28,0.631578947368421,5,4,43,13,2,0,5,0
"Brandon Jennings","WAS",81,1801,128,80,48,0.625,27,9,53,19,6,0,0,0
"Vince Carter","MEM",73,1800,50,28,22,0.56,5,3,23,6,2,0,2,1
"Bismack Biyombo","ORL",81,1793,95,35,60,0.3684210526315789,14,3,21,5,10,4,3,1
"Dwyane Wade","CHI",60,1792,138,96,42,0.6956521739130435,28,7,68,18,3,0,1,1
"Luc Mbah a Moute","LAC",80,1787,46,23,23,0.5,7,10,16,4,3,0,3,0
"Zach Randolph","MEM",73,1786,99,53,46,0.5353535353535354,28,9,25,9,9,0,1,0
"Gary Harris","DEN",57,1782,76,48,28,0.631578947368421,10,4,38,8,1,0,7,1
"Marco Belinelli","CHA",74,1777,70,47,23,0.6714285714285714,17,3,30,12,3,0,0,0
"CJ Miles","IND",76,1776,40,25,15,0.625,6,1,19,6,1,0,1,0
"Matt Barnes","GSW",74,1776,107,67,40,0.6261682242990654,10,8,57,17,3,1,3,0
"Al-Farouq Aminu","POR",61,1773,94,50,44,0.5319148936170213,17,9,33,6,16,1,2,0
"Jamal Murray","DEN",82,1764,113,75,38,0.6637168141592921,24,10,51,13,3,0,5,0
"Rondae Hollis-Jefferson","BKN",78,1761,116,72,44,0.6206896551724138,25,15,47,14,3,0,1,0
"Patty Mills","SAS",80,1754,101,63,38,0.6237623762376238,12,4,51,21,5,0,2,0
"Trevor Booker","BKN",71,1754,127,71,56,0.5590551181102362,41,6,30,18,11,0,3,0
"Sean Kilpatrick","BKN",70,1754,135,87,48,0.6444444444444445,41,10,46,10,7,0,2,0
"Kyle Korver","CLE",67,1753,68,42,26,0.6176470588235294,12,3,30,12,0,0,4,0
"Zach LaVine","MIN",47,1749,85,54,31,0.6352941176470588,19,6,35,3,4,0,9,0
"Marquese Chriss","PHX",82,1743,108,51,57,0.4722222222222222,25,6,26,11,5,0,5,3
"Ty Lawson","SAC",69,1732,129,89,40,0.689922480620155,12,10,77,17,3,0,1,0
"Garrett Temple","SAC",65,1728,78,50,28,0.6410256410256411,10,6,40,11,2,0,0,0
"Jabari Parker","MIL",51,1728,93,49,44,0.5268817204301075,23,4,26,11,7,0,2,0
"Cody Zeller","CHA",62,1726,65,29,36,0.4461538461538462,10,1,19,1,1,2,1,1
"Will Barton","DEN",60,1705,97,62,35,0.6391752577319587,24,2,38,13,7,0,2,0
"Raymond Felton","LAC",80,1700,83,58,25,0.6987951807228916,22,5,36,13,3,0,2,0
"Nikola Mirotic","CHI",70,1679,80,52,28,0.65,14,3,38,4,9,0,1,0
"Gerald Henderson","PHI",72,1667,62,36,26,0.5806451612903226,12,5,24,6,1,0,3,0
"Evan Turner","POR",65,1659,100,64,36,0.64,13,9,51,17,3,0,0,0
"Deron Williams","CLE",64,1657,138,89,49,0.644927536231884,22,7,67,21,6,0,0,0
"Dante Cunningham","NOP",66,1649,28,15,13,0.5357142857142857,2,4,13,1,2,0,0,0
"Isaiah Whitehead","BKN",73,1644,142,88,54,0.6197183098591549,35,10,53,16,6,0,1,0
"Dorian Finney-Smith","DAL",81,1642,45,25,20,0.5555555555555556,9,4,16,3,3,0,5,0
"Justin Holiday","NYK",82,1639,66,42,24,0.6363636363636364,9,4,33,13,0,0,2,0
"Domantas Sabonis","OKC",81,1631,83,34,49,0.40963855421686746,14,7,20,12,9,0,1,0
"Pau Gasol","SAS",64,1627,81,58,23,0.7160493827160493,22,1,36,11,3,1,1,1
"Josh Richardson","MIA",53,1614,65,34,31,0.5230769230769231,12,5,22,7,5,0,9,0
"Richard Jefferson","CLE",79,1614,52,20,32,0.38461538461538464,5,5,15,9,4,0,2,0
"Amir Johnson","BOS",80,1608,77,39,38,0.5064935064935064,12,8,27,5,3,3,2,0
"Kelly Oubre Jr.","WAS",79,1605,50,27,23,0.54,12,6,15,3,3,0,4,1
"Patrick Patterson","TOR",65,1598,38,17,21,0.4473684210526316,3,2,14,6,1,0,2,0
"Thabo Sefolosha","ATL",62,1596,58,34,24,0.5862068965517241,8,4,26,10,4,0,2,0
"Rodney Hood","UTA",59,1593,65,30,35,0.46153846153846156,11,5,19,7,10,0,0,0
"Tony Parker","SAS",63,1587,89,55,34,0.6179775280898876,14,5,41,14,4,0,1,0
"Arron Afflalo","SAC",61,1580,42,19,23,0.4523809523809524,6,3,13,5,6,0,0,0
"Alex Len","PHX",77,1560,102,40,62,0.39215686274509803,15,6,25,10,4,4,0,2
"Nick Young","LAL",60,1556,36,21,15,0.5833333333333334,12,2,9,1,3,0,4,0
"Clint Capela","HOU",65,1551,87,37,50,0.42528735632183906,14,5,23,6,14,3,1,2
"George Hill","UTA",49,1544,85,60,25,0.7058823529411765,17,1,43,14,2,0,0,1
"Kelly Olynyk","BOS",75,1538,96,51,45,0.53125,19,4,32,4,12,5,1,0
"D.J. Augustin","ORL",78,1538,90,58,32,0.6444444444444445,13,7,45,14,0,0,0,0
"Jeff Green","ORL",69,1534,75,48,27,0.64,23,3,25,10,5,0,2,0
"Enes Kanter","OKC",72,1533,123,60,63,0.4878048780487805,39,11,21,9,12,6,2,1
"Jerami Grant","OKC",80,1531,44,21,23,0.4772727272727273,8,3,13,2,6,0,0,0
"Tim Frazier","NOP",65,1525,101,70,31,0.693069306930693,16,9,54,12,6,0,0,0
"Sergio Rodriguez","PHI",68,1517,128,86,42,0.671875,18,8,68,16,9,0,2,0
"Shabazz Muhammad","MIN",78,1515,56,21,35,0.375,11,5,10,6,4,0,1,0
"Doug McDermott","OKC",66,1508,38,18,20,0.47368421052631576,7,1,11,3,2,0,7,0
"James Ennis III","MEM",64,1501,59,34,25,0.576271186440678,15,4,19,7,2,0,1,0
"Wayne Ellington","MIA",62,1500,30,19,11,0.6333333333333333,5,1,14,4,0,0,2,0
"Langston Galloway","SAC",74,1494,46,31,15,0.6739130434782609,7,2,24,8,0,0,0,0
"Luol Deng","LAL",56,1486,43,29,14,0.6744186046511628,8,1,21,4,2,1,1,0
"David Lee","SAS",79,1477,82,39,43,0.47560975609756095,12,7,27,22,2,1,0,1
"Anthony Tolliver","SAC",65,1477,56,33,23,0.5892857142857143,9,3,24,8,2,0,0,1
"Andrew Harrison","MEM",72,1474,85,45,40,0.5294117647058824,15,2,30,6,5,0,2,0
"Larry Nance Jr.","LAL",63,1442,56,33,23,0.5892857142857143,7,4,26,5,2,0,1,0
"Glenn Robinson III","IND",69,1427,37,26,11,0.7027027027027027,13,4,13,2,1,0,1,0
"Dirk Nowitzki","DAL",54,1424,51,32,19,0.6274509803921569,13,4,19,8,0,0,0,0
"Reggie Jackson","DET",52,1424,114,72,42,0.631578947368421,15,4,57,17,5,0,1,0
"Willie Cauley-Stein","SAC",75,1421,69,35,34,0.5072463768115942,18,5,17,9,4,0,0,0
"Kosta Koufos","SAC",71,1419,61,31,30,0.5081967213114754,16,5,15,6,2,0,0,0
"Sam Dekker","HOU",77,1419,41,21,20,0.5121951219512195,5,6,16,2,6,0,0,0
"Emmanuel Mudiay","DEN",55,1406,123,74,49,0.6016260162601627,36,6,38,15,5,0,6,0
"Channing Frye","CLE",74,1398,53,21,32,0.39622641509433965,5,2,16,7,3,0,1,0
"Jonathon Simmons","SAS",78,1392,76,45,31,0.5921052631578947,23,4,22,10,7,0,0,1
"Jusuf Nurkic","POR",65,1391,143,66,77,0.46153846153846156,30,8,36,21,7,4,1,3
"Dion Waiters","MIA",46,1384,103,54,49,0.5242718446601942,18,5,36,18,7,0,4,0
"Stanley Johnson","DET",77,1371,71,34,37,0.4788732394366197,13,3,21,10,6,0,8,0
"Norman Powell","TOR",76,1368,70,38,32,0.5428571428571428,13,6,25,7,4,0,2,0
"Jason Terry","MIL",74,1365,36,20,16,0.5555555555555556,2,3,18,6,2,0,1,0
"Jared Dudley","PHX",64,1362,73,45,28,0.6164383561643836,11,2,34,13,4,0,1,0
"Shaun Livingston","GSW",76,1345,62,37,25,0.5967741935483871,9,4,28,10,5,1,2,0
"Jaylen Brown","BOS",78,1341,68,28,40,0.4117647058823529,12,8,16,5,6,0,4,0
"Spencer Dinwiddie","BKN",59,1334,66,30,36,0.45454545454545453,3,4,27,13,6,0,2,0
"Dwight Powell","DAL",77,1333,34,17,17,0.5,7,2,10,4,3,0,2,0
"Kris Dunn","MIN",78,1333,89,55,34,0.6179775280898876,20,5,35,9,7,1,3,0
"Dewayne Dedmon","SAS",76,1330,61,22,39,0.36065573770491804,8,1,14,11,5,4,0,1
"Willy Hernangomez","NYK",72,1324,100,57,43,0.57,22,2,35,7,10,1,1,3
"Tyson Chandler","PHX",47,1298,65,21,44,0.3230769230769231,3,2,18,8,3,5,0,1
"Kenneth Faried","DEN",61,1296,59,32,27,0.5423728813559322,13,3,19,4,0,2,1,3
"Manu Ginobili","SAS",69,1291,96,70,26,0.7291666666666666,15,3,55,17,2,0,0,0
"Marreese Speights","LAC",82,1286,69,30,39,0.43478260869565216,8,8,22,10,3,1,0,0
"Randy Foye","BKN",69,1284,80,47,33,0.5875,11,5,36,16,7,0,1,0
"Boris Diaw","UTA",73,1283,87,52,35,0.5977011494252874,14,2,38,15,4,0,5,0
"Corey Brewer","LAL",82,1281,55,28,27,0.509090909090909,14,3,14,6,7,0,1,0
"Terrence Jones","MIL",54,1271,48,30,18,0.625,18,5,12,6,0,0,0,0
"Zaza Pachulia","GSW",70,1268,87,44,43,0.5057471264367817,13,2,31,8,4,2,0,0
"Noah Vonleh","POR",74,1265,65,23,42,0.35384615384615387,13,4,10,10,3,3,2,1
"Terry Rozier","BOS",74,1263,47,29,18,0.6170212765957447,9,3,20,5,3,0,2,0
"Malcolm Delaney","ATL",73,1248,95,61,34,0.6421052631578947,11,3,50,10,5,0,2,0
"Caris LeVert","BKN",57,1237,59,36,23,0.6101694915254238,10,4,26,10,5,0,2,0
"Mike Muscala","ATL",70,1237,55,34,21,0.6181818181818182,8,4,26,8,1,1,2,1
"Jonas Jerebko","BOS",78,1232,39,20,19,0.5128205128205128,5,1,15,5,5,1,1,0
"Kyle O'Quinn","NYK",79,1229,76,36,40,0.47368421052631576,12,3,24,7,9,3,1,0
"Dante Exum","UTA",66,1228,80,49,31,0.6125,15,8,34,10,3,0,0,0
"Justin Anderson","PHI",75,1227,66,29,37,0.4393939393939394,12,9,17,8,7,0,0,2
"Meyers Leonard","POR",74,1222,35,22,13,0.6285714285714286,8,2,14,1,2,1,1,0
"Shelvin Mack","UTA",55,1205,90,54,36,0.6,17,7,37,17,3,0,3,0
"Nene","HOU",67,1198,73,35,38,0.4794520547945205,15,4,20,12,3,1,0,2
"Yogi Ferrell","DAL",46,1197,70,44,26,0.6285714285714286,11,5,33,6,5,0,5,0
"Richaun Holmes","PHI",57,1193,55,24,31,0.43636363636363634,13,4,11,5,1,1,3,1
"Timothe Luwawu-Cabarrot","PHI",69,1190,73,43,30,0.589041095890411,18,1,25,9,6,0,3,0
"Nemanja Bjelica","MIN",65,1189,59,32,27,0.5423728813559322,14,8,18,7,3,0,0,1
"JR Smith","CLE",41,1187,26,17,9,0.6538461538461539,5,1,12,3,0,0,0,0
"Derrick Favors","UTA",50,1186,60,33,27,0.55,11,5,22,6,5,2,1,0
"Troy Daniels","MEM",67,1183,45,23,22,0.5111111111111111,9,7,14,7,2,0,2,0
"Justin Hamilton","BKN",64,1176,43,29,14,0.6744186046511628,14,2,15,2,0,2,0,1
"Ben McLemore","SAC",61,1176,62,33,29,0.532258064516129,12,5,21,9,5,0,5,0
"Aron Baynes","DET",75,1162,50,16,34,0.32,6,4,10,3,3,3,0,1
"Trey Lyles","UTA",71,1158,64,32,32,0.5,11,4,21,11,5,0,2,1
"Jeremy Lamb","CHA",62,1143,40,25,15,0.625,6,1,19,7,2,0,2,0
"Brandon Knight","PHX",54,1140,88,57,31,0.6477272727272727,21,5,36,9,2,1,4,0
"Joe Harris","BKN",52,1138,55,32,23,0.5818181818181818,12,2,20,7,2,0,3,0
"Ian Clark","GSW",77,1136,56,34,22,0.6071428571428571,9,1,25,8,2,0,5,0
"Jahlil Okafor","PHI",50,1134,90,42,48,0.4666666666666667,33,6,9,2,10,3,2,1
"Mirza Teletovic","MIL",70,1133,37,17,20,0.4594594594594595,5,5,12,6,1,0,1,0
"Tyler Ulis","PHX",61,1123,77,51,26,0.6623376623376623,12,5,39,11,4,0,0,0
"John Henson","MIL",58,1123,52,19,33,0.36538461538461536,12,5,7,4,8,3,1,1
"Timofey Mozgov","LAL",54,1104,72,27,45,0.375,12,3,15,8,10,3,0,0
"Tarik Black","LAL",67,1091,58,23,35,0.39655172413793105,13,3,10,7,4,4,0,0
"Lucas Nogueira","TOR",57,1088,46,15,31,0.32608695652173914,7,0,8,8,0,0,0,1
"Devin Harris","DAL",65,1087,57,37,20,0.6491228070175439,8,5,29,6,2,0,1,0
"Patrick McCaw","GSW",71,1074,36,23,13,0.6388888888888888,4,2,19,7,1,0,2,0
"Jason Smith","WAS",74,1068,58,25,33,0.43103448275862066,6,2,19,4,4,0,1,0
"Luke Babbitt","MIA",68,1065,25,12,13,0.48,2,1,10,1,1,0,2,0
"Montrezl Harrell","HOU",58,1064,44,23,21,0.5227272727272727,6,6,17,4,2,1,0,0
"Alex Abrines","OKC",68,1055,33,19,14,0.5757575757575758,5,2,14,3,3,0,2,0
"Nerlens Noel","DAL",51,1047,51,23,28,0.45098039215686275,13,3,10,7,4,1,0,0
"Cristiano Felicio","CHI",66,1040,33,18,15,0.5454545454545454,11,3,7,2,2,1,0,0
"Willie Reed","MIA",71,1031,31,13,18,0.41935483870967744,6,1,7,2,3,1,1,2
"Brandon Rush","MIN",47,1030,28,12,16,0.42857142857142855,3,2,9,3,5,0,3,0
"Jerian Grant","CHI",63,1028,44,27,17,0.6136363636363636,6,1,21,7,2,0,2,0
"Kyle Anderson","SAS",72,1020,39,16,23,0.41025641025641024,7,3,9,6,6,0,2,0
"Mindaugas Kuzminskas","NYK",68,1016,51,22,29,0.43137254901960786,11,5,11,6,8,0,3,1
"Joakim Noah","NYK",46,1015,58,28,30,0.4827586206896552,5,3,23,8,5,2,1,1
