"Name","TeamAbbreviation","GamesPlayed","Minutes","Assists","AssistPoints","TwoPtAssists","ThreePtAssists","AtRimAssists","ShortMidRangeAssists","LongMidRangeAssists","Corner3Assists","Arc3Assists"
"Colby Jones","WAS",39,515,44,104,28,16,21,5,2,1,15
"Craig Porter Jr.","CLE",51,513,71,173,40,31,23,16,1,10,21
"Tristan Vukcevic","WAS",35,513,39,90,27,12,17,6,4,2,10
"Elfrid Payton","NOP",24,511,166,385,113,53,74,32,7,17,36
"Jamal Cain","NOP",37,502,22,55,11,11,5,5,1,4,7
"Keaton Wallace","ATL",31,501,81,206,37,44,18,18,1,10,34
"Jock Landale","HOU",42,500,37,92,19,18,16,2,1,4,14
"Wendell Moore Jr.","CHA",36,499,42,106,20,22,12,7,1,5,17
"Vince Williams Jr.","MEM",27,499,55,131,34,21,13,20,1,9,12
"Brandon Williams","DAL",33,487,76,179,49,27,25,18,6,14,13
"A.J. Lawson","TOR",26,486,31,75,18,13,10,7,1,3,10
"Grant Williams","CHA",16,479,37,98,13,24,8,3,2,9,15
"Lonnie Walker IV","PHI",20,477,50,118,32,18,23,8,1,1,17
"Duop Reath","POR",46,469,26,61,17,9,12,5,0,0,9
"Reece Beekman","BKN",36,469,63,157,32,31,20,10,2,9,22
"Kai Jones","DAL",40,468,25,58,17,8,9,7,1,1,7
"Larry Nance Jr.","ATL",24,463,38,95,19,19,10,9,0,8,11
"Collin Gillespie","PHX",33,461,78,186,48,30,15,23,10,11,19
"Rayan Rupert","POR",52,460,25,60,15,10,12,2,1,2,8
"GG Jackson","MEM",29,459,29,71,16,13,7,8,1,3,10
"Jaylon Tyson","CLE",47,453,44,107,25,19,19,6,0,8,11
"Bol Bol","PHX",36,448,22,54,12,10,3,6,3,1,9
"Paul Reed","DET",45,436,44,102,30,14,12,13,5,2,12
"Colin Castleton","TOR",26,432,28,72,12,16,4,6,2,3,13
"Trevelin Queen","ORL",31,430,38,92,22,16,10,8,4,3,13
"Malaki Branham","SAS",47,427,38,90,24,14,17,6,1,5,9
"Jordan Miller","LAC",37,420,34,81,21,13,14,5,2,5,8
"Mo Bamba","NOP",32,413,18,44,10,8,7,3,0,3,5
"David Roddy","HOU",33,410,35,83,22,13,15,5,2,5,8
"Taj Gibson","CHA",37,409,21,52,11,10,4,4,3,4,6
"Ousmane Dieng","OKC",37,405,31,77,16,15,13,2,1,4,11
"Jordan Walsh","BOS",52,403,19,50,7,12,6,0,1,1,11
"Hunter Tyson","DEN",51,400,20,49,11,9,8,3,0,3,6
"Anthony Gill","WAS",51,397,16,38,10,6,7,3,0,1,5
"Jeff Green","HOU",32,396,20,50,10,10,3,5,2,3,7
"Devin Carter","SAC",36,396,41,101,22,19,7,11,4,2,17
"Trey Jemison III","LAL",38,392,16,39,9,7,6,3,0,3,4
"Reggie Jackson","PHI",31,384,45,111,24,21,16,6,2,8,13
"Baylor Scheierman","BOS",31,384,33,82,17,16,7,8,2,3,13
"Quenton Jackson","IND",28,381,53,122,37,16,28,6,3,3,13
"Alex Len","LAL",46,380,38,97,17,21,5,8,4,6,15
"Johnny Furphy","IND",50,379,19,44,13,6,10,1,2,1,5
"Charles Bassey","SAS",36,376,17,39,12,5,6,3,3,3,2
"Dominick Barlow","ATL",35,375,19,46,11,8,3,7,1,3,5
"Danté Exum","DAL",20,372,56,134,34,22,20,10,4,8,14
"Damion Baugh","CHA",15,370,56,134,34,22,24,9,1,11,11
"Jaden Springer","UTA",43,365,33,76,23,10,12,11,0,1,9
"Robert Williams III","POR",20,351,21,52,11,10,8,0,3,2,8
"Doug McDermott","SAC",42,342,7,15,6,1,1,3,2,0,1
"Christian Koloko","LAL",37,342,16,39,9,7,6,2,1,2,5
"Terrence Shannon Jr.","MIN",32,339,32,77,19,13,16,3,0,3,10
"Keion Brooks Jr.","NOP",14,332,13,31,8,5,3,5,0,2,3
"Tristan Thompson","CLE",40,328,24,61,11,13,5,6,0,2,11
"Maxwell Lewis","BKN",28,328,19,53,4,15,4,0,0,6,9
"Patty Mills","LAC",29,321,26,64,14,12,8,5,1,1,11
"Jevon Carter","CHI",36,321,40,93,27,13,17,8,2,4,9
"Tre Mann","CHA",13,319,39,102,15,24,11,4,0,6,18
"Jalen Hood-Schifino","PHI",15,315,37,88,23,14,17,5,1,6,8
"Jordan McLaughlin","SAS",46,314,51,126,27,24,15,10,2,9,15
"Torrey Craig","BOS",26,314,17,44,7,10,6,1,0,2,8
"Matisse Thybulle","POR",15,312,28,69,15,13,9,6,0,3,10
"Isaac Jones","SAC",40,304,12,31,5,7,0,4,1,0,7
"Tyler Kolek","NYK",41,296,69,174,33,36,22,10,1,13,23
"Mitchell Robinson","NYK",17,290,13,32,7,6,4,1,2,2,4
"Josh Minott","MIN",46,276,18,45,9,9,8,1,0,1,8
"Kobe Brown","LAC",40,272,24,54,18,6,13,4,1,1,5
"Dru Smith","MIA",14,268,23,58,11,12,9,2,0,5,7
"Isaiah Wong","CHA",20,265,28,68,16,12,8,5,3,3,9
"Marvin Bagley III","MEM",31,265,11,27,6,5,4,1,1,1,4
"Oscar Tshiebwe","UTA",14,255,9,23,4,5,1,1,2,2,3
"Drew Timme","BKN",9,254,20,52,8,12,8,0,0,1,11
"Marcus Bagley","PHI",10,253,10,23,7,3,3,4,0,0,3
"Cam Spencer","MEM",25,252,34,82,20,14,11,8,1,5,9
"Kevin Love","MIA",23,251,22,49,17,5,12,4,1,2,3
"Pat Spencer","GSW",39,250,48,113,31,17,17,13,1,6,11
"JT Thor","WAS",20,249,6,17,1,5,0,1,0,0,5
"Branden Carlson","OKC",32,246,14,36,6,8,4,2,0,0,8
"Dariq Whitehead","BKN",20,246,12,29,7,5,6,1,0,3,2
"Johnny Davis","WAS",34,242,11,27,6,5,4,1,1,1,4
"Bones Hyland","MIN",24,239,32,76,20,12,10,8,2,5,7
"Jaylen Martin","WAS",16,239,17,42,9,8,3,5,1,2,6
"Xavier Tillman","BOS",33,231,7,20,1,6,1,0,0,2,4
"Garrett Temple","TOR",28,227,31,76,17,14,9,7,1,5,9
"Jared Rhoden","TOR",14,226,16,41,7,9,5,2,0,3,6
"Luka Garza","MIN",38,219,11,28,5,6,1,2,2,2,4
"Ariel Hukporti","NYK",25,217,11,27,6,5,3,2,1,1,4
"Alex Reese","PHI",15,216,4,9,3,1,2,0,1,0,1
"Dario Šarić","DEN",16,210,23,57,12,11,9,3,0,3,8
"Adam Flagler","OKC",37,203,12,33,3,9,2,0,1,2,7
"Chuma Okeke","CLE",9,197,15,37,8,7,7,0,1,1,6
"Drew Peterson","BOS",25,186,13,31,8,5,7,1,0,0,5
"Markelle Fultz","SAC",21,184,27,70,11,16,7,4,0,5,11
"Lester Quinones","NOP",13,183,24,54,18,6,11,6,1,3,3
"Bronny James","LAL",27,181,22,49,17,5,12,4,1,2,3
"Enrique Freeman","IND",22,181,9,22,5,4,2,2,1,2,2
"Cole Swider","TOR",10,170,3,7,2,1,1,1,0,0,1
"Jaylen Nowell","NOP",8,168,18,41,13,5,11,2,0,3,2
"Markieff Morris","LAL",15,164,21,51,12,9,7,5,0,3,6
"Killian Hayes","BKN",6,162,31,75,18,13,9,7,2,6,7
"MarJon Beauchamp","NYK",35,156,11,26,7,4,7,0,0,1,3
"Lamar Stevens","MEM",17,155,8,22,2,6,1,1,0,2,4
"Tyson Etienne","BKN",7,151,12,33,3,9,1,2,0,2,7
"Josh Richardson","MIA",8,150,12,30,6,6,5,1,0,0,6
"Nate Williams","HOU",20,147,9,24,3,6,2,1,0,2,4
"Bruno Fernando","TOR",17,147,18,40,14,4,7,6,1,0,4
"Damion Lee","PHX",25,144,11,25,8,3,4,3,1,1,2
"Oshae Brissett","PHI",6,142,4,11,1,3,1,0,0,0,3
"Pete Nance","MIL",13,138,10,24,6,4,4,2,0,0,4
"Elijah Harkless","UTA",10,138,8,22,2,6,2,0,0,2,4
"Vlatko Čančar","DEN",13,136,9,22,5,4,2,3,0,0,4
"Kylor Kelley","NOP",11,126,5,11,4,1,2,2,0,0,1
"Alex Ducas","OKC",21,125,5,14,1,4,1,0,0,0,4
"Spencer Jones","DEN",20,125,5,13,2,3,2,0,0,2,1
"Kobe Bufkin","ATL",10,124,17,37,14,3,9,4,1,1,2
"Tyler Smith","MIL",23,122,4,9,3,1,2,1,0,1,0
"De'Anthony Melton","GSW",6,121,17,38,13,4,9,4,0,2,2
"Moses Brown","DAL",13,119,2,5,1,1,0,1,0,0,1
"TyTy Washington Jr.","PHX",16,118,16,36,12,4,6,5,1,3,1
"Trey Alexander","DEN",23,116,11,29,4,7,4,0,0,1,6
"Sidy Cissoko","POR",22,114,15,38,7,8,6,1,0,5,3
"Joe Ingles","MIN",19,114,23,53,16,7,11,3,2,3,4
"Tony Bradley","IND",14,113,6,15,3,3,2,0,1,0,3
"Jaylen Sims","CHA",6,112,12,30,6,6,3,3,0,0,6
"Pacôme Dadiet","NYK",18,111,5,11,4,1,2,1,1,0,1
"Patrick Baldwin Jr.","LAC",24,107,3,6,3,0,2,1,0,0,0
"Chris Livingston","MIL",21,106,5,11,4,1,2,2,0,0,1
"Jae Crowder","SAC",9,103,6,13,5,1,4,1,0,1,0
"Justin Minaya","POR",19,101,7,15,6,1,3,2,1,1,0
"Keshad Johnson","MIA",16,98,4,9,3,1,2,0,1,0,1
"Yuki Kawamura","MEM",22,93,19,46,11,8,10,1,0,1,7
"Luke Travers","CLE",12,88,8,20,4,4,2,1,1,1,3
"Stanley Umude","MIL",22,86,4,8,4,0,1,3,0,0,0
