"Name","TeamAbbreviation","GamesPlayed","Minutes","Rebounds","DefRebounds","FTDefRebounds","DefFTReboundPct","DefTwoPtRebounds","DefTwoPtReboundPct","DefThreePtRebounds","DefThreePtReboundPct","DefFGReboundPct","OffRebounds","FTOffRebounds","OffFTReboundPct","OffTwoPtRebounds","OffTwoPtReboundPct","OffThreePtRebounds","OffThreePtReboundPct","OffFGReboundPct","DefAtRimReboundPct","DefShortMidRangeReboundPct","DefLongMidRangeReboundPct","DefArc3ReboundPct","DefCorner3ReboundPct","OffAtRimReboundPct","OffShortMidRangeReboundPct","OffLongMidRangeReboundPct","OffArc3ReboundPct","OffCorner3ReboundPct","SelfOReb","SelfORebPct"
"Mikal Bridges","PHX",82,2854,347,273,12,0.08955223880597014,136,0.08740359897172237,125,0.09498480243161095,0.0908774373259053,74,1,0.010309278350515464,32,0.021150033046926635,41,0.037374658158614404,0.027969348659003832,0.0611764705882353,0.082010582010582,0.128,0.09624639076034648,0.09025270758122744,0.021212121212121213,0.025165562913907286,0.014018691588785047,0.04396984924623116,0.019933554817275746,10,0.027247956403269755
"Miles Bridges","CHA",80,2837,559,469,44,0.2972972972972973,180,0.1291248206599713,245,0.17753623188405798,0.1532083633741889,90,4,0.026143790849673203,41,0.03073463268365817,45,0.031982942430703626,0.03137541043414812,0.09059233449477352,0.125,0.2230769230769231,0.18518518518518517,0.15931372549019607,0.026058631921824105,0.0364963503649635,0.029069767441860465,0.030176899063475548,0.03587443946188341,18,0.03364485981308411
"DeMar DeRozan","CHI",76,2743,392,336,13,0.09774436090225563,176,0.12071330589849108,147,0.1330316742081448,0.1260241904018728,56,2,0.019417475728155338,38,0.0241423125794155,16,0.017112299465240642,0.021522518931845355,0.09286898839137644,0.14634146341463414,0.13043478260869565,0.13136094674556212,0.13846153846153847,0.04056795131845842,0.023391812865497075,0.01056338028169014,0.019908116385911178,0.010638297872340425,18,0.02727272727272727
"Jayson Tatum","BOS",76,2731,609,524,27,0.25961538461538464,235,0.1600817438692098,262,0.20662460567823343,0.18165204678362573,85,0,0,45,0.03700657894736842,40,0.03108003108003108,0.03395924890131842,0.12378640776699029,0.15835777126099707,0.20320855614973263,0.2062374245472837,0.20802919708029197,0.0477326968973747,0.03731343283582089,0.019157088122605363,0.031762295081967214,0.028938906752411574,31,0.041223404255319146
"Saddiq Bey","DET",82,2704,441,334,19,0.12666666666666668,154,0.11249086924762601,161,0.1464968152866242,0.12763371150729336,107,1,0.008064516129032258,61,0.0391025641025641,45,0.03532182103610675,0.0374029640084686,0.11490125673249552,0.10396975425330812,0.12367491166077739,0.14814814814814814,0.14122137404580154,0.052805280528052806,0.02702702702702703,0.036923076923076927,0.024494142705005325,0.06567164179104477,19,0.03099510603588907
"Tyrese Haliburton","IND",77,2694,311,250,5,0.041666666666666664,119,0.08374384236453201,126,0.11413043478260869,0.09702970297029703,61,1,0.007575757575757576,33,0.023672883787661407,27,0.021739130434782608,0.02276176024279211,0.08490566037735849,0.07790143084260731,0.09541984732824428,0.11269276393831554,0.11877394636015326,0.019801980198019802,0.022508038585209004,0.033707865168539325,0.021299254526091587,0.0231023102310231,14,0.03286384976525822
"Russell Westbrook","LAL",78,2678,580,470,72,0.39344262295081966,194,0.1432791728212703,204,0.163855421686747,0.15313582146979607,110,7,0.03626943005181347,63,0.04565217391304348,40,0.03430531732418525,0.040455616653574236,0.12716763005780346,0.1299638989169675,0.199288256227758,0.1641025641025641,0.16296296296296298,0.059233449477351915,0.03837471783295711,0.03305785123966942,0.031070195627157654,0.04377104377104377,17,0.028428093645484948
"Trae Young","ATL",76,2652,284,234,2,0.01904761904761905,111,0.08179808400884303,121,0.102803738317757,0.09155485398579322,50,0,0,27,0.019765739385065886,23,0.01957446808510638,0.01967729240456513,0.08102766798418973,0.06457564575645756,0.11326860841423948,0.10192525481313704,0.1054421768707483,0.016194331983805668,0.02348993288590604,0.018115942028985508,0.017467248908296942,0.02702702702702703,16,0.02185792349726776
"Tyrese Maxey","PHI",75,2650,240,214,6,0.04195804195804196,90,0.0650759219088937,118,0.10698096101541252,0.083668543845535,26,0,0,14,0.010086455331412104,12,0.011753183153770812,0.010792860107928601,0.05543710021321962,0.05392156862745098,0.10264900662251655,0.10582639714625446,0.11068702290076336,0.0182648401826484,0.006060606060606061,0.006896551724137931,0.014473684210526316,0.0038314176245210726,7,0.01583710407239819
"Dorian Finney-Smith","DAL",80,2644,375,253,21,0.14788732394366197,112,0.08296296296296296,120,0.10704727921498662,0.09388911371914205,122,5,0.03597122302158273,59,0.053009883198562445,58,0.045136186770428015,0.048790658882402,0.1111111111111111,0.05950413223140496,0.08945686900958466,0.09832134292565947,0.13240418118466898,0.08978328173374613,0.03364485981308411,0.047058823529411764,0.04751847940865892,0.038461538461538464,21,0.06231454005934718
"Scottie Barnes","TOR",74,2617,557,362,18,0.16216216216216217,169,0.1357429718875502,175,0.15151515151515152,0.14333333333333334,195,7,0.05263157894736842,121,0.07816537467700259,67,0.05976806422836753,0.0704383664293743,0.12087912087912088,0.14594594594594595,0.14042553191489363,0.15159235668789808,0.15135135135135136,0.06504065040650407,0.0955137481910275,0.06301369863013699,0.05854241338112306,0.06338028169014084,43,0.1016548463356974
"Harrison Barnes","SAC",77,2587,432,350,24,0.21428571428571427,156,0.1196319018404908,170,0.1504424778761062,0.13393590797041907,82,1,0.007246376811594203,32,0.023222060957910014,49,0.04454545454545455,0.03268765133171913,0.12606837606837606,0.11764705882352941,0.1124031007751938,0.14958775029446408,0.15302491103202848,0.02564102564102564,0.02252252252252252,0.020491803278688523,0.05023364485981308,0.02459016393442623,5,0.012755102040816327
"Pascal Siakam","TOR",68,2578,580,452,29,0.26126126126126126,233,0.19400499583680267,190,0.16843971631205673,0.18162301416917132,128,3,0.022727272727272728,77,0.052920962199312714,48,0.043010752688172046,0.048619214313496695,0.15513126491646778,0.2210144927536232,0.2,0.15191545574636725,0.20215633423180593,0.08391608391608392,0.05015197568389058,0.021739130434782608,0.04352941176470588,0.041353383458646614,33,0.06111111111111111
"Julius Randle","NYK",72,2544,716,591,62,0.4460431654676259,260,0.2127659574468085,269,0.22049180327868853,0.2166257166257166,125,5,0.030303030303030304,80,0.06028636021100226,40,0.03249390739236393,0.04691164972634871,0.15810276679841898,0.2331002331002331,0.2787456445993031,0.21428571428571427,0.23870967741935484,0.08964143426294821,0.05451127819548872,0.020477815699658702,0.03516028955532575,0.022727272727272728,20,0.030959752321981424
"Tobias Harris","PHI",73,2543,496,419,24,0.19834710743801653,222,0.16869300911854104,173,0.1622889305816135,0.1658270361041142,77,0,0,57,0.042986425339366516,20,0.0205761316872428,0.03350739773716275,0.1673913043478261,0.16,0.18861209964412812,0.1547911547911548,0.1865079365079365,0.04326923076923077,0.049679487179487176,0.027972027972027972,0.019444444444444445,0.023809523809523808,27,0.05934065934065934
"Jalen Brunson","DAL",79,2524,309,266,4,0.03225806451612903,126,0.09866875489428348,136,0.12454212454212454,0.11059518784297172,43,3,0.02459016393442623,17,0.015342960288808664,23,0.019230769230769232,0.017361111111111112,0.058394160583941604,0.1065989847715736,0.14181818181818182,0.12285012285012285,0.12949640287769784,0.012618296529968454,0.020370370370370372,0.00796812749003984,0.022701475595913734,0.009523809523809525,12,0.026785714285714284
"Buddy Hield","IND",81,2499,353,287,8,0.06557377049180328,132,0.10208816705336426,147,0.14040114613180515,0.11923076923076924,66,4,0.02962962962962963,31,0.02437106918238994,31,0.026138279932546374,0.025223759153783564,0.09330628803245436,0.09827586206896552,0.1318181818181818,0.1493099121706399,0.112,0.01440329218106996,0.030245746691871456,0.0311284046692607,0.025555555555555557,0.027972027972027972,9,0.015410958904109588
"Nikola Jokic","DEN",74,2476,1019,813,59,0.5,471,0.3568181818181818,283,0.2522281639928699,0.30876330876330876,206,2,0.018018018018018018,142,0.13221601489757914,62,0.0586565752128666,0.0957297043641483,0.37659033078880405,0.36612903225806454,0.3127035830618892,0.25589622641509435,0.24087591240875914,0.15815085158150852,0.13470319634703196,0.08,0.055944055944055944,0.06432748538011696,60,0.12903225806451613
"Karl-Anthony Towns","MIN",74,2476,727,533,36,0.3103448275862069,251,0.21769297484822203,246,0.2018047579983593,0.20952782462057334,194,2,0.014184397163120567,101,0.09074573225516622,91,0.06873111782477341,0.07878539187525646,0.1935483870967742,0.20292887029288703,0.29045643153526973,0.18845700824499412,0.23243243243243245,0.11860940695296524,0.07432432432432433,0.05555555555555555,0.05689488910318226,0.11149825783972125,18,0.03805496828752643
