"Name","TeamAbbreviation","GamesPlayed","Minutes","PlusMinus","OnOffRtg","OnDefRtg","FirstChancePoints","ThreePtOffReboundedPct","AtRimOffReboundedPct","ShortMidRangeOffReboundedPct","LongMidRangeOffReboundedPct","Blocks","Blocked2s","Blocked3s","BlockedAtRim","BlockedShortMidRange","BlockedLongMidRange","BlockedCorner3","BlockedArc3","RecoveredBlocks","BlocksRecoveredPct","Steals","LostBallSteals","BadPassSteals","DefensiveGoaltends"
"LeBron James","CLE",82,3026,105,115.46458739441195,113.94402863651155,2068,0.20481927710843373,0.39080459770114945,0.3835616438356164,0.1223021582733813,71,70,1,47,20,3,0,1,40,0.5633802816901409,116,37,79,3
"Khris Middleton","MIL",82,2982,97,111.9485294117647,110.99529253530599,1554,0.21011673151750973,0.2976190476190476,0.2534246575342466,0.14835164835164835,21,19,2,15,3,1,1,1,13,0.6190476190476191,119,36,83,0
"Andrew Wiggins","MIN",82,2979,208,114.23057559993286,110.98217288933736,1296,0.24299065420560748,0.4954128440366973,0.3389830508474576,0.22685185185185186,51,49,2,23,22,4,0,2,32,0.6274509803921569,91,30,61,1
"Bradley Beal","WAS",82,2977,178,110.7017250041869,108.08267518064191,1723,0.22741433021806853,0.3333333333333333,0.2553191489361702,0.21890547263681592,36,32,4,14,14,4,2,2,21,0.5833333333333334,96,35,61,0
"Jrue Holiday","NOP",81,2927,317,111.35399673735726,106.39097744360902,1431,0.16017316017316016,0.32894736842105265,0.3057324840764331,0.14473684210526316,64,59,5,36,18,5,0,5,37,0.578125,123,53,70,0
"CJ McCollum","POR",81,2923,118,109.76109215017064,108.45070422535211,1599,0.22181818181818183,0.3356643356643357,0.3224043715846995,0.26146788990825687,35,33,2,13,13,7,1,1,21,0.6,77,34,43,0
"Karl-Anthony Towns","MIN",82,2918,373,117.20486111111111,111.15371209480655,1425,0.18518518518518517,0.3511450381679389,0.2958579881656805,0.18461538461538463,115,114,1,60,51,3,0,1,65,0.5652173913043478,64,16,48,13
"Russell Westbrook","OKC",80,2914,381,114.01177460050462,108.0209388720027,1788,0.24311926605504589,0.4317343173431734,0.3082191780821918,0.2526690391459075,20,20,0,16,4,0,0,0,11,0.55,147,62,85,0
"Paul George","OKC",79,2891,226,111.76270030685306,108.6508753861998,1591,0.24198250728862974,0.38181818181818183,0.29357798165137616,0.19318181818181818,39,32,7,28,3,1,1,6,23,0.5897435897435898,161,59,102,1
"Giannis Antetokounmpo","MIL",75,2756,145,111.56859172891237,108.94679300291544,1786,0.14942528735632185,0.4010152284263959,0.23391812865497075,0.13440860215053763,106,99,7,71,27,1,3,4,63,0.5943396226415094,108,27,81,10
