"Name","TeamAbbreviation","GamesPlayed","Minutes","PlusMinus","OnOffRtg","OnDefRtg","FirstChancePoints","ThreePtOffReboundedPct","AtRimOffReboundedPct","ShortMidRangeOffReboundedPct","LongMidRangeOffReboundedPct","Blocks","Blocked2s","Blocked3s","BlockedAtRim","BlockedShortMidRange","BlockedLongMidRange","BlockedCorner3","BlockedArc3","RecoveredBlocks","BlocksRecoveredPct","Steals","LostBallSteals","BadPassSteals","DefensiveGoaltends"
"Jamal Murray","DEN",67,2418,331,124.46722959388822,118.02618328298087,1337,0.2775330396475771,0.410958904109589,0.38686131386861317,0.2462686567164179,33,31,2,17,13,1,0,2,19,0.5757575757575758,91,30,61,0
"Alperen Sengun","HOU",76,2394,408,117.17917179171792,110.17019510170195,1168,0.23809523809523808,0.43373493975903615,0.314878892733564,0.17647058823529413,61,60,1,39,21,0,1,0,37,0.6065573770491803,84,30,54,8
"Rudy Gobert","MIN",72,2388,327,116.3872590108969,109.69569779643233,605,0,0.3786407766990291,0.3728813559322034,0.5,104,98,6,39,53,6,1,5,64,0.6153846153846154,56,13,43,5
"Dillon Brooks","HOU",75,2388,207,115.25423728813558,111.29767827529021,910,0.32727272727272727,0.4838709677419355,0.3951612903225806,0.175,16,16,0,10,6,0,0,0,11,0.6875,60,17,43,0
"Tobias Harris","DET",73,2306,188,116.62119622245541,112.8415300546448,894,0.23255813953488372,0.4090909090909091,0.32,0.23404255319148937,57,51,6,21,29,1,2,4,32,0.5614035087719298,74,26,48,0
"Jalen Brunson","NYK",65,2301,146,120.17297297297297,117.62660291241035,1580,0.2754237288135593,0.37037037037037035,0.3105263157894737,0.22580645161290322,8,8,0,3,5,0,0,0,6,0.75,60,22,38,0
"Darius Garland","CLE",75,2301,499,125,115.1959756864389,1418,0.3,0.4074074074074074,0.2945205479452055,0.32,11,11,0,6,3,2,0,0,7,0.6363636363636364,91,19,72,0
"Jarrett Allen","CLE",82,2296,514,124.34307336556654,113.18105616093881,904,0,0.22580645161290322,0.17857142857142858,0.5,73,73,0,45,28,0,0,0,39,0.5342465753424658,77,25,52,2
"Chris Paul","SAS",82,2292,1,116.54310527430628,117.81966159777255,659,0.23318385650224216,0,0.1951219512195122,0.17543859649122806,22,22,0,11,11,0,0,0,12,0.5454545454545454,103,52,51,0
"Anfernee Simons","POR",70,2292,-220,111.41935483870968,116.12556439475382,1200,0.28254847645429365,0.3235294117647059,0.3469387755102041,0.2765957446808511,5,5,0,2,3,0,0,0,3,0.6,60,22,38,0
"Giannis Antetokounmpo","MIL",67,2289,334,120.55260361317748,113.98676062353192,1803,0.13333333333333333,0.33689839572192515,0.29411764705882354,0.11764705882352941,78,77,1,48,28,1,1,0,53,0.6794871794871795,58,22,36,7
"Malik Beasley","DET",82,2283,175,116.08786610878661,113.0654323585104,1198,0.2511415525114155,0.5151515151515151,0.3404255319148936,0.22857142857142856,5,3,2,1,2,0,0,2,3,0.6,73,23,50,0
"Kentavious Caldwell-Pope","ORL",77,2279,10,110.82760150876415,110.40974529346623,594,0.21962616822429906,0.3684210526315789,0.2916666666666667,0.20454545454545456,34,31,3,17,14,0,1,2,21,0.6176470588235294,99,30,69,0
"Nikola Vučević","CHI",73,2278,-98,115.46201232032854,118.00742574257427,1167,0.20526315789473684,0.3626373626373626,0.19135802469135801,0.175,52,51,1,28,23,0,0,1,30,0.5769230769230769,61,16,45,0
"Payton Pritchard","BOS",80,2271,430,120.63421170165252,111.60493827160495,984,0.315028901734104,0.3870967741935484,0.3225806451612903,0.23809523809523808,14,11,3,2,8,1,1,2,10,0.7142857142857143,70,24,46,0
"Kevin Durant","PHX",62,2265,-37,118.03667745415318,119.32409012131717,1518,0.22596153846153846,0.38461538461538464,0.24257425742574257,0.14772727272727273,77,70,7,24,43,3,2,5,43,0.5584415584415584,50,15,35,0
"Stephen Curry","GSW",70,2252,299,120.45502870508186,115.49720189410245,1509,0.2792207792207792,0.39285714285714285,0.3983050847457627,0.15217391304347827,30,28,2,6,19,3,0,2,13,0.43333333333333335,80,33,47,0
"Shaedon Sharpe","POR",72,2252,-138,113.3029513888889,116.55067420617661,1199,0.28888888888888886,0.39285714285714285,0.3302752293577982,0.25,16,15,1,10,5,0,0,1,8,0.5,62,20,42,1
"De'Aaron Fox","SAS",62,2241,-69,116.23766623766625,118.22490305902627,1346,0.24324324324324326,0.4430379746835443,0.3333333333333333,0.17647058823529413,25,18,7,6,12,0,4,3,15,0.6,91,49,42,0
"Jalen Williams","OKC",69,2237,456,118.47269624573379,109.1181506849315,1361,0.2714285714285714,0.23157894736842105,0.27722772277227725,0.1724137931034483,46,46,0,25,19,2,0,0,26,0.5652173913043478,111,54,57,3
"Donovan Mitchell","CLE",71,2232,522,122.9076790336497,112.08315288003465,1559,0.2924281984334204,0.3333333333333333,0.31851851851851853,0.1919191919191919,17,17,0,14,3,0,0,0,10,0.5882352941176471,95,31,64,0
"Harrison Barnes","SAS",82,2228,-26,116.77984665936474,118.3083038869258,889,0.2727272727272727,0.40298507462686567,0.3620689655172414,0.2,14,14,0,11,3,0,0,0,11,0.7857142857142857,39,12,27,0
"Julius Randle","MIN",69,2226,166,117.63652641002686,113.99776035834267,1098,0.23,0.40229885057471265,0.2981366459627329,0.11538461538461539,16,16,0,12,4,0,0,0,8,0.5,47,15,32,1
"Amen Thompson","HOU",69,2225,268,116.96191319751993,110.83112290008842,818,0.3559322033898305,0.36,0.37142857142857144,0.3939393939393939,89,86,3,41,39,6,2,1,55,0.6179775280898876,97,48,49,4
"Jaren Jackson Jr.","MEM",74,2207,331,118.66525423728812,112.05613438230917,1488,0.2683982683982684,0.38571428571428573,0.3458904109589041,0.26666666666666666,112,112,0,61,51,0,0,0,65,0.5803571428571429,92,41,51,3
"Desmond Bane","MEM",69,2205,143,118.2453909726637,115.90279258153913,1164,0.25691699604743085,0.4074074074074074,0.38028169014084506,0.28888888888888886,28,25,3,14,11,0,1,2,20,0.7142857142857143,80,29,51,0
"Naz Reid","MIN",80,2200,342,118.61976249159757,111.1310592459605,974,0.2669039145907473,0.4605263157894737,0.2558139534883721,0.3333333333333333,72,68,4,38,28,2,2,2,46,0.6388888888888888,59,13,46,5
"Tyus Jones","PHX",81,2174,-92,115.81332125056637,118.73146246862879,763,0.2629310344827586,0.38461538461538464,0.34285714285714286,0.15,8,6,2,3,2,1,0,2,4,0.5,69,27,42,0
"Myles Turner","IND",72,2174,202,118.32284172661872,113.67924528301886,1009,0.21120689655172414,0.2857142857142857,0.21875,0.06666666666666667,144,140,4,88,51,1,3,1,77,0.5347222222222222,54,20,34,8
"Evan Mobley","CLE",71,2167,546,123.38960462016881,111.78308413300601,1119,0.3076923076923077,0.3564356435643564,0.24060150375939848,0.13333333333333333,113,112,1,60,48,4,0,1,70,0.6194690265486725,61,25,36,1
"Taurean Prince","MIL",80,2166,-22,116.33064516129032,117.0857656039515,612,0.20218579234972678,0.3170731707317073,0.34146341463414637,0.1111111111111111,15,14,1,7,6,1,0,1,5,0.3333333333333333,76,25,51,2
"Stephon Castle","SAS",81,2162,-236,114.61176997091073,119.0137716570413,1085,0.20089285714285715,0.34328358208955223,0.3237410071942446,0.11320754716981132,22,20,2,11,9,0,1,1,12,0.5454545454545454,74,25,49,0
"Deni Avdija","POR",72,2161,-78,115.37066424846974,116.79475587703435,1032,0.2830188679245283,0.49107142857142855,0.47368421052631576,0.42857142857142855,35,35,0,21,14,0,0,0,24,0.6857142857142857,71,14,57,1
"Jaylen Brown","BOS",63,2158,402,122.82832913133164,113.79706152433424,1261,0.3025210084033613,0.3917525773195876,0.34831460674157305,0.2125,19,18,1,11,6,1,0,1,12,0.631578947368421,73,32,41,1
"Tim Hardaway Jr.","DET",77,2153,25,116.35092467298149,116.47005444646098,749,0.24825174825174826,0.43478260869565216,0.3469387755102041,0.19047619047619047,7,5,2,4,1,0,1,1,3,0.42857142857142855,38,11,27,0
"Bennedict Mathurin","IND",72,2149,94,116.78305924757828,114.15115496748149,1034,0.2702702702702703,0.39285714285714285,0.30612244897959184,0.1111111111111111,24,24,0,18,6,0,0,0,13,0.5416666666666666,47,18,29,1
"Spencer Dinwiddie","DAL",79,2136,-220,112.82051282051282,117.62573629361124,811,0.14423076923076922,0.32653061224489793,0.2636363636363636,0.2777777777777778,17,14,3,8,6,0,1,2,6,0.35294117647058826,70,19,51,0
"Scottie Barnes","TOR",65,2134,-130,110.43360433604336,113.06306306306307,1128,0.23979591836734693,0.41836734693877553,0.3036649214659686,0.18823529411764706,63,56,7,40,16,0,2,5,34,0.5396825396825397,93,37,56,5
"Max Christie","DAL",78,2127,-83,115.53398058252428,116.42988084326306,691,0.26455026455026454,0.3333333333333333,0.37662337662337664,0.2727272727272727,31,28,3,12,14,2,1,2,19,0.6129032258064516,64,17,47,0
"Josh Giddey","CHI",70,2117,-68,115.71111111111111,116.78104936905025,913,0.21052631578947367,0.3177570093457944,0.336,0.21052631578947367,45,42,3,23,19,0,2,1,24,0.5333333333333333,84,37,47,0
"Fred VanVleet","HOU",60,2113,264,117.02378149281846,111.17410819749587,767,0.33098591549295775,0.5652173913043478,0.43103448275862066,0.32786885245901637,25,25,0,9,15,1,0,0,14,0.56,94,50,44,0
"Keyonte George","UTA",67,2108,-512,112.18842899611252,123.64217252396166,1032,0.28307692307692306,0.3333333333333333,0.4066666666666667,0.20588235294117646,9,8,1,4,4,0,0,1,2,0.2222222222222222,46,8,38,0
"Dennis Schröder","BKN",75,2106,-68,114.85634197617378,116.58091674462115,896,0.28193832599118945,0.3181818181818182,0.325,0.3220338983050847,12,12,0,1,11,0,0,0,9,0.75,66,23,43,0
"Damian Lillard","MIL",58,2093,53,117.15867158671587,116.74407803065489,1366,0.16720257234726688,0.358974358974359,0.34375,0.14473684210526316,10,9,1,3,6,0,0,1,8,0.8,70,31,39,0
"Russell Westbrook","DEN",75,2092,-24,118.71011850501367,118.23316764572978,879,0.27319587628865977,0.35964912280701755,0.30927835051546393,0.17777777777777778,37,34,3,18,16,0,0,3,16,0.43243243243243246,106,48,58,1
"Kelly Oubre Jr.","PHI",60,2078,-258,112.74767247553115,118.22929029195348,781,0.21686746987951808,0.43617021276595747,0.2857142857142857,0.125,30,24,6,16,8,0,2,4,11,0.36666666666666664,92,56,36,0
"Luguentz Dort","OKC",71,2073,546,122.07311429893568,109.26310926310927,613,0.2510460251046025,0.35,0.32432432432432434,0.3076923076923077,39,37,2,18,19,0,0,2,29,0.7435897435897436,79,38,41,0
"Nickeil Alexander-Walker","MIN",82,2073,270,118.00382043935052,110.86853345989559,690,0.26146788990825687,0.30952380952380953,0.24561403508771928,0.15384615384615385,34,33,1,14,19,0,0,1,22,0.6470588235294118,50,18,32,0
"Onyeka Okongwu","ATL",74,2064,40,117.01837985023826,116.11073292489222,786,0.2391304347826087,0.33636363636363636,0.15,0,67,66,1,35,30,1,1,0,41,0.6119402985074627,69,29,40,0
"Malik Monk","SAC",65,2054,116,119.20187793427229,116.83541323287027,1040,0.22382671480144403,0.38571428571428573,0.3416666666666667,0.225,38,31,7,12,17,2,3,4,21,0.5526315789473685,61,22,39,0
"Jaylen Wells","MEM",79,2043,187,118.94930029823352,114.63302752293578,700,0.28286852589641437,0.5588235294117647,0.5507246376811594,0.3548387096774194,8,8,0,4,4,0,0,0,5,0.625,44,14,30,0
"Jalen Duren","DET",78,2035,36,117.92183031458532,116.75778464463988,648,0,0.3684210526315789,0.2962962962962963,0,89,86,3,53,31,2,0,3,59,0.6629213483146067,54,23,31,6
"Jalen Wilson","BKN",79,2031,-262,109.65174129353233,116.16915422885572,638,0.32489451476793246,0.38181818181818183,0.25,0.4,5,4,1,1,3,0,0,1,2,0.4,40,11,29,0
"Miles Bridges","CHA",64,2029,-259,109.87299305056315,116.24670026397888,1113,0.23825503355704697,0.38738738738738737,0.3275862068965517,0.28,45,43,2,20,21,2,1,1,24,0.5333333333333333,44,13,31,3
"Davion Mitchell","MIA",74,2027,-3,113.25655476598872,113.3578431372549,553,0.226890756302521,0.28125,0.23404255319148937,0.3333333333333333,16,14,2,8,5,1,1,1,7,0.4375,72,34,38,0
"Franz Wagner","ORL",60,2023,250,113.99554124349766,108.09736711376055,1324,0.2918454935622318,0.330188679245283,0.3832599118942731,0.21951219512195122,21,18,3,8,10,0,1,2,10,0.47619047619047616,75,34,41,0
"Quentin Grimes","PHI",75,2013,-261,114.56616577799322,120.86261206687665,976,0.24206349206349206,0.29577464788732394,0.3333333333333333,0.2962962962962963,22,20,2,8,12,0,0,2,11,0.5,74,38,36,0
"Jordan Poole","WAS",68,2001,-558,106.437265917603,120.51463644948065,1307,0.20107238605898123,0.38571428571428573,0.3627450980392157,0.1794871794871795,27,23,4,7,16,0,2,2,16,0.5925925925925926,86,19,67,0
"Devin Vassell","SAS",64,1983,-262,113.60643745427944,120.22966039579771,959,0.24615384615384617,0.42105263157894735,0.2903225806451613,0.2571428571428571,33,32,1,20,10,2,0,1,18,0.5454545454545454,84,16,68,5
"Draymond Green","GSW",68,1983,272,118.42040716212901,111.58461915258388,560,0.21604938271604937,0.33962264150943394,0.28125,0,71,56,15,17,39,0,5,10,41,0.5774647887323944,99,37,62,0
"Klay Thompson","DAL",72,1965,-81,115.49925484351715,117.54037267080746,896,0.18154761904761904,0.3181818181818182,0.3150684931506849,0.12195121951219512,30,29,1,10,17,2,1,0,19,0.6333333333333333,50,14,36,0
"Tyrese Maxey","PHI",52,1960,-124,115.39430587049635,119.36056838365899,1273,0.26384364820846906,0.33070866141732286,0.2926829268292683,0.10810810810810811,21,20,1,5,13,2,0,1,6,0.2857142857142857,91,35,56,0
"Norman Powell","LAC",60,1958,352,117.83932135728543,109.11133300049924,1200,0.24166666666666667,0.4578313253012048,0.3162393162393162,0.3333333333333333,9,6,3,1,4,1,3,0,6,0.6666666666666666,73,28,45,0
"Yves Missi","NOP",73,1956,-514,110.03260596940056,123.10977141421752,448,0,0.34615384615384615,0.24193548387096775,0,98,98,0,69,29,0,0,0,57,0.5816326530612245,37,18,19,16
"Keon Ellis","SAC",80,1948,64,119.2090395480226,116.22239146991622,603,0.26704545454545453,0.38461538461538464,0.25,0.15384615384615385,63,54,9,19,32,3,2,7,35,0.5555555555555556,121,52,69,0
"Bilal Coulibaly","WAS",59,1948,-587,106.45239834429023,120.18904507998062,653,0.175,0.3389830508474576,0.3939393939393939,0.3,41,38,3,21,16,1,1,2,22,0.5365853658536586,78,23,55,0
"Kyle Kuzma","MIL",65,1936,-419,108.43195266272188,118.61610440778134,889,0.215311004784689,0.3188405797101449,0.25806451612903225,0.20588235294117646,19,18,1,8,10,0,0,1,8,0.42105263157894735,36,11,25,1
"Julian Champagnie","SAS",82,1932,-67,114.87357461576597,116.91121611539418,728,0.22333333333333333,0.391304347826087,0.2727272727272727,0.2857142857142857,35,32,3,18,14,0,2,1,18,0.5142857142857142,61,20,41,3
"Keon Johnson","BKN",79,1925,-423,106.43910007757951,117.16572018585441,766,0.20610687022900764,0.38613861386138615,0.425,0.3125,30,29,1,17,12,0,0,1,13,0.43333333333333335,82,33,49,7
"Naji Marshall","DAL",69,1919,-137,114.14831688180207,117.0528967254408,799,0.2112676056338028,0.18333333333333332,0.27049180327868855,0,11,11,0,6,5,0,0,0,4,0.36363636363636365,70,31,39,1
"Guerschon Yabusele","PHI",70,1896,-119,115.84815503052826,118.9755838641189,678,0.12048192771084337,0.21311475409836064,0.21428571428571427,0.2857142857142857,24,24,0,14,8,2,0,0,13,0.5416666666666666,58,25,33,1
"Jrue Holiday","BOS",62,1896,339,118.5473411154345,109.66822187662001,623,0.18686868686868688,0.3684210526315789,0.29850746268656714,0.38461538461538464,27,25,2,10,14,1,0,2,12,0.4444444444444444,66,27,39,0
"Gary Trent Jr.","MIL",74,1893,70,118.6340206185567,116.98064516129033,753,0.21774193548387097,0.48148148148148145,0.37777777777777777,0.22916666666666666,5,5,0,2,3,0,0,0,1,0.2,72,42,30,0
"Josh Green","CHA",68,1887,-364,107.56237006237006,117.02182952182953,434,0.28,0.22857142857142856,0.23076923076923078,0.26666666666666666,15,13,2,8,3,2,0,2,7,0.4666666666666667,74,38,36,0
"Anthony Black","ORL",78,1887,-40,108.96717373899119,109.39241178031308,665,0.2682926829268293,0.34065934065934067,0.4074074074074074,0.20833333333333334,48,39,9,22,15,2,2,7,30,0.625,86,33,53,0
"Andrew Nembhard","IND",65,1881,206,117.94079794079794,112.40688415104033,618,0.16379310344827586,0.37142857142857144,0.1794871794871795,0.20754716981132076,11,9,2,3,6,0,1,1,5,0.45454545454545453,79,29,50,0
"Nic Claxton","BKN",70,1880,-489,106.2449528936743,118.99141630901288,575,0.23076923076923078,0.3068181818181818,0.264,0.3125,100,92,8,61,31,0,3,5,61,0.61,62,22,40,21
"Cason Wallace","OKC",68,1876,370,119.38880328710837,109.52137189659585,486,0.27906976744186046,0.41509433962264153,0.3770491803278688,0.3333333333333333,35,26,9,12,12,2,3,6,18,0.5142857142857142,120,64,56,0
"Derrick Jones Jr.","LAC",77,1873,249,117.70724029380904,111.17523609653726,673,0.1510791366906475,0.4605263157894737,0.40350877192982454,0,33,30,3,11,16,3,1,2,14,0.42424242424242425,79,21,58,2
"RJ Barrett","TOR",58,1869,-142,112.35955056179776,115.89691247767288,1098,0.24210526315789474,0.34394904458598724,0.33986928104575165,0.09090909090909091,17,16,1,11,5,0,1,0,10,0.5882352941176471,46,19,27,0
"Rui Hachimura","LAL",59,1869,158,117.42804330604702,113.04691618344755,686,0.30344827586206896,0.3584905660377358,0.29508196721311475,0.18181818181818182,26,26,0,14,12,0,0,0,22,0.8461538461538461,45,13,32,3
"Buddy Hield","GSW",82,1864,140,114.94671172342085,113.43046357615894,806,0.26409495548961426,0.3783783783783784,0.3181818181818182,0.2857142857142857,23,23,0,8,15,0,0,0,10,0.43478260869565216,69,30,39,0
"Trey Murphy III","NOP",53,1854,-384,110.86451612903225,121.40077821011674,1009,0.26714801444043323,0.3333333333333333,0.3684210526315789,0.3157894736842105,39,38,1,24,13,1,0,1,22,0.5641025641025641,56,20,36,1
"Zaccharie Risacher","ATL",75,1843,-123,114.4927536231884,117.65005086469989,831,0.21818181818181817,0.35,0.44047619047619047,0.1875,37,37,0,22,13,2,0,0,14,0.3783783783783784,52,18,34,0
"Andrew Wiggins","MIA",60,1842,-100,111.45971816006382,113.93681975046455,960,0.17757009345794392,0.48717948717948717,0.38596491228070173,0.3125,50,40,10,12,27,1,3,7,29,0.58,60,25,35,2
"Isaiah Collier","UTA",71,1839,-403,111.05015673981191,121.41925384816072,576,0.23478260869565218,0.4482758620689655,0.375,0.18181818181818182,16,14,2,6,7,1,0,2,9,0.5625,66,27,39,0
"Keldon Johnson","SAS",77,1838,-217,112.74535461920964,118.70409233997903,844,0.29213483146067415,0.47115384615384615,0.33663366336633666,0.16666666666666666,22,21,1,11,10,0,0,1,11,0.5,49,13,36,0
"Royce O'Neale","PHX",75,1837,-155,115.28781793842035,118.70675891431613,607,0.20242914979757085,0.5,0.3888888888888889,0.2,34,34,0,12,20,2,0,0,18,0.5294117647058824,67,18,49,1
"P.J. Washington","DAL",57,1835,49,116.70606776989756,115.35836177474401,733,0.2925170068027211,0.5161290322580645,0.4028776978417266,0.06666666666666667,60,57,3,39,18,0,1,2,35,0.5833333333333334,63,17,46,2
"CJ McCollum","NOP",56,1832,-278,114.0571728297928,122.2457067371202,1077,0.2771929824561403,0.35714285714285715,0.32608695652173914,0.18181818181818182,24,22,2,8,12,2,0,2,14,0.5833333333333334,46,18,28,0
"Dorian Finney-Smith","LAL",63,1821,310,121.7511013215859,113.12242090784044,476,0.24157303370786518,0.4117647058823529,0.3888888888888889,1,23,21,2,15,6,0,2,0,12,0.5217391304347826,58,23,35,1
"Haywood Highsmith","MIA",74,1818,61,114.45214979195562,112.16887417218543,402,0.2097902097902098,0.3225806451612903,0.2727272727272727,0.5,37,32,5,9,23,0,1,4,18,0.4864864864864865,68,26,42,1
"Alex Sarr","WAS",67,1814,-547,105.11821252273317,118.80496637351268,724,0.18376068376068377,0.37681159420289856,0.22941176470588234,0.12,101,101,0,51,50,0,0,0,67,0.6633663366336634,44,9,35,8
"Kyrie Irving","DAL",50,1804,124,118.68072452014057,115.92391304347827,1104,0.2985781990521327,0.32786885245901637,0.3202614379084967,0.30303030303030304,23,22,1,9,13,0,0,1,14,0.6086956521739131,66,40,26,0
