"Name","TeamAbbreviation","GamesPlayed","Minutes","PlusMinus","OnOffRtg","OnDefRtg","FirstChancePoints","ThreePtOffReboundedPct","AtRimOffReboundedPct","ShortMidRangeOffReboundedPct","LongMidRangeOffReboundedPct","Blocks","Blocked2s","Blocked3s","BlockedAtRim","BlockedShortMidRange","BlockedLongMidRange","BlockedCorner3","BlockedArc3","RecoveredBlocks","BlocksRecoveredPct","Steals","LostBallSteals","BadPassSteals","DefensiveGoaltends"
"James Harden","HOU",82,3125,124,110.32522892327123,108.55606515894354,2202,0.1926829268292683,0.4124293785310734,0.4217687074829932,0.22077922077922077,51,46,5,27,13,6,1,4,34,0.6666666666666666,139,31,108,0
"Gordon Hayward","UTA",80,2893,94,107.06887152462293,105.39901836029813,1435,0.2364341085271318,0.33613445378151263,0.30718954248366015,0.3488372093023256,27,26,1,18,8,0,0,1,17,0.6296296296296297,95,18,77,0
"Kemba Walker","CHA",81,2885,239,109.08296943231441,105.2945301542777,1530,0.24567474048442905,0.3422818791946309,0.23529411764705882,0.18518518518518517,39,37,2,20,14,3,0,2,16,0.41025641025641024,126,51,75,0
"Trevor Ariza","HOU",81,2859,41,110.52997393570809,109.72222222222221,919,0.2797427652733119,0.3434343434343434,0.3939393939393939,0.14814814814814814,26,26,0,14,10,2,0,0,15,0.5769230769230769,160,37,123,2
"Marcus Morris","DET",80,2856,159,108.07651434643995,105.57825546278202,1017,0.3076923076923077,0.38181818181818183,0.36923076923076925,0.24528301886792453,23,22,1,11,10,1,0,1,11,0.4782608695652174,67,23,44,0
"Khris Middleton","MIL",79,2852,-32,107.10489014883062,107.9204404191085,1347,0.23076923076923078,0.5694444444444444,0.32666666666666666,0.2127659574468085,19,18,1,13,4,1,0,1,12,0.631578947368421,131,38,93,1
"Kyle Lowry","TOR",77,2851,376,112.60029175784098,105.95651379499361,1471,0.21806853582554517,0.4148148148148148,0.36893203883495146,0.27102803738317754,34,33,1,20,9,4,0,1,12,0.35294117647058826,158,78,80,1
"Andrew Wiggins","MIN",81,2845,-66,108.02251935256861,109.39538163229332,1489,0.19083969465648856,0.38125,0.3032258064516129,0.25203252032520324,46,44,2,23,14,7,0,2,30,0.6521739130434783,78,27,51,0
"Giannis Antetokounmpo","MIL",80,2823,-170,106.61605206073753,109.62962962962963,1185,0.1267605633802817,0.35294117647058826,0.39166666666666666,0.16666666666666666,113,108,5,90,15,3,2,3,61,0.5398230088495575,94,30,64,7
"Paul George","IND",81,2819,180,105.77964030033175,102.92418140430748,1691,0.23209169054441262,0.35398230088495575,0.2815533980582524,0.2099236641221374,29,23,6,15,6,2,1,5,12,0.41379310344827586,151,54,97,1
"Draymond Green","GSW",81,2808,1072,118.6693822131704,100.40705563093623,994,0.19230769230769232,0.4176470588235294,0.5454545454545454,0.18181818181818182,113,102,11,61,32,9,1,10,67,0.5929203539823009,119,42,77,2
"DeMar DeRozan","TOR",78,2804,174,110.28466483011937,107.52351097178683,1717,0.20512820512820512,0.42758620689655175,0.3022222222222222,0.26855123674911663,21,17,4,5,9,3,3,1,7,0.3333333333333333,81,21,60,4
"Kentavious Caldwell-Pope","DET",76,2789,173,108.17212077382028,105.29177238129758,1006,0.30416666666666664,0.5,0.3404255319148936,0.23728813559322035,17,14,3,7,5,2,0,3,10,0.5882352941176471,110,29,81,0
"John Wall","WAS",77,2784,101,106.96613440954553,105.9748983560191,1422,0.235,0.3878787878787879,0.2898550724637681,0.16720257234726688,59,58,1,38,18,2,0,1,29,0.4915254237288136,145,54,91,5
"CJ McCollum","POR",80,2780,157,109.76134936300019,107.38738738738739,1545,0.2066420664206642,0.4097222222222222,0.37012987012987014,0.26570048309178745,23,22,1,12,5,5,1,0,12,0.5217391304347826,97,48,49,1
"Russell Westbrook","OKC",80,2750,635,116.5112943707422,104.86409155937052,1702,0.2663755458515284,0.45,0.29651162790697677,0.26865671641791045,20,20,0,20,0,0,0,0,7,0.35,163,51,112,1
"Monta Ellis","IND",81,2734,108,105.17957047464357,103.02593659942363,1025,0.21428571428571427,0.35185185185185186,0.3194444444444444,0.2647058823529412,37,34,3,20,8,6,3,0,22,0.5945945945945946,150,60,90,0
"LeBron James","CLE",76,2709,618,115.93375214163335,104.18888042650418,1740,0.23157894736842105,0.40487804878048783,0.38095238095238093,0.21232876712328766,49,47,2,38,9,0,0,2,29,0.5918367346938775,104,31,73,4
"Joe Johnson","MIA",81,2704,-55,107.36012016522719,108.49464386393535,908,0.24456521739130435,0.5517241379310345,0.3945578231292517,0.24324324324324326,4,4,0,3,1,0,0,0,1,0.25,61,24,37,0
"Stephen Curry","GSW",79,2700,1022,119.06683038063498,101.22893258426966,2183,0.22365591397849463,0.34814814814814815,0.3466666666666667,0.20833333333333334,15,13,2,4,9,0,0,2,6,0.4,169,61,108,0
"Damian Lillard","POR",75,2676,94,111.0413589364845,109.67024824008892,1720,0.22465753424657534,0.3480392156862745,0.43119266055045874,0.2129032258064516,28,24,4,9,6,9,0,4,14,0.5,65,28,37,0
"Klay Thompson","GSW",80,2666,837,117.57826556315221,102.57425742574257,1613,0.1945945945945946,0.3645833333333333,0.2903225806451613,0.2446043165467626,49,44,5,18,19,7,0,5,25,0.5102040816326531,60,18,42,0
"Andre Drummond","DET",81,2666,127,107.77883698760724,105.01710376282783,888,1,0.4716981132075472,0.22270742358078602,0.25,112,111,1,69,42,0,0,1,65,0.5803571428571429,119,45,74,17
"Paul Millsap","ATL",81,2647,217,106.9255180138137,103.51239669421487,1231,0.16129032258064516,0.3067484662576687,0.24848484848484848,0.1038961038961039,139,137,2,118,18,1,1,1,84,0.60431654676259,147,63,84,5
"Isaiah Thomas","BOS",82,2644,297,109.69154955283811,105.5422131904674,1678,0.2222222222222222,0.41964285714285715,0.3567251461988304,0.25,9,9,0,5,3,1,0,0,5,0.5555555555555556,91,27,64,0
"Wesley Matthews","DAL",78,2644,104,110.30586401714397,108.38533541341653,883,0.21779141104294478,0.4166666666666667,0.25,0.3220338983050847,17,17,0,7,10,0,0,0,11,0.6470588235294118,78,39,39,0
"Al Horford","ATL",82,2631,231,105.67775897725137,101.87110187110187,1097,0.18181818181818182,0.31868131868131866,0.24242424242424243,0.16339869281045752,121,115,6,76,28,11,3,3,73,0.6033057851239669,68,15,53,8
"Karl-Anthony Towns","MIN",82,2627,-131,108.48948374760995,111.03672532517214,1212,0.18181818181818182,0.3006993006993007,0.2805755395683453,0.21505376344086022,138,136,2,86,46,4,1,1,82,0.5942028985507246,58,14,44,8
"DeAndre Jordan","LAC",77,2598,436,112.70579120666278,103.89886122370199,782,0,0.3684210526315789,0.21875,0,177,173,4,119,44,10,0,4,95,0.536723163841808,51,18,33,17
"Kevin Durant","OKC",72,2578,646,116.85114503816794,104.56281023291332,1868,0.2508710801393728,0.4835164835164835,0.3712121212121212,0.31446540880503143,85,68,17,38,20,10,6,11,44,0.5176470588235295,69,21,48,0
"Evan Fournier","ORL",79,2566,-191,106.28819239109009,109.5995288574794,1101,0.23766816143497757,0.4188034188034188,0.2916666666666667,0.23684210526315788,2,2,0,2,0,0,0,0,2,1,96,34,62,0
"Jordan Clarkson","LAL",79,2552,-628,101.41287284144427,113.69164378187526,1104,0.24623115577889448,0.4105960264900662,0.2868217054263566,0.2692307692307692,7,7,0,6,0,1,0,0,4,0.5714285714285714,88,30,58,3
"Rodney Hood","UTA",79,2541,130,108.29805249788315,106.15286352991271,990,0.22992700729927007,0.43636363636363634,0.4125874125874126,0.2727272727272727,16,16,0,13,2,1,0,0,7,0.4375,73,13,60,1
"PJ Tucker","PHX",82,2540,-356,102.14658673370721,108.82069098629607,487,0.19548872180451127,0.5130434782608696,0.3148148148148148,0.22580645161290322,20,20,0,11,9,0,0,0,9,0.45,106,39,67,1
"Rajon Rondo","SAC",72,2537,-154,106.31460251832362,109.35265336846066,790,0.17475728155339806,0.38524590163934425,0.32608695652173914,0.19,10,7,3,2,4,1,0,3,6,0.6,141,59,82,0
"Avery Bradley","BOS",76,2536,215,110.07347254447022,105.6916843526915,1036,0.2868217054263566,0.4696969696969697,0.43333333333333335,0.21359223300970873,19,19,0,9,8,2,0,0,14,0.7368421052631579,117,66,51,0
"Carmelo Anthony","NYK",72,2530,-43,108.06517311608961,108.98533007334964,1377,0.21212121212121213,0.43356643356643354,0.2748091603053435,0.2992125984251969,38,35,3,25,6,4,1,2,20,0.5263157894736842,62,29,33,1
"George Hill","IND",74,2524,95,105.18371400198609,103.13305572080111,799,0.2388888888888889,0.352112676056338,0.4166666666666667,0.24731182795698925,17,16,1,7,7,2,0,1,9,0.5294117647058824,83,31,52,0
