"Name","TeamAbbreviation","GamesPlayed","Minutes","PlusMinus","OnOffRtg","OnDefRtg","FirstChancePoints","ThreePtOffReboundedPct","AtRimOffReboundedPct","ShortMidRangeOffReboundedPct","LongMidRangeOffReboundedPct","Blocks","Blocked2s","Blocked3s","BlockedAtRim","BlockedShortMidRange","BlockedLongMidRange","BlockedCorner3","BlockedArc3","RecoveredBlocks","BlocksRecoveredPct","Steals","LostBallSteals","BadPassSteals","DefensiveGoaltends"
"Kemba Walker","CHA",73,2614,129,105.12102420484096,102.39712345185777,1196,0.19170984455958548,0.48201438848920863,0.3225806451612903,0.2297872340425532,32,31,1,17,7,7,0,1,21,0.65625,86,38,48,0
"Corey Brewer","MIN",81,2609,333,112.24754493236983,106.13644790507972,907,0.35251798561151076,0.3793103448275862,0.3333333333333333,0.25396825396825395,30,21,9,12,7,2,5,4,19,0.6333333333333333,151,62,89,3
"Robin Lopez","POR",82,2604,316,112.68321282001172,106.67449598747308,630,0,0.35714285714285715,0.3274336283185841,0.1875,139,139,0,96,43,0,0,0,73,0.5251798561151079,26,5,21,1
"Tristan Thompson","CLE",82,2594,-228,106.01973021944836,110.49879324215608,753,0,0.39375,0.2893401015228426,0.02702702702702703,35,34,1,14,20,0,0,1,19,0.5428571428571428,42,20,22,3
"Jimmy Butler","CHI",67,2591,189,104.74513054289267,100.3298969072165,784,0.33121019108280253,0.40816326530612246,0.32432432432432434,0.21904761904761905,36,35,1,24,9,2,0,1,24,0.6666666666666666,127,34,93,0
"Mike Dunleavy","CHI",82,2584,176,103.83189122373301,100.33003300330034,844,0.25773195876288657,0.48484848484848486,0.2903225806451613,0.2323943661971831,46,44,2,25,13,6,1,1,23,0.5,64,21,43,0
"Joe Johnson","BKN",79,2575,56,108.16242821985234,107.43257154622195,1157,0.20087336244541484,0.5151515151515151,0.3765432098765432,0.24778761061946902,10,10,0,7,2,1,0,0,2,0.2,47,20,27,0
"Jodie Meeks","LAL",77,2556,-511,103.64188163884674,113.12003029155623,1117,0.23109243697478993,0.37962962962962965,0.3333333333333333,0.23333333333333334,4,4,0,4,0,0,0,0,2,0.5,111,37,74,0
"Al Jefferson","CHA",73,2553,33,105.25240138974044,104.74923234390992,1364,0.25,0.3776223776223776,0.21455938697318008,0.15476190476190477,79,79,0,50,28,1,0,0,48,0.6075949367088608,67,42,25,0
"Arron Afflalo","ORL",73,2552,-365,102.29283990345938,109.76641159887234,1215,0.23170731707317074,0.35135135135135137,0.2872340425531915,0.17412935323383086,3,3,0,3,0,0,0,0,0,0,35,13,22,0
"Jeff Teague","ATL",79,2542,117,106.49940734887397,104.60134867116223,1237,0.22758620689655173,0.34177215189873417,0.30601092896174864,0.18823529411764706,17,12,5,6,2,4,3,2,13,0.7647058823529411,89,51,38,0
"Chris Bosh","MIA",79,2531,447,112.80348620045653,103.85095753538718,1140,0.18309859154929578,0.2857142857142857,0.2361111111111111,0.11320754716981132,78,75,3,58,15,2,0,3,47,0.6025641025641025,80,18,62,15
"Rudy Gay","SAC",73,2531,-68,107.17461600646726,108.39556004036328,1244,0.265625,0.43283582089552236,0.37777777777777777,0.25906735751295334,56,55,1,35,18,2,1,0,28,0.5,95,35,60,1
"Bradley Beal","WAS",73,2530,110,106.7090685268773,104.51652638062,1163,0.2935323383084577,0.4268292682926829,0.323943661971831,0.250814332247557,18,15,3,12,3,0,1,2,9,0.5,71,15,56,1
"LaMarcus Aldridge","POR",69,2499,369,113.57548701298701,106.30337535583571,1359,0.375,0.3944954128440367,0.33482142857142855,0.25653206650831356,68,68,0,53,15,0,0,0,34,0.5,63,28,35,1
"Isaiah Thomas","SAC",72,2497,30,108.24264409512294,107.50805152979066,1344,0.27876106194690264,0.34065934065934067,0.3401360544217687,0.2627118644067797,8,8,0,4,3,1,0,0,2,0.25,93,35,58,0
"Kyrie Irving","CLE",71,2496,-218,105.42218543046357,110.27610545982976,1380,0.26666666666666666,0.42857142857142855,0.3790322580645161,0.2785388127853881,23,23,0,14,6,3,0,0,11,0.4782608695652174,108,64,44,0
"PJ Tucker","PHX",81,2490,126,110.00399361022365,107.76776776776777,640,0.3008849557522124,0.5130434782608696,0.3880597014925373,0.1956521739130435,23,19,4,10,8,1,1,3,5,0.21739130434782608,110,39,71,0
"Victor Oladipo","ORL",80,2486,-270,100.38894575230296,105.57029177718833,1027,0.2463768115942029,0.3463687150837989,0.3194444444444444,0.19424460431654678,37,37,0,32,3,2,0,0,19,0.5135135135135135,129,44,85,0
"Randy Foye","DEN",81,2485,-126,107.21548689870943,110.00196116885664,965,0.28903654485049834,0.47058823529411764,0.43478260869565216,0.3068181818181818,39,37,2,22,11,4,1,1,24,0.6153846153846154,67,30,37,1
"Paul Millsap","ATL",74,2482,124,107.1763506625892,104.88353085410708,1159,0.2230769230769231,0.39285714285714285,0.36551724137931035,0.19090909090909092,78,78,0,67,8,3,0,0,53,0.6794871794871795,129,49,80,1
"David West","IND",80,2472,407,107.26774805140089,99.04862579281185,993,0.1111111111111111,0.375,0.2694300518134715,0.26256983240223464,74,71,3,43,24,4,0,3,44,0.5945945945945946,61,30,31,0
"Spencer Hawes","CLE",80,2470,-482,102.12723658051691,112.26773226773227,905,0.22727272727272727,0.3089430894308943,0.3140495867768595,0.16666666666666666,94,94,0,78,14,2,0,0,47,0.5,44,15,29,3
"Jose Calderon","DAL",81,2469,-2,110.41968162083937,111.17353308364544,856,0.18777292576419213,0.2916666666666667,0.55,0.15625,11,10,1,4,5,1,1,0,6,0.5454545454545454,69,25,44,1
"Gerald Henderson","CHA",77,2461,-70,103.78528656971771,105.10247651579846,980,0.14705882352941177,0.2716049382716049,0.23853211009174313,0.203125,32,28,4,20,6,2,1,3,15,0.46875,51,18,33,4
"Khris Middleton","MIL",82,2460,-382,104.22236367494165,112.25614927905005,906,0.27607361963190186,0.42105263157894735,0.32098765432098764,0.2569444444444444,20,20,0,12,5,3,0,0,9,0.45,83,35,48,0
"Evan Turner","IND",81,2457,-377,101.16046418567427,108.74699759807847,1027,0.3113207547169811,0.4032258064516129,0.2828282828282828,0.189873417721519,7,7,0,3,1,3,0,0,4,0.5714285714285714,67,25,42,1
"Mike Conley","MEM",73,2446,151,108.81259567023837,106.34780692087283,1145,0.2807017543859649,0.3467741935483871,0.4496124031007752,0.3225806451612903,13,11,2,8,2,1,2,0,6,0.46153846153846156,110,50,60,0
"George Hill","IND",76,2434,319,106.16911130284728,99.73997833152762,710,0.28662420382165604,0.4318181818181818,0.3333333333333333,0.28378378378378377,23,22,1,10,8,4,0,1,12,0.5217391304347826,75,27,48,0
"JR Smith","NYK",74,2421,1,109.71278228458671,110.29541446208113,961,0.27586206896551724,0.22916666666666666,0.2830188679245283,0.23417721518987342,20,20,0,13,6,1,0,0,8,0.4,65,16,49,0
"Michael Carter-Williams","PHI",70,2414,-450,102.10928083567697,111.21608040201005,1022,0.19333333333333333,0.336734693877551,0.31976744186046513,0.19811320754716982,43,39,4,18,18,3,3,1,25,0.5813953488372093,130,59,71,0
"Roy Hibbert","IND",81,2409,359,106.70745029495302,99.10205869469996,677,0.5,0.42342342342342343,0.2186046511627907,0.25,182,182,0,122,60,0,0,0,111,0.6098901098901099,29,11,18,4
"Shawn Marion","DAL",76,2409,-133,109.3122597180692,111.01479915433404,684,0.14705882352941177,0.43820224719101125,0.21830985915492956,0.32142857142857145,37,35,2,16,16,3,1,1,14,0.3783783783783784,90,28,62,0
"Kyle Korver","ATL",71,2408,212,107.79193649467308,104.89718041127836,737,0.23300970873786409,0.42857142857142855,0.3125,0.15555555555555556,24,24,0,15,8,1,0,0,11,0.4583333333333333,70,28,42,0
"Brandon Knight","MIL",72,2400,-442,104.24374319912948,113.34488734835357,1210,0.3111111111111111,0.45695364238410596,0.34,0.19594594594594594,17,17,0,7,4,6,0,0,12,0.7058823529411765,69,30,39,1
"Dwight Howard","HOU",71,2397,339,112.49211356466877,105.89727330374127,1021,0,0.38323353293413176,0.24503311258278146,0.5,128,127,1,66,58,3,0,1,83,0.6484375,60,24,36,26
"Josh McRoberts","CHA",78,2360,40,106.18255395683454,105.56807935076645,587,0.21505376344086022,0.43333333333333335,0.35714285714285715,0.19047619047619047,46,42,4,32,8,2,1,3,26,0.5652173913043478,58,28,30,6
"Anthony Davis","NOP",67,2358,-113,108.06345009914078,110.33421284080916,1121,0.3333333333333333,0.31724137931034485,0.29931972789115646,0.143646408839779,189,179,10,112,47,20,5,5,118,0.6243386243386243,89,35,54,6
"Taj Gibson","CHI",82,2351,137,104.4889502762431,99.81859410430839,827,0.6666666666666666,0.3841059602649007,0.29931972789115646,0.22784810126582278,112,106,6,66,33,7,5,1,61,0.5446428571428571,41,9,32,1
"DeMarre Carroll","ATL",73,2341,99,107.85557986870896,104.59073191857948,698,0.1566265060240964,0.4583333333333333,0.3090909090909091,0.23684210526315788,21,21,0,14,1,6,0,0,13,0.6190476190476191,108,35,73,0
"Kyle Singler","DET",82,2337,-227,105.78548212351029,110.58441558441558,682,0.32867132867132864,0.4084507042253521,0.43137254901960786,0.1724137931034483,38,37,1,26,11,0,0,1,21,0.5526315789473685,61,19,42,0
"Gerald Green","PHX",82,2330,43,109.49232081911262,109.48591094859108,1182,0.2508361204013378,0.29411764705882354,0.3142857142857143,0.21875,42,40,2,27,11,2,1,1,21,0.5,70,10,60,3
"Channing Frye","PHX",82,2312,297,113.20549139246023,107.36519070583078,786,0.22932330827067668,0.4594594594594595,0.4230769230769231,0.2125,63,63,0,44,18,1,0,0,35,0.5555555555555556,60,15,45,4
"James Anderson","PHI",80,2309,-543,99.16230366492147,110.44151496128897,719,0.25327510917030566,0.3684210526315789,0.41025641025641024,0.2702702702702703,28,22,6,16,5,1,3,3,16,0.5714285714285714,74,16,58,0
"DeMarcus Cousins","SAC",71,2298,-17,106.72715202478425,107.74710596616207,1321,0.2,0.4263959390862944,0.4375,0.20765027322404372,91,91,0,46,44,1,0,0,52,0.5714285714285714,109,37,72,18
"David Lee","GSW",69,2289,467,110.84782608695652,101.22377622377623,1062,0,0.4484536082474227,0.32160804020100503,0.2361111111111111,26,25,1,14,10,1,0,1,13,0.5,48,16,32,0
"Jonas Valanciunas","TOR",81,2282,100,109.4066237350506,107.13135495744191,687,0,0.464,0.26356589147286824,0.1694915254237288,71,71,0,45,25,1,0,0,45,0.6338028169014085,24,4,20,3
"Reggie Jackson","OKC",80,2278,349,110.87968092178151,103.37552742616033,978,0.2357142857142857,0.4365079365079365,0.3333333333333333,0.21568627450980393,9,7,2,3,1,3,1,1,5,0.5555555555555556,85,22,63,0
"Brandon Bass","BOS",82,2267,-398,100.89041095890411,109.42753293957291,761,0.5,0.38461538461538464,0.36082474226804123,0.2,71,68,3,45,22,1,0,3,45,0.6338028169014085,36,9,27,1
"Trey Burke","UTA",70,2263,-256,107.04845814977973,113.1676730143985,830,0.2616822429906542,0.3684210526315789,0.3595505617977528,0.17197452229299362,6,6,0,2,4,0,0,0,1,0.16666666666666666,42,16,26,0
"Jarrett Jack","CLE",80,2252,-240,103.24149108589953,108.69766365949573,701,0.2336448598130841,0.3448275862068966,0.3695652173913043,0.22839506172839505,22,18,4,10,6,2,3,1,10,0.45454545454545453,56,25,31,0
"Wesley Johnson","LAL",79,2240,-374,103.08655298942371,111.11111111111111,648,0.15976331360946747,0.24615384615384617,0.3870967741935484,0.1509433962264151,77,75,2,47,22,6,0,2,52,0.6753246753246753,86,29,57,6
"Ty Lawson","DEN",62,2222,-49,109.12663755458516,110.55859802847755,1005,0.22950819672131148,0.49514563106796117,0.3088235294117647,0.24516129032258063,10,9,1,6,3,0,0,1,6,0.6,100,27,73,0
"Ramon Sessions","MIL",83,2214,-165,104.38944664954471,108.11567164179104,955,0.2716049382716049,0.4342857142857143,0.33663366336633666,0.2222222222222222,9,9,0,6,2,1,0,0,6,0.6666666666666666,49,16,33,0
"Amir Johnson","TOR",77,2214,189,109.58155016642891,105.43893129770991,603,0.30434782608695654,0.3894736842105263,0.39285714285714285,0.12195121951219512,88,88,0,60,27,1,0,0,49,0.5568181818181818,56,22,34,2
"Luol Deng","CLE",63,2213,7,105.54502369668246,105.45411429926487,881,0.2992125984251969,0.41,0.4077669902912621,0.2684563758389262,9,9,0,6,3,0,0,0,6,0.6666666666666666,62,8,54,1
"Richard Jefferson","UTA",82,2212,-413,103.20191158900836,113.0164795796513,776,0.2774566473988439,0.46808510638297873,0.34615384615384615,0.15853658536585366,14,13,1,8,5,0,0,1,10,0.7142857142857143,56,10,46,0
"Harrison Barnes","GSW",78,2204,-50,103.61990950226243,104.63276836158192,658,0.2601626016260163,0.3291139240506329,0.36,0.15789473684210525,20,18,2,10,6,2,1,1,8,0.4,65,25,40,0
"Derrick Favors","UTA",73,2201,-338,104.37903804737975,112.57485029940119,757,0,0.3769230769230769,0.1793103448275862,0.18518518518518517,108,108,0,79,29,0,0,0,61,0.5648148148148148,75,20,55,6
"Alec Burks","UTA",78,2193,-286,103.92532312111058,110.45346062052506,979,0.2631578947368421,0.41044776119402987,0.4024390243902439,0.291044776119403,14,13,1,11,2,0,0,1,7,0.5,69,26,43,0
"Ben McLemore","SAC",82,2187,-206,105.1948051948052,109.89571263035921,646,0.3,0.3972602739726027,0.3333333333333333,0.24742268041237114,18,17,1,14,3,0,0,1,12,0.6666666666666666,45,14,31,1
"Jameer Nelson","ORL",68,2179,-272,104.57115928369463,111.37384724521164,766,0.20491803278688525,0.2153846153846154,0.3728813559322034,0.21739130434782608,5,5,0,0,5,0,0,0,5,1,52,22,30,0
"Mario Chalmers","MIA",73,2178,304,112.70863137815928,106.19447779111646,672,0.15671641791044777,0.3894736842105263,0.45454545454545453,0.26666666666666666,16,16,0,12,3,1,0,0,7,0.4375,119,37,82,0
"Kenneth Faried","DEN",80,2178,-157,108.62612612612612,111.88496966973715,841,0,0.40372670807453415,0.31788079470198677,0.17543859649122806,69,68,1,57,9,2,1,0,40,0.5797101449275363,70,16,54,5
"Kevin Martin","MIN",68,2177,177,111.16548042704626,107.65966949531041,1234,0.2596685082872928,0.4318181818181818,0.31007751937984496,0.3370165745856354,6,4,2,1,3,0,1,1,5,0.8333333333333334,66,10,56,0
"Chris Paul","LAC",62,2171,530,114.92707383773929,103.6042240587695,1094,0.2440944881889764,0.45652173913043476,0.4424778761061947,0.25609756097560976,4,4,0,4,0,0,0,0,2,0.5,154,61,93,0
"Terrence Ross","TOR",81,2159,127,109.95670995670996,107.08263069139967,796,0.26495726495726496,0.3695652173913043,0.2545454545454545,0.17857142857142858,27,25,2,12,8,5,1,1,14,0.5185185185185185,64,22,42,1
"Tim Duncan","SAS",74,2158,300,109.95517810804435,103.48837209302326,933,0,0.27927927927927926,0.18072289156626506,0.11299435028248588,139,139,0,101,37,1,0,0,82,0.5899280575539568,43,17,26,0
"Martell Webster","WAS",78,2157,-13,107.02806428400096,107.41718674987999,683,0.2651162790697674,0.3103448275862069,0.22727272727272727,0.24528301886792453,15,14,1,11,3,0,1,0,6,0.4,41,16,25,2
"Markieff Morris","PHX",81,2153,136,109.17728852838934,106.56883298392732,986,0.25757575757575757,0.41304347826086957,0.2809917355371901,0.19858156028368795,51,50,1,26,24,0,0,1,29,0.5686274509803921,68,28,40,5
"Carlos Boozer","CHI",76,2141,-29,101.39808682855039,102.15950920245399,884,0,0.3673469387755102,0.2534246575342466,0.2446351931330472,22,22,0,17,5,0,0,0,15,0.6818181818181818,53,19,34,0
"Enes Kanter","UTA",80,2138,-482,102.75707898658719,114.10573122529645,723,1,0.40875912408759124,0.21348314606741572,0.12931034482758622,42,42,0,24,16,2,0,0,23,0.5476190476190477,28,10,18,2
"Kirk Hinrich","CHI",73,2116,144,103.10057978321149,99.72201162496842,603,0.34415584415584416,0.5,0.4888888888888889,0.22950819672131148,26,25,1,10,10,5,1,0,15,0.5769230769230769,80,35,45,0
"Paul Pierce","BKN",75,2098,71,106.20931397095644,104.53634085213032,928,0.16393442622950818,0.4166666666666667,0.23214285714285715,0.17333333333333334,31,28,3,17,7,4,1,2,19,0.6129032258064516,86,34,52,1
"Jamal Crawford","LAC",69,2094,272,112.3032904148784,106.60581311554166,1148,0.2851851851851852,0.40384615384615385,0.2736842105263158,0.2532467532467532,12,11,1,7,2,2,0,1,7,0.5833333333333334,59,16,43,0
"Terrence Jones","HOU",76,2078,123,112.3330905559602,109.16141541444499,770,0.2537313432835821,0.34146341463414637,0.31,0.10714285714285714,99,84,15,52,23,9,2,13,56,0.5656565656565656,53,17,36,5
"Dion Waiters","CLE",70,2072,-54,104.72027972027972,106.95039032989172,1019,0.33986928104575165,0.3469387755102041,0.3148148148148148,0.2602040816326531,17,15,2,3,9,3,0,2,10,0.5882352941176471,63,30,33,0
"Darren Collison","LAC",80,2069,217,112.09061807436592,106.56342182890856,838,0.27927927927927926,0.36470588235294116,0.29411764705882354,0.20535714285714285,15,14,1,7,7,0,0,1,9,0.6,93,40,53,0
"Deron Williams","BKN",64,2059,187,110.95890410958904,106.08056751963517,873,0.21341463414634146,0.2982456140350877,0.23376623376623376,0.18823529411764706,13,13,0,9,3,1,0,0,6,0.46153846153846156,93,37,56,0
"Eric Gordon","NOP",64,2057,-270,106.52010991756183,113.06733167082294,907,0.25,0.4230769230769231,0.38823529411764707,0.24719101123595505,12,8,4,4,0,4,1,3,6,0.5,74,31,43,0
"Jeremy Lin","HOU",71,2054,175,109.12129894937917,105.26946107784431,828,0.21678321678321677,0.32142857142857145,0.23170731707317074,0.24489795918367346,27,26,1,19,7,0,0,1,12,0.4444444444444444,68,22,46,0
"Al-Farouq Aminu","NOP",80,2045,-254,106.05749486652977,110.81354219302679,462,0.25,0.4639175257731959,0.32142857142857145,0.1267605633802817,38,37,1,22,14,1,1,0,25,0.6578947368421053,82,34,48,1
"Jared Sullinger","BOS",74,2041,-12,104.50901803607213,106.05830164765526,744,0.23741007194244604,0.46564885496183206,0.2802547770700637,0.2571428571428571,49,49,0,43,5,1,0,0,27,0.5510204081632653,35,10,25,2
"Andre Iguodala","GSW",63,2040,567,113.14299778488801,99.04153354632588,542,0.19090909090909092,0.38636363636363635,0.21212121212121213,0.2727272727272727,18,18,0,10,6,2,0,0,10,0.5555555555555556,95,32,63,2
"Tyreke Evans","NOP",72,2028,-204,106.92763327324235,111.80698151950719,941,0.20754716981132076,0.48,0.33707865168539325,0.18032786885245902,21,20,1,12,6,2,0,1,14,0.6666666666666666,84,29,55,3
"Raymond Felton","NYK",65,2017,26,109.68166272033676,109.66119640021175,594,0.25984251968503935,0.375,0.3793103448275862,0.1875,27,27,0,16,7,4,0,0,18,0.6666666666666666,78,31,47,0
"Marco Belinelli","SAS",80,2016,261,112.6228269085412,105.30397798348761,797,0.25477707006369427,0.38095238095238093,0.2708333333333333,0.21,7,7,0,6,1,0,0,0,1,0.14285714285714285,50,18,32,0
"Norris Cole","MIA",82,2014,104,109.26220806794055,105.88390501319262,500,0.21100917431192662,0.44047619047619047,0.38235294117647056,0.15,5,5,0,4,1,0,0,0,4,0.8,77,27,50,0
"Jason Thompson","SAC",82,2007,-8,107.89541143296591,107.7414409810935,423,0,0.5303030303030303,0.3925233644859813,0.22857142857142856,56,56,0,34,21,1,0,0,30,0.5357142857142857,32,11,21,3
"Tony Parker","SAS",68,1997,274,109.91882293252156,103.2561689137624,1058,0.17073170731707318,0.32608695652173914,0.3050847457627119,0.22784810126582278,9,8,1,5,2,1,0,1,6,0.6666666666666666,36,14,22,0
"Shaun Livingston","BKN",76,1974,61,107.80237580993521,106.52939582768899,574,0.25,0.3956043956043956,0.3076923076923077,0.22448979591836735,31,24,7,12,4,8,2,5,20,0.6451612903225806,93,36,57,0
"Boris Diaw","SAS",79,1974,317,112.25590955806783,103.7112874328129,650,0.234375,0.4714285714285714,0.27848101265822783,0.20967741935483872,32,31,1,18,8,5,0,1,17,0.53125,44,20,24,0
"Vince Carter","DAL",81,1973,173,109.79686294677295,106.44323200831384,860,0.24770642201834864,0.375,0.4,0.15053763440860216,35,31,4,14,15,2,1,3,17,0.4857142857142857,61,25,36,2
