"Name","TeamAbbreviation","GamesPlayed","Minutes","PlusMinus","OnOffRtg","OnDefRtg","FirstChancePoints","ThreePtOffReboundedPct","AtRimOffReboundedPct","ShortMidRangeOffReboundedPct","LongMidRangeOffReboundedPct","Blocks","Blocked2s","Blocked3s","BlockedAtRim","BlockedShortMidRange","BlockedLongMidRange","BlockedCorner3","BlockedArc3","RecoveredBlocks","BlocksRecoveredPct","Steals","LostBallSteals","BadPassSteals","DefensiveGoaltends"
"Nicolas Batum","CHA",77,2617,69,111.01304681504222,109.56305097738597,1059,0.14661654135338345,0.3695652173913043,0.22522522522522523,0.24675324675324675,29,28,1,21,6,1,0,1,20,0.6896551724137931,86,14,72,2
"Otto Porter Jr.","WAS",80,2605,192,113.15690690690691,110.36112686708262,905,0.23809523809523808,0.38461538461538464,0.3469387755102041,0.17391304347826086,42,41,1,34,6,1,0,1,20,0.47619047619047616,116,37,79,0
"DeAndre Jordan","LAC",81,2571,456,116.38639030113414,107.28089010345501,763,0,0.3712121212121212,0.10714285714285714,0,134,132,2,96,34,2,0,2,69,0.5149253731343284,51,15,36,10
"Isaiah Thomas","BOS",76,2570,275,116.75956179127427,112.66511266511267,2054,0.2512820512820513,0.40869565217391307,0.2828282828282828,0.06557377049180328,13,12,1,7,4,1,0,1,7,0.5384615384615384,70,31,39,0
"Tobias Harris","DET",82,2566,1,107.77120315581854,107.96442687747036,1218,0.208955223880597,0.3875,0.3433734939759036,0.2,39,38,1,22,13,3,1,0,25,0.6410256410256411,60,21,39,3
"Marcus Morris","DET",79,2565,-105,106.10747570890344,108.21102737009123,987,0.19736842105263158,0.35294117647058826,0.26804123711340205,0.23618090452261306,25,24,1,13,10,1,0,1,17,0.68,52,13,39,0
"Marcin Gortat","WAS",82,2556,202,113.56357322014277,110.64823827136462,701,0,0.2564102564102564,0.1386861313868613,0.15384615384615385,61,61,0,46,15,0,0,0,37,0.6065573770491803,40,11,29,0
"Myles Turner","IND",81,2541,143,110.7746755800236,108.09055118110237,1014,0.16216216216216217,0.4166666666666667,0.1978021978021978,0.12643678160919541,172,168,4,134,32,2,2,2,96,0.5581395348837209,74,14,60,6
"Carmelo Anthony","NYK",74,2538,-233,109.39968404423381,114.20375865479724,1448,0.25296442687747034,0.47058823529411764,0.30666666666666664,0.24727272727272728,34,33,1,26,3,4,0,1,17,0.5,60,25,35,0
"Marc Gasol","MEM",74,2531,64,109.75357216815075,108.27129859387924,1349,0.2721518987341772,0.4406779661016949,0.31092436974789917,0.23952095808383234,99,96,3,66,27,3,0,3,64,0.6464646464646465,67,15,52,0
"Kentavious Caldwell-Pope","DET",76,2529,-149,107.17712914834065,110.13391964821108,971,0.2397003745318352,0.3333333333333333,0.42528735632183906,0.2032520325203252,12,11,1,7,4,0,0,1,6,0.5,89,32,57,0
"Kyrie Irving","CLE",72,2525,334,118.22309970384995,112.00475435816165,1684,0.2289156626506024,0.41818181818181815,0.3270440251572327,0.24675324675324675,24,24,0,19,3,2,0,0,10,0.4166666666666667,83,33,50,0
"Gordon Hayward","UTA",73,2516,347,112.33766233766234,105.57777310039992,1499,0.2054794520547945,0.3829787234042553,0.23880597014925373,0.18181818181818182,20,20,0,14,5,1,0,0,12,0.6,73,7,66,2
"Hassan Whiteside","MIA",77,2514,96,110.33292732440114,108.3840844498579,934,0,0.363013698630137,0.20642201834862386,0.078125,161,158,3,115,37,6,2,1,102,0.6335403726708074,56,17,39,16
"Wesley Matthews","DAL",73,2495,-192,105.61491724282422,109.4083211373615,864,0.22448979591836735,0.32653061224489793,0.2361111111111111,0.1839080459770115,15,15,0,10,3,2,0,0,6,0.4,77,49,28,0
"Dennis Schroder","ATL",79,2485,-76,106.84795553791186,108.8317384370016,1309,0.22631578947368422,0.35294117647058826,0.375,0.27205882352941174,16,12,4,6,3,3,1,3,8,0.5,74,26,48,0
"Kawhi Leonard","SAS",74,2475,434,115.57632398753894,107.23092998955067,1725,0.1888412017167382,0.4939759036144578,0.3333333333333333,0.24338624338624337,55,53,2,37,13,3,1,1,39,0.7090909090909091,133,57,76,2
"Draymond Green","GSW",76,2471,819,118.74150320450572,102.75567630506501,680,0.19886363636363635,0.37719298245614036,0.40625,0.29411764705882354,106,97,9,67,26,4,5,4,62,0.5849056603773585,154,69,85,2
"Ricky Rubio","MIN",75,2469,-9,111.92867390858783,112.78350515463917,739,0.265625,0.3142857142857143,0.325,0.3,10,9,1,5,4,0,0,1,6,0.6,128,58,70,0
"DeMarcus Cousins","NOP",72,2466,-25,110.50030883261272,111.4279809878074,1720,0.19815668202764977,0.3524590163934426,0.2875,0.14893617021276595,93,87,6,60,24,3,1,5,51,0.5483870967741935,100,34,66,5
"Goran Dragic","MIA",73,2460,65,110.51334702258727,109.26839293053844,1372,0.23529411764705882,0.47619047619047616,0.3712574850299401,0.22950819672131148,13,11,2,3,7,1,0,2,9,0.6923076923076923,89,31,58,0
"Courtney Lee","NYK",77,2459,-233,108.82473382473381,114.15637860082305,719,0.2532467532467532,0.32142857142857145,0.3968253968253968,0.22,24,20,4,12,5,3,1,3,11,0.4583333333333333,81,21,60,0
"Serge Ibaka","TOR",79,2422,-142,107.56880733944953,110.34554537885096,990,0.1875,0.3829787234042553,0.2246376811594203,0.16153846153846155,124,122,2,97,22,3,1,1,77,0.6209677419354839,41,14,27,8
"Elfrid Payton","ORL",82,2412,-147,108.45505040115202,110.93142272262027,946,0.21,0.38372093023255816,0.392,0.09333333333333334,40,38,2,23,9,6,0,2,23,0.575,88,38,50,1
"Andre Drummond","DET",81,2410,-275,105.9485872105375,111.8384697130712,750,1,0.31097560975609756,0.23076923076923078,0.2222222222222222,89,88,1,52,33,3,1,0,56,0.6292134831460674,124,41,83,14
"Marcus Smart","BOS",79,2399,131,110.82474226804123,107.94565664882668,736,0.20909090909090908,0.3917525773195876,0.21739130434782608,0.14634146341463414,34,33,1,19,11,3,0,1,21,0.6176470588235294,125,50,75,2
"Jordan Clarkson","LAL",82,2397,-421,106.08889790947838,114.47101743007701,1113,0.20535714285714285,0.4247787610619469,0.34838709677419355,0.19047619047619047,8,7,1,4,2,1,0,1,2,0.25,88,30,58,2
"Steven Adams","OKC",80,2389,195,110.660106601066,107.14579901153212,695,0,0.3561643835616438,0.17829457364341086,0,78,77,1,54,22,1,0,1,51,0.6538461538461539,89,26,63,0
"Andre Roberson","OKC",79,2376,145,110.02485501242751,106.58003300330034,441,0.22727272727272727,0.4157303370786517,0.5,0,79,77,2,50,20,7,1,1,51,0.6455696202531646,94,42,52,8
"Markieff Morris","WAS",76,2374,179,112.55978373882303,108.88287913459538,942,0.2032520325203252,0.37962962962962965,0.2733812949640288,0.23423423423423423,42,42,0,28,10,4,0,0,18,0.42857142857142855,82,29,53,2
"Solomon Hill","NOP",80,2374,5,106.70656211308295,106.20888157894737,513,0.11976047904191617,0.40789473684210525,0.15384615384615385,0.125,32,31,1,25,4,2,0,1,21,0.65625,72,26,46,0
"Michael Kidd-Gilchrist","CHA",81,2350,-6,109.0473076084587,107.81485468245424,635,0.4,0.42857142857142855,0.2972972972972973,0.14285714285714285,77,77,0,62,14,1,0,0,49,0.6363636363636364,80,26,54,0
"Paul Millsap","ATL",69,2343,135,108.16369359916055,105.9531348955035,1138,0.21875,0.3333333333333333,0.2994011976047904,0.19047619047619047,62,62,0,54,8,0,0,0,34,0.5483870967741935,90,38,52,3
"Tristan Thompson","CLE",78,2337,133,114.36296776984643,110.62459755312298,475,0.5,0.41,0.25,0,84,84,0,71,12,1,0,0,49,0.5833333333333334,39,11,28,5
"Tony Snell","MIL",80,2336,-117,109.38250054549422,111.59451816402002,600,0.1971153846153846,0.24242424242424243,0.4117647058823529,0.20588235294117646,14,11,3,8,3,0,0,3,12,0.8571428571428571,55,18,37,0
"Jae Crowder","BOS",72,2335,350,115.70335741606459,108.15113563999151,885,0.15517241379310345,0.30952380952380953,0.20833333333333334,0.18072289156626506,23,23,0,20,3,0,0,0,15,0.6521739130434783,73,24,49,0
"LaMarcus Aldridge","SAS",72,2335,272,112.15308863025963,106.35098743267504,996,0.15625,0.39759036144578314,0.21910112359550563,0.1626984126984127,88,88,0,66,20,2,0,0,52,0.5909090909090909,46,18,28,1
"Eric Gordon","HOU",75,2323,295,114.23841059602648,108.51505711318796,1102,0.2660098522167488,0.44329896907216493,0.3559322033898305,0.2727272727272727,41,33,8,15,14,4,2,6,25,0.6097560975609756,48,15,33,0
"Aaron Gordon","ORL",80,2298,-163,109.13440626359288,111.755823986195,856,0.20765027322404372,0.49523809523809526,0.3142857142857143,0.18867924528301888,40,38,2,25,8,5,1,1,21,0.525,65,16,49,8
"Marvin Williams","CHA",76,2295,-32,109.42269409422694,109.86319505736981,698,0.1762114537444934,0.39705882352941174,0.28378378378378377,0.15625,53,50,3,36,14,0,0,3,33,0.6226415094339622,58,10,48,1
"Mike Conley","MEM",69,2292,188,112.2495446265938,108.48776023793182,1310,0.18340611353711792,0.3058823529411765,0.2803738317757009,0.2912621359223301,19,18,1,14,4,0,0,1,11,0.5789473684210527,92,25,67,0
"Brandon Ingram","LAL",79,2279,-383,107.5679172056921,115.0321199143469,653,0.2283464566929134,0.5287356321839081,0.3137254901960784,0.19101123595505617,36,33,3,18,8,7,0,3,21,0.5833333333333334,50,11,39,1
"Robin Lopez","CHI",81,2271,75,108.64142538975501,107.52182672934855,614,0,0.32231404958677684,0.25735294117647056,0.17557251908396945,117,117,0,94,21,2,0,0,71,0.6068376068376068,18,7,11,1
"Allen Crabbe","POR",79,2254,-117,109.12872154115587,112.62693156732892,796,0.21084337349397592,0.3023255813953488,0.3684210526315789,0.17894736842105263,20,17,3,7,6,4,0,3,11,0.55,54,14,40,0
"Kyle Lowry","TOR",60,2244,356,115.80381471389646,107.89174437116216,1235,0.25,0.4069767441860465,0.3974358974358974,0.2608695652173913,19,18,1,11,6,1,0,1,8,0.42105263157894735,88,45,43,1
"Thaddeus Young","IND",74,2237,63,109.8034836980795,107.4844995571302,687,0.16901408450704225,0.2833333333333333,0.20833333333333334,0.06060606060606061,29,27,2,23,3,1,0,2,20,0.6896551724137931,113,46,67,1
"PJ Tucker","TOR",81,2236,-76,107.87784908165524,109.53539823008849,440,0.21666666666666667,0.4431818181818182,0.43902439024390244,0.19230769230769232,19,18,1,10,5,3,0,1,11,0.5789473684210527,116,44,72,2
"Evan Fournier","ORL",68,2234,-194,105.80903627865568,110.47108729627149,1061,0.17647058823529413,0.38333333333333336,0.3263157894736842,0.16901408450704225,4,4,0,1,3,0,0,0,2,0.5,66,15,51,0
"Maurice Harkless","POR",77,2223,48,114.50742240215924,112.86929274843331,645,0.20967741935483872,0.4264705882352941,0.45161290322580644,0.058823529411764705,70,68,2,51,15,2,0,2,35,0.5,85,25,60,1
"Victor Oladipo","OKC",67,2223,175,108.6496028243601,105.34605146406389,978,0.3256880733944954,0.45045045045045046,0.391304347826087,0.22935779816513763,21,21,0,13,7,1,0,0,9,0.42857142857142855,78,22,56,1
"Brook Lopez","BKN",75,2222,-156,106.31109222269443,110.61320754716981,1363,0.136,0.34782608695652173,0.18048780487804877,0.07142857142857142,124,123,1,86,36,1,0,1,74,0.5967741935483871,38,11,27,1
"Dwight Howard","ATL",74,2199,-114,104.65169049239846,107.01992753623189,687,0,0.34814814814814815,0.12698412698412698,0.04,92,92,0,56,34,2,0,0,47,0.5108695652173914,64,20,44,13
"JJ Redick","LAC",78,2198,472,117.87494336202991,108.5091743119266,1077,0.22556390977443608,0.34375,0.21212121212121213,0.14814814814814814,13,13,0,8,4,1,0,0,4,0.3076923076923077,54,17,37,0
"Wilson Chandler","DEN",71,2197,-36,113.26644370122631,114.37513972725242,970,0.2571428571428571,0.43434343434343436,0.2962962962962963,0.2857142857142857,30,30,0,26,4,0,0,0,20,0.6666666666666666,51,20,31,0
"Al Horford","BOS",68,2193,215,113.86296380605509,109.54233409610983,881,0.24516129032258063,0.36666666666666664,0.20967741935483872,0.1794871794871795,86,76,10,53,20,3,1,9,54,0.627906976744186,52,12,40,8
"Jrue Holiday","NOP",67,2190,38,106.11970410221923,105.33871691341409,975,0.14689265536723164,0.3709677419354839,0.30666666666666664,0.17142857142857143,44,32,12,17,11,4,6,6,27,0.6136363636363636,100,49,51,1
"Nik Stauskas","PHI",80,2188,-188,105.65060783430887,110.05636978579481,681,0.29906542056074764,0.5,0.2857142857142857,0.275,32,29,3,15,10,4,2,1,21,0.65625,45,16,29,0
"Tyler Johnson","MIA",73,2178,36,107.30804810360776,106.25432725594277,925,0.26143790849673204,0.4536082474226804,0.34444444444444444,0.1794871794871795,44,43,1,30,9,4,0,1,32,0.7272727272727273,84,26,58,3
"Eric Bledsoe","PHX",66,2176,-183,109.29515418502203,113.57615894039736,1298,0.17098445595854922,0.45038167938931295,0.35555555555555557,0.2222222222222222,31,27,4,13,7,7,0,4,17,0.5483870967741935,91,24,67,2
"Kristaps Porzingis","NYK",66,2164,-99,108.1012658227848,110.99282573478361,1059,0.175,0.4507042253521127,0.22077922077922077,0.17117117117117117,129,126,3,98,27,1,2,1,85,0.6589147286821705,47,14,33,4
"Nikola Vucevic","ORL",75,2163,-140,106.04545454545455,109.82632541133455,909,0.18,0.43434343434343436,0.24882629107981222,0.14130434782608695,74,72,2,40,29,3,1,1,38,0.5135135135135135,76,13,63,1
"Jamal Crawford","LAC",82,2157,22,109.54566314823313,110.79505712287246,949,0.1783783783783784,0.4230769230769231,0.25,0.20238095238095238,14,10,4,5,5,0,0,4,8,0.5714285714285714,61,16,45,0
"Tim Hardaway Jr.","ATL",79,2153,156,109.65973966659055,106.29146648364218,1006,0.233201581027668,0.46534653465346537,0.39215686274509803,0.26666666666666666,15,14,1,8,4,2,0,1,10,0.6666666666666666,55,15,40,0
"Mason Plumlee","DEN",81,2148,-1,114.62790697674419,113.98843930635839,674,1,0.36619718309859156,0.2948717948717949,0.16666666666666666,92,90,2,69,21,0,0,2,48,0.5217391304347826,69,35,34,16
"Ersan Ilyasova","ATL",82,2142,-31,105.95860814191495,106.73645880746473,914,0.16796875,0.4722222222222222,0.25396825396825395,0.2,23,23,0,16,7,0,0,0,14,0.6086956521739131,58,27,31,2
"Danilo Gallinari","DEN",63,2134,159,115.4693596511361,112.1546961325967,1026,0.25257731958762886,0.5079365079365079,0.3333333333333333,0.22,15,15,0,11,4,0,0,0,9,0.6,40,11,29,0
"T.J. McConnell","PHI",81,2133,-316,103.03579519710013,109.32793886266576,512,0.24324324324324326,0.2727272727272727,0.23300970873786409,0.09302325581395349,10,10,0,6,3,1,0,0,5,0.5,134,30,104,0
"Julius Randle","LAL",74,2132,-452,105.73976675051453,115.83751711547238,815,0.15384615384615385,0.4342105263157895,0.3082191780821918,0.2,37,36,1,32,3,1,0,1,21,0.5675675675675675,49,17,32,2
"Dario Saric","PHI",81,2129,-306,102.74160383824537,109.70762905436273,904,0.22707423580786026,0.4112903225806452,0.3142857142857143,0.1415929203539823,30,30,0,22,8,0,0,0,18,0.6,57,14,43,2
"Robert Covington","PHI",67,2119,-152,103.07833677923271,106.37468470534282,746,0.20363636363636364,0.4205607476635514,0.2564102564102564,0.29411764705882354,69,67,2,41,23,3,1,1,39,0.5652173913043478,127,58,69,1
"Ryan Anderson","HOU",72,2117,408,117.37540009144946,108.66865946194527,823,0.22185430463576158,0.3387096774193548,0.3225806451612903,0.12727272727272726,14,14,0,11,3,0,0,0,8,0.5714285714285714,31,6,25,0
"JaMychal Green","MEM",77,2101,-28,108.16377794523989,107.70377733598409,519,0.2558139534883721,0.3595505617977528,0.23333333333333334,0.20512820512820512,34,33,1,18,14,1,0,1,18,0.5294117647058824,47,23,24,5
"James Johnson","MIA",76,2085,139,108.10162991371045,104.9963968292097,896,0.2,0.32142857142857145,0.40298507462686567,0.24,86,82,4,56,20,6,2,2,50,0.5813953488372093,76,27,49,0
"Bojan Bogdanovic","WAS",81,2083,-264,106.32038611813377,113.45707656612528,1019,0.22040816326530613,0.3333333333333333,0.19642857142857142,0.2962962962962963,7,6,1,4,1,1,0,1,3,0.42857142857142855,34,7,27,1
"Derrick Rose","NYK",64,2082,-165,110.32751613674397,114.68330134357007,1062,0.21052631578947367,0.4322916666666667,0.42592592592592593,0.19469026548672566,17,15,2,7,2,6,2,0,7,0.4117647058823529,44,10,34,0
"Blake Griffin","LAC",61,2076,443,118.21901323706379,107.94685990338165,1166,0.2647058823529412,0.4326241134751773,0.35714285714285715,0.2914285714285714,22,22,0,15,7,0,0,0,14,0.6363636363636364,57,26,31,1
"Kevin Durant","GSW",62,2070,711,120.4226969905812,105.0301344459898,1407,0.20320855614973263,0.25396825396825395,0.25,0.2,99,90,9,60,22,8,1,8,60,0.6060606060606061,66,14,52,3
"Jonas Valanciunas","TOR",80,2066,108,112.8960396039604,111.01969583644977,719,0,0.43609022556390975,0.22857142857142856,0.1267605633802817,63,63,0,40,22,1,0,0,44,0.6984126984126984,37,10,27,1
"Darren Collison","SAC",68,2063,-134,109.37035200793257,112.8599801390268,825,0.23333333333333334,0.31521739130434784,0.21739130434782608,0.1875,9,9,0,4,4,1,0,0,5,0.5555555555555556,67,31,36,0
"Patrick Beverley","HOU",67,2058,354,116.74517192651908,108.97253787878788,557,0.16,0.3,0.38095238095238093,0.21428571428571427,25,23,2,11,12,0,0,2,16,0.64,99,58,41,0
"Austin Rivers","LAC",74,2054,-4,110.37253469685902,110.63155327968789,851,0.2554347826086957,0.32432432432432434,0.32894736842105265,0.03225806451612903,10,10,0,8,2,0,0,0,8,0.8,48,18,30,0
"TJ Warren","PHX",66,2048,-281,108.64398881640261,115.1910531220876,765,0.3230769230769231,0.4864864864864865,0.3933333333333333,0.25,39,36,3,22,8,6,2,1,23,0.5897435897435898,76,31,45,1
"Jameer Nelson","DEN",75,2045,128,114.37830052808451,111.78881388621024,653,0.2641509433962264,0.4642857142857143,0.28125,0.27848101265822783,8,7,1,5,2,0,1,0,6,0.75,54,20,34,0
"Nikola Jokic","DEN",73,2038,301,117.8792201616738,111.78588574171869,977,0.2087912087912088,0.49572649572649574,0.34375,0.13725490196078433,55,55,0,44,9,2,0,0,37,0.6727272727272727,61,16,45,0
"Seth Curry","DAL",70,2029,-37,107.02842377260981,108.15217391304347,824,0.18333333333333332,0.1891891891891892,0.24074074074074073,0.20689655172413793,7,7,0,2,1,4,0,0,4,0.5714285714285714,79,21,58,0
"Cory Joseph","TOR",80,2003,43,111.78263077704418,110.46629498226052,680,0.24096385542168675,0.4125,0.32989690721649484,0.25,13,13,0,7,4,2,0,0,9,0.6923076923076923,66,31,35,0
"Monta Ellis","IND",74,1998,-71,109.15510718789407,110.33358414848257,602,0.18823529411764706,0.4225352112676056,0.3333333333333333,0.2,27,26,1,14,8,4,1,0,14,0.5185185185185185,78,34,44,0
"Andre Iguodala","GSW",76,1998,527,116.81587224776192,104.39320388349513,527,0.18867924528301888,0.35,0.5555555555555556,0.3225806451612903,39,37,2,19,15,3,0,2,23,0.5897435897435898,76,28,48,1
"Lou Williams","HOU",81,1993,48,112.04301075268816,111.669874879692,1342,0.2656826568265683,0.43010752688172044,0.4065040650406504,0.2923076923076923,20,18,2,16,2,0,1,1,9,0.45,80,17,63,0
"Taj Gibson","OKC",78,1989,2,108.2382762991128,107.75056803837415,673,0.2,0.42857142857142855,0.34375,0.25274725274725274,65,62,3,48,9,5,1,2,39,0.6,41,16,25,0
"Matthew Dellavedova","MIL",76,1986,-72,108.5881753312946,110.47934727180011,543,0.19402985074626866,0.37254901960784315,0.4020618556701031,0.21052631578947367,0,0,0,0,0,0,0,0,0,0,53,8,45,0
"Malcolm Brogdon","MIL",75,1982,87,112.1024049650892,109.48453608247424,715,0.20909090909090908,0.40476190476190477,0.24561403508771928,0.17073170731707318,12,11,1,8,3,0,0,1,6,0.5,84,30,54,0
"Joe Ingles","UTA",82,1972,158,111.90855927698034,107.28091077574794,537,0.18831168831168832,0.65625,0.2222222222222222,0.23333333333333334,8,6,2,4,1,1,1,1,3,0.375,96,36,60,0
"Rodney McGruder","MIA",78,1966,7,109.1998957518895,108.59293873312564,408,0.2708333333333333,0.4375,0.46153846153846156,0.24,18,18,0,11,4,3,0,0,9,0.5,46,15,31,0
"Kent Bazemore","ATL",73,1963,-106,106.22323003275385,108.59296482412061,736,0.2606060606060606,0.30526315789473685,0.28125,0.2391304347826087,52,47,5,31,11,5,2,3,30,0.5769230769230769,91,36,55,0
"Ish Smith","DET",81,1955,48,108.402489626556,106.65978316985027,721,0.25806451612903225,0.4722222222222222,0.3958333333333333,0.2230769230769231,33,28,5,10,14,4,2,3,23,0.696969696969697,61,26,35,1
"Terrence Ross","ORL",78,1955,126,114.11229135053111,111.09422492401217,804,0.2396694214876033,0.5357142857142857,0.42592592592592593,0.26136363636363635,33,29,4,13,13,3,2,2,21,0.6363636363636364,87,16,71,1
"Frank Kaminsky","CHA",75,1954,43,111.19958900590804,110.6635682933127,784,0.19282511210762332,0.25609756097560976,0.19491525423728814,0.16666666666666666,34,32,2,28,4,0,0,2,22,0.6470588235294118,46,8,38,0
"Jon Leuer","DET",75,1944,-76,105.00130924325741,106.65622552858261,622,0.19658119658119658,0.2926829268292683,0.30337078651685395,0.20689655172413793,26,25,1,15,9,1,1,0,16,0.6153846153846154,31,13,18,1
"Iman Shumpert","CLE",76,1937,42,113.26370757180158,111.26651126651127,531,0.2682926829268293,0.5806451612903226,0.2222222222222222,0.1935483870967742,27,27,0,20,6,1,0,0,17,0.6296296296296297,62,27,35,0
"Chris Paul","LAC",61,1921,579,118.9929559092095,104.56932773109244,1027,0.28823529411764703,0.37037037037037035,0.3333333333333333,0.2,8,8,0,6,2,0,0,0,4,0.5,119,56,63,0
"Tony Allen","MEM",71,1914,-9,108.61257269454445,107.19934551404417,509,0.28205128205128205,0.4371859296482412,0.42592592592592593,0.3793103448275862,29,26,3,18,8,0,0,3,14,0.4827586206896552,115,26,89,0
"Buddy Hield","SAC",82,1888,-212,104.30785395324402,110.39852203747691,810,0.19469026548672566,0.375,0.2641509433962264,0.2361111111111111,9,9,0,6,1,2,0,0,4,0.4444444444444444,38,16,22,1
"Kevin Love","CLE",60,1885,337,117.52305665349142,109.10293728499603,947,0.2231404958677686,0.4470588235294118,0.24509803921568626,0.2,21,21,0,15,6,0,0,0,8,0.38095238095238093,53,12,41,0
