"Name","TeamAbbreviation","GamesPlayed","Minutes","PlusMinus","OnOffRtg","OnDefRtg","FirstChancePoints","ThreePtOffReboundedPct","AtRimOffReboundedPct","ShortMidRangeOffReboundedPct","LongMidRangeOffReboundedPct","Blocks","Blocked2s","Blocked3s","BlockedAtRim","BlockedShortMidRange","BlockedLongMidRange","BlockedCorner3","BlockedArc3","RecoveredBlocks","BlocksRecoveredPct","Steals","LostBallSteals","BadPassSteals","DefensiveGoaltends"
"Jalen Green","HOU",76,2602,-446,113.02247817202304,121.73750932140194,1530,0.3498542274052478,0.48823529411764705,0.375,0.25,18,12,6,7,5,0,2,4,12,0.6666666666666666,59,21,38,2
"Bam Adebayo","MIA",75,2598,117,115.09872241579559,113.40466926070039,1349,0.14285714285714285,0.3858267716535433,0.20846905537459284,0.11475409836065574,61,59,2,26,27,6,1,1,39,0.639344262295082,88,26,62,8
"Trae Young","ATL",73,2541,100,117.94966011390777,117.34125510582993,1791,0.20748299319727892,0.41935483870967744,0.3670886075949367,0.18421052631578946,9,8,1,5,3,0,0,1,6,0.6666666666666666,80,34,46,0
"Fred VanVleet","TOR",69,2535,195,117.69065730446654,114.94094488188978,1227,0.3245382585751979,0.475,0.3274336283185841,0.23376623376623376,38,33,5,15,13,5,2,3,24,0.631578947368421,123,71,52,0
"Buddy Hield","IND",80,2482,-84,116.38744463701136,118.46124105934662,1210,0.24607329842931938,0.29411764705882354,0.2962962962962963,0.14583333333333334,26,24,2,17,7,0,1,1,13,0.5,92,39,53,0
"RJ Barrett","NYK",73,2475,-62,117.69415532425941,118.84,1297,0.2845849802371542,0.4393063583815029,0.36597938144329895,0.19230769230769232,15,15,0,10,5,0,0,0,9,0.6,31,11,20,0
"Jordan Poole","GSW",82,2458,-10,113.74353076480736,114.63837994214079,1557,0.24561403508771928,0.27710843373493976,0.30344827586206896,0.10810810810810811,21,19,2,6,13,0,1,1,11,0.5238095238095238,63,29,34,0
"Josh Hart","NYK",76,2454,315,121.47583717665933,115.34444667603937,664,0.21568627450980393,0.39705882352941174,0.3269230769230769,0.2,21,19,2,11,8,0,0,2,14,0.6666666666666666,88,28,60,0
"Jabari Smith Jr.","HOU",79,2451,-555,111.23907863383639,122.40556660039762,851,0.26296296296296295,0.3076923076923077,0.35964912280701755,0.2222222222222222,74,73,1,39,32,2,1,0,55,0.7432432432432432,43,18,25,4
"Trey Murphy III","NOP",79,2448,38,115.59086395233366,114.90461049284579,1030,0.24567474048442905,0.32653061224489793,0.42,0.3684210526315789,43,40,3,16,23,1,1,2,27,0.627906976744186,89,24,65,0
"Darius Garland","CLE",69,2447,438,119.33826551582409,111.27461139896373,1352,0.24890829694323144,0.3894736842105263,0.3275862068965517,0.22580645161290322,9,7,2,4,3,0,0,2,4,0.4444444444444444,85,23,62,0
"Tobias Harris","PHI",74,2436,296,119.2706174886034,113.65528726061615,987,0.18556701030927836,0.32926829268292684,0.23893805309734514,0.07142857142857142,40,37,3,17,16,4,1,2,17,0.425,68,28,40,2
"De'Aaron Fox","SAC",73,2435,175,122.47366367538042,120.11415075772486,1709,0.25316455696202533,0.36363636363636365,0.28846153846153844,0.21367521367521367,23,15,8,6,6,3,3,5,9,0.391304347826087,83,41,42,1
"Donovan Mitchell","CLE",68,2432,338,118.42213961173069,112.44009168576787,1792,0.20053475935828877,0.44761904761904764,0.352,0.2736842105263158,27,27,0,20,7,0,0,0,12,0.4444444444444444,99,32,67,1
"Paolo Banchero","ORL",72,2430,-215,112.75154413229727,117.12861415752742,1291,0.26804123711340205,0.3007518796992481,0.31351351351351353,0.22131147540983606,39,32,7,19,10,3,3,4,20,0.5128205128205128,60,20,40,2
"Jaden McDaniels","MIN",79,2416,70,115.55244195356285,114.01439424230307,822,0.21019108280254778,0.3880597014925373,0.28865979381443296,0.2,76,68,8,35,30,3,1,7,45,0.5921052631578947,74,23,51,3
"Shai Gilgeous-Alexander","OKC",68,2416,149,117.66536964980546,115.05753852155256,2002,0.25,0.38857142857142857,0.2490566037735849,0.16379310344827586,65,54,11,26,25,3,4,7,41,0.6307692307692307,112,52,60,0
"Royce O'Neale","BKN",76,2409,78,116.20839363241679,114.05349794238683,612,0.18292682926829268,0.38596491228070173,0.40476190476190477,0.25,49,47,2,23,22,2,0,2,31,0.6326530612244898,65,25,40,0
"Jaylen Brown","BOS",67,2405,256,118.1067472306143,113.20145337101333,1662,0.18944099378881987,0.368,0.29333333333333333,0.11224489795918367,26,26,0,16,9,1,0,0,17,0.6538461538461539,75,30,45,0
"Luka Doncic","DAL",66,2391,128,119.85003124349095,117.67412675172558,1989,0.21646341463414634,0.28735632183908044,0.24271844660194175,0.19736842105263158,33,31,2,16,14,1,0,2,18,0.5454545454545454,90,35,55,1
"O.G. Anunoby","TOR",67,2386,132,116.1189683860233,113.49156777014366,980,0.28699551569506726,0.4174757281553398,0.35353535353535354,0.1891891891891892,50,41,9,21,17,3,5,4,33,0.66,128,41,87,1
"Keegan Murray","SAC",80,2382,99,121.00465869961516,119.33780215315865,883,0.20344827586206896,0.3064516129032258,0.3269230769230769,0.21052631578947367,42,40,2,21,19,0,0,2,28,0.6666666666666666,61,13,48,0
"Kentavious Caldwell-Pope","DEN",76,2381,493,123.5270132517839,113.73109930527177,776,0.23595505617977527,0.4666666666666667,0.35135135135135137,0.2191780821917808,35,34,1,9,25,0,0,1,15,0.42857142857142855,112,40,72,0
"P.J. Washington","CHA",73,2380,-375,109.67484540195491,117.22554890219561,1032,0.213768115942029,0.34210526315789475,0.32167832167832167,0.18604651162790697,79,76,3,54,21,1,1,2,47,0.5949367088607594,66,25,41,0
"Jalen Brunson","NYK",68,2379,152,121.0108604845447,118.87905604719764,1542,0.2011173184357542,0.40860215053763443,0.376,0.25675675675675674,15,14,1,9,5,0,0,1,5,0.3333333333333333,61,16,45,0
"Brook Lopez","MIL",78,2373,398,117.17865804365401,109.00282599919257,1042,0.2345132743362832,0.34782608695652173,0.3522727272727273,0.05714285714285714,193,192,1,100,90,2,0,1,125,0.6476683937823834,37,12,25,5
"Josh Giddey","OKC",76,2367,-105,113.95395395395394,116.45239051828042,1084,0.2532467532467532,0.34838709677419355,0.3472803347280335,0.2916666666666667,31,30,1,15,15,0,1,0,14,0.45161290322580644,57,23,34,0
"Reggie Bullock","DAL",78,2364,-87,116.8936170212766,118.49256900212313,510,0.19591836734693877,0.3333333333333333,0.1111111111111111,0.18181818181818182,13,11,2,7,4,0,1,1,7,0.5384615384615384,54,15,39,0
"Immanuel Quickley","NYK",81,2344,318,116.77309493401448,110.30949839914621,1084,0.23381294964028776,0.48936170212765956,0.43609022556390975,0.22916666666666666,14,11,3,6,5,0,1,2,8,0.5714285714285714,80,22,58,0
"Tyler Herro","MIA",67,2336,170,116.25107480653482,113.49945828819068,1215,0.209375,0.3137254901960784,0.28662420382165604,0.20512820512820512,16,14,2,4,6,4,2,0,7,0.4375,51,13,38,1
"Nikola Jokic","DEN",69,2323,640,126.11504793664028,113.60487087969766,1435,0.22093023255813954,0.5283018867924528,0.3958333333333333,0.13333333333333333,47,47,0,16,28,3,0,0,36,0.7659574468085106,87,19,68,0
"Patrick Williams","CHI",82,2323,-142,113.06001690617074,115.18456375838926,756,0.2037037037037037,0.32432432432432434,0.2777777777777778,0.12727272727272726,70,64,6,34,25,5,1,5,49,0.7,72,25,47,2
"Derrick White","BOS",82,2319,488,120.42805679169317,109.99364810501801,893,0.16806722689075632,0.3090909090909091,0.3473684210526316,0.26666666666666666,76,71,5,32,36,3,0,5,51,0.6710526315789473,54,23,31,3
"Jaden Ivey","DET",74,2304,-642,108.81112984822934,122.03532380151387,1103,0.21973094170403587,0.45588235294117646,0.2878787878787879,0.13333333333333333,17,16,1,12,4,0,0,1,8,0.47058823529411764,61,20,41,0
"D'Angelo Russell","LAL",71,2304,83,115.56159799205187,114.25572118412765,1181,0.22525597269624573,0.3333333333333333,0.3870967741935484,0.30303030303030304,29,26,3,11,13,2,0,3,9,0.3103448275862069,70,23,47,0
"Draymond Green","GSW",73,2297,345,118.73589164785554,111.83967112024666,576,0.16279069767441862,0.25,0.4,0.125,60,49,11,22,27,0,7,4,44,0.7333333333333333,74,31,43,1
"Kenyon Martin Jr.","HOU",82,2292,-369,113.09198063565566,121.47239263803681,852,0.2916666666666667,0.38461538461538464,0.4142857142857143,0,30,29,1,16,13,0,0,1,21,0.7,41,16,25,3
"Joel Embiid","PHI",66,2284,424,121.28267076652756,112.43934715483016,1996,0.13559322033898305,0.39805825242718446,0.2557077625570776,0.16312056737588654,112,111,1,67,40,4,1,0,66,0.5892857142857143,66,21,45,10
"Bruce Brown","DEN",80,2280,31,116.22911694510739,115.48135299219429,846,0.21739130434782608,0.37142857142857144,0.3739130434782609,0.1935483870967742,51,37,14,11,22,4,5,9,30,0.5882352941176471,87,35,52,1
"Klay Thompson","GSW",69,2279,164,117.95083660400745,114.824016563147,1359,0.22429906542056074,0.5405405405405406,0.2845528455284553,0.29464285714285715,29,27,2,8,17,2,0,2,16,0.5517241379310345,49,21,28,0
"Jalen Williams","OKC",75,2276,-53,114.08920383493123,114.95424292845259,918,0.2682926829268293,0.43564356435643564,0.2037037037037037,0.08333333333333333,35,35,0,25,7,3,0,0,17,0.4857142857142857,103,45,58,1
"Lauri Markkanen","UTA",66,2273,163,119.37406855439643,115.65753133630763,1438,0.27450980392156865,0.43,0.3488372093023256,0.24242424242424243,38,35,3,13,22,0,1,2,20,0.5263157894736842,42,8,34,1
"Luguentz Dort","OKC",74,2272,34,116.92757253183052,115.95168679716784,891,0.17803030303030304,0.4375,0.30864197530864196,0.125,23,21,2,12,9,0,0,2,13,0.5652173913043478,75,26,49,0
"Max Strus","MIA",80,2272,-145,111.40215716486902,115.43237250554323,824,0.21714285714285714,0.2978723404255319,0.36363636363636365,0.25,12,8,4,5,3,0,0,4,6,0.5,42,10,32,0
"Nic Claxton","BKN",76,2271,119,118.22409211691763,113.47826086956522,794,0,0.23469387755102042,0.25,0,189,185,4,100,80,5,0,4,112,0.5925925925925926,65,18,47,17
"Jerami Grant","POR",63,2246,-35,118.24961614389119,119.04344010530934,1170,0.20657276995305165,0.35353535353535354,0.26136363636363635,0.1506849315068493,53,49,4,32,9,8,1,3,31,0.5849056603773585,51,19,32,2
"Kyrie Irving","DAL",60,2240,222,120.27956512092301,115.63612099644128,1544,0.15017064846416384,0.4305555555555556,0.23648648648648649,0.15789473684210525,45,44,1,15,29,0,0,1,26,0.5777777777777777,66,30,36,1
"Kyle Kuzma","WAS",64,2239,10,115.49049595805111,115.27201223508848,1239,0.18688524590163935,0.41379310344827586,0.33136094674556216,0.19607843137254902,29,27,2,11,16,0,0,2,18,0.6206896551724138,36,6,30,9
"Caris LeVert","CLE",74,2237,194,115.24472384373597,110.96382835317907,819,0.20418848167539266,0.38461538461538464,0.27586206896551724,0.08333333333333333,24,22,2,11,11,0,1,1,13,0.5416666666666666,72,23,49,1
"Bennedict Mathurin","IND",78,2222,-179,114.1880341880342,118.31619537275064,1152,0.25888324873096447,0.425531914893617,0.3422818791946309,0.2903225806451613,13,12,1,9,2,1,1,0,10,0.7692307692307693,48,11,37,1
"Terry Rozier","CHA",63,2221,-289,111.21656600517687,117.50107898144151,1230,0.20552147239263804,0.4380165289256198,0.31446540880503143,0.2361111111111111,16,16,0,9,7,0,0,0,8,0.5,74,23,51,0
"Jarrett Allen","CLE",68,2220,345,118.8227241615332,110.90079817559862,751,0.1111111111111111,0.3333333333333333,0.16666666666666666,0.35294117647058826,84,84,0,61,21,2,0,0,54,0.6428571428571429,54,10,44,2
"Dillon Brooks","MEM",73,2214,207,115.16136019059995,110.70190641247835,942,0.22145328719723184,0.35,0.33112582781456956,0.25757575757575757,16,15,1,8,6,1,0,1,10,0.625,65,22,43,1
"Kevin Huerter","SAC",75,2203,222,122.63943785682916,118.96628216503993,1028,0.2185430463576159,0.3684210526315789,0.3287671232876712,0.21428571428571427,24,24,0,13,11,0,0,0,15,0.625,80,21,59,1
"Jrue Holiday","MIL",67,2183,481,119.8300283286119,109.9956159579132,1188,0.205761316872428,0.410958904109589,0.28888888888888886,0.2608695652173913,25,20,5,5,12,3,1,4,11,0.44,79,41,38,3
"Alperen Sengun","HOU",75,2171,-282,114.57353928811283,121.97876665913711,912,0.17647058823529413,0.38461538461538464,0.29310344827586204,0.3076923076923077,70,68,2,39,28,1,0,2,39,0.5571428571428572,70,23,47,6
"Anfernee Simons","POR",62,2171,-75,116.58692185007975,118.16112881201639,1205,0.2441860465116279,0.4225352112676056,0.3258426966292135,0.22727272727272727,14,13,1,8,5,0,0,1,6,0.42857142857142855,42,10,32,4
"Ivica Zubac","LAC",76,2170,-33,114.75034356390289,115.63861499656042,625,0,0.3181818181818182,0.2361111111111111,0.5,98,96,2,61,33,2,1,1,64,0.6530612244897959,29,2,27,1
"Killian Hayes","DET",76,2154,-499,109.02477835871788,119.93204983012458,737,0.20297029702970298,0.3333333333333333,0.2768361581920904,0.35802469135802467,28,28,0,11,17,0,0,0,18,0.6428571428571429,104,48,56,0
"Tim Hardaway Jr.","DAL",71,2152,160,120.1304753028891,116.21307280762967,919,0.21712538226299694,0.24528301886792453,0.25396825396825395,0.11764705882352941,12,11,1,6,5,0,0,1,7,0.5833333333333334,49,15,34,0
"De'Anthony Melton","PHI",77,2150,102,117.88048552754434,115.31111628990912,697,0.21991701244813278,0.3064516129032258,0.3269230769230769,0.3076923076923077,41,36,5,22,11,3,2,3,19,0.4634146341463415,126,56,70,1
"Rudy Gobert","MIN",70,2148,-7,113.01276207839562,113.06921675774134,709,0,0.35537190082644626,0.25,0,95,94,1,59,35,0,1,0,50,0.5263157894736842,56,16,40,9
"Jimmy Butler","MIA",64,2138,47,116.93757361601884,115.77584177066164,1272,0.18032786885245902,0.4396551724137931,0.3103448275862069,0.14893617021276595,21,16,5,6,8,2,3,2,15,0.7142857142857143,117,41,76,1
"James Harden","PHI",58,2135,277,121.48799619681483,115.15007146260125,1105,0.2151394422310757,0.37333333333333335,0.3904761904761905,0.2903225806451613,31,29,2,11,16,2,0,2,13,0.41935483870967744,71,23,48,0
"Jamal Murray","DEN",65,2133,300,121.560907827698,114.9860594795539,1205,0.17842323651452283,0.5070422535211268,0.35833333333333334,0.25217391304347825,16,12,4,5,7,0,0,4,8,0.5,66,12,54,0
"John Collins","ATL",71,2130,-21,117.02841799060192,117.52461951656223,835,0.25149700598802394,0.3,0.2765957446808511,0.13636363636363635,73,72,1,48,23,1,0,1,45,0.6164383561643836,42,17,25,7
"Saddiq Bey","ATL",77,2129,-147,116.26546681664792,119.22386720502467,909,0.26294820717131473,0.45555555555555555,0.4166666666666667,0.2222222222222222,13,10,3,1,8,1,0,3,6,0.46153846153846156,70,21,49,2
"Russell Westbrook","LAC",73,2126,-21,116.4021164021164,117.09741550695824,1039,0.1836734693877551,0.391304347826087,0.2661290322580645,0.24,33,31,2,15,15,1,2,0,20,0.6060606060606061,76,36,40,2
"De'Andre Hunter","ATL",67,2126,-18,117.10644007155635,117.35149620366235,938,0.2568306010928962,0.2835820895522388,0.358974358974359,0.1232876712328767,17,17,0,5,10,2,0,0,6,0.35294117647058826,35,9,26,1
"Quentin Grimes","NYK",71,2121,186,120.53089029833215,116.0253402158611,685,0.29508196721311475,0.4888888888888889,0.5555555555555556,0.14285714285714285,26,21,5,13,7,1,0,5,14,0.5384615384615384,47,26,21,0
"Kristaps Porzingis","WAS",65,2120,80,118.2788216191139,116.61245353159852,1326,0.13488372093023257,0.41818181818181815,0.304635761589404,0.11764705882352941,100,98,2,39,55,4,0,2,62,0.62,58,11,47,4
"Gary Trent Jr.","TOR",66,2118,-52,114.57030345147092,115.98978881411,1051,0.322463768115942,0.5217391304347826,0.3068181818181818,0.26605504587155965,14,14,0,4,10,0,0,0,9,0.6428571428571429,104,48,56,0
"Damian Lillard","POR",58,2107,105,121.44678877811268,119.17808219178082,1757,0.2360097323600973,0.18803418803418803,0.3582089552238806,0.275,18,17,1,8,9,0,0,1,12,0.6666666666666666,50,18,32,0
"Ayo Dosunmu","CHI",80,2098,-77,110.95381759108841,112.40166589541879,626,0.2230769230769231,0.41379310344827586,0.23404255319148937,0.16666666666666666,26,25,1,14,9,2,0,1,16,0.6153846153846154,62,18,44,2
"Corey Kispert","WAS",74,2093,-124,114.9766355140187,117.79126780294187,751,0.21363636363636362,0.2727272727272727,0.36666666666666664,0.3,9,9,0,8,1,0,0,0,5,0.5555555555555556,32,7,25,0
"Malik Beasley","LAL",81,2093,-87,115.05277650298302,117.39930955120828,951,0.3056234718826406,0.4,0.2857142857142857,0.20408163265306123,9,9,0,4,4,1,0,0,4,0.4444444444444444,65,12,53,1
"Caleb Martin","MIA",71,2078,-9,113.65841824357109,113.0811852565647,593,0.23333333333333334,0.42857142857142855,0.3333333333333333,0.2222222222222222,31,23,8,17,5,1,2,6,21,0.6774193548387096,71,21,50,2
"Andrew Nembhard","IND",75,2074,-263,114.59434612732706,120.63893357848771,659,0.28823529411764703,0.35714285714285715,0.29906542056074764,0.225,13,12,1,7,5,0,0,1,8,0.6153846153846154,70,24,46,0
"Keldon Johnson","SAS",63,2063,-491,111.73469387755102,123.3503717472119,1231,0.2196969696969697,0.5454545454545454,0.3488372093023256,0.21052631578947367,11,11,0,7,4,0,0,0,6,0.5454545454545454,46,12,34,1
"Aaron Gordon","DEN",68,2055,518,124.7693399574166,112.94229399192591,936,0.1509433962264151,0.4956521739130435,0.3380281690140845,0.15625,51,48,3,31,16,1,0,3,33,0.6470588235294118,54,18,36,6
"Mason Plumlee","LAC",79,2053,-269,113.56959664257403,119.92533831077928,643,0,0.4174757281553398,0.41304347826086957,0.3333333333333333,47,43,4,28,15,0,2,2,26,0.5531914893617021,46,16,30,2
"Grant Williams","BOS",79,2045,206,117.06846673095468,111.91335740072203,559,0.23636363636363636,0.46875,0.3409090909090909,0.16666666666666666,31,23,8,11,8,4,0,8,17,0.5483870967741935,41,12,29,1
"Deandre Ayton","PHX",67,2036,-7,114.52432824981844,115.44834307992203,989,0.23529411764705882,0.4852941176470588,0.23076923076923078,0.2112676056338028,53,53,0,22,31,0,0,0,27,0.5094339622641509,37,10,27,3
"Mike Conley","MIN",67,2028,60,119.69623915139827,118.5068857211887,730,0.2761904761904762,0.3333333333333333,0.38461538461538464,0.2727272727272727,14,12,2,3,7,2,0,2,10,0.7142857142857143,73,30,43,0
"Kevin Porter Jr.","HOU",59,2024,-342,112.89467341528079,121.48900169204738,1021,0.3508771929824561,0.3384615384615385,0.3308270676691729,0.18,17,15,2,6,9,0,0,2,4,0.23529411764705882,82,29,53,2
"Giannis Antetokounmpo","MIL",63,2024,341,119.64327622623797,112.1933962264151,1732,0.24793388429752067,0.47513812154696133,0.3132530120481928,0.15625,51,49,2,24,25,0,0,2,31,0.6078431372549019,52,21,31,4
"Deni Avdija","WAS",76,2020,-51,115.9102000976086,116.38787878787879,637,0.2389937106918239,0.4084507042253521,0.35064935064935066,0.23076923076923078,29,29,0,14,14,1,0,0,15,0.5172413793103449,65,22,43,3
"Tyrese Maxey","PHI",60,2016,241,120.8936595107339,115.51204819277108,1168,0.18090452261306533,0.28431372549019607,0.23478260869565218,0.17391304347826086,8,5,3,1,3,1,0,3,3,0.375,49,12,37,0
"Dorian Finney-Smith","BKN",66,2009,-8,116.53225806451613,116.20672353236327,428,0.2081447963800905,0.25,0.36,0,36,35,1,28,7,0,0,1,21,0.5833333333333334,55,17,38,1
"Jordan Clarkson","UTA",61,1988,35,119.06501095690285,118.64613880742912,1134,0.2676056338028169,0.3333333333333333,0.37777777777777777,0.391304347826087,13,13,0,8,5,0,0,0,7,0.5384615384615384,33,13,20,0
"Dennis Schroder","LAL",66,1986,125,117.1297414834501,114.3030009680542,766,0.2214765100671141,0.36363636363636365,0.2828282828282828,0.20634920634920634,10,9,1,3,5,1,1,0,5,0.5,50,23,27,0
"Tre Jones","SAS",68,1984,-325,113.25648414985591,121.41136801541425,782,0.2545454545454545,0.35106382978723405,0.3780487804878049,0.3103448275862069,9,9,0,5,4,0,0,0,4,0.4444444444444444,89,34,55,0
"Grayson Allen","MIL",72,1972,227,117.16581446311176,111.82926829268293,667,0.2009132420091324,0.21739130434782608,0.3333333333333333,0.25,14,13,1,8,4,1,1,0,6,0.42857142857142855,62,26,36,3
"Jonas Valanciunas","NOP",79,1968,-11,115.21414342629483,115.66084788029924,832,0.17142857142857143,0.5046728971962616,0.18120805369127516,0.21951219512195122,52,52,0,28,22,2,0,0,36,0.6923076923076923,20,3,17,0
"Eric Gordon","LAC",69,1965,-210,113.86162904808637,119.01373895976448,779,0.2968036529680365,0.37037037037037035,0.3013698630136986,0.5,25,19,6,4,11,4,2,4,12,0.48,43,22,21,0
"Kevon Looney","GSW",82,1958,157,120.42637580565194,114.99510763209392,387,0,0.49333333333333335,0.375,0.1111111111111111,50,50,0,13,36,1,0,0,31,0.62,52,19,33,0
"Marcus Smart","BOS",61,1957,240,120.14406358668654,114.18281172379534,656,0.2,0.32432432432432434,0.29577464788732394,0.125,23,23,0,8,15,0,0,0,13,0.5652173913043478,93,48,45,0
"Kyle Anderson","MIN",69,1957,91,116.37080867850098,114.43757725587143,585,0.14035087719298245,0.2711864406779661,0.23300970873786409,0.1875,63,62,1,38,22,2,0,1,37,0.5873015873015873,78,35,43,0
"LeBron James","LAL",55,1954,214,118.489646772229,113.6919315403423,1440,0.22,0.47413793103448276,0.3082706766917293,0.20408163265306123,32,32,0,19,13,0,0,0,18,0.5625,50,17,33,6
"Herbert Jones","NOP",66,1951,150,117.73908655059297,114.04040404040404,595,0.20909090909090908,0.40963855421686746,0.41818181818181815,0.3125,42,29,13,13,15,1,5,8,25,0.5952380952380952,103,20,83,0
"Ja Morant","MEM",61,1948,303,117.4305216967333,110.42074363992171,1476,0.2233502538071066,0.39751552795031053,0.40329218106995884,0.3125,16,16,0,13,3,0,0,0,8,0.5,66,20,46,4
"Torrey Craig","PHX",79,1948,-177,114.47435246317927,117.89129340714645,452,0.2185430463576159,0.45098039215686275,0.3137254901960784,0.2,62,59,3,30,27,2,2,1,31,0.5,50,17,33,2
"Kelly Olynyk","UTA",68,1942,14,118.33582461385151,117.92828685258965,733,0.19148936170212766,0.3877551020408163,0.3333333333333333,0.36363636363636365,37,33,4,14,19,0,3,1,17,0.4594594594594595,60,22,38,1
"Stephen Curry","GSW",56,1941,266,120.1006229036895,114.35798602746327,1514,0.2564102564102564,0.45652173913043476,0.46078431372549017,0.15517241379310345,20,20,0,6,12,2,0,0,10,0.5,52,23,29,0
"Tyus Jones","MEM",80,1940,95,116.36183885318833,114.52333664349553,763,0.21717171717171718,0.42424242424242425,0.30578512396694213,0.24242424242424243,6,5,1,2,3,0,0,1,2,0.3333333333333333,83,24,59,0
"Paul George","LAC",56,1939,157,118.25842696629215,114.51241361658562,1238,0.19047619047619047,0.4603174603174603,0.34065934065934067,0.2066115702479339,20,18,2,7,10,1,1,1,11,0.55,83,41,42,1
"Al Horford","BOS",63,1921,309,120.79409518961567,113.50729086722946,561,0.19662921348314608,0.3333333333333333,0.21875,0,61,60,1,21,36,3,0,1,41,0.6721311475409836,30,9,21,1
"P.J. Tucker","PHI",75,1920,135,119.69255234561358,115.41095890410959,231,0.17073170731707318,0.20833333333333334,0.17647058823529413,0,15,15,0,5,8,2,0,0,10,0.6666666666666666,39,20,19,0
"Jalen McDaniels","PHI",80,1913,-148,113.60544217687075,116.80461499874593,660,0.19078947368421054,0.3870967741935484,0.30666666666666664,0.4166666666666667,34,32,2,21,10,1,1,1,17,0.5,83,33,50,3
"Jakob Poeltl","TOR",72,1906,-146,114.26748340990301,118.0541368743616,673,0,0.32926829268292684,0.3120567375886525,0.25,86,86,0,61,25,0,0,0,46,0.5348837209302325,66,15,51,2
