"Name","TeamAbbreviation","GamesPlayed","Minutes","PlusMinus","OnOffRtg","OnDefRtg","FirstChancePoints","ThreePtOffReboundedPct","AtRimOffReboundedPct","ShortMidRangeOffReboundedPct","LongMidRangeOffReboundedPct","Blocks","Blocked2s","Blocked3s","BlockedAtRim","BlockedShortMidRange","BlockedLongMidRange","BlockedCorner3","BlockedArc3","RecoveredBlocks","BlocksRecoveredPct","Steals","LostBallSteals","BadPassSteals","DefensiveGoaltends"
"Rudy Gobert","MIN",76,2593,411,117.47705526264401,108.83495145631068,738,0,0.3233082706766917,0.265625,0,162,158,4,60,94,4,4,0,96,0.5925925925925926,52,10,42,9
"Keegan Murray","SAC",77,2589,138,117.78238732792758,115.74758385446276,999,0.2225705329153605,0.39215686274509803,0.39285714285714285,0.18840579710144928,59,59,0,28,29,2,0,0,37,0.6271186440677966,79,33,46,0
"Miles Bridges","CHA",69,2581,-633,109.99615532487505,121.74329501915709,1316,0.17518248175182483,0.30985915492957744,0.31654676258992803,0.10810810810810811,33,32,1,23,8,1,0,1,21,0.6363636363636364,65,20,45,2
"Damian Lillard","MIL",73,2579,389,120.74497510602988,114.05555555555556,1661,0.20565552699228792,0.37398373983739835,0.31666666666666665,0.21176470588235294,18,17,1,6,10,1,0,1,5,0.2777777777777778,72,34,38,0
"Giannis Antetokounmpo","MIL",73,2567,337,122.02503269194844,116.07644744238337,1949,0.17857142857142858,0.32085561497326204,0.3105590062111801,0.13636363636363635,79,77,2,50,24,3,2,0,47,0.5949367088607594,87,46,41,11
"Michael Porter Jr.","DEN",81,2565,472,122.48107163657542,114.29410612884277,1166,0.22121212121212122,0.36923076923076925,0.417910447761194,0.15730337078651685,53,50,3,24,23,3,1,2,27,0.5094339622641509,42,14,28,7
"Shai Gilgeous-Alexander","OKC",75,2553,613,122.73743016759776,111.59230912824341,2119,0.20588235294117646,0.22794117647058823,0.2248995983935743,0.1937984496124031,67,56,11,23,30,3,3,8,40,0.5970149253731343,150,75,75,0
"Grayson Allen","PHX",75,2513,262,121.10073901205756,116.27680311890839,912,0.24369747899159663,0.3469387755102041,0.375,0,45,45,0,23,21,1,0,0,23,0.5111111111111111,69,28,41,1
"LeBron James","LAL",71,2504,220,119.98843484965305,115.70327552986512,1716,0.1990521327014218,0.4097222222222222,0.3146853146853147,0.125,38,35,3,17,16,2,0,3,17,0.4473684210526316,89,27,62,6
"Paul George","LAC",74,2502,461,122.75628240925408,113.81171297221667,1551,0.1804733727810651,0.5076923076923077,0.3113207547169811,0.1386861313868613,37,37,0,20,16,1,0,0,23,0.6216216216216216,113,48,65,1
"Dennis Schroder","BKN",80,2486,-126,114.89106536078353,117.95180722891567,1035,0.22790697674418606,0.3125,0.24390243902439024,0.2191780821917808,17,16,1,7,9,0,0,1,7,0.4117647058823529,63,20,43,0
"D'Angelo Russell","LAL",76,2484,182,119.34124856376867,116.30142252979623,1296,0.17049180327868851,0.24528301886792453,0.24342105263157895,0.12903225806451613,36,35,1,14,18,3,0,1,18,0.5,69,20,49,0
"James Harden","LAC",72,2470,291,122.6154159040065,116.93499082942735,1124,0.2745762711864407,0.4117647058823529,0.42528735632183906,0.37037037037037035,57,52,5,15,36,1,1,4,29,0.5087719298245614,77,23,54,0
"Devin Booker","PHX",68,2447,316,121.07355864811134,115.38768984812151,1705,0.2421875,0.3384615384615385,0.30994152046783624,0.2597402597402597,28,26,2,18,8,0,1,1,13,0.4642857142857143,61,19,42,1
"Jarrett Allen","CLE",77,2442,200,117.68901569186876,113.0602311904279,1041,0,0.3049645390070922,0.16666666666666666,0.15789473684210525,81,79,2,67,12,0,1,1,51,0.6296296296296297,53,13,40,1
"Jabari Smith Jr.","HOU",76,2424,-83,114.66287571080422,116.37213081454398,864,0.20512820512820512,0.43859649122807015,0.21052631578947367,0.10344827586206896,61,58,3,32,25,1,0,3,44,0.7213114754098361,52,30,22,3
"Stephen Curry","GSW",74,2421,189,119.30273783730549,116.89243027888446,1765,0.297029702970297,0.4,0.32575757575757575,0.2962962962962963,28,27,1,6,18,3,0,1,14,0.5,54,23,31,0
"Bam Adebayo","MIA",71,2416,50,112.43501767519234,111.69724770642202,1181,0.09090909090909091,0.28125,0.2,0.10526315789473684,66,64,2,21,38,5,2,0,38,0.5757575757575758,81,20,61,14
"Chet Holmgren","OKC",82,2413,423,121.1186305732484,112.49751639181403,1171,0.17289719626168223,0.34831460674157305,0.22115384615384615,0.09375,190,186,4,135,49,2,2,2,124,0.6526315789473685,53,18,35,10
"Brook Lopez","MIL",79,2411,280,119.15989696849614,113.92807470693424,864,0.25,0.25,0.24242424242424243,0.25,189,189,0,118,69,2,0,0,119,0.6296296296296297,43,21,22,5
"Kentavious Caldwell-Pope","DEN",76,2402,572,124.31202151872543,112.59320629660314,717,0.21348314606741572,0.4,0.2647058823529412,0.22,42,39,3,13,24,2,3,0,20,0.47619047619047616,98,18,80,0
"Bogdan Bogdanovic","ATL",79,2401,127,118.93741195411552,117.23089397932293,1192,0.29381443298969073,0.4810126582278481,0.3469387755102041,0.2608695652173913,26,23,3,16,7,0,1,2,13,0.5,96,24,72,0
"Brandon Miller","CHA",74,2383,-510,110.46173044925125,121.3466750052116,1191,0.18120805369127516,0.40298507462686567,0.32903225806451614,0.16216216216216217,42,38,4,25,13,0,1,3,26,0.6190476190476191,66,21,45,6
"Derrick White","BOS",73,2381,619,124.20316676948386,111.91164327002478,990,0.2671232876712329,0.25,0.3263157894736842,0.18181818181818182,87,73,14,24,46,3,3,11,51,0.5862068965517241,74,39,35,2
"Harrison Barnes","SAC",82,2381,-80,116.06924643584522,118.03513071895425,892,0.28085106382978725,0.3829787234042553,0.25,0.3333333333333333,12,11,1,3,7,1,1,0,9,0.75,54,15,39,1
"Tobias Harris","PHI",70,2368,222,118.9910360642068,114.76987447698745,1068,0.19161676646706588,0.29523809523809524,0.3057324840764331,0.125,46,41,5,18,21,2,2,3,25,0.5434782608695652,70,25,45,1
"Donte DiVincenzo","NYK",81,2360,162,120.17094017094018,116.78426341672011,1102,0.2777777777777778,0.4050632911392405,0.4791666666666667,0.375,36,34,2,22,11,1,1,1,21,0.5833333333333334,107,37,70,2
"Jordan Poole","WAS",78,2346,-550,110.50537206526064,121.93367958449859,1268,0.16711590296495957,0.34210526315789475,0.2484472049689441,0.22077922077922077,25,23,2,11,12,0,1,1,17,0.68,86,34,52,0
"Jaylen Brown","BOS",70,2343,413,121.9608659450458,113.74269005847952,1463,0.20463320463320464,0.35877862595419846,0.23841059602649006,0.2345679012345679,37,36,1,17,16,3,0,1,20,0.5405405405405406,83,35,48,0
"Malik Beasley","MIL",79,2337,291,120.5810147299509,114.37027964890794,771,0.19488817891373802,0.4583333333333333,0.36585365853658536,0.15789473684210525,9,8,1,3,5,0,0,1,7,0.7777777777777778,59,16,43,0
"Franz Wagner","ORL",72,2337,205,114.86054928677879,110.28474288142796,1273,0.30434782608695654,0.3680555555555556,0.3291139240506329,0.23809523809523808,28,26,2,12,13,1,1,1,16,0.5714285714285714,76,30,46,1
"Kawhi Leonard","LAC",68,2330,392,120.8706786171575,112.72183023305537,1451,0.28191489361702127,0.3870967741935484,0.32432432432432434,0.18691588785046728,59,54,5,28,25,1,1,4,34,0.576271186440678,111,45,66,2
"Herbert Jones","NOP",76,2321,231,118.58974358974359,113.12207571246277,738,0.2532467532467532,0.42857142857142855,0.30612244897959184,0.2,62,47,15,24,21,2,5,10,35,0.5645161290322581,105,34,71,0
"Aaron Gordon","DEN",73,2297,423,122.04382729442395,113.0132522268086,826,0.13829787234042554,0.5223880597014925,0.45454545454545453,0.15789473684210525,45,41,4,26,14,1,0,4,31,0.6888888888888889,56,15,41,2
"Klay Thompson","GSW",77,2284,7,118.32141354648716,119.15164369034996,1209,0.2973621103117506,0.2727272727272727,0.3465346534653465,0.21739130434782608,35,33,2,8,19,6,0,2,25,0.7142857142857143,50,13,37,0
"Kyle Kuzma","WAS",70,2281,-560,111.24406849597689,122.72164948453609,1459,0.16494845360824742,0.2857142857142857,0.23140495867768596,0.21176470588235294,49,49,0,20,25,4,0,0,25,0.5102040816326531,37,9,28,8
"Jrue Holiday","BOS",69,2263,427,122.61306532663316,113.13550076369191,777,0.22346368715083798,0.2830188679245283,0.36046511627906974,0.18181818181818182,53,48,5,20,25,3,0,5,27,0.5094339622641509,61,27,34,0
"Deni Avdija","WAS",75,2257,-331,112.60661535261077,118.94802236487885,1006,0.15492957746478872,0.39603960396039606,0.22580645161290322,0.09523809523809523,36,36,0,18,18,0,0,0,16,0.4444444444444444,60,13,47,1
"Devin Vassell","SAS",68,2248,-291,110.46486945446827,116.51823579304497,1240,0.2490842490842491,0.42105263157894735,0.2815533980582524,0.19827586206896552,23,21,2,13,8,0,0,2,15,0.6521739130434783,73,20,53,1
"Luguentz Dort","OKC",79,2246,347,122.22698072805139,114.08810385188337,780,0.2320675105485232,0.4090909090909091,0.17647058823529413,0.08,47,45,2,19,19,7,0,2,28,0.5957446808510638,71,40,31,3
"Max Strus","CLE",70,2239,254,117.44084136722174,111.85104052573932,745,0.2582781456953642,0.4625,0.19230769230769232,0.2857142857142857,29,23,6,12,10,1,2,4,15,0.5172413793103449,64,17,47,0
"Dillon Brooks","HOU",72,2227,-20,115.80105633802818,115.96048298572997,819,0.3173913043478261,0.38461538461538464,0.336283185840708,0.25,10,9,1,5,4,0,1,0,4,0.4,64,22,42,1
"Tyrese Haliburton","IND",69,2224,294,123.73918548216923,118.56108982545764,1292,0.24458204334365324,0.3384615384615385,0.2826086956521739,0.18,48,29,19,12,13,4,7,12,34,0.7083333333333334,83,13,70,0
"Jalen Williams","OKC",71,2223,383,120.03861832224844,112.0378331900258,1240,0.1925925925925926,0.2967032967032967,0.25,0.22058823529411764,45,40,5,21,19,0,2,3,27,0.6,80,39,41,3
"P.J. Washington","DAL",73,2221,-134,115.23746701846966,117.66637478108582,824,0.22382671480144403,0.38095238095238093,0.41904761904761906,0.14285714285714285,59,58,1,37,20,1,0,1,30,0.5084745762711864,72,22,50,7
"Jaden Ivey","DET",77,2218,-350,112.04245180853367,119.70091027308192,1087,0.2,0.3333333333333333,0.3509933774834437,0.21428571428571427,41,39,2,18,21,0,1,1,18,0.43902439024390244,57,14,43,4
"Ayo Dosunmu","CHI",76,2212,-158,113.88888888888889,117.58987112819354,850,0.22413793103448276,0.422680412371134,0.4375,0.15789473684210525,36,35,1,16,16,3,1,0,21,0.5833333333333334,68,23,45,0
"Zion Williamson","NOP",70,2207,143,117.6470588235294,114.77473498233215,1414,0.25,0.3090128755364807,0.3348623853211009,0.5,47,44,3,25,19,0,0,3,31,0.6595744680851063,77,41,36,9
"Mike Conley","MIN",76,2193,274,116.1282932416953,110.56029513488588,820,0.25,0.4583333333333333,0.32894736842105265,0.3181818181818182,17,16,1,9,6,1,0,1,7,0.4117647058823529,88,39,49,0
"Jeremy Sochan","SAS",74,2193,-344,109.96059544658495,117.31147540983606,742,0.16326530612244897,0.3524590163934426,0.31746031746031744,0.32,40,37,3,22,14,1,0,3,24,0.6,62,16,46,2
"Buddy Hield","PHI",84,2160,64,119.46863139093549,118.94263217097863,912,0.2756598240469208,0.31746031746031744,0.32432432432432434,0.14814814814814814,42,39,3,20,19,0,1,2,21,0.5,70,33,37,0
"CJ McCollum","NOP",66,2159,195,118.48720292504571,114.76540938362466,1210,0.23076923076923078,0.2753623188405797,0.22580645161290322,0.2037037037037037,41,39,2,20,19,0,0,2,22,0.5365853658536586,62,23,39,0
"Spencer Dinwiddie","LAL",76,2152,67,119.10799184967172,117.67104666968736,730,0.2510460251046025,0.22727272727272727,0.3176470588235294,0.26666666666666666,22,21,1,7,11,3,0,1,15,0.6818181818181818,51,9,42,0
"Tre Jones","SAS",77,2138,-23,113.71671514880288,114.15474060822898,697,0.22131147540983606,0.3582089552238806,0.31521739130434784,0.2222222222222222,9,6,3,4,2,0,0,3,2,0.2222222222222222,78,38,40,1
"Grant Williams","CHA",76,2130,-244,114.05669144981412,119.0619223659889,678,0.175,0.3142857142857143,0.27941176470588236,0.16666666666666666,39,30,9,16,12,2,3,6,19,0.48717948717948717,44,14,30,1
"Jaren Jackson Jr.","MEM",66,2124,-340,108.22421318630829,116.43614568925771,1348,0.19583333333333333,0.31654676258992803,0.3020408163265306,0.2,106,105,1,64,41,0,1,0,61,0.5754716981132075,80,28,52,11
"Tim Hardaway Jr.","DAL",79,2120,13,118.3960126869053,118.6660596403369,1012,0.18933333333333333,0.35135135135135137,0.25609756097560976,0.23076923076923078,6,6,0,5,1,0,0,0,2,0.3333333333333333,42,14,28,0
"Nic Claxton","BKN",71,2116,-278,111.46254458977408,117.29270021261517,658,0,0.3238095238095238,0.24509803921568626,0,146,144,2,86,55,3,1,1,94,0.6438356164383562,46,12,34,22
"Jaime Jaquez Jr.","MIA",75,2113,108,115.69973952166707,112.82172373081464,801,0.22137404580152673,0.45977011494252873,0.3157894736842105,0.125,20,20,0,11,9,0,0,0,15,0.75,77,23,54,0
"Taurean Prince","LAL",78,2108,-119,116.48127128263337,118.83205070167497,669,0.14354066985645933,0.5135135135135135,0.3877551020408163,0.2,35,30,5,15,14,1,2,3,24,0.6857142857142857,58,25,33,2
"Victor Wembanyama","SAS",71,2106,-142,111.23723041997731,114.22745808790212,1319,0.1891891891891892,0.3983050847457627,0.22981366459627328,0.09411764705882353,254,245,9,154,82,9,4,5,173,0.6811023622047244,88,27,61,14
"Jaden McDaniels","MIN",72,2105,156,116.52319464371114,112.36303001429253,693,0.2545454545454545,0.2558139534883721,0.2875,0.25,42,40,2,26,12,2,0,2,26,0.6190476190476191,63,31,32,4
"Brandon Ingram","NOP",64,2103,175,118.25638621982657,114.77379830348728,1242,0.2945205479452055,0.44,0.2484076433121019,0.21710526315789475,40,39,1,19,19,1,0,1,25,0.625,50,12,38,2
"Scottie Barnes","TOR",60,2094,-144,115.37389688806316,118.69050383097283,1020,0.24867724867724866,0.4,0.37735849056603776,0.14583333333333334,88,71,17,36,35,0,4,13,49,0.5568181818181818,75,27,48,6
"Jusuf Nurkic","PHX",76,2078,403,122.62996941896024,113.3097762073027,664,0.26153846153846155,0.42207792207792205,0.2911392405063291,0,80,80,0,50,30,0,0,0,53,0.6625,81,37,44,2
"Myles Turner","IND",77,2077,220,122.30610844200412,118.0833909237503,1127,0.18048780487804877,0.36470588235294116,0.19298245614035087,0.16,144,136,8,87,46,3,4,4,84,0.5833333333333334,39,10,29,14
"Cam Thomas","BKN",66,2075,-201,113.87051039697542,119.63775023832221,1358,0.26859504132231404,0.3333333333333333,0.3285024154589372,0.35772357723577236,16,15,1,5,7,3,0,1,8,0.5,45,18,27,1
"Collin Sexton","UTA",78,2075,-143,119.5218198700093,122.38667900092507,1297,0.30851063829787234,0.35294117647058826,0.4146341463414634,0.2564102564102564,18,17,1,3,14,0,0,1,8,0.4444444444444444,62,22,40,0
"Cade Cunningham","DET",62,2074,-350,111.70287316047651,119.40437412750117,1337,0.21890547263681592,0.4318181818181818,0.2967032967032967,0.22727272727272727,22,22,0,16,6,0,0,0,15,0.6818181818181818,56,23,33,1
"Corey Kispert","WAS",80,2067,-447,111.04518484710178,121.94170300665596,1000,0.2326388888888889,0.37777777777777777,0.23809523809523808,0.5,16,15,1,9,6,0,0,1,9,0.5625,41,14,27,0
"Saddiq Bey","ATL",63,2062,-19,120.8972570897257,121.62162162162161,669,0.25738396624472576,0.43023255813953487,0.36923076923076925,0.14285714285714285,11,10,1,5,5,0,1,0,4,0.36363636363636365,51,23,28,1
"Kelly Oubre Jr.","PHI",68,2055,-25,116.27795143063236,116.51486097794823,908,0.18636363636363637,0.33613445378151263,0.3359375,0.16666666666666666,47,46,1,28,15,3,0,1,22,0.46808510638297873,77,37,40,2
"Alperen Sengun","HOU",63,2046,49,115.8425348055689,115.35860903163488,1132,0.2054794520547945,0.3933333333333333,0.24338624338624337,0.10810810810810811,46,45,1,24,21,0,1,0,28,0.6086956521739131,76,31,45,4
"Jimmy Butler","MIA",60,2042,215,117.74827925270404,112.65698103915292,1116,0.25316455696202533,0.33663366336633666,0.3253012048192771,0.125,17,10,7,2,7,1,6,1,7,0.4117647058823529,79,41,38,0
"Terry Rozier","MIA",61,2040,-290,112.29607986364744,119.44444444444444,1106,0.18725099601593626,0.37623762376237624,0.28125,0.15384615384615385,21,21,0,12,9,0,0,0,9,0.42857142857142855,63,28,35,0
"Alex Caruso","CHI",71,2040,4,113.899049012436,114.13548544876498,652,0.20207253886010362,0.2978723404255319,0.3548387096774194,0.25,70,65,5,27,34,4,0,5,35,0.5,120,38,82,1
"Keldon Johnson","SAS",69,2038,-347,110.92769123459661,118.49965269738367,943,0.16228070175438597,0.4864864864864865,0.3523809523809524,0.16666666666666666,20,18,2,13,5,0,0,2,14,0.7,51,19,32,2
"Kyrie Irving","DAL",58,2030,277,121.88173330141248,115.52675785937124,1357,0.23673469387755103,0.358974358974359,0.32098765432098764,0.2625,28,27,1,8,17,2,0,1,18,0.6428571428571429,74,37,37,0
"Karl-Anthony Towns","MIN",62,2026,321,118.54937515314873,112.00099181750558,1193,0.22580645161290322,0.2975206611570248,0.25203252032520324,0.058823529411764705,41,40,1,24,15,1,1,0,19,0.4634146341463415,43,19,24,2
"Jalen Suggs","ORL",75,2025,45,114.0469847420683,112.79322853688029,838,0.252212389380531,0.2807017543859649,0.38181818181818183,0.24242424242424243,47,45,2,27,16,2,2,0,29,0.6170212765957447,106,41,65,4
"Keyonte George","UTA",75,2023,-374,111.8717089516515,120.41984732824427,911,0.2727272727272727,0.2972972972972973,0.3170731707317073,0.1,7,7,0,3,4,0,0,0,2,0.2857142857142857,36,11,25,1
"Josh Giddey","OKC",80,2012,377,122.0745312129124,114.01913875598088,888,0.2111801242236025,0.4435483870967742,0.3237410071942446,0.21052631578947367,44,41,3,21,20,0,2,1,28,0.6363636363636364,52,20,32,1
"Bobby Portis","MIL",82,2008,-5,118.62220058422591,118.54191980558932,952,0.16312056737588654,0.4583333333333333,0.18055555555555555,0.12643678160919541,34,34,0,15,19,0,0,0,17,0.5,68,25,43,0
"Aaron Nesmith","IND",72,1995,161,121.38922155688623,117.81512605042018,773,0.18134715025906736,0.2923076923076923,0.36538461538461536,0.25,49,47,2,28,18,1,1,1,28,0.5714285714285714,65,25,40,1
"Gary Trent Jr.","TOR",71,1994,-194,115.77271614009307,120.93880560334235,897,0.27205882352941174,0.3953488372093023,0.39325842696629215,0.1282051282051282,10,10,0,5,4,1,0,0,4,0.4,77,35,42,0
"Norman Powell","LAC",76,1990,212,120.21042329336923,115.44695481335953,952,0.1875,0.4444444444444444,0.3368421052631579,0.0625,22,20,2,3,17,0,0,2,13,0.5909090909090909,43,14,29,0
"Immanuel Quickley","TOR",68,1985,-34,115.76487948844074,116.88856015779092,1068,0.25390625,0.32558139534883723,0.26174496644295303,0.21568627450980393,10,6,4,4,1,1,2,2,7,0.7,50,19,31,0
"Brandin Podziemski","GSW",74,1968,265,120.98426180364726,114.1930656023946,608,0.2949640287769784,0.41304347826086957,0.3448275862068966,0.26666666666666666,14,13,1,3,8,2,0,1,10,0.7142857142857143,61,17,44,2
"Naz Reid","MIN",81,1964,248,114.41509433962264,107.98593671521849,945,0.1724137931034483,0.449438202247191,0.2727272727272727,0,73,65,8,40,25,0,5,3,47,0.6438356164383562,63,16,47,4
"Caris LeVert","CLE",68,1958,120,116.56195023875345,113.7175937578656,874,0.2559241706161137,0.42574257425742573,0.27906976744186046,0.25,34,32,2,19,13,0,1,1,18,0.5294117647058824,76,21,55,0
"Royce O'Neale","PHX",79,1954,117,116.50801603206412,113.06733167082294,536,0.3064516129032258,0.375,0.4,0,44,43,1,21,20,2,0,1,21,0.4772727272727273,59,17,42,0
"Jonathan Kuminga","GSW",74,1950,125,118.30357142857143,114.49346807986197,1063,0.21495327102803738,0.3225806451612903,0.25766871165644173,0.2903225806451613,36,34,2,14,19,1,0,2,19,0.5277777777777778,55,14,41,6
"Donovan Mitchell","CLE",55,1943,325,117.58819114335752,110.64744562468387,1340,0.17263843648208468,0.43023255813953487,0.3302752293577982,0.12,30,30,0,17,10,3,0,0,15,0.5,101,23,78,0
"Trae Young","ATL",54,1942,-116,119.56469165659009,121.6638615051695,1311,0.25263157894736843,0.4444444444444444,0.310126582278481,0.2549019607843137,11,8,3,3,4,1,1,2,8,0.7272727272727273,72,30,42,0
"Dorian Finney-Smith","BKN",68,1934,-109,114.52076260120135,115.76506955177743,508,0.1935483870967742,0.4222222222222222,0.32,0,38,38,0,28,10,0,0,0,27,0.7105263157894737,56,24,32,0
"Tyus Jones","WAS",66,1933,-495,112.04819277108433,124.54611474219317,743,0.13513513513513514,0.43243243243243246,0.312,0.23076923076923078,18,16,2,4,10,2,0,2,6,0.3333333333333333,71,24,47,0
"Jonas Valanciunas","NOP",82,1925,158,119.81424148606811,115.76774193548387,764,0.2891566265060241,0.40229885057471265,0.1592920353982301,0.0625,68,68,0,28,39,1,0,0,44,0.6470588235294118,32,10,22,3
"Nickeil Alexander-Walker","MIN",82,1921,312,116.48662551440329,108.12820512820512,593,0.25906735751295334,0.21052631578947367,0.3023255813953488,0.3125,42,42,0,14,28,0,0,0,22,0.5238095238095238,64,26,38,0
"Andrew Wiggins","GSW",71,1920,-58,117.91878172588832,118.84790298130369,823,0.2125,0.5263157894736842,0.2661290322580645,0.15873015873015872,41,36,5,8,27,1,1,4,24,0.5853658536585366,42,15,27,0
"Duncan Robinson","MIA",68,1906,39,113.78498561339264,113.80675818373811,812,0.21223021582733814,0.3225806451612903,0.40425531914893614,0,16,12,4,1,11,0,1,3,7,0.4375,46,14,32,0
"John Collins","UTA",68,1901,-307,116.56910155255791,123.69020501138952,827,0.2206896551724138,0.4084507042253521,0.3333333333333333,0.17857142857142858,61,58,3,29,29,0,1,2,35,0.5737704918032787,40,15,25,7
"Darius Garland","CLE",57,1901,112,115.82394550694262,114.26677273932644,927,0.1834862385321101,0.3472222222222222,0.30833333333333335,0.2978723404255319,7,7,0,3,4,0,0,0,4,0.5714285714285714,74,22,52,0
"Isaiah Hartenstein","NYK",75,1896,406,122.85187137585662,112.53636604072996,415,0,0.2948717948717949,0.26666666666666666,0,85,84,1,62,22,0,0,1,53,0.6235294117647059,87,36,51,3
"Eric Gordon","PHX",68,1893,131,118.73864521152349,114.80237664686128,661,0.26337448559670784,0.3170731707317073,0.27450980392156865,0,30,27,3,7,17,3,0,3,16,0.5333333333333333,66,31,35,0
"Jalen Johnson","ATL",56,1889,-76,116.43180674383493,117.84014031571036,794,0.2032520325203252,0.32967032967032966,0.3482142857142857,0.45454545454545453,47,42,5,31,11,0,0,5,25,0.5319148936170213,67,20,47,0
