"Name","TeamAbbreviation","GamesPlayed","Minutes","PlusMinus","OnOffRtg","OnDefRtg","FirstChancePoints","ThreePtOffReboundedPct","AtRimOffReboundedPct","ShortMidRangeOffReboundedPct","LongMidRangeOffReboundedPct","Blocks","Blocked2s","Blocked3s","BlockedAtRim","BlockedShortMidRange","BlockedLongMidRange","BlockedCorner3","BlockedArc3","RecoveredBlocks","BlocksRecoveredPct","Steals","LostBallSteals","BadPassSteals","DefensiveGoaltends"
"Julius Randle","NYK",71,2667,153,111.20075046904316,108.63593603010348,1533,0.1152073732718894,0.41509433962264153,0.2561576354679803,0.18452380952380953,18,18,0,11,6,1,0,0,14,0.7777777777777778,64,26,38,0
"RJ Barrett","NYK",72,2511,137,111.86204146730464,109.15254237288136,1164,0.15730337078651685,0.38764044943820225,0.2727272727272727,0.2463768115942029,20,19,1,10,8,1,0,1,16,0.8,53,18,35,0
"Nikola Jokic","DEN",72,2488,384,121.7486556462856,114.67173738991193,1595,0.21014492753623187,0.4188034188034188,0.32242990654205606,0.1686746987951807,48,48,0,28,19,1,0,0,28,0.5833333333333334,95,29,66,0
"Buddy Hield","SAC",71,2433,-56,116.50523818936549,118.14932486100079,1036,0.18329466357308585,0.4473684210526316,0.20689655172413793,0.21568627450980393,30,30,0,14,15,1,0,0,19,0.6333333333333333,63,23,40,1
"Damian Lillard","POR",67,2398,198,120.93163944343617,117.65063907486305,1792,0.215311004784689,0.4172661870503597,0.32098765432098764,0.23170731707317074,17,17,0,8,9,0,0,0,6,0.35294117647058826,62,33,29,0
"Terry Rozier","CHA",69,2383,-89,112.67952400492408,114.95365602471679,1285,0.25671641791044775,0.3431372549019608,0.3669724770642202,0.19672131147540983,26,26,0,18,7,1,0,0,15,0.5769230769230769,87,35,52,0
"Russell Westbrook","WAS",65,2369,-87,111.72480620155038,113.19148936170212,1312,0.16304347826086957,0.24561403508771928,0.26285714285714284,0.18660287081339713,23,22,1,12,9,1,0,1,14,0.6086956521739131,89,37,52,0
"Andrew Wiggins","GSW",71,2364,0,111.0888309604973,111.22264605500902,1166,0.13901345291479822,0.30851063829787234,0.2868217054263566,0.10891089108910891,70,66,4,23,37,6,1,3,45,0.6428571428571429,67,24,43,0
"Nikola Vucevic","CHI",70,2348,-341,108.61344537815125,115.34114692339891,1452,0.17803030303030304,0.4024390243902439,0.21487603305785125,0.07913669064748201,48,48,0,23,25,0,0,0,32,0.6666666666666666,65,16,49,3
"Mikal Bridges","PHX",72,2348,337,119.47033898305084,112.23539373412362,842,0.21787709497206703,0.30612244897959184,0.375,0.10526315789473684,63,63,0,39,23,1,0,0,41,0.6507936507936508,76,17,59,1
"Anthony Edwards","MIN",72,2314,-228,112.6746096959737,117.38237107047462,1282,0.2088235294117647,0.3313953488372093,0.32038834951456313,0.15584415584415584,36,33,3,16,16,1,1,2,19,0.5277777777777778,82,23,59,0
"Jayson Tatum","BOS",64,2290,161,117.34934591464722,114.16595012897677,1573,0.23049645390070922,0.39603960396039606,0.31443298969072164,0.2807017543859649,31,30,1,13,13,4,0,1,13,0.41935483870967744,75,27,48,0
"Devin Booker","PHX",67,2270,331,120.34858387799565,113.65725541694026,1574,0.19246861924686193,0.40594059405940597,0.2958579881656805,0.23972602739726026,16,15,1,9,5,1,0,1,6,0.375,53,9,44,0
"Khris Middleton","MIL",68,2269,289,118.68109007697109,113.23437173322183,1254,0.2535885167464115,0.30666666666666664,0.35074626865671643,0.19708029197080293,9,9,0,1,8,0,0,0,3,0.3333333333333333,74,21,53,0
"Duncan Robinson","MIA",72,2262,118,112.86316256376136,110.95982142857143,883,0.1894150417827298,0.23076923076923078,0.26666666666666666,0,20,17,3,6,10,1,1,2,9,0.45,43,18,25,0
"Luka Doncic","DAL",66,2254,167,118.47328244274809,115.63804085218537,1696,0.20535714285714285,0.3488372093023256,0.32124352331606215,0.16129032258064516,36,36,0,20,14,2,0,0,20,0.5555555555555556,64,19,45,0
"Robert Covington","POR",70,2243,203,120.23549934583515,116.39272408503177,520,0.2009132420091324,0.3902439024390244,0.375,0,84,82,2,58,22,2,0,2,54,0.6428571428571429,101,38,63,1
